,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
59,1,4:40.0,,J. Johnson makes 2-pt layup from 2 ft,4,11
60,1,4:26.0,K. Middleton makes 2-pt jump shot from 20 ft,,6,11
61,1,4:04.0,,H. Whiteside misses 2-pt jump shot from 7 ft,6,11
62,1,4:02.0,Defensive rebound by D. Wilson,,6,11
63,1,3:56.0,Turnover by K. Middleton (lost ball; steal by J. Johnson),,6,11
64,1,3:36.0,,J. Richardson makes 2-pt jump shot from 12 ft,6,13
65,1,3:36.0,Milwaukee full timeout,,6,13
66,1,3:36.0,P. Connaughton enters the game for E. Bledsoe,,6,13
67,1,3:36.0,G. Hill enters the game for K. Middleton,,6,13
68,1,3:36.0,,B. Adebayo enters the game for J. Johnson,6,13
69,1,3:36.0,,T. Johnson enters the game for H. Whiteside,6,13
70,1,3:36.0,,K. Olynyk enters the game for J. Winslow,6,13
71,1,3:21.0,B. Lopez misses 2-pt jump shot from 12 ft,,6,13
72,1,3:18.0,,Defensive rebound by D. Wade,6,13
73,1,3:10.0,,T. Johnson misses 2-pt jump shot from 7 ft (block by S. Brown),6,13
74,1,3:08.0,Defensive rebound by D. Wilson,,6,13
75,1,3:03.0,S. Brown misses 3-pt jump shot from 25 ft,,6,13
76,1,3:03.0,,Defensive rebound by D. Wade,6,13
77,1,2:46.0,,K. Olynyk misses 3-pt jump shot from 23 ft,6,13
78,1,2:44.0,Defensive rebound by S. Brown,,6,13
79,1,2:35.0,Turnover by S. Brown (bad pass),,6,13
80,1,2:19.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Richardson),6,16
81,1,2:00.0,G. Hill misses 3-pt jump shot from 25 ft,,6,16
82,1,1:55.0,Offensive rebound by D. Wilson,,6,16
83,1,1:55.0,D. Wilson misses 2-pt layup at rim,,6,16
84,1,1:55.0,,Defensive rebound by K. Olynyk,6,16
85,1,1:47.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),6,19
86,1,1:29.0,S. Brown makes 2-pt layup from 1 ft (assist by G. Hill),,8,19
87,1,1:13.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by T. Johnson),8,21
88,1,0:50.0,D. Wilson misses 3-pt jump shot from 26 ft,,8,21
89,1,0:48.0,,Defensive rebound by T. Johnson,8,21
90,1,0:40.0,,D. Wade misses 2-pt jump shot from 20 ft,8,21
91,1,0:37.0,Defensive rebound by S. Brown,,8,21
92,1,0:33.0,Turnover by S. Brown (bad pass; steal by K. Olynyk),,8,21
93,1,0:13.0,,K. Olynyk misses 3-pt jump shot from 26 ft,8,21
94,1,0:10.0,,Offensive rebound by B. Adebayo,8,21
95,1,0:00.0,,K. Olynyk misses 2-pt layup from 2 ft (block by P. Connaughton),8,21
96,1,0:00.0,Defensive rebound by P. Connaughton,,8,21
97,2,11:43.0,,D. Jones misses 3-pt jump shot from 24 ft,8,21
98,2,11:37.0,Defensive rebound by Team,,8,21
99,2,11:37.0,,Loose ball foul by B. Adebayo (drawn by T. Maker),8,21
100,2,11:31.0,Shooting foul by K. Olynyk (drawn by T. Maker),,8,21
101,2,11:31.0,T. Maker misses free throw 1 of 2,,8,21
102,2,11:31.0,Offensive rebound by Team,,8,21
103,2,11:31.0,T. Maker makes free throw 2 of 2,,9,21
104,2,11:24.0,,T. Johnson misses 2-pt jump shot from 5 ft,9,21
105,2,11:22.0,Defensive rebound by T. Maker,,9,21
106,2,11:08.0,Turnover by G. Antetokounmpo (bad pass; steal by B. Adebayo),,9,21
107,2,11:05.0,,D. Jones makes 2-pt layup from 1 ft (assist by B. Adebayo),9,23
108,2,11:05.0,,Shooting foul by T. Maker (drawn by D. Jones),9,23
109,2,11:05.0,,D. Jones misses free throw 1 of 1,9,23
110,2,11:04.0,Defensive rebound by T. Snell,,9,23
111,2,10:52.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by D. Jones),,9,23
112,2,10:50.0,,Defensive rebound by D. Wade,9,23
113,2,10:46.0,,T. Johnson misses 3-pt jump shot from 23 ft,9,23
114,2,10:42.0,,Offensive rebound by D. Jones,9,23
115,2,10:35.0,,K. Olynyk makes 3-pt jump shot from 22 ft (assist by T. Johnson),9,26
116,2,10:07.0,G. Hill makes 2-pt jump shot from 20 ft (assist by P. Connaughton),,11,26
117,2,9:54.0,,Personal foul by G. Antetokounmpo (drawn by K. Olynyk),11,26
118,2,9:54.0,E. Bledsoe enters the game for G. Hill,,11,26
119,2,9:44.0,,Shooting foul by T. Maker (drawn by D. Jones),11,26
120,2,9:44.0,,D. Jones misses free throw 1 of 2,11,26
121,2,9:44.0,,Offensive rebound by Team,11,26
122,2,9:44.0,,D. Jones makes free throw 2 of 2,11,27
123,2,9:30.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,11,27
124,2,9:26.0,Offensive rebound by E. Bledsoe,,11,27
125,2,9:24.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,11,27
126,2,9:24.0,G. Antetokounmpo makes free throw 1 of 2,,12,27
127,2,9:24.0,G. Antetokounmpo makes free throw 2 of 2,,13,27
128,2,9:02.0,,D. Wade misses 3-pt jump shot from 23 ft,13,27
129,2,8:59.0,,Offensive rebound by D. Jones,13,27
130,2,8:57.0,,D. Jones misses 2-pt jump shot from 2 ft,13,27
131,2,8:56.0,,Offensive rebound by D. Jones,13,27
132,2,8:54.0,,D. Jones makes 2-pt layup from 1 ft,13,29
133,2,8:50.0,Shooting foul by D. Jones (drawn by E. Bledsoe),,13,29
134,2,8:50.0,E. Bledsoe makes free throw 1 of 2,,14,29
135,2,8:50.0,E. Bledsoe makes free throw 2 of 2,,15,29
136,2,8:26.0,,D. Jones misses 2-pt layup from 2 ft (block by T. Maker),15,29
137,2,8:26.0,Defensive rebound by Team,,15,29
138,2,8:26.0,K. Middleton enters the game for P. Connaughton,,15,29
139,2,8:14.0,E. Bledsoe makes 2-pt layup from 2 ft,,17,29
140,2,7:53.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by D. Wade),17,31
141,2,7:34.0,Shooting foul by D. Jones (drawn by G. Antetokounmpo),,17,31
142,2,7:34.0,G. Antetokounmpo misses free throw 1 of 2,,17,31
143,2,7:34.0,Offensive rebound by Team,,17,31
144,2,7:34.0,,J. Richardson enters the game for B. Adebayo,17,31
145,2,7:34.0,,H. Whiteside enters the game for D. Wade,17,31
146,2,7:34.0,G. Antetokounmpo makes free throw 2 of 2,,18,31
147,2,7:20.0,,H. Whiteside misses 2-pt jump shot from 9 ft,18,31
148,2,7:16.0,Defensive rebound by E. Bledsoe,,18,31
149,2,7:10.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Richardson),,18,31
150,2,6:48.0,,Turnover by T. Johnson (bad pass; steal by K. Middleton),18,31
151,2,6:43.0,E. Bledsoe misses 2-pt layup from 1 ft,,18,31
152,2,6:42.0,Offensive rebound by Team,,18,31
153,2,6:42.0,,Miami full timeout,18,31
154,2,6:42.0,,J. Johnson enters the game for T. Johnson,18,31
155,2,6:42.0,,R. McGruder enters the game for K. Olynyk,18,31
156,2,6:37.0,Turnover by T. Maker (bad pass),,18,31
157,2,6:27.0,,Personal foul by T. Maker (drawn by J. Richardson),18,31
158,2,6:27.0,D. Wilson enters the game for G. Antetokounmpo,,18,31
159,2,6:27.0,,Away from play foul by E. Bledsoe (drawn by J. Richardson),18,31
160,2,6:27.0,,J. Richardson misses free throw 1 of 1,18,31
161,2,6:21.0,,Offensive rebound by Team,18,31
162,2,6:16.0,,Shooting foul by D. Wilson (drawn by H. Whiteside),18,31
163,2,6:16.0,,H. Whiteside misses free throw 1 of 2,18,31
164,2,6:16.0,,Offensive rebound by Team,18,31
165,2,6:16.0,B. Lopez enters the game for T. Maker,,18,31
166,2,6:16.0,,H. Whiteside misses free throw 2 of 2,18,31
167,2,6:13.0,Defensive rebound by K. Middleton,,18,31
168,2,5:54.0,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Middleton),,21,31
169,2,5:41.0,,J. Richardson makes 2-pt dunk from 2 ft (assist by D. Jones),21,33
170,2,5:34.0,Milwaukee full timeout,,21,33
171,2,5:22.0,B. Lopez makes 2-pt layup at rim (assist by K. Middleton),,23,33
172,2,5:22.0,Shooting foul by H. Whiteside (drawn by B. Lopez),,23,33
173,2,5:22.0,B. Lopez misses free throw 1 of 1,,23,33
174,2,5:20.0,,Defensive rebound by H. Whiteside,23,33
175,2,4:55.0,,R. McGruder misses 3-pt jump shot from 24 ft,23,33
176,2,4:51.0,Defensive rebound by K. Middleton,,23,33
177,2,4:48.0,K. Middleton misses 3-pt jump shot from 25 ft,,23,33
178,2,4:45.0,,Defensive rebound by J. Johnson,23,33
179,2,4:36.0,,J. Johnson misses 2-pt layup from 1 ft (block by B. Lopez),23,33
180,2,4:33.0,Defensive rebound by B. Lopez,,23,33
181,2,4:27.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,26,33
182,2,4:04.0,,J. Richardson misses 2-pt jump shot from 13 ft,26,33
183,2,4:02.0,Defensive rebound by T. Snell,,26,33
184,2,3:56.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,28,33
185,2,3:35.0,,H. Whiteside misses 2-pt hook shot from 4 ft,28,33
186,2,3:34.0,Defensive rebound by B. Lopez,,28,33
187,2,3:29.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,28,33
188,2,3:28.0,,Defensive rebound by Team,28,33
189,2,3:28.0,,B. Adebayo enters the game for D. Jones,28,33
190,2,3:28.0,,D. Wade enters the game for H. Whiteside,28,33
191,2,3:18.0,,Turnover by J. Richardson (out of bounds lost ball),28,33
192,2,3:18.0,G. Hill enters the game for E. Bledsoe,,28,33
193,2,3:04.0,K. Middleton misses 3-pt jump shot from 25 ft,,28,33
194,2,3:01.0,,Defensive rebound by D. Wade,28,33
195,2,2:38.0,,B. Adebayo misses 2-pt jump shot from 4 ft,28,33
196,2,2:35.0,Defensive rebound by K. Middleton,,28,33
197,2,2:28.0,G. Hill makes 3-pt jump shot from 24 ft (assist by K. Middleton),,31,33
198,2,2:27.0,,Miami full timeout,31,33
199,2,2:27.0,,T. Johnson enters the game for R. McGruder,31,33
200,2,2:17.0,,Personal foul by G. Hill (drawn by T. Johnson),31,33
201,2,2:17.0,,T. Johnson makes free throw 1 of 2,31,34
202,2,2:17.0,,K. Olynyk enters the game for B. Adebayo,31,34
203,2,2:17.0,,T. Johnson makes free throw 2 of 2,31,35
204,2,2:06.0,G. Hill makes 2-pt layup from 2 ft,,33,35
205,2,1:52.0,,D. Wade misses 2-pt layup from 1 ft,33,35
206,2,1:51.0,Defensive rebound by K. Middleton,,33,35
207,2,1:43.0,Turnover by K. Middleton (bad pass; steal by D. Wade),,33,35
208,2,1:26.0,,K. Olynyk misses 3-pt jump shot from 25 ft,33,35
209,2,1:21.0,Defensive rebound by G. Hill,,33,35
210,2,1:12.0,K. Middleton misses 2-pt jump shot from 17 ft,,33,35
211,2,1:07.0,,Defensive rebound by D. Wade,33,35
212,2,0:54.0,,J. Johnson makes 2-pt layup from 2 ft (assist by J. Richardson),33,37
213,2,0:35.0,B. Lopez makes 2-pt dunk from 1 ft,,35,37
214,2,0:29.0,,K. Olynyk misses 3-pt jump shot from 27 ft,35,37
215,2,0:27.0,Defensive rebound by K. Middleton,,35,37
216,2,0:05.0,B. Lopez misses 3-pt jump shot from 28 ft,,35,37
217,2,0:03.0,Offensive rebound by T. Snell,,35,37
218,2,0:00.0,T. Snell makes 3-pt jump shot from 23 ft,,38,37
219,3,11:45.0,,R. McGruder misses 2-pt jump shot from 13 ft,38,37
220,3,11:41.0,Defensive rebound by G. Antetokounmpo,,38,37
221,3,11:36.0,Turnover by E. Bledsoe (bad pass; steal by J. Winslow),,38,37
222,3,11:28.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by J. Winslow),38,40
223,3,11:13.0,Turnover by K. Middleton (bad pass; steal by R. McGruder),,38,40
224,3,11:11.0,,Personal take foul by T. Snell (drawn by J. Winslow),38,40
225,3,11:03.0,,J. Richardson misses 3-pt jump shot from 26 ft,38,40
226,3,11:02.0,,Offensive rebound by H. Whiteside,38,40
227,3,10:59.0,,H. Whiteside misses 2-pt jump shot from 4 ft,38,40
228,3,10:58.0,,Offensive rebound by H. Whiteside,38,40
229,3,10:58.0,,H. Whiteside makes 2-pt dunk at rim,38,42
230,3,10:47.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,38,42
231,3,10:45.0,,Defensive rebound by R. McGruder,38,42
232,3,10:35.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Johnson),38,45
233,3,10:20.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,38,45
234,3,10:18.0,,Defensive rebound by R. McGruder,38,45
235,3,10:11.0,,J. Johnson misses 3-pt jump shot from 23 ft,38,45
236,3,10:08.0,Defensive rebound by B. Lopez,,38,45
237,3,10:01.0,B. Lopez misses 3-pt jump shot from 27 ft,,38,45
238,3,9:59.0,,Defensive rebound by J. Richardson,38,45
239,3,9:53.0,,H. Whiteside misses 2-pt jump shot from 10 ft,38,45
240,3,9:50.0,Defensive rebound by G. Antetokounmpo,,38,45
241,3,9:46.0,Personal foul by J. Richardson (drawn by E. Bledsoe),,38,45
242,3,9:46.0,E. Bledsoe makes free throw 1 of 2,,39,45
243,3,9:46.0,E. Bledsoe makes free throw 2 of 2,,40,45
244,3,9:25.0,,H. Whiteside misses 2-pt jump shot from 18 ft,40,45
245,3,9:23.0,Defensive rebound by T. Snell,,40,45
246,3,9:18.0,E. Bledsoe misses 2-pt layup from 1 ft,,40,45
247,3,9:18.0,Offensive rebound by Team,,40,45
248,3,9:07.0,B. Lopez misses 3-pt jump shot from 23 ft,,40,45
249,3,9:04.0,,Defensive rebound by R. McGruder,40,45
250,3,8:56.0,,H. Whiteside misses 2-pt jump shot from 7 ft (block by G. Antetokounmpo),40,45
251,3,8:54.0,,Offensive rebound by J. Winslow,40,45
252,3,8:52.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Winslow),40,48
253,3,8:27.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,40,48
254,3,8:25.0,,Defensive rebound by J. Johnson,40,48
255,3,8:13.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by R. McGruder),40,51
256,3,8:10.0,Milwaukee full timeout,,40,51
257,3,7:56.0,K. Middleton misses 3-pt jump shot from 25 ft,,40,51
258,3,7:53.0,,Defensive rebound by J. Johnson,40,51
259,3,7:38.0,,J. Johnson misses 3-pt jump shot from 24 ft,40,51
260,3,7:35.0,Defensive rebound by G. Antetokounmpo,,40,51
261,3,7:19.0,K. Middleton makes 2-pt layup from 2 ft,,42,51
262,3,7:19.0,Shooting foul by H. Whiteside (drawn by K. Middleton),,42,51
263,3,7:19.0,D. Wilson enters the game for B. Lopez,,42,51
264,3,7:19.0,K. Middleton makes free throw 1 of 1,,43,51
265,3,6:56.0,,J. Winslow misses 2-pt jump shot from 17 ft,43,51
266,3,6:53.0,Defensive rebound by D. Wilson,,43,51
267,3,6:39.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,43,51
268,3,6:36.0,,Defensive rebound by R. McGruder,43,51
269,3,6:30.0,,H. Whiteside misses 2-pt jump shot from 13 ft,43,51
270,3,6:26.0,,Offensive rebound by R. McGruder,43,51
271,3,6:24.0,,H. Whiteside misses 2-pt jump shot from 8 ft,43,51
272,3,6:22.0,Defensive rebound by G. Antetokounmpo,,43,51
273,3,6:13.0,K. Middleton misses 3-pt jump shot from 25 ft,,43,51
274,3,6:11.0,,Defensive rebound by J. Winslow,43,51
275,3,5:58.0,,R. McGruder makes 3-pt jump shot from 26 ft (assist by J. Winslow),43,54
276,3,5:39.0,T. Snell misses 3-pt jump shot from 23 ft,,43,54
277,3,5:37.0,,Defensive rebound by J. Winslow,43,54
278,3,5:30.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Johnson),43,57
279,3,5:10.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,45,57
280,3,4:54.0,,Turnover by J. Winslow (bad pass),45,57
281,3,4:54.0,S. Brown enters the game for K. Middleton,,45,57
282,3,4:54.0,P. Connaughton enters the game for T. Snell,,45,57
283,3,4:54.0,,D. Wade enters the game for J. Richardson,45,57
284,3,4:39.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,47,57
285,3,4:39.0,Shooting foul by R. McGruder (drawn by E. Bledsoe),,47,57
286,3,4:39.0,E. Bledsoe makes free throw 1 of 1,,48,57
287,3,4:26.0,,R. McGruder makes 2-pt layup from 1 ft (assist by H. Whiteside),48,59
288,3,4:01.0,S. Brown makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,51,59
289,3,3:50.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by J. Winslow),51,61
290,3,3:49.0,Milwaukee full timeout,,51,61
291,3,3:25.0,Turnover by Team (shot clock),,51,61
292,3,3:13.0,,Turnover by J. Winslow (bad pass; steal by P. Connaughton),51,61
293,3,3:06.0,S. Brown makes 2-pt layup from 1 ft (assist by P. Connaughton),,53,61
294,3,2:52.0,,D. Wade makes 2-pt jump shot from 10 ft,53,63
295,3,2:40.0,Turnover by S. Brown (bad pass),,53,63
296,3,2:40.0,G. Hill enters the game for G. Antetokounmpo,,53,63
297,3,2:33.0,,Shooting foul by D. Wilson (drawn by D. Wade),53,63
298,3,2:33.0,,D. Wade makes free throw 1 of 2,53,64
299,3,2:33.0,B. Lopez enters the game for E. Bledsoe,,53,64
300,3,2:33.0,T. Maker enters the game for D. Wilson,,53,64
301,3,2:33.0,,B. Adebayo enters the game for J. Johnson,53,64
302,3,2:33.0,,K. Olynyk enters the game for H. Whiteside,53,64
303,3,2:33.0,,D. Wade makes free throw 2 of 2,53,65
304,3,2:19.0,S. Brown makes 2-pt jump shot from 7 ft (assist by B. Lopez),,55,65
305,3,2:07.0,,D. Wade makes 2-pt jump shot from 15 ft,55,67
306,3,1:41.0,T. Maker misses 3-pt jump shot from 26 ft,,55,67
307,3,1:37.0,,Defensive rebound by J. Winslow,55,67
308,3,1:23.0,,J. Winslow makes 2-pt jump shot from 8 ft,55,69
309,3,1:04.0,G. Hill makes 2-pt jump shot from 15 ft,,57,69
310,3,0:50.0,,K. Olynyk makes 2-pt layup from 2 ft,57,71
311,3,0:50.0,,Shooting foul by T. Maker (drawn by K. Olynyk),57,71
312,3,0:50.0,,T. Johnson enters the game for R. McGruder,57,71
313,3,0:50.0,,K. Olynyk makes free throw 1 of 1,57,72
314,3,0:40.0,Shooting foul by K. Olynyk (drawn by G. Hill),,57,72
315,3,0:40.0,G. Hill makes free throw 1 of 2,,58,72
316,3,0:40.0,G. Hill misses free throw 2 of 2,,58,72
317,3,0:34.0,,Defensive rebound by Team,58,72
318,3,0:23.0,,B. Adebayo misses 2-pt layup from 2 ft,58,72
319,3,0:19.0,Defensive rebound by S. Brown,,58,72
320,3,0:15.0,S. Brown misses 2-pt layup from 2 ft,,58,72
321,3,0:15.0,,Defensive rebound by D. Wade,58,72
322,3,0:02.0,,D. Wade misses 2-pt jump shot from 10 ft,58,72
323,3,0:00.0,Defensive rebound by G. Hill,,58,72
324,4,11:47.0,P. Connaughton misses 3-pt jump shot from 24 ft,,58,72
325,4,11:44.0,,Defensive rebound by D. Wade,58,72
326,4,11:40.0,,Shooting foul by G. Hill (drawn by T. Johnson),58,72
327,4,11:40.0,,T. Johnson makes free throw 1 of 2,58,73
328,4,11:40.0,,T. Johnson makes free throw 2 of 2,58,74
329,4,11:28.0,Personal foul by J. Richardson (drawn by G. Hill),,58,74
330,4,11:17.0,S. Brown misses 3-pt jump shot from 25 ft,,58,74
331,4,11:14.0,,Defensive rebound by J. Richardson,58,74
332,4,11:00.0,,K. Olynyk misses 3-pt jump shot from 26 ft,58,74
333,4,10:58.0,Defensive rebound by S. Brown,,58,74
334,4,10:49.0,P. Connaughton misses 3-pt jump shot from 27 ft,,58,74
335,4,10:45.0,,Defensive rebound by B. Adebayo,58,74
336,4,10:35.0,,Turnover by K. Olynyk (bad pass),58,74
337,4,10:35.0,K. Middleton enters the game for S. Brown,,58,74
338,4,10:28.0,Personal foul by B. Adebayo (drawn by G. Antetokounmpo),,58,74
339,4,10:19.0,B. Lopez misses 3-pt jump shot from 25 ft,,58,74
340,4,10:16.0,,Defensive rebound by B. Adebayo,58,74
341,4,10:12.0,,Personal foul by G. Hill (drawn by J. Richardson),58,74
342,4,10:05.0,,T. Johnson misses 3-pt jump shot from 26 ft (block by P. Connaughton),58,74
343,4,10:02.0,Defensive rebound by G. Antetokounmpo,,58,74
344,4,9:59.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,60,74
345,4,9:39.0,,Shooting foul by K. Middleton (drawn by D. Wade),60,74
346,4,9:39.0,,D. Wade misses free throw 1 of 2,60,74
347,4,9:39.0,,Offensive rebound by Team,60,74
348,4,9:39.0,E. Bledsoe enters the game for P. Connaughton,,60,74
349,4,9:39.0,,D. Wade makes free throw 2 of 2,60,75
350,4,9:24.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Hill),,62,75
351,4,9:24.0,Shooting foul by J. Richardson (drawn by E. Bledsoe),,62,75
352,4,9:24.0,E. Bledsoe misses free throw 1 of 1,,62,75
353,4,9:21.0,,Defensive rebound by K. Olynyk,62,75
354,4,9:09.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),62,77
355,4,8:53.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,62,77
356,4,8:50.0,,Defensive rebound by K. Olynyk,62,77
357,4,8:37.0,,B. Adebayo misses 2-pt layup from 2 ft (block by G. Antetokounmpo),62,77
358,4,8:35.0,Defensive rebound by B. Lopez,,62,77
359,4,8:28.0,G. Hill misses 2-pt jump shot from 10 ft,,62,77
360,4,8:26.0,Offensive rebound by G. Hill,,62,77
361,4,8:26.0,Personal foul by B. Adebayo (drawn by E. Bledsoe),,62,77
362,4,8:21.0,B. Lopez misses 2-pt layup from 3 ft (block by J. Richardson),,62,77
363,4,8:18.0,,Defensive rebound by K. Olynyk,62,77
364,4,8:07.0,,D. Wade misses 2-pt jump shot from 12 ft,62,77
365,4,8:05.0,Defensive rebound by G. Antetokounmpo,,62,77
366,4,7:58.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,62,77
367,4,7:56.0,,Defensive rebound by K. Olynyk,62,77
368,4,7:41.0,,Turnover by J. Richardson (lost ball; steal by B. Lopez),62,77
369,4,7:35.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,62,77
370,4,7:33.0,,Defensive rebound by K. Olynyk,62,77
371,4,7:29.0,,J. Richardson misses 3-pt jump shot from 26 ft,62,77
372,4,7:25.0,,Offensive rebound by B. Adebayo,62,77
373,4,7:22.0,,K. Olynyk misses 3-pt jump shot from 27 ft,62,77
374,4,7:21.0,Defensive rebound by Team,,62,77
375,4,7:10.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Hill),,65,77
376,4,7:09.0,,Miami full timeout,65,77
377,4,7:09.0,T. Snell enters the game for G. Hill,,65,77
378,4,7:09.0,D. Wilson enters the game for B. Lopez,,65,77
379,4,7:09.0,,J. Winslow enters the game for D. Wade,65,77
