,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
70,1,3:35.0,P. Mills misses 2-pt jump shot from 15 ft,,16,17
71,1,3:32.0,,Defensive rebound by M. Scott,16,17
72,1,3:28.0,,Turnover by L. Williams (bad pass),16,17
73,1,3:17.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by R. Gay),,18,17
74,1,3:03.0,,L. Williams makes 2-pt layup from 3 ft (assist by M. Harrell),18,19
75,1,2:51.0,P. Mills makes 3-pt jump shot from 25 ft,,21,19
76,1,2:37.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by M. Harrell),21,21
77,1,2:30.0,Personal foul by L. Williams (drawn by D. DeRozan),,21,21
78,1,2:22.0,D. DeRozan misses 2-pt jump shot from 19 ft,,21,21
79,1,2:20.0,Offensive rebound by Team,,21,21
80,1,2:20.0,,Loose ball foul by S. Gilgeous-Alexander (drawn by J. Poeltl),21,21
81,1,2:20.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,21,21
82,1,2:20.0,,T. Wallace enters the game for T. Harris,21,21
83,1,2:09.0,R. Gay makes 2-pt jump shot from 15 ft,,23,21
84,1,1:55.0,,M. Harrell misses 2-pt layup from 2 ft,23,21
85,1,1:52.0,Defensive rebound by D. DeRozan,,23,21
86,1,1:50.0,Shooting foul by M. Scott (drawn by J. Poeltl),,23,21
87,1,1:50.0,J. Poeltl makes free throw 1 of 2,,24,21
88,1,1:50.0,D. White enters the game for D. DeRozan,,24,21
89,1,1:50.0,J. Poeltl misses free throw 2 of 2,,24,21
90,1,1:48.0,,Defensive rebound by S. Thornwell,24,21
91,1,1:36.0,,Shooting foul by M. Belinelli (drawn by L. Williams),24,21
92,1,1:36.0,,L. Williams makes free throw 1 of 2,24,22
93,1,1:36.0,,L. Williams makes free throw 2 of 2,24,23
94,1,1:23.0,P. Mills makes 2-pt layup from 2 ft,,26,23
95,1,1:15.0,,L. Williams misses 2-pt layup from 2 ft (block by J. Poeltl),26,23
96,1,1:11.0,,Offensive rebound by M. Harrell,26,23
97,1,1:08.0,,M. Scott makes 3-pt jump shot from 28 ft (assist by M. Harrell),26,26
98,1,0:59.0,D. White misses 2-pt jump shot from 3 ft,,26,26
99,1,0:56.0,,Defensive rebound by L. Williams,26,26
100,1,0:47.0,,Personal foul by P. Mills (drawn by T. Wallace),26,26
101,1,0:47.0,,T. Wallace makes free throw 1 of 2,26,27
102,1,0:47.0,,Offensive rebound by M. Scott,26,27
103,1,0:47.0,,T. Wallace misses free throw 2 of 2,26,27
104,1,0:47.0,,M. Scott misses 2-pt layup from 5 ft (block by M. Belinelli),26,27
105,1,0:47.0,,Offensive rebound by Team,26,27
106,1,0:37.0,,Turnover by M. Harrell (bad pass; steal by M. Belinelli),26,27
107,1,0:14.0,J. Poeltl misses 2-pt jump shot from 10 ft,,26,27
108,1,0:13.0,Offensive rebound by J. Poeltl,,26,27
109,1,0:13.0,J. Poeltl makes 2-pt layup from 2 ft,,28,27
110,1,0:04.0,,L. Williams makes 2-pt jump shot from 9 ft,28,29
111,1,0:00.0,P. Mills misses 3-pt jump shot from 32 ft,,28,29
112,1,0:00.0,Offensive rebound by Team,,28,29
113,2,11:49.0,,Shooting foul by J. Poeltl (drawn by T. Wallace),28,29
114,2,11:49.0,,T. Wallace makes free throw 1 of 2,28,30
115,2,11:49.0,,T. Wallace makes free throw 2 of 2,28,31
116,2,11:30.0,D. Bertāns misses 3-pt jump shot from 26 ft,,28,31
117,2,11:26.0,,Defensive rebound by S. Thornwell,28,31
118,2,11:22.0,,L. Williams makes 2-pt jump shot from 12 ft (assist by S. Thornwell),28,33
119,2,11:02.0,J. Poeltl makes 2-pt hook shot from 7 ft (assist by B. Forbes),,30,33
120,2,10:47.0,,T. Wallace misses 3-pt jump shot from 26 ft,30,33
121,2,10:44.0,Defensive rebound by M. Belinelli,,30,33
122,2,10:35.0,B. Forbes misses 2-pt jump shot from 15 ft,,30,33
123,2,10:31.0,,Defensive rebound by M. Harrell,30,33
124,2,10:20.0,,Shooting foul by J. Poeltl (drawn by M. Harrell),30,33
125,2,10:20.0,,M. Harrell makes free throw 1 of 2,30,34
126,2,10:20.0,L. Aldridge enters the game for J. Poeltl,,30,34
127,2,10:20.0,,M. Harrell makes free throw 2 of 2,30,35
128,2,10:11.0,Personal foul by M. Scott (drawn by M. Belinelli),,30,35
129,2,10:00.0,M. Belinelli misses 2-pt jump shot from 21 ft,,30,35
130,2,9:56.0,Offensive rebound by L. Aldridge,,30,35
131,2,9:54.0,D. Bertāns misses 3-pt jump shot from 27 ft,,30,35
132,2,9:53.0,Offensive rebound by Team,,30,35
133,2,9:53.0,,Loose ball foul by M. Scott (drawn by L. Aldridge),30,35
134,2,9:53.0,,T. Harris enters the game for M. Scott,30,35
135,2,9:43.0,L. Aldridge misses 2-pt jump shot from 10 ft,,30,35
136,2,9:39.0,,Defensive rebound by S. Thornwell,30,35
137,2,9:33.0,,M. Harrell makes 2-pt layup from 1 ft,30,37
138,2,9:33.0,,Shooting foul by D. Bertāns (drawn by M. Harrell),30,37
139,2,9:33.0,San Antonio full timeout,,30,37
140,2,9:33.0,D. Cunningham enters the game for D. Bertāns,,30,37
141,2,9:33.0,D. DeRozan enters the game for B. Forbes,,30,37
142,2,9:33.0,,M. Harrell makes free throw 1 of 1,30,38
143,2,9:20.0,D. White misses 2-pt layup from 3 ft (block by S. Thornwell),,30,38
144,2,9:20.0,,Defensive rebound by Team,30,38
145,2,9:10.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),30,40
146,2,8:58.0,M. Belinelli misses 2-pt jump shot from 19 ft,,30,40
147,2,8:55.0,,Defensive rebound by S. Thornwell,30,40
148,2,8:52.0,,Shooting foul by D. White (drawn by S. Thornwell),30,40
149,2,8:52.0,,S. Thornwell makes free throw 1 of 2,30,41
150,2,8:52.0,,S. Thornwell makes free throw 2 of 2,30,42
151,2,8:33.0,,Violation by Team (kicked ball),30,42
152,2,8:27.0,L. Aldridge misses 2-pt jump shot from 19 ft,,30,42
153,2,8:24.0,,Defensive rebound by L. Williams,30,42
154,2,8:17.0,,L. Williams misses 2-pt jump shot from 7 ft,30,42
155,2,8:15.0,Defensive rebound by D. DeRozan,,30,42
156,2,8:11.0,D. DeRozan misses 2-pt jump shot from 16 ft,,30,42
157,2,8:07.0,,Defensive rebound by T. Harris,30,42
158,2,8:01.0,,T. Harris misses 2-pt layup from 3 ft,30,42
159,2,7:58.0,Defensive rebound by L. Aldridge,,30,42
160,2,7:49.0,Turnover by L. Aldridge (bad pass),,30,42
161,2,7:37.0,,T. Wallace makes 2-pt layup from 2 ft,30,44
162,2,7:27.0,Shooting foul by S. Thornwell (drawn by D. DeRozan),,30,44
163,2,7:27.0,D. DeRozan makes free throw 1 of 2,,31,44
164,2,7:27.0,B. Forbes enters the game for M. Belinelli,,31,44
165,2,7:27.0,P. Mills enters the game for D. White,,31,44
166,2,7:27.0,D. DeRozan makes free throw 2 of 2,,32,44
167,2,7:17.0,,Turnover by L. Williams (bad pass; steal by D. Cunningham),32,44
168,2,7:14.0,D. Cunningham makes 2-pt dunk from 1 ft,,34,44
169,2,7:03.0,,Turnover by M. Harrell (bad pass; steal by D. DeRozan),34,44
170,2,6:54.0,D. DeRozan makes 2-pt layup from 4 ft,,36,44
171,2,6:38.0,,L. Williams misses 2-pt jump shot from 5 ft,36,44
172,2,6:37.0,Defensive rebound by Team,,36,44
173,2,6:37.0,,Loose ball foul by M. Harrell (drawn by B. Forbes),36,44
174,2,6:37.0,,P. Beverley enters the game for S. Thornwell,36,44
175,2,6:37.0,,D. Gallinari enters the game for T. Wallace,36,44
176,2,6:37.0,,S. Gilgeous-Alexander enters the game for L. Williams,36,44
177,2,6:27.0,D. DeRozan misses 2-pt jump shot from 19 ft,,36,44
178,2,6:23.0,,Defensive rebound by D. Gallinari,36,44
179,2,6:16.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by L. Aldridge),36,44
180,2,6:10.0,P. Mills makes 2-pt layup from 2 ft,,38,44
181,2,6:10.0,,LA Clippers full timeout,38,44
182,2,6:10.0,R. Gay enters the game for D. Cunningham,,38,44
183,2,5:57.0,,T. Harris makes 2-pt jump shot from 17 ft,38,46
184,2,5:40.0,D. DeRozan misses 2-pt jump shot from 5 ft,,38,46
185,2,5:38.0,,Defensive rebound by D. Gallinari,38,46
186,2,5:28.0,,M. Harrell misses 2-pt hook shot from 4 ft,38,46
187,2,5:24.0,Defensive rebound by R. Gay,,38,46
188,2,5:15.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,41,46
189,2,4:59.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,41,46
190,2,4:56.0,Defensive rebound by L. Aldridge,,41,46
191,2,4:49.0,D. DeRozan misses 2-pt jump shot from 11 ft,,41,46
192,2,4:45.0,,Defensive rebound by D. Gallinari,41,46
193,2,4:42.0,,P. Beverley misses 3-pt jump shot from 25 ft,41,46
194,2,4:37.0,Defensive rebound by R. Gay,,41,46
195,2,4:27.0,Personal foul by P. Beverley (drawn by D. DeRozan),,41,46
196,2,4:27.0,D. DeRozan makes free throw 1 of 2,,42,46
197,2,4:27.0,,M. Gortat enters the game for M. Harrell,42,46
198,2,4:27.0,D. DeRozan makes free throw 2 of 2,,43,46
199,2,4:16.0,,T. Harris makes 2-pt jump shot from 16 ft,43,48
200,2,4:03.0,B. Forbes makes 3-pt jump shot from 28 ft (assist by R. Gay),,46,48
201,2,4:03.0,Shooting foul by S. Gilgeous-Alexander (drawn by B. Forbes),,46,48
202,2,4:03.0,B. Forbes makes free throw 1 of 1,,47,48
203,2,3:51.0,,Shooting foul by R. Gay (drawn by D. Gallinari),47,48
204,2,3:51.0,,D. Gallinari makes free throw 1 of 2,47,49
205,2,3:51.0,,L. Williams enters the game for S. Gilgeous-Alexander,47,49
206,2,3:51.0,,D. Gallinari makes free throw 2 of 2,47,50
207,2,3:34.0,D. DeRozan makes 2-pt jump shot from 22 ft (assist by L. Aldridge),,49,50
208,2,3:15.0,,T. Harris makes 2-pt jump shot from 19 ft,49,52
209,2,3:02.0,D. DeRozan makes 2-pt layup from 2 ft,,51,52
210,2,3:01.0,Violation by Team (delay of game),,51,52
211,2,2:48.0,,P. Beverley misses 3-pt jump shot from 25 ft,51,52
212,2,2:44.0,,Offensive rebound by L. Williams,51,52
213,2,2:43.0,,L. Williams misses 2-pt jump shot from 8 ft,51,52
214,2,2:43.0,Defensive rebound by Team,,51,52
215,2,2:43.0,,Loose ball foul by M. Gortat (drawn by R. Gay),51,52
216,2,2:43.0,R. Gay makes free throw 1 of 2,,52,52
217,2,2:43.0,R. Gay makes free throw 2 of 2,,53,52
218,2,2:29.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by M. Gortat),53,55
219,2,2:12.0,R. Gay makes 2-pt layup from 4 ft (assist by P. Mills),,55,55
220,2,2:07.0,,Personal foul by R. Gay (drawn by M. Gortat),55,55
221,2,2:07.0,,M. Gortat makes free throw 1 of 2,55,56
222,2,2:07.0,,M. Gortat makes free throw 2 of 2,55,57
223,2,1:55.0,D. DeRozan misses 2-pt jump shot from 19 ft,,55,57
224,2,1:51.0,Offensive rebound by P. Mills,,55,57
225,2,1:49.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Mills),,58,57
226,2,1:34.0,,D. Gallinari misses 2-pt jump shot from 20 ft,58,57
227,2,1:32.0,Defensive rebound by P. Mills,,58,57
228,2,1:29.0,P. Mills misses 3-pt jump shot from 25 ft,,58,57
229,2,1:24.0,Offensive rebound by R. Gay,,58,57
230,2,1:23.0,R. Gay misses 2-pt hook shot from 4 ft,,58,57
231,2,1:21.0,,Defensive rebound by T. Harris,58,57
232,2,1:13.0,,L. Williams misses 2-pt layup from 3 ft (block by D. DeRozan),58,57
233,2,1:13.0,,Offensive rebound by Team,58,57
234,2,1:04.0,,P. Beverley misses 3-pt jump shot from 26 ft,58,57
235,2,1:01.0,Defensive rebound by L. Aldridge,,58,57
236,2,0:51.0,D. DeRozan makes 2-pt jump shot from 9 ft,,60,57
237,2,0:37.0,,L. Williams makes 2-pt jump shot from 4 ft (assist by T. Harris),60,59
238,2,0:30.0,D. DeRozan misses 3-pt jump shot from 25 ft,,60,59
239,2,0:26.0,,Defensive rebound by D. Gallinari,60,59
240,2,0:07.0,,Shooting foul by D. DeRozan (drawn by D. Gallinari),60,59
241,2,0:07.0,,S. Thornwell enters the game for L. Williams,60,59
242,2,0:07.0,,D. Gallinari makes free throw 1 of 2,60,60
243,2,0:07.0,,D. Gallinari makes free throw 2 of 2,60,61
244,2,0:03.0,L. Aldridge misses 2-pt jump shot from 12 ft,,60,61
245,2,0:00.0,,Defensive rebound by P. Beverley,60,61
246,3,11:49.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft (assist by D. Gallinari),60,63
247,3,11:35.0,Personal foul by T. Harris (drawn by L. Aldridge),,60,63
248,3,11:30.0,D. DeRozan misses 2-pt jump shot from 17 ft,,60,63
249,3,11:26.0,,Defensive rebound by M. Gortat,60,63
250,3,11:21.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Harris),60,66
251,3,11:07.0,L. Aldridge misses 2-pt jump shot from 20 ft,,60,66
252,3,11:04.0,,Defensive rebound by P. Beverley,60,66
253,3,10:43.0,,P. Beverley misses 2-pt hook shot from 5 ft,60,66
254,3,10:39.0,Defensive rebound by L. Aldridge,,60,66
255,3,10:35.0,D. White misses 3-pt jump shot from 26 ft,,60,66
256,3,10:30.0,,Defensive rebound by M. Gortat,60,66
257,3,10:29.0,,Offensive foul by S. Gilgeous-Alexander (drawn by D. White),60,66
258,3,10:29.0,,Turnover by S. Gilgeous-Alexander (offensive foul),60,66
259,3,10:13.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,63,66
260,3,9:51.0,,Turnover by T. Harris (bad pass; steal by D. DeRozan),63,66
261,3,9:41.0,D. Cunningham makes 2-pt layup from 2 ft (assist by D. DeRozan),,65,66
262,3,9:19.0,,M. Gortat makes 2-pt layup from 1 ft (assist by P. Beverley),65,68
263,3,9:13.0,Personal foul by P. Beverley (drawn by D. White),,65,68
264,3,9:00.0,L. Aldridge misses 2-pt hook shot from 3 ft,,65,68
265,3,8:57.0,,Defensive rebound by T. Harris,65,68
266,3,8:54.0,,Turnover by T. Harris (offensive foul),65,68
267,3,8:54.0,,Offensive foul by T. Harris (drawn by D. DeRozan),65,68
268,3,8:47.0,Turnover by D. White (bad pass; steal by P. Beverley),,65,68
269,3,8:42.0,,P. Beverley misses 2-pt layup from 3 ft (block by D. Cunningham),65,68
270,3,8:37.0,Defensive rebound by D. White,,65,68
271,3,8:35.0,D. DeRozan makes 2-pt layup from 2 ft (assist by D. White),,67,68
272,3,8:22.0,,D. Gallinari misses 2-pt jump shot from 18 ft,67,68
273,3,8:18.0,Defensive rebound by B. Forbes,,67,68
274,3,7:55.0,L. Aldridge misses 2-pt jump shot from 9 ft,,67,68
275,3,7:52.0,,Defensive rebound by P. Beverley,67,68
276,3,7:42.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by T. Harris),67,71
277,3,7:41.0,San Antonio full timeout,,67,71
278,3,7:16.0,D. White misses 2-pt jump shot from 14 ft,,67,71
279,3,7:15.0,,Defensive rebound by T. Harris,67,71
280,3,7:06.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft,67,73
281,3,6:54.0,D. White misses 2-pt layup from 3 ft,,67,73
282,3,6:51.0,,Defensive rebound by M. Gortat,67,73
283,3,6:47.0,,M. Gortat makes 2-pt layup from 1 ft (assist by T. Harris),67,75
284,3,6:46.0,San Antonio full timeout,,67,75
285,3,6:46.0,R. Gay enters the game for D. Cunningham,,67,75
286,3,6:46.0,P. Mills enters the game for D. White,,67,75
287,3,6:34.0,D. DeRozan makes 2-pt jump shot from 2 ft,,69,75
288,3,6:16.0,,Shooting foul by D. DeRozan (drawn by M. Gortat),69,75
289,3,6:16.0,,M. Gortat misses free throw 1 of 2,69,75
290,3,6:16.0,,Offensive rebound by Team,69,75
291,3,6:16.0,,M. Gortat makes free throw 2 of 2,69,76
292,3,6:06.0,D. DeRozan misses 2-pt jump shot from 12 ft,,69,76
293,3,5:57.0,Offensive rebound by R. Gay,,69,76
294,3,5:57.0,R. Gay makes 2-pt layup at rim,,71,76
295,3,5:50.0,,Personal foul by R. Gay (drawn by M. Gortat),71,76
296,3,5:36.0,,P. Beverley misses 2-pt jump shot from 4 ft,71,76
297,3,5:34.0,Defensive rebound by P. Mills,,71,76
298,3,5:32.0,B. Forbes misses 3-pt jump shot from 27 ft,,71,76
299,3,5:27.0,,Defensive rebound by P. Beverley,71,76
300,3,5:16.0,,T. Harris makes 2-pt dunk from 1 ft (assist by M. Gortat),71,78
301,3,5:01.0,P. Mills misses 2-pt jump shot from 18 ft,,71,78
302,3,4:55.0,,Defensive rebound by S. Gilgeous-Alexander,71,78
303,3,4:49.0,,Shooting foul by L. Aldridge (drawn by S. Gilgeous-Alexander),71,78
304,3,4:49.0,,M. Scott enters the game for P. Beverley,71,78
305,3,4:49.0,,L. Williams enters the game for D. Gallinari,71,78
306,3,4:49.0,,S. Gilgeous-Alexander misses free throw 1 of 2,71,78
307,3,4:49.0,,Offensive rebound by Team,71,78
308,3,4:49.0,,S. Gilgeous-Alexander makes free throw 2 of 2,71,79
309,3,4:40.0,P. Mills makes 2-pt layup from 1 ft,,73,79
310,3,4:29.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,73,79
311,3,4:28.0,Defensive rebound by Team,,73,79
312,3,4:28.0,,T. Wallace enters the game for S. Gilgeous-Alexander,73,79
313,3,4:14.0,D. DeRozan makes 2-pt jump shot from 8 ft,,75,79
314,3,3:53.0,,T. Harris misses 2-pt jump shot from 13 ft,75,79
315,3,3:51.0,Defensive rebound by L. Aldridge,,75,79
316,3,3:43.0,B. Forbes misses 2-pt jump shot from 14 ft,,75,79
317,3,3:37.0,,Defensive rebound by M. Scott,75,79
318,3,3:37.0,,Turnover by M. Scott (bad pass; steal by D. DeRozan),75,79
319,3,3:37.0,Shooting foul by T. Wallace (drawn by D. DeRozan),,75,79
320,3,3:37.0,D. DeRozan makes free throw 1 of 2,,76,79
321,3,3:37.0,D. DeRozan makes free throw 2 of 2,,77,79
322,3,3:26.0,,M. Scott misses 3-pt jump shot from 25 ft,77,79
323,3,3:24.0,,Offensive rebound by Team,77,79
324,3,3:24.0,M. Belinelli enters the game for L. Aldridge,,77,79
325,3,3:24.0,J. Poeltl enters the game for B. Forbes,,77,79
326,3,3:24.0,,M. Harrell enters the game for M. Gortat,77,79
327,3,3:13.0,,T. Wallace makes 2-pt layup at rim (assist by T. Harris),77,81
328,3,2:47.0,R. Gay makes 2-pt jump shot from 11 ft,,79,81
329,3,2:28.0,,L. Williams misses 2-pt layup from 3 ft,79,81
330,3,2:25.0,Defensive rebound by J. Poeltl,,79,81
331,3,2:18.0,R. Gay misses 2-pt jump shot from 10 ft,,79,81
332,3,2:14.0,,Defensive rebound by M. Harrell,79,81
333,3,2:07.0,,T. Wallace makes 2-pt jump shot from 12 ft,79,83
334,3,1:48.0,D. DeRozan makes 2-pt jump shot from 6 ft,,81,83
335,3,1:34.0,,L. Williams makes 2-pt layup from 2 ft (assist by M. Harrell),81,85
336,3,1:19.0,D. DeRozan misses 2-pt jump shot from 11 ft (block by T. Harris),,81,85
337,3,1:17.0,,Defensive rebound by T. Harris,81,85
338,3,1:15.0,,L. Williams misses 3-pt jump shot from 25 ft,81,85
339,3,1:06.0,,Offensive rebound by T. Harris,81,85
340,3,1:06.0,,T. Harris makes 2-pt layup from 1 ft,81,87
341,3,0:52.0,D. DeRozan makes 2-pt jump shot from 9 ft,,83,87
342,3,0:40.0,,L. Williams makes 2-pt jump shot from 10 ft,83,89
343,3,0:39.0,Personal foul by T. Wallace (drawn by D. DeRozan),,83,89
344,3,0:39.0,,S. Thornwell enters the game for T. Harris,83,89
345,3,0:22.0,P. Mills misses 3-pt jump shot from 26 ft,,83,89
346,3,0:17.0,Offensive rebound by J. Poeltl,,83,89
347,3,0:17.0,Personal foul by S. Thornwell (drawn by J. Poeltl),,83,89
348,3,0:17.0,,LA Clippers full timeout,83,89
349,3,0:17.0,D. Cunningham enters the game for D. DeRozan,,83,89
350,3,0:17.0,J. Poeltl misses free throw 1 of 2,,83,89
351,3,0:17.0,Offensive rebound by Team,,83,89
352,3,0:17.0,J. Poeltl makes free throw 2 of 2,,84,89
353,3,0:03.0,,Shooting foul by J. Poeltl (drawn by M. Harrell),84,89
354,3,0:03.0,,M. Harrell makes free throw 1 of 2,84,90
355,3,0:03.0,,M. Harrell makes free throw 2 of 2,84,91
356,3,0:00.0,P. Mills misses 3-pt jump shot from 35 ft,,84,91
357,3,0:00.0,Offensive rebound by Team,,84,91
358,4,11:49.0,Personal foul by M. Scott (drawn by R. Gay),,84,91
359,4,11:35.0,J. Poeltl misses 2-pt jump shot from 4 ft,,84,91
360,4,11:30.0,,Defensive rebound by M. Harrell,84,91
361,4,11:25.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by S. Thornwell),84,93
362,4,11:25.0,L. Aldridge enters the game for R. Gay,,84,93
363,4,11:25.0,D. Cunningham enters the game for J. Poeltl,,84,93
364,4,10:59.0,P. Mills misses 2-pt jump shot from 23 ft,,84,93
365,4,10:57.0,,Defensive rebound by T. Wallace,84,93
366,4,10:52.0,,T. Wallace misses 2-pt layup from 3 ft (block by L. Aldridge),84,93
367,4,10:52.0,,Offensive rebound by Team,84,93
368,4,10:48.0,,Turnover by M. Scott (offensive foul),84,93
369,4,10:48.0,,Offensive foul by M. Scott (drawn by P. Mills),84,93
370,4,10:35.0,Turnover by L. Aldridge (offensive foul),,84,93
371,4,10:35.0,Offensive foul by L. Aldridge (drawn by M. Harrell),,84,93
372,4,10:23.0,,L. Williams misses 2-pt jump shot from 10 ft,84,93
373,4,10:19.0,Defensive rebound by L. Aldridge,,84,93
374,4,10:14.0,M. Belinelli misses 3-pt jump shot from 25 ft,,84,93
375,4,10:14.0,,Defensive rebound by Team,84,93
376,4,10:04.0,,L. Williams misses 2-pt jump shot from 18 ft,84,93
377,4,10:01.0,,Offensive rebound by M. Harrell,84,93
378,4,10:01.0,,Shooting foul by D. Cunningham (drawn by M. Harrell),84,93
379,4,10:01.0,,M. Harrell makes free throw 1 of 2,84,94
380,4,10:01.0,,M. Harrell misses free throw 2 of 2,84,94
