,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
377,4,11:04.0,,T. Frazier misses 3-pt jump shot from 23 ft,88,99
378,4,11:00.0,Defensive rebound by J. McGee,,88,99
379,4,10:56.0,A. Caruso misses 2-pt layup from 3 ft,,88,99
380,4,10:53.0,,Defensive rebound by T. Frazier,88,99
381,4,10:52.0,,Turnover by T. Frazier (lost ball; steal by A. Caruso),88,99
382,4,10:43.0,Shooting foul by B. Lopez (drawn by K. Caldwell-Pope),,88,99
383,4,10:43.0,K. Caldwell-Pope makes free throw 1 of 2,,89,99
384,4,10:43.0,K. Caldwell-Pope makes free throw 2 of 2,,90,99
385,4,10:19.0,,T. Frazier misses 3-pt jump shot from 23 ft,90,99
386,4,10:19.0,Defensive rebound by J. McGee,,90,99
387,4,10:09.0,R. Rondo makes 2-pt jump shot from 13 ft,,92,99
388,4,10:08.0,,Milwaukee full timeout,92,99
389,4,10:08.0,,G. Hill enters the game for T. Frazier,92,99
390,4,10:08.0,,K. Middleton enters the game for T. Snell,92,99
391,4,9:48.0,,K. Middleton makes 2-pt jump shot from 6 ft,92,101
392,4,9:36.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Rondo),,95,101
393,4,9:29.0,,Offensive foul by K. Middleton (drawn by K. Caldwell-Pope),95,101
394,4,9:29.0,,Turnover by K. Middleton (offensive foul),95,101
395,4,9:18.0,R. Rondo misses 2-pt jump shot from 3 ft,,95,101
396,4,9:15.0,Offensive rebound by A. Caruso,,95,101
397,4,9:13.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,95,101
398,4,9:10.0,,Defensive rebound by G. Hill,95,101
399,4,9:02.0,,Turnover by E. Bledsoe (lost ball; steal by K. Caldwell-Pope),95,101
400,4,8:57.0,Personal foul by B. Lopez (drawn by K. Caldwell-Pope),,95,101
401,4,8:52.0,Personal foul by K. Middleton (drawn by A. Caruso),,95,101
402,4,8:38.0,Turnover by R. Rondo (bad pass; steal by B. Lopez),,95,101
403,4,8:17.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),95,104
404,4,7:47.0,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,,95,104
405,4,7:41.0,,Defensive rebound by B. Lopez,95,104
406,4,7:28.0,,Turnover by K. Middleton (lost ball; steal by J. Hart),95,104
407,4,7:22.0,Personal foul by G. Hill (drawn by K. Caldwell-Pope),,95,104
408,4,7:22.0,K. Caldwell-Pope misses free throw 1 of 2,,95,104
409,4,7:22.0,Offensive rebound by Team,,95,104
410,4,7:22.0,LA Lakers full timeout,,95,104
411,4,7:22.0,K. Kuzma enters the game for J. Hart,,95,104
412,4,7:22.0,,P. Connaughton enters the game for E. Bledsoe,95,104
413,4,7:22.0,,N. Mirotić enters the game for D. Wilson,95,104
414,4,7:22.0,K. Caldwell-Pope makes free throw 2 of 2,,96,104
415,4,7:02.0,,Turnover by B. Lopez (traveling),96,104
416,4,6:52.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by A. Caruso),,99,104
417,4,6:39.0,,Offensive foul by K. Middleton (drawn by K. Caldwell-Pope),99,104
418,4,6:39.0,,Turnover by K. Middleton (offensive foul),99,104
419,4,6:20.0,R. Rondo misses 2-pt jump shot from 12 ft,,99,104
420,4,6:19.0,,Defensive rebound by B. Lopez,99,104
421,4,6:19.0,,Turnover by K. Middleton (traveling),99,104
422,4,6:04.0,A. Caruso misses 3-pt jump shot from 28 ft,,99,104
423,4,6:01.0,,Defensive rebound by G. Hill,99,104
424,4,5:46.0,,Shooting foul by J. McGee (drawn by B. Lopez),99,104
425,4,5:46.0,,B. Lopez makes free throw 1 of 2,99,105
426,4,5:46.0,,B. Lopez misses free throw 2 of 2,99,105
427,4,5:43.0,Defensive rebound by K. Kuzma,,99,105
428,4,5:31.0,R. Rondo misses 3-pt jump shot from 26 ft,,99,105
429,4,5:28.0,,Defensive rebound by K. Middleton,99,105
430,4,5:15.0,,G. Hill misses 2-pt jump shot from 14 ft,99,105
431,4,5:12.0,Defensive rebound by R. Rondo,,99,105
432,4,5:00.0,Turnover by R. Rondo (bad pass),,99,105
433,4,5:00.0,,E. Bledsoe enters the game for G. Hill,99,105
434,4,5:00.0,,D. Wilson enters the game for B. Lopez,99,105
435,4,4:49.0,,P. Connaughton makes 2-pt jump shot from 1 ft (assist by E. Bledsoe),99,107
436,4,4:49.0,LA Lakers full timeout,,99,107
437,4,4:49.0,,B. Lopez enters the game for N. Mirotić,99,107
438,4,4:40.0,Shooting foul by B. Lopez (drawn by K. Kuzma),,99,107
439,4,4:40.0,K. Kuzma makes free throw 1 of 2,,100,107
440,4,4:40.0,K. Kuzma makes free throw 2 of 2,,101,107
441,4,4:23.0,,K. Middleton misses 2-pt layup from 7 ft,101,107
442,4,4:23.0,Defensive rebound by J. McGee,,101,107
443,4,4:16.0,K. Kuzma misses 3-pt jump shot from 27 ft,,101,107
444,4,4:13.0,,Defensive rebound by P. Connaughton,101,107
445,4,3:51.0,,B. Lopez misses 3-pt jump shot from 24 ft,101,107
446,4,3:48.0,Defensive rebound by R. Rondo,,101,107
447,4,3:31.0,A. Caruso misses 2-pt dunk from 2 ft,,101,107
448,4,3:31.0,,Defensive rebound by B. Lopez,101,107
449,4,3:13.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,101,110
450,4,2:47.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,101,110
451,4,2:44.0,,Defensive rebound by K. Middleton,101,110
452,4,2:33.0,,K. Middleton misses 2-pt layup from 1 ft,101,110
453,4,2:29.0,Defensive rebound by K. Caldwell-Pope,,101,110
454,4,2:26.0,Turnover by R. Rondo (bad pass; steal by E. Bledsoe),,101,110
455,4,2:23.0,,K. Middleton makes 2-pt dunk from 1 ft (assist by E. Bledsoe),101,112
456,4,2:23.0,LA Lakers full timeout,,101,112
457,4,2:23.0,M. Wagner enters the game for J. McGee,,101,112
458,4,2:17.0,Turnover by A. Caruso (lost ball),,101,112
459,4,2:17.0,Loose ball foul by A. Caruso (drawn by E. Bledsoe),,101,112
460,4,2:17.0,R. Bullock enters the game for K. Caldwell-Pope,,101,112
461,4,2:00.0,,Shooting foul by K. Kuzma (drawn by E. Bledsoe),101,112
462,4,2:00.0,,E. Bledsoe makes free throw 1 of 2,101,113
463,4,2:00.0,,E. Bledsoe misses free throw 2 of 2,101,113
464,4,1:57.0,Defensive rebound by M. Wagner,,101,113
465,4,1:41.0,M. Wagner misses 3-pt jump shot from 27 ft,,101,113
466,4,1:37.0,Offensive rebound by A. Caruso,,101,113
467,4,1:28.0,K. Kuzma misses 2-pt jump shot from 12 ft,,101,113
468,4,1:25.0,,Defensive rebound by E. Bledsoe,101,113
469,4,1:21.0,,Milwaukee full timeout,101,113
470,4,1:21.0,I. Bonga enters the game for R. Bullock,,101,113
471,4,1:21.0,A. Ingram enters the game for K. Kuzma,,101,113
472,4,1:21.0,J. Williams enters the game for R. Rondo,,101,113
473,4,1:21.0,,T. Frazier enters the game for B. Lopez,101,113
474,4,1:21.0,,T. Snell enters the game for K. Middleton,101,113
475,4,1:05.0,,P. Connaughton makes 2-pt layup from 2 ft,101,115
476,4,0:55.0,Offensive foul by J. Williams (drawn by P. Connaughton),,101,115
477,4,0:55.0,Turnover by J. Williams (offensive foul),,101,115
478,4,0:35.0,,T. Snell misses 3-pt jump shot from 24 ft,101,115
479,4,0:31.0,Defensive rebound by M. Wagner,,101,115
480,4,0:26.0,Turnover by A. Ingram (bad pass),,101,115
481,4,0:01.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,101,115
482,4,0:01.0,,Offensive rebound by Team,101,115
483,4,0:01.0,,Turnover by Team (shot clock),101,115
