,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
393,3,1:07.0,,N. Noel makes free throw 2 of 2,72,88
394,3,0:54.0,D. Finney-Smith misses 2-pt jump shot from 6 ft,,72,88
395,3,0:53.0,,Defensive rebound by R. Westbrook,72,88
396,3,0:48.0,,R. Westbrook makes 2-pt layup from 2 ft,72,90
397,3,0:36.0,Turnover by D. Powell (lost ball; steal by R. Westbrook),,72,90
398,3,0:27.0,,R. Westbrook misses 3-pt jump shot from 26 ft,72,90
399,3,0:25.0,,Offensive rebound by Team,72,90
400,3,0:25.0,Loose ball foul by D. Powell (drawn by N. Noel),,72,90
401,3,0:25.0,,N. Noel makes free throw 1 of 2,72,91
402,3,0:25.0,,N. Noel makes free throw 2 of 2,72,92
403,3,0:07.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),,75,92
404,3,0:02.0,,N. Noel misses 2-pt jump shot from 15 ft,75,92
405,3,0:02.0,Defensive rebound by H. Barnes,,75,92
406,4,11:39.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),75,94
407,4,11:22.0,H. Barnes makes 3-pt jump shot from 25 ft,,78,94
408,4,11:07.0,,A. Nader misses 3-pt jump shot from 26 ft,78,94
409,4,11:04.0,Defensive rebound by J. Barea,,78,94
410,4,10:59.0,H. Barnes makes 3-pt jump shot from 25 ft,,81,94
411,4,10:58.0,,Oklahoma City full timeout,81,94
412,4,10:58.0,,P. George enters the game for P. Patterson,81,94
413,4,10:44.0,,P. George makes 2-pt layup from 2 ft,81,96
414,4,10:29.0,Personal foul by N. Noel (drawn by H. Barnes),,81,96
415,4,10:28.0,Personal foul by H. Diallo (drawn by J. Barea),,81,96
416,4,10:16.0,H. Barnes misses 3-pt jump shot from 25 ft,,81,96
417,4,10:11.0,,Defensive rebound by D. Schröder,81,96
418,4,10:00.0,,Turnover by D. Schröder (bad pass; steal by D. Finney-Smith),81,96
419,4,9:48.0,D. Finney-Smith misses 2-pt layup from 1 ft,,81,96
420,4,9:48.0,Offensive rebound by Team,,81,96
421,4,9:48.0,Turnover by D. Powell (offensive foul),,81,96
422,4,9:48.0,Offensive foul by D. Powell (drawn by N. Noel),,81,96
423,4,9:48.0,M. Kleber enters the game for H. Barnes,,81,96
424,4,9:31.0,,P. George misses 2-pt layup from 3 ft,81,96
425,4,9:28.0,Defensive rebound by D. Finney-Smith,,81,96
426,4,9:24.0,Shooting foul by P. George (drawn by M. Kleber),,81,96
427,4,9:24.0,M. Kleber misses free throw 1 of 2,,81,96
428,4,9:24.0,Offensive rebound by Team,,81,96
429,4,9:24.0,M. Kleber makes free throw 2 of 2,,82,96
430,4,9:13.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by P. George),82,99
431,4,8:58.0,Turnover by M. Kleber (offensive foul),,82,99
432,4,8:58.0,Offensive foul by M. Kleber (drawn by N. Noel),,82,99
433,4,8:58.0,,P. Patterson enters the game for P. George,82,99
434,4,8:43.0,,D. Schröder misses 3-pt jump shot from 25 ft,82,99
435,4,8:40.0,Defensive rebound by D. Finney-Smith,,82,99
436,4,8:33.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by J. Barea),,84,99
437,4,8:33.0,Shooting foul by N. Noel (drawn by D. Finney-Smith),,84,99
438,4,8:33.0,,R. Westbrook enters the game for A. Nader,84,99
439,4,8:33.0,D. Finney-Smith makes free throw 1 of 1,,85,99
440,4,8:16.0,,D. Schröder makes 2-pt jump shot from 16 ft,85,101
441,4,8:04.0,Shooting foul by R. Westbrook (drawn by D. Powell),,85,101
442,4,8:04.0,D. Powell misses free throw 1 of 2,,85,101
443,4,8:04.0,Offensive rebound by Team,,85,101
444,4,8:04.0,,S. Adams enters the game for N. Noel,85,101
445,4,8:04.0,D. Powell makes free throw 2 of 2,,86,101
446,4,7:55.0,,D. Schröder misses 2-pt jump shot from 14 ft,86,101
447,4,7:52.0,Defensive rebound by D. Powell,,86,101
448,4,7:43.0,J. Barea makes 2-pt jump shot from 13 ft,,88,101
449,4,7:22.0,,S. Adams makes 2-pt hook shot from 8 ft,88,103
450,4,7:07.0,J. Barea misses 3-pt jump shot from 25 ft,,88,103
451,4,7:05.0,,Defensive rebound by R. Westbrook,88,103
452,4,7:03.0,,H. Diallo misses 2-pt layup from 1 ft,88,103
453,4,6:59.0,Defensive rebound by D. Harris,,88,103
454,4,6:54.0,D. Harris misses 3-pt jump shot from 25 ft,,88,103
455,4,6:49.0,Offensive rebound by D. Finney-Smith,,88,103
456,4,6:49.0,D. Finney-Smith misses 2-pt layup at rim,,88,103
457,4,6:48.0,,Defensive rebound by R. Westbrook,88,103
458,4,6:46.0,,R. Westbrook misses 2-pt jump shot from 15 ft,88,103
459,4,6:43.0,,Offensive rebound by S. Adams,88,103
460,4,6:43.0,,S. Adams makes 2-pt layup from 1 ft,88,105
461,4,6:43.0,Dallas full timeout,,88,105
462,4,6:43.0,,Technical foul by,88,105
463,4,6:43.0,J. Brunson enters the game for D. Harris,,88,105
464,4,6:43.0,,P. George enters the game for H. Diallo,88,105
465,4,6:43.0,,D. Schröder misses technical free throw,88,105
466,4,6:43.0,,Offensive rebound by Team,88,105
467,4,6:36.0,,D. Schröder misses 2-pt jump shot from 17 ft,88,105
468,4,6:32.0,Defensive rebound by J. Barea,,88,105
469,4,6:21.0,J. Barea misses 3-pt jump shot from 25 ft,,88,105
470,4,6:18.0,,Defensive rebound by R. Westbrook,88,105
471,4,6:18.0,R. Broekhoff enters the game for J. Barea,,88,105
472,4,6:08.0,,Shooting foul by J. Brunson (drawn by R. Westbrook),88,105
473,4,6:08.0,,R. Westbrook makes free throw 1 of 2,88,106
474,4,6:08.0,,R. Westbrook makes free throw 2 of 2,88,107
475,4,5:56.0,J. Brunson makes 2-pt layup from 2 ft,,90,107
476,4,5:39.0,,P. George misses 3-pt jump shot from 26 ft,90,107
477,4,5:36.0,Defensive rebound by M. Kleber,,90,107
478,4,5:28.0,Shooting foul by S. Adams (drawn by D. Finney-Smith),,90,107
479,4,5:28.0,D. Finney-Smith makes free throw 1 of 2,,91,107
480,4,5:28.0,D. Finney-Smith makes free throw 2 of 2,,92,107
481,4,5:10.0,,Personal foul by D. Powell (drawn by S. Adams),92,107
482,4,5:10.0,S. Mejri enters the game for D. Powell,,92,107
483,4,5:03.0,,R. Westbrook makes 2-pt layup from 1 ft,92,109
484,4,4:38.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,92,109
485,4,4:35.0,,Defensive rebound by P. George,92,109
486,4,4:21.0,,Turnover by S. Adams (offensive foul),92,109
487,4,4:21.0,,Offensive foul by S. Adams (drawn by R. Broekhoff),92,109
488,4,4:21.0,,T. Ferguson enters the game for D. Schröder,92,109
489,4,4:08.0,J. Brunson misses 2-pt layup from 2 ft (block by T. Ferguson),,92,109
490,4,4:08.0,Offensive rebound by Team,,92,109
491,4,4:04.0,Turnover by J. Brunson (bad pass),,92,109
492,4,3:52.0,,P. George misses 2-pt jump shot from 12 ft,92,109
493,4,3:49.0,,Offensive rebound by S. Adams,92,109
494,4,3:47.0,,P. Patterson misses 3-pt jump shot from 26 ft,92,109
495,4,3:43.0,Defensive rebound by R. Broekhoff,,92,109
496,4,3:31.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,92,109
497,4,3:28.0,,Defensive rebound by S. Adams,92,109
498,4,3:24.0,,T. Ferguson makes 2-pt dunk at rim (assist by R. Westbrook),92,111
499,4,3:06.0,S. Mejri makes 2-pt dunk from 1 ft (assist by J. Brunson),,94,111
500,4,2:59.0,,Personal foul by J. Brunson (drawn by R. Westbrook),94,111
501,4,2:59.0,,A. Nader enters the game for R. Westbrook,94,111
502,4,2:48.0,,A. Nader makes 2-pt jump shot from 7 ft (assist by S. Adams),94,113
503,4,2:48.0,,H. Diallo enters the game for S. Adams,94,113
504,4,2:48.0,,N. Noel enters the game for P. George,94,113
505,4,2:29.0,R. Broekhoff makes 2-pt layup from 2 ft (assist by D. Finney-Smith),,96,113
506,4,2:29.0,Shooting foul by A. Nader (drawn by R. Broekhoff),,96,113
507,4,2:29.0,R. Broekhoff makes free throw 1 of 1,,97,113
508,4,2:14.0,,H. Diallo misses 3-pt jump shot from 26 ft,97,113
509,4,2:12.0,,Offensive rebound by Team,97,113
510,4,2:01.0,,N. Noel makes 2-pt jump shot from 18 ft (assist by P. Patterson),97,115
511,4,1:51.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by J. Brunson),,100,115
512,4,1:30.0,,A. Nader makes 3-pt jump shot from 22 ft,100,118
513,4,1:20.0,S. Mejri makes 2-pt dunk from 1 ft (assist by J. Brunson),,102,118
514,4,0:59.0,,A. Nader makes 2-pt layup from 1 ft,102,120
515,4,0:49.0,R. Broekhoff misses 3-pt jump shot from 24 ft,,102,120
516,4,0:46.0,,Defensive rebound by P. Patterson,102,120
517,4,0:29.0,,N. Noel makes 2-pt jump shot from 13 ft (assist by A. Nader),102,122
518,4,0:13.0,J. Brunson misses 2-pt jump shot from 16 ft,,102,122
519,4,0:10.0,,Defensive rebound by A. Nader,102,122
