,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
65,1,4:47.0,,Turnover by R. Westbrook (bad pass; steal by D. Gallinari),19,12
66,1,4:44.0,T. Harris makes 2-pt dunk from 1 ft (assist by P. Beverley),,21,12
67,1,4:21.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),21,14
68,1,4:09.0,D. Gallinari makes 3-pt jump shot from 25 ft,,24,14
69,1,3:55.0,,Shooting foul by P. Beverley (drawn by P. George),24,14
70,1,3:55.0,,P. George misses free throw 1 of 2,24,14
71,1,3:55.0,,Offensive rebound by Team,24,14
72,1,3:55.0,S. Gilgeous-Alexander enters the game for P. Beverley,,24,14
73,1,3:55.0,L. Williams enters the game for T. Harris,,24,14
74,1,3:55.0,,P. Patterson enters the game for J. Grant,24,14
75,1,3:55.0,,P. George makes free throw 2 of 2,24,15
76,1,3:36.0,D. Gallinari misses 2-pt jump shot from 23 ft,,24,15
77,1,3:34.0,,Defensive rebound by P. George,24,15
78,1,3:34.0,Technical foul by D. Gallinari,,24,15
79,1,3:34.0,,P. George makes technical free throw,24,16
80,1,3:25.0,,R. Westbrook makes 2-pt layup from 1 ft,24,18
81,1,3:23.0,LA Clippers full timeout,,24,18
82,1,3:02.0,D. Gallinari makes 2-pt dunk from 2 ft,,26,18
83,1,2:44.0,,P. George makes 2-pt jump shot from 16 ft,26,20
84,1,2:28.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by R. Westbrook),,26,20
85,1,2:26.0,,Defensive rebound by D. Schröder,26,20
86,1,2:21.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. Schröder),26,23
87,1,2:02.0,A. Bradley misses 3-pt jump shot from 25 ft,,26,23
88,1,2:00.0,,Defensive rebound by R. Westbrook,26,23
89,1,1:56.0,,R. Westbrook makes 2-pt layup from 1 ft,26,25
90,1,1:42.0,M. Gortat makes 2-pt layup from 1 ft (assist by A. Bradley),,28,25
91,1,1:21.0,,Turnover by P. Patterson (traveling),28,25
92,1,1:21.0,M. Harrell enters the game for D. Gallinari,,28,25
93,1,1:21.0,M. Scott enters the game for M. Gortat,,28,25
94,1,1:21.0,,Á. Abrines enters the game for S. Adams,28,25
95,1,1:21.0,,N. Noel enters the game for R. Westbrook,28,25
96,1,1:09.0,M. Harrell makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,30,25
97,1,1:09.0,Shooting foul by D. Schröder (drawn by M. Harrell),,30,25
98,1,1:09.0,M. Harrell misses free throw 1 of 1,,30,25
99,1,1:09.0,,Defensive rebound by N. Noel,30,25
100,1,0:59.0,,P. George misses 2-pt jump shot from 21 ft,30,25
101,1,0:57.0,Defensive rebound by M. Harrell,,30,25
102,1,0:49.0,M. Scott misses 3-pt jump shot from 25 ft,,30,25
103,1,0:46.0,,Defensive rebound by N. Noel,30,25
104,1,0:34.0,,N. Noel misses 2-pt layup from 1 ft,30,25
105,1,0:32.0,Defensive rebound by A. Bradley,,30,25
106,1,0:29.0,A. Bradley misses 3-pt jump shot from 25 ft,,30,25
107,1,0:27.0,,Defensive rebound by P. George,30,25
108,1,0:06.0,,P. George misses 2-pt jump shot from 15 ft,30,25
109,1,0:02.0,Defensive rebound by M. Scott,,30,25
110,1,0:00.0,M. Scott makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,33,25
111,2,11:48.0,Shooting foul by N. Noel (drawn by M. Harrell),,33,25
112,2,11:48.0,M. Harrell misses free throw 1 of 2,,33,25
113,2,11:48.0,Offensive rebound by Team,,33,25
114,2,11:48.0,M. Harrell misses free throw 2 of 2,,33,25
115,2,11:46.0,,Defensive rebound by P. Patterson,33,25
116,2,11:38.0,,D. Schröder misses 2-pt layup from 1 ft (block by S. Gilgeous-Alexander),33,25
117,2,11:36.0,Defensive rebound by L. Williams,,33,25
118,2,11:33.0,L. Williams makes 3-pt jump shot from 27 ft,,36,25
119,2,11:18.0,,H. Diallo misses 2-pt layup from 8 ft (block by M. Teodosić),36,25
120,2,11:18.0,,Offensive rebound by Team,36,25
121,2,11:12.0,,D. Schröder misses 3-pt jump shot from 25 ft,36,25
122,2,11:10.0,,Offensive rebound by Team,36,25
123,2,11:10.0,Loose ball foul by M. Scott (drawn by N. Noel),,36,25
124,2,11:10.0,,Oklahoma City full timeout,36,25
125,2,11:05.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by D. Schröder),36,28
126,2,10:55.0,Turnover by M. Scott (lost ball; steal by H. Diallo),,36,28
127,2,10:52.0,,H. Diallo makes 2-pt dunk from 1 ft,36,30
128,2,10:34.0,Turnover by M. Teodosić (bad pass; steal by Á. Abrines),,36,30
129,2,10:30.0,,Turnover by H. Diallo (lost ball; steal by M. Scott),36,30
130,2,10:26.0,Personal foul by Á. Abrines (drawn by M. Harrell),,36,30
131,2,10:14.0,L. Williams misses 2-pt jump shot from 13 ft,,36,30
132,2,10:11.0,,Defensive rebound by H. Diallo,36,30
133,2,9:58.0,,N. Noel makes 2-pt jump shot from 14 ft (assist by D. Schröder),36,32
134,2,9:49.0,Personal foul by N. Noel (drawn by M. Harrell),,36,32
135,2,9:35.0,Turnover by L. Williams (lost ball; steal by Á. Abrines),,36,32
136,2,9:31.0,,D. Schröder makes 2-pt layup from 1 ft,36,34
137,2,9:22.0,LA Clippers full timeout,,36,34
138,2,9:12.0,L. Williams misses 2-pt jump shot from 22 ft,,36,34
139,2,9:08.0,,Defensive rebound by H. Diallo,36,34
140,2,8:58.0,,D. Schröder misses 2-pt jump shot from 7 ft,36,34
141,2,8:55.0,Defensive rebound by M. Harrell,,36,34
142,2,8:50.0,Shooting foul by H. Diallo (drawn by L. Williams),,36,34
143,2,8:50.0,L. Williams makes free throw 1 of 2,,37,34
144,2,8:50.0,L. Williams makes free throw 2 of 2,,38,34
145,2,8:37.0,,D. Schröder makes 2-pt layup from 1 ft,38,36
146,2,8:24.0,Turnover by L. Williams (bad pass; steal by Á. Abrines),,38,36
147,2,8:21.0,,Shooting foul by M. Scott (drawn by H. Diallo),38,36
148,2,8:21.0,,H. Diallo makes free throw 1 of 2,38,37
149,2,8:21.0,T. Harris enters the game for M. Teodosić,,38,37
150,2,8:21.0,,R. Westbrook enters the game for Á. Abrines,38,37
151,2,8:21.0,,H. Diallo makes free throw 2 of 2,38,38
152,2,8:09.0,Personal foul by H. Diallo (drawn by M. Harrell),,38,38
153,2,8:09.0,M. Harrell makes free throw 1 of 2,,39,38
154,2,8:09.0,M. Harrell makes free throw 2 of 2,,40,38
155,2,7:57.0,,Turnover by D. Schröder (bad pass; steal by M. Harrell),40,38
156,2,7:50.0,T. Harris makes 2-pt jump shot from 7 ft,,42,38
157,2,7:34.0,,Turnover by R. Westbrook (bad pass; steal by L. Williams),42,38
158,2,7:29.0,M. Scott makes 2-pt layup from 1 ft (assist by L. Williams),,44,38
159,2,7:16.0,,D. Schröder misses 2-pt jump shot from 11 ft,44,38
160,2,7:14.0,Defensive rebound by M. Scott,,44,38
161,2,7:06.0,Offensive foul by M. Scott (drawn by P. Patterson),,44,38
162,2,7:06.0,Turnover by M. Scott (offensive foul),,44,38
163,2,7:06.0,P. Beverley enters the game for S. Gilgeous-Alexander,,44,38
164,2,7:06.0,A. Bradley enters the game for M. Scott,,44,38
165,2,7:06.0,,S. Adams enters the game for H. Diallo,44,38
166,2,7:06.0,,P. George enters the game for N. Noel,44,38
167,2,6:50.0,,R. Westbrook misses 2-pt jump shot from 13 ft,44,38
168,2,6:45.0,Defensive rebound by A. Bradley,,44,38
169,2,6:39.0,T. Harris makes 2-pt jump shot from 12 ft,,46,38
170,2,6:39.0,Shooting foul by P. Patterson (drawn by T. Harris),,46,38
171,2,6:39.0,,J. Grant enters the game for P. Patterson,46,38
172,2,6:39.0,T. Harris makes free throw 1 of 1,,47,38
173,2,6:27.0,,P. George misses 2-pt jump shot from 19 ft,47,38
174,2,6:26.0,,Offensive rebound by Team,47,38
175,2,6:26.0,Loose ball foul by M. Harrell (drawn by S. Adams),,47,38
176,2,6:26.0,,Á. Abrines enters the game for D. Schröder,47,38
177,2,6:21.0,,R. Westbrook misses 3-pt jump shot from 25 ft,47,38
178,2,6:15.0,Defensive rebound by M. Harrell,,47,38
179,2,6:09.0,T. Harris makes 2-pt layup from 1 ft,,49,38
180,2,6:02.0,,R. Westbrook makes 2-pt jump shot from 8 ft,49,40
181,2,6:02.0,,Shooting foul by T. Harris (drawn by R. Westbrook),49,40
182,2,6:02.0,,R. Westbrook misses free throw 1 of 1,49,40
183,2,6:02.0,Defensive rebound by Team,,49,40
184,2,5:50.0,A. Bradley misses 2-pt jump shot from 10 ft,,49,40
185,2,5:47.0,,Defensive rebound by P. George,49,40
186,2,5:33.0,,R. Westbrook makes 2-pt layup from 2 ft,49,42
187,2,5:17.0,L. Williams misses 2-pt layup from 1 ft (block by Á. Abrines),,49,42
188,2,5:17.0,,Defensive rebound by Team,49,42
189,2,5:17.0,D. Gallinari enters the game for L. Williams,,49,42
190,2,5:00.0,,Á. Abrines misses 2-pt jump shot from 15 ft,49,42
191,2,4:54.0,Defensive rebound by P. Beverley,,49,42
192,2,4:51.0,Personal foul by R. Westbrook (drawn by M. Harrell),,49,42
193,2,4:51.0,M. Harrell misses free throw 1 of 2,,49,42
194,2,4:51.0,Offensive rebound by Team,,49,42
195,2,4:51.0,M. Harrell makes free throw 2 of 2,,50,42
196,2,4:40.0,,Offensive foul by Á. Abrines (drawn by M. Harrell),50,42
197,2,4:40.0,,Turnover by Á. Abrines (offensive foul),50,42
198,2,4:40.0,M. Gortat enters the game for M. Harrell,,50,42
199,2,4:30.0,A. Bradley makes 2-pt layup from 1 ft (assist by M. Gortat),,52,42
200,2,4:22.0,,Personal foul by A. Bradley (drawn by P. George),52,42
201,2,4:22.0,,P. George makes free throw 1 of 2,52,43
202,2,4:22.0,,P. George makes free throw 2 of 2,52,44
203,2,4:09.0,Turnover by A. Bradley (back court),,52,44
204,2,3:56.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Grant),52,47
205,2,3:34.0,T. Harris makes 2-pt jump shot from 10 ft,,54,47
206,2,3:25.0,,R. Westbrook misses 2-pt jump shot from 14 ft,54,47
207,2,3:23.0,Defensive rebound by P. Beverley,,54,47
208,2,3:19.0,Shooting foul by Á. Abrines (drawn by D. Gallinari),,54,47
209,2,3:19.0,D. Gallinari makes free throw 1 of 2,,55,47
210,2,3:19.0,D. Gallinari makes free throw 2 of 2,,56,47
211,2,3:19.0,,D. Schröder enters the game for Á. Abrines,56,47
212,2,3:11.0,,Offensive foul by P. George (drawn by A. Bradley),56,47
213,2,3:11.0,,Turnover by P. George (offensive foul),56,47
214,2,2:58.0,Personal foul by J. Grant (drawn by D. Gallinari),,56,47
215,2,2:58.0,D. Gallinari makes free throw 1 of 2,,57,47
216,2,2:58.0,,P. Patterson enters the game for J. Grant,57,47
217,2,2:58.0,D. Gallinari makes free throw 2 of 2,,58,47
218,2,2:46.0,,Shooting foul by M. Gortat (drawn by R. Westbrook),58,47
219,2,2:46.0,Technical foul by M. Gortat,,58,47
220,2,2:46.0,,P. George misses technical free throw,58,47
221,2,2:46.0,,Offensive rebound by Team,58,47
222,2,2:46.0,Technical foul by A. Bradley,,58,47
223,2,2:46.0,,P. George makes technical free throw,58,48
224,2,2:46.0,,R. Westbrook makes free throw 1 of 2,58,49
225,2,2:46.0,,R. Westbrook makes free throw 2 of 2,58,50
226,2,2:31.0,D. Gallinari makes 2-pt jump shot from 18 ft,,60,50
227,2,2:09.0,,R. Westbrook misses 2-pt jump shot from 13 ft,60,50
228,2,2:05.0,,Offensive rebound by R. Westbrook,60,50
229,2,2:05.0,,P. George misses 2-pt layup at rim,60,50
230,2,2:05.0,,Offensive rebound by P. George,60,50
231,2,2:02.0,,R. Westbrook misses 2-pt layup from 2 ft,60,50
232,2,2:00.0,Defensive rebound by P. Beverley,,60,50
233,2,1:58.0,Personal foul by P. George (drawn by D. Gallinari),,60,50
234,2,1:58.0,D. Gallinari makes free throw 1 of 2,,61,50
235,2,1:58.0,,H. Diallo enters the game for P. George,61,50
236,2,1:58.0,D. Gallinari makes free throw 2 of 2,,62,50
237,2,1:51.0,,Shooting foul by A. Bradley (drawn by D. Schröder),62,50
238,2,1:51.0,,D. Schröder makes free throw 1 of 2,62,51
239,2,1:51.0,,D. Schröder makes free throw 2 of 2,62,52
240,2,1:32.0,Turnover by T. Harris (bad pass; steal by R. Westbrook),,62,52
241,2,1:29.0,,R. Westbrook makes 2-pt dunk from 1 ft,62,54
242,2,1:05.0,P. Beverley makes 2-pt layup from 2 ft,,64,54
243,2,0:47.0,,R. Westbrook misses 2-pt jump shot from 23 ft,64,54
244,2,0:45.0,,Offensive rebound by H. Diallo,64,54
245,2,0:44.0,,H. Diallo misses 2-pt layup from 2 ft,64,54
246,2,0:41.0,Defensive rebound by D. Gallinari,,64,54
247,2,0:34.0,T. Harris misses 2-pt layup from 2 ft,,64,54
248,2,0:32.0,Offensive rebound by T. Harris,,64,54
249,2,0:32.0,T. Harris misses 2-pt layup from 2 ft,,64,54
250,2,0:31.0,Offensive rebound by T. Harris,,64,54
251,2,0:18.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by T. Harris),,67,54
252,2,0:01.0,,R. Westbrook misses 3-pt jump shot from 25 ft,67,54
253,2,0:01.0,,Offensive rebound by Team,67,54
254,3,11:49.0,T. Harris misses 2-pt layup from 1 ft,,67,54
255,3,11:47.0,,Defensive rebound by P. George,67,54
256,3,11:37.0,,J. Grant misses 3-pt jump shot from 26 ft,67,54
257,3,11:33.0,Defensive rebound by D. Gallinari,,67,54
258,3,11:23.0,D. Gallinari misses 2-pt layup from 1 ft,,67,54
259,3,11:20.0,Offensive rebound by D. Gallinari,,67,54
260,3,11:11.0,D. Gallinari misses 3-pt jump shot from 26 ft,,67,54
261,3,11:11.0,Offensive rebound by Team,,67,54
262,3,11:11.0,Turnover by Team (shot clock),,67,54
263,3,11:02.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),67,57
264,3,10:52.0,T. Harris misses 3-pt jump shot from 24 ft,,67,57
265,3,10:50.0,,Defensive rebound by P. George,67,57
266,3,10:44.0,,P. George misses 3-pt jump shot from 24 ft,67,57
267,3,10:41.0,Defensive rebound by T. Harris,,67,57
268,3,10:26.0,A. Bradley makes 2-pt jump shot from 11 ft (assist by P. Beverley),,69,57
269,3,10:13.0,,S. Adams misses 2-pt jump shot from 6 ft,69,57
270,3,10:10.0,,Offensive rebound by R. Westbrook,69,57
271,3,10:05.0,,R. Westbrook makes 3-pt jump shot from 24 ft,69,60
272,3,9:52.0,A. Bradley misses 3-pt jump shot from 25 ft,,69,60
273,3,9:50.0,,Defensive rebound by S. Adams,69,60
274,3,9:38.0,,Turnover by R. Westbrook (bad pass; steal by D. Gallinari),69,60
275,3,9:34.0,D. Gallinari misses 2-pt layup from 1 ft (block by P. George),,69,60
276,3,9:32.0,,Defensive rebound by P. George,69,60
277,3,9:22.0,,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),69,62
278,3,9:22.0,LA Clippers full timeout,,69,62
279,3,9:05.0,Turnover by D. Gallinari (bad pass; steal by J. Grant),,69,62
280,3,9:02.0,,J. Grant makes 2-pt layup from 1 ft,69,64
281,3,9:02.0,,Shooting foul by D. Gallinari (drawn by J. Grant),69,64
282,3,9:02.0,,J. Grant makes free throw 1 of 1,69,65
283,3,8:48.0,Turnover by A. Bradley (bad pass; steal by R. Westbrook),,69,65
284,3,8:43.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by P. George),69,67
285,3,8:23.0,P. Beverley misses 2-pt jump shot from 6 ft,,69,67
286,3,8:21.0,,Defensive rebound by J. Grant,69,67
287,3,8:14.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),69,70
288,3,8:04.0,LA Clippers full timeout,,69,70
289,3,8:04.0,S. Gilgeous-Alexander enters the game for P. Beverley,,69,70
290,3,8:04.0,M. Harrell enters the game for M. Gortat,,69,70
291,3,7:45.0,Turnover by S. Gilgeous-Alexander (bad pass),,69,70
292,3,7:35.0,,Personal foul by M. Harrell (drawn by S. Adams),69,70
293,3,7:28.0,,Offensive foul by S. Adams (drawn by M. Harrell),69,70
294,3,7:28.0,,Turnover by S. Adams (offensive foul),69,70
295,3,7:17.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by S. Adams),,69,70
296,3,7:03.0,,R. Westbrook makes 2-pt layup from 2 ft,69,72
297,3,6:45.0,D. Gallinari misses 2-pt jump shot from 18 ft,,69,72
298,3,6:43.0,,Defensive rebound by S. Adams,69,72
299,3,6:37.0,,P. George makes 3-pt jump shot from 26 ft,69,75
300,3,6:23.0,D. Gallinari misses 2-pt dunk from 1 ft (block by P. George),,69,75
301,3,6:20.0,,Defensive rebound by J. Grant,69,75
302,3,6:14.0,,S. Adams makes 2-pt dunk at rim (assist by P. George),69,77
303,3,5:53.0,,Violation by Team (kicked ball),69,77
304,3,5:53.0,P. Beverley enters the game for D. Gallinari,,69,77
305,3,5:53.0,L. Williams enters the game for S. Gilgeous-Alexander,,69,77
306,3,5:43.0,L. Williams misses 2-pt jump shot from 18 ft,,69,77
307,3,5:41.0,,Defensive rebound by P. George,69,77
308,3,5:34.0,,Personal foul by L. Williams (drawn by J. Grant),69,77
309,3,5:23.0,,Shooting foul by T. Harris (drawn by J. Grant),69,77
310,3,5:23.0,,J. Grant misses free throw 1 of 2,69,77
311,3,5:23.0,,Offensive rebound by Team,69,77
312,3,5:23.0,,J. Grant misses free throw 2 of 2,69,77
313,3,5:21.0,Defensive rebound by T. Harris,,69,77
314,3,5:04.0,T. Harris makes 2-pt jump shot from 6 ft,,71,77
315,3,4:50.0,,Shooting foul by A. Bradley (drawn by P. George),71,77
316,3,4:50.0,,P. George misses free throw 1 of 2,71,77
317,3,4:50.0,,Offensive rebound by Team,71,77
318,3,4:50.0,,P. George makes free throw 2 of 2,71,78
319,3,4:41.0,Personal foul by J. Grant (drawn by T. Harris),,71,78
320,3,4:30.0,T. Harris makes 2-pt layup from 2 ft,,73,78
321,3,4:19.0,,R. Westbrook makes 2-pt layup from 2 ft,73,80
322,3,4:00.0,A. Bradley misses 2-pt layup from 3 ft,,73,80
323,3,3:59.0,,Defensive rebound by S. Adams,73,80
324,3,3:56.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),73,82
325,3,3:38.0,P. Beverley misses 3-pt jump shot from 25 ft,,73,82
326,3,3:36.0,,Defensive rebound by P. George,73,82
327,3,3:32.0,,Personal foul by A. Bradley (drawn by P. George),73,82
328,3,3:32.0,B. Marjanović enters the game for A. Bradley,,73,82
329,3,3:32.0,,P. Patterson enters the game for J. Grant,73,82
330,3,3:32.0,,P. George makes free throw 1 of 2,73,83
331,3,3:32.0,,P. George makes free throw 2 of 2,73,84
332,3,3:24.0,Personal foul by T. Ferguson (drawn by L. Williams),,73,84
333,3,3:15.0,Turnover by M. Harrell (out of bounds lost ball),,73,84
334,3,3:09.0,,Personal foul by B. Marjanović (drawn by S. Adams),73,84
335,3,3:09.0,,S. Adams misses free throw 1 of 2,73,84
336,3,3:09.0,,Offensive rebound by Team,73,84
337,3,3:09.0,,D. Schröder enters the game for R. Westbrook,73,84
338,3,3:09.0,,S. Adams makes free throw 2 of 2,73,85
339,3,2:51.0,Turnover by T. Harris (bad pass),,73,85
340,3,2:51.0,S. Gilgeous-Alexander enters the game for P. Beverley,,73,85
341,3,2:35.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by P. George),73,88
342,3,2:21.0,Personal foul by T. Ferguson (drawn by L. Williams),,73,88
343,3,2:12.0,B. Marjanović makes 2-pt layup from 4 ft (assist by T. Harris),,75,88
344,3,2:00.0,,P. George makes 2-pt jump shot from 14 ft,75,90
345,3,1:39.0,T. Harris misses 3-pt jump shot from 25 ft,,75,90
346,3,1:36.0,,Defensive rebound by P. Patterson,75,90
347,3,1:32.0,,Personal foul by B. Marjanović (drawn by S. Adams),75,90
348,3,1:32.0,,S. Adams misses free throw 1 of 2,75,90
349,3,1:32.0,,Offensive rebound by Team,75,90
350,3,1:32.0,,S. Adams makes free throw 2 of 2,75,91
351,3,1:21.0,L. Williams misses 2-pt jump shot from 12 ft,,75,91
352,3,1:16.0,,Defensive rebound by P. George,75,91
353,3,1:13.0,,Turnover by P. George (bad pass),75,91
354,3,1:04.0,Offensive foul by B. Marjanović (drawn by T. Ferguson),,75,91
355,3,1:04.0,Turnover by B. Marjanović (offensive foul),,75,91
356,3,0:47.0,,P. George misses 2-pt layup from 5 ft (block by B. Marjanović),75,91
357,3,0:45.0,Defensive rebound by L. Williams,,75,91
358,3,0:42.0,M. Harrell makes 2-pt layup at rim (assist by L. Williams),,77,91
359,3,0:33.0,,S. Adams misses 2-pt layup from 1 ft,77,91
360,3,0:29.0,Defensive rebound by B. Marjanović,,77,91
361,3,0:29.0,Turnover by B. Marjanović (bad pass; steal by S. Adams),,77,91
362,3,0:12.0,,D. Schröder makes 2-pt jump shot from 17 ft,77,93
363,3,0:01.0,M. Harrell misses 2-pt layup from 3 ft,,77,93
364,3,0:01.0,,Defensive rebound by P. George,77,93
365,3,0:00.0,,P. George misses 3-pt jump shot from 45 ft,77,93
366,3,0:00.0,,Offensive rebound by Team,77,93
367,4,11:47.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by S. Adams),77,95
368,4,11:29.0,Turnover by M. Teodosić (bad pass; steal by P. Patterson),,77,95
369,4,11:26.0,,P. Patterson makes 2-pt dunk at rim,77,97
370,4,11:11.0,Personal foul by D. Schröder (drawn by S. Gilgeous-Alexander),,77,97
371,4,11:06.0,L. Williams makes 2-pt layup from 2 ft,,79,97
372,4,11:06.0,,Violation by Team (def goaltending),79,97
373,4,10:52.0,,H. Diallo misses 2-pt jump shot from 12 ft,79,97
374,4,10:49.0,Defensive rebound by M. Scott,,79,97
375,4,10:42.0,M. Teodosić makes 3-pt jump shot from 26 ft (assist by L. Williams),,82,97
376,4,10:40.0,,Oklahoma City full timeout,82,97
377,4,10:40.0,,N. Noel enters the game for S. Adams,82,97
378,4,10:31.0,,D. Schröder misses 2-pt jump shot from 9 ft,82,97
379,4,10:28.0,Defensive rebound by L. Williams,,82,97
380,4,10:23.0,Shooting foul by Á. Abrines (drawn by L. Williams),,82,97
381,4,10:23.0,L. Williams makes free throw 1 of 2,,83,97
382,4,10:23.0,,T. Ferguson enters the game for H. Diallo,83,97
383,4,10:23.0,L. Williams makes free throw 2 of 2,,84,97
384,4,10:11.0,,N. Noel misses 2-pt jump shot from 14 ft,84,97
385,4,10:08.0,Defensive rebound by L. Williams,,84,97
386,4,10:02.0,Turnover by L. Williams (bad pass; steal by Á. Abrines),,84,97
387,4,9:45.0,,D. Schröder makes 3-pt jump shot from 25 ft,84,100
388,4,9:31.0,M. Scott misses 3-pt jump shot from 25 ft,,84,100
389,4,9:30.0,Offensive rebound by Team,,84,100
