,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
58,1,4:53.0,Defensive rebound by M. Gortat,,26,18
59,1,4:42.0,LA Clippers full timeout,,26,18
60,1,4:42.0,,M. Bagley enters the game for N. Bjelica,26,18
61,1,4:42.0,,T. Williams enters the game for I. Shumpert,26,18
62,1,4:33.0,D. Gallinari misses 3-pt jump shot from 25 ft,,26,18
63,1,4:31.0,,Defensive rebound by W. Cauley-Stein,26,18
64,1,4:22.0,,Turnover by B. Bogdanović (bad pass; steal by D. Gallinari),26,18
65,1,4:15.0,D. Gallinari misses 3-pt jump shot from 26 ft,,26,18
66,1,4:12.0,,Defensive rebound by D. Fox,26,18
67,1,4:04.0,,M. Bagley makes 2-pt hook shot from 7 ft,26,20
68,1,3:46.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Harris),,29,20
69,1,3:34.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,29,20
70,1,3:32.0,Defensive rebound by D. Gallinari,,29,20
71,1,3:23.0,D. Gallinari misses 2-pt layup from 2 ft,,29,20
72,1,3:23.0,Offensive rebound by D. Gallinari,,29,20
73,1,3:19.0,D. Gallinari makes 2-pt layup from 1 ft,,31,20
74,1,3:11.0,,T. Williams misses 2-pt layup from 3 ft,31,20
75,1,3:07.0,,Offensive rebound by M. Bagley,31,20
76,1,3:07.0,,M. Bagley misses 2-pt layup at rim,31,20
77,1,3:06.0,Defensive rebound by S. Gilgeous-Alexander,,31,20
78,1,3:03.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by T. Harris),,34,20
79,1,2:51.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,34,20
80,1,2:49.0,,Offensive rebound by M. Bagley,34,20
81,1,2:47.0,,M. Bagley misses 2-pt hook shot from 4 ft,34,20
82,1,2:45.0,Defensive rebound by M. Gortat,,34,20
83,1,2:32.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by T. Harris),,36,20
84,1,2:32.0,Shooting foul by M. Bagley (drawn by S. Gilgeous-Alexander),,36,20
85,1,2:32.0,,Sacramento full timeout,36,20
86,1,2:32.0,P. Beverley enters the game for A. Bradley,,36,20
87,1,2:32.0,M. Harrell enters the game for D. Gallinari,,36,20
88,1,2:32.0,L. Williams enters the game for M. Gortat,,36,20
89,1,2:32.0,,H. Giles enters the game for W. Cauley-Stein,36,20
90,1,2:32.0,,B. Hield enters the game for D. Fox,36,20
91,1,2:32.0,S. Gilgeous-Alexander makes free throw 1 of 1,,37,20
92,1,2:15.0,,B. Hield misses 3-pt jump shot from 25 ft,37,20
93,1,2:14.0,,Offensive rebound by H. Giles,37,20
94,1,2:14.0,,H. Giles misses 2-pt dunk at rim,37,20
95,1,2:12.0,Defensive rebound by T. Harris,,37,20
96,1,2:07.0,Personal foul by B. Bogdanović (drawn by M. Harrell),,37,20
97,1,2:07.0,M. Harrell misses free throw 1 of 2,,37,20
98,1,2:07.0,Offensive rebound by Team,,37,20
99,1,2:07.0,M. Scott enters the game for S. Gilgeous-Alexander,,37,20
100,1,2:07.0,M. Teodosić enters the game for T. Harris,,37,20
101,1,2:07.0,M. Harrell misses free throw 2 of 2,,37,20
102,1,2:04.0,,Defensive rebound by T. Williams,37,20
103,1,1:55.0,,B. Hield makes 2-pt dunk from 1 ft (assist by H. Giles),37,22
104,1,1:44.0,L. Williams misses 2-pt jump shot from 16 ft,,37,22
105,1,1:44.0,,Defensive rebound by M. Bagley,37,22
106,1,1:29.0,,Turnover by B. Hield (bad pass; steal by M. Teodosić),37,22
107,1,1:25.0,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Teodosić),,40,22
108,1,1:09.0,,H. Giles makes 2-pt jump shot from 16 ft,40,24
109,1,0:53.0,Turnover by L. Williams (bad pass; steal by M. Bagley),,40,24
110,1,0:48.0,,T. Williams misses 2-pt jump shot from 22 ft,40,24
111,1,0:44.0,Defensive rebound by M. Harrell,,40,24
112,1,0:37.0,M. Harrell makes 2-pt dunk from 1 ft (assist by M. Teodosić),,42,24
113,1,0:24.0,,M. Bagley misses 3-pt jump shot from 23 ft,42,24
114,1,0:22.0,,Offensive rebound by B. Bogdanović,42,24
115,1,0:22.0,,B. Bogdanović makes 2-pt layup at rim,42,26
116,1,0:00.0,M. Scott misses 3-pt jump shot from 25 ft,,42,26
117,1,0:00.0,Offensive rebound by Team,,42,26
118,2,11:48.0,,B. Hield misses 3-pt jump shot from 25 ft,42,26
119,2,11:39.0,Defensive rebound by M. Scott,,42,26
120,2,11:29.0,M. Scott misses 2-pt jump shot from 7 ft,,42,26
121,2,11:25.0,,Defensive rebound by H. Giles,42,26
122,2,11:17.0,,T. Williams makes 2-pt layup from 1 ft (assist by H. Giles),42,28
123,2,10:59.0,L. Williams misses 3-pt jump shot from 25 ft,,42,28
124,2,10:56.0,,Defensive rebound by B. Hield,42,28
125,2,10:49.0,,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by H. Giles),42,30
126,2,10:49.0,,Shooting foul by M. Harrell (drawn by B. Bogdanović),42,30
127,2,10:49.0,,B. Bogdanović makes free throw 1 of 1,42,31
128,2,10:32.0,M. Teodosić misses 3-pt jump shot from 25 ft,,42,31
129,2,10:28.0,,Defensive rebound by B. Hield,42,31
130,2,10:22.0,,T. Williams misses 3-pt jump shot from 25 ft,42,31
131,2,10:15.0,Defensive rebound by P. Beverley,,42,31
132,2,10:15.0,L. Williams makes 2-pt jump shot from 19 ft,,44,31
133,2,10:15.0,Shooting foul by T. Williams (drawn by L. Williams),,44,31
134,2,10:15.0,L. Williams makes free throw 1 of 1,,45,31
135,2,10:05.0,,Away from play foul by M. Teodosić (drawn by B. Bogdanović),45,31
136,2,9:57.0,,H. Giles makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),45,33
137,2,9:41.0,M. Scott makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,48,33
138,2,9:23.0,,M. Bagley makes 2-pt jump shot from 7 ft,48,35
139,2,9:17.0,Shooting foul by B. Hield (drawn by P. Beverley),,48,35
140,2,9:17.0,P. Beverley makes free throw 1 of 2,,49,35
141,2,9:17.0,,N. Bjelica enters the game for H. Giles,49,35
142,2,9:17.0,P. Beverley misses free throw 2 of 2,,49,35
143,2,9:13.0,,Defensive rebound by M. Bagley,49,35
144,2,9:03.0,,B. Hield makes 2-pt layup from 1 ft (assist by M. Bagley),49,37
145,2,8:52.0,P. Beverley misses 3-pt jump shot from 25 ft,,49,37
146,2,8:49.0,Offensive rebound by M. Harrell,,49,37
147,2,8:47.0,M. Harrell makes 2-pt dunk from 2 ft,,51,37
148,2,8:34.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Bogdanović),51,39
149,2,8:12.0,M. Scott misses 3-pt jump shot from 22 ft,,51,39
150,2,8:10.0,,Defensive rebound by B. Hield,51,39
151,2,8:10.0,,Personal foul by M. Teodosić (drawn by B. Hield),51,39
152,2,8:10.0,S. Gilgeous-Alexander enters the game for M. Teodosić,,51,39
153,2,7:59.0,,M. Bagley makes 2-pt layup from 2 ft (assist by B. Bogdanović),51,41
154,2,7:59.0,M. Gortat enters the game for M. Harrell,,51,41
155,2,7:44.0,Turnover by P. Beverley (step out of bounds),,51,41
156,2,7:33.0,,B. Bogdanović makes 2-pt jump shot from 2 ft (assist by N. Bjelica),51,43
157,2,7:33.0,,Shooting foul by S. Gilgeous-Alexander (drawn by B. Bogdanović),51,43
158,2,7:33.0,D. Gallinari enters the game for P. Beverley,,51,43
159,2,7:33.0,T. Harris enters the game for M. Scott,,51,43
160,2,7:33.0,,B. Bogdanović makes free throw 1 of 1,51,44
161,2,7:22.0,Personal foul by N. Bjelica (drawn by M. Gortat),,51,44
162,2,7:16.0,L. Williams misses 2-pt jump shot from 20 ft,,51,44
163,2,7:13.0,,Defensive rebound by Team,51,44
164,2,6:57.0,,M. Bagley misses 2-pt jump shot from 17 ft,51,44
165,2,6:55.0,,Offensive rebound by B. Hield,51,44
166,2,6:51.0,,B. Bogdanović misses 2-pt jump shot from 2 ft,51,44
167,2,6:51.0,,Offensive rebound by Team,51,44
168,2,6:51.0,,Personal foul by M. Gortat (drawn by T. Williams),51,44
169,2,6:51.0,,Sacramento full timeout,51,44
170,2,6:51.0,A. Bradley enters the game for L. Williams,,51,44
171,2,6:51.0,,D. Fox enters the game for B. Bogdanović,51,44
172,2,6:51.0,,T. Williams makes free throw 1 of 2,51,45
173,2,6:51.0,,T. Williams makes free throw 2 of 2,51,46
174,2,6:33.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,54,46
175,2,6:22.0,,Turnover by B. Hield (lost ball; steal by D. Gallinari),54,46
176,2,6:17.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by A. Bradley),,57,46
177,2,6:03.0,,Shooting foul by M. Gortat (drawn by M. Bagley),57,46
178,2,6:03.0,,M. Bagley makes free throw 1 of 2,57,47
179,2,6:03.0,,B. Bogdanović enters the game for B. Hield,57,47
180,2,6:03.0,,M. Bagley makes free throw 2 of 2,57,48
181,2,5:51.0,T. Harris makes 2-pt dunk from 2 ft (assist by M. Gortat),,59,48
182,2,5:40.0,,D. Fox misses 2-pt jump shot from 8 ft,59,48
183,2,5:38.0,Defensive rebound by M. Gortat,,59,48
184,2,5:29.0,A. Bradley makes 3-pt jump shot from 25 ft,,62,48
185,2,5:13.0,Violation by Team (kicked ball),,62,48
186,2,5:13.0,,W. Cauley-Stein enters the game for M. Bagley,62,48
187,2,5:07.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,62,48
188,2,5:07.0,,Offensive rebound by N. Bjelica,62,48
189,2,5:06.0,,Shooting foul by M. Gortat (drawn by N. Bjelica),62,48
190,2,5:06.0,,N. Bjelica makes free throw 1 of 2,62,49
191,2,5:06.0,M. Harrell enters the game for M. Gortat,,62,49
192,2,5:06.0,,N. Bjelica makes free throw 2 of 2,62,50
193,2,4:51.0,Turnover by A. Bradley (bad pass; steal by D. Fox),,62,50
194,2,4:47.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),62,53
195,2,4:47.0,,I. Shumpert enters the game for T. Williams,62,53
196,2,4:22.0,Personal foul by I. Shumpert (drawn by A. Bradley),,62,53
197,2,4:15.0,Personal foul by N. Bjelica (drawn by M. Harrell),,62,53
198,2,4:15.0,M. Harrell makes free throw 1 of 2,,63,53
199,2,4:15.0,M. Harrell makes free throw 2 of 2,,64,53
200,2,4:06.0,,D. Fox makes 2-pt jump shot from 1 ft,64,55
201,2,3:47.0,D. Gallinari misses 2-pt jump shot from 18 ft,,64,55
202,2,3:44.0,,Defensive rebound by D. Fox,64,55
203,2,3:43.0,,N. Bjelica makes 2-pt layup from 2 ft,64,57
204,2,3:29.0,A. Bradley misses 3-pt jump shot from 22 ft,,64,57
205,2,3:26.0,,Defensive rebound by N. Bjelica,64,57
206,2,3:20.0,,Personal foul by M. Harrell (drawn by B. Bogdanović),64,57
207,2,3:20.0,,B. Bogdanović makes free throw 1 of 2,64,58
208,2,3:20.0,,M. Bagley enters the game for N. Bjelica,64,58
209,2,3:20.0,LA Clippers full timeout,,64,58
210,2,3:20.0,,B. Bogdanović makes free throw 2 of 2,64,59
211,2,3:07.0,Personal foul by I. Shumpert (drawn by M. Harrell),,64,59
212,2,3:07.0,M. Harrell makes free throw 1 of 2,,65,59
213,2,3:07.0,M. Harrell misses free throw 2 of 2,,65,59
214,2,3:05.0,,Defensive rebound by M. Bagley,65,59
215,2,2:56.0,,Personal foul by S. Gilgeous-Alexander (drawn by D. Fox),65,59
216,2,2:56.0,,D. Fox makes free throw 1 of 2,65,60
217,2,2:56.0,,D. Fox makes free throw 2 of 2,65,61
218,2,2:44.0,D. Gallinari misses 3-pt jump shot from 27 ft,,65,61
219,2,2:40.0,Offensive rebound by A. Bradley,,65,61
220,2,2:33.0,M. Harrell makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,67,61
221,2,2:18.0,,M. Bagley misses 2-pt hook shot from 6 ft,67,61
222,2,2:16.0,Defensive rebound by D. Gallinari,,67,61
223,2,2:09.0,T. Harris misses 2-pt layup from 3 ft,,67,61
224,2,2:06.0,,Defensive rebound by B. Bogdanović,67,61
225,2,1:55.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft,67,61
226,2,1:53.0,,Offensive rebound by M. Bagley,67,61
227,2,1:51.0,,M. Bagley misses 2-pt hook shot from 6 ft,67,61
228,2,1:49.0,,Offensive rebound by I. Shumpert,67,61
229,2,1:40.0,,D. Fox makes 2-pt jump shot from 2 ft,67,63
230,2,1:21.0,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,,67,63
231,2,1:17.0,,Defensive rebound by W. Cauley-Stein,67,63
232,2,1:10.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Fox),67,63
233,2,1:10.0,,D. Fox makes free throw 1 of 2,67,64
234,2,1:10.0,,D. Fox makes free throw 2 of 2,67,65
235,2,0:56.0,T. Harris misses 2-pt layup from 5 ft,,67,65
236,2,0:56.0,Offensive rebound by M. Harrell,,67,65
237,2,0:56.0,Shooting foul by D. Fox (drawn by M. Harrell),,67,65
238,2,0:56.0,M. Harrell makes free throw 1 of 2,,68,65
239,2,0:56.0,P. Beverley enters the game for S. Gilgeous-Alexander,,68,65
240,2,0:56.0,M. Harrell makes free throw 2 of 2,,69,65
241,2,0:41.0,,Shooting foul by T. Harris (drawn by W. Cauley-Stein),69,65
242,2,0:41.0,,W. Cauley-Stein misses free throw 1 of 2,69,65
243,2,0:41.0,,Offensive rebound by Team,69,65
244,2,0:41.0,L. Williams enters the game for P. Beverley,,69,65
245,2,0:41.0,,W. Cauley-Stein makes free throw 2 of 2,69,66
246,2,0:22.0,T. Harris misses 2-pt jump shot from 11 ft,,69,66
247,2,0:20.0,,Defensive rebound by W. Cauley-Stein,69,66
248,2,0:06.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox),69,68
249,2,0:02.0,Personal foul by I. Shumpert (drawn by L. Williams),,69,68
250,2,0:02.0,L. Williams makes free throw 1 of 2,,70,68
251,2,0:02.0,L. Williams makes free throw 2 of 2,,71,68
252,2,0:00.0,,D. Fox misses 3-pt jump shot from 32 ft,71,68
253,2,0:00.0,,Offensive rebound by Team,71,68
254,3,11:45.0,,Turnover by N. Bjelica (bad pass; steal by D. Gallinari),71,68
255,3,11:26.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by A. Bradley),,74,68
256,3,11:12.0,,B. Hield misses 3-pt jump shot from 25 ft,74,68
257,3,11:12.0,Defensive rebound by M. Gortat,,74,68
258,3,11:06.0,Offensive foul by A. Bradley (drawn by I. Shumpert),,74,68
259,3,11:06.0,Turnover by A. Bradley (offensive foul),,74,68
260,3,10:57.0,,D. Fox misses 2-pt layup from 6 ft,74,68
261,3,10:54.0,Defensive rebound by D. Gallinari,,74,68
262,3,10:47.0,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,,74,68
263,3,10:42.0,Offensive rebound by S. Gilgeous-Alexander,,74,68
264,3,10:37.0,Turnover by A. Bradley (lost ball; steal by D. Fox),,74,68
265,3,10:34.0,,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),74,70
266,3,10:07.0,M. Gortat misses 2-pt hook shot from 8 ft,,74,70
267,3,10:05.0,,Defensive rebound by B. Hield,74,70
268,3,10:00.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Hield),74,72
269,3,9:33.0,D. Gallinari makes 2-pt layup from 1 ft,,76,72
270,3,9:26.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),76,74
271,3,9:09.0,Shooting foul by N. Bjelica (drawn by T. Harris),,76,74
272,3,9:09.0,T. Harris makes free throw 1 of 3,,77,74
273,3,9:09.0,T. Harris makes free throw 2 of 3,,78,74
274,3,9:09.0,,M. Bagley enters the game for N. Bjelica,78,74
275,3,9:09.0,T. Harris makes free throw 3 of 3,,79,74
276,3,8:54.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,79,74
277,3,8:52.0,Defensive rebound by T. Harris,,79,74
278,3,8:36.0,M. Gortat makes 2-pt layup from 1 ft (assist by A. Bradley),,81,74
279,3,8:26.0,,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Fox),81,76
280,3,8:08.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,83,76
281,3,7:56.0,,Sacramento full timeout,83,76
282,3,7:46.0,,I. Shumpert makes 2-pt layup from 1 ft,83,78
283,3,7:27.0,D. Gallinari misses 3-pt jump shot from 27 ft,,83,78
284,3,7:23.0,,Defensive rebound by D. Fox,83,78
285,3,7:20.0,,I. Shumpert misses 3-pt jump shot from 26 ft,83,78
286,3,7:16.0,,Offensive rebound by B. Hield,83,78
287,3,7:05.0,,M. Bagley makes 2-pt jump shot from 3 ft,83,80
288,3,6:42.0,M. Gortat makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,85,80
289,3,6:33.0,,D. Fox misses 2-pt layup from 1 ft,85,80
290,3,6:30.0,,Offensive rebound by M. Bagley,85,80
291,3,6:29.0,,M. Bagley makes 2-pt layup from 2 ft,85,82
292,3,6:18.0,M. Gortat makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,87,82
293,3,6:07.0,,B. Hield misses 2-pt layup from 2 ft,87,82
294,3,6:07.0,Defensive rebound by Team,,87,82
295,3,6:07.0,,Loose ball foul by M. Bagley (drawn by D. Gallinari),87,82
296,3,6:07.0,M. Harrell enters the game for M. Gortat,,87,82
297,3,6:07.0,,B. Bogdanović enters the game for B. Hield,87,82
298,3,5:51.0,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,90,82
299,3,5:41.0,,D. Fox misses 2-pt layup from 3 ft (block by S. Gilgeous-Alexander),90,82
300,3,5:38.0,Defensive rebound by T. Harris,,90,82
301,3,5:38.0,T. Harris makes 2-pt jump shot at rim,,92,82
302,3,5:38.0,,Sacramento full timeout,92,82
303,3,5:38.0,L. Williams enters the game for D. Gallinari,,92,82
304,3,5:26.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,92,82
305,3,5:21.0,Defensive rebound by L. Williams,,92,82
306,3,5:17.0,A. Bradley misses 3-pt jump shot from 24 ft,,92,82
307,3,5:13.0,,Defensive rebound by W. Cauley-Stein,92,82
308,3,5:09.0,,Shooting foul by M. Harrell (drawn by I. Shumpert),92,82
309,3,5:09.0,,I. Shumpert makes free throw 1 of 2,92,83
310,3,5:09.0,,I. Shumpert makes free throw 2 of 2,92,84
311,3,4:58.0,Personal foul by D. Fox (drawn by S. Gilgeous-Alexander),,92,84
312,3,4:58.0,,T. Williams enters the game for I. Shumpert,92,84
313,3,4:48.0,L. Williams misses 2-pt jump shot from 9 ft,,92,84
314,3,4:46.0,,Defensive rebound by B. Bogdanović,92,84
315,3,4:35.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,92,84
316,3,4:32.0,Defensive rebound by M. Harrell,,92,84
317,3,4:29.0,Turnover by L. Williams (out of bounds lost ball),,92,84
318,3,4:23.0,,D. Fox makes 2-pt jump shot from 16 ft,92,86
319,3,3:55.0,T. Harris makes 2-pt jump shot from 20 ft,,94,86
320,3,3:45.0,,D. Fox makes 2-pt jump shot from 14 ft,94,88
321,3,3:23.0,L. Williams misses 2-pt jump shot from 13 ft,,94,88
322,3,3:21.0,,Defensive rebound by W. Cauley-Stein,94,88
323,3,3:14.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,94,88
324,3,3:12.0,,Offensive rebound by B. Bogdanović,94,88
325,3,3:11.0,,Offensive foul by W. Cauley-Stein (drawn by M. Harrell),94,88
326,3,3:11.0,,Turnover by W. Cauley-Stein (offensive foul),94,88
327,3,3:11.0,P. Beverley enters the game for A. Bradley,,94,88
328,3,3:11.0,M. Scott enters the game for S. Gilgeous-Alexander,,94,88
329,3,3:11.0,S. Thornwell enters the game for T. Harris,,94,88
330,3,3:11.0,,J. Jackson enters the game for W. Cauley-Stein,94,88
331,3,2:53.0,M. Harrell makes 2-pt layup from 3 ft,,96,88
332,3,2:46.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),96,91
333,3,2:30.0,Turnover by S. Thornwell (traveling),,96,91
334,3,2:19.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Bogdanović),96,93
335,3,2:19.0,LA Clippers full timeout,,96,93
336,3,2:03.0,S. Thornwell misses 2-pt layup from 2 ft,,96,93
337,3,1:59.0,,Defensive rebound by M. Bagley,96,93
338,3,1:58.0,,J. Jackson misses 3-pt jump shot from 25 ft,96,93
339,3,1:53.0,Defensive rebound by M. Scott,,96,93
340,3,1:42.0,S. Thornwell makes 2-pt layup from 2 ft (assist by M. Scott),,98,93
341,3,1:19.0,,B. Bogdanović misses 2-pt layup from 1 ft,98,93
342,3,1:16.0,Defensive rebound by M. Scott,,98,93
343,3,1:05.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,100,93
344,3,0:47.0,,T. Williams misses 3-pt jump shot from 25 ft,100,93
345,3,0:42.0,,Offensive rebound by M. Bagley,100,93
346,3,0:41.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,100,93
347,3,0:41.0,Defensive rebound by M. Harrell,,100,93
348,3,0:21.0,Shooting foul by T. Williams (drawn by M. Harrell),,100,93
349,3,0:21.0,M. Harrell misses free throw 1 of 2,,100,93
350,3,0:21.0,Offensive rebound by Team,,100,93
351,3,0:21.0,T. Wallace enters the game for L. Williams,,100,93
352,3,0:21.0,,B. Hield enters the game for D. Fox,100,93
353,3,0:21.0,M. Harrell makes free throw 2 of 2,,101,93
354,3,0:02.0,,B. Hield misses 2-pt jump shot from 20 ft,101,93
355,3,0:02.0,,Offensive rebound by Team,101,93
356,3,0:02.0,Loose ball foul by P. Beverley (drawn by T. Williams),,101,93
357,3,0:00.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,101,93
358,3,0:00.0,,Offensive rebound by Team,101,93
359,4,11:46.0,L. Williams makes 2-pt jump shot from 8 ft,,103,93
360,4,11:29.0,,B. Bogdanović misses 2-pt layup from 5 ft (block by M. Harrell),103,93
361,4,11:25.0,Defensive rebound by M. Scott,,103,93
362,4,11:12.0,M. Harrell makes 2-pt jump shot from 3 ft (assist by L. Williams),,105,93
363,4,10:54.0,,M. Bagley misses 2-pt layup from 5 ft,105,93
364,4,10:51.0,Defensive rebound by M. Scott,,105,93
365,4,10:45.0,M. Scott misses 2-pt jump shot from 7 ft,,105,93
366,4,10:42.0,,Defensive rebound by J. Jackson,105,93
367,4,10:39.0,,J. Jackson makes 3-pt jump shot from 25 ft,105,96
368,4,10:22.0,L. Williams misses 2-pt jump shot from 19 ft,,105,96
369,4,10:18.0,,Defensive rebound by M. Bagley,105,96
370,4,10:05.0,,B. Hield misses 3-pt jump shot from 26 ft,105,96
371,4,10:01.0,Defensive rebound by M. Scott,,105,96
372,4,9:59.0,P. Beverley makes 2-pt layup from 1 ft,,107,96
