,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
388,4,6:44.0,J. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),,103,84
389,4,6:35.0,,D. Schröder makes 2-pt jump shot from 9 ft,103,86
390,4,6:21.0,G. Dragić misses 3-pt jump shot from 26 ft,,103,86
391,4,6:19.0,,Defensive rebound by S. Adams,103,86
392,4,6:12.0,,D. Schröder makes 3-pt jump shot from 25 ft,103,89
393,4,5:52.0,J. Richardson misses 3-pt jump shot from 25 ft,,103,89
394,4,5:48.0,,Defensive rebound by P. George,103,89
395,4,5:45.0,,P. George makes 2-pt layup from 1 ft,103,91
396,4,5:45.0,,Shooting foul by B. Adebayo (drawn by P. George),103,91
397,4,5:45.0,K. Olynyk enters the game for J. Johnson,,103,91
398,4,5:45.0,,P. George makes free throw 1 of 1,103,92
399,4,5:21.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,106,92
400,4,5:03.0,,P. George misses 2-pt layup from 2 ft,106,92
401,4,5:00.0,Defensive rebound by G. Dragić,,106,92
402,4,4:51.0,D. Wade misses 2-pt jump shot from 1 ft,,106,92
403,4,4:48.0,Offensive rebound by D. Wade,,106,92
404,4,4:48.0,D. Wade misses 2-pt layup at rim,,106,92
405,4,4:47.0,,Defensive rebound by S. Adams,106,92
406,4,4:42.0,,D. Schröder makes 2-pt layup from 2 ft,106,94
407,4,4:20.0,J. Richardson misses 2-pt layup from 1 ft (block by S. Adams),,106,94
408,4,4:19.0,Offensive rebound by B. Adebayo,,106,94
409,4,4:18.0,B. Adebayo misses 2-pt layup from 2 ft,,106,94
410,4,4:18.0,,Defensive rebound by S. Adams,106,94
411,4,4:12.0,,D. Schröder misses 2-pt jump shot from 12 ft,106,94
412,4,4:11.0,,Offensive rebound by Team,106,94
413,4,4:11.0,Loose ball foul by D. Wade (drawn by P. George),,106,94
414,4,4:05.0,,P. George makes 3-pt jump shot from 23 ft (assist by T. Ferguson),106,97
415,4,3:38.0,Shooting foul by D. Schröder (drawn by D. Wade),,106,97
416,4,3:38.0,D. Wade makes free throw 1 of 2,,107,97
417,4,3:38.0,,Oklahoma City full timeout,107,97
418,4,3:38.0,J. Johnson enters the game for K. Olynyk,,107,97
419,4,3:38.0,D. Wade makes free throw 2 of 2,,108,97
420,4,3:28.0,,J. Grant makes 2-pt dunk from 2 ft (assist by T. Ferguson),108,99
421,4,3:09.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,110,99
422,4,2:58.0,,D. Schröder makes 2-pt jump shot from 16 ft,110,101
423,4,2:40.0,G. Dragić misses 2-pt jump shot from 14 ft,,110,101
424,4,2:39.0,,Defensive rebound by P. George,110,101
425,4,2:33.0,,J. Grant misses 3-pt jump shot from 26 ft,110,101
426,4,2:27.0,,Offensive rebound by P. George,110,101
427,4,2:22.0,,Turnover by D. Schröder (lost ball; steal by J. Johnson),110,101
428,4,1:57.0,Turnover by Team (shot clock),,110,101
429,4,1:52.0,,P. George makes 3-pt jump shot from 27 ft (assist by D. Schröder),110,104
430,4,1:35.0,G. Dragić misses 3-pt jump shot from 25 ft,,110,104
431,4,1:32.0,,Defensive rebound by P. George,110,104
432,4,1:28.0,,Turnover by T. Ferguson (out of bounds lost ball),110,104
433,4,1:09.0,B. Adebayo misses 2-pt jump shot from 6 ft,,110,104
434,4,1:08.0,Offensive rebound by J. Johnson,,110,104
435,4,1:08.0,J. Johnson makes 2-pt dunk at rim,,112,104
436,4,1:02.0,,D. Schröder misses 2-pt jump shot from 14 ft,112,104
437,4,1:00.0,Defensive rebound by J. Richardson,,112,104
438,4,0:52.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,114,104
439,4,0:52.0,,Oklahoma City full timeout,114,104
440,4,0:49.0,,P. George misses 3-pt jump shot from 28 ft,114,104
441,4,0:46.0,,Offensive rebound by S. Adams,114,104
442,4,0:42.0,,P. George misses 3-pt jump shot from 30 ft,114,104
443,4,0:39.0,,Offensive rebound by T. Ferguson,114,104
444,4,0:36.0,,P. George misses 3-pt jump shot from 26 ft,114,104
445,4,0:30.0,,Loose ball foul by T. Ferguson (drawn by J. Richardson),114,104
446,4,0:30.0,Defensive rebound by Team,,114,104
447,4,0:26.0,Turnover by D. Wade (bad pass; steal by T. Ferguson),,114,104
448,4,0:21.0,,T. Ferguson makes 3-pt jump shot from 24 ft (assist by S. Adams),114,107
449,4,0:15.0,Personal take foul by S. Adams (drawn by D. Wade),,114,107
450,4,0:15.0,,D. Burton enters the game for S. Adams,114,107
451,4,0:15.0,D. Wade makes free throw 1 of 2,,115,107
452,4,0:15.0,D. Wade makes free throw 2 of 2,,116,107
453,4,0:11.0,,P. George misses 3-pt jump shot from 24 ft,116,107
454,4,0:08.0,Defensive rebound by D. Wade,,116,107
