,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
378,4,8:51.0,,R. Westbrook misses 3-pt jump shot from 25 ft,103,104
379,4,8:48.0,Defensive rebound by L. Stephenson,,103,104
380,4,8:43.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,103,104
381,4,8:40.0,,Defensive rebound by R. Westbrook,103,104
382,4,8:31.0,,Turnover by S. Adams (bad pass; steal by L. Stephenson),103,104
383,4,8:13.0,Turnover by M. Beasley (out of bounds lost ball),,103,104
384,4,8:13.0,M. Wagner enters the game for M. Beasley,,103,104
385,4,8:13.0,,J. Grant enters the game for P. Patterson,103,104
386,4,8:13.0,Violation by Team (delay of game),,103,104
387,4,8:13.0,Violation by Team (delay of game),,103,104
388,4,8:13.0,,R. Westbrook makes technical free throw,103,105
389,4,8:02.0,,J. Grant misses 3-pt jump shot from 24 ft,103,105
390,4,7:58.0,,Offensive rebound by S. Adams,103,105
391,4,7:55.0,,R. Westbrook misses 2-pt jump shot from 17 ft,103,105
392,4,7:55.0,Defensive rebound by I. Zubac,,103,105
393,4,7:41.0,Personal foul by R. Westbrook (drawn by I. Zubac),,103,105
394,4,7:34.0,M. Wagner misses 2-pt layup from 2 ft,,103,105
395,4,7:32.0,,Defensive rebound by R. Westbrook,103,105
396,4,7:32.0,,Turnover by R. Westbrook (bad pass),103,105
397,4,7:16.0,I. Zubac makes 2-pt jump shot from 9 ft (assist by S. Mykhailiuk),,105,105
398,4,6:56.0,,R. Westbrook misses 3-pt jump shot from 25 ft,105,105
399,4,6:54.0,Defensive rebound by M. Wagner,,105,105
400,4,6:47.0,L. Stephenson misses 2-pt jump shot from 17 ft,,105,105
401,4,6:44.0,,Defensive rebound by H. Diallo,105,105
402,4,6:34.0,,H. Diallo misses 2-pt layup from 5 ft,105,105
403,4,6:31.0,Defensive rebound by J. Hart,,105,105
404,4,6:27.0,M. Wagner misses 2-pt jump shot from 6 ft (block by J. Grant),,105,105
405,4,6:24.0,,Defensive rebound by R. Westbrook,105,105
406,4,6:17.0,,Offensive foul by J. Grant (drawn by M. Wagner),105,105
407,4,6:17.0,,Turnover by J. Grant (offensive foul),105,105
408,4,6:17.0,,Oklahoma City full timeout,105,105
409,4,6:17.0,L. Ball enters the game for L. Stephenson,,105,105
410,4,6:17.0,K. Kuzma enters the game for M. Wagner,,105,105
411,4,6:17.0,,P. George enters the game for H. Diallo,105,105
412,4,6:07.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by L. Ball),,108,105
413,4,5:52.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),108,107
414,4,5:36.0,K. Kuzma misses 3-pt jump shot from 25 ft,,108,107
415,4,5:34.0,,Defensive rebound by S. Adams,108,107
416,4,5:30.0,,Shooting foul by I. Zubac (drawn by P. George),108,107
417,4,5:30.0,,P. George misses free throw 1 of 2,108,107
418,4,5:30.0,,Offensive rebound by Team,108,107
419,4,5:30.0,,P. George makes free throw 2 of 2,108,108
420,4,5:15.0,S. Mykhailiuk misses 2-pt jump shot from 10 ft,,108,108
421,4,5:12.0,,Defensive rebound by R. Westbrook,108,108
422,4,5:08.0,,R. Westbrook misses 2-pt layup from 1 ft,108,108
423,4,5:06.0,,Offensive rebound by P. George,108,108
424,4,5:01.0,,R. Westbrook makes 3-pt jump shot from 22 ft (assist by P. George),108,111
425,4,5:00.0,LA Lakers full timeout,,108,111
426,4,4:39.0,K. Kuzma makes 3-pt jump shot from 29 ft,,111,111
427,4,4:22.0,,Shooting foul by I. Zubac (drawn by S. Adams),111,111
428,4,4:22.0,,S. Adams makes free throw 1 of 2,111,112
429,4,4:22.0,B. Ingram enters the game for S. Mykhailiuk,,111,112
430,4,4:22.0,,S. Adams makes free throw 2 of 2,111,113
431,4,4:09.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. Ball),,114,113
432,4,3:50.0,,R. Westbrook misses 3-pt jump shot from 25 ft,114,113
433,4,3:46.0,Defensive rebound by J. Hart,,114,113
434,4,3:36.0,K. Kuzma misses 3-pt jump shot from 24 ft,,114,113
435,4,3:34.0,,Defensive rebound by S. Adams,114,113
436,4,3:24.0,,J. Grant misses 3-pt jump shot from 22 ft,114,113
437,4,3:21.0,,Offensive rebound by Team,114,113
438,4,3:19.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),114,115
439,4,3:19.0,,Shooting foul by K. Kuzma (drawn by J. Grant),114,115
440,4,3:19.0,LA Lakers full timeout,,114,115
441,4,3:19.0,,J. Grant makes free throw 1 of 1,114,116
442,4,3:04.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Kuzma),,116,116
443,4,3:04.0,Shooting foul by R. Westbrook (drawn by I. Zubac),,116,116
444,4,3:04.0,I. Zubac misses free throw 1 of 1,,116,116
445,4,3:02.0,,Defensive rebound by J. Grant,116,116
446,4,2:45.0,,J. Grant misses 2-pt layup from 2 ft,116,116
447,4,2:43.0,Defensive rebound by L. Ball,,116,116
448,4,2:39.0,Turnover by I. Zubac (bad pass; steal by P. George),,116,116
449,4,2:28.0,,Turnover by P. George (lost ball; steal by J. Hart),116,116
450,4,2:28.0,Personal foul by P. George (drawn by I. Zubac),,116,116
451,4,2:12.0,Turnover by L. Ball (bad pass),,116,116
452,4,1:55.0,,R. Westbrook misses 2-pt jump shot from 4 ft,116,116
453,4,1:52.0,,Offensive rebound by S. Adams,116,116
454,4,1:52.0,,Shooting foul by J. Hart (drawn by R. Westbrook),116,116
455,4,1:52.0,,R. Westbrook makes free throw 1 of 2,116,117
456,4,1:52.0,,R. Westbrook makes free throw 2 of 2,116,118
457,4,1:37.0,I. Zubac makes 2-pt layup from 3 ft (assist by L. Ball),,118,118
458,4,1:27.0,,Shooting foul by L. Ball (drawn by R. Westbrook),118,118
459,4,1:27.0,,R. Westbrook makes free throw 1 of 2,118,119
460,4,1:27.0,,R. Westbrook misses free throw 2 of 2,118,119
461,4,1:23.0,Defensive rebound by K. Kuzma,,118,119
462,4,1:10.0,K. Kuzma makes 2-pt jump shot from 8 ft (assist by J. Hart),,120,119
463,4,0:58.0,,R. Westbrook misses 2-pt layup from 4 ft,120,119
464,4,0:56.0,Defensive rebound by K. Kuzma,,120,119
465,4,0:39.0,L. Ball misses 3-pt jump shot from 27 ft,,120,119
466,4,0:35.0,Offensive rebound by J. Hart,,120,119
467,4,0:35.0,Personal foul by S. Adams (drawn by J. Hart),,120,119
468,4,0:35.0,J. Hart makes free throw 1 of 2,,121,119
469,4,0:35.0,J. Hart makes free throw 2 of 2,,122,119
470,4,0:35.0,,Oklahoma City full timeout,122,119
471,4,0:30.0,,R. Westbrook misses 2-pt layup from 3 ft,122,119
472,4,0:26.0,Defensive rebound by J. Hart,,122,119
473,4,0:06.0,K. Kuzma misses 2-pt layup from 3 ft (block by J. Grant),,122,119
474,4,0:05.0,Offensive rebound by Team,,122,119
475,4,0:05.0,Turnover by Team (shot clock),,122,119
476,4,0:05.0,K. Caldwell-Pope enters the game for I. Zubac,,122,119
477,4,0:02.0,,Shooting foul by L. Ball (drawn by R. Westbrook),122,119
478,4,0:02.0,,R. Westbrook makes free throw 1 of 3,122,120
479,4,0:02.0,,R. Westbrook makes free throw 2 of 3,122,121
480,4,0:02.0,T. Chandler enters the game for L. Ball,,122,121
481,4,0:02.0,I. Zubac enters the game for K. Caldwell-Pope,,122,121
482,4,0:02.0,,R. Westbrook makes free throw 3 of 3,122,122
483,4,0:02.0,LA Lakers full timeout,,122,122
484,4,0:02.0,L. Ball enters the game for T. Chandler,,122,122
485,4,0:02.0,K. Caldwell-Pope enters the game for I. Zubac,,122,122
486,4,0:00.0,K. Kuzma misses 3-pt jump shot from 23 ft,,122,122
487,4,0:00.0,Offensive rebound by Team,,122,122
488,1OT,4:48.0,,T. Ferguson misses 3-pt jump shot from 24 ft,122,122
489,1OT,4:44.0,Defensive rebound by L. Ball,,122,122
490,1OT,4:26.0,K. Kuzma misses 2-pt jump shot from 5 ft,,122,122
491,1OT,4:23.0,,Defensive rebound by T. Ferguson,122,122
492,1OT,4:17.0,,P. George misses 3-pt jump shot from 27 ft,122,122
493,1OT,4:14.0,Defensive rebound by K. Kuzma,,122,122
494,1OT,4:03.0,B. Ingram misses 2-pt layup from 5 ft,,122,122
495,1OT,4:00.0,,Defensive rebound by P. George,122,122
496,1OT,3:54.0,,T. Ferguson misses 3-pt jump shot from 25 ft,122,122
497,1OT,3:51.0,Defensive rebound by L. Ball,,122,122
498,1OT,3:41.0,L. Ball misses 2-pt layup from 2 ft (block by J. Grant),,122,122
499,1OT,3:41.0,Offensive rebound by Team,,122,122
500,1OT,3:34.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),,125,122
501,1OT,3:09.0,,J. Grant misses 3-pt jump shot from 25 ft,125,122
502,1OT,3:04.0,Defensive rebound by J. Hart,,125,122
503,1OT,3:00.0,LA Lakers full timeout,,125,122
504,1OT,2:51.0,L. Ball misses 3-pt jump shot from 26 ft,,125,122
505,1OT,2:49.0,Offensive rebound by I. Zubac,,125,122
506,1OT,2:48.0,I. Zubac misses 2-pt layup from 4 ft,,125,122
507,1OT,2:48.0,Offensive rebound by I. Zubac,,125,122
508,1OT,2:48.0,Shooting foul by P. George (drawn by I. Zubac),,125,122
509,1OT,2:48.0,I. Zubac makes free throw 1 of 2,,126,122
510,1OT,2:48.0,I. Zubac makes free throw 2 of 2,,127,122
511,1OT,2:39.0,,R. Westbrook misses 3-pt jump shot from 27 ft,127,122
512,1OT,2:36.0,Defensive rebound by J. Hart,,127,122
513,1OT,2:15.0,L. Ball makes 2-pt layup from 3 ft (assist by K. Kuzma),,129,122
514,1OT,2:02.0,,P. George misses 2-pt jump shot from 3 ft,129,122
515,1OT,2:00.0,,Offensive rebound by R. Westbrook,129,122
516,1OT,1:59.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by J. Grant),129,125
517,1OT,1:34.0,K. Kuzma makes 2-pt jump shot from 15 ft,,131,125
518,1OT,1:34.0,,Oklahoma City full timeout,131,125
519,1OT,1:31.0,,T. Ferguson misses 3-pt jump shot from 25 ft,131,125
520,1OT,1:28.0,Defensive rebound by J. Hart,,131,125
521,1OT,1:09.0,I. Zubac makes 2-pt layup from 1 ft (assist by L. Ball),,133,125
522,1OT,0:59.0,,P. George misses 3-pt jump shot from 27 ft,133,125
523,1OT,0:56.0,,Offensive rebound by S. Adams,133,125
524,1OT,0:53.0,,J. Grant makes 3-pt jump shot from 27 ft (assist by R. Westbrook),133,128
525,1OT,0:32.0,B. Ingram makes 2-pt dunk from 2 ft (assist by I. Zubac),,135,128
526,1OT,0:26.0,,P. George misses 3-pt jump shot from 25 ft,135,128
527,1OT,0:23.0,Defensive rebound by I. Zubac,,135,128
528,1OT,0:22.0,Personal take foul by R. Westbrook (drawn by K. Kuzma),,135,128
529,1OT,0:17.0,Technical foul by R. Felton,,135,128
530,1OT,0:17.0,K. Kuzma makes technical free throw,,136,128
531,1OT,0:17.0,K. Caldwell-Pope enters the game for L. Ball,,136,128
532,1OT,0:15.0,Personal take foul by S. Adams (drawn by B. Ingram),,136,128
533,1OT,0:15.0,B. Ingram makes free throw 1 of 2,,137,128
534,1OT,0:15.0,B. Ingram makes free throw 2 of 2,,138,128
535,1OT,0:11.0,,T. Ferguson misses 3-pt jump shot from 26 ft (block by B. Ingram),138,128
536,1OT,0:11.0,,Offensive rebound by Team,138,128
537,1OT,0:09.0,,P. George misses 3-pt jump shot from 26 ft,138,128
538,1OT,0:06.0,Defensive rebound by B. Ingram,,138,128
