,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
76,1,3:58.0,Defensive rebound by F. VanVleet,,18,9
77,1,3:48.0,K. Leonard makes 2-pt dunk from 1 ft (assist by P. Siakam),,20,9
78,1,3:41.0,,Orlando full timeout,20,9
79,1,3:34.0,,Turnover by N. Vučević (out of bounds lost ball),20,9
80,1,3:25.0,K. Lowry misses 3-pt jump shot from 26 ft,,20,9
81,1,3:22.0,,Defensive rebound by J. Isaac,20,9
82,1,3:13.0,,W. Iwundu makes 3-pt jump shot from 23 ft (assist by J. Isaac),20,12
83,1,2:52.0,F. VanVleet makes 2-pt jump shot from 19 ft,,22,12
84,1,2:31.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by N. Vučević),22,14
85,1,2:25.0,Personal foul by M. Carter-Williams (drawn by K. Lowry),,22,14
86,1,2:25.0,S. Ibaka enters the game for M. Gasol,,22,14
87,1,2:25.0,J. Meeks enters the game for K. Leonard,,22,14
88,1,2:25.0,N. Powell enters the game for K. Lowry,,22,14
89,1,2:16.0,S. Ibaka misses 2-pt jump shot from 16 ft,,22,14
90,1,2:13.0,,Defensive rebound by W. Iwundu,22,14
91,1,2:08.0,,W. Iwundu misses 2-pt layup from 3 ft,22,14
92,1,2:08.0,,Offensive rebound by N. Vučević,22,14
93,1,2:07.0,,N. Vučević makes 2-pt dunk at rim,22,16
94,1,1:41.0,Turnover by F. VanVleet (bad pass; steal by J. Isaac),,22,16
95,1,1:38.0,,Personal foul by J. Meeks (drawn by M. Carter-Williams),22,16
96,1,1:32.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by T. Ross),22,18
97,1,1:16.0,P. Siakam makes 2-pt jump shot from 15 ft (assist by F. VanVleet),,24,18
98,1,1:00.0,,J. Isaac makes 3-pt jump shot from 24 ft (assist by N. Vučević),24,21
99,1,0:48.0,F. VanVleet misses 3-pt jump shot from 25 ft,,24,21
100,1,0:44.0,,Defensive rebound by J. Isaac,24,21
101,1,0:28.0,,Turnover by N. Vučević (lost ball; steal by J. Meeks),24,21
102,1,0:08.0,P. Siakam makes 2-pt layup from 3 ft (assist by F. VanVleet),,26,21
103,1,0:01.0,,J. Isaac misses 3-pt jump shot from 26 ft,26,21
104,1,0:01.0,,Offensive rebound by Team,26,21
105,2,11:44.0,,T. Ross misses 3-pt jump shot from 26 ft,26,21
106,2,11:41.0,Defensive rebound by N. Powell,,26,21
107,2,11:20.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,29,21
108,2,11:02.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,29,21
109,2,10:58.0,Defensive rebound by S. Ibaka,,29,21
110,2,10:52.0,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),,31,21
111,2,10:36.0,,Personal foul by S. Ibaka (drawn by K. Birch),31,21
112,2,10:26.0,,Turnover by E. Fournier (bad pass; steal by K. Lowry),31,21
113,2,10:20.0,Turnover by N. Powell (traveling),,31,21
114,2,10:09.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),31,23
115,2,9:51.0,S. Ibaka misses 2-pt jump shot from 19 ft,,31,23
116,2,9:48.0,,Defensive rebound by M. Carter-Williams,31,23
117,2,9:42.0,,T. Ross misses 3-pt jump shot from 25 ft,31,23
118,2,9:38.0,Defensive rebound by P. Siakam,,31,23
119,2,9:22.0,F. VanVleet misses 2-pt hook shot from 4 ft,,31,23
120,2,9:20.0,,Defensive rebound by A. Gordon,31,23
121,2,9:17.0,,Personal foul by K. Lowry (drawn by T. Ross),31,23
122,2,9:17.0,D. Green enters the game for N. Powell,,31,23
123,2,9:17.0,K. Leonard enters the game for P. Siakam,,31,23
124,2,9:14.0,,E. Fournier misses 3-pt jump shot from 23 ft,31,23
125,2,9:11.0,Defensive rebound by F. VanVleet,,31,23
126,2,8:53.0,S. Ibaka misses 3-pt jump shot from 28 ft,,31,23
127,2,8:49.0,,Defensive rebound by M. Carter-Williams,31,23
128,2,8:32.0,,T. Ross makes 2-pt layup from 3 ft,31,25
129,2,8:12.0,Turnover by D. Green (bad pass; steal by T. Ross),,31,25
130,2,8:11.0,,T. Ross makes 2-pt layup from 3 ft,31,27
131,2,8:11.0,,Shooting foul by K. Lowry (drawn by T. Ross),31,27
132,2,8:11.0,M. Gasol enters the game for S. Ibaka,,31,27
133,2,8:11.0,,T. Ross makes free throw 1 of 1,31,28
134,2,7:57.0,K. Leonard misses 2-pt jump shot from 10 ft,,31,28
135,2,7:53.0,,Defensive rebound by M. Carter-Williams,31,28
136,2,7:52.0,,Offensive foul by M. Carter-Williams (drawn by K. Lowry),31,28
137,2,7:52.0,,Turnover by M. Carter-Williams (offensive foul),31,28
138,2,7:52.0,,W. Iwundu enters the game for E. Fournier,31,28
139,2,7:37.0,Personal foul by K. Birch (drawn by M. Gasol),,31,28
140,2,7:26.0,F. VanVleet makes 2-pt jump shot from 18 ft,,33,28
141,2,7:00.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),33,31
142,2,6:48.0,K. Leonard misses 2-pt jump shot from 13 ft,,33,31
143,2,6:45.0,,Defensive rebound by K. Birch,33,31
144,2,6:38.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,33,31
145,2,6:35.0,Defensive rebound by Team,,33,31
146,2,6:35.0,,Orlando full timeout,33,31
147,2,6:35.0,,D. Augustin enters the game for K. Birch,33,31
148,2,6:35.0,,N. Vučević enters the game for M. Carter-Williams,33,31
149,2,6:28.0,Offensive foul by K. Lowry (drawn by A. Gordon),,33,31
150,2,6:28.0,Turnover by K. Lowry (offensive foul),,33,31
151,2,6:28.0,N. Powell enters the game for K. Lowry,,33,31
152,2,6:05.0,,Turnover by T. Ross (bad pass; steal by M. Gasol),33,31
153,2,6:02.0,K. Leonard makes 2-pt layup from 2 ft,,35,31
154,2,5:44.0,,Shooting foul by M. Gasol (drawn by W. Iwundu),35,31
155,2,5:44.0,,W. Iwundu makes free throw 1 of 2,35,32
156,2,5:44.0,,W. Iwundu makes free throw 2 of 2,35,33
157,2,5:34.0,Shooting foul by D. Augustin (drawn by K. Leonard),,35,33
158,2,5:34.0,K. Leonard makes free throw 1 of 2,,36,33
159,2,5:34.0,P. Siakam enters the game for N. Powell,,36,33
160,2,5:34.0,K. Leonard makes free throw 2 of 2,,37,33
161,2,5:21.0,,Offensive foul by N. Vučević (drawn by M. Gasol),37,33
162,2,5:21.0,,Turnover by N. Vučević (offensive foul),37,33
163,2,5:05.0,Turnover by K. Leonard (lost ball; steal by A. Gordon),,37,33
164,2,5:01.0,,W. Iwundu misses 3-pt jump shot from 23 ft,37,33
165,2,4:57.0,Defensive rebound by M. Gasol,,37,33
166,2,4:53.0,F. VanVleet misses 2-pt layup from 3 ft,,37,33
167,2,4:51.0,,Defensive rebound by A. Gordon,37,33
168,2,4:47.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),37,36
169,2,4:30.0,K. Leonard makes 2-pt layup from 3 ft (assist by P. Siakam),,39,36
170,2,4:08.0,,T. Ross misses 3-pt jump shot from 23 ft,39,36
171,2,4:03.0,Defensive rebound by P. Siakam,,39,36
172,2,3:53.0,P. Siakam makes 2-pt hook shot from 4 ft,,41,36
173,2,3:39.0,,D. Augustin makes 2-pt jump shot from 20 ft,41,38
174,2,3:32.0,Toronto full timeout,,41,38
175,2,3:32.0,,E. Fournier enters the game for A. Gordon,41,38
176,2,3:32.0,,J. Isaac enters the game for W. Iwundu,41,38
177,2,3:25.0,K. Leonard misses 2-pt jump shot from 20 ft,,41,38
178,2,3:22.0,,Defensive rebound by D. Augustin,41,38
179,2,3:07.0,,T. Ross misses 2-pt layup from 2 ft,41,38
180,2,3:07.0,,Offensive rebound by Team,41,38
181,2,3:05.0,,D. Augustin misses 3-pt jump shot from 25 ft,41,38
182,2,3:04.0,,Offensive rebound by Team,41,38
183,2,3:04.0,Loose ball foul by K. Leonard (drawn by J. Isaac),,41,38
184,2,3:04.0,,J. Isaac makes free throw 1 of 2,41,39
185,2,3:04.0,K. Lowry enters the game for F. VanVleet,,41,39
186,2,3:04.0,,J. Isaac makes free throw 2 of 2,41,40
187,2,2:46.0,M. Gasol makes 2-pt jump shot from 15 ft (assist by D. Green),,43,40
188,2,2:26.0,,Personal foul by M. Gasol (drawn by E. Fournier),43,40
189,2,2:26.0,,E. Fournier makes free throw 1 of 2,43,41
190,2,2:26.0,,E. Fournier makes free throw 2 of 2,43,42
191,2,2:16.0,K. Leonard misses 3-pt jump shot from 25 ft,,43,42
192,2,2:12.0,,Defensive rebound by N. Vučević,43,42
193,2,2:03.0,,N. Vučević misses 3-pt jump shot from 25 ft,43,42
194,2,1:59.0,Defensive rebound by P. Siakam,,43,42
195,2,1:50.0,P. Siakam makes 2-pt hook shot from 12 ft,,45,42
196,2,1:31.0,,E. Fournier misses 3-pt jump shot from 25 ft,45,42
197,2,1:29.0,Defensive rebound by K. Leonard,,45,42
198,2,1:19.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Lowry),,48,42
199,2,0:57.0,,E. Fournier misses 3-pt jump shot from 24 ft,48,42
200,2,0:55.0,Defensive rebound by K. Leonard,,48,42
201,2,0:39.0,M. Gasol misses 2-pt layup from 4 ft,,48,42
202,2,0:37.0,,Defensive rebound by N. Vučević,48,42
203,2,0:25.0,,T. Ross misses 3-pt jump shot from 26 ft,48,42
204,2,0:22.0,Defensive rebound by Team,,48,42
205,2,0:02.0,Turnover by K. Leonard (lost ball; steal by J. Isaac),,48,42
206,2,0:00.0,,T. Ross makes 3-pt jump shot from 41 ft,48,45
207,3,11:36.0,,J. Isaac misses 3-pt jump shot from 25 ft,48,45
208,3,11:32.0,Defensive rebound by M. Gasol,,48,45
209,3,11:13.0,D. Green misses 2-pt jump shot from 14 ft,,48,45
210,3,11:09.0,Offensive rebound by K. Leonard,,48,45
211,3,10:58.0,K. Lowry makes 2-pt layup from 3 ft,,50,45
212,3,10:36.0,,Turnover by A. Gordon (lost ball; steal by M. Gasol),50,45
213,3,10:30.0,K. Leonard makes 2-pt layup from 3 ft,,52,45
214,3,10:06.0,,Shooting foul by K. Leonard (drawn by E. Fournier),52,45
215,3,10:06.0,,E. Fournier makes free throw 1 of 2,52,46
216,3,10:06.0,,E. Fournier makes free throw 2 of 2,52,47
217,3,9:55.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by K. Lowry),,54,47
218,3,9:35.0,,Personal foul by M. Gasol (drawn by E. Fournier),54,47
219,3,9:31.0,,Shooting foul by M. Gasol (drawn by N. Vučević),54,47
220,3,9:31.0,,N. Vučević makes free throw 1 of 2,54,48
221,3,9:31.0,,N. Vučević makes free throw 2 of 2,54,49
222,3,9:25.0,Turnover by K. Lowry (bad pass; steal by E. Fournier),,54,49
223,3,9:21.0,,D. Augustin misses 2-pt layup from 3 ft (block by D. Green),54,49
224,3,9:21.0,,Offensive rebound by Team,54,49
225,3,9:21.0,S. Ibaka enters the game for M. Gasol,,54,49
226,3,9:14.0,,N. Vučević makes 2-pt hook shot from 11 ft (assist by A. Gordon),54,51
227,3,9:01.0,Personal foul by A. Gordon (drawn by K. Leonard),,54,51
228,3,8:53.0,K. Lowry misses 3-pt jump shot from 24 ft,,54,51
229,3,8:50.0,Offensive rebound by P. Siakam,,54,51
230,3,8:49.0,P. Siakam misses 2-pt jump shot from 5 ft,,54,51
231,3,8:46.0,,Defensive rebound by J. Isaac,54,51
232,3,8:36.0,,N. Vučević makes 2-pt layup from 3 ft (assist by A. Gordon),54,53
233,3,8:23.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),,57,53
234,3,8:09.0,,Personal foul by S. Ibaka (drawn by N. Vučević),57,53
235,3,8:01.0,,D. Augustin misses 3-pt jump shot from 25 ft,57,53
236,3,7:59.0,Defensive rebound by K. Leonard,,57,53
237,3,7:47.0,S. Ibaka misses 2-pt layup from 6 ft (block by N. Vučević),,57,53
238,3,7:47.0,,Defensive rebound by Team,57,53
239,3,7:35.0,,N. Vučević misses 2-pt hook shot from 1 ft (block by S. Ibaka),57,53
240,3,7:34.0,,Offensive rebound by A. Gordon,57,53
241,3,7:32.0,,A. Gordon misses 2-pt layup from 4 ft,57,53
242,3,7:31.0,,Offensive rebound by A. Gordon,57,53
243,3,7:31.0,,A. Gordon misses 2-pt layup from 5 ft,57,53
244,3,7:30.0,Defensive rebound by S. Ibaka,,57,53
245,3,7:22.0,K. Lowry misses 3-pt jump shot from 26 ft,,57,53
246,3,7:18.0,,Defensive rebound by A. Gordon,57,53
247,3,7:13.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Gordon),57,56
248,3,7:11.0,Toronto full timeout,,57,56
249,3,6:59.0,D. Green misses 3-pt jump shot from 23 ft,,57,56
250,3,6:56.0,,Defensive rebound by N. Vučević,57,56
251,3,6:37.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),57,59
252,3,6:22.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Lowry),,60,59
253,3,5:55.0,,D. Augustin misses 3-pt jump shot from 25 ft,60,59
254,3,5:52.0,Defensive rebound by S. Ibaka,,60,59
255,3,5:49.0,Turnover by K. Lowry (bad pass),,60,59
256,3,5:38.0,,Personal foul by S. Ibaka (drawn by N. Vučević),60,59
257,3,5:38.0,,N. Vučević makes free throw 1 of 2,60,60
258,3,5:38.0,,N. Vučević makes free throw 2 of 2,60,61
259,3,5:23.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,63,61
260,3,5:00.0,,J. Isaac misses 3-pt jump shot from 26 ft,63,61
261,3,4:57.0,Defensive rebound by S. Ibaka,,63,61
262,3,4:43.0,Shooting foul by J. Isaac (drawn by K. Leonard),,63,61
263,3,4:43.0,K. Leonard makes free throw 1 of 2,,64,61
264,3,4:43.0,,W. Iwundu enters the game for J. Isaac,64,61
265,3,4:43.0,K. Leonard makes free throw 2 of 2,,65,61
266,3,4:27.0,,A. Gordon misses 3-pt jump shot from 23 ft,65,61
267,3,4:24.0,Defensive rebound by K. Leonard,,65,61
268,3,4:17.0,S. Ibaka misses 3-pt jump shot from 25 ft,,65,61
269,3,4:08.0,Offensive rebound by D. Green,,65,61
270,3,4:08.0,D. Green makes 2-pt layup at rim,,67,61
271,3,3:57.0,,W. Iwundu misses 2-pt layup from 4 ft,67,61
272,3,3:54.0,Defensive rebound by S. Ibaka,,67,61
273,3,3:36.0,P. Siakam makes 2-pt layup from 2 ft (assist by S. Ibaka),,69,61
274,3,3:36.0,,Orlando full timeout,69,61
275,3,3:36.0,,M. Carter-Williams enters the game for D. Augustin,69,61
276,3,3:36.0,,T. Ross enters the game for E. Fournier,69,61
277,3,3:14.0,,A. Gordon misses 3-pt jump shot from 26 ft,69,61
278,3,3:10.0,Defensive rebound by P. Siakam,,69,61
279,3,2:58.0,K. Leonard misses 3-pt jump shot from 25 ft,,69,61
280,3,2:55.0,,Defensive rebound by N. Vučević,69,61
281,3,2:49.0,,N. Vučević misses 3-pt jump shot from 26 ft,69,61
282,3,2:47.0,Defensive rebound by S. Ibaka,,69,61
283,3,2:40.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,71,61
284,3,2:25.0,,W. Iwundu misses 2-pt layup from 3 ft,71,61
285,3,2:22.0,Defensive rebound by K. Lowry,,71,61
286,3,2:22.0,N. Powell enters the game for K. Leonard,,71,61
287,3,2:22.0,F. VanVleet enters the game for K. Lowry,,71,61
288,3,2:22.0,,E. Fournier enters the game for W. Iwundu,71,61
289,3,2:08.0,D. Green makes 2-pt layup from 2 ft (assist by P. Siakam),,73,61
290,3,1:49.0,,N. Vučević misses 2-pt hook shot from 9 ft,73,61
291,3,1:47.0,Defensive rebound by P. Siakam,,73,61
292,3,1:36.0,P. Siakam makes 2-pt jump shot from 9 ft,,75,61
293,3,1:36.0,Shooting foul by T. Ross (drawn by P. Siakam),,75,61
294,3,1:36.0,,J. Isaac enters the game for A. Gordon,75,61
295,3,1:36.0,P. Siakam makes free throw 1 of 1,,76,61
296,3,1:25.0,,Shooting foul by P. Siakam (drawn by J. Isaac),76,61
297,3,1:25.0,,J. Isaac makes free throw 1 of 2,76,62
298,3,1:25.0,,J. Isaac makes free throw 2 of 2,76,63
299,3,1:04.0,P. Siakam misses 3-pt jump shot from 26 ft,,76,63
300,3,1:00.0,,Defensive rebound by T. Ross,76,63
301,3,0:50.0,,T. Ross misses 3-pt jump shot from 25 ft,76,63
302,3,0:47.0,Defensive rebound by S. Ibaka,,76,63
303,3,0:34.0,F. VanVleet misses 3-pt jump shot from 26 ft,,76,63
304,3,0:29.0,,Defensive rebound by E. Fournier,76,63
305,3,0:24.0,,E. Fournier misses 2-pt jump shot from 18 ft,76,63
306,3,0:21.0,,Offensive rebound by N. Vučević,76,63
307,3,0:17.0,,Orlando full timeout,76,63
308,3,0:17.0,,D. Augustin enters the game for M. Carter-Williams,76,63
309,3,0:09.0,,E. Fournier misses 2-pt jump shot from 14 ft,76,63
310,3,0:08.0,,Offensive rebound by J. Isaac,76,63
311,3,0:08.0,,J. Isaac makes 2-pt dunk from 1 ft,76,65
312,3,0:00.0,F. VanVleet misses 2-pt layup from 3 ft,,76,65
313,3,0:00.0,Offensive rebound by Team,,76,65
314,4,11:47.0,Personal foul by K. Birch (drawn by K. Lowry),,76,65
315,4,11:39.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),,78,65
316,4,11:11.0,,J. Isaac misses 2-pt jump shot from 18 ft,78,65
317,4,11:09.0,Defensive rebound by K. Lowry,,78,65
318,4,10:59.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),,80,65
319,4,10:47.0,,Personal foul by N. Powell (drawn by E. Fournier),80,65
320,4,10:34.0,,Shooting foul by P. Siakam (drawn by K. Birch),80,65
321,4,10:34.0,,K. Birch makes free throw 1 of 2,80,66
322,4,10:34.0,,K. Birch makes free throw 2 of 2,80,67
323,4,10:10.0,N. Powell misses 3-pt jump shot from 23 ft,,80,67
324,4,10:09.0,Offensive rebound by Team,,80,67
325,4,10:06.0,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),,83,67
326,4,9:52.0,,Turnover by M. Carter-Williams (bad pass; steal by N. Powell),83,67
327,4,9:47.0,N. Powell misses 2-pt layup from 2 ft,,83,67
328,4,9:45.0,,Defensive rebound by M. Carter-Williams,83,67
329,4,9:40.0,,T. Ross misses 3-pt jump shot from 27 ft,83,67
330,4,9:36.0,Defensive rebound by S. Ibaka,,83,67
331,4,9:20.0,P. Siakam misses 2-pt jump shot from 13 ft,,83,67
332,4,9:18.0,,Defensive rebound by J. Isaac,83,67
333,4,9:07.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,83,67
334,4,9:04.0,Defensive rebound by K. Lowry,,83,67
335,4,9:00.0,P. Siakam misses 2-pt jump shot from 6 ft,,83,67
336,4,8:57.0,,Defensive rebound by K. Birch,83,67
337,4,8:53.0,,Shooting foul by S. Ibaka (drawn by T. Ross),83,67
338,4,8:53.0,,T. Ross makes free throw 1 of 2,83,68
339,4,8:53.0,K. Leonard enters the game for P. Siakam,,83,68
340,4,8:53.0,,D. Augustin enters the game for K. Birch,83,68
341,4,8:53.0,,A. Gordon enters the game for M. Carter-Williams,83,68
342,4,8:53.0,,N. Vučević enters the game for E. Fournier,83,68
343,4,8:53.0,,T. Ross makes free throw 2 of 2,83,69
344,4,8:28.0,K. Leonard misses 2-pt jump shot from 14 ft,,83,69
345,4,8:24.0,,Defensive rebound by A. Gordon,83,69
346,4,8:15.0,,Turnover by A. Gordon (traveling),83,69
347,4,8:05.0,K. Leonard misses 3-pt jump shot from 25 ft,,83,69
348,4,8:02.0,Offensive rebound by N. Powell,,83,69
349,4,7:48.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,86,69
350,4,7:31.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by N. Vučević),86,72
351,4,7:16.0,Turnover by F. VanVleet (bad pass; steal by T. Ross),,86,72
352,4,7:07.0,,A. Gordon makes 2-pt jump shot from 16 ft (assist by D. Augustin),86,74
353,4,7:04.0,Toronto full timeout,,86,74
354,4,7:04.0,,E. Fournier enters the game for J. Isaac,86,74
355,4,6:51.0,N. Powell makes 2-pt layup from 3 ft (assist by K. Lowry),,88,74
356,4,6:45.0,,Personal foul by F. VanVleet (drawn by T. Ross),88,74
357,4,6:32.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),88,77
358,4,6:16.0,S. Ibaka misses 2-pt jump shot from 19 ft,,88,77
359,4,6:13.0,,Defensive rebound by A. Gordon,88,77
360,4,6:09.0,,Personal foul by K. Leonard (drawn by A. Gordon),88,77
361,4,6:09.0,,A. Gordon misses free throw 1 of 2,88,77
362,4,6:09.0,,Offensive rebound by Team,88,77
363,4,6:09.0,M. Gasol enters the game for S. Ibaka,,88,77
364,4,6:09.0,P. Siakam enters the game for N. Powell,,88,77
365,4,6:09.0,,A. Gordon makes free throw 2 of 2,88,78
366,4,5:51.0,K. Lowry makes 2-pt layup from 3 ft (assist by M. Gasol),,90,78
367,4,5:36.0,,Personal foul by K. Lowry (drawn by N. Vučević),90,78
368,4,5:36.0,,N. Vučević makes free throw 1 of 2,90,79
369,4,5:36.0,,N. Vučević makes free throw 2 of 2,90,80
370,4,5:16.0,M. Gasol misses 2-pt jump shot from 13 ft,,90,80
371,4,5:12.0,,Defensive rebound by N. Vučević,90,80
372,4,5:02.0,,E. Fournier misses 3-pt jump shot from 25 ft,90,80
373,4,4:57.0,Defensive rebound by F. VanVleet,,90,80
374,4,4:44.0,P. Siakam makes 2-pt jump shot from 8 ft,,92,80
375,4,4:29.0,,N. Vučević makes 2-pt layup from 6 ft (assist by A. Gordon),92,82
376,4,4:05.0,K. Lowry misses 2-pt jump shot from 22 ft (block by N. Vučević),,92,82
377,4,4:02.0,,Defensive rebound by T. Ross,92,82
378,4,3:56.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),92,85
379,4,3:54.0,Toronto full timeout,,92,85
