,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA LAKERS_ACTION,PORTLAND_SCORE,LA LAKERS_SCORE
401,4,4:51.0,,Offensive rebound by Team,87,87
402,4,4:51.0,S. Curry enters the game for R. Hood,,87,87
403,4,4:43.0,,J. Jones misses 2-pt layup from 2 ft,87,87
404,4,4:42.0,,Offensive rebound by M. Wagner,87,87
405,4,4:42.0,,M. Wagner makes 2-pt layup from 1 ft,87,89
406,4,4:37.0,Personal foul by A. Caruso (drawn by C. McCollum),,87,89
407,4,4:30.0,Offensive foul by C. McCollum (drawn by A. Caruso),,87,89
408,4,4:30.0,Turnover by C. McCollum (offensive foul),,87,89
409,4,4:15.0,,M. Wagner misses 2-pt layup from 3 ft (block by M. Harkless),87,89
410,4,4:12.0,Defensive rebound by E. Freedom,,87,89
411,4,3:55.0,D. Lillard makes 2-pt jump shot from 19 ft,,89,89
412,4,3:44.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by J. McGee),89,91
413,4,3:44.0,Portland full timeout,,89,91
414,4,3:44.0,,M. Muscala enters the game for M. Wagner,89,91
415,4,3:36.0,Personal foul by M. Muscala (drawn by D. Lillard),,89,91
416,4,3:26.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Lillard),,92,91
417,4,3:07.0,,A. Caruso makes 2-pt layup from 3 ft,92,93
418,4,2:51.0,Shooting foul by J. McGee (drawn by M. Harkless),,92,93
419,4,2:51.0,M. Harkless makes free throw 1 of 2,,93,93
420,4,2:51.0,M. Harkless makes free throw 2 of 2,,94,93
421,4,2:33.0,,J. McGee makes 2-pt dunk from 1 ft (assist by A. Caruso),94,95
422,4,2:05.0,D. Lillard misses 3-pt jump shot from 26 ft,,94,95
423,4,2:00.0,Offensive rebound by M. Harkless,,94,95
424,4,1:59.0,C. McCollum misses 3-pt jump shot from 27 ft,,94,95
425,4,1:59.0,,Defensive rebound by M. Muscala,94,95
426,4,1:55.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,94,95
427,4,1:54.0,,Offensive rebound by J. McGee,94,95
428,4,1:50.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,94,95
429,4,1:49.0,,Offensive rebound by J. Jones,94,95
430,4,1:49.0,,J. Jones misses 2-pt layup from 1 ft,94,95
431,4,1:48.0,,Offensive rebound by M. Muscala,94,95
432,4,1:48.0,,M. Muscala makes 2-pt layup from 1 ft,94,97
433,4,1:38.0,M. Harkless makes 2-pt layup from 2 ft (assist by C. McCollum),,96,97
434,4,1:38.0,Shooting foul by J. McGee (drawn by M. Harkless),,96,97
435,4,1:38.0,,J. Williams enters the game for J. McGee,96,97
436,4,1:38.0,M. Harkless makes free throw 1 of 1,,97,97
437,4,1:25.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,97,97
438,4,1:24.0,Defensive rebound by E. Freedom,,97,97
439,4,1:21.0,Personal foul by K. Caldwell-Pope (drawn by M. Harkless),,97,97
440,4,1:21.0,M. Harkless makes free throw 1 of 2,,98,97
441,4,1:21.0,M. Harkless makes free throw 2 of 2,,99,97
442,4,1:07.0,,Shooting foul by E. Freedom (drawn by A. Caruso),99,97
443,4,1:07.0,,A. Caruso makes free throw 1 of 2,99,98
444,4,1:07.0,,A. Caruso makes free throw 2 of 2,99,99
445,4,0:51.0,C. McCollum misses 3-pt jump shot from 26 ft,,99,99
446,4,0:49.0,,Defensive rebound by K. Caldwell-Pope,99,99
447,4,0:43.0,,A. Caruso makes 2-pt jump shot from 19 ft,99,101
448,4,0:43.0,Portland full timeout,,99,101
449,4,0:33.0,M. Harkless makes 2-pt layup from 3 ft (assist by D. Lillard),,101,101
450,4,0:18.0,,Turnover by A. Caruso (lost ball; steal by S. Curry),101,101
451,4,0:01.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by C. McCollum),,104,101
