,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
394,3,2:42.0,Defensive rebound by D. Reed,,100,95
395,3,2:33.0,D. Reed makes 3-pt jump shot from 26 ft (assist by A. Holiday),,103,95
396,3,2:09.0,,D. Bembry makes 2-pt layup from 1 ft (assist by A. Len),103,97
397,3,1:53.0,Shooting foul by D. Bembry (drawn by A. Johnson),,103,97
398,3,1:53.0,Offensive rebound by Team,,103,97
399,3,1:53.0,A. Johnson misses free throw 1 of 2,,103,97
400,3,1:53.0,A. Johnson makes free throw 2 of 2,,104,97
401,3,1:35.0,,V. Carter misses 3-pt jump shot from 26 ft,104,97
402,3,1:30.0,,Offensive rebound by A. Len,104,97
403,3,1:30.0,,A. Len misses 2-pt layup at rim,104,97
404,3,1:29.0,Defensive rebound by A. Johnson,,104,97
405,3,1:25.0,A. Johnson misses 2-pt jump shot from 22 ft,,104,97
406,3,1:22.0,,Defensive rebound by J. Adams,104,97
407,3,1:18.0,,A. Len misses 3-pt jump shot from 26 ft,104,97
408,3,1:17.0,,Offensive rebound by Team,104,97
409,3,1:17.0,,Personal foul by A. Holiday (drawn by V. Carter),104,97
410,3,1:17.0,,V. Carter misses free throw 1 of 2,104,97
411,3,1:17.0,,Offensive rebound by Team,104,97
412,3,1:17.0,,K. Huerter enters the game for D. Bembry,104,97
413,3,1:17.0,,V. Carter makes free throw 2 of 2,104,98
414,3,1:08.0,T. Evans makes 3-pt jump shot from 25 ft,,107,98
415,3,0:56.0,,A. Len misses 2-pt hook shot from 7 ft,107,98
416,3,0:53.0,Defensive rebound by A. Johnson,,107,98
417,3,0:39.0,T. Evans misses 3-pt jump shot from 25 ft,,107,98
418,3,0:33.0,,Defensive rebound by J. Adams,107,98
419,3,0:32.0,,K. Huerter misses 3-pt jump shot from 25 ft,107,98
420,3,0:28.0,,Offensive rebound by K. Huerter,107,98
421,3,0:27.0,,K. Huerter makes 2-pt layup from 1 ft,107,100
422,3,0:10.0,C. Joseph makes 2-pt layup from 1 ft,,109,100
423,3,0:02.0,,A. Len makes 3-pt jump shot from 26 ft (assist by J. Adams),109,103
424,4,11:42.0,A. Holiday makes 2-pt layup from 1 ft,,111,103
425,4,11:23.0,,Turnover by J. Collins (lost ball; steal by A. Johnson),111,103
426,4,11:22.0,D. McDermott makes 2-pt layup from 1 ft (assist by A. Johnson),,113,103
427,4,11:22.0,,Violation by Team (def goaltending),113,103
428,4,11:12.0,,K. Bazemore misses 2-pt layup from 2 ft (block by A. Johnson),113,103
429,4,11:10.0,Defensive rebound by Team,,113,103
430,4,10:54.0,A. Johnson misses 2-pt layup from 1 ft,,113,103
431,4,10:50.0,,Defensive rebound by J. Collins,113,103
432,4,10:46.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Prince),113,106
433,4,10:20.0,Shooting foul by K. Bazemore (drawn by C. Joseph),,113,106
434,4,10:20.0,C. Joseph makes free throw 1 of 2,,114,106
435,4,10:20.0,C. Joseph makes free throw 2 of 2,,115,106
436,4,10:06.0,,Turnover by T. Prince (bad pass),115,106
437,4,9:54.0,C. Joseph makes 2-pt layup from 1 ft,,117,106
438,4,9:53.0,,Atlanta full timeout,117,106
439,4,9:53.0,,T. Young enters the game for K. Bazemore,117,106
440,4,9:38.0,,T. Prince misses 2-pt layup from 3 ft (block by A. Johnson),117,106
441,4,9:38.0,,Offensive rebound by J. Collins,117,106
442,4,9:38.0,,Shooting foul by D. Reed (drawn by J. Collins),117,106
443,4,9:38.0,,J. Collins makes free throw 1 of 2,117,107
444,4,9:38.0,,J. Collins misses free throw 2 of 2,117,107
445,4,9:35.0,Defensive rebound by A. Johnson,,117,107
446,4,9:24.0,A. Holiday misses 3-pt jump shot from 26 ft,,117,107
447,4,9:20.0,,Defensive rebound by J. Collins,117,107
448,4,9:14.0,,Turnover by T. Young (traveling),117,107
449,4,9:12.0,,Violation by Team (delay of game),117,107
450,4,9:04.0,A. Holiday makes 2-pt layup from 1 ft (assist by D. McDermott),,119,107
451,4,8:58.0,,T. Young makes 2-pt layup from 1 ft,119,109
452,4,8:43.0,D. Reed misses 3-pt jump shot from 25 ft,,119,109
453,4,8:39.0,,Defensive rebound by K. Huerter,119,109
454,4,8:27.0,,T. Young misses 3-pt jump shot from 29 ft,119,109
455,4,8:23.0,,Offensive rebound by T. Young,119,109
456,4,8:21.0,,Turnover by T. Young (bad pass; steal by C. Joseph),119,109
457,4,8:13.0,A. Holiday misses 2-pt layup from 2 ft (block by K. Huerter),,119,109
458,4,8:13.0,,Defensive rebound by Team,119,109
459,4,8:13.0,Loose ball foul by A. Holiday (drawn by T. Young),,119,109
460,4,8:13.0,T. Leaf enters the game for A. Johnson,,119,109
461,4,7:59.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),119,111
462,4,7:36.0,T. Leaf makes 2-pt layup from 1 ft (assist by D. McDermott),,121,111
463,4,7:18.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),121,114
464,4,7:04.0,D. McDermott misses 3-pt jump shot from 26 ft,,121,114
465,4,7:01.0,,Defensive rebound by J. Anderson,121,114
466,4,6:55.0,,J. Anderson makes 2-pt layup from 1 ft,121,116
467,4,6:54.0,Indiana full timeout,,121,116
468,4,6:54.0,E. Sumner enters the game for A. Holiday,,121,116
469,4,6:54.0,,D. Bembry enters the game for J. Anderson,121,116
470,4,6:54.0,,A. Len enters the game for K. Huerter,121,116
471,4,6:45.0,D. McDermott misses 2-pt jump shot from 17 ft,,121,116
472,4,6:41.0,,Defensive rebound by T. Young,121,116
473,4,6:30.0,,Turnover by T. Young (bad pass; steal by C. Joseph),121,116
474,4,6:19.0,C. Joseph misses 2-pt layup from 8 ft (block by A. Len),,121,116
475,4,6:14.0,Offensive rebound by C. Joseph,,121,116
476,4,6:14.0,C. Joseph misses 2-pt layup from 1 ft,,121,116
477,4,6:14.0,,Defensive rebound by J. Collins,121,116
478,4,6:11.0,,D. Bembry misses 2-pt layup from 2 ft,121,116
479,4,6:08.0,Defensive rebound by D. McDermott,,121,116
480,4,5:54.0,D. Reed misses 3-pt jump shot from 26 ft,,121,116
481,4,5:51.0,,Defensive rebound by J. Collins,121,116
482,4,5:41.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),121,119
483,4,5:38.0,Indiana full timeout,,121,119
484,4,5:38.0,A. Holiday enters the game for C. Joseph,,121,119
485,4,5:38.0,A. Johnson enters the game for D. McDermott,,121,119
486,4,5:29.0,E. Sumner misses 2-pt layup at rim (block by A. Len),,121,119
487,4,5:24.0,,Defensive rebound by J. Collins,121,119
488,4,5:23.0,,T. Young misses 2-pt layup from 2 ft,121,119
489,4,5:21.0,Defensive rebound by T. Leaf,,121,119
490,4,5:18.0,E. Sumner makes 3-pt jump shot from 24 ft (assist by A. Holiday),,124,119
491,4,5:04.0,,Personal foul by A. Johnson (drawn by J. Collins),124,119
492,4,4:58.0,,Turnover by T. Young (lost ball; steal by D. Reed),124,119
493,4,4:51.0,E. Sumner misses 3-pt jump shot from 24 ft,,124,119
494,4,4:47.0,,Defensive rebound by T. Prince,124,119
495,4,4:43.0,,Shooting foul by A. Johnson (drawn by T. Young),124,119
496,4,4:43.0,,T. Young makes free throw 1 of 2,124,120
497,4,4:43.0,,T. Young makes free throw 2 of 2,124,121
498,4,4:27.0,T. Leaf misses 2-pt jump shot from 16 ft,,124,121
499,4,4:24.0,,Defensive rebound by D. Bembry,124,121
500,4,4:15.0,,T. Prince misses 3-pt jump shot from 25 ft,124,121
501,4,4:13.0,,Offensive rebound by J. Collins,124,121
502,4,4:11.0,,D. Bembry makes 2-pt layup from 6 ft (assist by J. Collins),124,123
503,4,4:11.0,,Shooting foul by E. Sumner (drawn by D. Bembry),124,123
504,4,4:11.0,,J. Anderson enters the game for J. Collins,124,123
505,4,4:11.0,,D. Bembry makes free throw 1 of 1,124,124
506,4,3:59.0,A. Holiday makes 2-pt jump shot from 12 ft,,126,124
507,4,3:46.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. Young),126,127
508,4,3:23.0,Turnover by A. Holiday (bad pass; steal by J. Anderson),,126,127
509,4,3:20.0,,Atlanta full timeout,126,127
510,4,3:20.0,,J. Collins enters the game for J. Anderson,126,127
511,4,3:20.0,,K. Huerter enters the game for D. Bembry,126,127
512,4,3:08.0,,T. Prince misses 2-pt jump shot from 5 ft,126,127
513,4,3:05.0,Defensive rebound by A. Johnson,,126,127
514,4,3:00.0,D. Reed misses 2-pt layup from 1 ft,,126,127
515,4,3:00.0,,Defensive rebound by K. Huerter,126,127
516,4,2:55.0,,Turnover by K. Huerter (bad pass; steal by T. Leaf),126,127
517,4,2:47.0,T. Leaf makes 2-pt layup at rim,,128,127
518,4,2:25.0,,T. Young misses 3-pt jump shot from 28 ft,128,127
519,4,2:23.0,Defensive rebound by Team,,128,127
520,4,2:08.0,T. Leaf misses 2-pt jump shot from 13 ft,,128,127
521,4,2:04.0,,Defensive rebound by J. Collins,128,127
522,4,1:53.0,,A. Len misses 3-pt jump shot from 24 ft,128,127
523,4,1:50.0,,Offensive rebound by J. Collins,128,127
524,4,1:39.0,,T. Prince misses 3-pt jump shot from 28 ft,128,127
525,4,1:36.0,Defensive rebound by Team,,128,127
526,4,1:21.0,A. Holiday misses 3-pt jump shot from 26 ft,,128,127
527,4,1:15.0,,Defensive rebound by T. Prince,128,127
528,4,1:09.0,,T. Young makes 2-pt layup from 9 ft,128,129
529,4,1:09.0,Indiana full timeout,,128,129
530,4,1:01.0,T. Leaf makes 2-pt dunk from 1 ft (assist by E. Sumner),,130,129
531,4,0:48.0,,A. Len makes 2-pt dunk from 2 ft (assist by J. Collins),130,131
532,4,0:36.0,E. Sumner makes 2-pt jump shot from 17 ft,,132,131
533,4,0:29.0,,T. Young misses 2-pt layup from 2 ft,132,131
534,4,0:29.0,Defensive rebound by D. Reed,,132,131
535,4,0:29.0,Personal foul by K. Huerter (drawn by D. Reed),,132,131
536,4,0:29.0,,J. Anderson enters the game for A. Len,132,131
537,4,0:29.0,,D. Bembry enters the game for T. Young,132,131
538,4,0:07.0,A. Holiday misses 3-pt jump shot from 25 ft,,132,131
539,4,0:03.0,,Defensive rebound by J. Collins,132,131
540,4,0:03.0,,Atlanta full timeout,132,131
541,4,0:03.0,,Atlanta full timeout,132,131
542,4,0:03.0,,A. Len enters the game for J. Anderson,132,131
543,4,0:03.0,,T. Young enters the game for D. Bembry,132,131
544,4,0:02.0,,T. Prince makes 3-pt jump shot from 32 ft (assist by K. Huerter),132,134
545,4,0:01.0,Indiana full timeout,,132,134
546,4,0:01.0,,J. Anderson enters the game for A. Len,132,134
547,4,0:01.0,,D. Bembry enters the game for T. Young,132,134
548,4,0:00.0,Shooting foul by D. Bembry (drawn by E. Sumner),,132,134
549,4,0:00.0,E. Sumner makes free throw 1 of 3,,133,134
550,4,0:00.0,E. Sumner makes free throw 2 of 3,,134,134
551,4,0:00.0,,A. Len enters the game for J. Anderson,134,134
552,4,0:00.0,,T. Young enters the game for D. Bembry,134,134
553,4,0:00.0,E. Sumner makes free throw 3 of 3,,135,134
