,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
78,1,2:51.0,Shooting foul by K. Lowry (drawn by A. Horford),,18,17
79,1,2:51.0,A. Horford makes free throw 1 of 1,,19,17
80,1,2:33.0,,Offensive foul by J. Valančiūnas (drawn by A. Horford),19,17
81,1,2:33.0,,Turnover by J. Valančiūnas (offensive foul),19,17
82,1,2:33.0,A. Baynes enters the game for A. Horford,,19,17
83,1,2:33.0,,C. Miles enters the game for K. Leonard,19,17
84,1,2:33.0,,N. Powell enters the game for K. Lowry,19,17
85,1,2:16.0,M. Morris misses 2-pt jump shot from 18 ft,,19,17
86,1,2:12.0,,Defensive rebound by J. Valančiūnas,19,17
87,1,2:03.0,,C. Miles misses 3-pt jump shot from 26 ft,19,17
88,1,2:01.0,Defensive rebound by J. Tatum,,19,17
89,1,1:57.0,M. Smart misses 3-pt jump shot from 26 ft,,19,17
90,1,1:55.0,,Defensive rebound by Team,19,17
91,1,1:41.0,,N. Powell misses 2-pt layup at rim,19,17
92,1,1:39.0,Defensive rebound by M. Smart,,19,17
93,1,1:34.0,A. Baynes misses 3-pt jump shot from 23 ft,,19,17
94,1,1:30.0,Offensive rebound by T. Rozier,,19,17
95,1,1:29.0,A. Baynes makes 2-pt layup from 4 ft (assist by T. Rozier),,21,17
96,1,1:29.0,Shooting foul by F. VanVleet (drawn by A. Baynes),,21,17
97,1,1:29.0,A. Baynes makes free throw 1 of 1,,22,17
98,1,1:16.0,,O. Anunoby misses 3-pt jump shot from 25 ft,22,17
99,1,1:13.0,Defensive rebound by A. Baynes,,22,17
100,1,1:04.0,M. Morris misses 2-pt jump shot from 11 ft,,22,17
101,1,1:01.0,,Defensive rebound by F. VanVleet,22,17
102,1,0:59.0,,Shooting foul by T. Rozier (drawn by F. VanVleet),22,17
103,1,0:59.0,,F. VanVleet makes free throw 1 of 2,22,18
104,1,0:59.0,,F. VanVleet misses free throw 2 of 2,22,18
105,1,0:55.0,Defensive rebound by J. Tatum,,22,18
106,1,0:51.0,Turnover by J. Tatum (lost ball; steal by N. Powell),,22,18
107,1,0:48.0,,Turnover by O. Anunoby (traveling),22,18
108,1,0:38.0,Personal foul by O. Anunoby (drawn by A. Baynes),,22,18
109,1,0:38.0,A. Baynes misses free throw 1 of 2,,22,18
110,1,0:38.0,Offensive rebound by Team,,22,18
111,1,0:38.0,Turnover by M. Morris (lane violation),,22,18
112,1,0:33.0,,C. Miles misses 3-pt jump shot from 26 ft,22,18
113,1,0:29.0,Defensive rebound by A. Baynes,,22,18
114,1,0:12.0,J. Tatum makes 3-pt jump shot from 26 ft,,25,18
115,1,0:00.0,,C. Miles misses 3-pt jump shot from 28 ft,25,18
116,1,0:00.0,,Offensive rebound by Team,25,18
117,2,11:47.0,,N. Powell misses 2-pt layup from 2 ft (block by A. Baynes),25,18
118,2,11:44.0,,Offensive rebound by O. Anunoby,25,18
119,2,11:44.0,,O. Anunoby makes 2-pt layup from 1 ft,25,20
120,2,11:20.0,J. Tatum misses 2-pt jump shot from 17 ft,,25,20
121,2,11:19.0,,Defensive rebound by J. Valančiūnas,25,20
122,2,11:14.0,,Personal foul by M. Morris (drawn by C. Miles),25,20
123,2,11:14.0,G. Hayward enters the game for M. Morris,,25,20
124,2,11:03.0,,O. Anunoby misses 3-pt jump shot from 24 ft,25,20
125,2,11:00.0,Defensive rebound by T. Rozier,,25,20
126,2,10:55.0,Shooting foul by O. Anunoby (drawn by T. Rozier),,25,20
127,2,10:55.0,T. Rozier makes free throw 1 of 2,,26,20
128,2,10:55.0,,D. Green enters the game for O. Anunoby,26,20
129,2,10:55.0,T. Rozier makes free throw 2 of 2,,27,20
130,2,10:38.0,,D. Green makes 2-pt jump shot from 13 ft (assist by N. Powell),27,22
131,2,10:23.0,Turnover by J. Tatum (bad pass; steal by D. Green),,27,22
132,2,10:15.0,,F. VanVleet misses 3-pt jump shot from 23 ft,27,22
133,2,10:13.0,Defensive rebound by T. Rozier,,27,22
134,2,10:02.0,A. Baynes makes 2-pt hook shot from 7 ft (assist by M. Smart),,29,22
135,2,9:49.0,,D. Green misses 3-pt jump shot from 23 ft,29,22
136,2,9:47.0,,Offensive rebound by J. Valančiūnas,29,22
137,2,9:36.0,,N. Powell misses 2-pt jump shot from 1 ft,29,22
138,2,9:36.0,Defensive rebound by Team,,29,22
139,2,9:28.0,Offensive foul by A. Baynes (drawn by J. Valančiūnas),,29,22
140,2,9:28.0,Turnover by A. Baynes (offensive foul),,29,22
141,2,9:28.0,,K. Leonard enters the game for N. Powell,29,22
142,2,9:14.0,,K. Leonard makes 2-pt layup from 2 ft,29,24
143,2,9:03.0,G. Hayward misses 2-pt jump shot from 8 ft (block by C. Miles),,29,24
144,2,9:03.0,Offensive rebound by Team,,29,24
145,2,8:59.0,J. Tatum misses 2-pt jump shot from 18 ft,,29,24
146,2,8:55.0,,Defensive rebound by K. Leonard,29,24
147,2,8:30.0,,F. VanVleet misses 3-pt jump shot from 26 ft,29,24
148,2,8:27.0,Defensive rebound by M. Smart,,29,24
149,2,8:26.0,J. Tatum makes 2-pt jump shot from 5 ft (assist by M. Smart),,31,24
150,2,8:26.0,K. Irving enters the game for T. Rozier,,31,24
151,2,8:26.0,,K. Lowry enters the game for C. Miles,31,24
152,2,8:02.0,,F. VanVleet makes 3-pt jump shot from 27 ft,31,27
153,2,7:44.0,K. Irving makes 2-pt jump shot from 18 ft (assist by G. Hayward),,33,27
154,2,7:30.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,33,27
155,2,7:27.0,,Offensive rebound by K. Leonard,33,27
156,2,7:26.0,,Shooting foul by M. Smart (drawn by K. Leonard),33,27
157,2,7:26.0,,K. Leonard makes free throw 1 of 2,33,28
158,2,7:26.0,,S. Ibaka enters the game for J. Valančiūnas,33,28
159,2,7:26.0,,K. Leonard makes free throw 2 of 2,33,29
160,2,7:14.0,K. Irving misses 2-pt jump shot from 15 ft,,33,29
161,2,7:12.0,,Defensive rebound by S. Ibaka,33,29
162,2,7:07.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by K. Lowry),33,32
163,2,6:57.0,Personal foul by D. Green (drawn by J. Tatum),,33,32
164,2,6:57.0,,Toronto full timeout,33,32
165,2,6:57.0,A. Horford enters the game for A. Baynes,,33,32
166,2,6:50.0,G. Hayward misses 2-pt layup from 2 ft,,33,32
167,2,6:48.0,Offensive rebound by G. Hayward,,33,32
168,2,6:46.0,J. Tatum misses 3-pt jump shot from 25 ft,,33,32
169,2,6:46.0,Offensive rebound by G. Hayward,,33,32
170,2,6:37.0,K. Irving makes 3-pt jump shot from 27 ft (assist by M. Smart),,36,32
171,2,6:18.0,,K. Lowry makes 3-pt jump shot from 25 ft,36,35
172,2,6:00.0,G. Hayward makes 2-pt jump shot from 11 ft (assist by A. Horford),,38,35
173,2,5:48.0,,K. Lowry makes 2-pt layup from 1 ft,38,37
174,2,5:34.0,K. Irving misses 2-pt layup from 3 ft,,38,37
175,2,5:32.0,,Defensive rebound by K. Leonard,38,37
176,2,5:27.0,,S. Ibaka makes 2-pt jump shot from 20 ft (assist by F. VanVleet),38,39
177,2,5:08.0,J. Tatum makes 2-pt jump shot from 21 ft,,40,39
178,2,4:53.0,,F. VanVleet misses 2-pt layup from 2 ft (block by J. Tatum),40,39
179,2,4:53.0,,Offensive rebound by Team,40,39
180,2,4:53.0,J. Brown enters the game for G. Hayward,,40,39
181,2,4:53.0,M. Morris enters the game for M. Smart,,40,39
182,2,4:53.0,,P. Siakam enters the game for F. VanVleet,40,39
183,2,4:40.0,,K. Leonard misses 2-pt jump shot from 18 ft,40,39
184,2,4:39.0,Defensive rebound by Team,,40,39
185,2,4:39.0,,Loose ball foul by S. Ibaka (drawn by A. Horford),40,39
186,2,4:28.0,A. Horford misses 3-pt jump shot from 26 ft,,40,39
187,2,4:24.0,,Defensive rebound by D. Green,40,39
188,2,4:07.0,,P. Siakam misses 2-pt jump shot from 6 ft (block by K. Irving),40,39
189,2,4:04.0,Defensive rebound by J. Tatum,,40,39
190,2,3:54.0,Offensive foul by J. Tatum (drawn by D. Green),,40,39
191,2,3:54.0,Turnover by J. Tatum (offensive foul),,40,39
192,2,3:37.0,,K. Leonard misses 2-pt layup from 2 ft,40,39
193,2,3:35.0,,Offensive rebound by K. Leonard,40,39
194,2,3:27.0,,K. Leonard misses 2-pt layup from 2 ft (block by M. Morris),40,39
195,2,3:24.0,Defensive rebound by M. Morris,,40,39
196,2,3:24.0,Turnover by K. Irving (bad pass),,40,39
197,2,3:20.0,,K. Leonard misses 2-pt layup from 1 ft,40,39
198,2,3:19.0,Defensive rebound by J. Tatum,,40,39
199,2,3:04.0,K. Irving misses 2-pt jump shot from 16 ft,,40,39
200,2,3:01.0,,Defensive rebound by K. Lowry,40,39
201,2,2:56.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by P. Siakam),40,41
202,2,2:55.0,Boston full timeout,,40,41
203,2,2:42.0,M. Morris makes 2-pt jump shot from 17 ft (assist by J. Tatum),,42,41
204,2,2:16.0,,K. Leonard misses 2-pt jump shot from 13 ft,42,41
205,2,2:16.0,,Offensive rebound by Team,42,41
206,2,2:16.0,Loose ball foul by M. Morris (drawn by S. Ibaka),,42,41
207,2,2:16.0,T. Rozier enters the game for J. Tatum,,42,41
208,2,2:16.0,,F. VanVleet enters the game for D. Green,42,41
209,2,1:59.0,,Turnover by F. VanVleet (bad pass; steal by T. Rozier),42,41
210,2,1:55.0,J. Brown makes 3-pt jump shot from 26 ft (assist by T. Rozier),,45,41
211,2,1:42.0,,Personal foul by T. Rozier (drawn by S. Ibaka),45,41
212,2,1:35.0,,K. Leonard makes 2-pt jump shot from 13 ft,45,43
213,2,1:20.0,K. Irving misses 2-pt layup from 2 ft,,45,43
214,2,1:20.0,Offensive rebound by A. Horford,,45,43
215,2,1:16.0,T. Rozier makes 3-pt jump shot from 28 ft (assist by A. Horford),,48,43
216,2,1:00.0,,K. Leonard misses 2-pt hook shot from 4 ft,48,43
217,2,0:58.0,Defensive rebound by K. Irving,,48,43
218,2,0:44.0,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),,51,43
219,2,0:30.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by K. Lowry),51,46
220,2,0:13.0,K. Irving makes 2-pt layup from 4 ft,,53,46
221,2,0:00.0,,K. Lowry misses 2-pt layup from 1 ft (block by A. Horford),53,46
222,2,0:00.0,,Offensive rebound by F. VanVleet,53,46
223,2,0:00.0,,F. VanVleet makes 3-pt jump shot from 26 ft,53,49
224,3,11:47.0,,P. Siakam makes 2-pt jump shot from 4 ft,53,51
225,3,11:32.0,K. Irving makes 2-pt jump shot from 3 ft,,55,51
226,3,11:18.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by D. Green),55,53
227,3,11:00.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),,58,53
228,3,10:50.0,,Personal foul by J. Brown (drawn by K. Leonard),58,53
229,3,10:38.0,,K. Leonard makes 2-pt jump shot from 16 ft,58,55
230,3,10:25.0,M. Morris misses 3-pt jump shot from 26 ft,,58,55
231,3,10:22.0,Offensive rebound by A. Horford,,58,55
232,3,10:21.0,J. Brown makes 2-pt jump shot from 16 ft (assist by A. Horford),,60,55
233,3,10:03.0,,K. Leonard makes 2-pt jump shot from 8 ft,60,57
234,3,9:50.0,J. Tatum misses 3-pt jump shot from 24 ft,,60,57
235,3,9:47.0,,Defensive rebound by K. Leonard,60,57
236,3,9:43.0,,Personal foul by K. Irving (drawn by K. Leonard),60,57
237,3,9:43.0,M. Smart enters the game for J. Brown,,60,57
238,3,9:31.0,,S. Ibaka makes 2-pt dunk from 2 ft (assist by K. Leonard),60,59
239,3,9:01.0,K. Irving misses 2-pt layup from 2 ft,,60,59
240,3,8:59.0,Offensive rebound by K. Irving,,60,59
241,3,8:59.0,K. Irving misses 2-pt layup at rim,,60,59
242,3,8:58.0,,Defensive rebound by P. Siakam,60,59
243,3,8:53.0,,K. Leonard misses 3-pt jump shot from 26 ft,60,59
244,3,8:51.0,Defensive rebound by A. Horford,,60,59
245,3,8:48.0,Personal foul by K. Lowry (drawn by K. Irving),,60,59
246,3,8:40.0,M. Smart misses 3-pt jump shot from 25 ft,,60,59
247,3,8:37.0,Offensive rebound by K. Irving,,60,59
248,3,8:35.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),,63,59
249,3,8:15.0,,Shooting foul by J. Tatum (drawn by K. Leonard),63,59
250,3,8:15.0,,K. Leonard makes free throw 1 of 2,63,60
251,3,8:15.0,,K. Leonard makes free throw 2 of 2,63,61
252,3,8:00.0,M. Smart makes 2-pt layup from 1 ft,,65,61
253,3,7:53.0,,K. Leonard misses 3-pt jump shot from 27 ft,65,61
254,3,7:51.0,Defensive rebound by A. Horford,,65,61
255,3,7:43.0,A. Horford misses 2-pt dunk from 1 ft,,65,61
256,3,7:43.0,,Defensive rebound by Team,65,61
257,3,7:43.0,Loose ball foul by A. Horford (drawn by S. Ibaka),,65,61
258,3,7:31.0,,P. Siakam misses 2-pt layup from 2 ft,65,61
259,3,7:29.0,Defensive rebound by A. Horford,,65,61
260,3,7:20.0,M. Smart misses 2-pt jump shot from 19 ft,,65,61
261,3,7:16.0,,Defensive rebound by K. Leonard,65,61
262,3,7:13.0,,K. Leonard makes 2-pt layup from 1 ft,65,63
263,3,6:52.0,K. Irving makes 2-pt jump shot from 16 ft,,67,63
264,3,6:37.0,,Toronto full timeout,67,63
265,3,6:37.0,,O. Anunoby enters the game for P. Siakam,67,63
266,3,6:26.0,,Shooting foul by K. Irving (drawn by K. Leonard),67,63
267,3,6:26.0,,K. Leonard makes free throw 1 of 3,67,64
268,3,6:26.0,,K. Leonard makes free throw 2 of 3,67,65
269,3,6:26.0,,K. Leonard makes free throw 3 of 3,67,66
270,3,6:09.0,Personal foul by K. Lowry (drawn by K. Irving),,67,66
271,3,6:05.0,J. Tatum makes 2-pt dunk from 1 ft (assist by A. Horford),,69,66
272,3,6:00.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),69,69
273,3,5:36.0,A. Horford misses 3-pt jump shot from 25 ft,,69,69
274,3,5:33.0,,Defensive rebound by D. Green,69,69
275,3,5:24.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),69,71
276,3,5:11.0,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),,72,71
277,3,4:52.0,,S. Ibaka misses 3-pt jump shot from 26 ft,72,71
278,3,4:50.0,Defensive rebound by J. Tatum,,72,71
279,3,4:38.0,J. Tatum misses 3-pt jump shot from 25 ft,,72,71
280,3,4:35.0,,Defensive rebound by K. Leonard,72,71
281,3,4:18.0,,D. Green makes 3-pt jump shot from 24 ft (assist by S. Ibaka),72,74
282,3,4:02.0,K. Irving makes 2-pt jump shot from 17 ft (assist by M. Smart),,74,74
283,3,3:55.0,,Personal foul by M. Smart (drawn by K. Lowry),74,74
284,3,3:55.0,,K. Lowry misses free throw 1 of 2,74,74
285,3,3:55.0,,Offensive rebound by Team,74,74
286,3,3:55.0,G. Hayward enters the game for M. Morris,,74,74
287,3,3:55.0,T. Rozier enters the game for M. Smart,,74,74
288,3,3:55.0,,F. VanVleet enters the game for K. Leonard,74,74
289,3,3:55.0,,K. Lowry makes free throw 2 of 2,74,75
290,3,3:41.0,Turnover by A. Horford (out of bounds lost ball),,74,75
291,3,3:30.0,,Shooting foul by K. Irving (drawn by K. Lowry),74,75
292,3,3:30.0,,K. Lowry misses free throw 1 of 2,74,75
293,3,3:30.0,,Offensive rebound by Team,74,75
294,3,3:30.0,A. Baynes enters the game for A. Horford,,74,75
295,3,3:30.0,J. Brown enters the game for K. Irving,,74,75
296,3,3:30.0,,J. Valančiūnas enters the game for S. Ibaka,74,75
297,3,3:30.0,,K. Lowry makes free throw 2 of 2,74,76
298,3,3:20.0,Personal foul by O. Anunoby (drawn by A. Baynes),,74,76
299,3,3:15.0,G. Hayward misses 3-pt jump shot from 26 ft,,74,76
300,3,3:11.0,,Defensive rebound by J. Valančiūnas,74,76
301,3,3:05.0,,Personal foul by J. Brown (drawn by J. Valančiūnas),74,76
302,3,3:05.0,,J. Valančiūnas makes free throw 1 of 2,74,77
303,3,3:05.0,,J. Valančiūnas makes free throw 2 of 2,74,78
304,3,2:49.0,J. Tatum misses 2-pt jump shot from 2 ft,,74,78
305,3,2:46.0,Offensive rebound by Team,,74,78
306,3,2:46.0,Boston full timeout,,74,78
307,3,2:46.0,,C. Miles enters the game for K. Lowry,74,78
308,3,2:41.0,T. Rozier misses 3-pt jump shot from 25 ft,,74,78
309,3,2:38.0,,Defensive rebound by D. Green,74,78
310,3,2:35.0,,Turnover by D. Green (bad pass; steal by J. Tatum),74,78
311,3,2:29.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by J. Tatum),,77,78
312,3,2:14.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by F. VanVleet),77,80
313,3,1:55.0,G. Hayward misses 2-pt jump shot from 12 ft,,77,80
314,3,1:55.0,,Defensive rebound by J. Valančiūnas,77,80
315,3,1:46.0,,C. Miles makes 2-pt layup from 3 ft (assist by F. VanVleet),77,82
316,3,1:46.0,G. Hayward makes 2-pt jump shot from 16 ft,,79,82
317,3,1:17.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft,79,82
318,3,1:15.0,Defensive rebound by G. Hayward,,79,82
319,3,1:06.0,A. Baynes misses 3-pt jump shot from 24 ft,,79,82
320,3,1:03.0,Offensive rebound by T. Rozier,,79,82
321,3,0:50.0,Turnover by Team (shot clock),,79,82
322,3,0:50.0,K. Irving enters the game for J. Tatum,,79,82
323,3,0:50.0,,N. Powell enters the game for D. Green,79,82
324,3,0:36.0,,Offensive foul by J. Valančiūnas (drawn by G. Hayward),79,82
325,3,0:36.0,,Turnover by J. Valančiūnas (offensive foul),79,82
326,3,0:28.0,T. Rozier misses 2-pt jump shot from 10 ft,,79,82
327,3,0:25.0,Offensive rebound by A. Baynes,,79,82
328,3,0:24.0,A. Baynes misses 2-pt layup at rim,,79,82
329,3,0:24.0,Offensive rebound by A. Baynes,,79,82
330,3,0:23.0,A. Baynes misses 2-pt layup at rim,,79,82
331,3,0:21.0,Offensive rebound by A. Baynes,,79,82
332,3,0:21.0,A. Baynes misses 2-pt layup at rim,,79,82
333,3,0:21.0,,Defensive rebound by O. Anunoby,79,82
334,3,0:01.0,,Turnover by F. VanVleet (bad pass; steal by G. Hayward),79,82
335,3,0:00.0,J. Brown misses 3-pt jump shot from 27 ft,,79,82
336,3,0:00.0,Offensive rebound by Team,,79,82
337,4,11:57.0,Personal foul by N. Powell (drawn by K. Irving),,79,82
338,4,11:47.0,G. Hayward misses 2-pt jump shot from 18 ft,,79,82
339,4,11:44.0,,Defensive rebound by O. Anunoby,79,82
340,4,11:33.0,,F. VanVleet makes 2-pt layup from 2 ft,79,84
341,4,11:25.0,Shooting foul by J. Valančiūnas (drawn by J. Brown),,79,84
342,4,11:25.0,J. Brown misses free throw 1 of 2,,79,84
343,4,11:25.0,Offensive rebound by Team,,79,84
344,4,11:25.0,M. Smart enters the game for T. Rozier,,79,84
345,4,11:25.0,J. Brown misses free throw 2 of 2,,79,84
346,4,11:23.0,,Defensive rebound by N. Powell,79,84
347,4,11:04.0,,F. VanVleet misses 2-pt layup from 1 ft,79,84
348,4,11:01.0,Defensive rebound by G. Hayward,,79,84
349,4,10:55.0,M. Smart misses 2-pt jump shot from 16 ft,,79,84
350,4,10:52.0,,Defensive rebound by F. VanVleet,79,84
351,4,10:41.0,,F. VanVleet misses 3-pt jump shot from 26 ft,79,84
352,4,10:38.0,Defensive rebound by G. Hayward,,79,84
353,4,10:30.0,K. Irving makes 2-pt layup from 2 ft (assist by G. Hayward),,81,84
354,4,10:18.0,,C. Miles misses 2-pt jump shot from 17 ft (block by M. Smart),81,84
355,4,10:16.0,Defensive rebound by G. Hayward,,81,84
356,4,10:12.0,G. Hayward makes 2-pt layup from 1 ft,,83,84
357,4,10:12.0,Shooting foul by C. Miles (drawn by G. Hayward),,83,84
358,4,10:12.0,G. Hayward makes free throw 1 of 1,,84,84
359,4,10:00.0,,N. Powell misses 2-pt layup from 2 ft,84,84
360,4,10:00.0,Defensive rebound by Team,,84,84
361,4,10:00.0,,Loose ball foul by J. Valančiūnas (drawn by A. Baynes),84,84
362,4,10:00.0,T. Rozier enters the game for K. Irving,,84,84
363,4,9:47.0,T. Rozier misses 2-pt jump shot from 19 ft,,84,84
364,4,9:45.0,Offensive rebound by A. Baynes,,84,84
365,4,9:45.0,A. Baynes misses 2-pt layup at rim,,84,84
366,4,9:45.0,,Defensive rebound by Team,84,84
367,4,9:32.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by F. VanVleet),84,86
368,4,9:16.0,G. Hayward misses 2-pt jump shot from 13 ft,,84,86
369,4,9:13.0,,Defensive rebound by F. VanVleet,84,86
370,4,9:09.0,,C. Miles misses 3-pt jump shot from 27 ft,84,86
371,4,9:07.0,Defensive rebound by G. Hayward,,84,86
372,4,9:03.0,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),,87,86
373,4,8:52.0,,F. VanVleet makes 2-pt layup from 2 ft,87,88
374,4,8:52.0,,Shooting foul by M. Smart (drawn by F. VanVleet),87,88
375,4,8:52.0,A. Horford enters the game for A. Baynes,,87,88
376,4,8:52.0,M. Morris enters the game for G. Hayward,,87,88
377,4,8:52.0,,K. Leonard enters the game for C. Miles,87,88
378,4,8:52.0,,F. VanVleet misses free throw 1 of 1,87,88
379,4,8:52.0,,Offensive rebound by F. VanVleet,87,88
380,4,8:40.0,,N. Powell makes 2-pt jump shot from 15 ft,87,90
381,4,8:38.0,Boston full timeout,,87,90
382,4,8:38.0,,S. Ibaka enters the game for J. Valančiūnas,87,90
383,4,8:23.0,J. Brown misses 2-pt layup from 2 ft,,87,90
384,4,8:19.0,Offensive rebound by J. Brown,,87,90
