,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
62,1,3:26.0,Turnover by M. Morris (lost ball; steal by D. Mitchell),,14,23
63,1,3:26.0,,Personal take foul by M. Plumlee (drawn by D. Mitchell),14,23
64,1,3:26.0,T. Lyles enters the game for N. Jokić,,14,23
65,1,3:15.0,,K. Korver misses 3-pt jump shot from 24 ft,14,23
66,1,3:12.0,,Offensive rebound by J. Crowder,14,23
67,1,3:09.0,,J. Crowder misses 3-pt jump shot from 23 ft,14,23
68,1,3:08.0,,Offensive rebound by D. Mitchell,14,23
69,1,3:07.0,,D. Mitchell makes 2-pt layup from 2 ft,14,25
70,1,3:07.0,Denver full timeout,,14,25
71,1,3:07.0,M. Beasley enters the game for T. Craig,,14,25
72,1,3:07.0,,D. Favors enters the game for R. Gobert,14,25
73,1,3:07.0,,J. Ingles enters the game for D. Mitchell,14,25
74,1,2:49.0,W. Barton misses 2-pt jump shot from 21 ft,,14,25
75,1,2:46.0,Offensive rebound by M. Plumlee,,14,25
76,1,2:46.0,Shooting foul by J. Crowder (drawn by M. Plumlee),,14,25
77,1,2:46.0,,Technical foul by D. Favors,14,25
78,1,2:46.0,,D. Favors ejected from game,14,25
79,1,2:46.0,Technical foul by M. Plumlee,,14,25
80,1,2:46.0,M. Plumlee ejected from game,,14,25
81,1,2:46.0,Technical foul by W. Barton,,14,25
82,1,2:46.0,,Technical foul by R. O'Neale,14,25
83,1,2:46.0,T. Craig enters the game for M. Plumlee,,14,25
84,1,2:46.0,,E. Udoh enters the game for D. Favors,14,25
85,1,2:46.0,T. Craig misses free throw 1 of 2,,14,25
86,1,2:46.0,Offensive rebound by Team,,14,25
87,1,2:46.0,T. Craig misses free throw 2 of 2,,14,25
88,1,2:45.0,,Defensive rebound by J. Crowder,14,25
89,1,2:28.0,,K. Korver misses 3-pt jump shot from 25 ft,14,25
90,1,2:25.0,Defensive rebound by W. Barton,,14,25
91,1,2:17.0,T. Lyles misses 3-pt jump shot from 25 ft,,14,25
92,1,2:14.0,Offensive rebound by T. Craig,,14,25
93,1,2:14.0,T. Craig makes 2-pt layup from 2 ft,,16,25
94,1,2:03.0,,Turnover by J. Ingles (lost ball; steal by W. Barton),16,25
95,1,1:58.0,T. Craig makes 2-pt layup from 2 ft (assist by W. Barton),,18,25
96,1,1:35.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by R. O'Neale),18,28
97,1,1:17.0,T. Lyles misses 2-pt layup from 3 ft (block by E. Udoh),,18,28
98,1,1:15.0,,Defensive rebound by R. O'Neale,18,28
99,1,1:07.0,,Turnover by R. O'Neale (bad pass; steal by T. Lyles),18,28
100,1,0:57.0,M. Morris makes 2-pt jump shot from 20 ft (assist by W. Barton),,20,28
101,1,0:43.0,,E. Udoh misses 2-pt layup from 3 ft (block by T. Craig),20,28
102,1,0:39.0,Defensive rebound by T. Craig,,20,28
103,1,0:31.0,W. Barton makes 2-pt layup from 3 ft,,22,28
104,1,0:20.0,,E. Udoh makes 2-pt layup from 3 ft (assist by J. Ingles),22,30
105,1,0:01.0,T. Lyles makes 2-pt layup from 2 ft (assist by W. Barton),,24,30
106,1,0:01.0,,R. O'Neale misses 3-pt jump shot from 60 ft,24,30
107,1,0:00.0,,Offensive rebound by Team,24,30
108,2,11:47.0,N. Jokić makes 2-pt jump shot from 14 ft (assist by T. Lyles),,26,30
109,2,11:27.0,,J. Crowder misses 2-pt jump shot from 23 ft,26,30
110,2,11:25.0,Defensive rebound by N. Jokić,,26,30
111,2,11:08.0,W. Barton makes 2-pt layup from 1 ft,,28,30
112,2,10:53.0,,R. Gobert misses 2-pt layup from 5 ft,28,30
113,2,10:51.0,Defensive rebound by M. Morris,,28,30
114,2,10:48.0,W. Barton makes 3-pt jump shot from 25 ft,,31,30
115,2,10:32.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),31,32
116,2,10:14.0,Turnover by W. Barton (traveling),,31,32
117,2,10:06.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),31,34
118,2,10:06.0,,Shooting foul by T. Lyles (drawn by R. Gobert),31,34
119,2,10:06.0,,R. Gobert makes free throw 1 of 1,31,35
120,2,9:51.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,34,35
121,2,9:28.0,,Turnover by J. Crowder (step out of bounds),34,35
122,2,9:28.0,,K. Korver enters the game for J. Ingles,34,35
123,2,9:18.0,N. Jokić misses 3-pt jump shot from 25 ft,,34,35
124,2,9:15.0,,Defensive rebound by J. Crowder,34,35
125,2,9:04.0,,R. Rubio misses 3-pt jump shot from 25 ft,34,35
126,2,9:01.0,,Offensive rebound by R. Gobert,34,35
127,2,9:00.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Gobert),34,38
128,2,8:43.0,Shooting foul by R. Gobert (drawn by N. Jokić),,34,38
129,2,8:43.0,N. Jokić makes free throw 1 of 2,,35,38
130,2,8:43.0,,D. Mitchell enters the game for G. Allen,35,38
131,2,8:43.0,,R. O'Neale enters the game for R. Gobert,35,38
132,2,8:43.0,,E. Udoh enters the game for R. Rubio,35,38
133,2,8:43.0,N. Jokić makes free throw 2 of 2,,36,38
134,2,8:29.0,,D. Mitchell makes 2-pt jump shot from 13 ft,36,40
135,2,8:08.0,T. Lyles makes 2-pt dunk from 1 ft,,38,40
136,2,8:01.0,,D. Mitchell misses 2-pt layup from 4 ft,38,40
137,2,7:59.0,Defensive rebound by N. Jokić,,38,40
138,2,7:51.0,M. Morris makes 2-pt jump shot from 9 ft (assist by N. Jokić),,40,40
139,2,7:42.0,,Utah full timeout,40,40
140,2,7:42.0,P. Millsap enters the game for M. Beasley,,40,40
141,2,7:42.0,J. Murray enters the game for N. Jokić,,40,40
142,2,7:42.0,,G. Niang enters the game for J. Crowder,40,40
143,2,7:35.0,,K. Korver misses 2-pt jump shot from 21 ft,40,40
144,2,7:31.0,Defensive rebound by P. Millsap,,40,40
145,2,7:09.0,T. Lyles misses 3-pt jump shot from 25 ft,,40,40
146,2,7:06.0,,Defensive rebound by D. Mitchell,40,40
147,2,7:01.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Mitchell),40,43
148,2,6:35.0,P. Millsap misses 2-pt jump shot from 15 ft,,40,43
149,2,6:31.0,,Defensive rebound by R. O'Neale,40,43
150,2,6:18.0,,G. Niang misses 3-pt jump shot from 25 ft,40,43
151,2,6:15.0,Defensive rebound by T. Lyles,,40,43
152,2,6:00.0,Personal foul by D. Mitchell (drawn by T. Lyles),,40,43
153,2,6:00.0,G. Harris enters the game for W. Barton,,40,43
154,2,6:00.0,,J. Ingles enters the game for K. Korver,40,43
155,2,5:56.0,T. Lyles makes 2-pt jump shot from 7 ft (assist by J. Murray),,42,43
156,2,5:36.0,,J. Ingles makes 3-pt jump shot from 28 ft (assist by E. Udoh),42,46
157,2,5:34.0,Denver full timeout,,42,46
158,2,5:34.0,T. Craig enters the game for T. Lyles,,42,46
159,2,5:34.0,N. Jokić enters the game for M. Morris,,42,46
160,2,5:25.0,Personal foul by G. Niang (drawn by P. Millsap),,42,46
161,2,5:16.0,P. Millsap misses 2-pt jump shot from 8 ft,,42,46
162,2,5:13.0,,Defensive rebound by E. Udoh,42,46
163,2,5:06.0,,Turnover by J. Ingles (bad pass),42,46
164,2,4:52.0,Shooting foul by E. Udoh (drawn by G. Harris),,42,46
165,2,4:52.0,G. Harris makes free throw 1 of 2,,43,46
166,2,4:52.0,,J. Crowder enters the game for G. Niang,43,46
167,2,4:52.0,,R. Gobert enters the game for R. O'Neale,43,46
168,2,4:52.0,,R. Rubio enters the game for E. Udoh,43,46
169,2,4:52.0,G. Harris makes free throw 2 of 2,,44,46
170,2,4:39.0,,Turnover by D. Mitchell (lost ball; steal by N. Jokić),44,46
171,2,4:24.0,N. Jokić makes 2-pt hook shot from 6 ft,,46,46
172,2,4:12.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),46,49
173,2,3:59.0,J. Murray misses 2-pt jump shot from 16 ft,,46,49
174,2,3:56.0,,Defensive rebound by J. Ingles,46,49
175,2,3:48.0,,R. Rubio misses 3-pt jump shot from 26 ft,46,49
176,2,3:45.0,Defensive rebound by T. Craig,,46,49
177,2,3:42.0,N. Jokić makes 2-pt layup from 4 ft (assist by T. Craig),,48,49
178,2,3:42.0,,Violation by Team (def goaltending),48,49
179,2,3:28.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),48,52
180,2,3:16.0,G. Harris makes 2-pt jump shot from 12 ft (assist by N. Jokić),,50,52
181,2,2:55.0,,J. Ingles misses 3-pt jump shot from 25 ft,50,52
182,2,2:52.0,,Offensive rebound by R. Gobert,50,52
183,2,2:46.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by R. Rubio),50,55
184,2,2:30.0,J. Murray misses 2-pt jump shot from 7 ft,,50,55
185,2,2:27.0,Offensive rebound by P. Millsap,,50,55
186,2,2:21.0,Turnover by N. Jokić (traveling),,50,55
187,2,2:21.0,M. Morris enters the game for J. Murray,,50,55
188,2,2:11.0,,Personal foul by M. Morris (drawn by D. Mitchell),50,55
189,2,2:06.0,,Personal foul by T. Craig (drawn by D. Mitchell),50,55
190,2,2:05.0,,D. Mitchell misses 3-pt jump shot from 27 ft,50,55
191,2,2:03.0,,Offensive rebound by Team,50,55
192,2,2:03.0,Loose ball foul by G. Harris (drawn by J. Ingles),,50,55
193,2,1:52.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),50,57
194,2,1:37.0,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,53,57
195,2,1:21.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Rubio),53,60
196,2,1:01.0,G. Harris misses 3-pt jump shot from 26 ft,,53,60
197,2,0:58.0,,Defensive rebound by R. Gobert,53,60
198,2,0:50.0,,J. Ingles misses 3-pt jump shot from 23 ft,53,60
199,2,0:46.0,Defensive rebound by G. Harris,,53,60
200,2,0:43.0,G. Harris makes 2-pt dunk from 2 ft,,55,60
201,2,0:35.0,,D. Mitchell makes 3-pt jump shot from 25 ft,55,63
202,2,0:23.0,N. Jokić makes 2-pt layup from 2 ft,,57,63
203,2,0:23.0,Shooting foul by J. Ingles (drawn by N. Jokić),,57,63
204,2,0:23.0,M. Beasley enters the game for G. Harris,,57,63
205,2,0:23.0,N. Jokić makes free throw 1 of 1,,58,63
206,2,0:04.0,,R. Rubio misses 3-pt jump shot from 26 ft,58,63
207,2,0:02.0,,Offensive rebound by R. Gobert,58,63
208,2,0:02.0,,R. Gobert misses 2-pt layup from 1 ft,58,63
209,2,0:02.0,,Offensive rebound by R. Gobert,58,63
210,2,0:02.0,,R. Gobert makes 2-pt layup from 1 ft,58,65
211,2,0:01.0,N. Jokić misses 3-pt jump shot from 75 ft,,58,65
212,2,0:00.0,Offensive rebound by Team,,58,65
213,3,11:48.0,N. Jokić misses 2-pt jump shot from 16 ft,,58,65
214,3,11:44.0,,Defensive rebound by J. Ingles,58,65
215,3,11:31.0,,D. Mitchell misses 2-pt jump shot from 10 ft (block by T. Craig),58,65
216,3,11:30.0,,Offensive rebound by D. Mitchell,58,65
217,3,11:30.0,,Shooting foul by N. Jokić (drawn by D. Mitchell),58,65
218,3,11:30.0,,D. Mitchell makes free throw 1 of 2,58,66
219,3,11:30.0,,D. Mitchell makes free throw 2 of 2,58,67
220,3,11:19.0,P. Millsap misses 3-pt jump shot from 24 ft,,58,67
221,3,11:17.0,Offensive rebound by T. Craig,,58,67
222,3,11:15.0,P. Millsap misses 3-pt jump shot from 23 ft,,58,67
223,3,11:12.0,,Defensive rebound by R. Gobert,58,67
224,3,11:02.0,,J. Crowder misses 3-pt jump shot from 23 ft,58,67
225,3,10:58.0,Defensive rebound by N. Jokić,,58,67
226,3,10:51.0,Personal foul by R. Rubio (drawn by J. Murray),,58,67
227,3,10:38.0,N. Jokić makes 2-pt hook shot from 7 ft,,60,67
228,3,10:21.0,,Shooting foul by P. Millsap (drawn by R. Gobert),60,67
229,3,10:21.0,,R. Gobert misses free throw 1 of 2,60,67
230,3,10:21.0,,Offensive rebound by Team,60,67
231,3,10:21.0,,R. Gobert makes free throw 2 of 2,60,68
232,3,10:10.0,G. Harris makes 2-pt jump shot from 18 ft (assist by N. Jokić),,62,68
233,3,9:52.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Ingles),62,71
234,3,9:36.0,Personal foul by R. Rubio (drawn by J. Murray),,62,71
235,3,9:31.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by J. Murray),,64,71
236,3,9:09.0,,R. Gobert misses 2-pt layup from 2 ft,64,71
237,3,9:07.0,Defensive rebound by N. Jokić,,64,71
238,3,8:57.0,P. Millsap misses 2-pt layup from 4 ft (block by J. Ingles),,64,71
239,3,8:57.0,,Defensive rebound by Team,64,71
240,3,8:42.0,,Turnover by J. Crowder (bad pass; steal by N. Jokić),64,71
241,3,8:37.0,Offensive foul by J. Murray (drawn by R. Rubio),,64,71
242,3,8:37.0,Turnover by J. Murray (offensive foul),,64,71
243,3,8:23.0,,R. Rubio makes 2-pt jump shot from 11 ft (assist by R. Gobert),64,73
244,3,8:21.0,Denver full timeout,,64,73
245,3,8:21.0,,R. O'Neale enters the game for R. Rubio,64,73
246,3,8:11.0,Turnover by N. Jokić (bad pass; steal by R. O'Neale),,64,73
247,3,8:06.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,73
248,3,8:03.0,Defensive rebound by N. Jokić,,64,73
249,3,7:54.0,Turnover by P. Millsap (lost ball; steal by R. O'Neale),,64,73
250,3,7:49.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. O'Neale),64,76
251,3,7:24.0,N. Jokić misses 2-pt jump shot from 22 ft,,64,76
252,3,7:22.0,,Defensive rebound by J. Ingles,64,76
253,3,7:17.0,,Personal foul by G. Harris (drawn by J. Ingles),64,76
254,3,7:17.0,T. Lyles enters the game for P. Millsap,,64,76
255,3,7:09.0,,D. Mitchell misses 2-pt jump shot from 8 ft,64,76
256,3,7:05.0,Defensive rebound by G. Harris,,64,76
257,3,7:00.0,Turnover by G. Harris (bad pass),,64,76
258,3,6:45.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by J. Ingles),64,79
259,3,6:22.0,Shooting foul by R. O'Neale (drawn by J. Murray),,64,79
260,3,6:22.0,J. Murray misses free throw 1 of 3,,64,79
261,3,6:22.0,Offensive rebound by Team,,64,79
262,3,6:22.0,J. Murray makes free throw 2 of 3,,65,79
263,3,6:22.0,W. Barton enters the game for T. Craig,,65,79
264,3,6:22.0,J. Murray makes free throw 3 of 3,,66,79
265,3,6:14.0,,R. Gobert misses 2-pt layup from 2 ft,66,79
266,3,6:12.0,Defensive rebound by T. Lyles,,66,79
267,3,5:50.0,Turnover by W. Barton (lost ball; steal by R. O'Neale),,66,79
268,3,5:41.0,,J. Ingles misses 3-pt jump shot from 27 ft,66,79
269,3,5:38.0,,Offensive rebound by R. Gobert,66,79
270,3,5:23.0,,J. Ingles makes 2-pt jump shot from 13 ft (assist by D. Mitchell),66,81
271,3,5:12.0,G. Harris makes 2-pt jump shot from 12 ft,,68,81
272,3,4:57.0,,D. Mitchell misses 3-pt jump shot from 25 ft,68,81
273,3,4:53.0,Defensive rebound by N. Jokić,,68,81
274,3,4:45.0,N. Jokić misses 3-pt jump shot from 25 ft,,68,81
275,3,4:42.0,,Defensive rebound by J. Crowder,68,81
276,3,4:31.0,,Shooting foul by T. Lyles (drawn by J. Crowder),68,81
277,3,4:31.0,,J. Crowder makes free throw 1 of 2,68,82
278,3,4:31.0,M. Morris enters the game for G. Harris,,68,82
279,3,4:31.0,,K. Korver enters the game for J. Ingles,68,82
280,3,4:31.0,,Violation by Team (delay of game),68,82
281,3,4:31.0,,J. Crowder misses free throw 2 of 2,68,82
282,3,4:27.0,Defensive rebound by T. Lyles,,68,82
283,3,4:11.0,N. Jokić makes 2-pt layup from 3 ft,,70,82
284,3,3:59.0,,D. Mitchell makes 2-pt layup from 2 ft,70,84
285,3,3:48.0,Turnover by J. Murray (lost ball; steal by D. Mitchell),,70,84
286,3,3:32.0,,Turnover by R. O'Neale (step out of bounds),70,84
287,3,3:32.0,T. Craig enters the game for J. Murray,,70,84
288,3,3:14.0,T. Craig misses 2-pt layup from 6 ft (block by R. Gobert),,70,84
289,3,3:13.0,Offensive rebound by Team,,70,84
290,3,3:13.0,,J. Ingles enters the game for J. Crowder,70,84
291,3,3:13.0,,G. Niang enters the game for D. Mitchell,70,84
292,3,3:10.0,Turnover by W. Barton (back court),,70,84
293,3,3:03.0,,J. Ingles misses 2-pt layup from 3 ft,70,84
294,3,3:01.0,Defensive rebound by N. Jokić,,70,84
295,3,2:50.0,T. Lyles makes 2-pt dunk from 2 ft,,72,84
296,3,2:39.0,,Utah full timeout,72,84
297,3,2:39.0,J. Hernangómez enters the game for N. Jokić,,72,84
298,3,2:31.0,,Turnover by K. Korver (bad pass; steal by T. Craig),72,84
299,3,2:25.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Lyles),,75,84
300,3,2:09.0,,G. Niang misses 3-pt jump shot from 24 ft,75,84
301,3,2:07.0,,Offensive rebound by Team,75,84
302,3,2:07.0,Loose ball foul by T. Lyles (drawn by R. Gobert),,75,84
303,3,2:07.0,,R. Gobert makes free throw 1 of 2,75,85
304,3,2:07.0,,R. Rubio enters the game for K. Korver,75,85
305,3,2:07.0,,R. Gobert makes free throw 2 of 2,75,86
306,3,1:57.0,T. Lyles misses 3-pt jump shot from 26 ft,,75,86
307,3,1:53.0,,Defensive rebound by R. Rubio,75,86
308,3,1:44.0,,Turnover by R. O'Neale (step out of bounds),75,86
309,3,1:44.0,,E. Udoh enters the game for R. Gobert,75,86
310,3,1:37.0,Shooting foul by R. O'Neale (drawn by W. Barton),,75,86
311,3,1:37.0,W. Barton makes free throw 1 of 2,,76,86
312,3,1:37.0,W. Barton makes free throw 2 of 2,,77,86
313,3,1:26.0,,R. O'Neale misses 3-pt jump shot from 25 ft,77,86
314,3,1:23.0,Defensive rebound by T. Craig,,77,86
315,3,1:12.0,T. Lyles misses 2-pt jump shot from 8 ft,,77,86
316,3,1:10.0,,Defensive rebound by E. Udoh,77,86
317,3,0:56.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by J. Ingles),77,88
318,3,0:34.0,W. Barton misses 3-pt jump shot from 26 ft,,77,88
319,3,0:31.0,Offensive rebound by Team,,77,88
320,3,0:19.0,W. Barton makes 3-pt jump shot from 25 ft,,80,88
321,3,0:01.0,,E. Udoh misses 2-pt layup from 3 ft (block by W. Barton),80,88
322,3,0:00.0,,Offensive rebound by Team,80,88
323,4,11:50.0,,Turnover by J. Ingles (bad pass; steal by T. Craig),80,88
324,4,11:45.0,T. Lyles makes 2-pt layup from 3 ft (assist by W. Barton),,82,88
325,4,11:33.0,,D. Mitchell makes 2-pt layup from 2 ft,82,90
326,4,11:19.0,Personal foul by J. Ingles (drawn by W. Barton),,82,90
327,4,11:13.0,T. Lyles misses 3-pt jump shot from 26 ft,,82,90
328,4,11:11.0,Offensive rebound by Team,,82,90
329,4,11:11.0,,Loose ball foul by G. Niang (drawn by J. Hernangómez),82,90
330,4,11:04.0,W. Barton makes 2-pt jump shot from 8 ft,,84,90
331,4,10:47.0,,D. Mitchell misses 2-pt jump shot from 9 ft,84,90
332,4,10:44.0,,Offensive rebound by E. Udoh,84,90
333,4,10:44.0,,E. Udoh misses 2-pt layup from 2 ft,84,90
334,4,10:44.0,Defensive rebound by W. Barton,,84,90
335,4,10:27.0,T. Craig misses 3-pt jump shot from 26 ft,,84,90
336,4,10:23.0,,Defensive rebound by D. Mitchell,84,90
337,4,10:18.0,,G. Niang misses 2-pt layup from 3 ft (block by J. Hernangómez),84,90
338,4,10:15.0,Defensive rebound by T. Craig,,84,90
339,4,10:06.0,T. Lyles makes 2-pt jump shot from 16 ft,,86,90
340,4,9:46.0,,Shooting foul by T. Craig (drawn by E. Udoh),86,90
341,4,9:46.0,,E. Udoh makes free throw 1 of 2,86,91
342,4,9:46.0,,R. O'Neale enters the game for J. Ingles,86,91
343,4,9:46.0,,E. Udoh makes free throw 2 of 2,86,92
344,4,9:36.0,T. Lyles misses 2-pt jump shot from 9 ft,,86,92
345,4,9:34.0,,Defensive rebound by K. Korver,86,92
346,4,9:22.0,,Turnover by D. Mitchell (bad pass; steal by J. Hernangómez),86,92
347,4,9:18.0,Personal foul by D. Mitchell (drawn by W. Barton),,86,92
348,4,9:18.0,N. Jokić enters the game for T. Lyles,,86,92
349,4,9:18.0,,R. Gobert enters the game for E. Udoh,86,92
350,4,9:07.0,N. Jokić misses 2-pt jump shot from 22 ft,,86,92
351,4,9:04.0,Offensive rebound by W. Barton,,86,92
352,4,8:59.0,T. Craig misses 2-pt jump shot from 18 ft,,86,92
353,4,8:57.0,,Defensive rebound by Team,86,92
354,4,8:57.0,Loose ball foul by N. Jokić (drawn by R. Gobert),,86,92
355,4,8:57.0,J. Murray enters the game for J. Hernangómez,,86,92
356,4,8:46.0,,D. Mitchell makes 2-pt layup from 2 ft,86,94
357,4,8:46.0,,Shooting foul by W. Barton (drawn by D. Mitchell),86,94
358,4,8:46.0,,D. Mitchell makes free throw 1 of 1,86,95
359,4,8:37.0,,Violation by Team (kicked ball),86,95
360,4,8:27.0,N. Jokić misses 3-pt jump shot from 25 ft,,86,95
361,4,8:25.0,,Defensive rebound by Team,86,95
362,4,8:11.0,,D. Mitchell makes 3-pt jump shot from 24 ft,86,98
363,4,8:10.0,Denver full timeout,,86,98
364,4,8:10.0,G. Harris enters the game for M. Morris,,86,98
365,4,8:10.0,,J. Crowder enters the game for G. Niang,86,98
366,4,8:01.0,Shooting foul by R. Gobert (drawn by G. Harris),,86,98
367,4,8:01.0,G. Harris makes free throw 1 of 2,,87,98
368,4,8:01.0,G. Harris makes free throw 2 of 2,,88,98
369,4,7:50.0,,D. Mitchell misses 3-pt jump shot from 26 ft,88,98
370,4,7:45.0,,Offensive rebound by R. Gobert,88,98
371,4,7:45.0,,R. Gobert misses 2-pt layup at rim,88,98
372,4,7:44.0,Defensive rebound by N. Jokić,,88,98
373,4,7:41.0,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),,91,98
374,4,7:26.0,,D. Mitchell misses 2-pt layup from 3 ft (block by T. Craig),91,98
375,4,7:24.0,,Offensive rebound by K. Korver,91,98
376,4,7:24.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Korver),91,101
377,4,7:24.0,,Shooting foul by W. Barton (drawn by J. Crowder),91,101
378,4,7:24.0,,J. Crowder makes free throw 1 of 1,91,102
379,4,7:13.0,J. Murray misses 2-pt jump shot from 12 ft,,91,102
380,4,7:09.0,,Defensive rebound by J. Crowder,91,102
381,4,7:03.0,,K. Korver misses 3-pt jump shot from 23 ft,91,102
382,4,7:00.0,Defensive rebound by W. Barton,,91,102
383,4,6:55.0,W. Barton misses 2-pt layup from 4 ft (block by D. Mitchell),,91,102
