,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
379,4,10:26.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Frazier),,101,89
380,4,10:26.0,Shooting foul by B. Bogdanović (drawn by J. Randle),,101,89
381,4,10:26.0,,W. Cauley-Stein enters the game for N. Bjelica,101,89
382,4,10:26.0,,D. Fox enters the game for K. Koufos,101,89
383,4,10:26.0,J. Randle misses free throw 1 of 1,,101,89
384,4,10:22.0,,Defensive rebound by W. Cauley-Stein,101,89
385,4,10:19.0,,Personal foul by T. Frazier (drawn by D. Fox),101,89
386,4,10:10.0,,W. Cauley-Stein misses 2-pt hook shot from 7 ft,101,89
387,4,10:08.0,Defensive rebound by J. Randle,,101,89
388,4,9:57.0,D. Miller misses 3-pt jump shot from 25 ft,,101,89
389,4,9:53.0,,Defensive rebound by W. Cauley-Stein,101,89
390,4,9:45.0,,D. Fox misses 2-pt layup from 7 ft (block by D. Miller),101,89
391,4,9:42.0,Defensive rebound by J. Randle,,101,89
392,4,9:40.0,J. Randle misses 2-pt layup from 2 ft,,101,89
393,4,9:37.0,,Defensive rebound by W. Cauley-Stein,101,89
394,4,9:32.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),101,92
395,4,9:11.0,T. Frazier misses 2-pt layup from 3 ft,,101,92
396,4,9:09.0,,Defensive rebound by W. Cauley-Stein,101,92
397,4,9:07.0,,B. Bogdanović makes 2-pt dunk from 2 ft (assist by D. Fox),101,94
398,4,9:07.0,New Orleans full timeout,,101,94
399,4,9:07.0,A. Davis enters the game for S. Hill,,101,94
400,4,9:07.0,J. Holiday enters the game for E. Moore,,101,94
401,4,8:53.0,J. Holiday misses 2-pt jump shot from 7 ft,,101,94
402,4,8:49.0,Offensive rebound by J. Holiday,,101,94
403,4,8:44.0,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),,103,94
404,4,8:21.0,,B. Hield misses 2-pt jump shot from 14 ft (block by A. Davis),103,94
405,4,8:17.0,Defensive rebound by J. Holiday,,103,94
406,4,8:14.0,Turnover by J. Holiday (bad pass; steal by W. Cauley-Stein),,103,94
407,4,8:08.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,103,94
408,4,8:03.0,,Offensive rebound by W. Cauley-Stein,103,94
409,4,8:01.0,,J. Jackson misses 3-pt jump shot from 23 ft,103,94
410,4,8:01.0,Defensive rebound by A. Davis,,103,94
411,4,7:38.0,A. Davis misses 2-pt jump shot from 22 ft,,103,94
412,4,7:37.0,Offensive rebound by T. Frazier,,103,94
413,4,7:37.0,Shooting foul by D. Fox (drawn by T. Frazier),,103,94
414,4,7:37.0,T. Frazier makes free throw 1 of 2,,104,94
415,4,7:37.0,T. Frazier makes free throw 2 of 2,,105,94
416,4,7:28.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),105,97
417,4,7:11.0,J. Randle misses 2-pt layup from 5 ft,,105,97
418,4,7:09.0,,Defensive rebound by W. Cauley-Stein,105,97
419,4,7:01.0,,Personal foul by J. Randle (drawn by B. Bogdanović),105,97
420,4,6:52.0,,D. Fox misses 2-pt layup from 4 ft (block by A. Davis),105,97
421,4,6:52.0,,Offensive rebound by Team,105,97
422,4,6:52.0,S. Hill enters the game for J. Randle,,105,97
423,4,6:46.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),105,100
424,4,6:31.0,S. Hill misses 2-pt dunk from 2 ft (block by W. Cauley-Stein),,105,100
425,4,6:31.0,Offensive rebound by Team,,105,100
426,4,6:30.0,Turnover by T. Frazier (step out of bounds),,105,100
427,4,6:20.0,,D. Fox misses 2-pt jump shot from 7 ft,105,100
428,4,6:18.0,Defensive rebound by A. Davis,,105,100
429,4,6:11.0,A. Davis misses 2-pt layup from 3 ft,,105,100
430,4,6:09.0,,Defensive rebound by W. Cauley-Stein,105,100
431,4,6:03.0,,D. Fox makes 2-pt layup from 2 ft (assist by B. Bogdanović),105,102
432,4,5:51.0,J. Holiday misses 2-pt layup from 4 ft,,105,102
433,4,5:49.0,Offensive rebound by S. Hill,,105,102
434,4,5:38.0,Turnover by Team (shot clock),,105,102
435,4,5:29.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by D. Fox),105,105
436,4,5:29.0,,Shooting foul by J. Holiday (drawn by B. Hield),105,105
437,4,5:29.0,E. Moore enters the game for T. Frazier,,105,105
438,4,5:29.0,,B. Hield misses free throw 1 of 1,105,105
439,4,5:25.0,Defensive rebound by A. Davis,,105,105
440,4,5:10.0,A. Davis misses 2-pt jump shot from 17 ft,,105,105
441,4,5:07.0,Offensive rebound by S. Hill,,105,105
442,4,5:05.0,Turnover by S. Hill (bad pass; steal by J. Jackson),,105,105
443,4,5:01.0,,B. Hield makes 2-pt layup from 3 ft (assist by J. Jackson),105,107
444,4,5:01.0,New Orleans full timeout,,105,107
445,4,5:01.0,J. Randle enters the game for S. Hill,,105,107
446,4,4:48.0,E. Moore misses 3-pt jump shot from 22 ft,,105,107
447,4,4:46.0,,Defensive rebound by W. Cauley-Stein,105,107
448,4,4:38.0,,Shooting foul by D. Miller (drawn by D. Fox),105,107
449,4,4:38.0,,D. Fox makes free throw 1 of 2,105,108
450,4,4:38.0,,D. Fox misses free throw 2 of 2,105,108
451,4,4:35.0,Defensive rebound by J. Randle,,105,108
452,4,4:25.0,A. Davis misses 3-pt jump shot from 25 ft,,105,108
453,4,4:21.0,,Defensive rebound by B. Bogdanović,105,108
454,4,4:05.0,,J. Jackson misses 3-pt jump shot from 26 ft,105,108
455,4,4:01.0,Defensive rebound by A. Davis,,105,108
456,4,3:46.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Randle),,108,108
457,4,3:29.0,,Turnover by D. Fox (bad pass; steal by A. Davis),108,108
458,4,3:19.0,Turnover by A. Davis (bad pass; steal by W. Cauley-Stein),,108,108
459,4,3:16.0,,Turnover by B. Bogdanović (bad pass),108,108
460,4,2:56.0,J. Randle makes 2-pt layup from 2 ft,,110,108
461,4,2:56.0,,Sacramento full timeout,110,108
462,4,2:56.0,,N. Bjelica enters the game for J. Jackson,110,108
463,4,2:45.0,,W. Cauley-Stein misses 2-pt dunk from 3 ft (block by D. Miller),110,108
464,4,2:44.0,,Offensive rebound by Team,110,108
465,4,2:40.0,,B. Hield misses 2-pt jump shot from 22 ft,110,108
466,4,2:40.0,,Offensive rebound by W. Cauley-Stein,110,108
467,4,2:40.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,110,110
468,4,2:40.0,,Shooting foul by J. Holiday (drawn by W. Cauley-Stein),110,110
469,4,2:40.0,,W. Cauley-Stein makes free throw 1 of 1,110,111
470,4,2:21.0,J. Randle misses 2-pt jump shot from 6 ft,,110,111
471,4,2:17.0,,Defensive rebound by B. Hield,110,111
472,4,2:03.0,,Shooting foul by A. Davis (drawn by D. Fox),110,111
473,4,2:03.0,,D. Fox makes free throw 1 of 2,110,112
474,4,2:03.0,,D. Fox makes free throw 2 of 2,110,113
475,4,1:42.0,E. Moore makes 2-pt jump shot from 7 ft (assist by A. Davis),,112,113
476,4,1:25.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),112,115
477,4,1:10.0,J. Holiday misses 2-pt jump shot from 16 ft,,112,115
478,4,1:10.0,,Defensive rebound by Team,112,115
479,4,1:10.0,Loose ball foul by J. Randle (drawn by N. Bjelica),,112,115
480,4,1:10.0,,N. Bjelica makes free throw 1 of 2,112,116
481,4,1:10.0,,N. Bjelica makes free throw 2 of 2,112,117
482,4,0:47.0,D. Miller misses 3-pt jump shot from 25 ft,,112,117
483,4,0:45.0,,Defensive rebound by N. Bjelica,112,117
484,4,0:25.0,,B. Bogdanović makes 2-pt layup from 2 ft,112,119
485,4,0:25.0,New Orleans full timeout,,112,119
486,4,0:18.0,J. Randle makes 2-pt layup from 1 ft,,114,119
487,4,0:18.0,,Away from play foul by D. Miller (drawn by B. Bogdanović),114,119
488,4,0:18.0,F. Jackson enters the game for D. Miller,,114,119
489,4,0:18.0,,B. Bogdanović makes free throw 1 of 1,114,120
490,4,0:17.0,,Personal take foul by F. Jackson (drawn by B. Bogdanović),114,120
491,4,0:17.0,,B. Bogdanović makes free throw 1 of 2,114,121
492,4,0:17.0,,B. Bogdanović misses free throw 2 of 2,114,121
493,4,0:17.0,Defensive rebound by A. Davis,,114,121
494,4,0:17.0,New Orleans full timeout,,114,121
495,4,0:15.0,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Holiday),,117,121
496,4,0:13.0,,Personal take foul by J. Randle (drawn by D. Fox),117,121
497,4,0:13.0,,D. Fox makes free throw 1 of 2,117,122
498,4,0:13.0,,D. Fox misses free throw 2 of 2,117,122
499,4,0:11.0,Defensive rebound by J. Randle,,117,122
500,4,0:07.0,Offensive foul by J. Randle (drawn by N. Bjelica),,117,122
