,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
125,2,11:44.0,G. Hayward makes free throw 1 of 2,,31,25
126,2,11:44.0,G. Hayward makes free throw 2 of 2,,32,25
127,2,11:25.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,32,28
128,2,11:06.0,T. Rozier misses 3-pt jump shot from 25 ft,,32,28
129,2,11:02.0,,Defensive rebound by S. Brown,32,28
130,2,11:00.0,,Turnover by S. Brown (traveling),32,28
131,2,10:40.0,Turnover by J. Brown (bad pass; steal by N. Mirotić),,32,28
132,2,10:34.0,,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),32,28
133,2,10:34.0,,G. Antetokounmpo makes free throw 1 of 2,32,29
134,2,10:34.0,,P. Connaughton enters the game for G. Hill,32,29
135,2,10:34.0,,G. Antetokounmpo makes free throw 2 of 2,32,30
136,2,10:34.0,Personal foul by E. Bledsoe (drawn by T. Rozier),,32,30
137,2,10:25.0,J. Brown misses 2-pt layup from 4 ft (block by N. Mirotić),,32,30
138,2,10:25.0,Offensive rebound by Team,,32,30
139,2,10:23.0,Personal foul by S. Brown (drawn by J. Tatum),,32,30
140,2,10:09.0,J. Tatum makes 2-pt jump shot from 12 ft,,34,30
141,2,9:59.0,,E. Bledsoe makes 2-pt layup from 1 ft,34,32
142,2,9:40.0,A. Horford makes 2-pt dunk from 1 ft,,36,32
143,2,9:27.0,,P. Connaughton misses 3-pt jump shot from 28 ft,36,32
144,2,9:24.0,Defensive rebound by T. Rozier,,36,32
145,2,9:15.0,J. Tatum misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,36,32
146,2,9:11.0,,Defensive rebound by S. Brown,36,32
147,2,9:06.0,,S. Brown misses 3-pt jump shot from 25 ft,36,32
148,2,9:04.0,,Offensive rebound by E. Bledsoe,36,32
149,2,8:57.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,36,34
150,2,8:31.0,J. Brown makes 2-pt hook shot from 9 ft,,38,34
151,2,8:13.0,,Personal foul by T. Rozier (drawn by N. Mirotić),38,34
152,2,8:13.0,A. Baynes enters the game for A. Horford,,38,34
153,2,8:13.0,K. Irving enters the game for T. Rozier,,38,34
154,2,8:13.0,,K. Middleton enters the game for S. Brown,38,34
155,2,8:13.0,,Milwaukee full timeout,38,34
156,2,8:06.0,,Shooting foul by J. Tatum (drawn by N. Mirotić),38,34
157,2,8:06.0,,N. Mirotić makes free throw 1 of 2,38,35
158,2,8:06.0,,N. Mirotić makes free throw 2 of 2,38,36
159,2,7:58.0,Personal foul by E. Bledsoe (drawn by K. Irving),,38,36
160,2,7:58.0,,G. Hill enters the game for E. Bledsoe,38,36
161,2,7:42.0,K. Irving misses 2-pt layup from 5 ft,,38,36
162,2,7:39.0,,Defensive rebound by P. Connaughton,38,36
163,2,7:34.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by P. Connaughton),38,39
164,2,7:19.0,J. Tatum misses 3-pt jump shot from 26 ft,,38,39
165,2,7:16.0,,Defensive rebound by P. Connaughton,38,39
166,2,7:10.0,,K. Middleton makes 3-pt jump shot from 27 ft,38,42
167,2,7:10.0,Boston full timeout,,38,42
168,2,7:10.0,M. Morris enters the game for J. Tatum,,38,42
169,2,7:10.0,,B. Lopez enters the game for N. Mirotić,38,42
170,2,6:52.0,J. Brown misses 2-pt jump shot from 13 ft,,38,42
171,2,6:49.0,,Defensive rebound by B. Lopez,38,42
172,2,6:37.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,38,44
173,2,6:22.0,K. Irving makes 2-pt jump shot from 10 ft,,40,44
174,2,6:11.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,40,44
175,2,6:08.0,Defensive rebound by K. Irving,,40,44
176,2,5:54.0,A. Baynes makes 2-pt jump shot from 7 ft (assist by M. Morris),,42,44
177,2,5:35.0,,K. Middleton misses 2-pt layup from 4 ft (block by K. Irving),42,44
178,2,5:35.0,,Offensive rebound by Team,42,44
179,2,5:32.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),42,46
180,2,5:12.0,M. Morris misses 2-pt jump shot from 16 ft,,42,46
181,2,5:09.0,,Defensive rebound by P. Connaughton,42,46
182,2,5:03.0,,B. Lopez misses 3-pt jump shot from 26 ft,42,46
183,2,5:00.0,Defensive rebound by M. Morris,,42,46
184,2,4:51.0,K. Irving misses 2-pt jump shot from 16 ft,,42,46
185,2,4:50.0,,Defensive rebound by B. Lopez,42,46
186,2,4:37.0,,B. Lopez misses 3-pt jump shot from 29 ft,42,46
187,2,4:34.0,Defensive rebound by K. Irving,,42,46
188,2,4:28.0,K. Irving makes 3-pt jump shot from 32 ft (assist by J. Brown),,45,46
189,2,4:08.0,,K. Middleton misses 3-pt jump shot from 27 ft,45,46
190,2,4:05.0,Defensive rebound by M. Morris,,45,46
191,2,3:58.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),,48,46
192,2,3:56.0,,Milwaukee full timeout,48,46
193,2,3:56.0,A. Horford enters the game for A. Baynes,,48,46
194,2,3:56.0,,N. Mirotić enters the game for G. Antetokounmpo,48,46
195,2,3:39.0,,B. Lopez misses 2-pt jump shot from 12 ft,48,46
196,2,3:37.0,Defensive rebound by J. Brown,,48,46
197,2,3:27.0,K. Irving misses 3-pt jump shot from 27 ft,,48,46
198,2,3:24.0,,Defensive rebound by N. Mirotić,48,46
199,2,3:12.0,,G. Hill misses 3-pt jump shot from 27 ft,48,46
200,2,3:08.0,Defensive rebound by K. Irving,,48,46
201,2,2:54.0,A. Horford makes 3-pt jump shot from 27 ft (assist by J. Brown),,51,46
202,2,2:36.0,,N. Mirotić misses 3-pt jump shot from 26 ft,51,46
203,2,2:36.0,,Offensive rebound by Team,51,46
204,2,2:36.0,Loose ball foul by K. Irving (drawn by G. Hill),,51,46
205,2,2:36.0,,G. Antetokounmpo enters the game for P. Connaughton,51,46
206,2,2:36.0,,E. Bledsoe enters the game for B. Lopez,51,46
207,2,2:23.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),51,48
208,2,2:03.0,Turnover by A. Horford (bad pass),,51,48
209,2,1:43.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,51,48
210,2,1:39.0,,Offensive rebound by G. Hill,51,48
211,2,1:39.0,,G. Hill makes 2-pt layup from 1 ft,51,50
212,2,1:23.0,K. Irving misses 3-pt jump shot from 30 ft,,51,50
213,2,1:19.0,,Defensive rebound by N. Mirotić,51,50
214,2,1:13.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),51,53
215,2,1:00.0,A. Horford misses 3-pt jump shot from 27 ft,,51,53
216,2,0:59.0,Offensive rebound by J. Brown,,51,53
217,2,0:59.0,J. Brown makes 2-pt layup from 1 ft,,53,53
218,2,0:50.0,,E. Bledsoe misses 2-pt layup from 2 ft,53,53
219,2,0:48.0,Defensive rebound by M. Morris,,53,53
220,2,0:44.0,M. Morris misses 3-pt jump shot from 26 ft,,53,53
221,2,0:40.0,,Defensive rebound by N. Mirotić,53,53
222,2,0:31.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by N. Mirotić),53,56
223,2,0:07.0,A. Horford misses 2-pt jump shot from 17 ft,,53,56
224,2,0:05.0,Offensive rebound by J. Brown,,53,56
225,2,0:05.0,J. Brown makes 2-pt layup from 4 ft,,55,56
226,2,0:02.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by N. Mirotić),55,59
227,2,0:00.0,J. Brown misses 3-pt jump shot from 55 ft,,55,59
228,2,0:00.0,Offensive rebound by Team,,55,59
229,3,11:45.0,J. Tatum misses 2-pt hook shot from 8 ft,,55,59
230,3,11:43.0,,Defensive rebound by G. Antetokounmpo,55,59
231,3,11:42.0,,Offensive foul by E. Bledsoe (drawn by K. Irving),55,59
232,3,11:42.0,,Turnover by E. Bledsoe (offensive foul),55,59
233,3,11:31.0,K. Irving makes 2-pt layup from 2 ft,,57,59
234,3,11:21.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by B. Lopez),57,61
235,3,11:00.0,J. Tatum misses 3-pt jump shot from 26 ft,,57,61
236,3,10:57.0,,Defensive rebound by G. Antetokounmpo,57,61
237,3,10:54.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,57,63
238,3,10:33.0,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),,59,63
239,3,10:26.0,,Personal foul by K. Irving (drawn by E. Bledsoe),59,63
240,3,10:12.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),59,66
241,3,10:00.0,A. Horford makes 3-pt jump shot from 28 ft (assist by K. Irving),,62,66
242,3,9:49.0,,Personal foul by M. Morris (drawn by G. Antetokounmpo),62,66
243,3,9:41.0,,B. Lopez misses 2-pt jump shot from 6 ft,62,66
244,3,9:38.0,Defensive rebound by J. Tatum,,62,66
245,3,9:29.0,Turnover by K. Irving (bad pass; steal by N. Mirotić),,62,66
246,3,9:22.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),62,69
247,3,9:08.0,Turnover by A. Horford (lost ball; steal by N. Mirotić),,62,69
248,3,9:04.0,,N. Mirotić makes 2-pt layup from 2 ft,62,71
249,3,8:40.0,Shooting foul by N. Mirotić (drawn by M. Morris),,62,71
250,3,8:40.0,M. Morris makes free throw 2 of 2,,63,71
251,3,8:40.0,M. Morris makes free throw 1 of 2,,64,71
252,3,8:22.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),64,74
253,3,8:04.0,M. Morris makes 3-pt jump shot from 27 ft (assist by A. Horford),,67,74
254,3,7:55.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,67,74
255,3,7:52.0,Defensive rebound by J. Brown,,67,74
256,3,7:47.0,K. Irving makes 2-pt layup from 2 ft,,69,74
257,3,7:41.0,,Milwaukee full timeout,69,74
258,3,7:41.0,,P. Connaughton enters the game for N. Mirotić,69,74
259,3,7:31.0,,K. Middleton misses 2-pt jump shot from 11 ft,69,74
260,3,7:28.0,Defensive rebound by M. Morris,,69,74
261,3,7:23.0,K. Irving misses 2-pt jump shot from 20 ft,,69,74
262,3,7:20.0,,Defensive rebound by E. Bledsoe,69,74
263,3,7:15.0,,Turnover by E. Bledsoe (bad pass; steal by M. Morris),69,74
264,3,7:06.0,M. Morris makes 2-pt jump shot from 13 ft (assist by J. Brown),,71,74
265,3,6:52.0,,Shooting foul by K. Irving (drawn by G. Antetokounmpo),71,74
266,3,6:52.0,,G. Antetokounmpo makes free throw 1 of 2,71,75
267,3,6:52.0,G. Hayward enters the game for J. Tatum,,71,75
268,3,6:52.0,,G. Hill enters the game for E. Bledsoe,71,75
269,3,6:52.0,,E. İlyasova enters the game for B. Lopez,71,75
270,3,6:52.0,,G. Antetokounmpo makes free throw 2 of 2,71,76
271,3,6:34.0,K. Irving misses 3-pt jump shot from 31 ft,,71,76
272,3,6:31.0,,Defensive rebound by K. Middleton,71,76
273,3,6:21.0,,K. Middleton misses 3-pt jump shot from 22 ft,71,76
274,3,6:18.0,Defensive rebound by J. Brown,,71,76
275,3,6:15.0,J. Brown misses 3-pt jump shot from 31 ft,,71,76
276,3,6:13.0,,Defensive rebound by G. Antetokounmpo,71,76
277,3,5:59.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by K. Middleton),71,78
278,3,5:47.0,G. Hayward misses 3-pt jump shot from 29 ft,,71,78
279,3,5:44.0,,Defensive rebound by P. Connaughton,71,78
280,3,5:33.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by E. İlyasova),71,81
281,3,5:33.0,Boston full timeout,,71,81
282,3,5:16.0,Turnover by A. Horford (lost ball; steal by E. İlyasova),,71,81
283,3,5:14.0,,Turnover by P. Connaughton (out of bounds lost ball),71,81
284,3,4:59.0,Offensive foul by G. Hayward (drawn by E. İlyasova),,71,81
285,3,4:59.0,Turnover by G. Hayward (offensive foul),,71,81
286,3,4:59.0,A. Baynes enters the game for A. Horford,,71,81
287,3,4:51.0,Violation by Team (kicked ball),,71,81
288,3,4:34.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),71,83
289,3,4:17.0,Turnover by J. Brown (bad pass; steal by G. Antetokounmpo),,71,83
290,3,4:10.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,71,83
291,3,4:06.0,,Offensive rebound by G. Antetokounmpo,71,83
292,3,4:06.0,,G. Antetokounmpo makes 2-pt layup at rim,71,85
293,3,4:01.0,Personal foul by G. Antetokounmpo (drawn by A. Baynes),,71,85
294,3,4:01.0,T. Rozier enters the game for J. Brown,,71,85
295,3,4:01.0,,N. Mirotić enters the game for K. Middleton,71,85
296,3,3:49.0,K. Irving misses 2-pt jump shot from 13 ft,,71,85
297,3,3:46.0,,Defensive rebound by G. Antetokounmpo,71,85
298,3,3:43.0,,G. Antetokounmpo misses 2-pt layup from 5 ft (block by A. Baynes),71,85
299,3,3:42.0,,Offensive rebound by G. Antetokounmpo,71,85
300,3,3:41.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),71,85
301,3,3:41.0,,G. Antetokounmpo makes free throw 1 of 2,71,86
302,3,3:41.0,J. Tatum enters the game for M. Morris,,71,86
303,3,3:41.0,,G. Antetokounmpo misses free throw 2 of 2,71,86
304,3,3:38.0,Defensive rebound by J. Tatum,,71,86
305,3,3:26.0,Turnover by K. Irving (bad pass),,71,86
306,3,3:12.0,,P. Connaughton misses 3-pt jump shot from 26 ft,71,86
307,3,3:09.0,Defensive rebound by T. Rozier,,71,86
308,3,2:58.0,T. Rozier misses 2-pt jump shot from 21 ft,,71,86
309,3,2:54.0,Offensive rebound by K. Irving,,71,86
310,3,2:49.0,J. Tatum misses 2-pt layup from 3 ft,,71,86
311,3,2:45.0,Offensive rebound by A. Baynes,,71,86
312,3,2:45.0,A. Baynes makes 2-pt layup from 1 ft,,73,86
313,3,2:38.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by P. Connaughton),73,89
314,3,2:23.0,G. Hayward misses 2-pt jump shot from 10 ft,,73,89
315,3,2:21.0,,Defensive rebound by P. Connaughton,73,89
316,3,2:18.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),73,89
317,3,2:18.0,,G. Antetokounmpo makes free throw 1 of 2,73,90
318,3,2:18.0,,G. Antetokounmpo makes free throw 2 of 2,73,91
319,3,2:17.0,Personal take foul by P. Connaughton (drawn by T. Rozier),,73,91
320,3,2:17.0,,E. Bledsoe enters the game for G. Antetokounmpo,73,91
321,3,2:17.0,,K. Middleton enters the game for P. Connaughton,73,91
322,3,2:03.0,T. Rozier misses 3-pt jump shot from 28 ft,,73,91
323,3,2:00.0,,Defensive rebound by N. Mirotić,73,91
324,3,1:56.0,,Shooting foul by J. Tatum (drawn by E. Bledsoe),73,91
325,3,1:56.0,,E. Bledsoe makes free throw 1 of 2,73,92
326,3,1:56.0,J. Brown enters the game for A. Baynes,,73,92
327,3,1:56.0,A. Horford enters the game for K. Irving,,73,92
328,3,1:56.0,,E. Bledsoe makes free throw 2 of 2,73,93
329,3,1:42.0,T. Rozier misses 2-pt jump shot from 18 ft,,73,93
330,3,1:38.0,,Defensive rebound by N. Mirotić,73,93
331,3,1:20.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,73,96
332,3,1:01.0,J. Brown misses 2-pt jump shot from 13 ft,,73,96
333,3,0:58.0,,Defensive rebound by K. Middleton,73,96
334,3,0:55.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,73,96
335,3,0:51.0,Defensive rebound by A. Horford,,73,96
336,3,0:48.0,Turnover by A. Horford (traveling),,73,96
337,3,0:48.0,,P. Connaughton enters the game for E. İlyasova,73,96
338,3,0:48.0,,B. Lopez enters the game for N. Mirotić,73,96
339,3,0:36.0,,Shooting foul by J. Brown (drawn by E. Bledsoe),73,96
340,3,0:36.0,,E. Bledsoe makes free throw 1 of 2,73,97
341,3,0:36.0,,E. Bledsoe makes free throw 2 of 2,73,98
342,3,0:21.0,Turnover by J. Tatum (bad pass),,73,98
343,3,0:00.0,,E. Bledsoe misses 2-pt jump shot from 10 ft,73,98
344,3,0:00.0,Defensive rebound by A. Horford,,73,98
345,4,11:38.0,,Shooting foul by G. Hayward (drawn by G. Hill),73,98
346,4,11:38.0,,G. Hill makes free throw 1 of 2,73,99
347,4,11:38.0,,G. Hill makes free throw 2 of 2,73,100
348,4,11:23.0,G. Hayward misses 3-pt jump shot from 26 ft,,73,100
349,4,11:20.0,Offensive rebound by T. Rozier,,73,100
350,4,11:19.0,T. Rozier misses 2-pt layup from 1 ft,,73,100
351,4,11:16.0,,Defensive rebound by P. Connaughton,73,100
352,4,11:07.0,,K. Middleton makes 2-pt jump shot from 13 ft,73,102
353,4,10:51.0,J. Brown makes 2-pt jump shot from 11 ft,,75,102
354,4,10:38.0,,Shooting foul by T. Rozier (drawn by B. Lopez),75,102
355,4,10:38.0,,B. Lopez misses free throw 1 of 2,75,102
356,4,10:38.0,,Offensive rebound by Team,75,102
357,4,10:38.0,S. Ojeleye enters the game for J. Tatum,,75,102
358,4,10:38.0,,N. Mirotić enters the game for G. Hill,75,102
359,4,10:38.0,,B. Lopez makes free throw 2 of 2,75,103
360,4,10:25.0,Personal foul by P. Connaughton (drawn by J. Brown),,75,103
361,4,10:12.0,T. Rozier misses 2-pt jump shot from 20 ft,,75,103
362,4,10:10.0,,Defensive rebound by P. Connaughton,75,103
363,4,9:57.0,,K. Middleton misses 2-pt jump shot from 18 ft,75,103
364,4,9:53.0,Defensive rebound by A. Horford,,75,103
365,4,9:47.0,A. Horford misses 3-pt jump shot from 27 ft,,75,103
366,4,9:43.0,,Defensive rebound by E. Bledsoe,75,103
367,4,9:37.0,,E. Bledsoe makes 2-pt layup from 1 ft,75,105
368,4,9:15.0,J. Brown misses 2-pt jump shot from 6 ft,,75,105
369,4,9:12.0,,Defensive rebound by N. Mirotić,75,105
370,4,9:04.0,Defensive rebound by A. Horford,,75,105
371,4,9:04.0,,N. Mirotić misses 3-pt jump shot from 28 ft,75,105
372,4,8:59.0,Shooting foul by P. Connaughton (drawn by J. Brown),,75,105
373,4,8:59.0,J. Brown misses free throw 1 of 2,,75,105
374,4,8:59.0,Offensive rebound by Team,,75,105
375,4,8:59.0,R. Williams enters the game for A. Horford,,75,105
376,4,8:59.0,,G. Antetokounmpo enters the game for K. Middleton,75,105
377,4,8:59.0,J. Brown makes free throw 2 of 2,,76,105
378,4,8:45.0,,B. Lopez misses 3-pt jump shot from 27 ft,76,105
