,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:50.0,A. Horford misses 3-pt jump shot from 25 ft,,0,0
1,1,11:46.0,,Defensive rebound by K. Middleton,0,0
2,1,11:30.0,,K. Middleton makes 3-pt jump shot from 27 ft,0,3
3,1,11:19.0,K. Irving misses 2-pt layup from 4 ft,,0,3
4,1,11:16.0,Offensive rebound by A. Horford,,0,3
5,1,11:15.0,J. Brown misses 3-pt jump shot from 27 ft,,0,3
6,1,11:11.0,,Defensive rebound by G. Antetokounmpo,0,3
7,1,11:05.0,,G. Antetokounmpo misses 2-pt layup from 5 ft,0,3
8,1,11:03.0,Defensive rebound by M. Morris,,0,3
9,1,10:56.0,Personal foul by E. Bledsoe (drawn by J. Tatum),,0,3
10,1,10:41.0,K. Irving makes 2-pt layup from 2 ft,,2,3
11,1,10:07.0,,K. Middleton misses 2-pt jump shot from 14 ft,2,3
12,1,10:07.0,,Offensive rebound by Team,2,3
13,1,10:07.0,,Turnover by Team (shot clock),2,3
14,1,9:57.0,Turnover by K. Irving (bad pass; steal by E. Bledsoe),,2,3
15,1,9:48.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,2,3
16,1,9:45.0,Defensive rebound by K. Irving,,2,3
17,1,9:41.0,J. Brown makes 2-pt jump shot from 12 ft (assist by K. Irving),,4,3
18,1,9:31.0,,Shooting foul by J. Brown (drawn by E. Bledsoe),4,3
19,1,9:31.0,,E. Bledsoe makes free throw 1 of 2,4,4
20,1,9:31.0,,E. Bledsoe misses free throw 2 of 2,4,4
21,1,9:28.0,Defensive rebound by J. Tatum,,4,4
22,1,9:23.0,Turnover by K. Irving (bad pass),,4,4
23,1,9:04.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,4,4
24,1,9:01.0,Defensive rebound by J. Brown,,4,4
25,1,8:59.0,K. Irving misses 3-pt jump shot from 30 ft,,4,4
26,1,8:55.0,,Defensive rebound by S. Brown,4,4
27,1,8:43.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),4,7
28,1,8:25.0,J. Tatum makes 2-pt jump shot from 12 ft,,6,7
29,1,8:18.0,,B. Lopez misses 3-pt jump shot from 27 ft,6,7
30,1,8:13.0,Defensive rebound by A. Horford,,6,7
31,1,8:05.0,A. Horford misses 3-pt jump shot from 26 ft,,6,7
32,1,8:02.0,,Defensive rebound by K. Middleton,6,7
33,1,7:43.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,6,7
34,1,7:40.0,Defensive rebound by A. Horford,,6,7
35,1,7:35.0,J. Tatum misses 3-pt jump shot from 26 ft,,6,7
36,1,7:32.0,,Defensive rebound by G. Antetokounmpo,6,7
37,1,7:27.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by A. Horford),6,7
38,1,7:27.0,Defensive rebound by M. Morris,,6,7
39,1,7:20.0,J. Brown misses 2-pt layup from 2 ft,,6,7
40,1,7:17.0,Offensive rebound by J. Tatum,,6,7
41,1,7:12.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,8,7
42,1,7:04.0,,Milwaukee full timeout,8,7
43,1,7:04.0,A. Baynes enters the game for J. Brown,,8,7
44,1,7:04.0,G. Hayward enters the game for A. Horford,,8,7
45,1,7:04.0,,P. Connaughton enters the game for E. Bledsoe,8,7
46,1,7:04.0,,G. Hill enters the game for S. Brown,8,7
47,1,7:04.0,,E. İlyasova enters the game for B. Lopez,8,7
48,1,6:53.0,,E. İlyasova misses 3-pt jump shot from 27 ft,8,7
49,1,6:49.0,Defensive rebound by G. Hayward,,8,7
50,1,6:36.0,M. Morris makes 3-pt jump shot from 27 ft (assist by G. Hayward),,11,7
51,1,6:28.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),11,7
52,1,6:28.0,,G. Antetokounmpo makes free throw 1 of 2,11,8
53,1,6:28.0,,G. Antetokounmpo misses free throw 2 of 2,11,8
54,1,6:25.0,Defensive rebound by J. Tatum,,11,8
55,1,6:12.0,Turnover by A. Baynes (traveling),,11,8
56,1,6:00.0,,Turnover by G. Antetokounmpo (lost ball; steal by A. Baynes),11,8
57,1,5:50.0,J. Tatum misses 2-pt jump shot from 16 ft,,11,8
58,1,5:47.0,,Defensive rebound by E. İlyasova,11,8
59,1,5:37.0,,P. Connaughton misses 2-pt layup from 3 ft,11,8
60,1,5:34.0,Defensive rebound by M. Morris,,11,8
61,1,5:34.0,Personal foul by E. İlyasova (drawn by K. Irving),,11,8
62,1,5:24.0,G. Hayward makes 2-pt layup from 2 ft,,13,8
63,1,5:08.0,,K. Middleton misses 2-pt layup from 7 ft,13,8
64,1,5:08.0,,Offensive rebound by Team,13,8
65,1,5:08.0,Loose ball foul by M. Morris (drawn by G. Antetokounmpo),,13,8
66,1,5:08.0,A. Horford enters the game for A. Baynes,,13,8
67,1,5:08.0,,B. Lopez enters the game for G. Antetokounmpo,13,8
68,1,4:54.0,,K. Middleton misses 2-pt jump shot from 19 ft,13,8
69,1,4:51.0,Defensive rebound by K. Irving,,13,8
70,1,4:40.0,A. Horford misses 2-pt jump shot from 13 ft,,13,8
71,1,4:37.0,,Defensive rebound by E. İlyasova,13,8
72,1,4:28.0,,Turnover by K. Middleton (lost ball; steal by J. Tatum),13,8
73,1,4:15.0,K. Irving makes 2-pt jump shot from 19 ft,,15,8
74,1,3:52.0,,G. Hill makes 2-pt layup from 3 ft (assist by K. Middleton),15,10
75,1,3:30.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by A. Horford),,17,10
76,1,3:19.0,,K. Middleton misses 3-pt jump shot from 28 ft,17,10
77,1,3:16.0,Defensive rebound by A. Horford,,17,10
78,1,3:09.0,K. Irving makes 2-pt jump shot from 15 ft,,19,10
79,1,2:51.0,,E. İlyasova misses 3-pt jump shot from 23 ft,19,10
80,1,2:48.0,Defensive rebound by G. Hayward,,19,10
81,1,2:32.0,K. Irving makes 2-pt jump shot from 7 ft,,21,10
82,1,2:13.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by P. Connaughton),21,13
83,1,2:13.0,Boston full timeout,,21,13
84,1,2:13.0,J. Brown enters the game for M. Morris,,21,13
85,1,2:13.0,T. Rozier enters the game for J. Tatum,,21,13
86,1,2:13.0,,E. Bledsoe enters the game for P. Connaughton,21,13
87,1,2:13.0,,S. Brown enters the game for E. İlyasova,21,13
88,1,2:13.0,,N. Mirotić enters the game for K. Middleton,21,13
89,1,1:52.0,A. Horford misses 2-pt jump shot from 15 ft,,21,13
90,1,1:49.0,,Defensive rebound by G. Hill,21,13
91,1,1:44.0,,G. Hill makes 2-pt layup from 3 ft,21,15
92,1,1:28.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,23,15
93,1,1:15.0,,Turnover by S. Brown (lost ball; steal by G. Hayward),23,15
94,1,1:13.0,Offensive foul by G. Hayward (drawn by E. Bledsoe),,23,15
95,1,1:13.0,Turnover by G. Hayward (offensive foul),,23,15
96,1,1:13.0,S. Ojeleye enters the game for K. Irving,,23,15
97,1,1:13.0,,G. Antetokounmpo enters the game for B. Lopez,23,15
98,1,0:54.0,,Turnover by E. Bledsoe (lost ball; steal by A. Horford),23,15
99,1,0:34.0,J. Brown makes 3-pt jump shot from 26 ft,,26,15
100,1,0:20.0,,N. Mirotić misses 2-pt jump shot from 19 ft,26,15
101,1,0:20.0,Defensive rebound by J. Brown,,26,15
102,1,0:05.0,Turnover by G. Hayward (lost ball; steal by E. Bledsoe),,26,15
103,1,0:02.0,,Shooting foul by A. Horford (drawn by E. Bledsoe),26,15
104,1,0:02.0,,E. Bledsoe makes free throw 1 of 2,26,16
105,1,0:02.0,,P. Connaughton enters the game for G. Hill,26,16
106,1,0:02.0,,E. Bledsoe makes free throw 2 of 2,26,17
107,1,0:00.0,S. Ojeleye misses 3-pt jump shot from 55 ft,,26,17
108,1,0:00.0,Offensive rebound by Team,,26,17
109,2,11:38.0,,P. Connaughton misses 3-pt jump shot from 26 ft,26,17
110,2,11:38.0,,Offensive rebound by Team,26,17
111,2,11:38.0,Loose ball foul by T. Rozier (drawn by E. Bledsoe),,26,17
112,2,11:31.0,,N. Mirotić misses 2-pt layup from 3 ft (block by G. Hayward),26,17
113,2,11:28.0,Defensive rebound by A. Horford,,26,17
114,2,11:24.0,T. Rozier misses 3-pt jump shot from 27 ft,,26,17
115,2,11:21.0,,Defensive rebound by P. Connaughton,26,17
116,2,11:17.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),26,19
117,2,10:53.0,J. Brown misses 3-pt jump shot from 27 ft,,26,19
118,2,10:50.0,,Defensive rebound by P. Connaughton,26,19
119,2,10:43.0,,S. Brown misses 3-pt jump shot from 24 ft,26,19
120,2,10:43.0,Defensive rebound by A. Horford,,26,19
121,2,10:32.0,A. Horford misses 2-pt jump shot from 19 ft,,26,19
122,2,10:29.0,,Defensive rebound by N. Mirotić,26,19
123,2,10:10.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,26,19
124,2,10:07.0,Defensive rebound by A. Horford,,26,19
125,2,9:53.0,A. Horford makes 2-pt jump shot from 18 ft (assist by G. Hayward),,28,19
126,2,9:31.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),28,19
127,2,9:31.0,,G. Antetokounmpo misses free throw 1 of 2,28,19
128,2,9:31.0,,Offensive rebound by Team,28,19
129,2,9:31.0,A. Baynes enters the game for A. Horford,,28,19
130,2,9:31.0,M. Morris enters the game for S. Ojeleye,,28,19
131,2,9:31.0,,G. Antetokounmpo makes free throw 2 of 2,28,20
132,2,9:12.0,M. Morris makes 2-pt jump shot from 17 ft,,30,20
133,2,8:54.0,,Turnover by G. Antetokounmpo (step out of bounds),30,20
134,2,8:54.0,,E. İlyasova enters the game for N. Mirotić,30,20
135,2,8:33.0,J. Brown misses 2-pt jump shot from 10 ft,,30,20
136,2,8:31.0,,Defensive rebound by E. İlyasova,30,20
137,2,8:29.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),30,20
138,2,8:29.0,,G. Antetokounmpo makes free throw 1 of 2,30,21
139,2,8:29.0,,G. Antetokounmpo makes free throw 2 of 2,30,22
140,2,8:15.0,G. Hayward makes 2-pt jump shot from 17 ft,,32,22
141,2,8:03.0,,Offensive foul by P. Connaughton (drawn by T. Rozier),32,22
142,2,8:03.0,,Turnover by P. Connaughton (offensive foul),32,22
143,2,7:40.0,G. Hayward makes 2-pt jump shot from 15 ft,,34,22
144,2,7:23.0,,P. Connaughton misses 3-pt jump shot from 26 ft,34,22
145,2,7:20.0,,Offensive rebound by E. Bledsoe,34,22
146,2,7:18.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),34,25
147,2,6:57.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Morris),,37,25
148,2,6:34.0,,E. İlyasova misses 3-pt jump shot from 23 ft,37,25
149,2,6:31.0,Defensive rebound by T. Rozier,,37,25
150,2,6:26.0,A. Baynes makes 3-pt jump shot from 27 ft (assist by T. Rozier),,40,25
151,2,6:25.0,,Milwaukee full timeout,40,25
152,2,6:25.0,A. Horford enters the game for A. Baynes,,40,25
153,2,6:25.0,K. Irving enters the game for G. Hayward,,40,25
154,2,6:25.0,,G. Hill enters the game for G. Antetokounmpo,40,25
155,2,6:25.0,,B. Lopez enters the game for E. Bledsoe,40,25
156,2,6:25.0,,K. Middleton enters the game for S. Brown,40,25
157,2,6:25.0,,N. Mirotić enters the game for P. Connaughton,40,25
158,2,6:10.0,,N. Mirotić makes 3-pt jump shot from 28 ft (assist by K. Middleton),40,28
159,2,5:52.0,Offensive foul by K. Irving (drawn by G. Hill),,40,28
160,2,5:52.0,Turnover by K. Irving (offensive foul),,40,28
161,2,5:33.0,,K. Middleton makes 2-pt jump shot from 20 ft,40,30
162,2,5:33.0,,Shooting foul by J. Brown (drawn by K. Middleton),40,30
163,2,5:33.0,G. Hayward enters the game for J. Brown,,40,30
164,2,5:33.0,J. Tatum enters the game for T. Rozier,,40,30
165,2,5:33.0,,K. Middleton makes free throw 1 of 1,40,31
166,2,5:23.0,G. Hayward misses 2-pt jump shot from 17 ft,,40,31
167,2,5:20.0,,Defensive rebound by K. Middleton,40,31
168,2,5:14.0,,G. Hill makes 2-pt layup from 2 ft (assist by K. Middleton),40,33
169,2,5:14.0,Boston full timeout,,40,33
170,2,5:01.0,Personal foul by B. Lopez (drawn by M. Morris),,40,33
171,2,4:52.0,M. Morris misses 3-pt jump shot from 23 ft,,40,33
172,2,4:49.0,,Defensive rebound by K. Middleton,40,33
173,2,4:36.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by G. Hill),40,36
174,2,4:17.0,K. Irving misses 2-pt jump shot from 16 ft,,40,36
175,2,4:15.0,,Defensive rebound by E. İlyasova,40,36
176,2,4:00.0,,G. Hill misses 2-pt layup from 3 ft (block by M. Morris),40,36
177,2,4:00.0,,Offensive rebound by E. İlyasova,40,36
178,2,4:00.0,,Shooting foul by J. Tatum (drawn by E. İlyasova),40,36
179,2,4:00.0,,E. İlyasova makes free throw 1 of 2,40,37
180,2,4:00.0,J. Brown enters the game for J. Tatum,,40,37
181,2,4:00.0,,E. İlyasova makes free throw 2 of 2,40,38
182,2,3:50.0,G. Hayward misses 3-pt jump shot from 26 ft,,40,38
183,2,3:47.0,,Defensive rebound by B. Lopez,40,38
184,2,3:31.0,,B. Lopez misses 2-pt hook shot from 5 ft,40,38
185,2,3:26.0,,Offensive rebound by E. İlyasova,40,38
186,2,3:26.0,,E. İlyasova makes 2-pt layup from 1 ft,40,40
187,2,3:20.0,Shooting foul by B. Lopez (drawn by G. Hayward),,40,40
188,2,3:20.0,G. Hayward makes free throw 1 of 2,,41,40
189,2,3:20.0,A. Baynes enters the game for A. Horford,,41,40
