,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
26,1,8:47.0,Turnover by J. Randle (offensive foul),,8,10
27,1,8:35.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by L. Dončić),8,12
28,1,8:20.0,Turnover by E. Payton (bad pass; steal by D. Powell),,8,12
29,1,8:19.0,,Personal take foul by A. Davis (drawn by T. Hardaway),8,12
30,1,8:19.0,,M. Kleber enters the game for D. Powell,8,12
31,1,8:02.0,,L. Dončić misses 2-pt jump shot from 5 ft,8,12
32,1,8:02.0,Defensive rebound by A. Davis,,8,12
33,1,7:55.0,J. Randle makes 2-pt layup at rim (assist by A. Davis),,10,12
34,1,7:40.0,,M. Kleber misses 2-pt layup from 3 ft (block by A. Davis),10,12
35,1,7:40.0,Defensive rebound by K. Williams,,10,12
36,1,7:30.0,Turnover by E. Payton (bad pass; steal by M. Kleber),,10,12
37,1,7:23.0,,J. Brunson misses 3-pt jump shot from 27 ft,10,12
38,1,7:23.0,,Offensive rebound by D. Nowitzki,10,12
39,1,7:23.0,,Personal foul by E. Payton (drawn by D. Nowitzki),10,12
40,1,7:23.0,,S. Mejri enters the game for D. Nowitzki,10,12
41,1,7:19.0,,M. Kleber misses 2-pt jump shot from 4 ft (block by J. Randle),10,12
42,1,7:16.0,Defensive rebound by E. Payton,,10,12
43,1,7:14.0,F. Jackson makes 2-pt layup from 1 ft (assist by E. Payton),,12,12
44,1,6:50.0,,L. Dončić makes 3-pt jump shot from 25 ft,12,15
45,1,6:36.0,J. Randle misses 3-pt jump shot from 22 ft,,12,15
46,1,6:34.0,,Defensive rebound by L. Dončić,12,15
47,1,6:29.0,,L. Dončić misses 3-pt jump shot from 26 ft,12,15
48,1,6:26.0,Defensive rebound by E. Payton,,12,15
49,1,6:22.0,F. Jackson makes 3-pt jump shot from 26 ft (assist by E. Payton),,15,15
50,1,6:21.0,,Dallas full timeout,15,15
51,1,6:21.0,,D. Finney-Smith enters the game for J. Brunson,15,15
52,1,6:10.0,,Offensive foul by T. Hardaway (drawn by F. Jackson),15,15
53,1,6:10.0,,Turnover by T. Hardaway (offensive foul),15,15
54,1,5:56.0,J. Randle makes 2-pt hook shot from 2 ft (assist by A. Davis),,17,15
55,1,5:45.0,,T. Hardaway misses 2-pt jump shot from 9 ft,17,15
56,1,5:45.0,,Offensive rebound by T. Hardaway,17,15
57,1,5:38.0,,T. Hardaway makes 2-pt jump shot from 15 ft (assist by D. Finney-Smith),17,17
58,1,5:31.0,K. Williams misses 2-pt layup at rim (block by M. Kleber),,17,17
59,1,5:29.0,,Defensive rebound by S. Mejri,17,17
60,1,5:25.0,,S. Mejri makes 2-pt dunk from 1 ft (assist by T. Hardaway),17,19
61,1,5:15.0,J. Randle makes 2-pt dunk at rim (assist by A. Davis),,19,19
62,1,5:02.0,,S. Mejri makes 3-pt jump shot from 25 ft (assist by M. Kleber),19,22
63,1,4:37.0,E. Payton makes 2-pt jump shot from 8 ft (assist by J. Randle),,21,22
64,1,4:17.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,21,22
65,1,4:15.0,Defensive rebound by F. Jackson,,21,22
66,1,3:57.0,Turnover by A. Davis (bad pass; steal by S. Mejri),,21,22
67,1,3:54.0,,M. Kleber makes 2-pt dunk from 1 ft,21,24
68,1,3:39.0,A. Davis misses 3-pt jump shot from 25 ft,,21,24
69,1,3:36.0,Offensive rebound by K. Williams,,21,24
70,1,3:34.0,J. Randle makes 3-pt jump shot from 25 ft (assist by K. Williams),,24,24
71,1,3:18.0,,Personal foul by J. Randle (drawn by D. Finney-Smith),24,24
72,1,3:18.0,C. Diallo enters the game for A. Davis,,24,24
73,1,3:18.0,D. Miller enters the game for J. Randle,,24,24
74,1,3:18.0,J. Okafor enters the game for K. Williams,,24,24
75,1,3:18.0,,J. Brunson enters the game for L. Dončić,24,24
76,1,3:18.0,,D. Harris enters the game for T. Hardaway,24,24
77,1,3:04.0,,S. Mejri misses 3-pt jump shot from 25 ft,24,24
78,1,3:01.0,Defensive rebound by C. Diallo,,24,24
79,1,2:51.0,D. Miller misses 3-pt jump shot from 25 ft,,24,24
80,1,2:46.0,,Defensive rebound by M. Kleber,24,24
81,1,2:45.0,,M. Kleber makes 2-pt dunk from 1 ft,24,26
82,1,2:30.0,J. Okafor makes 2-pt jump shot from 5 ft,,26,26
83,1,2:19.0,,Turnover by J. Brunson (bad pass; steal by F. Jackson),26,26
84,1,2:19.0,Turnover by F. Jackson (bad pass; steal by J. Brunson),,26,26
85,1,2:13.0,,D. Harris misses 3-pt jump shot from 23 ft,26,26
86,1,2:09.0,Defensive rebound by J. Okafor,,26,26
87,1,1:59.0,E. Payton misses 2-pt layup from 1 ft,,26,26
88,1,1:57.0,,Defensive rebound by S. Mejri,26,26
89,1,1:55.0,,Personal foul by D. Miller (drawn by D. Harris),26,26
90,1,1:55.0,New Orleans full timeout,,26,26
91,1,1:55.0,I. Clark enters the game for F. Jackson,,26,26
92,1,1:55.0,,D. Harris makes free throw 1 of 2,26,27
93,1,1:55.0,,D. Harris makes free throw 2 of 2,26,28
94,1,1:38.0,I. Clark misses 3-pt jump shot from 26 ft,,26,28
95,1,1:34.0,,Defensive rebound by S. Mejri,26,28
96,1,1:25.0,,J. Brunson misses 2-pt jump shot from 6 ft,26,28
97,1,1:22.0,,S. Mejri misses 2-pt layup from 1 ft,26,28
98,1,1:22.0,,Offensive rebound by S. Mejri,26,28
99,1,1:20.0,,Offensive rebound by S. Mejri,26,28
100,1,1:18.0,,S. Mejri makes 2-pt layup from 1 ft,26,30
101,1,1:12.0,C. Diallo misses 2-pt jump shot from 11 ft,,26,30
102,1,1:12.0,,Defensive rebound by M. Kleber,26,30
103,1,0:59.0,,D. Harris misses 2-pt jump shot from 4 ft,26,30
104,1,0:57.0,Defensive rebound by D. Miller,,26,30
105,1,0:48.0,I. Clark makes 2-pt jump shot from 9 ft (assist by E. Payton),,28,30
106,1,0:33.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Brunson),28,33
107,1,0:22.0,Offensive foul by J. Okafor (drawn by S. Mejri),,28,33
108,1,0:22.0,Turnover by J. Okafor (offensive foul),,28,33
109,1,0:04.0,,Personal foul by E. Payton (drawn by D. Harris),28,33
110,1,0:04.0,,D. Harris misses free throw 1 of 2,28,33
111,1,0:04.0,,Offensive rebound by Team,28,33
112,1,0:04.0,,D. Harris makes free throw 2 of 2,28,34
113,1,0:03.0,Personal take foul by D. Finney-Smith (drawn by E. Payton),,28,34
114,1,0:03.0,,J. Jackson enters the game for D. Finney-Smith,28,34
115,1,0:00.0,E. Payton misses 3-pt jump shot from 32 ft,,28,34
116,1,0:00.0,Offensive rebound by Team,,28,34
117,2,11:47.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Harris),28,36
118,2,11:23.0,J. Okafor misses 2-pt jump shot from 16 ft,,28,36
119,2,11:20.0,Offensive rebound by C. Diallo,,28,36
120,2,11:19.0,C. Diallo misses 2-pt jump shot from 7 ft,,28,36
121,2,11:19.0,,Defensive rebound by J. Jackson,28,36
122,2,11:03.0,,T. Burke misses 2-pt jump shot from 4 ft (block by J. Okafor),28,36
123,2,11:01.0,Defensive rebound by D. Miller,,28,36
124,2,10:54.0,I. Clark makes 2-pt jump shot from 21 ft,,30,36
125,2,10:33.0,,Shooting foul by I. Clark (drawn by D. Nowitzki),30,36
126,2,10:33.0,,D. Nowitzki makes free throw 1 of 2,30,37
127,2,10:33.0,,D. Nowitzki makes free throw 2 of 2,30,38
128,2,10:20.0,Turnover by D. Miller (traveling),,30,38
129,2,10:08.0,,D. Powell misses 2-pt dunk from 1 ft,30,38
130,2,10:06.0,Defensive rebound by J. Okafor,,30,38
131,2,9:51.0,I. Clark makes 2-pt jump shot from 16 ft (assist by C. Diallo),,32,38
132,2,9:37.0,,T. Burke makes 2-pt layup from 2 ft,32,40
133,2,9:33.0,Shooting foul by D. Harris (drawn by I. Clark),,32,40
134,2,9:33.0,I. Clark makes free throw 1 of 2,,33,40
135,2,9:33.0,I. Clark makes free throw 2 of 2,,34,40
136,2,9:22.0,,D. Powell makes 2-pt layup from 5 ft (assist by D. Nowitzki),34,42
137,2,9:03.0,I. Clark misses 3-pt jump shot from 29 ft,,34,42
138,2,9:00.0,,Defensive rebound by D. Harris,34,42
139,2,8:55.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,34,42
140,2,8:50.0,Defensive rebound by S. Johnson,,34,42
141,2,8:43.0,J. Okafor misses 2-pt jump shot from 4 ft,,34,42
142,2,8:41.0,,Defensive rebound by D. Powell,34,42
143,2,8:31.0,,Shooting foul by J. Okafor (drawn by D. Powell),34,42
144,2,8:31.0,,D. Powell makes free throw 1 of 2,34,43
145,2,8:31.0,J. Randle enters the game for J. Okafor,,34,43
146,2,8:31.0,,M. Kleber enters the game for D. Nowitzki,34,43
147,2,8:31.0,,D. Powell makes free throw 2 of 2,34,44
148,2,8:21.0,I. Clark makes 2-pt layup at rim (assist by J. Randle),,36,44
149,2,8:03.0,,Personal foul by D. Miller (drawn by D. Powell),36,44
150,2,8:03.0,,J. Brunson enters the game for T. Burke,36,44
151,2,8:03.0,,L. Dončić enters the game for D. Harris,36,44
152,2,7:55.0,,M. Kleber misses 3-pt jump shot from 25 ft,36,44
153,2,7:51.0,Defensive rebound by D. Miller,,36,44
154,2,7:39.0,S. Johnson misses 3-pt jump shot from 23 ft,,36,44
155,2,7:34.0,,Defensive rebound by L. Dončić,36,44
156,2,7:25.0,,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),36,46
157,2,7:04.0,J. Randle makes 2-pt dunk at rim (assist by D. Miller),,38,46
158,2,6:43.0,,Turnover by M. Kleber (step out of bounds),38,46
159,2,6:43.0,,Dallas full timeout,38,46
160,2,6:43.0,A. Davis enters the game for C. Diallo,,38,46
161,2,6:43.0,,S. Mejri enters the game for D. Powell,38,46
162,2,6:26.0,J. Randle misses 3-pt jump shot from 25 ft,,38,46
163,2,6:23.0,,Defensive rebound by M. Kleber,38,46
164,2,6:17.0,,Personal foul by I. Clark (drawn by J. Brunson),38,46
165,2,6:17.0,F. Jackson enters the game for I. Clark,,38,46
166,2,6:17.0,K. Williams enters the game for S. Johnson,,38,46
167,2,6:17.0,,T. Hardaway enters the game for J. Jackson,38,46
168,2,6:10.0,,J. Brunson misses 2-pt jump shot from 17 ft,38,46
169,2,6:07.0,Defensive rebound by J. Randle,,38,46
170,2,5:55.0,Personal foul by S. Mejri (drawn by J. Randle),,38,46
171,2,5:45.0,F. Jackson misses 2-pt jump shot from 20 ft,,38,46
172,2,5:43.0,Offensive rebound by Team,,38,46
173,2,5:31.0,A. Davis makes 2-pt dunk from 1 ft (assist by F. Jackson),,40,46
174,2,5:14.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),40,49
175,2,5:05.0,A. Davis makes 2-pt hook shot from 4 ft,,42,49
176,2,5:05.0,Shooting foul by S. Mejri (drawn by A. Davis),,42,49
177,2,5:05.0,A. Davis makes free throw 1 of 1,,43,49
178,2,4:52.0,,Shooting foul by K. Williams (drawn by L. Dončić),43,49
179,2,4:52.0,,Offensive rebound by Team,43,49
180,2,4:52.0,,L. Dončić misses free throw 1 of 2,43,49
181,2,4:52.0,,L. Dončić makes free throw 2 of 2,43,50
182,2,4:47.0,Turnover by D. Miller (bad pass),,43,50
183,2,4:36.0,,Turnover by L. Dončić (bad pass; steal by J. Randle),43,50
184,2,4:30.0,F. Jackson misses 3-pt jump shot from 24 ft,,43,50
185,2,4:27.0,,Defensive rebound by T. Hardaway,43,50
186,2,4:10.0,,L. Dončić makes 2-pt layup from 1 ft,43,52
187,2,4:05.0,F. Jackson misses 2-pt layup from 1 ft,,43,52
188,2,4:03.0,Offensive rebound by Team,,43,52
189,2,3:58.0,A. Davis makes 2-pt jump shot from 19 ft (assist by D. Miller),,45,52
190,2,3:38.0,,L. Dončić misses 3-pt jump shot from 26 ft,45,52
191,2,3:35.0,Defensive rebound by A. Davis,,45,52
192,2,3:24.0,D. Miller misses 3-pt jump shot from 25 ft,,45,52
193,2,3:22.0,,Defensive rebound by S. Mejri,45,52
194,2,3:12.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),45,55
195,2,3:08.0,Personal take foul by J. Brunson (drawn by F. Jackson),,45,55
196,2,3:08.0,E. Payton enters the game for D. Miller,,45,55
197,2,3:08.0,,D. Finney-Smith enters the game for M. Kleber,45,55
198,2,3:08.0,,D. Powell enters the game for S. Mejri,45,55
199,2,2:49.0,F. Jackson misses 3-pt jump shot from 23 ft,,45,55
200,2,2:46.0,,Defensive rebound by D. Powell,45,55
201,2,2:30.0,,J. Brunson misses 2-pt jump shot from 11 ft,45,55
202,2,2:27.0,Defensive rebound by K. Williams,,45,55
203,2,2:21.0,Turnover by A. Davis (lost ball; steal by L. Dončić),,45,55
204,2,2:17.0,,L. Dončić makes 2-pt layup at rim (assist by D. Powell),45,57
205,2,2:01.0,J. Randle misses 2-pt hook shot from 4 ft,,45,57
206,2,1:58.0,Offensive rebound by A. Davis,,45,57
207,2,1:57.0,A. Davis makes 2-pt layup from 1 ft,,47,57
208,2,1:49.0,,T. Hardaway misses 2-pt layup from 3 ft,47,57
209,2,1:47.0,,Offensive rebound by D. Powell,47,57
210,2,1:46.0,,D. Powell makes 2-pt layup from 1 ft,47,59
211,2,1:28.0,K. Williams misses 3-pt jump shot from 24 ft,,47,59
212,2,1:25.0,,Defensive rebound by T. Hardaway,47,59
213,2,1:19.0,,T. Hardaway misses 2-pt jump shot from 16 ft,47,59
214,2,1:16.0,Defensive rebound by E. Payton,,47,59
215,2,1:08.0,Turnover by E. Payton (out of bounds lost ball),,47,59
216,2,1:08.0,New Orleans full timeout,,47,59
217,2,1:01.0,,Turnover by J. Brunson (bad pass; steal by E. Payton),47,59
218,2,0:51.0,New Orleans full timeout,,47,59
219,2,0:41.0,J. Randle misses 2-pt jump shot from 20 ft,,47,59
220,2,0:39.0,,Defensive rebound by J. Brunson,47,59
221,2,0:29.0,,L. Dončić misses 2-pt jump shot from 7 ft,47,59
222,2,0:27.0,,Offensive rebound by D. Powell,47,59
223,2,0:25.0,,T. Hardaway misses 3-pt jump shot from 25 ft,47,59
224,2,0:25.0,Defensive rebound by J. Randle,,47,59
225,2,0:03.0,J. Randle makes 2-pt jump shot from 8 ft,,49,59
226,2,0:00.0,,L. Dončić misses 3-pt jump shot from 48 ft,49,59
227,2,0:00.0,,Offensive rebound by Team,49,59
228,3,11:40.0,,J. Brunson makes 2-pt jump shot from 10 ft (assist by T. Hardaway),49,61
229,3,11:24.0,K. Williams misses 3-pt jump shot from 25 ft,,49,61
230,3,11:24.0,Offensive rebound by J. Randle,,49,61
231,3,11:15.0,F. Jackson makes 2-pt jump shot from 8 ft (assist by A. Davis),,51,61
232,3,11:00.0,,Offensive foul by T. Hardaway (drawn by F. Jackson),51,61
233,3,11:00.0,,Turnover by T. Hardaway (offensive foul),51,61
234,3,10:44.0,A. Davis misses 2-pt jump shot from 9 ft,,51,61
235,3,10:40.0,Offensive rebound by A. Davis,,51,61
236,3,10:40.0,A. Davis makes 2-pt layup from 1 ft,,53,61
237,3,10:30.0,,Turnover by L. Dončić (bad pass),53,61
238,3,10:28.0,,Loose ball foul by D. Powell (drawn by A. Davis),53,61
239,3,10:12.0,A. Davis makes 2-pt jump shot from 13 ft,,55,61
240,3,10:11.0,,Dallas full timeout,55,61
241,3,10:00.0,,Turnover by J. Brunson (bad pass),55,61
242,3,9:47.0,K. Williams makes 3-pt jump shot from 25 ft (assist by F. Jackson),,58,61
243,3,9:30.0,,T. Hardaway misses 3-pt jump shot from 25 ft,58,61
244,3,9:28.0,Defensive rebound by A. Davis,,58,61
245,3,9:28.0,Personal foul by T. Hardaway (drawn by J. Randle),,58,61
246,3,9:28.0,,M. Kleber enters the game for D. Nowitzki,58,61
247,3,9:19.0,J. Randle makes 2-pt dunk from 1 ft (assist by A. Davis),,60,61
248,3,9:06.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Kleber),60,64
249,3,8:42.0,A. Davis misses 2-pt jump shot from 17 ft,,60,64
250,3,8:39.0,,Defensive rebound by T. Hardaway,60,64
251,3,8:37.0,,L. Dončić makes 2-pt layup from 1 ft,60,66
252,3,8:37.0,,Shooting foul by E. Payton (drawn by L. Dončić),60,66
253,3,8:37.0,,L. Dončić makes free throw 1 of 1,60,67
254,3,8:23.0,F. Jackson misses 2-pt jump shot from 4 ft (block by M. Kleber),,60,67
255,3,8:20.0,Offensive rebound by J. Randle,,60,67
256,3,8:19.0,J. Randle misses 2-pt layup from 3 ft,,60,67
257,3,8:18.0,Offensive rebound by J. Randle,,60,67
258,3,8:16.0,J. Randle makes 2-pt layup from 1 ft,,62,67
259,3,7:55.0,,Turnover by L. Dončić (bad pass; steal by A. Davis),62,67
260,3,7:54.0,A. Davis makes 2-pt dunk from 1 ft,,64,67
261,3,7:54.0,,Dallas full timeout,64,67
262,3,7:41.0,,M. Kleber misses 3-pt jump shot from 25 ft,64,67
263,3,7:38.0,Defensive rebound by A. Davis,,64,67
264,3,7:18.0,J. Randle misses 2-pt hook shot from 5 ft,,64,67
265,3,7:16.0,,Defensive rebound by L. Dončić,64,67
266,3,6:58.0,,L. Dončić makes 2-pt jump shot from 10 ft,64,69
267,3,6:38.0,Turnover by A. Davis (bad pass; steal by D. Powell),,64,69
268,3,6:38.0,C. Diallo enters the game for A. Davis,,64,69
269,3,6:21.0,,Shooting foul by F. Jackson (drawn by T. Hardaway),64,69
270,3,6:21.0,,T. Hardaway makes free throw 1 of 2,64,70
271,3,6:21.0,,D. Finney-Smith enters the game for L. Dončić,64,70
272,3,6:21.0,,T. Hardaway makes free throw 2 of 2,64,71
273,3,6:16.0,F. Jackson makes 2-pt dunk from 1 ft (assist by E. Payton),,66,71
274,3,6:02.0,,Shooting foul by C. Diallo (drawn by D. Powell),66,71
275,3,6:02.0,,Offensive rebound by Team,66,71
276,3,6:02.0,,D. Powell misses free throw 1 of 2,66,71
277,3,6:02.0,,D. Powell makes free throw 2 of 2,66,72
278,3,5:52.0,F. Jackson misses 3-pt jump shot from 23 ft,,66,72
279,3,5:50.0,Offensive rebound by C. Diallo,,66,72
280,3,5:49.0,C. Diallo misses 2-pt layup from 1 ft (block by D. Finney-Smith),,66,72
281,3,5:46.0,,Defensive rebound by M. Kleber,66,72
282,3,5:42.0,,J. Brunson makes 2-pt layup from 1 ft,66,74
283,3,5:25.0,K. Williams makes 2-pt dunk from 1 ft (assist by J. Randle),,68,74
284,3,5:10.0,,D. Powell misses 3-pt jump shot from 25 ft,68,74
285,3,5:08.0,Defensive rebound by K. Williams,,68,74
286,3,4:56.0,J. Randle makes 2-pt jump shot from 7 ft (assist by E. Payton),,70,74
287,3,4:56.0,Shooting foul by D. Finney-Smith (drawn by J. Randle),,70,74
288,3,4:56.0,,S. Mejri enters the game for D. Powell,70,74
289,3,4:56.0,J. Randle misses free throw 1 of 1,,70,74
290,3,4:54.0,,Defensive rebound by S. Mejri,70,74
291,3,4:40.0,,Turnover by T. Hardaway (bad pass),70,74
292,3,4:21.0,E. Payton makes 2-pt jump shot from 8 ft,,72,74
293,3,4:02.0,,Turnover by M. Kleber (bad pass; steal by K. Williams),72,74
294,3,4:02.0,Personal take foul by M. Kleber (drawn by J. Randle),,72,74
295,3,4:02.0,D. Miller enters the game for K. Williams,,72,74
296,3,4:02.0,,D. Harris enters the game for T. Hardaway,72,74
297,3,3:56.0,Shooting foul by D. Harris (drawn by F. Jackson),,72,74
298,3,3:56.0,F. Jackson makes free throw 1 of 2,,73,74
299,3,3:56.0,F. Jackson makes free throw 2 of 2,,74,74
300,3,3:42.0,,J. Brunson makes 2-pt jump shot from 16 ft (assist by S. Mejri),74,76
301,3,3:21.0,J. Randle misses 2-pt jump shot from 14 ft,,74,76
302,3,3:16.0,Offensive rebound by D. Miller,,74,76
303,3,3:05.0,F. Jackson makes 2-pt jump shot from 9 ft (assist by E. Payton),,76,76
304,3,2:48.0,,J. Brunson misses 2-pt jump shot from 9 ft,76,76
305,3,2:46.0,Defensive rebound by J. Randle,,76,76
306,3,2:44.0,Personal take foul by D. Harris (drawn by E. Payton),,76,76
307,3,2:44.0,Offensive rebound by Team,,76,76
308,3,2:44.0,E. Payton misses free throw 1 of 2,,76,76
309,3,2:44.0,K. Williams enters the game for J. Randle,,76,76
310,3,2:44.0,E. Payton makes free throw 2 of 2,,77,76
311,3,2:28.0,,S. Mejri makes 2-pt jump shot from 7 ft (assist by J. Brunson),77,78
312,3,2:06.0,E. Payton makes 3-pt jump shot from 26 ft,,80,78
313,3,1:43.0,,M. Kleber misses 3-pt jump shot from 23 ft,80,78
314,3,1:42.0,,Offensive rebound by Team,80,78
315,3,1:42.0,I. Clark enters the game for E. Payton,,80,78
316,3,1:42.0,,L. Dončić enters the game for J. Brunson,80,78
317,3,1:42.0,,D. Nowitzki enters the game for M. Kleber,80,78
318,3,1:42.0,,D. Powell enters the game for S. Mejri,80,78
319,3,1:40.0,,D. Harris misses 2-pt layup from 2 ft,80,78
320,3,1:38.0,Defensive rebound by K. Williams,,80,78
321,3,1:34.0,I. Clark misses 3-pt jump shot from 25 ft,,80,78
322,3,1:31.0,Offensive rebound by C. Diallo,,80,78
323,3,1:27.0,C. Diallo makes 2-pt jump shot from 18 ft (assist by F. Jackson),,82,78
324,3,1:13.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,82,78
325,3,1:10.0,Defensive rebound by C. Diallo,,82,78
326,3,1:09.0,Turnover by C. Diallo (lost ball; steal by L. Dončić),,82,78
327,3,1:08.0,,Shooting foul by C. Diallo (drawn by L. Dončić),82,78
328,3,1:08.0,,L. Dončić makes free throw 1 of 2,82,79
329,3,1:08.0,,L. Dončić misses free throw 2 of 2,82,79
330,3,1:05.0,Defensive rebound by K. Williams,,82,79
331,3,1:01.0,D. Miller misses 3-pt jump shot from 25 ft,,82,79
332,3,0:59.0,,Defensive rebound by L. Dončić,82,79
333,3,0:49.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,82,79
334,3,0:46.0,Defensive rebound by K. Williams,,82,79
335,3,0:33.0,C. Diallo makes 2-pt jump shot from 18 ft (assist by K. Williams),,84,79
336,3,0:14.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,84,79
337,3,0:12.0,,Offensive rebound by D. Finney-Smith,84,79
338,3,0:11.0,,D. Finney-Smith misses 2-pt layup from 2 ft (block by C. Diallo),84,79
339,3,0:11.0,Defensive rebound by K. Williams,,84,79
340,4,11:42.0,D. Miller makes 2-pt jump shot from 16 ft (assist by I. Clark),,86,79
341,4,11:23.0,,J. Jackson misses 3-pt jump shot from 25 ft,86,79
342,4,11:20.0,Defensive rebound by C. Diallo,,86,79
343,4,11:11.0,C. Diallo makes 2-pt dunk from 1 ft (assist by K. Williams),,88,79
344,4,10:55.0,,Turnover by L. Dončić (bad pass; steal by K. Williams),88,79
345,4,10:45.0,K. Williams misses 3-pt jump shot from 25 ft,,88,79
346,4,10:43.0,,Defensive rebound by L. Dončić,88,79
347,4,10:39.0,,Personal foul by D. Miller (drawn by D. Powell),88,79
348,4,10:21.0,,L. Dončić misses 3-pt jump shot from 25 ft,88,79
349,4,10:21.0,,Offensive rebound by Team,88,79
350,4,10:21.0,,Turnover by Team (shot clock),88,79
351,4,10:09.0,Turnover by D. Miller (out of bounds lost ball),,88,79
352,4,9:52.0,,J. Jackson makes 2-pt jump shot from 12 ft,88,81
353,4,9:52.0,,Shooting foul by I. Clark (drawn by J. Jackson),88,81
354,4,9:52.0,,J. Jackson makes free throw 1 of 1,88,82
355,4,9:39.0,K. Williams misses 3-pt jump shot from 26 ft,,88,82
356,4,9:35.0,Offensive rebound by K. Williams,,88,82
357,4,9:26.0,I. Clark misses 2-pt jump shot from 13 ft,,88,82
358,4,9:24.0,,Defensive rebound by D. Powell,88,82
359,4,9:20.0,,Personal foul by D. Miller (drawn by L. Dončić),88,82
360,4,9:15.0,,L. Dončić misses 2-pt layup from 3 ft,88,82
361,4,9:13.0,Defensive rebound by D. Bertāns,,88,82
362,4,9:06.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Miller),,91,82
363,4,8:49.0,,L. Dončić makes 2-pt jump shot from 10 ft,91,84
364,4,8:37.0,I. Clark misses 3-pt jump shot from 25 ft,,91,84
365,4,8:35.0,Offensive rebound by C. Diallo,,91,84
366,4,8:34.0,C. Diallo misses 2-pt layup from 3 ft (block by D. Finney-Smith),,91,84
367,4,8:34.0,,Defensive rebound by D. Harris,91,84
368,4,8:30.0,,D. Harris misses 2-pt layup from 2 ft (block by I. Clark),91,84
369,4,8:30.0,,Offensive rebound by Team,91,84
370,4,8:28.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),91,87
371,4,8:16.0,D. Miller makes 3-pt jump shot from 25 ft (assist by I. Clark),,94,87
372,4,8:03.0,,Offensive foul by L. Dončić (drawn by K. Williams),94,87
373,4,8:03.0,,Turnover by L. Dončić (offensive foul),94,87
374,4,8:03.0,,M. Kleber enters the game for D. Powell,94,87
375,4,7:48.0,Turnover by D. Miller (bad pass),,94,87
376,4,7:48.0,J. Randle enters the game for K. Williams,,94,87
377,4,7:28.0,,D. Harris misses 2-pt jump shot from 6 ft,94,87
378,4,7:28.0,,J. Jackson makes 2-pt layup from 3 ft,94,89
379,4,7:28.0,,Offensive rebound by J. Jackson,94,89
380,4,7:28.0,,Shooting foul by I. Clark (drawn by J. Jackson),94,89
381,4,7:28.0,,J. Brunson enters the game for L. Dončić,94,89
