,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
47,1,6:42.0,,P. Siakam misses 3-pt jump shot from 23 ft,9,8
48,1,6:39.0,Defensive rebound by D. Augustin,,9,8
49,1,6:24.0,N. Vučević misses 2-pt hook shot from 6 ft,,9,8
50,1,6:21.0,Offensive rebound by N. Vučević,,9,8
51,1,6:20.0,N. Vučević makes 2-pt layup from 2 ft,,11,8
52,1,6:06.0,,M. Gasol misses 2-pt jump shot from 11 ft,11,8
53,1,6:04.0,Defensive rebound by D. Augustin,,11,8
54,1,5:55.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,13,8
55,1,5:54.0,,Toronto full timeout,13,8
56,1,5:54.0,W. Iwundu enters the game for A. Gordon,,13,8
57,1,5:54.0,,D. Green enters the game for O. Anunoby,13,8
58,1,5:33.0,,K. Lowry misses 2-pt jump shot from 18 ft,13,8
59,1,5:31.0,Defensive rebound by N. Vučević,,13,8
60,1,5:19.0,E. Fournier misses 3-pt jump shot from 24 ft,,13,8
61,1,5:12.0,Offensive rebound by W. Iwundu,,13,8
62,1,5:12.0,W. Iwundu makes 2-pt layup at rim,,15,8
63,1,5:10.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Lowry),15,10
64,1,4:57.0,N. Vučević misses 2-pt jump shot from 16 ft,,15,10
65,1,4:53.0,,Defensive rebound by D. Green,15,10
66,1,4:38.0,,D. Green misses 2-pt layup from 3 ft,15,10
67,1,4:36.0,Defensive rebound by J. Isaac,,15,10
68,1,4:31.0,Personal foul by M. Gasol (drawn by N. Vučević),,15,10
69,1,4:31.0,J. Grant enters the game for D. Augustin,,15,10
70,1,4:31.0,T. Ross enters the game for E. Fournier,,15,10
71,1,4:31.0,,S. Ibaka enters the game for M. Gasol,15,10
72,1,4:21.0,T. Ross misses 2-pt jump shot from 16 ft,,15,10
73,1,4:17.0,,Defensive rebound by P. Siakam,15,10
74,1,4:14.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),15,13
75,1,3:57.0,N. Vučević makes 2-pt dunk from 1 ft (assist by J. Grant),,17,13
76,1,3:47.0,,Turnover by K. Lowry (traveling),17,13
77,1,3:47.0,,N. Powell enters the game for K. Lowry,17,13
78,1,3:27.0,J. Isaac misses 3-pt jump shot from 25 ft,,17,13
79,1,3:25.0,Offensive rebound by T. Ross,,17,13
80,1,3:18.0,T. Ross misses 2-pt jump shot from 17 ft,,17,13
81,1,3:15.0,Offensive rebound by N. Vučević,,17,13
82,1,3:12.0,W. Iwundu misses 3-pt jump shot from 24 ft,,17,13
83,1,3:08.0,,Defensive rebound by S. Ibaka,17,13
84,1,3:03.0,,D. Green misses 3-pt jump shot from 23 ft,17,13
85,1,3:01.0,,Offensive rebound by S. Ibaka,17,13
86,1,2:59.0,,S. Ibaka makes 2-pt jump shot from 17 ft,17,15
87,1,2:47.0,Offensive foul by T. Ross (drawn by D. Green),,17,15
88,1,2:47.0,Turnover by T. Ross (offensive foul),,17,15
89,1,2:47.0,Orlando full timeout,,17,15
90,1,2:47.0,K. Birch enters the game for J. Isaac,,17,15
91,1,2:47.0,A. Gordon enters the game for N. Vučević,,17,15
92,1,2:47.0,,O. Anunoby enters the game for P. Siakam,17,15
93,1,2:33.0,,S. Ibaka misses 2-pt jump shot from 9 ft (block by W. Iwundu),17,15
94,1,2:31.0,Defensive rebound by T. Ross,,17,15
95,1,2:24.0,T. Ross misses 2-pt jump shot from 15 ft,,17,15
96,1,2:20.0,,Defensive rebound by O. Anunoby,17,15
97,1,2:09.0,,S. Ibaka misses 2-pt hook shot from 9 ft,17,15
98,1,2:08.0,Defensive rebound by A. Gordon,,17,15
99,1,1:57.0,Offensive foul by A. Gordon (drawn by J. Lin),,17,15
100,1,1:57.0,Turnover by A. Gordon (offensive foul),,17,15
101,1,1:57.0,,P. McCaw enters the game for D. Green,17,15
102,1,1:43.0,,J. Lin misses 2-pt jump shot from 16 ft,17,15
103,1,1:40.0,Defensive rebound by T. Ross,,17,15
104,1,1:34.0,A. Gordon misses 2-pt jump shot from 18 ft,,17,15
105,1,1:33.0,Offensive rebound by K. Birch,,17,15
106,1,1:33.0,K. Birch misses 2-pt layup from 2 ft,,17,15
107,1,1:30.0,,Defensive rebound by P. McCaw,17,15
108,1,1:12.0,,Turnover by S. Ibaka (3 sec),17,15
109,1,1:01.0,Shooting foul by J. Lin (drawn by T. Ross),,17,15
110,1,1:01.0,T. Ross makes free throw 1 of 3,,18,15
111,1,1:01.0,T. Ross makes free throw 2 of 3,,19,15
112,1,1:01.0,T. Ross makes free throw 3 of 3,,20,15
113,1,0:49.0,,N. Powell misses 2-pt jump shot from 9 ft,20,15
114,1,0:47.0,Defensive rebound by J. Grant,,20,15
115,1,0:40.0,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Grant),,23,15
116,1,0:30.0,,Shooting foul by K. Birch (drawn by J. Lin),23,15
117,1,0:30.0,,J. Lin misses free throw 1 of 2,23,15
118,1,0:30.0,,Offensive rebound by Team,23,15
119,1,0:30.0,,J. Lin misses free throw 2 of 2,23,15
120,1,0:29.0,Defensive rebound by A. Gordon,,23,15
121,1,0:10.0,K. Birch makes 2-pt layup from 2 ft (assist by J. Grant),,25,15
122,1,0:01.0,,J. Lin misses 2-pt layup from 2 ft,25,15
123,1,0:01.0,,Offensive rebound by S. Ibaka,25,15
124,1,0:00.0,,S. Ibaka misses 2-pt layup from 1 ft,25,15
125,1,0:00.0,,Offensive rebound by Team,25,15
126,2,11:48.0,Personal foul by N. Powell (drawn by A. Gordon),,25,15
127,2,11:44.0,T. Ross misses 3-pt jump shot from 24 ft,,25,15
128,2,11:42.0,,Defensive rebound by K. Lowry,25,15
129,2,11:35.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),25,17
130,2,11:20.0,Offensive foul by K. Birch (drawn by N. Powell),,25,17
131,2,11:20.0,Turnover by K. Birch (offensive foul),,25,17
132,2,11:07.0,,Turnover by K. Lowry (bad pass; steal by K. Birch),25,17
133,2,10:57.0,A. Gordon misses 2-pt jump shot from 15 ft,,25,17
134,2,10:53.0,,Defensive rebound by P. Siakam,25,17
135,2,10:40.0,,P. McCaw misses 2-pt layup from 3 ft,25,17
136,2,10:40.0,Defensive rebound by Team,,25,17
137,2,10:40.0,,Loose ball foul by S. Ibaka (drawn by K. Birch),25,17
138,2,10:20.0,E. Fournier misses 3-pt jump shot from 25 ft,,25,17
139,2,10:17.0,Offensive rebound by T. Ross,,25,17
140,2,10:16.0,T. Ross makes 2-pt jump shot from 8 ft,,27,17
141,2,10:06.0,,K. Lowry misses 2-pt jump shot from 19 ft,27,17
142,2,10:03.0,Defensive rebound by T. Ross,,27,17
143,2,9:53.0,K. Birch misses 2-pt hook shot from 5 ft,,27,17
144,2,9:51.0,Offensive rebound by K. Birch,,27,17
145,2,9:50.0,Turnover by A. Gordon (off goaltending),,27,17
146,2,9:30.0,,Personal foul by T. Ross (drawn by K. Lowry),27,17
147,2,9:22.0,,P. McCaw misses 2-pt jump shot from 7 ft (block by E. Fournier),27,17
148,2,9:22.0,,Offensive rebound by Team,27,17
149,2,9:09.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by N. Powell),27,20
150,2,8:57.0,J. Grant misses 2-pt jump shot from 14 ft,,27,20
151,2,8:54.0,,Defensive rebound by P. Siakam,27,20
152,2,8:49.0,,P. Siakam misses 2-pt jump shot from 3 ft,27,20
153,2,8:46.0,Defensive rebound by T. Ross,,27,20
154,2,8:38.0,E. Fournier misses 3-pt jump shot from 25 ft,,27,20
155,2,8:36.0,Offensive rebound by J. Grant,,27,20
156,2,8:34.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Grant),,30,20
157,2,8:23.0,,Turnover by N. Powell (lost ball; steal by K. Birch),30,20
158,2,8:18.0,J. Grant makes 2-pt layup from 2 ft (assist by K. Birch),,32,20
159,2,8:16.0,,Toronto full timeout,32,20
160,2,8:16.0,W. Iwundu enters the game for E. Fournier,,32,20
161,2,8:16.0,,J. Meeks enters the game for P. McCaw,32,20
162,2,8:03.0,,S. Ibaka makes 2-pt dunk from 2 ft (assist by K. Lowry),32,22
163,2,7:44.0,T. Ross makes 2-pt jump shot from 15 ft (assist by J. Grant),,34,22
164,2,7:33.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by N. Powell),34,25
165,2,7:13.0,Personal foul by K. Lowry (drawn by J. Grant),,34,25
166,2,7:13.0,,M. Gasol enters the game for S. Ibaka,34,25
167,2,7:07.0,T. Ross misses 2-pt jump shot from 18 ft,,34,25
168,2,7:05.0,,Defensive rebound by M. Gasol,34,25
169,2,7:00.0,,K. Lowry makes 2-pt layup from 3 ft,34,27
170,2,6:44.0,K. Birch makes 2-pt layup from 2 ft (assist by T. Ross),,36,27
171,2,6:37.0,,K. Lowry makes 2-pt layup from 3 ft,36,29
172,2,6:37.0,Violation by Team (def goaltending),,36,29
173,2,6:15.0,J. Grant makes 2-pt jump shot from 11 ft,,38,29
174,2,6:06.0,,M. Gasol makes 2-pt layup from 2 ft (assist by K. Lowry),38,31
175,2,5:56.0,Orlando full timeout,,38,31
176,2,5:56.0,D. Augustin enters the game for K. Birch,,38,31
177,2,5:56.0,J. Isaac enters the game for A. Gordon,,38,31
178,2,5:56.0,N. Vučević enters the game for J. Grant,,38,31
179,2,5:56.0,,D. Green enters the game for N. Powell,38,31
180,2,5:42.0,W. Iwundu misses 3-pt jump shot from 23 ft,,38,31
181,2,5:39.0,,Defensive rebound by P. Siakam,38,31
182,2,5:25.0,,M. Gasol misses 2-pt jump shot from 20 ft,38,31
183,2,5:23.0,Defensive rebound by J. Isaac,,38,31
184,2,5:14.0,J. Isaac misses 2-pt layup from 2 ft,,38,31
185,2,5:12.0,,Defensive rebound by P. Siakam,38,31
186,2,5:03.0,,J. Meeks makes 3-pt jump shot from 22 ft (assist by P. Siakam),38,34
187,2,4:44.0,T. Ross misses 3-pt jump shot from 25 ft,,38,34
188,2,4:42.0,,Defensive rebound by K. Lowry,38,34
189,2,4:34.0,,J. Meeks misses 3-pt jump shot from 25 ft,38,34
190,2,4:30.0,Defensive rebound by N. Vučević,,38,34
191,2,4:23.0,N. Vučević misses 3-pt jump shot from 24 ft,,38,34
192,2,4:20.0,,Defensive rebound by J. Meeks,38,34
193,2,4:04.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by M. Gasol),38,37
194,2,3:44.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. Augustin),,41,37
195,2,3:30.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. Green),41,40
196,2,3:11.0,N. Vučević makes 2-pt hook shot from 3 ft,,43,40
197,2,3:10.0,Violation by Team (delay of game),,43,40
198,2,3:00.0,,Shooting foul by N. Vučević (drawn by M. Gasol),43,40
199,2,3:00.0,,M. Gasol makes free throw 1 of 2,43,41
200,2,3:00.0,E. Fournier enters the game for T. Ross,,43,41
201,2,3:00.0,,M. Gasol misses free throw 2 of 2,43,41
202,2,2:58.0,Defensive rebound by N. Vučević,,43,41
203,2,2:37.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,46,41
204,2,2:26.0,,D. Green misses 2-pt layup from 4 ft (block by W. Iwundu),46,41
205,2,2:23.0,,Offensive rebound by M. Gasol,46,41
206,2,2:21.0,,J. Meeks makes 2-pt layup from 2 ft (assist by M. Gasol),46,43
207,2,2:00.0,D. Augustin makes 3-pt jump shot from 25 ft,,49,43
208,2,1:53.0,,M. Gasol makes 2-pt layup from 1 ft (assist by K. Lowry),49,45
209,2,1:38.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,52,45
210,2,1:29.0,,J. Meeks makes 2-pt jump shot from 9 ft (assist by K. Lowry),52,47
211,2,1:08.0,Shooting foul by J. Meeks (drawn by W. Iwundu),,52,47
212,2,1:08.0,W. Iwundu misses free throw 1 of 2,,52,47
213,2,1:08.0,Offensive rebound by Team,,52,47
214,2,1:08.0,A. Gordon enters the game for J. Isaac,,52,47
215,2,1:08.0,W. Iwundu makes free throw 2 of 2,,53,47
216,2,0:50.0,,Shooting foul by W. Iwundu (drawn by K. Lowry),53,47
217,2,0:50.0,,K. Lowry makes free throw 1 of 3,53,48
218,2,0:50.0,,K. Lowry makes free throw 2 of 3,53,49
219,2,0:50.0,,S. Ibaka enters the game for M. Gasol,53,49
220,2,0:50.0,,K. Lowry makes free throw 3 of 3,53,50
221,2,0:36.0,N. Vučević misses 2-pt hook shot from 2 ft,,53,50
222,2,0:34.0,,Defensive rebound by P. Siakam,53,50
223,2,0:28.0,,D. Green misses 3-pt jump shot from 23 ft,53,50
224,2,0:25.0,Defensive rebound by N. Vučević,,53,50
225,2,0:05.0,A. Gordon misses 3-pt jump shot from 23 ft (block by P. Siakam),,53,50
226,2,0:04.0,Offensive rebound by D. Augustin,,53,50
227,2,0:04.0,Shooting foul by S. Ibaka (drawn by D. Augustin),,53,50
228,2,0:04.0,D. Augustin misses free throw 1 of 2,,53,50
229,2,0:04.0,Offensive rebound by Team,,53,50
230,2,0:04.0,D. Augustin misses free throw 2 of 2,,53,50
231,2,0:03.0,,Defensive rebound by P. Siakam,53,50
232,3,11:44.0,Def 3 sec tech foul by Team,,53,50
233,3,11:44.0,E. Fournier makes technical free throw,,54,50
234,3,11:36.0,D. Augustin makes 2-pt jump shot from 21 ft,,56,50
235,3,11:18.0,,Personal foul by E. Fournier (drawn by M. Gasol),56,50
236,3,11:08.0,,M. Gasol misses 2-pt hook shot from 7 ft,56,50
237,3,11:05.0,Defensive rebound by N. Vučević,,56,50
238,3,10:54.0,E. Fournier misses 3-pt jump shot from 26 ft,,56,50
239,3,10:51.0,,Defensive rebound by O. Anunoby,56,50
240,3,10:49.0,,Turnover by K. Lowry (bad pass),56,50
241,3,10:36.0,E. Fournier makes 2-pt layup from 3 ft (assist by A. Gordon),,58,50
242,3,10:14.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by M. Gasol),58,53
243,3,9:59.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,61,53
244,3,9:40.0,,M. Gasol misses 2-pt jump shot from 8 ft,61,53
245,3,9:36.0,Defensive rebound by E. Fournier,,61,53
246,3,9:31.0,Turnover by D. Augustin (bad pass; steal by K. Lowry),,61,53
247,3,9:26.0,,Turnover by K. Lowry (bad pass; steal by N. Vučević),61,53
248,3,9:24.0,D. Augustin makes 2-pt layup from 3 ft (assist by N. Vučević),,63,53
249,3,9:07.0,,D. Green makes 2-pt jump shot from 8 ft (assist by K. Lowry),63,55
250,3,8:54.0,Turnover by E. Fournier (lost ball; steal by K. Lowry),,63,55
251,3,8:49.0,,O. Anunoby misses 2-pt layup from 2 ft,63,55
252,3,8:47.0,,Offensive rebound by O. Anunoby,63,55
253,3,8:47.0,,O. Anunoby misses 2-pt layup from 2 ft (block by J. Isaac),63,55
254,3,8:47.0,,Offensive rebound by Team,63,55
255,3,8:41.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Green),63,58
256,3,8:24.0,Turnover by E. Fournier (step out of bounds),,63,58
257,3,8:15.0,,K. Lowry misses 3-pt jump shot from 25 ft,63,58
258,3,8:12.0,Defensive rebound by N. Vučević,,63,58
259,3,8:04.0,E. Fournier misses 3-pt jump shot from 23 ft,,63,58
260,3,8:02.0,Offensive rebound by Team,,63,58
261,3,8:02.0,,Loose ball foul by M. Gasol (drawn by N. Vučević),63,58
262,3,7:47.0,A. Gordon misses 3-pt jump shot from 25 ft,,63,58
263,3,7:44.0,,Defensive rebound by M. Gasol,63,58
264,3,7:37.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Lowry),63,61
265,3,7:22.0,Turnover by D. Augustin (out of bounds lost ball),,63,61
266,3,7:05.0,,M. Gasol makes 2-pt layup from 3 ft (assist by K. Lowry),63,63
267,3,6:46.0,E. Fournier makes 2-pt jump shot from 17 ft,,65,63
268,3,6:39.0,,K. Lowry misses 3-pt jump shot from 24 ft,65,63
269,3,6:39.0,Defensive rebound by N. Vučević,,65,63
270,3,6:29.0,Shooting foul by M. Gasol (drawn by A. Gordon),,65,63
271,3,6:29.0,,Toronto full timeout,65,63
272,3,6:29.0,,S. Ibaka enters the game for M. Gasol,65,63
273,3,6:29.0,A. Gordon makes free throw 1 of 2,,66,63
274,3,6:29.0,A. Gordon misses free throw 2 of 2,,66,63
275,3,6:27.0,,Defensive rebound by P. Siakam,66,63
276,3,6:17.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),66,65
277,3,6:01.0,E. Fournier misses 3-pt jump shot from 25 ft,,66,65
278,3,5:58.0,,Defensive rebound by O. Anunoby,66,65
279,3,5:50.0,,S. Ibaka misses 2-pt hook shot from 7 ft,66,65
280,3,5:47.0,Defensive rebound by E. Fournier,,66,65
281,3,5:37.0,A. Gordon misses 2-pt jump shot from 9 ft,,66,65
282,3,5:35.0,,Defensive rebound by P. Siakam,66,65
283,3,5:29.0,,Offensive foul by O. Anunoby (drawn by D. Augustin),66,65
284,3,5:29.0,,Turnover by O. Anunoby (offensive foul),66,65
285,3,5:29.0,W. Iwundu enters the game for A. Gordon,,66,65
286,3,5:16.0,W. Iwundu misses 3-pt jump shot from 25 ft,,66,65
287,3,5:13.0,,Defensive rebound by D. Green,66,65
288,3,5:08.0,,P. Siakam misses 2-pt layup from 2 ft,66,65
289,3,5:07.0,,Offensive rebound by Team,66,65
290,3,5:05.0,,Turnover by K. Lowry (bad pass; steal by D. Augustin),66,65
291,3,5:01.0,J. Isaac makes 2-pt dunk from 2 ft (assist by D. Augustin),,68,65
292,3,4:44.0,,S. Ibaka misses 2-pt jump shot from 19 ft,68,65
293,3,4:42.0,Defensive rebound by J. Isaac,,68,65
294,3,4:32.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by D. Augustin),,70,65
295,3,4:20.0,,Personal foul by E. Fournier (drawn by K. Lowry),70,65
296,3,4:20.0,J. Grant enters the game for D. Augustin,,70,65
297,3,4:20.0,T. Ross enters the game for E. Fournier,,70,65
298,3,4:20.0,,J. Lin enters the game for O. Anunoby,70,65
299,3,4:10.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by J. Lin),70,67
300,3,3:56.0,T. Ross misses 2-pt jump shot from 22 ft,,70,67
301,3,3:54.0,,Defensive rebound by K. Lowry,70,67
302,3,3:51.0,,K. Lowry misses 3-pt jump shot from 25 ft,70,67
303,3,3:49.0,Defensive rebound by N. Vučević,,70,67
304,3,3:38.0,Turnover by J. Isaac (bad pass; steal by K. Lowry),,70,67
305,3,3:33.0,,P. Siakam misses 3-pt jump shot from 23 ft,70,67
306,3,3:33.0,Defensive rebound by W. Iwundu,,70,67
307,3,3:30.0,Personal foul by K. Lowry (drawn by W. Iwundu),,70,67
308,3,3:30.0,,N. Powell enters the game for D. Green,70,67
309,3,3:18.0,J. Isaac misses 2-pt layup from 4 ft (block by P. Siakam),,70,67
310,3,3:15.0,,Defensive rebound by J. Lin,70,67
311,3,3:09.0,,J. Lin misses 3-pt jump shot from 25 ft,70,67
312,3,3:05.0,Defensive rebound by W. Iwundu,,70,67
313,3,3:01.0,W. Iwundu makes 2-pt layup from 1 ft,,72,67
314,3,2:43.0,,K. Lowry misses 2-pt jump shot from 7 ft,72,67
315,3,2:41.0,Defensive rebound by J. Grant,,72,67
316,3,2:37.0,T. Ross misses 3-pt jump shot from 25 ft,,72,67
317,3,2:34.0,,Defensive rebound by P. Siakam,72,67
318,3,2:26.0,,P. Siakam misses 2-pt layup from 4 ft (block by J. Grant),72,67
319,3,2:26.0,Defensive rebound by Team,,72,67
320,3,2:26.0,Orlando full timeout,,72,67
321,3,2:26.0,K. Birch enters the game for J. Isaac,,72,67
322,3,2:26.0,A. Gordon enters the game for N. Vučević,,72,67
323,3,2:26.0,,P. McCaw enters the game for K. Lowry,72,67
324,3,2:26.0,,J. Meeks enters the game for P. Siakam,72,67
325,3,2:14.0,Turnover by T. Ross (bad pass; steal by P. McCaw),,72,67
326,3,2:01.0,,N. Powell misses 3-pt jump shot from 25 ft,72,67
327,3,1:58.0,Defensive rebound by K. Birch,,72,67
328,3,1:52.0,Personal foul by J. Lin (drawn by J. Grant),,72,67
329,3,1:44.0,Personal foul by P. McCaw (drawn by T. Ross),,72,67
330,3,1:44.0,T. Ross makes free throw 1 of 2,,73,67
331,3,1:44.0,T. Ross makes free throw 2 of 2,,74,67
332,3,1:37.0,,Personal foul by K. Birch (drawn by J. Lin),74,67
333,3,1:20.0,,Turnover by J. Lin (bad pass; steal by J. Grant),74,67
334,3,1:16.0,A. Gordon makes 2-pt dunk from 2 ft (assist by J. Grant),,76,67
335,3,1:02.0,,J. Lin misses 3-pt jump shot from 25 ft,76,67
336,3,1:00.0,Defensive rebound by T. Ross,,76,67
337,3,0:51.0,Shooting foul by J. Lin (drawn by A. Gordon),,76,67
338,3,0:51.0,A. Gordon makes free throw 1 of 2,,77,67
339,3,0:51.0,A. Gordon makes free throw 2 of 2,,78,67
340,3,0:34.0,,S. Ibaka makes 2-pt jump shot from 8 ft (assist by J. Lin),78,69
341,3,0:27.0,T. Ross misses 3-pt jump shot from 26 ft,,78,69
342,3,0:24.0,Offensive rebound by Team,,78,69
343,3,0:19.0,T. Ross makes 2-pt layup from 2 ft,,80,69
344,3,0:04.0,,J. Lin makes 2-pt layup from 2 ft,80,71
345,3,0:01.0,J. Grant misses 2-pt jump shot from 13 ft,,80,71
346,3,0:00.0,Offensive rebound by Team,,80,71
347,4,11:46.0,,Shooting foul by K. Birch (drawn by J. Lin),80,71
348,4,11:46.0,,J. Lin makes free throw 1 of 2,80,72
349,4,11:46.0,,J. Lin makes free throw 2 of 2,80,73
350,4,11:32.0,T. Ross makes 2-pt dunk from 2 ft (assist by A. Gordon),,82,73
351,4,11:18.0,,J. Meeks misses 2-pt hook shot from 6 ft (block by K. Birch),82,73
352,4,11:18.0,,Offensive rebound by Team,82,73
353,4,11:12.0,,S. Ibaka makes 2-pt hook shot from 2 ft (assist by J. Lin),82,75
354,4,11:12.0,Violation by Team (def goaltending),,82,75
355,4,10:56.0,T. Ross makes 2-pt jump shot from 15 ft (assist by A. Gordon),,84,75
356,4,10:43.0,,J. Meeks misses 3-pt jump shot from 24 ft,84,75
357,4,10:40.0,Defensive rebound by A. Gordon,,84,75
358,4,10:28.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Grant),,87,75
359,4,10:00.0,,P. McCaw makes 3-pt jump shot from 24 ft (assist by J. Lin),87,78
360,4,9:34.0,A. Gordon misses 3-pt jump shot from 25 ft,,87,78
361,4,9:32.0,,Defensive rebound by S. Ibaka,87,78
362,4,9:24.0,,J. Lin misses 2-pt jump shot from 14 ft,87,78
363,4,9:21.0,,Offensive rebound by S. Ibaka,87,78
364,4,9:19.0,,J. Meeks misses 3-pt jump shot from 25 ft,87,78
365,4,9:15.0,Defensive rebound by K. Birch,,87,78
366,4,9:04.0,J. Grant makes 3-pt jump shot from 26 ft (assist by A. Gordon),,90,78
367,4,8:56.0,,Toronto full timeout,90,78
368,4,8:56.0,,K. Lowry enters the game for J. Lin,90,78
369,4,8:56.0,,P. Siakam enters the game for J. Meeks,90,78
370,4,8:38.0,,P. Siakam misses 2-pt hook shot from 4 ft,90,78
371,4,8:36.0,Defensive rebound by A. Gordon,,90,78
372,4,8:34.0,Personal foul by K. Lowry (drawn by J. Grant),,90,78
373,4,8:26.0,Turnover by E. Fournier (bad pass; steal by O. Anunoby),,90,78
374,4,8:25.0,,Personal take foul by J. Grant (drawn by K. Lowry),90,78
375,4,8:09.0,,Turnover by S. Ibaka (out of bounds lost ball),90,78
376,4,7:56.0,Shooting foul by K. Lowry (drawn by T. Ross),,90,78
377,4,7:56.0,T. Ross makes free throw 1 of 2,,91,78
378,4,7:56.0,,D. Green enters the game for P. McCaw,91,78
379,4,7:56.0,T. Ross makes free throw 2 of 2,,92,78
380,4,7:42.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by K. Lowry),92,80
381,4,7:20.0,A. Gordon makes 2-pt jump shot from 12 ft,,94,80
382,4,7:09.0,,Shooting foul by E. Fournier (drawn by K. Lowry),94,80
383,4,7:09.0,,K. Lowry makes free throw 1 of 2,94,81
