,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
32,1,7:58.0,Turnover by D. DeRozan (out of bounds lost ball),,3,7
33,1,7:44.0,,K. Anderson misses 3-pt jump shot from 27 ft,3,7
34,1,7:44.0,,Offensive rebound by Team,3,7
35,1,7:44.0,Loose ball foul by D. White (drawn by M. Gasol),,3,7
36,1,7:44.0,P. Mills enters the game for D. White,,3,7
37,1,7:36.0,,K. Anderson misses 2-pt jump shot from 1 ft,3,7
38,1,7:33.0,Defensive rebound by L. Aldridge,,3,7
39,1,7:27.0,Turnover by P. Mills (bad pass),,3,7
40,1,7:14.0,,K. Anderson makes 2-pt layup from 1 ft (assist by M. Gasol),3,9
41,1,7:12.0,San Antonio full timeout,,3,9
42,1,7:04.0,D. DeRozan makes 2-pt jump shot from 13 ft,,5,9
43,1,6:47.0,,M. Gasol misses 2-pt jump shot from 19 ft,5,9
44,1,6:44.0,Defensive rebound by L. Aldridge,,5,9
45,1,6:36.0,B. Forbes misses 3-pt jump shot from 26 ft,,5,9
46,1,6:33.0,,Defensive rebound by M. Gasol,5,9
47,1,6:31.0,,M. Conley makes 2-pt layup at rim (assist by M. Gasol),5,11
48,1,6:16.0,L. Aldridge misses 2-pt jump shot from 10 ft,,5,11
49,1,6:13.0,Offensive rebound by L. Aldridge,,5,11
50,1,6:05.0,D. DeRozan misses 2-pt jump shot from 19 ft (block by M. Gasol),,5,11
51,1,6:05.0,Offensive rebound by D. DeRozan,,5,11
52,1,6:05.0,Turnover by Team (shot clock),,5,11
53,1,6:05.0,M. Belinelli enters the game for D. DeRozan,,5,11
54,1,6:05.0,D. Bertāns enters the game for J. Poeltl,,5,11
55,1,5:42.0,,J. Jackson misses 3-pt jump shot from 26 ft,5,11
56,1,5:38.0,Defensive rebound by D. Bertāns,,5,11
57,1,5:28.0,Shooting foul by G. Temple (drawn by M. Belinelli),,5,11
58,1,5:28.0,M. Belinelli misses free throw 1 of 2,,5,11
59,1,5:28.0,Offensive rebound by Team,,5,11
60,1,5:28.0,,J. Holiday enters the game for G. Temple,5,11
61,1,5:28.0,M. Belinelli makes free throw 2 of 2,,6,11
62,1,5:04.0,,J. Holiday misses 2-pt jump shot from 7 ft,6,11
63,1,5:01.0,Defensive rebound by M. Belinelli,,6,11
64,1,4:47.0,D. Bertāns misses 3-pt jump shot from 28 ft,,6,11
65,1,4:45.0,Offensive rebound by Team,,6,11
66,1,4:45.0,,Loose ball foul by K. Anderson (drawn by L. Aldridge),6,11
67,1,4:45.0,D. Cunningham enters the game for B. Forbes,,6,11
68,1,4:45.0,,J. Green enters the game for M. Conley,6,11
69,1,4:45.0,,S. Mack enters the game for J. Jackson,6,11
70,1,4:40.0,P. Mills makes 3-pt jump shot from 25 ft,,9,11
71,1,4:29.0,,J. Green misses 3-pt jump shot from 25 ft,9,11
72,1,4:26.0,Defensive rebound by M. Belinelli,,9,11
73,1,4:20.0,M. Belinelli makes 2-pt jump shot from 18 ft,,11,11
74,1,4:17.0,,Memphis full timeout,11,11
75,1,4:17.0,,O. Casspi enters the game for K. Anderson,11,11
76,1,4:06.0,,Turnover by J. Holiday (lost ball; steal by D. Cunningham),11,11
77,1,4:01.0,P. Mills misses 2-pt jump shot from 21 ft,,11,11
78,1,4:01.0,Offensive rebound by D. Cunningham,,11,11
79,1,4:01.0,D. Cunningham misses 2-pt dunk from 2 ft,,11,11
80,1,4:01.0,Offensive rebound by D. Bertāns,,11,11
81,1,3:46.0,D. Cunningham misses 2-pt jump shot from 16 ft,,11,11
82,1,3:46.0,Offensive rebound by Team,,11,11
83,1,3:46.0,Turnover by Team (shot clock),,11,11
84,1,3:30.0,,Shooting foul by L. Aldridge (drawn by M. Gasol),11,11
85,1,3:30.0,,M. Gasol makes free throw 1 of 2,11,12
86,1,3:30.0,P. Gasol enters the game for L. Aldridge,,11,12
87,1,3:30.0,,M. Gasol misses free throw 2 of 2,11,12
88,1,3:28.0,Defensive rebound by D. Cunningham,,11,12
89,1,3:16.0,P. Gasol makes 2-pt layup from 6 ft (assist by M. Belinelli),,13,12
90,1,2:58.0,,Shooting foul by M. Belinelli (drawn by M. Gasol),13,12
91,1,2:58.0,,M. Gasol makes free throw 1 of 2,13,13
92,1,2:58.0,D. DeRozan enters the game for D. Cunningham,,13,13
93,1,2:58.0,,M. Gasol makes free throw 2 of 2,13,14
94,1,2:43.0,P. Mills makes 3-pt jump shot from 26 ft (assist by P. Gasol),,16,14
95,1,2:27.0,,M. Gasol makes 2-pt jump shot from 5 ft,16,16
96,1,2:04.0,D. Bertāns misses 3-pt jump shot from 26 ft,,16,16
97,1,2:03.0,,Defensive rebound by J. Holiday,16,16
98,1,1:53.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by S. Mack),16,19
99,1,1:38.0,D. DeRozan misses 2-pt jump shot from 12 ft,,16,19
100,1,1:34.0,,Defensive rebound by M. Gasol,16,19
101,1,1:29.0,,M. Gasol misses 3-pt jump shot from 26 ft,16,19
102,1,1:26.0,Defensive rebound by D. Bertāns,,16,19
103,1,1:20.0,M. Belinelli misses 3-pt jump shot from 26 ft,,16,19
104,1,1:18.0,,Defensive rebound by O. Casspi,16,19
105,1,1:11.0,,O. Casspi misses 2-pt layup from 2 ft,16,19
106,1,1:07.0,Defensive rebound by P. Gasol,,16,19
107,1,1:03.0,D. DeRozan makes 2-pt layup at rim,,18,19
108,1,0:56.0,,Memphis full timeout,18,19
109,1,0:56.0,,J. Noah enters the game for M. Gasol,18,19
110,1,0:41.0,,O. Casspi misses 2-pt hook shot from 3 ft,18,19
111,1,0:37.0,Defensive rebound by D. Bertāns,,18,19
112,1,0:32.0,D. DeRozan misses 2-pt jump shot from 8 ft,,18,19
113,1,0:28.0,,Defensive rebound by J. Noah,18,19
114,1,0:13.0,,S. Mack makes 3-pt jump shot from 26 ft,18,22
115,1,0:00.0,M. Belinelli misses 3-pt jump shot from 23 ft,,18,22
116,1,0:00.0,Offensive rebound by Team,,18,22
117,2,11:45.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by J. Noah),18,24
118,2,11:33.0,Turnover by D. DeRozan (lost ball; steal by J. Green),,18,24
119,2,11:29.0,,O. Casspi makes 2-pt dunk from 1 ft (assist by S. Mack),18,26
120,2,11:06.0,P. Gasol misses 2-pt hook shot from 9 ft,,18,26
121,2,11:05.0,,Defensive rebound by J. Green,18,26
122,2,11:05.0,,Turnover by J. Green (traveling),18,26
123,2,10:56.0,Turnover by D. DeRozan (step out of bounds),,18,26
124,2,10:42.0,,J. Holiday misses 2-pt jump shot from 19 ft,18,26
125,2,10:36.0,,Offensive rebound by J. Green,18,26
126,2,10:36.0,,J. Green makes 2-pt layup from 1 ft,18,28
127,2,10:27.0,P. Gasol misses 2-pt jump shot from 16 ft,,18,28
128,2,10:25.0,,Defensive rebound by O. Casspi,18,28
129,2,10:13.0,,O. Casspi misses 3-pt jump shot from 26 ft,18,28
130,2,10:09.0,Defensive rebound by P. Gasol,,18,28
131,2,9:57.0,D. White makes 2-pt layup from 2 ft,,20,28
132,2,9:46.0,,S. Mack misses 2-pt layup from 6 ft,20,28
133,2,9:43.0,Defensive rebound by D. DeRozan,,20,28
134,2,9:40.0,D. DeRozan misses 2-pt layup from 1 ft (block by J. Noah),,20,28
135,2,9:35.0,,Defensive rebound by J. Green,20,28
136,2,9:31.0,,S. Mack misses 3-pt jump shot from 25 ft,20,28
137,2,9:31.0,Defensive rebound by P. Gasol,,20,28
138,2,9:19.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by D. White),,22,28
139,2,9:00.0,,J. Noah misses 2-pt layup from 1 ft,22,28
140,2,8:58.0,Defensive rebound by P. Gasol,,22,28
141,2,8:44.0,P. Gasol misses 2-pt layup from 2 ft (block by J. Noah),,22,28
142,2,8:40.0,,Defensive rebound by J. Green,22,28
143,2,8:39.0,,Shooting foul by D. White (drawn by S. Mack),22,28
144,2,8:39.0,Technical foul by D. Bertāns,,22,28
145,2,8:39.0,,S. Mack makes technical free throw,22,29
146,2,8:39.0,,S. Mack makes free throw 1 of 2,22,30
147,2,8:39.0,B. Forbes enters the game for M. Belinelli,,22,30
148,2,8:39.0,P. Mills enters the game for D. Bertāns,,22,30
149,2,8:39.0,J. Poeltl enters the game for P. Gasol,,22,30
150,2,8:39.0,Q. Pondexter enters the game for D. White,,22,30
151,2,8:39.0,,K. Anderson enters the game for J. Green,22,30
152,2,8:39.0,,S. Mack makes free throw 2 of 2,22,31
153,2,8:22.0,D. DeRozan misses 2-pt jump shot from 22 ft,,22,31
154,2,8:19.0,,Defensive rebound by S. Mack,22,31
155,2,8:14.0,,Turnover by O. Casspi (bad pass; steal by D. DeRozan),22,31
156,2,8:04.0,D. DeRozan misses 2-pt layup from 5 ft (block by J. Holiday),,22,31
157,2,8:04.0,,Defensive rebound by S. Mack,22,31
158,2,7:58.0,,S. Mack makes 2-pt layup from 1 ft,22,33
159,2,7:57.0,San Antonio full timeout,,22,33
160,2,7:57.0,L. Aldridge enters the game for J. Poeltl,,22,33
161,2,7:43.0,Personal foul by J. Holiday (drawn by D. DeRozan),,22,33
162,2,7:36.0,P. Mills misses 2-pt jump shot from 17 ft,,22,33
163,2,7:35.0,,Defensive rebound by J. Holiday,22,33
164,2,7:17.0,,J. Noah misses 2-pt hook shot from 6 ft,22,33
165,2,7:14.0,,Offensive rebound by O. Casspi,22,33
166,2,7:14.0,,Shooting foul by Q. Pondexter (drawn by O. Casspi),22,33
167,2,7:14.0,,O. Casspi misses free throw 1 of 2,22,33
168,2,7:14.0,,Offensive rebound by Team,22,33
169,2,7:14.0,,O. Casspi misses free throw 2 of 2,22,33
170,2,7:13.0,Defensive rebound by D. DeRozan,,22,33
171,2,7:02.0,B. Forbes misses 2-pt jump shot from 5 ft,,22,33
172,2,6:59.0,,Defensive rebound by J. Noah,22,33
173,2,6:50.0,,J. Noah misses 2-pt jump shot from 19 ft,22,33
174,2,6:46.0,,Offensive rebound by O. Casspi,22,33
175,2,6:39.0,,J. Holiday misses 3-pt jump shot from 25 ft,22,33
176,2,6:37.0,Defensive rebound by P. Mills,,22,33
177,2,6:30.0,Personal foul by K. Anderson (drawn by D. DeRozan),,22,33
178,2,6:30.0,,M. Conley enters the game for O. Casspi,22,33
179,2,6:30.0,,M. Gasol enters the game for J. Holiday,22,33
180,2,6:30.0,,J. Jackson enters the game for S. Mack,22,33
181,2,6:30.0,,G. Temple enters the game for J. Noah,22,33
182,2,6:23.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by K. Anderson),,22,33
183,2,6:20.0,,Defensive rebound by J. Jackson,22,33
184,2,6:15.0,,M. Gasol misses 3-pt jump shot from 27 ft,22,33
185,2,6:13.0,Defensive rebound by P. Mills,,22,33
186,2,6:07.0,B. Forbes makes 2-pt jump shot from 11 ft (assist by P. Mills),,24,33
187,2,5:49.0,,J. Jackson makes 2-pt hook shot from 3 ft (assist by M. Conley),24,35
188,2,5:34.0,B. Forbes makes 3-pt jump shot from 25 ft,,27,35
189,2,5:18.0,,Personal foul by P. Mills (drawn by J. Jackson),27,35
190,2,5:18.0,M. Belinelli enters the game for D. DeRozan,,27,35
191,2,5:18.0,D. Bertāns enters the game for Q. Pondexter,,27,35
192,2,5:09.0,,K. Anderson makes 2-pt hook shot from 7 ft,27,37
193,2,4:46.0,B. Forbes misses 3-pt jump shot from 25 ft,,27,37
194,2,4:41.0,Offensive rebound by L. Aldridge,,27,37
195,2,4:41.0,L. Aldridge makes 2-pt layup at rim,,29,37
196,2,4:26.0,,Offensive foul by J. Jackson (drawn by D. Bertāns),29,37
197,2,4:26.0,,Turnover by J. Jackson (offensive foul),29,37
198,2,4:26.0,,Violation by Team (delay of game),29,37
199,2,4:09.0,L. Aldridge misses 2-pt layup from 1 ft,,29,37
200,2,4:07.0,,Defensive rebound by M. Gasol,29,37
201,2,4:00.0,,Personal foul by D. Bertāns (drawn by J. Jackson),29,37
202,2,3:54.0,,G. Temple misses 3-pt jump shot from 23 ft,29,37
203,2,3:53.0,,Offensive rebound by Team,29,37
204,2,3:50.0,,Turnover by G. Temple (bad pass; steal by P. Mills),29,37
205,2,3:27.0,L. Aldridge misses 2-pt jump shot from 18 ft,,29,37
206,2,3:24.0,,Defensive rebound by K. Anderson,29,37
207,2,3:10.0,,J. Jackson misses 3-pt jump shot from 23 ft,29,37
208,2,3:08.0,,Offensive rebound by K. Anderson,29,37
209,2,3:06.0,,K. Anderson misses 2-pt layup at rim,29,37
210,2,3:04.0,Defensive rebound by L. Aldridge,,29,37
211,2,2:56.0,P. Mills misses 3-pt jump shot from 24 ft,,29,37
212,2,2:54.0,,Defensive rebound by G. Temple,29,37
213,2,2:35.0,,K. Anderson misses 2-pt jump shot from 20 ft,29,37
214,2,2:32.0,Defensive rebound by B. Forbes,,29,37
215,2,2:22.0,M. Belinelli misses 2-pt jump shot from 17 ft,,29,37
216,2,2:18.0,,Defensive rebound by M. Gasol,29,37
217,2,2:11.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. Conley),29,40
218,2,1:49.0,L. Aldridge makes 2-pt hook shot from 8 ft,,31,40
219,2,1:49.0,,Violation by Team (def goaltending),31,40
220,2,1:36.0,,M. Conley misses 2-pt jump shot from 18 ft,31,40
221,2,1:33.0,,Offensive rebound by M. Gasol,31,40
222,2,1:29.0,,M. Conley misses 3-pt jump shot from 25 ft,31,40
223,2,1:28.0,Defensive rebound by D. Bertāns,,31,40
224,2,1:21.0,M. Belinelli misses 2-pt layup from 1 ft,,31,40
225,2,1:18.0,,Defensive rebound by M. Gasol,31,40
226,2,1:14.0,,J. Jackson makes 2-pt dunk at rim (assist by K. Anderson),31,42
227,2,0:57.0,Personal foul by M. Gasol (drawn by L. Aldridge),,31,42
228,2,0:57.0,,Memphis full timeout,31,42
229,2,0:57.0,,J. Green enters the game for J. Jackson,31,42
230,2,0:54.0,Offensive foul by B. Forbes (drawn by M. Conley),,31,42
231,2,0:54.0,Turnover by B. Forbes (offensive foul),,31,42
232,2,0:39.0,,M. Conley misses 2-pt jump shot from 13 ft,31,42
233,2,0:37.0,Defensive rebound by D. Bertāns,,31,42
234,2,0:28.0,M. Belinelli misses 3-pt jump shot from 26 ft,,31,42
235,2,0:23.0,,Defensive rebound by G. Temple,31,42
236,2,0:01.0,,M. Conley misses 3-pt jump shot from 25 ft,31,42
237,2,0:01.0,Defensive rebound by M. Belinelli,,31,42
238,3,11:41.0,,Shooting foul by D. White (drawn by M. Conley),31,42
239,3,11:41.0,,M. Conley misses free throw 1 of 2,31,42
240,3,11:41.0,,Offensive rebound by Team,31,42
241,3,11:41.0,P. Mills enters the game for D. White,,31,42
242,3,11:41.0,,M. Conley makes free throw 2 of 2,31,43
243,3,11:29.0,L. Aldridge misses 2-pt jump shot from 21 ft,,31,43
244,3,11:27.0,,Defensive rebound by K. Anderson,31,43
245,3,11:17.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by M. Conley),31,45
246,3,10:55.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,34,45
247,3,10:44.0,,Turnover by J. Jackson (3 sec),34,45
248,3,10:26.0,Personal foul by M. Gasol (drawn by L. Aldridge),,34,45
249,3,10:24.0,D. DeRozan makes 2-pt jump shot from 7 ft (assist by B. Forbes),,36,45
250,3,10:24.0,Shooting foul by J. Jackson (drawn by D. DeRozan),,36,45
251,3,10:24.0,D. DeRozan misses free throw 1 of 1,,36,45
252,3,10:20.0,,Defensive rebound by M. Gasol,36,45
253,3,10:13.0,,Shooting foul by D. Bertāns (drawn by M. Gasol),36,45
254,3,10:13.0,,M. Gasol makes free throw 1 of 2,36,46
255,3,10:13.0,,M. Gasol makes free throw 2 of 2,36,47
256,3,10:00.0,L. Aldridge makes 2-pt jump shot from 11 ft,,38,47
257,3,9:41.0,,M. Conley makes 2-pt jump shot from 12 ft (assist by M. Gasol),38,49
258,3,9:33.0,Turnover by D. Bertāns (out of bounds lost ball),,38,49
259,3,9:20.0,,Turnover by J. Jackson (bad pass; steal by P. Mills),38,49
260,3,9:16.0,P. Mills makes 2-pt layup from 1 ft,,40,49
261,3,8:51.0,,J. Jackson misses 3-pt jump shot from 26 ft,40,49
262,3,8:49.0,,Offensive rebound by G. Temple,40,49
263,3,8:40.0,,Shooting foul by D. Bertāns (drawn by K. Anderson),40,49
264,3,8:40.0,Technical foul by D. Bertāns,,40,49
265,3,8:40.0,,M. Conley makes technical free throw,40,50
266,3,8:40.0,P. Gasol enters the game for D. Bertāns,,40,50
267,3,8:40.0,D. Bertāns ejected from game,,40,50
268,3,8:40.0,,K. Anderson makes free throw 1 of 2,40,51
269,3,8:40.0,,K. Anderson makes free throw 2 of 2,40,52
270,3,8:26.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,43,52
271,3,8:08.0,,M. Gasol misses 2-pt dunk at rim,43,52
272,3,8:06.0,Defensive rebound by L. Aldridge,,43,52
273,3,8:01.0,B. Forbes misses 3-pt jump shot from 26 ft,,43,52
274,3,7:57.0,,Defensive rebound by M. Conley,43,52
275,3,7:53.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),43,54
276,3,7:53.0,,Shooting foul by P. Mills (drawn by M. Gasol),43,54
277,3,7:53.0,,M. Gasol misses free throw 1 of 1,43,54
278,3,7:51.0,Defensive rebound by P. Gasol,,43,54
279,3,7:40.0,P. Mills misses 3-pt jump shot from 27 ft,,43,54
280,3,7:36.0,,Defensive rebound by M. Conley,43,54
281,3,7:20.0,,J. Jackson makes 2-pt hook shot from 7 ft,43,56
282,3,7:06.0,L. Aldridge makes 2-pt jump shot from 15 ft,,45,56
283,3,6:49.0,,J. Jackson misses 2-pt layup from 1 ft,45,56
284,3,6:47.0,Defensive rebound by P. Gasol,,45,56
285,3,6:40.0,Shooting foul by J. Jackson (drawn by L. Aldridge),,45,56
286,3,6:40.0,,Memphis full timeout,45,56
287,3,6:40.0,,J. Green enters the game for J. Jackson,45,56
288,3,6:40.0,L. Aldridge makes free throw 1 of 2,,46,56
289,3,6:40.0,L. Aldridge misses free throw 2 of 2,,46,56
290,3,6:38.0,,Defensive rebound by J. Green,46,56
291,3,6:22.0,,M. Gasol misses 2-pt jump shot from 14 ft,46,56
292,3,6:20.0,Defensive rebound by P. Gasol,,46,56
293,3,6:09.0,B. Forbes makes 3-pt jump shot from 26 ft,,49,56
294,3,6:09.0,Shooting foul by G. Temple (drawn by B. Forbes),,49,56
295,3,6:09.0,B. Forbes makes free throw 1 of 1,,50,56
296,3,5:49.0,,G. Temple misses 3-pt jump shot from 26 ft,50,56
297,3,5:46.0,Defensive rebound by L. Aldridge,,50,56
298,3,5:41.0,D. DeRozan misses 2-pt jump shot from 11 ft,,50,56
299,3,5:36.0,,Defensive rebound by G. Temple,50,56
300,3,5:33.0,,G. Temple makes 2-pt layup from 1 ft,50,58
301,3,5:13.0,D. DeRozan misses 2-pt layup from 1 ft,,50,58
302,3,5:09.0,,Defensive rebound by J. Green,50,58
303,3,4:56.0,,K. Anderson makes 2-pt layup from 1 ft (assist by J. Green),50,60
304,3,4:52.0,San Antonio full timeout,,50,60
305,3,4:52.0,M. Belinelli enters the game for D. DeRozan,,50,60
306,3,4:52.0,,J. Holiday enters the game for G. Temple,50,60
307,3,4:30.0,L. Aldridge misses 2-pt layup from 3 ft,,50,60
308,3,4:27.0,,Defensive rebound by J. Green,50,60
309,3,4:27.0,,Turnover by J. Green (bad pass),50,60
310,3,4:27.0,,Technical foul by G. Popovich,50,60
311,3,4:27.0,,M. Conley makes technical free throw,50,61
312,3,4:19.0,P. Mills makes 2-pt jump shot from 22 ft,,52,61
313,3,4:02.0,,M. Conley misses 3-pt jump shot from 26 ft,52,61
314,3,4:00.0,Defensive rebound by B. Forbes,,52,61
315,3,3:48.0,Shooting foul by K. Anderson (drawn by L. Aldridge),,52,61
316,3,3:48.0,,O. Casspi enters the game for K. Anderson,52,61
317,3,3:48.0,,S. Mack enters the game for M. Conley,52,61
318,3,3:48.0,L. Aldridge makes free throw 1 of 2,,53,61
319,3,3:48.0,L. Aldridge makes free throw 2 of 2,,54,61
320,3,3:25.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by S. Mack),54,63
321,3,3:12.0,Shooting foul by J. Green (drawn by L. Aldridge),,54,63
322,3,3:12.0,L. Aldridge makes free throw 1 of 2,,55,63
323,3,3:12.0,L. Aldridge makes free throw 2 of 2,,56,63
324,3,2:57.0,,J. Green makes 2-pt hook shot from 5 ft,56,65
325,3,2:43.0,Offensive foul by L. Aldridge (drawn by J. Green),,56,65
326,3,2:43.0,Turnover by L. Aldridge (offensive foul),,56,65
327,3,2:32.0,,O. Casspi makes 2-pt layup from 1 ft (assist by S. Mack),56,67
328,3,2:22.0,B. Forbes makes 2-pt jump shot from 16 ft (assist by L. Aldridge),,58,67
329,3,2:04.0,,M. Gasol makes 2-pt hook shot from 10 ft,58,69
330,3,1:49.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Mills),,61,69
331,3,1:37.0,,S. Mack misses 3-pt jump shot from 26 ft,61,69
332,3,1:37.0,Defensive rebound by Team,,61,69
333,3,1:37.0,,Loose ball foul by O. Casspi (drawn by P. Gasol),61,69
334,3,1:37.0,P. Gasol makes free throw 1 of 2,,62,69
335,3,1:37.0,D. DeRozan enters the game for L. Aldridge,,62,69
336,3,1:37.0,J. Poeltl enters the game for B. Forbes,,62,69
337,3,1:37.0,D. White enters the game for P. Mills,,62,69
338,3,1:37.0,P. Gasol misses free throw 2 of 2,,62,69
339,3,1:36.0,,Defensive rebound by J. Green,62,69
340,3,1:16.0,,M. Gasol misses 2-pt jump shot from 11 ft,62,69
341,3,1:13.0,Defensive rebound by P. Gasol,,62,69
342,3,0:59.0,M. Belinelli misses 2-pt layup from 2 ft,,62,69
343,3,0:58.0,Offensive rebound by J. Poeltl,,62,69
344,3,0:54.0,D. White misses 2-pt layup from 2 ft,,62,69
345,3,0:51.0,,Defensive rebound by O. Casspi,62,69
346,3,0:44.0,,S. Mack misses 3-pt jump shot from 25 ft,62,69
347,3,0:41.0,,Offensive rebound by J. Green,62,69
348,3,0:39.0,,J. Green makes 3-pt jump shot from 24 ft (assist by S. Mack),62,72
349,3,0:30.0,Personal foul by O. Casspi (drawn by P. Gasol),,62,72
350,3,0:30.0,P. Gasol makes free throw 1 of 2,,63,72
351,3,0:30.0,P. Gasol makes free throw 2 of 2,,64,72
352,3,0:07.0,,J. Holiday misses 3-pt jump shot from 25 ft,64,72
353,3,0:04.0,Defensive rebound by P. Gasol,,64,72
354,3,0:01.0,D. White misses 3-pt jump shot from 26 ft,,64,72
355,3,0:01.0,Offensive rebound by Team,,64,72
356,4,11:45.0,Personal foul by J. Green (drawn by D. DeRozan),,64,72
357,4,11:39.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,67,72
358,4,11:15.0,,J. Green misses 2-pt jump shot from 19 ft,67,72
359,4,11:11.0,Defensive rebound by J. Poeltl,,67,72
360,4,11:01.0,Turnover by D. White (bad pass; steal by M. Conley),,67,72
361,4,10:45.0,,Personal foul by D. White (drawn by M. Conley),67,72
362,4,10:45.0,P. Mills enters the game for D. White,,67,72
363,4,10:35.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by J. Noah),67,74
364,4,10:22.0,P. Mills misses 3-pt jump shot from 26 ft,,67,74
365,4,10:17.0,,Defensive rebound by J. Holiday,67,74
366,4,10:07.0,,M. Conley misses 3-pt jump shot from 26 ft,67,74
367,4,10:06.0,Defensive rebound by P. Mills,,67,74
368,4,9:52.0,P. Mills misses 3-pt jump shot from 26 ft,,67,74
369,4,9:48.0,Offensive rebound by D. DeRozan,,67,74
370,4,9:46.0,M. Belinelli makes 2-pt jump shot from 13 ft (assist by D. DeRozan),,69,74
371,4,9:22.0,,J. Holiday makes 2-pt jump shot from 11 ft,69,76
372,4,9:11.0,M. Belinelli makes 3-pt jump shot from 26 ft,,72,76
373,4,8:56.0,,M. Conley misses 2-pt layup from 1 ft (block by J. Poeltl),72,76
374,4,8:52.0,Defensive rebound by D. Cunningham,,72,76
375,4,8:47.0,Turnover by D. DeRozan (lost ball; steal by J. Green),,72,76
376,4,8:45.0,,Personal take foul by M. Belinelli (drawn by O. Casspi),72,76
377,4,8:45.0,B. Forbes enters the game for P. Mills,,72,76
378,4,8:45.0,,K. Anderson enters the game for O. Casspi,72,76
379,4,8:39.0,,M. Conley makes 2-pt jump shot from 16 ft,72,78
380,4,8:25.0,Personal foul by J. Green (drawn by D. DeRozan),,72,78
381,4,8:16.0,D. Cunningham misses 2-pt layup at rim (block by K. Anderson),,72,78
382,4,8:12.0,,Defensive rebound by J. Green,72,78
383,4,8:04.0,,M. Conley misses 3-pt jump shot from 26 ft,72,78
384,4,8:01.0,,Offensive rebound by J. Noah,72,78
385,4,7:59.0,,J. Holiday misses 3-pt jump shot from 26 ft,72,78
386,4,7:59.0,Defensive rebound by D. Cunningham,,72,78
387,4,7:46.0,D. Cunningham misses 3-pt jump shot from 23 ft,,72,78
388,4,7:44.0,,Defensive rebound by J. Noah,72,78
389,4,7:25.0,,J. Noah misses 2-pt layup from 1 ft,72,78
390,4,7:23.0,,Offensive rebound by J. Green,72,78
