,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
112,2,11:21.0,Offensive rebound by N. Noel,,34,19
113,2,11:21.0,N. Noel makes 2-pt dunk at rim,,36,19
114,2,11:06.0,,A. Trier makes 2-pt jump shot from 19 ft (assist by D. Dotson),36,21
115,2,10:47.0,Shooting foul by M. Hezonja (drawn by A. Nader),,36,21
116,2,10:47.0,A. Nader makes free throw 1 of 2,,37,21
117,2,10:47.0,,K. Knox enters the game for M. Hezonja,37,21
118,2,10:47.0,A. Nader misses free throw 2 of 2,,37,21
119,2,10:45.0,,Defensive rebound by M. Robinson,37,21
120,2,10:24.0,,A. Trier misses 2-pt jump shot from 19 ft,37,21
121,2,10:22.0,Defensive rebound by N. Noel,,37,21
122,2,10:13.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,39,21
123,2,9:59.0,,Turnover by F. Ntilikina (bad pass; steal by N. Noel),39,21
124,2,9:56.0,Turnover by D. Schröder (bad pass; steal by D. Dotson),,39,21
125,2,9:56.0,,Personal take foul by D. Schröder (drawn by D. Dotson),39,21
126,2,9:56.0,S. Adams enters the game for N. Noel,,39,21
127,2,9:42.0,,A. Trier misses 2-pt layup from 2 ft,39,21
128,2,9:41.0,Defensive rebound by A. Nader,,39,21
129,2,9:41.0,Personal foul by M. Robinson (drawn by A. Nader),,39,21
130,2,9:24.0,S. Adams makes 2-pt layup from 2 ft (assist by H. Diallo),,41,21
131,2,9:07.0,,F. Ntilikina makes 2-pt jump shot from 4 ft (assist by A. Trier),41,23
132,2,8:52.0,H. Diallo makes 2-pt layup from 1 ft (assist by D. Schröder),,43,23
133,2,8:47.0,,New York full timeout,43,23
134,2,8:47.0,R. Westbrook enters the game for D. Schröder,,43,23
135,2,8:47.0,,N. Vonleh enters the game for M. Robinson,43,23
136,2,8:27.0,,N. Vonleh makes 2-pt hook shot from 3 ft,43,25
137,2,8:09.0,S. Adams makes 2-pt layup from 1 ft,,45,25
138,2,7:57.0,,N. Vonleh misses 3-pt jump shot from 26 ft,45,25
139,2,7:55.0,Defensive rebound by R. Westbrook,,45,25
140,2,7:42.0,Shooting foul by K. Knox (drawn by H. Diallo),,45,25
141,2,7:42.0,H. Diallo makes free throw 1 of 2,,46,25
142,2,7:42.0,T. Ferguson enters the game for A. Nader,,46,25
143,2,7:42.0,,T. Hardaway enters the game for D. Dotson,46,25
144,2,7:42.0,,E. Freedom enters the game for K. Knox,46,25
145,2,7:42.0,H. Diallo misses free throw 2 of 2,,46,25
146,2,7:40.0,,Defensive rebound by N. Vonleh,46,25
147,2,7:25.0,,Offensive foul by N. Vonleh (drawn by R. Westbrook),46,25
148,2,7:25.0,,Turnover by N. Vonleh (offensive foul),46,25
149,2,7:13.0,P. Patterson makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,48,25
150,2,6:58.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by A. Trier),48,28
151,2,6:42.0,P. Patterson misses 3-pt jump shot from 25 ft,,48,28
152,2,6:40.0,,Defensive rebound by Team,48,28
153,2,6:40.0,P. George enters the game for H. Diallo,,48,28
154,2,6:30.0,,E. Freedom misses 3-pt jump shot from 26 ft,48,28
155,2,6:28.0,Defensive rebound by R. Westbrook,,48,28
156,2,6:26.0,Personal foul by E. Freedom (drawn by S. Adams),,48,28
157,2,6:20.0,Shooting foul by F. Ntilikina (drawn by R. Westbrook),,48,28
158,2,6:20.0,R. Westbrook misses free throw 1 of 2,,48,28
159,2,6:20.0,Offensive rebound by Team,,48,28
160,2,6:20.0,R. Westbrook makes free throw 2 of 2,,49,28
161,2,6:11.0,,T. Hardaway makes 2-pt jump shot from 11 ft,49,30
162,2,6:03.0,Turnover by R. Westbrook (bad pass),,49,30
163,2,6:03.0,J. Grant enters the game for P. Patterson,,49,30
164,2,5:43.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by A. Trier),49,33
165,2,5:23.0,S. Adams makes 2-pt jump shot from 5 ft,,51,33
166,2,5:05.0,,Turnover by F. Ntilikina (bad pass; steal by P. George),51,33
167,2,5:05.0,Turnover by T. Ferguson (bad pass),,51,33
168,2,4:54.0,,Shooting foul by T. Ferguson (drawn by A. Trier),51,33
169,2,4:54.0,,A. Trier makes free throw 1 of 2,51,34
170,2,4:54.0,D. Schröder enters the game for T. Ferguson,,51,34
171,2,4:54.0,,A. Trier makes free throw 2 of 2,51,35
172,2,4:45.0,,Violation by Team (kicked ball),51,35
173,2,4:39.0,R. Westbrook makes 2-pt jump shot from 13 ft,,53,35
174,2,4:26.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by F. Ntilikina),53,37
175,2,4:13.0,R. Westbrook makes 3-pt jump shot from 25 ft,,56,37
176,2,3:55.0,,T. Hardaway misses 3-pt jump shot from 25 ft,56,37
177,2,3:53.0,,Offensive rebound by A. Trier,56,37
178,2,3:43.0,,Offensive foul by A. Trier (drawn by J. Grant),56,37
179,2,3:43.0,,Turnover by A. Trier (offensive foul),56,37
180,2,3:29.0,P. George misses 2-pt jump shot from 16 ft,,56,37
181,2,3:27.0,,Defensive rebound by N. Vonleh,56,37
182,2,3:17.0,,T. Hardaway misses 2-pt layup from 1 ft,56,37
183,2,3:15.0,Defensive rebound by D. Schröder,,56,37
184,2,3:08.0,R. Westbrook makes 2-pt jump shot from 16 ft,,58,37
185,2,2:47.0,,E. Freedom misses 2-pt hook shot from 5 ft,58,37
186,2,2:47.0,,Offensive rebound by Team,58,37
187,2,2:47.0,Loose ball foul by R. Westbrook (drawn by A. Trier),,58,37
188,2,2:47.0,Oklahoma City full timeout,,58,37
189,2,2:47.0,,K. Knox enters the game for A. Trier,58,37
190,2,2:31.0,,E. Freedom misses 2-pt hook shot from 8 ft,58,37
191,2,2:29.0,Defensive rebound by D. Schröder,,58,37
192,2,2:21.0,R. Westbrook makes 2-pt layup from 1 ft,,60,37
193,2,2:21.0,Shooting foul by K. Knox (drawn by R. Westbrook),,60,37
194,2,2:21.0,R. Westbrook makes free throw 1 of 1,,61,37
195,2,2:04.0,,N. Vonleh makes 2-pt dunk from 1 ft (assist by T. Hardaway),61,39
196,2,2:04.0,,Shooting foul by S. Adams (drawn by N. Vonleh),61,39
197,2,2:04.0,,D. Dotson enters the game for K. Knox,61,39
198,2,2:04.0,,N. Vonleh makes free throw 1 of 1,61,40
199,2,1:52.0,R. Westbrook misses 2-pt jump shot from 6 ft,,61,40
200,2,1:51.0,,Defensive rebound by Team,61,40
201,2,1:51.0,Loose ball foul by S. Adams (drawn by D. Dotson),,61,40
202,2,1:51.0,,D. Dotson misses free throw 1 of 2,61,40
203,2,1:51.0,,Offensive rebound by Team,61,40
204,2,1:51.0,N. Noel enters the game for S. Adams,,61,40
205,2,1:51.0,,D. Dotson makes free throw 2 of 2,61,41
206,2,1:36.0,P. George misses 2-pt jump shot from 12 ft,,61,41
207,2,1:34.0,Offensive rebound by N. Noel,,61,41
208,2,1:34.0,N. Noel misses 2-pt dunk at rim,,61,41
209,2,1:32.0,,Defensive rebound by F. Ntilikina,61,41
210,2,1:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by F. Ntilikina),61,43
211,2,1:16.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. George),,64,43
212,2,1:04.0,,T. Hardaway misses 3-pt jump shot from 27 ft,64,43
213,2,1:02.0,Defensive rebound by J. Grant,,64,43
214,2,0:55.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,67,43
215,2,0:46.0,,D. Dotson makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),67,45
216,2,0:30.0,J. Grant misses 3-pt jump shot from 26 ft,,67,45
217,2,0:27.0,,Defensive rebound by N. Vonleh,67,45
218,2,0:10.0,,Personal foul by N. Noel (drawn by T. Hardaway),67,45
219,2,0:10.0,,T. Hardaway makes free throw 1 of 2,67,46
220,2,0:10.0,,T. Hardaway makes free throw 2 of 2,67,47
221,2,0:00.0,R. Westbrook misses 2-pt jump shot from 7 ft,,67,47
222,2,0:00.0,Offensive rebound by Team,,67,47
223,3,11:46.0,,E. Mudiay misses 2-pt layup at rim,67,47
224,3,11:44.0,,Offensive rebound by E. Freedom,67,47
225,3,11:42.0,,E. Freedom makes 2-pt layup from 1 ft,67,49
226,3,11:32.0,P. George misses 2-pt jump shot from 14 ft,,67,49
227,3,11:30.0,Offensive rebound by S. Adams,,67,49
228,3,11:30.0,S. Adams misses 2-pt layup from 1 ft,,67,49
229,3,11:28.0,,Defensive rebound by T. Hardaway,67,49
230,3,11:18.0,,Shooting foul by J. Grant (drawn by N. Vonleh),67,49
231,3,11:18.0,,N. Vonleh misses free throw 1 of 2,67,49
232,3,11:18.0,,Offensive rebound by Team,67,49
233,3,11:18.0,,N. Vonleh makes free throw 2 of 2,67,50
234,3,10:58.0,Turnover by S. Adams (3 sec),,67,50
235,3,10:46.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by E. Freedom),67,52
236,3,10:46.0,Oklahoma City full timeout,,67,52
237,3,10:31.0,P. George makes 2-pt layup from 1 ft (assist by S. Adams),,69,52
238,3,10:21.0,,Personal foul by T. Ferguson (drawn by K. Knox),69,52
239,3,10:13.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. Mudiay),69,55
240,3,9:56.0,P. George makes 2-pt jump shot from 3 ft,,71,55
241,3,9:35.0,,E. Freedom misses 2-pt hook shot from 8 ft,71,55
242,3,9:33.0,Defensive rebound by R. Westbrook,,71,55
243,3,9:20.0,S. Adams misses 2-pt hook shot from 7 ft,,71,55
244,3,9:19.0,,Defensive rebound by E. Mudiay,71,55
245,3,9:13.0,,E. Mudiay makes 2-pt jump shot from 18 ft,71,57
246,3,9:04.0,R. Westbrook misses 3-pt jump shot from 25 ft,,71,57
247,3,9:02.0,,Defensive rebound by T. Hardaway,71,57
248,3,8:57.0,,Personal foul by P. George (drawn by T. Hardaway),71,57
249,3,8:53.0,,K. Knox misses 2-pt jump shot from 22 ft,71,57
250,3,8:51.0,Defensive rebound by J. Grant,,71,57
251,3,8:41.0,T. Ferguson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,74,57
252,3,8:24.0,,E. Mudiay makes 2-pt layup from 1 ft,74,59
253,3,8:13.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,76,59
254,3,7:55.0,,T. Hardaway misses 2-pt jump shot from 19 ft,76,59
255,3,7:53.0,,Offensive rebound by K. Knox,76,59
256,3,7:49.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by K. Knox),76,62
257,3,7:41.0,Shooting foul by T. Hardaway (drawn by P. George),,76,62
258,3,7:41.0,P. George makes free throw 1 of 3,,77,62
259,3,7:41.0,P. George makes free throw 2 of 3,,78,62
260,3,7:41.0,P. George makes free throw 3 of 3,,79,62
261,3,7:31.0,,E. Freedom makes 2-pt layup from 1 ft (assist by T. Hardaway),79,64
262,3,7:31.0,,Shooting foul by R. Westbrook (drawn by E. Freedom),79,64
263,3,7:31.0,,E. Freedom makes free throw 1 of 1,79,65
264,3,7:17.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Grant),,82,65
265,3,6:59.0,,K. Knox misses 2-pt jump shot from 15 ft,82,65
266,3,6:57.0,,Offensive rebound by K. Knox,82,65
267,3,6:56.0,,Turnover by T. Hardaway (bad pass),82,65
268,3,6:56.0,Oklahoma City full timeout,,82,65
269,3,6:40.0,T. Ferguson makes 3-pt jump shot from 26 ft (assist by P. George),,85,65
270,3,6:24.0,,Personal foul by P. George (drawn by N. Vonleh),85,65
271,3,6:24.0,,N. Vonleh misses free throw 1 of 2,85,65
272,3,6:24.0,,Offensive rebound by Team,85,65
273,3,6:24.0,,N. Vonleh makes free throw 2 of 2,85,66
274,3,6:09.0,T. Ferguson misses 3-pt jump shot from 26 ft,,85,66
275,3,6:07.0,Offensive rebound by R. Westbrook,,85,66
276,3,6:01.0,R. Westbrook misses 2-pt jump shot from 15 ft,,85,66
277,3,5:59.0,,Defensive rebound by E. Freedom,85,66
278,3,5:39.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by N. Vonleh),85,69
279,3,5:22.0,Offensive foul by J. Grant (drawn by T. Hardaway),,85,69
280,3,5:22.0,Turnover by J. Grant (offensive foul),,85,69
281,3,5:22.0,D. Schröder enters the game for T. Ferguson,,85,69
282,3,5:10.0,,E. Freedom misses 2-pt jump shot from 13 ft,85,69
283,3,5:08.0,Defensive rebound by R. Westbrook,,85,69
284,3,5:02.0,R. Westbrook makes 2-pt jump shot from 18 ft,,87,69
285,3,4:54.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by E. Mudiay),87,71
286,3,4:45.0,Shooting foul by K. Knox (drawn by P. George),,87,71
287,3,4:45.0,P. George makes free throw 1 of 2,,88,71
288,3,4:45.0,P. George makes free throw 2 of 2,,89,71
289,3,4:32.0,,E. Freedom misses 2-pt hook shot from 8 ft,89,71
290,3,4:30.0,Defensive rebound by S. Adams,,89,71
291,3,4:22.0,D. Schröder misses 3-pt jump shot from 23 ft,,89,71
292,3,4:20.0,Offensive rebound by R. Westbrook,,89,71
293,3,4:17.0,P. George misses 3-pt jump shot from 25 ft,,89,71
294,3,4:16.0,Offensive rebound by R. Westbrook,,89,71
295,3,4:14.0,Shooting foul by K. Knox (drawn by R. Westbrook),,89,71
296,3,4:14.0,Technical foul by D. Fizdale,,89,71
297,3,4:14.0,P. George makes technical free throw,,90,71
298,3,4:14.0,,A. Trier enters the game for K. Knox,90,71
299,3,4:14.0,R. Westbrook makes free throw 1 of 2,,91,71
300,3,4:14.0,R. Westbrook makes free throw 2 of 2,,92,71
301,3,3:51.0,,E. Mudiay misses 3-pt jump shot from 25 ft,92,71
302,3,3:49.0,Defensive rebound by J. Grant,,92,71
303,3,3:49.0,N. Noel enters the game for S. Adams,,92,71
304,3,3:49.0,,F. Ntilikina enters the game for E. Mudiay,92,71
305,3,3:28.0,R. Westbrook makes 2-pt layup from 1 ft,,94,71
306,3,3:11.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,94,71
307,3,3:09.0,,Offensive rebound by E. Freedom,94,71
308,3,3:06.0,,E. Freedom makes 2-pt layup at rim,94,73
309,3,2:54.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,97,73
310,3,2:34.0,,E. Freedom makes 2-pt layup from 1 ft (assist by A. Trier),97,75
311,3,2:25.0,Offensive foul by N. Noel (drawn by F. Ntilikina),,97,75
312,3,2:25.0,Turnover by N. Noel (offensive foul),,97,75
313,3,2:25.0,A. Nader enters the game for R. Westbrook,,97,75
314,3,2:25.0,,M. Robinson enters the game for N. Vonleh,97,75
315,3,2:04.0,,F. Ntilikina makes 2-pt jump shot from 13 ft (assist by A. Trier),97,77
316,3,1:50.0,Personal foul by A. Trier (drawn by A. Nader),,97,77
317,3,1:49.0,J. Grant misses 2-pt layup from 21 ft (block by M. Robinson),,97,77
318,3,1:47.0,,Defensive rebound by M. Robinson,97,77
319,3,1:43.0,,Personal foul by N. Noel (drawn by T. Hardaway),97,77
320,3,1:43.0,,T. Hardaway makes free throw 1 of 2,97,78
321,3,1:43.0,P. Patterson enters the game for J. Grant,,97,78
322,3,1:43.0,,T. Hardaway makes free throw 2 of 2,97,79
323,3,1:33.0,Shooting foul by M. Robinson (drawn by P. George),,97,79
324,3,1:33.0,P. George makes free throw 1 of 2,,98,79
325,3,1:33.0,P. George makes free throw 2 of 2,,99,79
326,3,1:16.0,,F. Ntilikina misses 2-pt jump shot from 13 ft,99,79
327,3,1:14.0,,Offensive rebound by Team,99,79
328,3,1:02.0,Violation by Team (kicked ball),,99,79
329,3,0:47.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,99,79
330,3,0:45.0,Defensive rebound by P. George,,99,79
331,3,0:33.0,Personal foul by M. Robinson (drawn by D. Schröder),,99,79
332,3,0:33.0,D. Schröder makes free throw 1 of 2,,100,79
333,3,0:33.0,D. Schröder makes free throw 2 of 2,,101,79
334,3,0:28.0,,Shooting foul by P. George (drawn by T. Hardaway),101,79
335,3,0:28.0,,T. Hardaway makes free throw 1 of 2,101,80
336,3,0:28.0,,M. Hezonja enters the game for E. Freedom,101,80
337,3,0:28.0,,T. Hardaway misses free throw 2 of 2,101,80
338,3,0:27.0,Defensive rebound by N. Noel,,101,80
339,3,0:09.0,D. Schröder makes 2-pt jump shot from 16 ft,,103,80
340,3,0:01.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by T. Hardaway),103,82
341,3,0:00.0,D. Schröder misses 3-pt jump shot from 71 ft,,103,82
342,3,0:00.0,Offensive rebound by Team,,103,82
343,4,11:41.0,A. Nader makes 2-pt layup from 1 ft,,105,82
344,4,11:16.0,,Shooting foul by H. Diallo (drawn by A. Trier),105,82
345,4,11:16.0,,Technical foul by A. Trier,105,82
346,4,11:16.0,D. Schröder makes technical free throw,,106,82
347,4,11:16.0,J. Grant enters the game for P. Patterson,,106,82
348,4,11:16.0,,A. Trier makes free throw 1 of 2,106,83
349,4,11:16.0,,A. Trier makes free throw 2 of 2,106,84
350,4,11:02.0,Turnover by D. Schröder (bad pass; steal by A. Trier),,106,84
351,4,10:55.0,,M. Hezonja makes 2-pt jump shot from 9 ft (assist by M. Robinson),106,86
352,4,10:36.0,A. Nader makes 3-pt jump shot from 27 ft (assist by D. Schröder),,109,86
353,4,10:19.0,,Turnover by A. Trier (lost ball; steal by D. Schröder),109,86
354,4,10:16.0,Turnover by A. Nader (bad pass; steal by M. Robinson),,109,86
355,4,10:11.0,,A. Trier misses 3-pt jump shot from 25 ft,109,86
356,4,10:09.0,Defensive rebound by J. Grant,,109,86
357,4,10:02.0,A. Nader misses 2-pt jump shot from 8 ft (block by M. Robinson),,109,86
358,4,10:00.0,,Defensive rebound by D. Dotson,109,86
359,4,9:54.0,,F. Ntilikina misses 2-pt layup from 3 ft,109,86
360,4,9:52.0,,Offensive rebound by M. Hezonja,109,86
361,4,9:47.0,,M. Hezonja makes 2-pt layup at rim,109,88
362,4,9:40.0,D. Schröder misses 3-pt jump shot from 23 ft,,109,88
363,4,9:38.0,,Defensive rebound by M. Robinson,109,88
364,4,9:27.0,,F. Ntilikina misses 2-pt jump shot from 21 ft,109,88
365,4,9:25.0,,Offensive rebound by M. Robinson,109,88
366,4,9:25.0,,M. Robinson makes 2-pt layup from 1 ft,109,90
367,4,9:25.0,,Shooting foul by J. Grant (drawn by M. Robinson),109,90
368,4,9:25.0,,M. Robinson misses free throw 1 of 1,109,90
369,4,9:23.0,Defensive rebound by A. Nader,,109,90
370,4,9:06.0,Turnover by D. Schröder (bad pass; steal by A. Trier),,109,90
371,4,9:05.0,,Turnover by A. Trier (bad pass),109,90
372,4,9:05.0,Oklahoma City full timeout,,109,90
373,4,8:47.0,A. Nader makes 2-pt layup from 1 ft (assist by J. Grant),,111,90
374,4,8:24.0,,Personal foul by A. Nader (drawn by M. Robinson),111,90
375,4,8:24.0,S. Adams enters the game for N. Noel,,111,90
376,4,8:13.0,,Shooting foul by H. Diallo (drawn by A. Trier),111,90
377,4,8:13.0,,A. Trier makes free throw 1 of 2,111,91
378,4,8:13.0,,A. Trier makes free throw 2 of 2,111,92
379,4,8:03.0,Turnover by D. Schröder (bad pass),,111,92
380,4,7:55.0,,D. Dotson misses 3-pt jump shot from 26 ft,111,92
381,4,7:53.0,Defensive rebound by H. Diallo,,111,92
382,4,7:38.0,J. Grant makes 2-pt layup from 1 ft (assist by A. Nader),,113,92
383,4,7:38.0,Shooting foul by M. Robinson (drawn by J. Grant),,113,92
384,4,7:38.0,J. Grant misses free throw 1 of 1,,113,92
