,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
393,4,10:38.0,J. Ingles misses free throw 1 of 2,,75,85
394,4,10:38.0,Offensive rebound by Team,,75,85
395,4,10:38.0,J. Ingles misses free throw 2 of 2,,75,85
396,4,10:38.0,,Defensive rebound by J. Harden,75,85
397,4,10:27.0,,Offensive foul by C. Paul (drawn by D. Exum),75,85
398,4,10:27.0,,Turnover by C. Paul (offensive foul),75,85
399,4,10:27.0,D. Mitchell enters the game for K. Korver,,75,85
400,4,10:15.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,75,85
401,4,10:15.0,,D. House enters the game for P. Tucker,75,85
402,4,10:01.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by J. Harden),75,87
403,4,9:48.0,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),,77,87
404,4,9:29.0,,E. Gordon misses 3-pt jump shot from 26 ft,77,87
405,4,9:26.0,Defensive rebound by D. Mitchell,,77,87
406,4,9:23.0,Shooting foul by C. Paul (drawn by D. Mitchell),,77,87
407,4,9:23.0,D. Mitchell misses free throw 1 of 2,,77,87
408,4,9:23.0,Offensive rebound by Team,,77,87
409,4,9:23.0,R. Rubio enters the game for J. Ingles,,77,87
410,4,9:23.0,,B. Knight enters the game for C. Paul,77,87
411,4,9:23.0,D. Mitchell misses free throw 2 of 2,,77,87
412,4,9:23.0,,Defensive rebound by J. Harden,77,87
413,4,9:12.0,,Turnover by J. Harden (lost ball; steal by D. Exum),77,87
414,4,9:07.0,R. O'Neale makes 2-pt layup from 4 ft,,79,87
415,4,9:07.0,J. Crowder enters the game for R. O'Neale,,79,87
416,4,8:42.0,,J. Harden makes 3-pt jump shot from 25 ft,79,90
417,4,8:27.0,D. Mitchell makes 2-pt layup from 3 ft,,81,90
418,4,8:12.0,,B. Knight misses 3-pt jump shot from 26 ft,81,90
419,4,8:07.0,,Offensive rebound by D. House,81,90
420,4,7:53.0,,J. Harden misses 2-pt jump shot from 6 ft,81,90
421,4,7:51.0,Defensive rebound by D. Mitchell,,81,90
422,4,7:45.0,D. Mitchell misses 2-pt layup from 3 ft,,81,90
423,4,7:42.0,,Defensive rebound by B. Knight,81,90
424,4,7:31.0,,J. Harden misses 3-pt jump shot from 30 ft,81,90
425,4,7:30.0,,Offensive rebound by D. House,81,90
426,4,7:25.0,,E. Gordon misses 2-pt layup at rim,81,90
427,4,7:23.0,,Offensive rebound by N. Hilário,81,90
428,4,7:17.0,,D. House misses 3-pt jump shot from 25 ft,81,90
429,4,7:15.0,Defensive rebound by R. Rubio,,81,90
430,4,7:09.0,Turnover by R. Rubio (lost ball; steal by J. Harden),,81,90
431,4,7:01.0,,Turnover by D. House (lost ball; steal by D. Exum),81,90
432,4,7:00.0,Personal foul by J. Harden (drawn by D. Exum),,81,90
433,4,7:00.0,,Houston full timeout,81,90
434,4,7:00.0,R. Gobert enters the game for D. Exum,,81,90
435,4,7:00.0,R. O'Neale enters the game for D. Favors,,81,90
436,4,7:00.0,,C. Capela enters the game for N. Hilário,81,90
437,4,7:00.0,,C. Paul enters the game for D. House,81,90
438,4,7:00.0,,P. Tucker enters the game for B. Knight,81,90
439,4,7:00.0,,Violation by Team (kicked ball),81,90
440,4,6:50.0,Shooting foul by C. Capela (drawn by R. Gobert),,81,90
441,4,6:50.0,R. Gobert makes free throw 1 of 2,,82,90
442,4,6:50.0,R. Gobert makes free throw 2 of 2,,83,90
443,4,6:33.0,,J. Harden misses 2-pt jump shot from 8 ft,83,90
444,4,6:30.0,Defensive rebound by R. Gobert,,83,90
445,4,6:25.0,R. O'Neale makes 2-pt jump shot from 6 ft (assist by R. Rubio),,85,90
446,4,6:10.0,,E. Gordon misses 2-pt jump shot from 11 ft,85,90
447,4,6:08.0,Defensive rebound by D. Mitchell,,85,90
448,4,6:03.0,Turnover by R. O'Neale (bad pass; steal by J. Harden),,85,90
449,4,5:48.0,,Turnover by C. Paul (bad pass; steal by R. O'Neale),85,90
450,4,5:31.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,88,90
451,4,5:07.0,,J. Harden makes 2-pt jump shot from 13 ft,88,92
452,4,4:56.0,D. Mitchell misses 2-pt jump shot from 9 ft,,88,92
453,4,4:55.0,,Defensive rebound by J. Harden,88,92
454,4,4:55.0,,Personal take foul by R. Gobert (drawn by J. Harden),88,92
455,4,4:55.0,,D. House enters the game for E. Gordon,88,92
456,4,4:50.0,,Personal foul by R. O'Neale (drawn by J. Harden),88,92
457,4,4:37.0,,P. Tucker misses 3-pt jump shot from 23 ft,88,92
458,4,4:35.0,Defensive rebound by R. O'Neale,,88,92
459,4,4:20.0,R. Gobert misses 2-pt layup at rim,,88,92
460,4,4:20.0,,Defensive rebound by Team,88,92
461,4,4:20.0,Loose ball foul by R. Gobert (drawn by D. House),,88,92
462,4,4:00.0,,J. Harden misses 3-pt jump shot from 29 ft,88,92
463,4,3:57.0,Defensive rebound by D. Mitchell,,88,92
464,4,3:44.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,90,92
465,4,3:24.0,,J. Harden misses 2-pt layup from 1 ft,90,92
466,4,3:22.0,Defensive rebound by J. Crowder,,90,92
467,4,3:18.0,Turnover by R. Rubio (out of bounds lost ball),,90,92
468,4,2:58.0,,C. Paul makes 2-pt jump shot from 7 ft,90,94
469,4,2:56.0,Utah full timeout,,90,94
470,4,2:56.0,,E. Gordon enters the game for D. House,90,94
471,4,2:39.0,D. Mitchell makes 2-pt layup from 2 ft,,92,94
472,4,2:15.0,,C. Paul misses 2-pt jump shot from 6 ft,92,94
473,4,2:11.0,Defensive rebound by R. O'Neale,,92,94
474,4,1:59.0,D. Mitchell misses 2-pt jump shot from 7 ft,,92,94
475,4,1:59.0,Offensive rebound by R. Gobert,,92,94
476,4,1:59.0,R. Gobert makes 2-pt layup at rim,,94,94
477,4,1:44.0,,J. Harden makes 3-pt jump shot from 28 ft,94,97
478,4,1:21.0,J. Crowder misses 3-pt jump shot from 23 ft,,94,97
479,4,1:20.0,Offensive rebound by R. Gobert,,94,97
480,4,1:20.0,R. Gobert misses 2-pt layup at rim (block by C. Capela),,94,97
481,4,1:19.0,Offensive rebound by J. Crowder,,94,97
482,4,1:15.0,Turnover by J. Crowder (bad pass; steal by C. Paul),,94,97
483,4,0:54.0,,Shooting foul by R. Rubio (drawn by J. Harden),94,97
484,4,0:54.0,,J. Harden makes free throw 1 of 3,94,98
485,4,0:54.0,,J. Harden misses free throw 2 of 3,94,98
486,4,0:54.0,,Offensive rebound by Team,94,98
487,4,0:54.0,,J. Harden makes free throw 3 of 3,94,99
488,4,0:35.0,Shooting foul by E. Gordon (drawn by D. Mitchell),,94,99
489,4,0:35.0,D. Mitchell makes free throw 1 of 3,,95,99
490,4,0:35.0,D. Mitchell makes free throw 2 of 3,,96,99
491,4,0:35.0,D. Mitchell makes free throw 3 of 3,,97,99
492,4,0:13.0,,J. Harden makes 3-pt jump shot from 26 ft,97,102
493,4,0:13.0,Utah full timeout,,97,102
494,4,0:13.0,K. Korver enters the game for R. O'Neale,,97,102
495,4,0:10.0,J. Crowder misses 3-pt jump shot from 28 ft,,97,102
496,4,0:07.0,,Defensive rebound by J. Harden,97,102
497,4,0:04.0,,Turnover by J. Harden (lost ball; steal by D. Mitchell),97,102
498,4,0:01.0,D. Mitchell misses 3-pt jump shot from 31 ft,,97,102
499,4,0:01.0,,Defensive rebound by Team,97,102
