,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
382,4,7:59.0,,K. Korver misses 2-pt jump shot from 19 ft,87,97
383,4,7:56.0,Defensive rebound by J. Bayless,,87,97
384,4,7:52.0,J. Bayless makes 2-pt layup from 2 ft,,89,97
385,4,7:34.0,,J. Ingles makes 3-pt jump shot from 24 ft,89,100
386,4,7:21.0,Turnover by J. Bayless (lost ball; steal by R. O'Neale),,89,100
387,4,7:14.0,,Turnover by R. O'Neale (bad pass),89,100
388,4,7:14.0,T. Jones enters the game for A. Wiggins,,89,100
389,4,7:14.0,,D. Mitchell enters the game for J. Ingles,89,100
390,4,7:14.0,,R. Neto enters the game for K. Korver,89,100
391,4,7:01.0,K. Towns makes 2-pt jump shot from 7 ft (assist by T. Jones),,91,100
392,4,7:01.0,Shooting foul by D. Favors (drawn by K. Towns),,91,100
393,4,7:01.0,,R. Gobert enters the game for D. Favors,91,100
394,4,7:01.0,K. Towns makes free throw 1 of 1,,92,100
395,4,6:51.0,,Personal foul by T. Jones (drawn by R. Gobert),92,100
396,4,6:36.0,,R. Neto misses 2-pt jump shot from 24 ft,92,100
397,4,6:36.0,,Offensive rebound by Team,92,100
398,4,6:36.0,,Turnover by Team (shot clock),92,100
399,4,6:25.0,Offensive foul by K. Towns (drawn by R. Gobert),,92,100
400,4,6:25.0,Turnover by K. Towns (offensive foul),,92,100
401,4,6:25.0,D. Šarić enters the game for A. Tolliver,,92,100
402,4,6:25.0,,R. Rubio enters the game for R. Neto,92,100
403,4,6:10.0,,D. Mitchell misses 2-pt jump shot from 6 ft,92,100
404,4,6:06.0,,Offensive rebound by R. Gobert,92,100
405,4,6:06.0,,R. Gobert misses 2-pt layup at rim,92,100
406,4,6:05.0,,Offensive rebound by R. Gobert,92,100
407,4,6:05.0,,R. Gobert makes 2-pt layup at rim,92,102
408,4,5:48.0,K. Bates-Diop misses 3-pt jump shot from 25 ft,,92,102
409,4,5:44.0,,Defensive rebound by G. Niang,92,102
410,4,5:30.0,,Turnover by D. Mitchell (lost ball; steal by K. Towns),92,102
411,4,5:26.0,T. Jones misses 2-pt jump shot from 15 ft,,92,102
412,4,5:23.0,Offensive rebound by K. Towns,,92,102
413,4,5:21.0,K. Towns misses 2-pt jump shot from 5 ft (block by D. Mitchell),,92,102
414,4,5:21.0,,Defensive rebound by Team,92,102
415,4,5:20.0,,Flagrant foul type 1 by K. Towns (drawn by D. Mitchell),92,102
416,4,5:20.0,,D. Mitchell makes flagrant free throw 1 of 2,92,103
417,4,5:20.0,,D. Mitchell makes flagrant free throw 2 of 2,92,104
418,4,5:20.0,C. Reynolds enters the game for K. Bates-Diop,,92,104
419,4,5:20.0,A. Wiggins enters the game for J. Bayless,,92,104
420,4,5:20.0,,J. Crowder enters the game for G. Niang,92,104
421,4,5:09.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),92,106
422,4,4:58.0,Personal foul by R. Gobert (drawn by K. Towns),,92,106
423,4,4:46.0,D. Šarić makes 2-pt layup from 2 ft (assist by C. Reynolds),,94,106
424,4,4:25.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Crowder),94,109
425,4,4:13.0,Offensive foul by K. Towns (drawn by R. Gobert),,94,109
426,4,4:13.0,Turnover by K. Towns (offensive foul),,94,109
427,4,4:13.0,T. Gibson enters the game for K. Towns,,94,109
428,4,4:13.0,,J. Ingles enters the game for R. O'Neale,94,109
429,4,4:04.0,,R. Rubio misses 2-pt layup from 3 ft (block by A. Wiggins),94,109
430,4,4:02.0,Defensive rebound by T. Jones,,94,109
431,4,4:00.0,Personal foul by R. Rubio (drawn by T. Jones),,94,109
432,4,4:00.0,Minnesota full timeout,,94,109
433,4,4:00.0,K. Bates-Diop enters the game for C. Reynolds,,94,109
434,4,3:49.0,A. Wiggins misses 3-pt jump shot from 25 ft,,94,109
435,4,3:47.0,,Defensive rebound by R. Gobert,94,109
436,4,3:36.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by R. Rubio),94,111
437,4,3:21.0,T. Gibson makes 2-pt layup from 3 ft (assist by T. Jones),,96,111
438,4,3:04.0,,J. Crowder makes 2-pt dunk from 1 ft (assist by J. Ingles),96,113
439,4,3:03.0,Minnesota full timeout,,96,113
440,4,3:03.0,G. Dieng enters the game for T. Gibson,,96,113
441,4,3:03.0,C. Reynolds enters the game for T. Jones,,96,113
442,4,3:03.0,J. Terrell enters the game for D. Šarić,,96,113
443,4,3:03.0,C. Williams enters the game for A. Wiggins,,96,113
444,4,2:45.0,Turnover by G. Dieng (traveling),,96,113
445,4,2:35.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Rubio),96,115
446,4,2:23.0,K. Bates-Diop misses 2-pt jump shot from 16 ft,,96,115
447,4,2:20.0,,Defensive rebound by R. Rubio,96,115
448,4,2:04.0,,J. Ingles misses 3-pt jump shot from 26 ft,96,115
449,4,2:01.0,Defensive rebound by G. Dieng,,96,115
450,4,2:01.0,Personal take foul by R. Rubio (drawn by G. Dieng),,96,115
451,4,2:01.0,,R. Neto enters the game for R. Gobert,96,115
452,4,2:01.0,,G. Niang enters the game for J. Ingles,96,115
453,4,2:01.0,,R. O'Neale enters the game for D. Mitchell,96,115
454,4,2:01.0,,E. Udoh enters the game for R. Rubio,96,115
455,4,1:47.0,C. Williams misses 3-pt jump shot from 25 ft,,96,115
456,4,1:43.0,,Defensive rebound by R. Neto,96,115
457,4,1:34.0,,R. Neto makes 3-pt jump shot from 23 ft (assist by R. O'Neale),96,118
458,4,1:24.0,Turnover by J. Terrell (lost ball; steal by R. Neto),,96,118
459,4,1:21.0,,R. Neto makes 2-pt layup from 2 ft,96,120
460,4,1:09.0,G. Dieng makes 2-pt layup from 3 ft (assist by C. Williams),,98,120
461,4,0:56.0,,R. Neto misses 2-pt jump shot from 3 ft,98,120
462,4,0:53.0,Defensive rebound by K. Bates-Diop,,98,120
463,4,0:44.0,G. Dieng misses 3-pt jump shot from 25 ft,,98,120
464,4,0:42.0,,Defensive rebound by J. Crowder,98,120
465,4,0:27.0,,J. Crowder misses 3-pt jump shot from 25 ft,98,120
466,4,0:23.0,Defensive rebound by C. Reynolds,,98,120
467,4,0:18.0,Shooting foul by G. Niang (drawn by K. Bates-Diop),,98,120
468,4,0:18.0,K. Bates-Diop makes free throw 1 of 2,,99,120
469,4,0:18.0,K. Bates-Diop makes free throw 2 of 2,,100,120
