,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
385,4,10:53.0,,Defensive rebound by L. Dončić,75,78
386,4,10:38.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,75,78
387,4,10:37.0,,Offensive rebound by Team,75,78
388,4,10:37.0,,Personal foul by M. Scott (drawn by M. Kleber),75,78
389,4,10:37.0,,D. Powell enters the game for D. Nowitzki,75,78
390,4,10:23.0,,Turnover by Team (shot clock),75,78
391,4,10:11.0,Shooting foul by D. Finney-Smith (drawn by T. Wallace),,75,78
392,4,10:11.0,T. Wallace makes free throw 1 of 2,,76,78
393,4,10:11.0,T. Wallace makes free throw 2 of 2,,77,78
394,4,9:51.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by L. Dončić),77,81
395,4,9:35.0,Shooting foul by M. Kleber (drawn by J. Motley),,77,81
396,4,9:35.0,J. Motley misses free throw 1 of 2,,77,81
397,4,9:35.0,Offensive rebound by Team,,77,81
398,4,9:35.0,J. Motley makes free throw 2 of 2,,78,81
399,4,9:23.0,,Turnover by D. Harris (lost ball; steal by J. Robinson),78,81
400,4,9:23.0,Flagrant foul type 1 by D. Harris (drawn by A. Bradley),,78,81
401,4,9:23.0,A. Bradley makes flagrant free throw 1 of 2,,79,81
402,4,9:23.0,A. Bradley makes flagrant free throw 2 of 2,,80,81
403,4,9:01.0,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Bradley),,83,81
404,4,8:44.0,,D. Powell makes 2-pt dunk at rim (assist by D. Harris),83,83
405,4,8:29.0,J. Robinson makes 3-pt jump shot from 25 ft (assist by A. Bradley),,86,83
406,4,8:13.0,,Turnover by L. Dončić (bad pass; steal by J. Motley),86,83
407,4,8:11.0,M. Scott makes 2-pt dunk from 1 ft,,88,83
408,4,8:11.0,,Dallas full timeout,88,83
409,4,8:11.0,,H. Barnes enters the game for L. Dončić,88,83
410,4,8:11.0,,D. Jordan enters the game for D. Harris,88,83
411,4,8:11.0,,W. Matthews enters the game for M. Kleber,88,83
412,4,8:11.0,,D. Smith enters the game for D. Powell,88,83
413,4,7:57.0,,Shooting foul by T. Wallace (drawn by D. Smith),88,83
414,4,7:57.0,,D. Smith makes free throw 1 of 2,88,84
415,4,7:57.0,,D. Smith makes free throw 2 of 2,88,85
416,4,7:40.0,T. Wallace misses 2-pt jump shot from 13 ft,,88,85
417,4,7:37.0,,Defensive rebound by D. Smith,88,85
418,4,7:22.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),88,88
419,4,7:00.0,M. Scott misses 2-pt jump shot from 7 ft,,88,88
420,4,6:58.0,,Defensive rebound by D. Jordan,88,88
421,4,6:51.0,,D. Smith misses 3-pt jump shot from 25 ft,88,88
422,4,6:50.0,Defensive rebound by J. Motley,,88,88
423,4,6:50.0,LA Clippers full timeout,,88,88
424,4,6:50.0,P. Beverley enters the game for J. Motley,,88,88
425,4,6:50.0,M. Harrell enters the game for M. Scott,,88,88
426,4,6:50.0,T. Harris enters the game for T. Wallace,,88,88
427,4,6:42.0,P. Beverley misses 2-pt jump shot from 8 ft (block by D. Jordan),,88,88
428,4,6:39.0,,Defensive rebound by D. Finney-Smith,88,88
429,4,6:27.0,,Personal foul by T. Harris (drawn by D. Jordan),88,88
430,4,6:15.0,,Shooting foul by P. Beverley (drawn by W. Matthews),88,88
431,4,6:15.0,,W. Matthews makes free throw 1 of 3,88,89
432,4,6:15.0,,W. Matthews misses free throw 2 of 3,88,89
433,4,6:15.0,,Offensive rebound by Team,88,89
434,4,6:15.0,,W. Matthews makes free throw 3 of 3,88,90
435,4,6:05.0,Turnover by M. Harrell (bad pass; steal by D. Finney-Smith),,88,90
436,4,5:56.0,,D. Smith misses 2-pt layup from 2 ft,88,90
437,4,5:53.0,Defensive rebound by M. Harrell,,88,90
438,4,5:45.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Robinson),,91,90
439,4,5:42.0,,Dallas full timeout,91,90
440,4,5:42.0,L. Williams enters the game for J. Robinson,,91,90
441,4,5:21.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by H. Barnes),91,92
442,4,5:00.0,P. Beverley misses 3-pt jump shot from 23 ft,,91,92
443,4,4:57.0,,Defensive rebound by D. Jordan,91,92
444,4,4:48.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Jordan),91,95
445,4,4:47.0,LA Clippers full timeout,,91,95
446,4,4:32.0,L. Williams misses 2-pt jump shot from 21 ft,,91,95
447,4,4:28.0,,Defensive rebound by D. Jordan,91,95
448,4,4:08.0,,H. Barnes misses 2-pt jump shot from 10 ft,91,95
449,4,4:06.0,Defensive rebound by T. Harris,,91,95
450,4,3:57.0,T. Harris misses 3-pt jump shot from 26 ft,,91,95
451,4,3:55.0,Offensive rebound by P. Beverley,,91,95
452,4,3:41.0,Turnover by Team (shot clock),,91,95
453,4,3:26.0,,D. Jordan makes 2-pt layup from 2 ft (assist by D. Smith),91,97
454,4,3:13.0,L. Williams makes 2-pt jump shot from 15 ft,,93,97
455,4,2:48.0,,W. Matthews misses 2-pt jump shot from 10 ft,93,97
456,4,2:46.0,Defensive rebound by T. Harris,,93,97
457,4,2:38.0,L. Williams misses 2-pt jump shot from 8 ft,,93,97
458,4,2:35.0,,Defensive rebound by D. Smith,93,97
459,4,2:14.0,,Turnover by Team (shot clock),93,97
460,4,2:14.0,,L. Dončić enters the game for D. Finney-Smith,93,97
461,4,2:07.0,L. Williams misses 2-pt layup from 2 ft,,93,97
462,4,2:03.0,,Defensive rebound by L. Dončić,93,97
463,4,2:00.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),93,99
464,4,2:00.0,LA Clippers full timeout,,93,99
465,4,1:41.0,T. Harris misses 3-pt jump shot from 26 ft,,93,99
466,4,1:39.0,,Defensive rebound by L. Dončić,93,99
467,4,1:22.0,,L. Dončić makes 2-pt jump shot from 16 ft,93,101
468,4,1:14.0,L. Williams makes 2-pt layup from 1 ft,,95,101
469,4,0:53.0,,H. Barnes makes 3-pt jump shot from 25 ft,95,104
470,4,0:46.0,L. Williams misses 2-pt jump shot from 20 ft,,95,104
471,4,0:45.0,Offensive rebound by Team,,95,104
472,4,0:45.0,Personal foul by H. Barnes (drawn by M. Harrell),,95,104
473,4,0:40.0,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Harrell),,98,104
474,4,0:19.0,,L. Dončić misses 3-pt jump shot from 26 ft,98,104
475,4,0:16.0,Defensive rebound by M. Harrell,,98,104
476,4,0:16.0,LA Clippers full timeout,,98,104
477,4,0:09.0,T. Harris misses 3-pt jump shot from 25 ft,,98,104
478,4,0:06.0,,Defensive rebound by Team,98,104
479,4,0:06.0,,Personal foul by P. Beverley (drawn by L. Dončić),98,104
480,4,0:06.0,,L. Dončić makes free throw 1 of 2,98,105
481,4,0:06.0,,L. Dončić makes free throw 2 of 2,98,106
482,4,0:02.0,L. Williams misses 3-pt jump shot from 25 ft,,98,106
483,4,0:01.0,,Defensive rebound by L. Dončić,98,106
