,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
380,3,0:45.0,J. Bolden misses free throw 2 of 2,,82,103
381,3,0:44.0,Offensive rebound by A. Johnson,,82,103
382,3,0:40.0,L. Shamet misses 3-pt jump shot from 25 ft,,82,103
383,3,0:37.0,Offensive rebound by A. Johnson,,82,103
384,3,0:37.0,A. Johnson makes 2-pt hook shot from 3 ft,,84,103
385,3,0:31.0,,D. Wright misses 2-pt jump shot from 14 ft (block by T. McConnell),84,103
386,3,0:28.0,,Offensive rebound by D. Wright,84,103
387,3,0:27.0,,J. Valančiūnas misses 2-pt jump shot from 8 ft,84,103
388,3,0:25.0,Defensive rebound by M. Fultz,,84,103
389,3,0:18.0,A. Johnson makes 2-pt layup from 3 ft (assist by J. Bolden),,86,103
390,3,0:01.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft,86,105
391,4,11:42.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by C. Miles),86,107
392,4,11:28.0,B. Simmons misses 2-pt hook shot from 9 ft,,86,107
393,4,11:25.0,,Defensive rebound by J. Valančiūnas,86,107
394,4,11:14.0,,D. Wright misses 3-pt jump shot from 25 ft,86,107
395,4,11:11.0,Defensive rebound by J. Embiid,,86,107
396,4,11:01.0,B. Simmons makes 2-pt layup from 3 ft,,88,107
397,4,10:49.0,,C. Miles misses 3-pt jump shot from 25 ft,88,107
398,4,10:46.0,Defensive rebound by D. Šarić,,88,107
399,4,10:39.0,Personal foul by D. Wright (drawn by B. Simmons),,88,107
400,4,10:39.0,,K. Leonard enters the game for M. Richardson,88,107
401,4,10:31.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,91,107
402,4,10:22.0,,Offensive foul by J. Valančiūnas (drawn by R. Covington),91,107
403,4,10:22.0,,Turnover by J. Valančiūnas (offensive foul),91,107
404,4,10:22.0,,D. Green enters the game for N. Powell,91,107
405,4,10:22.0,,S. Ibaka enters the game for J. Valančiūnas,91,107
406,4,10:13.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,94,107
407,4,10:12.0,,Toronto full timeout,94,107
408,4,10:12.0,,K. Lowry enters the game for D. Wright,94,107
409,4,10:03.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Lowry),94,109
410,4,9:51.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),,97,109
411,4,9:41.0,,K. Leonard makes 2-pt dunk from 2 ft (assist by K. Lowry),97,111
412,4,9:41.0,,Shooting foul by R. Covington (drawn by K. Leonard),97,111
413,4,9:41.0,,K. Leonard makes free throw 1 of 1,97,112
414,4,9:29.0,J. Redick misses 3-pt jump shot from 26 ft,,97,112
415,4,9:26.0,Offensive rebound by B. Simmons,,97,112
416,4,9:20.0,J. Redick makes 2-pt layup from 3 ft (assist by D. Šarić),,99,112
417,4,9:07.0,,S. Ibaka misses 2-pt jump shot from 16 ft,99,112
418,4,9:05.0,Defensive rebound by D. Šarić,,99,112
419,4,9:02.0,Turnover by B. Simmons (traveling),,99,112
420,4,8:46.0,,K. Lowry misses 2-pt layup from 2 ft,99,112
421,4,8:45.0,Defensive rebound by Team,,99,112
422,4,8:37.0,Shooting foul by K. Leonard (drawn by B. Simmons),,99,112
423,4,8:37.0,B. Simmons misses free throw 1 of 2,,99,112
424,4,8:37.0,Offensive rebound by Team,,99,112
425,4,8:37.0,B. Simmons makes free throw 2 of 2,,100,112
426,4,8:26.0,,K. Leonard misses 2-pt jump shot from 14 ft,100,112
427,4,8:23.0,Defensive rebound by B. Simmons,,100,112
428,4,8:19.0,J. Redick misses 3-pt jump shot from 25 ft,,100,112
429,4,8:16.0,,Defensive rebound by Team,100,112
430,4,8:11.0,,Turnover by K. Lowry (bad pass),100,112
431,4,8:02.0,D. Šarić misses 3-pt jump shot from 25 ft,,100,112
432,4,8:00.0,Offensive rebound by J. Embiid,,100,112
433,4,8:00.0,Personal foul by D. Green (drawn by J. Embiid),,100,112
434,4,7:47.0,J. Embiid misses 2-pt jump shot from 11 ft,,100,112
435,4,7:45.0,,Defensive rebound by K. Leonard,100,112
436,4,7:36.0,,C. Miles misses 3-pt jump shot from 27 ft,100,112
437,4,7:34.0,Defensive rebound by J. Redick,,100,112
438,4,7:29.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,103,112
439,4,7:07.0,,K. Lowry makes 2-pt jump shot from 15 ft,103,114
440,4,6:59.0,Philadelphia full timeout,,103,114
441,4,6:59.0,,P. Siakam enters the game for C. Miles,103,114
442,4,6:49.0,J. Embiid misses 2-pt hook shot from 7 ft,,103,114
443,4,6:44.0,Offensive rebound by J. Embiid,,103,114
444,4,6:44.0,J. Embiid misses 2-pt layup from 1 ft,,103,114
445,4,6:44.0,Offensive rebound by J. Embiid,,103,114
446,4,6:38.0,J. Embiid makes 2-pt layup from 1 ft,,105,114
447,4,6:25.0,,K. Leonard misses 2-pt jump shot from 20 ft,105,114
448,4,6:25.0,Defensive rebound by Team,,105,114
449,4,6:19.0,Turnover by J. Redick (step out of bounds),,105,114
450,4,5:57.0,,K. Leonard misses 2-pt hook shot from 7 ft,105,114
451,4,5:55.0,Defensive rebound by D. Šarić,,105,114
452,4,5:50.0,Turnover by B. Simmons (out of bounds lost ball),,105,114
453,4,5:39.0,,Turnover by K. Lowry (lost ball; steal by R. Covington),105,114
454,4,5:21.0,Turnover by J. Embiid (lost ball; steal by K. Lowry),,105,114
455,4,5:15.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),105,117
456,4,5:13.0,Philadelphia full timeout,,105,117
457,4,4:59.0,Personal foul by P. Siakam (drawn by B. Simmons),,105,117
458,4,4:48.0,J. Embiid misses 2-pt jump shot from 9 ft,,105,117
459,4,4:44.0,Offensive rebound by J. Redick,,105,117
460,4,4:42.0,R. Covington misses 3-pt jump shot from 24 ft,,105,117
461,4,4:42.0,Offensive rebound by Team,,105,117
462,4,4:42.0,,Loose ball foul by S. Ibaka (drawn by J. Embiid),105,117
463,4,4:42.0,J. Embiid misses free throw 1 of 2,,105,117
464,4,4:42.0,Offensive rebound by Team,,105,117
465,4,4:42.0,J. Embiid makes free throw 2 of 2,,106,117
466,4,4:21.0,,Turnover by D. Green (traveling),106,117
467,4,4:09.0,J. Embiid makes 2-pt layup from 3 ft (assist by J. Redick),,108,117
468,4,3:54.0,,Personal foul by R. Covington (drawn by K. Lowry),108,117
469,4,3:40.0,,Turnover by S. Ibaka (offensive foul),108,117
470,4,3:40.0,,Offensive foul by S. Ibaka (drawn by J. Embiid),108,117
471,4,3:30.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Redick),,111,117
472,4,3:14.0,,Toronto full timeout,111,117
473,4,3:05.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Leonard),111,119
474,4,2:47.0,B. Simmons misses 2-pt jump shot from 9 ft,,111,119
475,4,2:45.0,Offensive rebound by J. Embiid,,111,119
476,4,2:43.0,J. Redick misses 3-pt jump shot from 23 ft,,111,119
477,4,2:38.0,,Defensive rebound by K. Lowry,111,119
478,4,2:35.0,,D. Green misses 3-pt jump shot from 23 ft,111,119
479,4,2:32.0,,Offensive rebound by S. Ibaka,111,119
480,4,2:29.0,,Turnover by S. Ibaka (out of bounds lost ball),111,119
481,4,2:15.0,Turnover by B. Simmons (lost ball; steal by K. Leonard),,111,119
482,4,2:11.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Leonard),111,121
483,4,2:11.0,,Shooting foul by J. Redick (drawn by P. Siakam),111,121
484,4,2:11.0,,P. Siakam misses free throw 1 of 1,111,121
485,4,2:09.0,,Offensive rebound by S. Ibaka,111,121
486,4,1:56.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by K. Lowry),111,124
487,4,1:56.0,Philadelphia full timeout,,111,124
488,4,1:56.0,J. Bolden enters the game for R. Covington,,111,124
489,4,1:56.0,M. Fultz enters the game for J. Embiid,,111,124
490,4,1:56.0,T. McConnell enters the game for J. Redick,,111,124
491,4,1:56.0,M. Muscala enters the game for D. Šarić,,111,124
492,4,1:56.0,L. Shamet enters the game for B. Simmons,,111,124
493,4,1:45.0,L. Shamet misses 3-pt jump shot from 26 ft,,111,124
494,4,1:42.0,,Defensive rebound by K. Leonard,111,124
495,4,1:21.0,,K. Leonard misses 2-pt jump shot from 9 ft,111,124
496,4,1:18.0,,Offensive rebound by S. Ibaka,111,124
497,4,1:14.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Green),111,127
498,4,0:55.0,M. Fultz misses 2-pt jump shot from 17 ft,,111,127
499,4,0:53.0,,Defensive rebound by P. Siakam,111,127
500,4,0:33.0,,K. Leonard makes 2-pt jump shot from 8 ft,111,129
501,4,0:29.0,Personal take foul by D. Green (drawn by M. Fultz),,111,129
502,4,0:29.0,M. Fultz misses free throw 1 of 2,,111,129
503,4,0:29.0,Offensive rebound by Team,,111,129
504,4,0:29.0,,L. Brown enters the game for D. Green,111,129
505,4,0:29.0,,N. Powell enters the game for S. Ibaka,111,129
506,4,0:29.0,,M. Richardson enters the game for K. Leonard,111,129
507,4,0:29.0,,D. Wright enters the game for K. Lowry,111,129
508,4,0:29.0,M. Fultz makes free throw 2 of 2,,112,129
509,4,0:05.0,,Turnover by Team (shot clock),112,129
