,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
381,4,9:46.0,R. Hollis-Jefferson enters the game for E. Davis,,86,102
382,4,9:46.0,R. Kurucs enters the game for J. Dudley,,86,102
383,4,9:38.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,86,102
384,4,9:35.0,,Defensive rebound by M. Scott,86,102
385,4,9:26.0,,Turnover by B. Simmons (bad pass; steal by C. LeVert),86,102
386,4,9:20.0,D. Russell makes 3-pt jump shot from 27 ft (assist by C. LeVert),,89,102
387,4,9:08.0,,J. Redick misses 2-pt jump shot from 21 ft,89,102
388,4,9:08.0,Defensive rebound by R. Kurucs,,89,102
389,4,9:07.0,Turnover by D. Russell (palming),,89,102
390,4,9:07.0,,J. Butler enters the game for J. Redick,89,102
391,4,9:07.0,,T. Harris enters the game for M. Scott,89,102
392,4,8:57.0,,J. Embiid misses 2-pt jump shot from 19 ft,89,102
393,4,8:53.0,Defensive rebound by C. LeVert,,89,102
394,4,8:45.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,89,102
395,4,8:45.0,,Defensive rebound by J. Embiid,89,102
396,4,8:34.0,,B. Simmons misses 2-pt layup from 1 ft,89,102
397,4,8:34.0,Defensive rebound by R. Hollis-Jefferson,,89,102
398,4,8:34.0,Personal foul by B. Simmons (drawn by R. Hollis-Jefferson),,89,102
399,4,8:30.0,J. Harris makes 2-pt layup at rim (assist by D. Russell),,91,102
400,4,8:17.0,,B. Simmons makes 2-pt layup from 1 ft,91,104
401,4,8:00.0,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,94,104
402,4,7:44.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),94,106
403,4,7:31.0,Shooting foul by B. Simmons (drawn by R. Kurucs),,94,106
404,4,7:31.0,R. Kurucs misses free throw 1 of 2,,94,106
405,4,7:31.0,Offensive rebound by Team,,94,106
406,4,7:31.0,,B. Marjanović enters the game for J. Embiid,94,106
407,4,7:31.0,,T. McConnell enters the game for B. Simmons,94,106
408,4,7:31.0,R. Kurucs misses free throw 2 of 2,,94,106
409,4,7:28.0,,Defensive rebound by T. Harris,94,106
410,4,7:18.0,,T. McConnell misses 2-pt jump shot from 10 ft,94,106
411,4,7:16.0,Defensive rebound by R. Hollis-Jefferson,,94,106
412,4,7:13.0,C. LeVert makes 2-pt layup at rim (assist by D. Russell),,96,106
413,4,6:48.0,,B. Marjanović misses 2-pt jump shot from 22 ft,96,106
414,4,6:45.0,Defensive rebound by D. Russell,,96,106
415,4,6:42.0,D. Russell misses 3-pt jump shot from 27 ft,,96,106
416,4,6:38.0,,Defensive rebound by T. McConnell,96,106
417,4,6:31.0,,T. McConnell makes 2-pt layup from 2 ft,96,108
418,4,6:22.0,Shooting foul by B. Marjanović (drawn by C. LeVert),,96,108
419,4,6:22.0,,Philadelphia full timeout,96,108
420,4,6:22.0,S. Dinwiddie enters the game for R. Kurucs,,96,108
421,4,6:22.0,C. LeVert misses free throw 1 of 2,,96,108
422,4,6:22.0,Offensive rebound by Team,,96,108
423,4,6:22.0,C. LeVert makes free throw 2 of 2,,97,108
424,4,6:07.0,,Offensive foul by J. Butler (drawn by R. Hollis-Jefferson),97,108
425,4,6:07.0,,Turnover by J. Butler (offensive foul),97,108
426,4,5:58.0,D. Russell makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),,99,108
427,4,5:41.0,,T. McConnell makes 2-pt jump shot from 9 ft,99,110
428,4,5:30.0,D. Russell makes 2-pt jump shot from 7 ft,,101,110
429,4,5:14.0,,S. Milton makes 2-pt layup from 2 ft (assist by J. Butler),101,112
430,4,4:51.0,Turnover by C. LeVert (lost ball; steal by S. Milton),,101,112
431,4,4:43.0,,Shooting foul by S. Dinwiddie (drawn by B. Marjanović),101,112
432,4,4:43.0,Brooklyn full timeout,,101,112
433,4,4:43.0,,B. Marjanović makes free throw 1 of 2,101,113
434,4,4:43.0,,J. Redick enters the game for T. McConnell,101,113
435,4,4:43.0,,B. Simmons enters the game for S. Milton,101,113
436,4,4:43.0,,B. Marjanović makes free throw 2 of 2,101,114
437,4,4:34.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,104,114
438,4,4:14.0,,J. Butler misses 2-pt layup from 1 ft,104,114
439,4,4:13.0,,Offensive rebound by J. Butler,104,114
440,4,4:13.0,,Personal foul by J. Harris (drawn by J. Butler),104,114
441,4,4:13.0,,J. Embiid enters the game for B. Marjanović,104,114
442,4,4:02.0,,J. Butler misses 2-pt jump shot from 20 ft,104,114
443,4,3:58.0,,Offensive rebound by B. Simmons,104,114
444,4,3:57.0,,B. Simmons misses 2-pt layup from 7 ft (block by C. LeVert),104,114
445,4,3:57.0,Defensive rebound by J. Harris,,104,114
446,4,3:52.0,C. LeVert misses 3-pt jump shot from 28 ft,,104,114
447,4,3:48.0,,Defensive rebound by T. Harris,104,114
448,4,3:40.0,,Offensive foul by B. Simmons (drawn by S. Dinwiddie),104,114
449,4,3:40.0,,Turnover by B. Simmons (offensive foul),104,114
450,4,3:30.0,Turnover by D. Russell (bad pass),,104,114
451,4,3:30.0,,Philadelphia full timeout,104,114
452,4,3:21.0,,B. Simmons misses 2-pt layup from 8 ft (block by J. Harris),104,114
453,4,3:18.0,,Offensive rebound by B. Simmons,104,114
454,4,3:17.0,,J. Embiid makes 2-pt jump shot from 3 ft (assist by B. Simmons),104,116
455,4,3:11.0,Personal foul by B. Simmons (drawn by D. Russell),,104,116
456,4,3:11.0,,Technical foul by B. Simmons,104,116
457,4,3:11.0,,B. Simmons ejected from game,104,116
458,4,3:11.0,J. Harris makes technical free throw,,105,116
459,4,3:11.0,,M. Scott enters the game for B. Simmons,105,116
460,4,3:11.0,D. Russell misses free throw 1 of 2,,105,116
461,4,3:11.0,Offensive rebound by Team,,105,116
462,4,3:11.0,D. Russell misses free throw 2 of 2,,105,116
463,4,3:09.0,,Defensive rebound by J. Embiid,105,116
464,4,3:00.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Butler),105,118
465,4,2:55.0,Brooklyn full timeout,,105,118
466,4,2:55.0,T. Graham enters the game for S. Dinwiddie,,105,118
467,4,2:55.0,R. Kurucs enters the game for J. Harris,,105,118
468,4,2:55.0,S. Napier enters the game for C. LeVert,,105,118
469,4,2:55.0,T. Pinson enters the game for D. Russell,,105,118
470,4,2:48.0,T. Pinson misses 3-pt jump shot from 28 ft,,105,118
471,4,2:44.0,,Defensive rebound by J. Embiid,105,118
472,4,2:28.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Embiid),105,118
473,4,2:28.0,,J. Embiid makes free throw 1 of 2,105,119
474,4,2:28.0,,J. Embiid makes free throw 2 of 2,105,120
475,4,2:15.0,T. Pinson makes 3-pt jump shot from 28 ft,,108,120
476,4,2:14.0,,Philadelphia full timeout,108,120
477,4,2:00.0,,Personal foul by R. Kurucs (drawn by J. Embiid),108,120
478,4,2:00.0,,J. Embiid misses free throw 1 of 2,108,120
479,4,2:00.0,,Offensive rebound by Team,108,120
480,4,2:00.0,,J. Embiid makes free throw 2 of 2,108,121
481,4,1:43.0,Personal foul by J. Butler (drawn by T. Graham),,108,121
482,4,1:43.0,T. Graham makes free throw 1 of 2,,109,121
483,4,1:43.0,,A. Johnson enters the game for J. Embiid,109,121
484,4,1:43.0,T. Graham makes free throw 2 of 2,,110,121
485,4,1:25.0,,A. Johnson misses 3-pt jump shot from 27 ft,110,121
486,4,1:21.0,Defensive rebound by R. Hollis-Jefferson,,110,121
487,4,1:09.0,T. Pinson misses 3-pt jump shot from 27 ft,,110,121
488,4,1:05.0,,Defensive rebound by J. Butler,110,121
489,4,0:50.0,,J. Butler makes 2-pt layup from 1 ft,110,123
490,4,0:41.0,Turnover by S. Napier (bad pass),,110,123
491,4,0:18.0,,A. Johnson misses 3-pt jump shot from 24 ft,110,123
492,4,0:15.0,Defensive rebound by T. Graham,,110,123
