,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
0,1,11:41.0,,A. Aminu misses 2-pt layup from 1 ft,0,0
1,1,11:39.0,,Offensive rebound by D. Lillard,0,0
2,1,11:31.0,,A. Aminu misses 3-pt jump shot from 25 ft,0,0
3,1,11:28.0,Defensive rebound by J. McGee,,0,0
4,1,11:19.0,Turnover by B. Ingram (lost ball; steal by J. Layman),,0,0
5,1,11:09.0,,J. Layman misses 3-pt jump shot from 25 ft,0,0
6,1,11:04.0,Defensive rebound by R. Rondo,,0,0
7,1,10:54.0,R. Rondo makes 2-pt layup from 3 ft,,2,0
8,1,10:30.0,,J. Nurkić makes 2-pt hook shot from 3 ft (assist by C. McCollum),2,2
9,1,10:14.0,Personal foul by J. Layman (drawn by B. Ingram),,2,2
10,1,10:05.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. James),,4,2
11,1,9:50.0,,D. Lillard misses 3-pt jump shot from 24 ft,4,2
12,1,9:48.0,Defensive rebound by R. Rondo,,4,2
13,1,9:44.0,Personal foul by A. Aminu (drawn by L. James),,4,2
14,1,9:40.0,J. McGee makes 2-pt dunk from 2 ft,,6,2
15,1,9:26.0,,C. McCollum misses 2-pt layup from 2 ft,6,2
16,1,9:26.0,,Offensive rebound by Team,6,2
17,1,9:23.0,,Turnover by J. Layman (bad pass; steal by L. James),6,2
18,1,9:21.0,L. James makes 2-pt dunk from 1 ft,,8,2
19,1,9:08.0,,D. Lillard makes 2-pt dunk at rim,8,4
20,1,9:02.0,L. James makes 2-pt dunk from 1 ft,,10,4
21,1,9:01.0,,Portland full timeout,10,4
22,1,8:41.0,,J. Layman makes 3-pt jump shot from 24 ft (assist by D. Lillard),10,7
23,1,8:34.0,B. Ingram misses 3-pt jump shot from 24 ft,,10,7
24,1,8:32.0,,Defensive rebound by D. Lillard,10,7
25,1,8:22.0,,C. McCollum misses 2-pt jump shot from 14 ft,10,7
26,1,8:17.0,,Offensive rebound by C. McCollum,10,7
27,1,8:17.0,,Shooting foul by R. Rondo (drawn by C. McCollum),10,7
28,1,8:17.0,,C. McCollum makes free throw 1 of 2,10,8
29,1,8:17.0,,C. McCollum makes free throw 2 of 2,10,9
30,1,8:06.0,B. Ingram misses 3-pt jump shot from 23 ft,,10,9
31,1,8:03.0,Offensive rebound by J. McGee,,10,9
32,1,7:54.0,R. Rondo makes 2-pt jump shot from 3 ft,,12,9
33,1,7:45.0,,Personal foul by J. McGee (drawn by D. Lillard),12,9
34,1,7:39.0,,Turnover by D. Lillard (bad pass; steal by J. McGee),12,9
35,1,7:36.0,Turnover by R. Rondo (lost ball; steal by J. Nurkić),,12,9
36,1,7:31.0,,D. Lillard makes 2-pt jump shot from 15 ft,12,11
37,1,7:13.0,L. James misses 2-pt jump shot from 6 ft,,12,11
38,1,7:10.0,,Defensive rebound by A. Aminu,12,11
39,1,7:10.0,,Offensive foul by A. Aminu (drawn by K. Caldwell-Pope),12,11
40,1,7:10.0,,Turnover by A. Aminu (offensive foul),12,11
41,1,7:10.0,K. Kuzma enters the game for J. McGee,,12,11
42,1,7:10.0,,M. Harkless enters the game for A. Aminu,12,11
43,1,6:56.0,K. Kuzma makes 2-pt layup from 2 ft (assist by R. Rondo),,14,11
44,1,6:41.0,,J. Nurkić misses 2-pt jump shot from 2 ft,14,11
45,1,6:40.0,Defensive rebound by L. James,,14,11
46,1,6:37.0,L. James makes 2-pt layup from 1 ft,,16,11
47,1,6:37.0,Shooting foul by C. McCollum (drawn by L. James),,16,11
48,1,6:37.0,L. James makes free throw 1 of 1,,17,11
49,1,6:28.0,,D. Lillard misses 3-pt jump shot from 25 ft,17,11
50,1,6:25.0,,Offensive rebound by J. Nurkić,17,11
51,1,6:25.0,,J. Nurkić makes 2-pt layup from 1 ft,17,13
52,1,6:04.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,19,13
53,1,5:53.0,,C. McCollum misses 3-pt jump shot from 26 ft,19,13
54,1,5:51.0,Defensive rebound by B. Ingram,,19,13
55,1,5:50.0,Shooting foul by M. Harkless (drawn by L. James),,19,13
56,1,5:50.0,L. James makes free throw 1 of 2,,20,13
57,1,5:50.0,J. Hart enters the game for K. Caldwell-Pope,,20,13
58,1,5:50.0,,Z. Collins enters the game for J. Layman,20,13
59,1,5:50.0,,E. Turner enters the game for J. Nurkić,20,13
60,1,5:50.0,L. James makes free throw 2 of 2,,21,13
61,1,5:35.0,,C. McCollum makes 2-pt jump shot from 7 ft,21,15
62,1,5:22.0,Shooting foul by Z. Collins (drawn by K. Kuzma),,21,15
63,1,5:22.0,K. Kuzma misses free throw 1 of 3,,21,15
64,1,5:22.0,Offensive rebound by Team,,21,15
65,1,5:22.0,K. Kuzma makes free throw 2 of 3,,22,15
66,1,5:22.0,K. Kuzma makes free throw 3 of 3,,23,15
67,1,5:07.0,,Turnover by E. Turner (bad pass; steal by B. Ingram),23,15
68,1,5:02.0,Turnover by J. Hart (bad pass; steal by D. Lillard),,23,15
69,1,4:57.0,,C. McCollum misses 3-pt jump shot from 26 ft,23,15
70,1,4:52.0,Defensive rebound by K. Kuzma,,23,15
71,1,4:48.0,K. Kuzma misses 2-pt jump shot from 10 ft,,23,15
72,1,4:45.0,Offensive rebound by L. James,,23,15
73,1,4:44.0,L. James makes 2-pt layup from 1 ft,,25,15
74,1,4:33.0,,Personal foul by J. Hart (drawn by D. Lillard),25,15
75,1,4:25.0,,Shooting foul by R. Rondo (drawn by D. Lillard),25,15
76,1,4:25.0,,D. Lillard makes free throw 1 of 3,25,16
77,1,4:25.0,LA Lakers full timeout,,25,16
78,1,4:25.0,,D. Lillard makes free throw 2 of 3,25,17
79,1,4:25.0,,D. Lillard makes free throw 3 of 3,25,18
80,1,4:13.0,R. Rondo misses 2-pt layup from 3 ft (block by M. Harkless),,25,18
81,1,4:07.0,Offensive rebound by L. James,,25,18
82,1,4:07.0,L. James makes 2-pt layup at rim,,27,18
83,1,4:02.0,,D. Lillard makes 2-pt layup from 1 ft,27,20
84,1,3:45.0,B. Ingram misses 2-pt jump shot from 16 ft,,27,20
85,1,3:43.0,,Defensive rebound by C. McCollum,27,20
86,1,3:36.0,,C. McCollum makes 2-pt jump shot from 13 ft,27,22
