,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
120,2,10:31.0,,J. Embiid misses 2-pt hook shot from 4 ft,33,29
121,2,10:29.0,Defensive rebound by G. Hayward,,33,29
122,2,10:27.0,Turnover by G. Hayward (bad pass; steal by T. McConnell),,33,29
123,2,10:23.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,33,29
124,2,10:20.0,Defensive rebound by M. Smart,,33,29
125,2,10:11.0,Shooting foul by J. Butler (drawn by J. Brown),,33,29
126,2,10:11.0,J. Brown makes free throw 1 of 2,,34,29
127,2,10:11.0,J. Tatum enters the game for M. Smart,,34,29
128,2,10:11.0,J. Brown misses free throw 2 of 2,,34,29
129,2,10:08.0,,Defensive rebound by J. Embiid,34,29
130,2,9:54.0,,T. McConnell makes 2-pt layup from 1 ft (assist by J. Butler),34,31
131,2,9:42.0,A. Horford makes 2-pt jump shot from 15 ft (assist by G. Hayward),,36,31
132,2,9:16.0,,T. McConnell misses 2-pt jump shot from 9 ft,36,31
133,2,9:13.0,Defensive rebound by A. Horford,,36,31
134,2,9:05.0,G. Hayward misses 2-pt jump shot from 12 ft,,36,31
135,2,9:01.0,,Defensive rebound by J. Butler,36,31
136,2,8:57.0,,J. Butler makes 3-pt jump shot from 25 ft,36,34
137,2,8:35.0,J. Tatum makes 2-pt jump shot from 6 ft,,38,34
138,2,8:19.0,,Turnover by J. Butler (bad pass; steal by G. Hayward),38,34
139,2,8:19.0,M. Smart enters the game for G. Hayward,,38,34
140,2,8:19.0,D. Theis enters the game for A. Horford,,38,34
141,2,8:19.0,,B. Marjanović enters the game for J. Butler,38,34
142,2,8:19.0,,J. Redick enters the game for J. Embiid,38,34
143,2,8:19.0,,B. Simmons enters the game for F. Korkmaz,38,34
144,2,8:19.0,,J. Simmons enters the game for T. McConnell,38,34
145,2,8:10.0,J. Tatum misses 2-pt jump shot from 16 ft,,38,34
146,2,8:07.0,,Defensive rebound by B. Marjanović,38,34
147,2,7:55.0,,Turnover by B. Marjanović (bad pass; steal by J. Tatum),38,34
148,2,7:48.0,Turnover by J. Tatum (bad pass; steal by J. Simmons),,38,34
149,2,7:31.0,,B. Simmons makes 2-pt hook shot from 7 ft (assist by J. Simmons),38,36
150,2,7:17.0,J. Brown misses 3-pt jump shot from 25 ft,,38,36
151,2,7:15.0,,Defensive rebound by M. Scott,38,36
152,2,7:02.0,,J. Redick misses 2-pt jump shot from 20 ft,38,36
153,2,7:00.0,Defensive rebound by D. Theis,,38,36
154,2,6:53.0,J. Brown misses 3-pt jump shot from 27 ft,,38,36
155,2,6:49.0,,Defensive rebound by B. Simmons,38,36
156,2,6:45.0,,Personal foul by B. Wanamaker (drawn by B. Simmons),38,36
157,2,6:45.0,,Philadelphia full timeout,38,36
158,2,6:45.0,M. Morris enters the game for B. Wanamaker,,38,36
159,2,6:45.0,,T. Harris enters the game for M. Scott,38,36
160,2,6:40.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),38,39
161,2,6:18.0,J. Tatum makes 2-pt jump shot from 15 ft (assist by D. Theis),,40,39
162,2,6:01.0,,Turnover by J. Simmons (bad pass; steal by J. Tatum),40,39
163,2,5:47.0,M. Smart misses 3-pt jump shot from 27 ft,,40,39
164,2,5:44.0,,Defensive rebound by J. Redick,40,39
165,2,5:42.0,,Turnover by J. Redick (bad pass),40,39
166,2,5:22.0,J. Tatum misses 2-pt jump shot from 15 ft,,40,39
167,2,5:19.0,,Defensive rebound by B. Marjanović,40,39
168,2,5:02.0,,Shooting foul by J. Brown (drawn by B. Simmons),40,39
169,2,5:02.0,,B. Simmons makes free throw 1 of 2,40,40
170,2,5:02.0,A. Horford enters the game for J. Brown,,40,40
171,2,5:02.0,T. Rozier enters the game for D. Theis,,40,40
172,2,5:02.0,,J. Butler enters the game for B. Marjanović,40,40
173,2,5:02.0,,J. Embiid enters the game for J. Simmons,40,40
174,2,5:02.0,,B. Simmons misses free throw 2 of 2,40,40
175,2,5:00.0,Defensive rebound by J. Tatum,,40,40
176,2,4:47.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,42,40
177,2,4:36.0,,J. Redick misses 3-pt jump shot from 26 ft,42,40
178,2,4:32.0,,Offensive rebound by J. Butler,42,40
179,2,4:31.0,,J. Butler makes 2-pt dunk at rim,42,42
180,2,4:21.0,Personal foul by T. Harris (drawn by M. Morris),,42,42
181,2,4:08.0,J. Tatum misses 2-pt jump shot from 18 ft,,42,42
182,2,4:07.0,,Defensive rebound by Team,42,42
183,2,3:49.0,,J. Embiid misses 2-pt jump shot from 4 ft,42,42
184,2,3:49.0,Defensive rebound by J. Tatum,,42,42
185,2,3:34.0,A. Horford makes 2-pt layup from 2 ft,,44,42
186,2,3:10.0,,T. Harris makes 2-pt jump shot from 15 ft,44,44
187,2,3:10.0,Boston full timeout,,44,44
188,2,3:10.0,G. Hayward enters the game for M. Smart,,44,44
189,2,2:50.0,T. Rozier misses 3-pt jump shot from 25 ft,,44,44
190,2,2:47.0,,Defensive rebound by J. Embiid,44,44
191,2,2:33.0,,J. Embiid misses 3-pt jump shot from 26 ft,44,44
192,2,2:33.0,Defensive rebound by Team,,44,44
193,2,2:20.0,M. Morris misses 2-pt jump shot from 10 ft,,44,44
194,2,2:16.0,,Defensive rebound by B. Simmons,44,44
195,2,2:10.0,,J. Butler misses 2-pt jump shot from 7 ft,44,44
196,2,2:09.0,Defensive rebound by T. Rozier,,44,44
197,2,1:59.0,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Rozier),,47,44
198,2,1:47.0,,Turnover by J. Redick (step out of bounds),47,44
199,2,1:35.0,J. Tatum misses 2-pt layup from 1 ft,,47,44
200,2,1:33.0,,Defensive rebound by J. Embiid,47,44
201,2,1:30.0,,T. Harris misses 3-pt jump shot from 26 ft,47,44
202,2,1:29.0,Defensive rebound by Team,,47,44
203,2,1:29.0,,Loose ball foul by J. Embiid (drawn by M. Morris),47,44
204,2,1:15.0,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Rozier),,50,44
205,2,0:54.0,,Turnover by J. Redick (bad pass; steal by A. Horford),50,44
206,2,0:50.0,J. Tatum makes 2-pt layup from 3 ft (assist by A. Horford),,52,44
207,2,0:37.0,,Personal foul by J. Tatum (drawn by B. Simmons),52,44
208,2,0:24.0,,J. Embiid makes 2-pt jump shot from 8 ft,52,46
209,2,0:07.0,T. Rozier misses 2-pt layup from 5 ft (block by J. Redick),,52,46
210,2,0:06.0,,Defensive rebound by Team,52,46
211,2,0:06.0,M. Smart enters the game for T. Rozier,,52,46
212,2,0:03.0,,J. Embiid misses 3-pt jump shot from 28 ft,52,46
213,2,0:01.0,Defensive rebound by J. Tatum,,52,46
214,3,11:48.0,,J. Butler makes 2-pt jump shot from 17 ft,52,48
215,3,11:30.0,J. Tatum misses 2-pt jump shot from 17 ft,,52,48
216,3,11:27.0,,Defensive rebound by J. Butler,52,48
217,3,11:18.0,,J. Embiid misses 3-pt jump shot from 25 ft,52,48
218,3,11:15.0,Defensive rebound by M. Morris,,52,48
219,3,11:01.0,M. Morris misses 2-pt jump shot from 10 ft,,52,48
220,3,10:58.0,,Defensive rebound by J. Embiid,52,48
221,3,10:51.0,,T. Harris makes 2-pt jump shot from 4 ft,52,50
222,3,10:27.0,T. Rozier misses 2-pt layup from 4 ft,,52,50
223,3,10:24.0,,Defensive rebound by J. Redick,52,50
224,3,10:06.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),52,52
225,3,9:45.0,M. Morris misses 3-pt jump shot from 26 ft,,52,52
226,3,9:42.0,,Defensive rebound by J. Embiid,52,52
227,3,9:32.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),52,55
228,3,9:31.0,Boston full timeout,,52,55
229,3,9:19.0,M. Smart misses 2-pt layup from 3 ft,,52,55
230,3,9:14.0,Offensive rebound by M. Smart,,52,55
231,3,9:14.0,M. Smart makes 2-pt layup at rim,,54,55
232,3,9:00.0,,J. Butler misses 2-pt jump shot from 5 ft (block by T. Rozier),54,55
233,3,8:57.0,,Offensive rebound by J. Butler,54,55
234,3,8:56.0,,J. Butler misses 2-pt jump shot from 7 ft,54,55
235,3,8:54.0,Defensive rebound by M. Morris,,54,55
236,3,8:51.0,Personal foul by J. Embiid (drawn by A. Horford),,54,55
237,3,8:38.0,M. Morris misses 2-pt jump shot from 11 ft,,54,55
238,3,8:35.0,,Defensive rebound by J. Embiid,54,55
239,3,8:30.0,,B. Simmons makes 2-pt dunk from 1 ft,54,57
240,3,8:09.0,A. Horford misses 2-pt hook shot from 5 ft,,54,57
241,3,8:05.0,Offensive rebound by A. Horford,,54,57
242,3,8:05.0,A. Horford misses 2-pt layup at rim,,54,57
243,3,8:05.0,Offensive rebound by T. Rozier,,54,57
244,3,7:57.0,J. Tatum makes 2-pt dunk at rim (assist by A. Horford),,56,57
245,3,7:48.0,,Personal foul by T. Rozier (drawn by J. Butler),56,57
246,3,7:34.0,,B. Simmons makes 2-pt layup from 1 ft (assist by T. Harris),56,59
247,3,7:16.0,A. Horford misses 3-pt jump shot from 26 ft,,56,59
248,3,7:14.0,,Defensive rebound by J. Embiid,56,59
249,3,7:09.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),56,62
250,3,6:54.0,M. Smart misses 2-pt jump shot from 10 ft,,56,62
251,3,6:50.0,Offensive rebound by A. Horford,,56,62
252,3,6:50.0,A. Horford misses 2-pt layup at rim,,56,62
253,3,6:49.0,,Defensive rebound by T. Harris,56,62
254,3,6:47.0,,T. Harris misses 2-pt layup from 2 ft,56,62
255,3,6:47.0,Defensive rebound by J. Tatum,,56,62
256,3,6:43.0,Personal take foul by B. Simmons (drawn by J. Tatum),,56,62
257,3,6:43.0,G. Hayward enters the game for T. Rozier,,56,62
258,3,6:43.0,,F. Korkmaz enters the game for J. Butler,56,62
259,3,6:43.0,,B. Marjanović enters the game for J. Embiid,56,62
260,3,6:43.0,,J. Simmons enters the game for J. Redick,56,62
261,3,6:34.0,A. Horford misses 2-pt layup from 1 ft,,56,62
262,3,6:32.0,,Defensive rebound by B. Marjanović,56,62
263,3,6:20.0,,B. Marjanović makes 2-pt jump shot from 9 ft,56,64
264,3,5:56.0,A. Horford makes 2-pt hook shot from 5 ft (assist by M. Smart),,58,64
265,3,5:41.0,,T. Harris misses 3-pt jump shot from 26 ft,58,64
266,3,5:39.0,Defensive rebound by M. Morris,,58,64
267,3,5:39.0,Personal foul by B. Marjanović (drawn by M. Morris),,58,64
268,3,5:39.0,J. Brown enters the game for M. Morris,,58,64
269,3,5:29.0,G. Hayward makes 2-pt jump shot from 22 ft,,60,64
270,3,5:23.0,,Shooting foul by M. Smart (drawn by J. Simmons),60,64
271,3,5:23.0,,J. Simmons makes free throw 1 of 2,60,65
272,3,5:23.0,,J. Simmons makes free throw 2 of 2,60,66
273,3,5:11.0,Shooting foul by B. Marjanović (drawn by G. Hayward),,60,66
274,3,5:11.0,G. Hayward makes free throw 1 of 2,,61,66
275,3,5:11.0,D. Theis enters the game for A. Horford,,61,66
276,3,5:11.0,G. Hayward makes free throw 2 of 2,,62,66
277,3,4:52.0,,T. Harris misses 2-pt jump shot from 5 ft,62,66
278,3,4:47.0,Defensive rebound by J. Tatum,,62,66
279,3,4:44.0,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),,64,66
280,3,4:11.0,,Personal foul by M. Smart (drawn by J. Simmons),64,66
281,3,4:03.0,,Turnover by B. Marjanović (3 sec),64,66
282,3,3:47.0,J. Brown misses 2-pt jump shot from 15 ft,,64,66
283,3,3:45.0,,Defensive rebound by B. Marjanović,64,66
284,3,3:45.0,,Personal foul by J. Brown (drawn by B. Marjanović),64,66
285,3,3:36.0,,Personal foul by J. Tatum (drawn by B. Simmons),64,66
286,3,3:36.0,,B. Simmons misses free throw 1 of 2,64,66
287,3,3:36.0,,Offensive rebound by Team,64,66
288,3,3:36.0,A. Horford enters the game for D. Theis,,64,66
289,3,3:36.0,,J. Butler enters the game for F. Korkmaz,64,66
290,3,3:36.0,,J. Embiid enters the game for B. Marjanović,64,66
291,3,3:36.0,,J. Redick enters the game for J. Simmons,64,66
292,3,3:36.0,,B. Simmons misses free throw 2 of 2,64,66
293,3,3:34.0,Defensive rebound by G. Hayward,,64,66
294,3,3:21.0,M. Smart misses 3-pt jump shot from 27 ft,,64,66
295,3,3:18.0,,Defensive rebound by J. Butler,64,66
296,3,3:08.0,,Turnover by J. Embiid (lost ball; steal by A. Horford),64,66
297,3,3:04.0,Turnover by A. Horford (bad pass; steal by B. Simmons),,64,66
298,3,3:00.0,,J. Embiid misses 2-pt layup from 1 ft,64,66
299,3,2:59.0,Defensive rebound by A. Horford,,64,66
300,3,2:55.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by M. Smart),,67,66
301,3,2:54.0,,Philadelphia full timeout,67,66
302,3,2:54.0,M. Morris enters the game for J. Tatum,,67,66
303,3,2:54.0,,T. McConnell enters the game for B. Simmons,67,66
304,3,2:38.0,,Shooting foul by J. Brown (drawn by T. Harris),67,66
305,3,2:38.0,,T. Harris makes free throw 1 of 2,67,67
306,3,2:38.0,,T. Harris makes free throw 2 of 2,67,68
307,3,2:31.0,Personal foul by T. Harris (drawn by M. Morris),,67,68
308,3,2:31.0,M. Morris makes free throw 1 of 2,,68,68
309,3,2:31.0,M. Morris makes free throw 2 of 2,,69,68
310,3,2:15.0,,J. Embiid misses 2-pt jump shot from 16 ft,69,68
311,3,2:12.0,Defensive rebound by J. Brown,,69,68
312,3,2:04.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Brown),,72,68
313,3,1:51.0,,J. Butler misses 3-pt jump shot from 25 ft,72,68
314,3,1:48.0,Defensive rebound by G. Hayward,,72,68
315,3,1:41.0,Shooting foul by J. Embiid (drawn by G. Hayward),,72,68
316,3,1:41.0,G. Hayward makes free throw 1 of 2,,73,68
317,3,1:41.0,,M. Scott enters the game for T. Harris,73,68
318,3,1:41.0,G. Hayward makes free throw 2 of 2,,74,68
319,3,1:24.0,,T. McConnell makes 2-pt jump shot from 11 ft,74,70
320,3,1:02.0,M. Smart misses 3-pt jump shot from 26 ft,,74,70
321,3,1:00.0,Offensive rebound by G. Hayward,,74,70
322,3,0:58.0,A. Horford makes 3-pt jump shot from 25 ft (assist by G. Hayward),,77,70
323,3,0:43.0,,Shooting foul by G. Hayward (drawn by J. Butler),77,70
324,3,0:43.0,,J. Butler makes free throw 1 of 2,77,71
325,3,0:43.0,T. Rozier enters the game for M. Smart,,77,71
326,3,0:43.0,,J. Butler makes free throw 2 of 2,77,72
327,3,0:30.0,T. Rozier misses 2-pt jump shot from 19 ft,,77,72
328,3,0:28.0,,Defensive rebound by J. Embiid,77,72
329,3,0:18.0,,Turnover by T. McConnell (bad pass; steal by A. Horford),77,72
330,3,0:12.0,J. Brown misses 2-pt layup from 4 ft (block by J. Embiid),,77,72
331,3,0:12.0,,Defensive rebound by Team,77,72
332,3,0:00.0,,J. Butler makes 2-pt layup from 2 ft,77,74
333,4,11:49.0,Personal foul by J. Redick (drawn by J. Brown),,77,74
334,4,11:43.0,G. Hayward makes 2-pt jump shot from 22 ft,,79,74
335,4,11:19.0,,Shooting foul by A. Horford (drawn by J. Redick),79,74
336,4,11:19.0,,J. Redick makes free throw 1 of 2,79,75
337,4,11:19.0,,J. Redick makes free throw 2 of 2,79,76
338,4,11:05.0,J. Brown makes 2-pt jump shot from 11 ft (assist by G. Hayward),,81,76
339,4,10:54.0,,J. Redick misses 2-pt jump shot from 22 ft,81,76
340,4,10:52.0,Defensive rebound by A. Horford,,81,76
341,4,10:39.0,M. Morris makes 2-pt dunk from 3 ft (assist by A. Horford),,83,76
342,4,10:39.0,Boston full timeout,,83,76
343,4,10:39.0,,J. Simmons enters the game for J. Redick,83,76
344,4,10:31.0,,T. McConnell misses 2-pt jump shot from 15 ft,83,76
345,4,10:28.0,Defensive rebound by A. Horford,,83,76
346,4,10:07.0,G. Hayward misses 2-pt jump shot from 12 ft,,83,76
347,4,10:03.0,,Defensive rebound by J. Simmons,83,76
348,4,9:56.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),83,79
349,4,9:35.0,T. Rozier makes 2-pt layup from 3 ft,,85,79
350,4,9:19.0,,J. Embiid makes 2-pt jump shot from 9 ft,85,81
351,4,9:03.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Brown),,87,81
352,4,8:36.0,,J. Embiid misses 3-pt jump shot from 26 ft,87,81
353,4,8:33.0,Defensive rebound by T. Rozier,,87,81
354,4,8:25.0,Personal foul by J. Embiid (drawn by T. Rozier),,87,81
355,4,8:25.0,,J. Redick enters the game for J. Butler,87,81
356,4,8:25.0,,B. Simmons enters the game for T. McConnell,87,81
357,4,8:20.0,G. Hayward makes 3-pt jump shot from 26 ft,,90,81
358,4,8:06.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by M. Scott),90,84
359,4,7:44.0,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),,92,84
360,4,7:27.0,,B. Simmons makes 2-pt jump shot from 6 ft,92,86
361,4,7:12.0,T. Rozier misses 3-pt jump shot from 26 ft,,92,86
362,4,7:11.0,,Defensive rebound by J. Embiid,92,86
363,4,7:03.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Redick),92,89
364,4,7:01.0,Boston full timeout,,92,89
365,4,7:01.0,M. Smart enters the game for G. Hayward,,92,89
366,4,7:01.0,J. Tatum enters the game for A. Horford,,92,89
367,4,7:01.0,D. Theis enters the game for M. Morris,,92,89
368,4,7:01.0,,J. Butler enters the game for M. Scott,92,89
369,4,7:01.0,,T. Harris enters the game for J. Simmons,92,89
370,4,6:39.0,Shooting foul by J. Redick (drawn by M. Smart),,92,89
371,4,6:39.0,,Technical foul by J. Redick,92,89
372,4,6:39.0,J. Tatum makes technical free throw,,93,89
373,4,6:39.0,M. Smart misses free throw 1 of 2,,93,89
374,4,6:39.0,Offensive rebound by Team,,93,89
375,4,6:39.0,M. Smart makes free throw 2 of 2,,94,89
376,4,6:26.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),94,92
377,4,6:09.0,M. Smart misses 3-pt jump shot from 27 ft,,94,92
378,4,6:06.0,,Defensive rebound by J. Butler,94,92
379,4,6:02.0,,Shooting foul by M. Smart (drawn by J. Butler),94,92
380,4,6:02.0,,J. Butler misses free throw 1 of 3,94,92
381,4,6:02.0,,Offensive rebound by Team,94,92
382,4,6:02.0,,J. Butler makes free throw 2 of 3,94,93
383,4,6:02.0,,J. Butler makes free throw 3 of 3,94,94
384,4,5:46.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by T. Rozier),,97,94
385,4,5:34.0,,Turnover by B. Simmons (traveling),97,94
386,4,5:18.0,T. Rozier makes 3-pt jump shot from 24 ft,,100,94
387,4,5:17.0,,Philadelphia full timeout,100,94
388,4,4:56.0,,T. Harris misses 3-pt jump shot from 25 ft,100,94
