,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
66,1,3:14.0,Shooting foul by L. Shamet (drawn by E. Mudiay),,22,26
67,1,3:14.0,E. Mudiay makes free throw 1 of 2,,23,26
68,1,3:14.0,,J. Embiid enters the game for J. Butler,23,26
69,1,3:14.0,,F. Korkmaz enters the game for L. Shamet,23,26
70,1,3:14.0,,J. Redick enters the game for B. Simmons,23,26
71,1,3:14.0,E. Mudiay misses free throw 2 of 2,,23,26
72,1,3:12.0,,Defensive rebound by M. Muscala,23,26
73,1,2:58.0,,J. Embiid makes 2-pt layup from 2 ft,23,28
74,1,2:48.0,L. Kornet misses 3-pt jump shot from 28 ft,,23,28
75,1,2:45.0,,Defensive rebound by J. Redick,23,28
76,1,2:43.0,,Personal foul by L. Kornet (drawn by J. Embiid),23,28
77,1,2:43.0,New York full timeout,,23,28
78,1,2:43.0,N. Vonleh enters the game for L. Kornet,,23,28
79,1,2:31.0,,J. Embiid makes 2-pt hook shot from 7 ft,23,30
80,1,2:16.0,K. Knox makes 2-pt layup from 3 ft (assist by N. Vonleh),,25,30
81,1,2:16.0,,Violation by Team (def goaltending),25,30
82,1,2:00.0,,J. Embiid makes 2-pt hook shot from 8 ft,25,32
83,1,1:38.0,Shooting foul by T. McConnell (drawn by E. Mudiay),,25,32
84,1,1:38.0,E. Mudiay misses free throw 1 of 2,,25,32
85,1,1:38.0,Offensive rebound by Team,,25,32
86,1,1:38.0,E. Mudiay makes free throw 2 of 2,,26,32
87,1,1:21.0,,T. McConnell misses 3-pt jump shot from 23 ft,26,32
88,1,1:15.0,,Offensive rebound by M. Muscala,26,32
89,1,1:15.0,,M. Muscala misses 2-pt dunk at rim,26,32
90,1,1:13.0,Defensive rebound by K. Knox,,26,32
91,1,1:12.0,K. Knox makes 2-pt layup from 2 ft,,28,32
92,1,1:03.0,,Turnover by J. Embiid (bad pass),28,32
93,1,1:03.0,F. Ntilikina enters the game for E. Mudiay,,28,32
94,1,0:44.0,F. Ntilikina makes 2-pt layup from 1 ft (assist by N. Vonleh),,30,32
95,1,0:31.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by J. Embiid),30,34
96,1,0:21.0,D. Dotson makes 3-pt jump shot from 27 ft (assist by L. Thomas),,33,34
97,1,0:01.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by J. Embiid),33,37
98,1,0:01.0,,Shooting foul by K. Knox (drawn by F. Korkmaz),33,37
99,1,0:01.0,,F. Korkmaz makes free throw 1 of 1,33,38
100,2,11:36.0,,T. McConnell misses 2-pt jump shot from 12 ft,33,38
101,2,11:34.0,,Offensive rebound by J. Embiid,33,38
102,2,11:34.0,,Personal foul by F. Ntilikina (drawn by J. Embiid),33,38
103,2,11:21.0,,J. Embiid misses 2-pt jump shot from 10 ft,33,38
104,2,11:18.0,Defensive rebound by L. Thomas,,33,38
105,2,11:06.0,D. Dotson misses 3-pt jump shot from 27 ft,,33,38
106,2,11:02.0,,Defensive rebound by T. McConnell,33,38
107,2,10:58.0,,J. Redick misses 3-pt jump shot from 26 ft,33,38
108,2,10:55.0,Defensive rebound by F. Ntilikina,,33,38
109,2,10:52.0,Personal foul by J. Redick (drawn by C. Lee),,33,38
110,2,10:36.0,C. Lee makes 2-pt jump shot from 22 ft (assist by N. Vonleh),,35,38
111,2,10:20.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Butler),35,40
112,2,10:11.0,N. Vonleh misses 3-pt jump shot from 27 ft,,35,40
113,2,10:07.0,,Defensive rebound by J. Butler,35,40
114,2,10:04.0,,Shooting foul by C. Lee (drawn by J. Butler),35,40
115,2,10:04.0,,J. Butler makes free throw 1 of 2,35,41
116,2,10:04.0,,J. Butler makes free throw 2 of 2,35,42
117,2,9:51.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,35,42
118,2,9:48.0,,Defensive rebound by T. McConnell,35,42
119,2,9:37.0,,J. Embiid makes 2-pt hook shot from 2 ft (assist by T. McConnell),35,44
120,2,9:25.0,D. Dotson misses 3-pt jump shot from 27 ft,,35,44
121,2,9:23.0,,Defensive rebound by J. Embiid,35,44
122,2,9:13.0,,W. Chandler misses 3-pt jump shot from 26 ft,35,44
123,2,9:09.0,Defensive rebound by N. Vonleh,,35,44
124,2,9:03.0,C. Lee makes 2-pt jump shot from 19 ft (assist by N. Vonleh),,37,44
125,2,8:46.0,,J. Redick makes 2-pt jump shot from 20 ft,37,46
126,2,8:29.0,Personal foul by J. Butler (drawn by F. Ntilikina),,37,46
127,2,8:29.0,T. Hardaway enters the game for C. Lee,,37,46
128,2,8:29.0,E. Freedom enters the game for N. Vonleh,,37,46
129,2,8:29.0,,M. Muscala enters the game for J. Embiid,37,46
130,2,8:29.0,,L. Shamet enters the game for T. McConnell,37,46
131,2,8:29.0,,B. Simmons enters the game for J. Redick,37,46
132,2,8:23.0,T. Hardaway misses 2-pt jump shot from 18 ft,,37,46
133,2,8:19.0,,Defensive rebound by W. Chandler,37,46
134,2,8:11.0,,Turnover by M. Muscala (bad pass),37,46
135,2,7:57.0,D. Dotson makes 2-pt jump shot from 21 ft (assist by T. Hardaway),,39,46
136,2,7:47.0,,Shooting foul by F. Ntilikina (drawn by J. Butler),39,46
137,2,7:47.0,,J. Butler makes free throw 1 of 2,39,47
138,2,7:47.0,,J. Butler misses free throw 2 of 2,39,47
139,2,7:44.0,Defensive rebound by L. Thomas,,39,47
140,2,7:24.0,Shooting foul by M. Muscala (drawn by E. Freedom),,39,47
141,2,7:24.0,E. Freedom makes free throw 1 of 2,,40,47
142,2,7:24.0,E. Freedom makes free throw 2 of 2,,41,47
143,2,7:13.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by M. Muscala),41,50
144,2,6:57.0,F. Ntilikina misses 2-pt jump shot from 7 ft,,41,50
145,2,6:54.0,,Defensive rebound by B. Simmons,41,50
146,2,6:42.0,,L. Shamet misses 3-pt jump shot from 26 ft,41,50
147,2,6:39.0,Defensive rebound by E. Freedom,,41,50
148,2,6:33.0,T. Hardaway misses 2-pt jump shot from 20 ft,,41,50
149,2,6:30.0,,Defensive rebound by B. Simmons,41,50
150,2,6:26.0,,Personal foul by L. Thomas (drawn by J. Butler),41,50
151,2,6:26.0,,Philadelphia full timeout,41,50
152,2,6:26.0,K. Knox enters the game for D. Dotson,,41,50
153,2,6:26.0,E. Mudiay enters the game for F. Ntilikina,,41,50
154,2,6:26.0,N. Vonleh enters the game for L. Thomas,,41,50
155,2,6:15.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),41,52
156,2,5:57.0,Turnover by T. Hardaway (lost ball; steal by B. Simmons),,41,52
157,2,5:52.0,,L. Shamet makes 3-pt jump shot from 26 ft,41,55
158,2,5:46.0,New York full timeout,,41,55
159,2,5:32.0,K. Knox makes 2-pt jump shot from 6 ft,,43,55
160,2,5:14.0,,M. Muscala misses 3-pt jump shot from 26 ft,43,55
161,2,5:10.0,Defensive rebound by N. Vonleh,,43,55
162,2,5:03.0,T. Hardaway makes 2-pt jump shot from 3 ft,,45,55
163,2,4:51.0,,Turnover by B. Simmons (out of bounds lost ball),45,55
164,2,4:44.0,Shooting foul by W. Chandler (drawn by E. Mudiay),,45,55
165,2,4:44.0,E. Mudiay makes free throw 1 of 2,,46,55
166,2,4:44.0,E. Mudiay makes free throw 2 of 2,,47,55
167,2,4:32.0,,J. Butler makes 2-pt layup from 2 ft,47,57
168,2,4:21.0,E. Mudiay misses 2-pt jump shot from 20 ft,,47,57
169,2,4:18.0,,Defensive rebound by W. Chandler,47,57
170,2,4:06.0,,L. Shamet misses 3-pt jump shot from 26 ft,47,57
171,2,4:02.0,,Offensive rebound by B. Simmons,47,57
172,2,3:57.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by B. Simmons),47,60
173,2,3:41.0,K. Knox misses 2-pt jump shot from 20 ft,,47,60
174,2,3:39.0,,Defensive rebound by L. Shamet,47,60
175,2,3:35.0,,B. Simmons makes 2-pt layup from 3 ft,47,62
176,2,3:15.0,E. Mudiay makes 2-pt layup from 4 ft (assist by T. Hardaway),,49,62
177,2,3:04.0,,Turnover by B. Simmons (lost ball; steal by T. Hardaway),49,62
178,2,3:02.0,Shooting foul by J. Butler (drawn by T. Hardaway),,49,62
179,2,3:02.0,T. Hardaway makes free throw 1 of 2,,50,62
180,2,3:02.0,,J. Embiid enters the game for J. Butler,50,62
181,2,3:02.0,,F. Korkmaz enters the game for W. Chandler,50,62
182,2,3:02.0,,J. Redick enters the game for L. Shamet,50,62
183,2,3:02.0,T. Hardaway makes free throw 2 of 2,,51,62
184,2,2:55.0,,Personal foul by E. Freedom (drawn by J. Embiid),51,62
185,2,2:55.0,,J. Embiid makes free throw 1 of 2,51,63
186,2,2:55.0,,J. Embiid makes free throw 2 of 2,51,64
187,2,2:42.0,K. Knox misses 2-pt dunk from 2 ft,,51,64
188,2,2:39.0,,Defensive rebound by J. Embiid,51,64
189,2,2:25.0,,J. Embiid misses 2-pt jump shot from 13 ft,51,64
190,2,2:23.0,,Offensive rebound by B. Simmons,51,64
191,2,2:20.0,,B. Simmons misses 2-pt layup at rim,51,64
192,2,2:19.0,Defensive rebound by T. Hardaway,,51,64
193,2,2:17.0,T. Hardaway makes 2-pt layup from 3 ft,,53,64
194,2,2:17.0,Shooting foul by F. Korkmaz (drawn by T. Hardaway),,53,64
195,2,2:17.0,T. Hardaway makes free throw 1 of 1,,54,64
196,2,2:02.0,,J. Redick misses 2-pt jump shot from 18 ft,54,64
197,2,2:00.0,Defensive rebound by E. Mudiay,,54,64
198,2,1:56.0,E. Mudiay misses 2-pt layup from 2 ft (block by M. Muscala),,54,64
199,2,1:52.0,,Defensive rebound by J. Embiid,54,64
200,2,1:49.0,,J. Redick misses 3-pt jump shot from 26 ft,54,64
201,2,1:49.0,,Offensive rebound by J. Embiid,54,64
202,2,1:40.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Redick),54,66
203,2,1:20.0,T. Hardaway makes 3-pt jump shot from 27 ft,,57,66
204,2,1:02.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Redick),57,69
205,2,0:52.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by T. Hardaway),,59,69
206,2,0:33.0,,J. Redick misses 2-pt jump shot from 16 ft,59,69
207,2,0:29.0,Defensive rebound by E. Mudiay,,59,69
208,2,0:26.0,K. Knox makes 2-pt dunk from 1 ft (assist by T. Hardaway),,61,69
209,2,0:06.0,,J. Redick misses 2-pt layup from 1 ft,61,69
210,2,0:04.0,Defensive rebound by T. Hardaway,,61,69
211,2,0:00.0,T. Hardaway misses 3-pt jump shot from 29 ft,,61,69
212,2,0:00.0,Offensive rebound by Team,,61,69
213,3,11:44.0,,B. Simmons misses 2-pt hook shot from 8 ft,61,69
214,3,11:42.0,Defensive rebound by E. Freedom,,61,69
215,3,11:24.0,Def 3 sec tech foul by Team,,61,69
216,3,11:24.0,T. Hardaway makes technical free throw,,62,69
217,3,11:12.0,K. Knox misses 2-pt jump shot from 13 ft,,62,69
218,3,11:09.0,,Defensive rebound by B. Simmons,62,69
219,3,11:04.0,,Shooting foul by N. Vonleh (drawn by B. Simmons),62,69
220,3,11:04.0,,B. Simmons makes free throw 1 of 2,62,70
221,3,11:04.0,,B. Simmons misses free throw 2 of 2,62,70
222,3,11:02.0,Defensive rebound by E. Mudiay,,62,70
223,3,10:59.0,T. Hardaway misses 3-pt jump shot from 24 ft,,62,70
224,3,10:56.0,Offensive rebound by K. Knox,,62,70
225,3,10:48.0,T. Hardaway misses 2-pt layup from 5 ft (block by J. Embiid),,62,70
226,3,10:45.0,,Defensive rebound by J. Butler,62,70
227,3,10:42.0,,B. Simmons makes 2-pt dunk at rim,62,72
228,3,10:29.0,E. Freedom makes 2-pt layup from 2 ft (assist by E. Mudiay),,64,72
229,3,10:20.0,,Shooting foul by E. Mudiay (drawn by J. Butler),64,72
230,3,10:20.0,,J. Butler makes free throw 1 of 2,64,73
231,3,10:20.0,,J. Butler makes free throw 2 of 2,64,74
232,3,10:14.0,Shooting foul by J. Butler (drawn by T. Hardaway),,64,74
233,3,10:14.0,T. Hardaway makes free throw 1 of 2,,65,74
234,3,10:14.0,T. Hardaway makes free throw 2 of 2,,66,74
235,3,10:04.0,,J. Embiid misses 2-pt jump shot from 16 ft,66,74
236,3,10:01.0,Defensive rebound by K. Knox,,66,74
237,3,9:51.0,E. Freedom misses 2-pt layup from 3 ft,,66,74
238,3,9:49.0,,Defensive rebound by W. Chandler,66,74
239,3,9:48.0,,J. Redick makes 2-pt jump shot from 12 ft,66,76
240,3,9:27.0,K. Knox misses 2-pt jump shot from 18 ft,,66,76
241,3,9:27.0,,Defensive rebound by J. Redick,66,76
242,3,9:20.0,,Turnover by B. Simmons (out of bounds lost ball),66,76
243,3,9:08.0,T. Hardaway misses 2-pt jump shot from 17 ft,,66,76
244,3,9:08.0,,Defensive rebound by W. Chandler,66,76
245,3,8:48.0,,J. Embiid misses 2-pt jump shot from 11 ft,66,76
246,3,8:47.0,,Offensive rebound by B. Simmons,66,76
247,3,8:39.0,,B. Simmons misses 2-pt jump shot from 5 ft,66,76
248,3,8:37.0,,Offensive rebound by W. Chandler,66,76
249,3,8:37.0,,W. Chandler misses 2-pt layup from 4 ft,66,76
250,3,8:35.0,,Offensive rebound by J. Butler,66,76
251,3,8:34.0,,B. Simmons misses 2-pt layup from 1 ft,66,76
252,3,8:34.0,Defensive rebound by Team,,66,76
253,3,8:15.0,E. Freedom makes 2-pt hook shot from 5 ft,,68,76
254,3,8:15.0,Shooting foul by J. Embiid (drawn by E. Freedom),,68,76
255,3,8:15.0,,Technical foul by B. Simmons,68,76
256,3,8:15.0,T. Hardaway makes technical free throw,,69,76
257,3,8:15.0,,L. Shamet enters the game for J. Redick,69,76
258,3,8:15.0,E. Freedom makes free throw 1 of 1,,70,76
259,3,8:01.0,,J. Embiid misses 2-pt hook shot from 7 ft (block by N. Vonleh),70,76
260,3,7:57.0,Defensive rebound by E. Freedom,,70,76
261,3,7:55.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,73,76
262,3,7:53.0,,Philadelphia full timeout,73,76
263,3,7:41.0,,Shooting foul by T. Hardaway (drawn by J. Butler),73,76
264,3,7:41.0,,J. Butler misses free throw 1 of 2,73,76
265,3,7:41.0,,Offensive rebound by Team,73,76
266,3,7:41.0,,J. Butler makes free throw 2 of 2,73,77
267,3,7:30.0,T. Hardaway misses 2-pt layup from 2 ft,,73,77
268,3,7:27.0,,Defensive rebound by J. Embiid,73,77
269,3,7:21.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),73,79
270,3,7:03.0,E. Mudiay misses 3-pt jump shot from 25 ft,,73,79
271,3,7:01.0,,Defensive rebound by J. Embiid,73,79
272,3,6:51.0,,B. Simmons makes 2-pt dunk at rim (assist by L. Shamet),73,81
273,3,6:23.0,N. Vonleh misses 2-pt hook shot from 6 ft,,73,81
274,3,6:20.0,,Defensive rebound by B. Simmons,73,81
275,3,6:15.0,,Shooting foul by E. Freedom (drawn by B. Simmons),73,81
276,3,6:15.0,,B. Simmons makes free throw 1 of 2,73,82
277,3,6:15.0,,T. McConnell enters the game for W. Chandler,73,82
278,3,6:15.0,,M. Muscala enters the game for J. Embiid,73,82
279,3,6:15.0,,B. Simmons makes free throw 2 of 2,73,83
280,3,6:09.0,Turnover by E. Mudiay (lost ball; steal by T. McConnell),,73,83
281,3,6:02.0,,M. Muscala misses 3-pt jump shot from 26 ft,73,83
282,3,6:01.0,Defensive rebound by N. Vonleh,,73,83
283,3,6:01.0,New York full timeout,,73,83
284,3,5:54.0,K. Knox makes 2-pt hook shot from 8 ft,,75,83
285,3,5:41.0,,J. Butler misses 2-pt jump shot from 16 ft,75,83
286,3,5:39.0,Defensive rebound by E. Freedom,,75,83
287,3,5:34.0,Turnover by T. Hardaway (lost ball; steal by J. Butler),,75,83
288,3,5:23.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Butler),75,86
289,3,5:01.0,K. Knox makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,78,86
290,3,4:46.0,,M. Muscala misses 3-pt jump shot from 26 ft,78,86
291,3,4:43.0,Defensive rebound by T. Hardaway,,78,86
292,3,4:32.0,E. Freedom misses 2-pt layup from 5 ft,,78,86
293,3,4:30.0,,Defensive rebound by B. Simmons,78,86
294,3,4:27.0,,Shooting foul by T. Hardaway (drawn by J. Butler),78,86
295,3,4:27.0,,J. Butler makes free throw 1 of 2,78,87
296,3,4:27.0,D. Dotson enters the game for T. Hardaway,,78,87
297,3,4:27.0,L. Thomas enters the game for E. Freedom,,78,87
298,3,4:27.0,,J. Butler makes free throw 2 of 2,78,88
299,3,4:11.0,N. Vonleh misses 2-pt jump shot from 8 ft,,78,88
300,3,4:08.0,Offensive rebound by N. Vonleh,,78,88
301,3,4:07.0,N. Vonleh makes 2-pt layup from 4 ft,,80,88
302,3,3:50.0,,T. McConnell makes 3-pt jump shot from 23 ft (assist by M. Muscala),80,91
303,3,3:26.0,E. Mudiay misses 2-pt layup from 2 ft,,80,91
304,3,3:24.0,,Defensive rebound by T. McConnell,80,91
305,3,3:14.0,,T. McConnell misses 2-pt jump shot from 6 ft (block by N. Vonleh),80,91
306,3,3:14.0,,Offensive rebound by Team,80,91
307,3,3:14.0,L. Kornet enters the game for E. Mudiay,,80,91
308,3,3:14.0,F. Ntilikina enters the game for N. Vonleh,,80,91
309,3,3:14.0,,W. Chandler enters the game for J. Butler,80,91
310,3,3:14.0,,J. Embiid enters the game for M. Muscala,80,91
311,3,3:14.0,,F. Korkmaz enters the game for L. Shamet,80,91
312,3,3:14.0,,J. Redick enters the game for B. Simmons,80,91
313,3,3:04.0,,J. Embiid makes 2-pt layup from 1 ft,80,93
314,3,2:52.0,D. Dotson makes 2-pt jump shot from 12 ft (assist by L. Kornet),,82,93
315,3,2:26.0,,J. Embiid misses 2-pt jump shot from 18 ft,82,93
316,3,2:21.0,Defensive rebound by F. Ntilikina,,82,93
317,3,2:21.0,Shooting foul by W. Chandler (drawn by F. Ntilikina),,82,93
318,3,2:21.0,F. Ntilikina misses free throw 1 of 2,,82,93
319,3,2:21.0,Offensive rebound by Team,,82,93
320,3,2:21.0,F. Ntilikina makes free throw 2 of 2,,83,93
321,3,2:04.0,,F. Korkmaz makes 2-pt jump shot from 7 ft (assist by J. Embiid),83,95
322,3,1:43.0,L. Kornet misses 3-pt jump shot from 28 ft,,83,95
323,3,1:40.0,,Defensive rebound by F. Korkmaz,83,95
324,3,1:32.0,,T. McConnell makes 2-pt jump shot from 3 ft,83,97
325,3,1:32.0,C. Lee enters the game for K. Knox,,83,97
326,3,1:14.0,F. Ntilikina misses 2-pt jump shot from 15 ft,,83,97
327,3,1:10.0,,Defensive rebound by J. Embiid,83,97
328,3,1:02.0,,Turnover by J. Embiid (bad pass),83,97
329,3,0:50.0,L. Thomas makes 2-pt jump shot from 8 ft (assist by F. Ntilikina),,85,97
330,3,0:27.0,,J. Embiid makes 2-pt hook shot from 6 ft,85,99
331,3,0:09.0,Personal foul by W. Chandler (drawn by L. Kornet),,85,99
332,3,0:01.0,D. Dotson misses 3-pt jump shot from 28 ft,,85,99
333,3,0:01.0,Offensive rebound by Team,,85,99
334,4,11:50.0,Personal foul by J. Embiid (drawn by L. Kornet),,85,99
335,4,11:39.0,F. Ntilikina misses 2-pt jump shot from 13 ft,,85,99
336,4,11:36.0,,Defensive rebound by J. Embiid,85,99
337,4,11:18.0,,J. Embiid misses 2-pt layup from 1 ft,85,99
338,4,11:18.0,,Offensive rebound by J. Embiid,85,99
339,4,11:18.0,,Shooting foul by L. Thomas (drawn by J. Embiid),85,99
340,4,11:18.0,,J. Embiid makes free throw 1 of 2,85,100
341,4,11:18.0,,J. Embiid makes free throw 2 of 2,85,101
342,4,11:05.0,L. Thomas misses 3-pt jump shot from 26 ft,,85,101
343,4,11:03.0,,Defensive rebound by Team,85,101
344,4,10:48.0,,J. Redick misses 3-pt jump shot from 24 ft,85,101
345,4,10:46.0,Defensive rebound by Team,,85,101
346,4,10:25.0,D. Dotson makes 3-pt jump shot from 26 ft (assist by L. Kornet),,88,101
347,4,10:12.0,,Offensive foul by J. Embiid (drawn by D. Dotson),88,101
348,4,10:12.0,,Turnover by J. Embiid (offensive foul),88,101
349,4,10:12.0,,W. Chandler enters the game for J. Embiid,88,101
350,4,10:01.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,88,101
351,4,9:57.0,,Defensive rebound by M. Muscala,88,101
352,4,9:50.0,,T. McConnell makes 2-pt jump shot from 5 ft,88,103
353,4,9:30.0,Shooting foul by F. Korkmaz (drawn by L. Thomas),,88,103
354,4,9:30.0,L. Thomas makes free throw 1 of 2,,89,103
355,4,9:30.0,E. Mudiay enters the game for L. Kornet,,89,103
356,4,9:30.0,N. Vonleh enters the game for F. Ntilikina,,89,103
357,4,9:30.0,L. Thomas misses free throw 2 of 2,,89,103
358,4,9:28.0,,Defensive rebound by F. Korkmaz,89,103
359,4,9:19.0,,Shooting foul by D. Dotson (drawn by J. Redick),89,103
360,4,9:19.0,,J. Redick makes free throw 1 of 3,89,104
361,4,9:19.0,,J. Redick makes free throw 2 of 3,89,105
362,4,9:19.0,,J. Redick makes free throw 3 of 3,89,106
363,4,9:06.0,Offensive foul by N. Vonleh (drawn by M. Muscala),,89,106
364,4,9:06.0,Turnover by N. Vonleh (offensive foul),,89,106
365,4,8:51.0,,J. Redick misses 2-pt jump shot from 21 ft,89,106
366,4,8:48.0,Defensive rebound by D. Dotson,,89,106
367,4,8:41.0,Personal foul by W. Chandler (drawn by N. Vonleh),,89,106
368,4,8:32.0,Turnover by D. Dotson (bad pass; steal by T. McConnell),,89,106
369,4,8:25.0,,Philadelphia full timeout,89,106
370,4,8:25.0,E. Freedom enters the game for L. Thomas,,89,106
371,4,8:25.0,,J. Butler enters the game for F. Korkmaz,89,106
372,4,8:25.0,,L. Shamet enters the game for T. McConnell,89,106
373,4,8:25.0,,B. Simmons enters the game for J. Redick,89,106
374,4,8:13.0,,L. Shamet makes 2-pt jump shot from 19 ft (assist by B. Simmons),89,108
375,4,7:54.0,D. Dotson misses 3-pt jump shot from 26 ft,,89,108
376,4,7:52.0,,Defensive rebound by B. Simmons,89,108
377,4,7:47.0,,M. Muscala misses 3-pt jump shot from 26 ft,89,108
378,4,7:44.0,Defensive rebound by E. Freedom,,89,108
379,4,7:26.0,E. Mudiay misses 3-pt jump shot from 26 ft,,89,108
380,4,7:19.0,Offensive rebound by N. Vonleh,,89,108
