,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
83,1,1:54.0,,J. Simmons enters the game for N. Vučević,23,23
84,1,1:38.0,,M. Bamba makes 2-pt hook shot from 5 ft (assist by T. Ross),23,25
85,1,1:27.0,Personal foul by M. Bamba (drawn by D. Howard),,23,25
86,1,1:22.0,Turnover by T. Satoranský (bad pass; steal by J. Simmons),,23,25
87,1,1:17.0,,J. Simmons makes 2-pt dunk from 2 ft,23,27
88,1,0:57.0,D. Howard makes 2-pt hook shot from 3 ft,,25,27
89,1,0:46.0,,M. Bamba makes 2-pt jump shot from 20 ft (assist by J. Grant),25,29
90,1,0:46.0,Turnover by A. Rivers (inbound),,25,29
91,1,0:43.0,,Turnover by J. Martin (bad pass),25,29
92,1,0:26.0,Turnover by D. Howard (lost ball; steal by T. Ross),,25,29
93,1,0:05.0,,J. Grant makes 3-pt jump shot from 26 ft,25,32
94,1,0:00.0,T. Satoranský misses 3-pt jump shot from 27 ft,,25,32
95,1,0:00.0,Offensive rebound by Team,,25,32
96,2,11:46.0,,T. Ross makes 2-pt jump shot from 17 ft,25,34
97,2,11:25.0,K. Oubre misses 3-pt jump shot from 25 ft,,25,34
98,2,11:21.0,,Defensive rebound by J. Grant,25,34
99,2,11:18.0,,Personal foul by K. Oubre (drawn by J. Martin),25,34
100,2,11:07.0,,J. Martin misses 2-pt jump shot from 20 ft,25,34
101,2,11:03.0,Defensive rebound by J. Green,,25,34
102,2,10:56.0,Personal foul by J. Simmons (drawn by J. Green),,25,34
103,2,10:51.0,Turnover by M. Morris (bad pass; steal by J. Grant),,25,34
104,2,10:47.0,,J. Grant makes 2-pt dunk from 1 ft,25,36
105,2,10:34.0,J. Green makes 2-pt dunk from 1 ft (assist by A. Rivers),,27,36
106,2,10:12.0,,Shooting foul by A. Rivers (drawn by J. Simmons),27,36
107,2,10:12.0,,J. Simmons makes free throw 1 of 2,27,37
108,2,10:12.0,,J. Simmons makes free throw 2 of 2,27,38
109,2,10:00.0,Turnover by M. Morris (lost ball; steal by T. Ross),,27,38
110,2,9:57.0,,Turnover by T. Ross (bad pass),27,38
111,2,9:44.0,K. Oubre makes 2-pt jump shot from 10 ft (assist by M. Morris),,29,38
112,2,9:31.0,,M. Bamba makes 3-pt jump shot from 27 ft (assist by J. Grant),29,41
113,2,9:17.0,Shooting foul by J. Martin (drawn by J. Green),,29,41
114,2,9:17.0,J. Green makes free throw 1 of 2,,30,41
115,2,9:17.0,B. Beal enters the game for T. Satoranský,,30,41
116,2,9:17.0,J. Green makes free throw 2 of 2,,31,41
117,2,9:05.0,,T. Ross misses 3-pt jump shot from 26 ft,31,41
118,2,9:01.0,Defensive rebound by J. Green,,31,41
119,2,8:52.0,M. Morris misses 2-pt jump shot from 12 ft,,31,41
120,2,8:48.0,,Defensive rebound by J. Simmons,31,41
121,2,8:37.0,,M. Bamba makes 2-pt jump shot from 15 ft (assist by T. Ross),31,43
122,2,8:14.0,Turnover by A. Rivers (bad pass),,31,43
123,2,8:14.0,O. Porter enters the game for J. Green,,31,43
124,2,8:14.0,J. Wall enters the game for A. Rivers,,31,43
125,2,8:14.0,,A. Gordon enters the game for J. Martin,31,43
126,2,8:01.0,,J. Simmons makes 2-pt layup from 2 ft,31,45
127,2,7:48.0,B. Beal misses 3-pt jump shot from 26 ft,,31,45
128,2,7:44.0,,Defensive rebound by A. Gordon,31,45
129,2,7:24.0,,J. Simmons misses 2-pt jump shot from 19 ft,31,45
130,2,7:21.0,Defensive rebound by M. Morris,,31,45
131,2,7:17.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by B. Beal),,34,45
132,2,7:03.0,,J. Grant makes 3-pt jump shot from 27 ft,34,48
133,2,6:45.0,M. Morris misses 2-pt jump shot from 3 ft,,34,48
134,2,6:45.0,Offensive rebound by Team,,34,48
135,2,6:45.0,,Loose ball foul by J. Simmons (drawn by M. Morris),34,48
136,2,6:45.0,,Orlando full timeout,34,48
137,2,6:45.0,,E. Fournier enters the game for M. Bamba,34,48
138,2,6:45.0,,N. Vučević enters the game for T. Ross,34,48
139,2,6:41.0,B. Beal makes 2-pt jump shot from 20 ft (assist by J. Wall),,36,48
140,2,6:17.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),36,51
141,2,5:53.0,K. Oubre misses 3-pt jump shot from 25 ft,,36,51
142,2,5:51.0,,Defensive rebound by A. Gordon,36,51
143,2,5:39.0,,Turnover by J. Grant (bad pass; steal by O. Porter),36,51
144,2,5:30.0,J. Wall misses 3-pt jump shot from 26 ft,,36,51
145,2,5:30.0,,Defensive rebound by Team,36,51
146,2,5:30.0,D. Howard enters the game for K. Oubre,,36,51
147,2,5:30.0,,D. Augustin enters the game for J. Grant,36,51
148,2,5:11.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),36,53
149,2,5:10.0,Washington full timeout,,36,53
150,2,4:59.0,Turnover by B. Beal (bad pass),,36,53
151,2,4:49.0,,Personal foul by D. Howard (drawn by N. Vučević),36,53
152,2,4:41.0,,Turnover by E. Fournier (lost ball; steal by J. Wall),36,53
153,2,4:30.0,Turnover by J. Wall (bad pass; steal by N. Vučević),,36,53
154,2,4:28.0,,Shooting foul by O. Porter (drawn by A. Gordon),36,53
155,2,4:28.0,,A. Gordon misses free throw 1 of 2,36,53
156,2,4:28.0,,Offensive rebound by Team,36,53
157,2,4:28.0,,A. Gordon makes free throw 2 of 2,36,54
158,2,4:20.0,B. Beal misses 2-pt layup from 6 ft (block by E. Fournier),,36,54
159,2,4:17.0,,Defensive rebound by A. Gordon,36,54
160,2,4:15.0,,E. Fournier misses 3-pt jump shot from 25 ft,36,54
161,2,4:12.0,Defensive rebound by D. Howard,,36,54
162,2,3:58.0,M. Morris makes 2-pt jump shot from 8 ft,,38,54
163,2,3:41.0,,D. Augustin misses 3-pt jump shot from 25 ft,38,54
164,2,3:39.0,Defensive rebound by M. Morris,,38,54
165,2,3:33.0,O. Porter makes 2-pt jump shot from 16 ft (assist by J. Wall),,40,54
166,2,3:12.0,,E. Fournier misses 2-pt jump shot from 13 ft,40,54
167,2,3:10.0,Defensive rebound by D. Howard,,40,54
168,2,3:05.0,Personal foul by E. Fournier (drawn by D. Howard),,40,54
169,2,3:05.0,,T. Ross enters the game for J. Simmons,40,54
170,2,2:56.0,M. Morris misses 3-pt jump shot from 23 ft,,40,54
171,2,2:53.0,,Defensive rebound by N. Vučević,40,54
172,2,2:42.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),40,56
173,2,2:29.0,D. Howard makes 2-pt layup from 2 ft (assist by J. Wall),,42,56
174,2,2:07.0,,D. Augustin misses 3-pt jump shot from 24 ft,42,56
175,2,2:04.0,Defensive rebound by B. Beal,,42,56
176,2,1:57.0,J. Wall makes 2-pt layup from 3 ft,,44,56
177,2,1:42.0,,Turnover by N. Vučević (bad pass),44,56
178,2,1:28.0,B. Beal misses 2-pt layup from 3 ft,,44,56
179,2,1:27.0,Offensive rebound by B. Beal,,44,56
180,2,1:26.0,Shooting foul by E. Fournier (drawn by B. Beal),,44,56
181,2,1:26.0,B. Beal misses free throw 1 of 2,,44,56
182,2,1:26.0,Offensive rebound by Team,,44,56
183,2,1:26.0,,J. Simmons enters the game for E. Fournier,44,56
184,2,1:26.0,B. Beal makes free throw 2 of 2,,45,56
185,2,1:14.0,,T. Ross misses 2-pt jump shot from 15 ft,45,56
186,2,1:14.0,,Offensive rebound by N. Vučević,45,56
187,2,1:07.0,,N. Vučević makes 2-pt layup at rim,45,58
188,2,0:58.0,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),,48,58
189,2,0:45.0,,N. Vučević misses 2-pt hook shot from 9 ft,48,58
190,2,0:42.0,Defensive rebound by O. Porter,,48,58
191,2,0:37.0,Turnover by O. Porter (step out of bounds),,48,58
192,2,0:33.0,,Personal foul by D. Howard (drawn by D. Augustin),48,58
193,2,0:33.0,,D. Augustin makes free throw 1 of 2,48,59
194,2,0:33.0,,D. Augustin makes free throw 2 of 2,48,60
195,2,0:14.0,Turnover by J. Wall (bad pass),,48,60
196,2,0:14.0,K. Oubre enters the game for D. Howard,,48,60
197,2,0:03.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by D. Augustin),48,63
198,2,0:00.0,O. Porter misses 3-pt jump shot from 24 ft,,48,63
199,2,0:00.0,Offensive rebound by Team,,48,63
200,3,11:47.0,,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),48,65
201,3,11:30.0,O. Porter makes 3-pt jump shot from 23 ft (assist by B. Beal),,51,65
202,3,11:12.0,,N. Vučević misses 2-pt jump shot from 21 ft,51,65
203,3,11:10.0,Defensive rebound by M. Morris,,51,65
204,3,11:03.0,D. Howard makes 2-pt hook shot from 3 ft (assist by J. Wall),,53,65
205,3,10:51.0,,N. Vučević misses 3-pt jump shot from 25 ft,53,65
206,3,10:44.0,Defensive rebound by O. Porter,,53,65
207,3,10:41.0,J. Wall misses 2-pt layup from 3 ft,,53,65
208,3,10:41.0,,Defensive rebound by N. Vučević,53,65
209,3,10:32.0,,E. Fournier makes 2-pt layup from 3 ft (assist by W. Iwundu),53,67
210,3,10:16.0,M. Morris misses 2-pt jump shot from 10 ft,,53,67
211,3,10:14.0,,Defensive rebound by N. Vučević,53,67
212,3,9:51.0,,Turnover by D. Augustin (bad pass; steal by O. Porter),53,67
213,3,9:36.0,Turnover by D. Howard (lost ball; steal by E. Fournier),,53,67
214,3,9:33.0,,Shooting foul by M. Morris (drawn by W. Iwundu),53,67
215,3,9:33.0,,W. Iwundu makes free throw 1 of 2,53,68
216,3,9:33.0,,W. Iwundu makes free throw 2 of 2,53,69
217,3,9:26.0,Personal foul by W. Iwundu (drawn by O. Porter),,53,69
218,3,9:18.0,B. Beal misses 3-pt jump shot from 25 ft,,53,69
219,3,9:14.0,,Defensive rebound by N. Vučević,53,69
220,3,8:53.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by N. Vučević),53,72
221,3,8:35.0,D. Howard misses 2-pt hook shot from 7 ft,,53,72
222,3,8:34.0,Offensive rebound by M. Morris,,53,72
223,3,8:31.0,B. Beal makes 3-pt jump shot from 23 ft (assist by M. Morris),,56,72
224,3,8:19.0,,Personal foul by B. Beal (drawn by E. Fournier),56,72
225,3,8:10.0,,E. Fournier misses 2-pt jump shot from 15 ft,56,72
226,3,8:07.0,Defensive rebound by O. Porter,,56,72
227,3,7:55.0,Turnover by M. Morris (3 sec),,56,72
228,3,7:45.0,,Turnover by D. Augustin (lost ball; steal by B. Beal),56,72
229,3,7:43.0,Shooting foul by W. Iwundu (drawn by B. Beal),,56,72
230,3,7:43.0,B. Beal makes free throw 1 of 2,,57,72
231,3,7:43.0,B. Beal makes free throw 2 of 2,,58,72
232,3,7:30.0,,A. Gordon makes 2-pt jump shot from 17 ft,58,74
233,3,7:06.0,Turnover by D. Howard (bad pass),,58,74
234,3,6:57.0,,Personal foul by M. Morris (drawn by N. Vučević),58,74
235,3,6:57.0,,Orlando full timeout,58,74
236,3,6:42.0,,N. Vučević makes 2-pt hook shot from 7 ft,58,76
237,3,6:27.0,B. Beal makes 2-pt dunk from 1 ft (assist by J. Wall),,60,76
238,3,6:05.0,,A. Gordon misses 2-pt jump shot from 16 ft,60,76
239,3,6:02.0,Defensive rebound by B. Beal,,60,76
240,3,5:42.0,O. Porter misses 2-pt layup from 2 ft,,60,76
241,3,5:39.0,,Defensive rebound by N. Vučević,60,76
242,3,5:35.0,,E. Fournier misses 3-pt jump shot from 25 ft,60,76
243,3,5:33.0,,Offensive rebound by Team,60,76
244,3,5:33.0,,Turnover by (5 sec),60,76
245,3,5:14.0,B. Beal misses 2-pt jump shot from 22 ft,,60,76
246,3,5:10.0,,Defensive rebound by D. Augustin,60,76
247,3,4:53.0,,W. Iwundu misses 3-pt jump shot from 25 ft,60,76
248,3,4:49.0,,Offensive rebound by N. Vučević,60,76
249,3,4:49.0,,N. Vučević misses 2-pt layup from 1 ft,60,76
250,3,4:49.0,,Offensive rebound by N. Vučević,60,76
251,3,4:47.0,,N. Vučević makes 2-pt layup from 1 ft,60,78
252,3,4:33.0,Personal foul by N. Vučević (drawn by D. Howard),,60,78
253,3,4:33.0,K. Oubre enters the game for M. Morris,,60,78
254,3,4:33.0,,J. Grant enters the game for D. Augustin,60,78
255,3,4:33.0,,T. Ross enters the game for W. Iwundu,60,78
256,3,4:20.0,Turnover by B. Beal (bad pass; steal by E. Fournier),,60,78
257,3,4:17.0,,Personal foul by B. Beal (drawn by A. Gordon),60,78
258,3,4:14.0,,E. Fournier makes 3-pt jump shot from 28 ft (assist by A. Gordon),60,81
259,3,4:12.0,Washington full timeout,,60,81
260,3,4:12.0,A. Rivers enters the game for O. Porter,,60,81
261,3,3:54.0,J. Wall misses 2-pt jump shot from 16 ft,,60,81
262,3,3:48.0,,Defensive rebound by E. Fournier,60,81
263,3,3:38.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by T. Ross),60,83
264,3,3:21.0,B. Beal misses 2-pt jump shot from 15 ft,,60,83
265,3,3:16.0,,Defensive rebound by N. Vučević,60,83
266,3,3:11.0,,Personal foul by K. Oubre (drawn by A. Gordon),60,83
267,3,3:11.0,,A. Gordon makes free throw 1 of 2,60,84
268,3,3:11.0,J. Green enters the game for D. Howard,,60,84
269,3,3:11.0,,M. Bamba enters the game for N. Vučević,60,84
270,3,3:11.0,,A. Gordon makes free throw 2 of 2,60,85
271,3,3:02.0,K. Oubre misses 2-pt layup from 3 ft (block by M. Bamba),,60,85
272,3,2:53.0,Offensive rebound by J. Green,,60,85
273,3,2:53.0,J. Green makes 2-pt layup at rim,,62,85
274,3,2:43.0,,Turnover by M. Bamba (3 sec),62,85
275,3,2:43.0,,J. Simmons enters the game for E. Fournier,62,85
276,3,2:36.0,J. Wall makes 2-pt layup from 2 ft,,64,85
277,3,2:20.0,,Turnover by T. Ross (bad pass; steal by K. Oubre),64,85
278,3,2:15.0,Shooting foul by J. Grant (drawn by J. Wall),,64,85
279,3,2:15.0,J. Wall misses free throw 1 of 2,,64,85
280,3,2:15.0,Offensive rebound by Team,,64,85
281,3,2:15.0,J. Wall makes free throw 2 of 2,,65,85
282,3,2:04.0,,J. Simmons misses 2-pt jump shot from 15 ft (block by B. Beal),65,85
283,3,2:03.0,Defensive rebound by J. Wall,,65,85
284,3,1:58.0,K. Oubre makes 2-pt layup from 2 ft (assist by J. Wall),,67,85
285,3,1:58.0,Shooting foul by T. Ross (drawn by K. Oubre),,67,85
286,3,1:58.0,K. Oubre makes free throw 1 of 1,,68,85
287,3,1:37.0,,M. Bamba makes 2-pt jump shot from 17 ft,68,87
288,3,1:26.0,J. Wall makes 2-pt layup from 1 ft,,70,87
289,3,1:09.0,,J. Simmons misses 2-pt jump shot from 10 ft (block by J. Wall),70,87
290,3,1:09.0,Defensive rebound by Team,,70,87
291,3,0:55.0,Personal foul by J. Grant (drawn by J. Green),,70,87
292,3,0:55.0,J. Green makes free throw 1 of 2,,71,87
293,3,0:55.0,J. Green makes free throw 2 of 2,,72,87
294,3,0:36.0,,J. Grant makes 2-pt layup from 4 ft,72,89
295,3,0:32.0,B. Beal misses 3-pt jump shot from 23 ft,,72,89
296,3,0:28.0,,Defensive rebound by T. Ross,72,89
297,3,0:07.0,,J. Simmons misses 3-pt jump shot from 25 ft,72,89
298,3,0:04.0,Defensive rebound by K. Oubre,,72,89
299,3,0:00.0,K. Oubre makes 2-pt layup from 2 ft,,74,89
300,4,11:48.0,J. Green misses 3-pt jump shot from 25 ft,,74,89
301,4,11:45.0,,Defensive rebound by T. Ross,74,89
302,4,11:27.0,,E. Fournier misses 3-pt jump shot from 25 ft,74,89
303,4,11:25.0,Defensive rebound by J. Wall,,74,89
304,4,11:13.0,J. Wall makes 2-pt layup from 2 ft,,76,89
305,4,10:59.0,,Personal foul by J. Wall (drawn by A. Gordon),76,89
306,4,10:50.0,,M. Bamba misses 2-pt hook shot from 5 ft (block by J. Green),76,89
307,4,10:46.0,,Offensive rebound by M. Bamba,76,89
308,4,10:45.0,,M. Bamba makes 2-pt layup from 3 ft,76,91
309,4,10:29.0,Shooting foul by M. Bamba (drawn by K. Oubre),,76,91
310,4,10:29.0,K. Oubre makes free throw 1 of 2,,77,91
311,4,10:29.0,K. Oubre misses free throw 2 of 2,,77,91
312,4,10:27.0,,Defensive rebound by T. Ross,77,91
313,4,10:14.0,,T. Ross makes 2-pt jump shot from 14 ft (assist by M. Bamba),77,93
314,4,9:59.0,J. Green makes 3-pt jump shot from 25 ft (assist by B. Beal),,80,93
315,4,9:49.0,,Turnover by T. Ross (traveling),80,93
316,4,9:40.0,B. Beal misses 2-pt layup from 2 ft (block by J. Grant),,80,93
317,4,9:35.0,,Defensive rebound by E. Fournier,80,93
318,4,9:32.0,,T. Ross misses 3-pt jump shot from 23 ft,80,93
319,4,9:24.0,,Offensive rebound by M. Bamba,80,93
320,4,9:24.0,,M. Bamba makes 2-pt dunk from 1 ft,80,95
321,4,9:12.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by B. Beal),,83,95
322,4,9:12.0,Shooting foul by M. Bamba (drawn by K. Oubre),,83,95
323,4,9:12.0,K. Oubre makes free throw 1 of 1,,84,95
324,4,8:58.0,,T. Ross misses 3-pt jump shot from 25 ft,84,95
325,4,8:57.0,,Offensive rebound by Team,84,95
326,4,8:51.0,,J. Grant makes 2-pt jump shot from 15 ft (assist by M. Bamba),84,97
327,4,8:51.0,,Shooting foul by B. Beal (drawn by J. Grant),84,97
328,4,8:51.0,,J. Grant makes free throw 1 of 1,84,98
329,4,8:41.0,J. Wall misses 2-pt layup from 4 ft (block by M. Bamba),,84,98
330,4,8:37.0,Offensive rebound by K. Oubre,,84,98
331,4,8:31.0,B. Beal makes 2-pt layup from 3 ft,,86,98
332,4,8:13.0,,Shooting foul by J. Wall (drawn by T. Ross),86,98
333,4,8:13.0,,T. Ross misses free throw 1 of 2,86,98
334,4,8:13.0,,Offensive rebound by Team,86,98
335,4,8:13.0,,T. Ross makes free throw 2 of 2,86,99
336,4,8:00.0,B. Beal makes 2-pt jump shot from 20 ft,,88,99
337,4,7:34.0,,E. Fournier misses 3-pt jump shot from 25 ft,88,99
338,4,7:29.0,,Offensive rebound by A. Gordon,88,99
339,4,7:29.0,,A. Gordon misses 2-pt layup from 1 ft,88,99
340,4,7:28.0,Defensive rebound by J. Wall,,88,99
341,4,7:25.0,K. Oubre misses 3-pt jump shot from 23 ft,,88,99
342,4,7:23.0,,Defensive rebound by J. Grant,88,99
343,4,7:16.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by E. Fournier),88,102
344,4,7:14.0,Washington full timeout,,88,102
345,4,7:02.0,A. Rivers makes 2-pt layup from 3 ft (assist by B. Beal),,90,102
346,4,7:02.0,Shooting foul by M. Bamba (drawn by A. Rivers),,90,102
347,4,7:02.0,A. Rivers misses free throw 1 of 1,,90,102
348,4,7:02.0,,Defensive rebound by A. Gordon,90,102
349,4,6:44.0,,A. Gordon misses 2-pt hook shot from 8 ft,90,102
350,4,6:38.0,Defensive rebound by K. Oubre,,90,102
351,4,6:33.0,Personal foul by T. Ross (drawn by B. Beal),,90,102
352,4,6:23.0,J. Wall makes 2-pt layup from 2 ft,,92,102
353,4,6:09.0,,E. Fournier misses 2-pt jump shot from 11 ft,92,102
354,4,6:06.0,Defensive rebound by J. Wall,,92,102
355,4,5:59.0,B. Beal misses 3-pt jump shot from 27 ft,,92,102
356,4,5:57.0,,Defensive rebound by A. Gordon,92,102
357,4,5:40.0,,T. Ross makes 2-pt jump shot from 22 ft (assist by M. Bamba),92,104
358,4,5:26.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,94,104
359,4,5:07.0,,A. Gordon misses 3-pt jump shot from 26 ft,94,104
360,4,5:03.0,Defensive rebound by J. Wall,,94,104
361,4,4:58.0,Shooting foul by M. Bamba (drawn by K. Oubre),,94,104
362,4,4:58.0,K. Oubre makes free throw 1 of 2,,95,104
363,4,4:58.0,,D. Augustin enters the game for M. Bamba,95,104
364,4,4:58.0,,N. Vučević enters the game for J. Grant,95,104
365,4,4:58.0,K. Oubre makes free throw 2 of 2,,96,104
366,4,4:38.0,,E. Fournier misses 3-pt jump shot from 25 ft,96,104
367,4,4:35.0,,Offensive rebound by N. Vučević,96,104
368,4,4:33.0,,T. Ross misses 3-pt jump shot from 26 ft,96,104
369,4,4:29.0,Defensive rebound by A. Rivers,,96,104
370,4,4:23.0,J. Wall misses 2-pt layup from 2 ft,,96,104
371,4,4:20.0,,Defensive rebound by E. Fournier,96,104
372,4,3:59.0,,N. Vučević misses 2-pt jump shot from 13 ft,96,104
373,4,3:57.0,Defensive rebound by J. Wall,,96,104
374,4,3:52.0,J. Wall makes 2-pt layup from 2 ft,,98,104
375,4,3:52.0,,Orlando full timeout,98,104
376,4,3:32.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by A. Gordon),98,106
377,4,3:18.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,101,106
378,4,2:58.0,,Turnover by E. Fournier (bad pass; steal by B. Beal),101,106
379,4,2:53.0,K. Oubre makes 2-pt dunk from 1 ft (assist by B. Beal),,103,106
380,4,2:35.0,,Turnover by E. Fournier (bad pass; steal by K. Oubre),103,106
381,4,2:30.0,J. Wall makes 2-pt layup from 2 ft,,105,106
382,4,2:11.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),105,109
383,4,1:53.0,J. Wall misses 2-pt layup from 2 ft,,105,109
384,4,1:51.0,,Defensive rebound by N. Vučević,105,109
385,4,1:50.0,,T. Ross makes 2-pt layup from 1 ft (assist by D. Augustin),105,111
