,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
81,1,3:01.0,,Defensive rebound by T. Dorsey,16,25
82,1,2:59.0,,Personal foul by M. Morris (drawn by I. Rabb),16,25
83,1,2:59.0,P. George enters the game for T. Ferguson,,16,25
84,1,2:59.0,A. Nader enters the game for R. Westbrook,,16,25
85,1,2:47.0,,C. Parsons makes 2-pt layup from 1 ft (assist by J. Carter),16,27
86,1,2:26.0,M. Morris misses 2-pt jump shot from 6 ft,,16,27
87,1,2:23.0,Offensive rebound by P. George,,16,27
88,1,2:15.0,Personal foul by J. Holiday (drawn by A. Nader),,16,27
89,1,2:15.0,,J. Washburn enters the game for J. Holiday,16,27
90,1,2:07.0,M. Morris misses 3-pt jump shot from 26 ft,,16,27
91,1,2:01.0,,Defensive rebound by J. Carter,16,27
92,1,1:45.0,,C. Parsons misses 2-pt layup from 1 ft,16,27
93,1,1:45.0,,Offensive rebound by I. Rabb,16,27
94,1,1:45.0,,Shooting foul by J. Grant (drawn by I. Rabb),16,27
95,1,1:45.0,,I. Rabb makes free throw 1 of 2,16,28
96,1,1:45.0,D. Burton enters the game for J. Grant,,16,28
97,1,1:45.0,,I. Rabb makes free throw 2 of 2,16,29
98,1,1:28.0,D. Burton misses 3-pt jump shot from 23 ft,,16,29
99,1,1:24.0,,Defensive rebound by I. Rabb,16,29
100,1,1:19.0,,J. Carter misses 3-pt jump shot from 26 ft,16,29
101,1,1:16.0,Defensive rebound by P. George,,16,29
102,1,1:08.0,P. George misses 2-pt layup from 2 ft,,16,29
103,1,1:05.0,,Defensive rebound by T. Dorsey,16,29
104,1,1:02.0,,T. Dorsey misses 2-pt layup from 1 ft,16,29
105,1,0:59.0,,Offensive rebound by J. Carter,16,29
106,1,0:57.0,,J. Carter misses 3-pt jump shot from 24 ft,16,29
107,1,0:54.0,Defensive rebound by P. George,,16,29
108,1,0:50.0,P. George misses 3-pt jump shot from 27 ft,,16,29
109,1,0:48.0,Offensive rebound by Team,,16,29
110,1,0:48.0,Away from play foul by J. Washburn (drawn by P. George),,16,29
111,1,0:48.0,P. George makes free throw 1 of 1,,17,29
112,1,0:48.0,,D. Wright enters the game for J. Carter,17,29
113,1,0:38.0,D. Schröder makes 2-pt layup from 2 ft,,19,29
114,1,0:29.0,,J. Washburn misses 3-pt jump shot from 23 ft,19,29
115,1,0:24.0,Defensive rebound by D. Burton,,19,29
116,1,0:09.0,Shooting foul by I. Rabb (drawn by D. Schröder),,19,29
117,1,0:09.0,D. Schröder makes free throw 1 of 2,,20,29
118,1,0:09.0,D. Schröder makes free throw 2 of 2,,21,29
119,1,0:03.0,,Personal foul by P. George (drawn by T. Dorsey),21,29
120,1,0:03.0,,T. Dorsey makes free throw 1 of 2,21,30
121,1,0:03.0,,B. Caboclo enters the game for C. Parsons,21,30
122,1,0:03.0,,J. Carter enters the game for I. Rabb,21,30
123,1,0:03.0,,T. Dorsey makes free throw 2 of 2,21,31
124,1,0:02.0,Shooting foul by T. Dorsey (drawn by D. Schröder),,21,31
125,1,0:02.0,D. Schröder makes free throw 1 of 2,,22,31
126,1,0:02.0,,C. Parsons enters the game for J. Carter,22,31
127,1,0:02.0,,I. Rabb enters the game for J. Washburn,22,31
128,1,0:02.0,D. Schröder makes free throw 2 of 2,,23,31
129,1,0:00.0,,D. Wright misses 3-pt jump shot from 47 ft,23,31
130,1,0:00.0,,Offensive rebound by Team,23,31
131,2,11:44.0,,I. Rabb misses 2-pt layup from 2 ft,23,31
132,2,11:43.0,,Offensive rebound by I. Rabb,23,31
133,2,11:43.0,,I. Rabb misses 2-pt layup at rim,23,31
134,2,11:43.0,,Offensive rebound by Team,23,31
135,2,11:37.0,,T. Dorsey misses 2-pt jump shot from 3 ft,23,31
136,2,11:35.0,Defensive rebound by M. Morris,,23,31
137,2,11:28.0,A. Nader misses 3-pt jump shot from 24 ft,,23,31
138,2,11:25.0,,Defensive rebound by C. Parsons,23,31
139,2,11:15.0,,Turnover by I. Rabb (bad pass; steal by A. Nader),23,31
140,2,11:08.0,Turnover by M. Morris (lost ball; steal by J. Carter),,23,31
141,2,11:03.0,,J. Carter misses 2-pt layup from 2 ft (block by A. Nader),23,31
142,2,11:03.0,Defensive rebound by A. Nader,,23,31
143,2,10:58.0,D. Schröder makes 2-pt layup at rim (assist by P. George),,25,31
144,2,10:37.0,,Offensive foul by C. Parsons (drawn by D. Burton),25,31
145,2,10:37.0,,Turnover by C. Parsons (offensive foul),25,31
146,2,10:37.0,N. Noel enters the game for M. Morris,,25,31
147,2,10:37.0,,D. Wright enters the game for J. Carter,25,31
148,2,10:23.0,Oklahoma City full timeout,,25,31
149,2,10:14.0,P. George makes 3-pt jump shot from 24 ft,,28,31
150,2,9:45.0,,C. Parsons misses 3-pt jump shot from 25 ft,28,31
151,2,9:43.0,Defensive rebound by D. Burton,,28,31
152,2,9:37.0,A. Nader makes 2-pt layup from 2 ft (assist by D. Burton),,30,31
153,2,9:27.0,,Personal foul by N. Noel (drawn by I. Rabb),30,31
154,2,9:18.0,,T. Dorsey makes 2-pt layup from 2 ft (assist by D. Wright),30,33
155,2,9:06.0,D. Burton makes 2-pt jump shot from 17 ft,,32,33
156,2,8:48.0,,I. Rabb misses 2-pt jump shot from 10 ft,32,33
157,2,8:44.0,,Offensive rebound by D. Wright,32,33
158,2,8:43.0,,Memphis full timeout,32,33
159,2,8:43.0,R. Westbrook enters the game for P. George,,32,33
160,2,8:37.0,,J. Washburn misses 3-pt jump shot from 25 ft,32,33
161,2,8:34.0,Defensive rebound by D. Burton,,32,33
162,2,8:26.0,R. Westbrook misses 2-pt layup from 1 ft,,32,33
163,2,8:21.0,Offensive rebound by N. Noel,,32,33
164,2,8:21.0,N. Noel makes 2-pt dunk from 1 ft,,34,33
165,2,8:11.0,,T. Dorsey misses 3-pt jump shot from 26 ft,34,33
166,2,8:06.0,Defensive rebound by R. Westbrook,,34,33
167,2,7:57.0,D. Burton misses 3-pt jump shot from 26 ft,,34,33
168,2,7:55.0,,Defensive rebound by C. Parsons,34,33
169,2,7:55.0,,Personal foul by N. Noel (drawn by C. Parsons),34,33
170,2,7:55.0,S. Adams enters the game for A. Nader,,34,33
171,2,7:55.0,T. Ferguson enters the game for N. Noel,,34,33
172,2,7:55.0,,B. Caboclo enters the game for I. Rabb,34,33
173,2,7:55.0,,J. Valančiūnas enters the game for J. Washburn,34,33
174,2,7:41.0,,Shooting foul by S. Adams (drawn by J. Valančiūnas),34,33
175,2,7:41.0,,J. Valančiūnas makes free throw 1 of 2,34,34
176,2,7:41.0,,J. Valančiūnas makes free throw 2 of 2,34,35
177,2,7:25.0,Shooting foul by T. Dorsey (drawn by T. Ferguson),,34,35
178,2,7:25.0,T. Ferguson makes free throw 1 of 2,,35,35
179,2,7:25.0,J. Grant enters the game for D. Burton,,35,35
180,2,7:25.0,T. Ferguson makes free throw 2 of 2,,36,35
181,2,7:01.0,,C. Parsons misses 2-pt layup from 1 ft,36,35
182,2,7:00.0,,Offensive rebound by Team,36,35
183,2,7:00.0,Loose ball foul by R. Westbrook (drawn by J. Valančiūnas),,36,35
184,2,6:51.0,,C. Parsons makes 2-pt jump shot from 7 ft (assist by D. Wright),36,37
185,2,6:51.0,,Shooting foul by R. Westbrook (drawn by C. Parsons),36,37
186,2,6:51.0,,C. Parsons makes free throw 1 of 1,36,38
187,2,6:33.0,J. Grant misses 2-pt jump shot from 4 ft,,36,38
188,2,6:30.0,,Defensive rebound by J. Valančiūnas,36,38
189,2,6:24.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Wright),36,41
190,2,6:23.0,Oklahoma City full timeout,,36,41
191,2,6:23.0,P. George enters the game for D. Schröder,,36,41
192,2,6:08.0,P. George misses 2-pt layup from 2 ft,,36,41
193,2,6:08.0,Offensive rebound by S. Adams,,36,41
194,2,6:08.0,S. Adams misses 2-pt layup at rim,,36,41
195,2,6:08.0,,Defensive rebound by B. Caboclo,36,41
196,2,5:52.0,,Shooting foul by T. Ferguson (drawn by J. Valančiūnas),36,41
197,2,5:52.0,,J. Valančiūnas misses free throw 1 of 2,36,41
198,2,5:52.0,,Offensive rebound by Team,36,41
199,2,5:52.0,,J. Holiday enters the game for T. Dorsey,36,41
200,2,5:52.0,,J. Valančiūnas makes free throw 2 of 2,36,42
201,2,5:41.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,39,42
202,2,5:23.0,,Shooting foul by J. Grant (drawn by J. Valančiūnas),39,42
203,2,5:23.0,,J. Valančiūnas makes free throw 1 of 2,39,43
204,2,5:23.0,,J. Valančiūnas makes free throw 2 of 2,39,44
205,2,5:09.0,P. George misses 2-pt jump shot from 5 ft,,39,44
206,2,5:05.0,,Defensive rebound by J. Holiday,39,44
207,2,5:02.0,,C. Parsons misses 3-pt jump shot from 25 ft,39,44
208,2,4:58.0,Defensive rebound by R. Westbrook,,39,44
209,2,4:56.0,P. George misses 2-pt layup from 1 ft,,39,44
210,2,4:52.0,Offensive rebound by T. Ferguson,,39,44
211,2,4:52.0,T. Ferguson makes 2-pt layup from 1 ft,,41,44
212,2,4:46.0,,D. Wright misses 2-pt layup from 1 ft,41,44
213,2,4:42.0,Defensive rebound by S. Adams,,41,44
214,2,4:35.0,R. Westbrook misses 2-pt jump shot from 5 ft,,41,44
215,2,4:31.0,,Defensive rebound by J. Valančiūnas,41,44
216,2,4:26.0,,J. Holiday misses 3-pt jump shot from 27 ft,41,44
217,2,4:25.0,Defensive rebound by Team,,41,44
218,2,4:11.0,Turnover by J. Grant (bad pass; steal by J. Holiday),,41,44
219,2,4:02.0,,C. Parsons misses 2-pt layup from 4 ft,41,44
220,2,3:58.0,Defensive rebound by T. Ferguson,,41,44
221,2,3:55.0,Turnover by P. George (bad pass; steal by B. Caboclo),,41,44
222,2,3:51.0,,Shooting foul by J. Grant (drawn by J. Holiday),41,44
223,2,3:51.0,,J. Holiday makes free throw 1 of 2,41,45
224,2,3:51.0,D. Schröder enters the game for J. Grant,,41,45
225,2,3:51.0,,J. Carter enters the game for C. Parsons,41,45
226,2,3:51.0,,T. Dorsey enters the game for D. Wright,41,45
227,2,3:51.0,,J. Holiday makes free throw 2 of 2,41,46
228,2,3:41.0,R. Westbrook misses 2-pt jump shot from 6 ft,,41,46
229,2,3:37.0,,Defensive rebound by J. Valančiūnas,41,46
230,2,3:34.0,,Personal foul by R. Westbrook (drawn by J. Carter),41,46
231,2,3:34.0,,J. Carter makes free throw 1 of 2,41,47
232,2,3:34.0,,J. Carter makes free throw 2 of 2,41,48
233,2,3:18.0,P. George misses 3-pt jump shot from 24 ft,,41,48
234,2,3:15.0,,Defensive rebound by J. Carter,41,48
235,2,2:53.0,,J. Valančiūnas misses 2-pt hook shot from 10 ft,41,48
236,2,2:50.0,,Offensive rebound by T. Dorsey,41,48
237,2,2:48.0,,J. Carter misses 2-pt jump shot from 12 ft,41,48
238,2,2:46.0,,Offensive rebound by J. Carter,41,48
239,2,2:44.0,,B. Caboclo makes 3-pt jump shot from 26 ft (assist by J. Carter),41,51
240,2,2:33.0,T. Ferguson makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,44,51
241,2,2:08.0,,J. Holiday misses 3-pt jump shot from 24 ft,44,51
242,2,2:04.0,Defensive rebound by P. George,,44,51
243,2,2:00.0,Personal foul by J. Holiday (drawn by P. George),,44,51
244,2,2:00.0,,C. Parsons enters the game for J. Holiday,44,51
245,2,1:52.0,R. Westbrook misses 2-pt jump shot from 17 ft,,44,51
246,2,1:49.0,,Defensive rebound by J. Valančiūnas,44,51
247,2,1:31.0,,B. Caboclo makes 3-pt jump shot from 24 ft (assist by T. Dorsey),44,54
248,2,1:13.0,P. George misses 3-pt jump shot from 25 ft,,44,54
249,2,1:10.0,,Defensive rebound by J. Valančiūnas,44,54
250,2,0:49.0,,J. Carter misses 3-pt jump shot from 23 ft,44,54
251,2,0:49.0,,Offensive rebound by Team,44,54
252,2,0:49.0,,Turnover by Team (shot clock),44,54
253,2,0:49.0,,J. Washburn enters the game for J. Carter,44,54
254,2,0:49.0,,D. Wright enters the game for C. Parsons,44,54
255,2,0:36.0,R. Westbrook misses 2-pt jump shot from 10 ft,,44,54
256,2,0:33.0,Offensive rebound by S. Adams,,44,54
257,2,0:22.0,P. George makes 2-pt layup from 1 ft,,46,54
258,2,0:05.0,,Turnover by D. Wright (lost ball; steal by S. Adams),46,54
259,2,0:01.0,P. George makes 2-pt dunk from 1 ft (assist by D. Schröder),,48,54
260,2,0:00.0,,D. Wright misses 3-pt jump shot from 50 ft,48,54
261,2,0:00.0,,Offensive rebound by Team,48,54
262,3,11:46.0,,T. Dorsey makes 2-pt jump shot from 6 ft,48,56
263,3,11:39.0,R. Westbrook misses 2-pt layup from 2 ft,,48,56
264,3,11:34.0,S. Adams misses 2-pt dunk at rim,,48,56
265,3,11:34.0,Offensive rebound by S. Adams,,48,56
266,3,11:33.0,,Defensive rebound by J. Holiday,48,56
267,3,11:30.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Holiday),48,59
268,3,11:14.0,P. George misses 2-pt jump shot from 14 ft,,48,59
269,3,11:11.0,,Defensive rebound by J. Valančiūnas,48,59
270,3,11:00.0,,D. Wright makes 2-pt layup at rim,48,61
271,3,10:39.0,R. Westbrook misses 3-pt jump shot from 25 ft,,48,61
272,3,10:37.0,,Defensive rebound by B. Caboclo,48,61
273,3,10:27.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by T. Dorsey),48,63
274,3,10:03.0,J. Grant misses 2-pt layup from 3 ft,,48,63
275,3,10:00.0,,Defensive rebound by J. Valančiūnas,48,63
276,3,9:49.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft (block by S. Adams),48,63
277,3,9:45.0,Defensive rebound by R. Westbrook,,48,63
278,3,9:42.0,,Violation by Team (kicked ball),48,63
279,3,9:33.0,J. Grant makes 2-pt jump shot from 8 ft (assist by T. Ferguson),,50,63
280,3,9:16.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by D. Wright),50,65
281,3,9:03.0,P. George misses 2-pt jump shot from 20 ft (block by B. Caboclo),,50,65
282,3,9:01.0,Offensive rebound by P. George,,50,65
283,3,9:01.0,P. George makes 2-pt layup from 1 ft,,52,65
284,3,9:01.0,Shooting foul by J. Valančiūnas (drawn by P. George),,52,65
285,3,9:01.0,D. Schröder enters the game for J. Grant,,52,65
286,3,9:01.0,P. George misses free throw 1 of 1,,52,65
287,3,8:59.0,,Defensive rebound by J. Valančiūnas,52,65
288,3,8:41.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft,52,65
289,3,8:36.0,Defensive rebound by P. George,,52,65
290,3,8:34.0,P. George misses 2-pt jump shot from 19 ft,,52,65
291,3,8:30.0,,Defensive rebound by T. Dorsey,52,65
292,3,8:21.0,,T. Dorsey misses 2-pt jump shot from 9 ft,52,65
293,3,8:19.0,Defensive rebound by S. Adams,,52,65
294,3,8:15.0,Shooting foul by T. Dorsey (drawn by R. Westbrook),,52,65
295,3,8:15.0,R. Westbrook misses free throw 1 of 2,,52,65
296,3,8:15.0,Offensive rebound by Team,,52,65
297,3,8:15.0,R. Westbrook makes free throw 2 of 2,,53,65
298,3,8:09.0,,D. Wright makes 2-pt layup from 5 ft,53,67
299,3,7:59.0,D. Schröder misses 2-pt layup from 1 ft,,53,67
300,3,7:58.0,,Defensive rebound by J. Valančiūnas,53,67
301,3,7:51.0,,Turnover by D. Wright (bad pass; steal by S. Adams),53,67
302,3,7:42.0,R. Westbrook misses 3-pt jump shot from 26 ft,,53,67
303,3,7:38.0,,Defensive rebound by B. Caboclo,53,67
304,3,7:16.0,,Turnover by Team (shot clock),53,67
305,3,7:02.0,S. Adams misses 2-pt hook shot from 8 ft,,53,67
306,3,7:00.0,,Defensive rebound by B. Caboclo,53,67
307,3,6:51.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Wright),53,70
308,3,6:35.0,R. Westbrook makes 2-pt layup from 3 ft,,55,70
309,3,6:23.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Wright),55,73
310,3,6:23.0,Oklahoma City full timeout,,55,73
311,3,6:15.0,P. George makes 2-pt jump shot from 12 ft,,57,73
312,3,5:51.0,,J. Valančiūnas misses 2-pt hook shot from 8 ft,57,73
313,3,5:48.0,Defensive rebound by P. George,,57,73
314,3,5:41.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Ferguson),,60,73
315,3,5:25.0,,T. Dorsey misses 2-pt layup from 1 ft,60,73
316,3,5:23.0,Defensive rebound by P. George,,60,73
317,3,5:09.0,R. Westbrook makes 2-pt jump shot at rim,,62,73
318,3,4:52.0,,B. Caboclo misses 3-pt jump shot from 25 ft,62,73
319,3,4:50.0,Defensive rebound by P. George,,62,73
320,3,4:50.0,Personal take foul by D. Wright (drawn by P. George),,62,73
321,3,4:50.0,,C. Parsons enters the game for T. Dorsey,62,73
322,3,4:45.0,R. Westbrook makes 2-pt layup from 1 ft,,64,73
323,3,4:44.0,,Memphis full timeout,64,73
324,3,4:44.0,M. Morris enters the game for S. Adams,,64,73
325,3,4:32.0,,J. Holiday misses 3-pt jump shot from 27 ft,64,73
326,3,4:31.0,Defensive rebound by Team,,64,73
327,3,4:31.0,,I. Rabb enters the game for J. Valančiūnas,64,73
328,3,4:24.0,R. Westbrook makes 2-pt layup from 2 ft,,66,73
329,3,4:24.0,Shooting foul by B. Caboclo (drawn by R. Westbrook),,66,73
330,3,4:24.0,R. Westbrook makes free throw 1 of 1,,67,73
331,3,4:03.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by D. Wright),67,75
332,3,3:52.0,M. Morris makes 2-pt layup from 1 ft (assist by R. Westbrook),,69,75
333,3,3:37.0,,Turnover by C. Parsons (bad pass; steal by T. Ferguson),69,75
334,3,3:34.0,Turnover by M. Morris (bad pass; steal by D. Wright),,69,75
335,3,3:14.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Wright),69,78
336,3,2:53.0,R. Westbrook makes 2-pt jump shot from 6 ft,,71,78
337,3,2:43.0,,Personal foul by D. Schröder (drawn by D. Wright),71,78
338,3,2:43.0,J. Grant enters the game for R. Westbrook,,71,78
339,3,2:43.0,,J. Carter enters the game for D. Wright,71,78
340,3,2:34.0,,J. Holiday makes 2-pt jump shot from 21 ft (assist by J. Carter),71,80
341,3,2:25.0,P. George makes 3-pt jump shot from 25 ft (assist by D. Schröder),,74,80
342,3,1:58.0,,J. Holiday misses 2-pt layup at rim,74,80
343,3,1:56.0,,J. Holiday misses 2-pt layup from 1 ft,74,80
344,3,1:56.0,,Offensive rebound by J. Holiday,74,80
345,3,1:55.0,,Offensive rebound by B. Caboclo,74,80
346,3,1:54.0,,I. Rabb makes 2-pt layup from 1 ft (assist by B. Caboclo),74,82
347,3,1:37.0,M. Morris makes 2-pt jump shot from 13 ft,,76,82
348,3,1:22.0,,Personal foul by M. Morris (drawn by I. Rabb),76,82
349,3,1:22.0,A. Nader enters the game for T. Ferguson,,76,82
350,3,1:16.0,,Shooting foul by J. Grant (drawn by B. Caboclo),76,82
351,3,1:16.0,,B. Caboclo makes free throw 1 of 2,76,83
352,3,1:16.0,,T. Dorsey enters the game for J. Holiday,76,83
353,3,1:16.0,,B. Caboclo makes free throw 2 of 2,76,84
354,3,0:56.0,M. Morris misses 3-pt jump shot from 26 ft,,76,84
355,3,0:54.0,,Defensive rebound by I. Rabb,76,84
356,3,0:46.0,,Turnover by J. Carter (bad pass; steal by P. George),76,84
357,3,0:40.0,D. Schröder makes 2-pt layup from 2 ft (assist by P. George),,78,84
358,3,0:20.0,,Shooting foul by M. Morris (drawn by B. Caboclo),78,84
359,3,0:20.0,,B. Caboclo makes free throw 1 of 2,78,85
360,3,0:20.0,,J. Holiday enters the game for J. Carter,78,85
361,3,0:20.0,,J. Washburn enters the game for C. Parsons,78,85
362,3,0:20.0,,D. Wright enters the game for I. Rabb,78,85
363,3,0:20.0,,B. Caboclo makes free throw 2 of 2,78,86
364,3,0:02.0,D. Schröder misses 2-pt layup at rim,,78,86
365,3,0:02.0,,Defensive rebound by B. Caboclo,78,86
366,3,0:00.0,,B. Caboclo misses 3-pt jump shot from 50 ft,78,86
367,3,0:00.0,,Offensive rebound by Team,78,86
368,4,11:45.0,Turnover by P. George (bad pass; steal by J. Holiday),,78,86
369,4,11:41.0,,J. Holiday makes 2-pt dunk at rim,78,88
370,4,11:17.0,A. Nader misses 2-pt jump shot from 10 ft,,78,88
371,4,11:14.0,Offensive rebound by A. Nader,,78,88
372,4,11:14.0,A. Nader misses 2-pt layup at rim,,78,88
373,4,11:13.0,,Defensive rebound by I. Rabb,78,88
374,4,10:59.0,,Turnover by J. Carter (traveling),78,88
375,4,10:46.0,J. Grant misses 3-pt jump shot from 25 ft,,78,88
376,4,10:43.0,,Defensive rebound by T. Dorsey,78,88
377,4,10:29.0,,I. Rabb misses 2-pt layup from 1 ft,78,88
378,4,10:26.0,Defensive rebound by D. Schröder,,78,88
379,4,10:21.0,D. Schröder makes 3-pt jump shot from 27 ft,,81,88
380,4,10:05.0,,Personal foul by D. Schröder (drawn by T. Dorsey),81,88
381,4,9:53.0,,J. Carter misses 2-pt jump shot from 12 ft,81,88
382,4,9:51.0,Defensive rebound by M. Morris,,81,88
383,4,9:44.0,Turnover by D. Schröder (bad pass),,81,88
384,4,9:44.0,R. Westbrook enters the game for P. George,,81,88
385,4,9:29.0,,Personal foul by M. Morris (drawn by I. Rabb),81,88
386,4,9:18.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Carter),81,91
387,4,9:07.0,Shooting foul by T. Dorsey (drawn by D. Schröder),,81,91
388,4,9:07.0,D. Schröder misses free throw 1 of 2,,81,91
