,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
62,1,4:07.0,E. Fournier misses 2-pt jump shot from 17 ft (block by E. Bledsoe),,18,18
63,1,4:03.0,,Defensive rebound by D. DiVincenzo,18,18
64,1,4:03.0,J. Grant enters the game for D. Augustin,,18,18
65,1,4:03.0,J. Simmons enters the game for E. Fournier,,18,18
66,1,4:03.0,,M. Brogdon enters the game for E. Bledsoe,18,18
67,1,3:45.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by M. Brogdon),18,20
68,1,3:34.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by T. Ross),,20,20
69,1,3:20.0,,K. Middleton makes 2-pt jump shot from 16 ft,20,22
70,1,3:07.0,T. Ross misses 2-pt jump shot from 19 ft,,20,22
71,1,3:03.0,Offensive rebound by J. Grant,,20,22
72,1,3:00.0,T. Ross misses 3-pt jump shot from 26 ft,,20,22
73,1,2:55.0,,Defensive rebound by D. DiVincenzo,20,22
74,1,2:49.0,Orlando full timeout,,20,22
75,1,2:41.0,,K. Middleton misses 3-pt jump shot from 27 ft,20,22
76,1,2:38.0,Defensive rebound by M. Bamba,,20,22
77,1,2:22.0,T. Ross misses 3-pt jump shot from 30 ft,,20,22
78,1,2:19.0,,Defensive rebound by K. Middleton,20,22
79,1,2:15.0,,Personal foul by J. Grant (drawn by J. Henson),20,22
80,1,2:15.0,,T. Snell enters the game for K. Middleton,20,22
81,1,2:03.0,,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by M. Brogdon),20,25
82,1,1:51.0,Personal foul by D. DiVincenzo (drawn by J. Simmons),,20,25
83,1,1:51.0,A. Gordon enters the game for N. Vučević,,20,25
84,1,1:47.0,J. Simmons misses 2-pt jump shot from 17 ft,,20,25
85,1,1:43.0,Offensive rebound by M. Bamba,,20,25
86,1,1:30.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by T. Ross),,23,25
87,1,1:16.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by E. İlyasova),23,27
88,1,1:09.0,Turnover by J. Simmons (bad pass),,23,27
89,1,0:59.0,,Shooting foul by T. Ross (drawn by M. Brogdon),23,27
90,1,0:59.0,,M. Brogdon makes free throw 1 of 2,23,28
91,1,0:59.0,,M. Brogdon makes free throw 2 of 2,23,29
92,1,0:43.0,,Violation by Team (kicked ball),23,29
93,1,0:35.0,M. Bamba misses 2-pt layup from 3 ft,,23,29
94,1,0:33.0,Offensive rebound by J. Grant,,23,29
95,1,0:31.0,J. Simmons misses 2-pt layup from 1 ft (block by J. Henson),,23,29
96,1,0:31.0,,Defensive rebound by E. İlyasova,23,29
97,1,0:24.0,,T. Snell misses 3-pt jump shot from 27 ft,23,29
98,1,0:22.0,,Offensive rebound by E. İlyasova,23,29
99,1,0:21.0,,Shooting foul by T. Ross (drawn by T. Snell),23,29
100,1,0:21.0,,T. Snell misses free throw 1 of 2,23,29
101,1,0:21.0,,Offensive rebound by Team,23,29
102,1,0:21.0,,T. Snell makes free throw 2 of 2,23,30
103,1,0:03.0,J. Grant makes 2-pt jump shot from 19 ft,,25,30
104,1,0:00.0,,D. DiVincenzo misses 3-pt jump shot from 41 ft,25,30
105,1,0:00.0,,Offensive rebound by Team,25,30
106,2,11:55.0,,Personal foul by J. Grant (drawn by D. DiVincenzo),25,30
107,2,11:50.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by J. Henson),25,32
108,2,11:35.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by J. Simmons),,28,32
109,2,11:23.0,,T. Snell makes 2-pt layup from 2 ft (assist by E. İlyasova),28,34
110,2,11:11.0,J. Simmons misses 3-pt jump shot from 26 ft,,28,34
111,2,11:08.0,,Defensive rebound by E. İlyasova,28,34
112,2,11:02.0,,Turnover by J. Henson (step out of bounds),28,34
113,2,11:02.0,,G. Antetokounmpo enters the game for D. DiVincenzo,28,34
114,2,11:02.0,,P. Connaughton enters the game for E. İlyasova,28,34
115,2,10:53.0,T. Ross makes 2-pt jump shot from 16 ft (assist by J. Grant),,30,34
116,2,10:45.0,,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),30,34
117,2,10:45.0,,G. Antetokounmpo makes free throw 1 of 2,30,35
118,2,10:45.0,,B. Lopez enters the game for J. Henson,30,35
119,2,10:45.0,,G. Antetokounmpo makes free throw 2 of 2,30,36
120,2,10:37.0,T. Ross misses 2-pt jump shot from 19 ft,,30,36
121,2,10:34.0,,Defensive rebound by M. Brogdon,30,36
122,2,10:28.0,,Shooting foul by T. Ross (drawn by P. Connaughton),30,36
123,2,10:28.0,,P. Connaughton makes free throw 1 of 2,30,37
124,2,10:28.0,E. Fournier enters the game for T. Ross,,30,37
125,2,10:28.0,,P. Connaughton makes free throw 2 of 2,30,38
126,2,10:10.0,E. Fournier misses 3-pt jump shot from 23 ft,,30,38
127,2,10:07.0,,Defensive rebound by G. Antetokounmpo,30,38
128,2,9:55.0,,P. Connaughton misses 2-pt layup from 3 ft (block by J. Simmons),30,38
129,2,9:52.0,Defensive rebound by J. Grant,,30,38
130,2,9:43.0,J. Grant makes 3-pt jump shot from 26 ft (assist by J. Simmons),,33,38
131,2,9:27.0,,Turnover by M. Brogdon (bad pass),33,38
132,2,9:09.0,J. Grant misses 2-pt layup from 7 ft,,33,38
133,2,9:07.0,,Defensive rebound by P. Connaughton,33,38
134,2,8:58.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by P. Connaughton),33,41
135,2,8:45.0,A. Gordon misses 3-pt jump shot from 27 ft,,33,41
136,2,8:40.0,Offensive rebound by J. Simmons,,33,41
137,2,8:40.0,Shooting foul by T. Snell (drawn by J. Simmons),,33,41
138,2,8:40.0,J. Simmons makes free throw 1 of 2,,34,41
139,2,8:40.0,,E. Bledsoe enters the game for M. Brogdon,34,41
140,2,8:40.0,J. Simmons makes free throw 2 of 2,,35,41
141,2,8:29.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,35,43
142,2,8:22.0,Orlando full timeout,,35,43
143,2,8:10.0,A. Gordon misses 2-pt jump shot from 15 ft,,35,43
144,2,8:07.0,,Defensive rebound by B. Lopez,35,43
145,2,8:02.0,,Turnover by E. Bledsoe (out of bounds lost ball),35,43
146,2,7:46.0,J. Simmons misses 2-pt layup from 6 ft,,35,43
147,2,7:43.0,,Defensive rebound by P. Connaughton,35,43
148,2,7:38.0,,P. Connaughton makes 3-pt jump shot from 27 ft,35,46
149,2,7:17.0,E. Fournier misses 3-pt jump shot from 28 ft,,35,46
150,2,7:15.0,,Defensive rebound by E. Bledsoe,35,46
151,2,7:13.0,,Personal foul by J. Simmons (drawn by G. Antetokounmpo),35,46
152,2,7:13.0,W. Iwundu enters the game for J. Simmons,,35,46
153,2,7:13.0,,K. Middleton enters the game for T. Snell,35,46
154,2,7:05.0,,Turnover by G. Antetokounmpo (3 sec),35,46
155,2,6:43.0,E. Fournier makes 2-pt jump shot from 16 ft,,37,46
156,2,6:28.0,,Turnover by B. Lopez (bad pass; steal by A. Gordon),37,46
157,2,6:20.0,A. Gordon misses 3-pt jump shot from 27 ft,,37,46
158,2,6:17.0,,Defensive rebound by P. Connaughton,37,46
159,2,6:06.0,,K. Middleton makes 3-pt jump shot from 25 ft,37,49
160,2,5:56.0,E. Fournier makes 2-pt layup from 8 ft (assist by J. Grant),,39,49
161,2,5:56.0,Shooting foul by E. Bledsoe (drawn by E. Fournier),,39,49
162,2,5:56.0,J. Isaac enters the game for M. Bamba,,39,49
163,2,5:56.0,N. Vučević enters the game for A. Gordon,,39,49
164,2,5:56.0,E. Fournier makes free throw 1 of 1,,40,49
165,2,5:48.0,,E. Bledsoe misses 2-pt layup from 3 ft,40,49
166,2,5:47.0,,Offensive rebound by E. Bledsoe,40,49
167,2,5:47.0,,E. Bledsoe misses 2-pt layup at rim,40,49
168,2,5:47.0,Defensive rebound by J. Grant,,40,49
169,2,5:47.0,Turnover by J. Grant (bad pass),,40,49
170,2,5:36.0,,Offensive foul by B. Lopez (drawn by J. Isaac),40,49
171,2,5:36.0,,Turnover by B. Lopez (offensive foul),40,49
172,2,5:15.0,J. Grant misses 3-pt jump shot from 27 ft,,40,49
173,2,5:12.0,,Defensive rebound by G. Antetokounmpo,40,49
174,2,5:07.0,,Offensive foul by G. Antetokounmpo (drawn by J. Grant),40,49
175,2,5:07.0,,Turnover by G. Antetokounmpo (offensive foul),40,49
176,2,5:07.0,D. Augustin enters the game for J. Grant,,40,49
177,2,5:07.0,,D. DiVincenzo enters the game for G. Antetokounmpo,40,49
178,2,5:07.0,,E. İlyasova enters the game for P. Connaughton,40,49
179,2,4:56.0,E. Fournier misses 3-pt jump shot from 27 ft,,40,49
180,2,4:53.0,,Defensive rebound by K. Middleton,40,49
181,2,4:47.0,,Shooting foul by W. Iwundu (drawn by K. Middleton),40,49
182,2,4:47.0,,K. Middleton makes free throw 1 of 3,40,50
183,2,4:47.0,,K. Middleton makes free throw 2 of 3,40,51
184,2,4:47.0,,K. Middleton makes free throw 3 of 3,40,52
185,2,4:34.0,W. Iwundu misses 2-pt jump shot from 17 ft,,40,52
186,2,4:31.0,,Defensive rebound by E. İlyasova,40,52
187,2,4:23.0,,Offensive foul by E. İlyasova (drawn by J. Isaac),40,52
188,2,4:23.0,,Turnover by E. İlyasova (offensive foul),40,52
189,2,4:05.0,N. Vučević makes 2-pt jump shot from 9 ft,,42,52
190,2,3:37.0,,K. Middleton misses 2-pt jump shot from 15 ft,42,52
191,2,3:35.0,,Offensive rebound by E. İlyasova,42,52
192,2,3:31.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by E. İlyasova),42,54
193,2,3:26.0,Turnover by J. Isaac (bad pass; steal by E. Bledsoe),,42,54
194,2,3:18.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,42,56
195,2,3:11.0,Orlando full timeout,,42,56
196,2,3:11.0,A. Gordon enters the game for W. Iwundu,,42,56
197,2,3:11.0,,G. Antetokounmpo enters the game for B. Lopez,42,56
198,2,2:57.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by D. Augustin),,44,56
199,2,2:45.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,44,56
200,2,2:42.0,Defensive rebound by N. Vučević,,44,56
201,2,2:22.0,D. Augustin misses 3-pt jump shot from 26 ft,,44,56
202,2,2:19.0,,Defensive rebound by E. İlyasova,44,56
203,2,2:14.0,,Shooting foul by J. Isaac (drawn by K. Middleton),44,56
204,2,2:14.0,,K. Middleton makes free throw 1 of 2,44,57
205,2,2:14.0,,M. Brogdon enters the game for E. Bledsoe,44,57
206,2,2:14.0,,K. Middleton makes free throw 2 of 2,44,58
207,2,2:01.0,J. Isaac misses 2-pt layup from 2 ft,,44,58
208,2,1:56.0,Offensive rebound by N. Vučević,,44,58
209,2,1:56.0,N. Vučević makes 2-pt layup from 1 ft,,46,58
210,2,1:40.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,46,58
211,2,1:37.0,Defensive rebound by N. Vučević,,46,58
212,2,1:30.0,N. Vučević misses 2-pt jump shot from 15 ft,,46,58
213,2,1:27.0,,Defensive rebound by E. İlyasova,46,58
214,2,1:18.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,46,58
215,2,1:17.0,Defensive rebound by Team,,46,58
216,2,1:17.0,W. Iwundu enters the game for J. Isaac,,46,58
217,2,1:08.0,Offensive foul by N. Vučević (drawn by E. İlyasova),,46,58
218,2,1:08.0,Turnover by N. Vučević (offensive foul),,46,58
219,2,0:59.0,,Personal foul by A. Gordon (drawn by D. DiVincenzo),46,58
220,2,0:59.0,,D. DiVincenzo makes free throw 1 of 2,46,59
221,2,0:59.0,,T. Snell enters the game for K. Middleton,46,59
222,2,0:59.0,,D. DiVincenzo makes free throw 2 of 2,46,60
223,2,0:42.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,48,60
224,2,0:31.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,48,62
225,2,0:15.0,D. Augustin makes 3-pt jump shot from 27 ft,,51,62
226,2,0:03.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,51,64
227,2,0:03.0,Violation by Team (def goaltending),,51,64
228,2,0:03.0,,Shooting foul by N. Vučević (drawn by G. Antetokounmpo),51,64
229,2,0:03.0,,G. Antetokounmpo makes free throw 1 of 1,51,65
230,2,0:00.0,D. Augustin misses 3-pt jump shot from 48 ft,,51,65
231,2,0:00.0,Offensive rebound by Team,,51,65
232,3,11:46.0,,B. Lopez misses 3-pt jump shot from 27 ft,51,65
233,3,11:43.0,Defensive rebound by J. Isaac,,51,65
234,3,11:36.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,53,65
235,3,11:28.0,,Turnover by K. Middleton (out of bounds lost ball),53,65
236,3,11:14.0,A. Gordon misses 3-pt jump shot from 23 ft,,53,65
237,3,11:11.0,Offensive rebound by N. Vučević,,53,65
238,3,11:04.0,A. Gordon misses 2-pt layup from 2 ft,,53,65
239,3,11:00.0,Offensive rebound by A. Gordon,,53,65
240,3,11:00.0,A. Gordon misses 2-pt layup at rim,,53,65
241,3,10:59.0,,Defensive rebound by M. Brogdon,53,65
242,3,10:49.0,,M. Brogdon makes 3-pt jump shot from 26 ft,53,68
243,3,10:36.0,Turnover by N. Vučević (bad pass; steal by E. İlyasova),,53,68
244,3,10:29.0,,E. Bledsoe makes 2-pt layup at rim,53,70
245,3,10:13.0,J. Isaac misses 2-pt jump shot from 12 ft,,53,70
246,3,10:13.0,,Defensive rebound by E. Bledsoe,53,70
247,3,10:02.0,,Turnover by E. Bledsoe (bad pass; steal by N. Vučević),53,70
248,3,9:59.0,Shooting foul by K. Middleton (drawn by J. Isaac),,53,70
249,3,9:59.0,J. Isaac makes free throw 1 of 2,,54,70
250,3,9:59.0,J. Isaac makes free throw 2 of 2,,55,70
251,3,9:41.0,,M. Brogdon misses 2-pt layup from 4 ft (block by J. Isaac),55,70
252,3,9:41.0,Defensive rebound by Team,,55,70
253,3,9:28.0,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Fournier),,57,70
254,3,9:13.0,,M. Brogdon makes 3-pt jump shot from 23 ft (assist by E. İlyasova),57,73
255,3,8:57.0,J. Isaac misses 3-pt jump shot from 28 ft,,57,73
256,3,8:54.0,,Defensive rebound by E. İlyasova,57,73
257,3,8:41.0,,Offensive foul by B. Lopez (drawn by A. Gordon),57,73
258,3,8:41.0,,Turnover by B. Lopez (offensive foul),57,73
259,3,8:25.0,A. Gordon misses 3-pt jump shot from 27 ft,,57,73
260,3,8:21.0,,Defensive rebound by E. Bledsoe,57,73
261,3,8:15.0,,Shooting foul by N. Vučević (drawn by E. Bledsoe),57,73
262,3,8:15.0,,E. Bledsoe makes free throw 1 of 2,57,74
263,3,8:15.0,,E. Bledsoe makes free throw 2 of 2,57,75
264,3,7:59.0,D. Augustin misses 3-pt jump shot from 24 ft,,57,75
265,3,7:55.0,,Defensive rebound by E. İlyasova,57,75
266,3,7:47.0,,K. Middleton misses 2-pt jump shot from 16 ft,57,75
267,3,7:44.0,Defensive rebound by N. Vučević,,57,75
268,3,7:30.0,J. Isaac misses 3-pt jump shot from 28 ft,,57,75
269,3,7:29.0,,Defensive rebound by Team,57,75
270,3,7:09.0,,Milwaukee full timeout,57,75
271,3,7:03.0,,E. İlyasova misses 3-pt jump shot from 27 ft,57,75
272,3,7:00.0,Defensive rebound by J. Isaac,,57,75
273,3,6:51.0,Shooting foul by K. Middleton (drawn by N. Vučević),,57,75
274,3,6:51.0,N. Vučević makes free throw 1 of 2,,58,75
275,3,6:51.0,,D. DiVincenzo enters the game for M. Brogdon,58,75
276,3,6:51.0,N. Vučević makes free throw 2 of 2,,59,75
277,3,6:41.0,,K. Middleton misses 2-pt layup from 2 ft (block by J. Isaac),59,75
278,3,6:37.0,Defensive rebound by J. Isaac,,59,75
279,3,6:37.0,Offensive foul by N. Vučević (drawn by E. Bledsoe),,59,75
280,3,6:37.0,Turnover by N. Vučević (offensive foul),,59,75
281,3,6:37.0,M. Bamba enters the game for N. Vučević,,59,75
282,3,6:27.0,,B. Lopez makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),59,77
283,3,6:07.0,E. Fournier misses 3-pt jump shot from 26 ft,,59,77
284,3,6:04.0,,Defensive rebound by K. Middleton,59,77
285,3,5:49.0,,Shooting foul by M. Bamba (drawn by K. Middleton),59,77
286,3,5:49.0,,K. Middleton makes free throw 1 of 3,59,78
287,3,5:49.0,,K. Middleton makes free throw 2 of 3,59,79
288,3,5:49.0,T. Ross enters the game for A. Gordon,,59,79
289,3,5:49.0,,J. Henson enters the game for B. Lopez,59,79
290,3,5:49.0,,K. Middleton makes free throw 3 of 3,59,80
291,3,5:36.0,E. Fournier misses 3-pt jump shot from 26 ft,,59,80
292,3,5:33.0,,Defensive rebound by K. Middleton,59,80
293,3,5:28.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,59,80
294,3,5:25.0,Defensive rebound by M. Bamba,,59,80
295,3,5:20.0,D. Augustin misses 3-pt jump shot from 26 ft,,59,80
296,3,5:15.0,,Defensive rebound by K. Middleton,59,80
297,3,5:11.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by E. Bledsoe),59,82
298,3,5:01.0,T. Ross makes 3-pt jump shot from 29 ft (assist by D. Augustin),,62,82
299,3,4:48.0,,J. Henson misses 3-pt jump shot from 26 ft,62,82
300,3,4:48.0,Defensive rebound by M. Bamba,,62,82
301,3,4:48.0,Personal foul by E. Bledsoe (drawn by M. Bamba),,62,82
302,3,4:48.0,,T. Snell enters the game for E. İlyasova,62,82
303,3,4:40.0,T. Ross makes 2-pt jump shot from 18 ft,,64,82
304,3,4:20.0,,J. Henson misses 2-pt hook shot from 4 ft,64,82
305,3,4:17.0,Defensive rebound by D. Augustin,,64,82
306,3,3:58.0,M. Bamba misses 2-pt jump shot from 12 ft,,64,82
307,3,3:53.0,,Defensive rebound by J. Henson,64,82
308,3,3:49.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,64,82
309,3,3:45.0,Defensive rebound by M. Bamba,,64,82
310,3,3:41.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by T. Ross),,67,82
311,3,3:33.0,,Milwaukee full timeout,67,82
312,3,3:33.0,J. Grant enters the game for D. Augustin,,67,82
313,3,3:33.0,J. Simmons enters the game for E. Fournier,,67,82
314,3,3:33.0,,M. Brogdon enters the game for E. Bledsoe,67,82
315,3,3:26.0,,D. DiVincenzo makes 2-pt dunk from 1 ft (assist by J. Henson),67,84
316,3,3:12.0,Turnover by T. Ross (bad pass; steal by K. Middleton),,67,84
317,3,3:07.0,,D. DiVincenzo makes 2-pt layup at rim (assist by K. Middleton),67,86
318,3,2:49.0,T. Ross misses 2-pt jump shot from 19 ft,,67,86
319,3,2:47.0,,Defensive rebound by J. Henson,67,86
320,3,2:41.0,,K. Middleton makes 3-pt jump shot from 28 ft,67,89
321,3,2:18.0,Turnover by J. Simmons (lost ball; steal by T. Snell),,67,89
322,3,2:09.0,,T. Snell makes 2-pt layup from 1 ft,67,91
323,3,1:45.0,T. Ross misses 3-pt jump shot from 29 ft,,67,91
324,3,1:42.0,,Defensive rebound by J. Henson,67,91
325,3,1:35.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),67,93
326,3,1:20.0,Turnover by J. Grant (bad pass; steal by J. Henson),,67,93
327,3,1:17.0,,Turnover by K. Middleton (traveling),67,93
328,3,1:17.0,A. Gordon enters the game for J. Isaac,,67,93
329,3,1:17.0,,P. Connaughton enters the game for K. Middleton,67,93
330,3,0:59.0,T. Ross misses 3-pt jump shot from 28 ft,,67,93
331,3,0:55.0,,Defensive rebound by J. Henson,67,93
332,3,0:54.0,,Turnover by D. DiVincenzo (lost ball; steal by J. Simmons),67,93
333,3,0:54.0,Shooting foul by T. Snell (drawn by A. Gordon),,67,93
334,3,0:54.0,A. Gordon misses free throw 1 of 2,,67,93
335,3,0:54.0,Offensive rebound by Team,,67,93
336,3,0:54.0,A. Gordon makes free throw 2 of 2,,68,93
337,3,0:39.0,,J. Henson misses 2-pt hook shot from 14 ft,68,93
338,3,0:36.0,Defensive rebound by J. Simmons,,68,93
339,3,0:24.0,Turnover by A. Gordon (bad pass; steal by J. Henson),,68,93
340,3,0:08.0,,Personal foul by A. Gordon (drawn by M. Brogdon),68,93
341,3,0:01.0,,M. Brogdon misses 2-pt jump shot from 15 ft,68,93
342,3,0:01.0,Defensive rebound by J. Simmons,,68,93
343,4,11:45.0,M. Bamba makes 3-pt jump shot from 27 ft (assist by J. Simmons),,71,93
344,4,11:20.0,,M. Brogdon makes 2-pt jump shot from 16 ft (assist by E. İlyasova),71,95
345,4,11:08.0,J. Simmons makes 2-pt jump shot from 14 ft,,73,95
346,4,10:53.0,,J. Henson misses 2-pt dunk from 2 ft,73,95
347,4,10:50.0,Defensive rebound by M. Bamba,,73,95
348,4,10:42.0,J. Simmons misses 2-pt jump shot from 17 ft,,73,95
349,4,10:40.0,,Defensive rebound by J. Henson,73,95
350,4,10:25.0,,E. İlyasova makes 2-pt layup at rim (assist by J. Henson),73,97
351,4,10:10.0,J. Simmons makes 3-pt jump shot from 25 ft (assist by A. Gordon),,76,97
352,4,9:51.0,,P. Connaughton misses 3-pt jump shot from 23 ft,76,97
353,4,9:48.0,Defensive rebound by T. Ross,,76,97
354,4,9:42.0,J. Simmons misses 3-pt jump shot from 26 ft,,76,97
355,4,9:39.0,,Defensive rebound by T. Snell,76,97
356,4,9:30.0,,J. Henson misses 2-pt layup from 1 ft,76,97
357,4,9:27.0,Defensive rebound by A. Gordon,,76,97
358,4,9:23.0,A. Gordon misses 2-pt layup from 2 ft,,76,97
359,4,9:20.0,Offensive rebound by J. Simmons,,76,97
360,4,9:20.0,Personal foul by T. Snell (drawn by J. Simmons),,76,97
361,4,9:20.0,,G. Antetokounmpo enters the game for J. Henson,76,97
362,4,9:17.0,A. Gordon misses 3-pt jump shot from 27 ft,,76,97
363,4,9:14.0,,Defensive rebound by G. Antetokounmpo,76,97
364,4,9:06.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),76,99
365,4,8:50.0,T. Ross misses 3-pt jump shot from 28 ft,,76,99
366,4,8:47.0,,Defensive rebound by P. Connaughton,76,99
367,4,8:41.0,,M. Brogdon misses 2-pt layup from 1 ft (block by J. Grant),76,99
368,4,8:41.0,,Offensive rebound by Team,76,99
369,4,8:39.0,,Personal foul by J. Simmons (drawn by P. Connaughton),76,99
370,4,8:31.0,,Personal foul by T. Ross (drawn by P. Connaughton),76,99
371,4,8:21.0,,G. Antetokounmpo makes 2-pt hook shot from 6 ft,76,101
372,4,8:21.0,,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),76,101
373,4,8:21.0,,G. Antetokounmpo misses free throw 1 of 1,76,101
