,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
392,4,10:59.0,R. Spalding makes 2-pt layup from 2 ft (assist by D. Melton),,91,86
393,4,10:42.0,,C. Diallo makes 2-pt hook shot from 7 ft (assist by D. Miller),91,88
394,4,10:32.0,M. Bridges makes 2-pt jump shot from 9 ft (assist by R. Spalding),,93,88
395,4,10:19.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by D. Bertāns),93,91
396,4,9:59.0,Turnover by R. Spalding (discontinued dribble),,93,91
397,4,9:59.0,D. Booker enters the game for T. Daniels,,93,91
398,4,9:44.0,,J. Okafor makes 2-pt jump shot from 7 ft,93,93
399,4,9:44.0,,Shooting foul by R. Spalding (drawn by J. Okafor),93,93
400,4,9:44.0,,J. Okafor makes free throw 1 of 1,93,94
401,4,9:33.0,D. Melton makes 2-pt dunk from 1 ft (assist by D. Booker),,95,94
402,4,9:23.0,,I. Clark misses 2-pt jump shot from 14 ft,95,94
403,4,9:20.0,Defensive rebound by M. Bridges,,95,94
404,4,9:13.0,Turnover by D. Booker (lost ball; steal by I. Clark),,95,94
405,4,9:08.0,,Turnover by I. Clark (bad pass; steal by D. Melton),95,94
406,4,9:06.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Melton),,97,94
407,4,9:06.0,Shooting foul by I. Clark (drawn by M. Bridges),,97,94
408,4,9:06.0,D. Bender enters the game for R. Spalding,,97,94
409,4,9:06.0,M. Bridges makes free throw 1 of 1,,98,94
410,4,8:56.0,,I. Clark makes 2-pt jump shot from 11 ft,98,96
411,4,8:40.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Booker),,101,96
412,4,8:21.0,,J. Okafor makes 2-pt jump shot from 8 ft,101,98
413,4,8:11.0,Turnover by D. Booker (bad pass; steal by C. Diallo),,101,98
414,4,8:08.0,,Shooting foul by D. Bender (drawn by C. Diallo),101,98
415,4,8:08.0,,C. Diallo makes free throw 1 of 2,101,99
416,4,8:08.0,K. Oubre enters the game for D. Bender,,101,99
417,4,8:08.0,,C. Diallo makes free throw 2 of 2,101,100
418,4,7:55.0,Personal foul by J. Okafor (drawn by D. Booker),,101,100
419,4,7:55.0,,S. Johnson enters the game for I. Clark,101,100
420,4,7:51.0,Shooting foul by D. Miller (drawn by D. Booker),,101,100
421,4,7:51.0,D. Booker makes free throw 1 of 2,,102,100
422,4,7:51.0,D. Booker makes free throw 2 of 2,,103,100
423,4,7:30.0,,S. Johnson misses 2-pt jump shot from 6 ft,103,100
424,4,7:28.0,,Offensive rebound by S. Johnson,103,100
425,4,7:27.0,,S. Johnson misses 2-pt jump shot from 5 ft,103,100
426,4,7:27.0,Defensive rebound by D. Melton,,103,100
427,4,7:17.0,Personal foul by D. Miller (drawn by D. Booker),,103,100
428,4,7:17.0,D. Booker makes free throw 1 of 2,,104,100
429,4,7:17.0,,J. Randle enters the game for J. Okafor,104,100
430,4,7:17.0,D. Booker misses free throw 2 of 2,,104,100
431,4,7:14.0,,Defensive rebound by S. Johnson,104,100
432,4,7:09.0,,Personal foul by K. Oubre (drawn by J. Randle),104,100
433,4,7:09.0,Technical foul by K. Oubre,,104,100
434,4,7:09.0,,D. Miller misses technical free throw,104,100
435,4,7:09.0,,Offensive rebound by Team,104,100
436,4,7:03.0,,J. Randle misses 2-pt jump shot from 8 ft,104,100
437,4,7:03.0,Defensive rebound by Team,,104,100
438,4,7:03.0,,Loose ball foul by C. Diallo (drawn by D. Booker),104,100
439,4,7:03.0,D. Booker misses free throw 1 of 2,,104,100
440,4,7:03.0,Offensive rebound by Team,,104,100
441,4,7:03.0,D. Booker makes free throw 2 of 2,,105,100
442,4,6:40.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by J. Randle),105,103
443,4,6:16.0,D. Booker misses 2-pt jump shot from 23 ft,,105,103
444,4,6:10.0,,Defensive rebound by C. Diallo,105,103
445,4,6:09.0,,Shooting foul by D. Melton (drawn by S. Johnson),105,103
446,4,6:09.0,,New Orleans full timeout,105,103
447,4,6:09.0,D. Bender enters the game for M. Bridges,,105,103
448,4,6:09.0,,F. Jackson enters the game for D. Bertāns,105,103
449,4,6:09.0,,S. Johnson makes free throw 1 of 2,105,104
450,4,6:09.0,,S. Johnson makes free throw 2 of 2,105,105
451,4,5:55.0,Shooting foul by C. Diallo (drawn by K. Oubre),,105,105
452,4,5:55.0,K. Oubre makes free throw 1 of 2,,106,105
453,4,5:55.0,K. Oubre makes free throw 2 of 2,,107,105
454,4,5:45.0,,F. Jackson makes 3-pt jump shot from 26 ft (assist by S. Johnson),107,108
455,4,5:28.0,Turnover by D. Bender (lost ball; steal by J. Randle),,107,108
456,4,5:18.0,,J. Randle makes 2-pt layup from 2 ft,107,110
457,4,5:18.0,Phoenix full timeout,,107,110
458,4,5:18.0,M. Bridges enters the game for D. Melton,,107,110
459,4,5:08.0,K. Oubre makes 2-pt jump shot from 8 ft (assist by D. Booker),,109,110
460,4,4:55.0,,F. Jackson misses 2-pt layup from 4 ft,109,110
461,4,4:53.0,,Offensive rebound by C. Diallo,109,110
462,4,4:52.0,,C. Diallo makes 2-pt layup from 2 ft,109,112
463,4,4:38.0,Shooting foul by J. Randle (drawn by J. Jackson),,109,112
464,4,4:38.0,J. Jackson makes free throw 1 of 2,,110,112
465,4,4:38.0,J. Jackson makes free throw 2 of 2,,111,112
466,4,4:25.0,,Offensive foul by J. Randle (drawn by J. Jackson),111,112
467,4,4:25.0,,Turnover by J. Randle (offensive foul),111,112
468,4,4:14.0,D. Bender makes 2-pt layup from 7 ft (assist by J. Jackson),,113,112
469,4,4:14.0,,Violation by Team (def goaltending),113,112
470,4,4:03.0,,S. Johnson misses 3-pt jump shot from 25 ft,113,112
471,4,3:59.0,Defensive rebound by M. Bridges,,113,112
472,4,3:42.0,D. Booker misses 3-pt jump shot from 22 ft,,113,112
473,4,3:39.0,,Defensive rebound by J. Randle,113,112
474,4,3:32.0,,F. Jackson misses 3-pt jump shot from 25 ft,113,112
475,4,3:28.0,,Offensive rebound by F. Jackson,113,112
476,4,3:18.0,,Turnover by S. Johnson (bad pass; steal by J. Jackson),113,112
477,4,3:15.0,Offensive foul by J. Jackson (drawn by C. Diallo),,113,112
478,4,3:15.0,Turnover by J. Jackson (offensive foul),,113,112
479,4,3:15.0,,E. Payton enters the game for S. Johnson,113,112
480,4,3:03.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by E. Payton),113,115
481,4,2:51.0,Offensive foul by D. Booker (drawn by D. Miller),,113,115
482,4,2:51.0,Turnover by D. Booker (offensive foul),,113,115
483,4,2:51.0,,K. Williams enters the game for C. Diallo,113,115
484,4,2:38.0,,J. Randle misses 2-pt layup from 2 ft,113,115
485,4,2:37.0,,Offensive rebound by J. Randle,113,115
486,4,2:37.0,,J. Randle misses 2-pt layup at rim,113,115
487,4,2:37.0,Defensive rebound by Team,,113,115
488,4,2:22.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by M. Bridges),,116,115
489,4,2:11.0,,Turnover by E. Payton (bad pass; steal by K. Oubre),116,115
490,4,2:06.0,K. Oubre misses 2-pt layup from 2 ft,,116,115
491,4,2:04.0,,Defensive rebound by E. Payton,116,115
492,4,2:00.0,,E. Payton misses 2-pt layup from 3 ft,116,115
493,4,1:57.0,,Offensive rebound by E. Payton,116,115
494,4,1:55.0,,F. Jackson misses 2-pt jump shot from 12 ft,116,115
495,4,1:53.0,Defensive rebound by K. Oubre,,116,115
496,4,1:38.0,D. Booker makes 2-pt jump shot from 9 ft,,118,115
497,4,1:28.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),118,117
498,4,1:08.0,D. Booker makes 2-pt jump shot from 13 ft,,120,117
499,4,1:02.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),120,120
500,4,0:39.0,D. Booker misses 2-pt jump shot from 21 ft,,120,120
501,4,0:37.0,,Defensive rebound by E. Payton,120,120
502,4,0:37.0,,New Orleans full timeout,120,120
503,4,0:24.0,,J. Randle misses 2-pt layup from 2 ft (block by D. Bender),120,120
504,4,0:24.0,,Offensive rebound by Team,120,120
505,4,0:23.0,,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),120,122
506,4,0:18.0,D. Booker makes 2-pt layup from 2 ft,,122,122
507,4,0:18.0,,New Orleans full timeout,122,122
508,4,0:00.0,,F. Jackson misses 2-pt jump shot from 16 ft,122,122
509,4,0:00.0,,Offensive rebound by Team,122,122
510,1OT,4:45.0,,Shooting foul by J. Jackson (drawn by J. Randle),122,122
511,1OT,4:45.0,,J. Randle makes free throw 1 of 2,122,123
512,1OT,4:45.0,,J. Randle misses free throw 2 of 2,122,123
513,1OT,4:42.0,Defensive rebound by J. Jackson,,122,123
514,1OT,4:26.0,J. Jackson misses 2-pt layup from 2 ft,,122,123
515,1OT,4:24.0,,Defensive rebound by J. Randle,122,123
516,1OT,4:15.0,,J. Randle misses 2-pt layup from 1 ft,122,123
517,1OT,4:15.0,,Offensive rebound by J. Randle,122,123
518,1OT,4:15.0,Loose ball foul by J. Jackson (drawn by J. Randle),,122,123
519,1OT,4:08.0,,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),122,125
520,1OT,3:57.0,D. Booker makes 3-pt jump shot from 26 ft,,125,125
521,1OT,3:44.0,,Turnover by E. Payton (bad pass; steal by M. Bridges),125,125
522,1OT,3:28.0,D. Bender makes 2-pt layup from 2 ft (assist by M. Bridges),,127,125
523,1OT,3:14.0,,E. Payton misses 2-pt layup from 3 ft (block by J. Jackson),127,125
524,1OT,3:10.0,,Offensive rebound by E. Payton,127,125
525,1OT,3:09.0,,E. Payton makes 2-pt layup from 1 ft,127,127
526,1OT,2:59.0,K. Oubre misses 2-pt layup from 3 ft,,127,127
527,1OT,2:56.0,,Defensive rebound by D. Miller,127,127
528,1OT,2:48.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by E. Payton),127,130
529,1OT,2:27.0,D. Bender makes 2-pt layup from 2 ft (assist by D. Booker),,129,130
530,1OT,2:27.0,Shooting foul by K. Williams (drawn by D. Bender),,129,130
531,1OT,2:27.0,D. Bender misses free throw 1 of 1,,129,130
532,1OT,2:24.0,,Defensive rebound by E. Payton,129,130
533,1OT,2:14.0,,D. Miller makes 2-pt layup from 2 ft,129,132
534,1OT,2:05.0,Offensive foul by D. Booker (drawn by D. Miller),,129,132
535,1OT,2:05.0,Turnover by D. Booker (offensive foul),,129,132
536,1OT,1:57.0,,E. Payton makes 2-pt dunk at rim (assist by J. Randle),129,134
537,1OT,1:57.0,Phoenix full timeout,,129,134
538,1OT,1:50.0,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Booker),,131,134
539,1OT,1:33.0,,J. Randle misses 2-pt jump shot from 10 ft,131,134
540,1OT,1:26.0,,Offensive rebound by E. Payton,131,134
541,1OT,1:26.0,,E. Payton misses 2-pt layup at rim,131,134
542,1OT,1:25.0,Defensive rebound by D. Bender,,131,134
543,1OT,1:17.0,D. Booker misses 2-pt jump shot from 7 ft,,131,134
544,1OT,1:16.0,Offensive rebound by D. Bender,,131,134
545,1OT,1:15.0,J. Jackson misses 3-pt jump shot from 28 ft,,131,134
546,1OT,1:15.0,,Defensive rebound by J. Randle,131,134
547,1OT,0:57.0,,Personal foul by D. Bender (drawn by J. Randle),131,134
548,1OT,0:57.0,,New Orleans full timeout,131,134
549,1OT,0:57.0,R. Spalding enters the game for D. Bender,,131,134
550,1OT,0:49.0,,K. Williams misses 2-pt layup from 2 ft (block by D. Booker),131,134
551,1OT,0:46.0,Defensive rebound by K. Oubre,,131,134
552,1OT,0:44.0,K. Oubre makes 2-pt layup from 2 ft,,133,134
553,1OT,0:28.0,,Turnover by D. Miller (bad pass),133,134
554,1OT,0:16.0,Offensive foul by K. Oubre (drawn by K. Williams),,133,134
555,1OT,0:16.0,Turnover by K. Oubre (offensive foul),,133,134
556,1OT,0:16.0,,I. Clark enters the game for K. Williams,133,134
557,1OT,0:15.0,,Personal foul by J. Jackson (drawn by F. Jackson),133,134
558,1OT,0:15.0,,F. Jackson makes free throw 1 of 2,133,135
559,1OT,0:15.0,,K. Williams enters the game for I. Clark,133,135
560,1OT,0:15.0,,F. Jackson misses free throw 2 of 2,133,135
561,1OT,0:13.0,,Offensive rebound by J. Randle,133,135
562,1OT,0:12.0,,Personal foul by M. Bridges (drawn by J. Randle),133,135
563,1OT,0:12.0,,J. Randle misses free throw 1 of 2,133,135
564,1OT,0:12.0,,Offensive rebound by Team,133,135
565,1OT,0:12.0,,J. Randle makes free throw 2 of 2,133,136
566,1OT,0:12.0,Phoenix full timeout,,133,136
567,1OT,0:12.0,T. Daniels enters the game for J. Jackson,,133,136
568,1OT,0:09.0,D. Booker misses 3-pt jump shot from 27 ft,,133,136
569,1OT,0:07.0,,Defensive rebound by Team,133,136
570,1OT,0:07.0,,I. Clark enters the game for K. Williams,133,136
571,1OT,0:07.0,,New Orleans full timeout,133,136
572,1OT,0:07.0,J. Jackson enters the game for R. Spalding,,133,136
573,1OT,0:07.0,,Turnover by E. Payton (inbound),133,136
574,1OT,0:07.0,,K. Williams enters the game for I. Clark,133,136
575,1OT,0:06.0,Personal take foul by D. Miller (drawn by D. Booker),,133,136
576,1OT,0:02.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by D. Booker),,136,136
577,1OT,0:01.0,,New Orleans full timeout,136,136
578,1OT,0:01.0,,New Orleans full timeout,136,136
579,1OT,0:01.0,Technical foul by,,136,136
580,1OT,0:01.0,D. Booker makes technical free throw,,137,136
581,1OT,0:00.0,Personal take foul by K. Williams (drawn by J. Jackson),,137,136
582,1OT,0:00.0,J. Jackson makes free throw 1 of 2,,138,136
583,1OT,0:00.0,J. Jackson misses free throw 2 of 2,,138,136
584,1OT,0:00.0,,Defensive rebound by K. Williams,138,136
