,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
396,4,6:15.0,A. Len enters the game for K. Huerter,,108,102
397,4,6:15.0,,Z. LaVine enters the game for S. Harrison,108,102
398,4,6:15.0,,R. Lopez enters the game for W. Selden,108,102
399,4,6:01.0,J. Adams misses 3-pt jump shot from 26 ft,,108,102
400,4,5:59.0,Offensive rebound by K. Bazemore,,108,102
401,4,5:56.0,K. Bazemore makes 3-pt jump shot from 26 ft,,111,102
402,4,5:40.0,,A. Blakeney makes 2-pt jump shot from 14 ft,111,104
403,4,5:23.0,A. Len makes 3-pt jump shot from 24 ft (assist by J. Adams),,114,104
404,4,5:05.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by A. Blakeney),114,107
405,4,4:44.0,K. Bazemore makes 2-pt layup from 2 ft,,116,107
406,4,4:26.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by R. Lopez),116,109
407,4,4:09.0,K. Bazemore makes 2-pt layup from 1 ft,,118,109
408,4,3:53.0,,A. Blakeney makes 2-pt jump shot from 21 ft,118,111
409,4,3:38.0,K. Bazemore misses 2-pt jump shot from 20 ft,,118,111
410,4,3:34.0,,Defensive rebound by Z. LaVine,118,111
411,4,3:26.0,,A. Blakeney makes 2-pt jump shot from 18 ft,118,113
412,4,3:11.0,J. Adams misses 2-pt layup from 3 ft (block by R. Lopez),,118,113
413,4,3:09.0,,Defensive rebound by R. Lopez,118,113
414,4,2:52.0,,Turnover by R. Lopez (3 sec),118,113
415,4,2:52.0,,K. Dunn enters the game for R. Arcidiacono,118,113
416,4,2:42.0,K. Bazemore misses 2-pt layup from 5 ft (block by Z. LaVine),,118,113
417,4,2:39.0,,Defensive rebound by L. Markkanen,118,113
418,4,2:39.0,,A. Blakeney misses 2-pt layup from 2 ft (block by A. Poythress),118,113
419,4,2:39.0,,Offensive rebound by Team,118,113
420,4,2:39.0,K. Huerter enters the game for B. Johnson,,118,113
421,4,2:18.0,,Z. LaVine misses 2-pt layup from 5 ft (block by A. Len),118,113
422,4,2:18.0,,Offensive rebound by Team,118,113
423,4,2:18.0,,Chicago full timeout,118,113
424,4,2:11.0,,R. Lopez makes 2-pt jump shot from 6 ft,118,115
425,4,1:54.0,Turnover by K. Bazemore (lost ball; steal by K. Dunn),,118,115
426,4,1:54.0,,Personal foul by A. Len (drawn by K. Dunn),118,115
427,4,1:42.0,,Z. LaVine misses 3-pt jump shot from 26 ft,118,115
428,4,1:40.0,Defensive rebound by J. Adams,,118,115
429,4,1:18.0,A. Len misses 2-pt layup from 2 ft,,118,115
430,4,1:16.0,,Defensive rebound by L. Markkanen,118,115
431,4,1:14.0,,Shooting foul by A. Poythress (drawn by L. Markkanen),118,115
432,4,1:14.0,,L. Markkanen makes free throw 1 of 2,118,116
433,4,1:14.0,,S. Harrison enters the game for A. Blakeney,118,116
434,4,1:14.0,,L. Markkanen makes free throw 2 of 2,118,117
435,4,0:59.0,K. Huerter makes 2-pt jump shot from 8 ft,,120,117
436,4,0:46.0,,Turnover by Z. LaVine (lost ball; steal by K. Huerter),120,117
437,4,0:35.0,A. Len misses 2-pt layup from 2 ft,,120,117
438,4,0:33.0,,Defensive rebound by K. Dunn,120,117
439,4,0:21.0,,K. Dunn misses 3-pt jump shot from 27 ft,120,117
440,4,0:18.0,Defensive rebound by A. Poythress,,120,117
441,4,0:18.0,Atlanta full timeout,,120,117
442,4,0:18.0,Atlanta full timeout,,120,117
443,4,0:18.0,D. Dedmon enters the game for A. Poythress,,120,117
444,4,0:18.0,,W. Selden enters the game for R. Lopez,120,117
445,4,0:15.0,Personal take foul by Z. LaVine (drawn by K. Huerter),,120,117
446,4,0:15.0,K. Huerter misses free throw 1 of 2,,120,117
447,4,0:15.0,Offensive rebound by Team,,120,117
448,4,0:15.0,D. Bembry enters the game for A. Len,,120,117
449,4,0:15.0,,R. Lopez enters the game for S. Harrison,120,117
450,4,0:15.0,K. Huerter misses free throw 2 of 2,,120,117
451,4,0:15.0,,Defensive rebound by W. Selden,120,117
452,4,0:15.0,,Chicago full timeout,120,117
453,4,0:11.0,,L. Markkanen misses 3-pt jump shot from 25 ft,120,117
454,4,0:07.0,Defensive rebound by K. Bazemore,,120,117
455,4,0:07.0,Personal take foul by K. Dunn (drawn by K. Bazemore),,120,117
456,4,0:07.0,K. Bazemore misses free throw 1 of 2,,120,117
457,4,0:07.0,Offensive rebound by Team,,120,117
458,4,0:07.0,K. Bazemore makes free throw 2 of 2,,121,117
459,4,0:05.0,,Personal take foul by D. Bembry (drawn by Z. LaVine),121,117
460,4,0:05.0,,Z. LaVine makes free throw 1 of 2,121,118
461,4,0:05.0,A. Len enters the game for D. Bembry,,121,118
462,4,0:05.0,,S. Harrison enters the game for R. Lopez,121,118
463,4,0:05.0,,Z. LaVine misses free throw 2 of 2,121,118
464,4,0:04.0,Defensive rebound by A. Len,,121,118
465,4,0:04.0,Personal take foul by W. Selden (drawn by A. Len),,121,118
466,4,0:04.0,A. Len makes free throw 1 of 2,,122,118
467,4,0:04.0,D. Bembry enters the game for D. Dedmon,,122,118
468,4,0:04.0,A. Len makes free throw 2 of 2,,123,118
469,4,0:00.0,,Z. LaVine misses 3-pt jump shot from 26 ft,123,118
470,4,0:00.0,,Offensive rebound by Team,123,118
