,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
60,1,4:14.0,,Shooting foul by D. Bender (drawn by R. Gobert),14,16
61,1,4:14.0,,R. Gobert makes free throw 1 of 2,14,17
62,1,4:14.0,R. Spalding enters the game for D. Bender,,14,17
63,1,4:14.0,,R. Gobert makes free throw 2 of 2,14,18
64,1,3:55.0,Turnover by D. Booker (bad pass; steal by R. O'Neale),,14,18
65,1,3:50.0,,K. Korver misses 2-pt jump shot from 23 ft,14,18
66,1,3:47.0,Defensive rebound by R. Spalding,,14,18
67,1,3:35.0,Turnover by R. Holmes (bad pass),,14,18
68,1,3:35.0,E. Okobo enters the game for D. Melton,,14,18
69,1,3:23.0,,K. Korver misses 3-pt jump shot from 27 ft,14,18
70,1,3:19.0,Defensive rebound by R. Spalding,,14,18
71,1,3:06.0,Turnover by D. Booker (bad pass),,14,18
72,1,3:06.0,,D. Favors enters the game for R. Gobert,14,18
73,1,3:06.0,,J. Ingles enters the game for D. Mitchell,14,18
74,1,3:06.0,,R. Neto enters the game for R. O'Neale,14,18
75,1,2:55.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Crowder),14,20
76,1,2:38.0,T. Daniels makes 3-pt jump shot from 25 ft,,17,20
77,1,2:14.0,,D. Favors makes 2-pt hook shot from 10 ft,17,22
78,1,1:59.0,E. Okobo makes 2-pt jump shot from 11 ft (assist by D. Booker),,19,22
79,1,1:45.0,,Personal foul by E. Okobo (drawn by R. Neto),19,22
80,1,1:45.0,,R. Neto makes free throw 1 of 2,19,23
81,1,1:45.0,,R. Neto makes free throw 2 of 2,19,24
82,1,1:31.0,Personal foul by R. Neto (drawn by D. Booker),,19,24
83,1,1:25.0,,Violation by Team (kicked ball),19,24
84,1,1:15.0,R. Holmes makes 2-pt dunk from 2 ft (assist by D. Booker),,21,24
85,1,0:59.0,,J. Crowder misses 3-pt jump shot from 23 ft,21,24
86,1,0:56.0,Defensive rebound by T. Daniels,,21,24
87,1,0:39.0,D. Booker misses 2-pt layup from 2 ft,,21,24
88,1,0:38.0,Offensive rebound by R. Holmes,,21,24
89,1,0:38.0,R. Holmes misses 2-pt layup at rim,,21,24
90,1,0:38.0,,Defensive rebound by Team,21,24
91,1,0:30.0,,K. Korver misses 3-pt jump shot from 25 ft,21,24
92,1,0:28.0,,Offensive rebound by J. Crowder,21,24
93,1,0:16.0,,J. Crowder makes 2-pt layup from 4 ft (assist by J. Ingles),21,26
94,2,11:42.0,E. Okobo makes 2-pt layup from 4 ft (assist by R. Holmes),,23,26
95,2,11:22.0,,R. Neto misses 2-pt jump shot from 8 ft,23,26
96,2,11:19.0,Defensive rebound by T. Daniels,,23,26
97,2,11:13.0,E. Okobo misses 3-pt jump shot from 25 ft,,23,26
98,2,11:09.0,Offensive rebound by T. Daniels,,23,26
99,2,11:09.0,Turnover by T. Daniels (out of bounds lost ball),,23,26
100,2,11:01.0,,R. Neto makes 2-pt layup from 3 ft (assist by J. Ingles),23,28
101,2,11:01.0,,Shooting foul by J. Fredette (drawn by R. Neto),23,28
102,2,11:01.0,,R. Neto makes free throw 1 of 1,23,29
103,2,10:42.0,Turnover by J. Fredette (traveling),,23,29
104,2,10:32.0,,J. Ingles misses 2-pt jump shot from 13 ft,23,29
105,2,10:29.0,,Offensive rebound by D. Favors,23,29
106,2,10:27.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Favors),23,32
107,2,10:10.0,J. Fredette misses 2-pt layup from 7 ft,,23,32
108,2,10:08.0,,Defensive rebound by R. Neto,23,32
109,2,9:54.0,,D. Favors misses 2-pt jump shot from 7 ft (block by R. Holmes),23,32
110,2,9:50.0,,Offensive rebound by R. Neto,23,32
111,2,9:49.0,,R. Neto misses 3-pt jump shot from 25 ft,23,32
112,2,9:47.0,Defensive rebound by R. Holmes,,23,32
113,2,9:40.0,Turnover by E. Okobo (bad pass; steal by J. Crowder),,23,32
114,2,9:23.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Favors),23,35
115,2,9:21.0,Phoenix full timeout,,23,35
116,2,9:21.0,D. Ayton enters the game for R. Holmes,,23,35
117,2,9:21.0,M. Bridges enters the game for R. Spalding,,23,35
118,2,9:21.0,,T. Sefolosha enters the game for J. Crowder,23,35
119,2,9:04.0,T. Daniels misses 3-pt jump shot from 24 ft,,23,35
120,2,9:00.0,,Defensive rebound by D. Favors,23,35
121,2,8:46.0,,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),23,37
122,2,8:30.0,M. Bridges misses 2-pt layup from 7 ft (block by D. Favors),,23,37
123,2,8:30.0,Offensive rebound by Team,,23,37
124,2,8:30.0,,D. Mitchell enters the game for J. Ingles,23,37
125,2,8:30.0,,R. O'Neale enters the game for K. Korver,23,37
126,2,8:22.0,J. Fredette misses 2-pt jump shot from 17 ft,,23,37
127,2,8:17.0,,Defensive rebound by R. Neto,23,37
128,2,8:08.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. O'Neale),23,40
129,2,7:44.0,D. Ayton misses 2-pt jump shot from 7 ft (block by D. Favors),,23,40
130,2,7:42.0,,Defensive rebound by D. Favors,23,40
131,2,7:30.0,,Turnover by D. Mitchell (lost ball; steal by T. Daniels),23,40
132,2,7:22.0,Turnover by M. Bridges (bad pass; steal by D. Mitchell),,23,40
133,2,7:21.0,,Turnover by D. Mitchell (out of bounds lost ball),23,40
134,2,7:21.0,D. Booker enters the game for J. Fredette,,23,40
135,2,7:21.0,,R. Gobert enters the game for D. Favors,23,40
136,2,7:04.0,E. Okobo misses 2-pt jump shot from 14 ft,,23,40
137,2,7:02.0,,Defensive rebound by T. Sefolosha,23,40
138,2,6:48.0,,D. Mitchell misses 2-pt jump shot from 14 ft,23,40
139,2,6:44.0,,Offensive rebound by R. Gobert,23,40
140,2,6:44.0,,R. Gobert misses 2-pt layup from 1 ft,23,40
141,2,6:44.0,Defensive rebound by T. Daniels,,23,40
142,2,6:31.0,E. Okobo misses 2-pt layup from 4 ft,,23,40
143,2,6:30.0,Offensive rebound by D. Ayton,,23,40
144,2,6:29.0,D. Ayton makes 2-pt jump shot from 2 ft,,25,40
145,2,6:28.0,,Utah full timeout,25,40
146,2,6:28.0,,R. Rubio enters the game for R. Neto,25,40
147,2,6:15.0,,D. Mitchell makes 3-pt jump shot from 26 ft,25,43
148,2,5:58.0,M. Bridges misses 2-pt layup from 3 ft,,25,43
149,2,5:56.0,,Defensive rebound by D. Mitchell,25,43
150,2,5:52.0,,Turnover by R. Rubio (bad pass),25,43
151,2,5:37.0,Turnover by D. Booker (out of bounds lost ball),,25,43
152,2,5:23.0,,D. Mitchell makes 2-pt jump shot from 8 ft,25,45
153,2,5:08.0,D. Booker misses 2-pt jump shot from 16 ft,,25,45
154,2,5:05.0,Offensive rebound by Team,,25,45
155,2,5:05.0,D. Melton enters the game for E. Okobo,,25,45
156,2,4:59.0,D. Booker makes 2-pt layup from 2 ft,,27,45
157,2,4:42.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),27,47
158,2,4:29.0,D. Booker makes 2-pt jump shot from 10 ft,,29,47
159,2,4:19.0,,D. Mitchell misses 2-pt layup from 5 ft,29,47
160,2,4:19.0,,Offensive rebound by Team,29,47
161,2,4:19.0,Loose ball foul by D. Booker (drawn by R. Gobert),,29,47
162,2,4:07.0,,R. Rubio misses 2-pt jump shot from 19 ft,29,47
163,2,4:04.0,Defensive rebound by D. Ayton,,29,47
164,2,3:51.0,Personal foul by T. Sefolosha (drawn by D. Booker),,29,47
165,2,3:51.0,,J. Ingles enters the game for R. O'Neale,29,47
166,2,3:45.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,31,47
167,2,3:20.0,,J. Ingles misses 2-pt layup from 4 ft,31,47
168,2,3:18.0,Defensive rebound by D. Melton,,31,47
169,2,3:16.0,Shooting foul by D. Mitchell (drawn by D. Booker),,31,47
170,2,3:16.0,D. Booker makes free throw 1 of 2,,32,47
171,2,3:16.0,,J. Crowder enters the game for T. Sefolosha,32,47
172,2,3:16.0,D. Booker makes free throw 2 of 2,,33,47
173,2,3:03.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),33,49
174,2,2:50.0,D. Booker makes 2-pt jump shot from 8 ft,,35,49
175,2,2:47.0,,Turnover by R. Gobert (inbound),35,49
176,2,2:47.0,J. Fredette enters the game for D. Melton,,35,49
177,2,2:39.0,D. Booker makes 2-pt jump shot from 21 ft,,37,49
178,2,2:26.0,,D. Mitchell misses 2-pt layup from 4 ft,37,49
179,2,2:24.0,Defensive rebound by D. Ayton,,37,49
180,2,2:20.0,Personal foul by R. Rubio (drawn by D. Booker),,37,49
181,2,2:14.0,Def 3 sec tech foul by Team,,37,49
182,2,2:14.0,D. Booker makes technical free throw,,38,49
183,2,2:09.0,D. Booker misses 2-pt layup from 3 ft (block by R. Gobert),,38,49
184,2,2:06.0,,Defensive rebound by D. Mitchell,38,49
185,2,2:01.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),38,52
186,2,1:43.0,Personal foul by D. Mitchell (drawn by D. Booker),,38,52
187,2,1:43.0,R. Holmes enters the game for D. Ayton,,38,52
188,2,1:43.0,,R. O'Neale enters the game for D. Mitchell,38,52
189,2,1:43.0,Personal foul by R. O'Neale (drawn by D. Booker),,38,52
190,2,1:43.0,D. Booker makes free throw 1 of 2,,39,52
191,2,1:43.0,D. Booker makes free throw 2 of 2,,40,52
192,2,1:32.0,,R. Rubio makes 2-pt layup from 4 ft,40,54
193,2,1:17.0,T. Daniels misses 3-pt jump shot from 24 ft,,40,54
194,2,1:14.0,,Defensive rebound by R. Gobert,40,54
195,2,1:08.0,,J. Crowder misses 2-pt layup from 3 ft,40,54
196,2,1:08.0,,Offensive rebound by R. Gobert,40,54
197,2,1:08.0,,R. Gobert makes 2-pt dunk from 1 ft,40,56
198,2,1:08.0,,Shooting foul by R. Holmes (drawn by R. Gobert),40,56
199,2,1:08.0,,R. Gobert makes free throw 1 of 1,40,57
200,2,0:51.0,Shooting foul by J. Ingles (drawn by D. Booker),,40,57
201,2,0:51.0,,D. Mitchell enters the game for R. O'Neale,40,57
202,2,0:51.0,D. Booker makes free throw 1 of 3,,41,57
203,2,0:51.0,D. Booker makes free throw 2 of 3,,42,57
204,2,0:51.0,D. Booker makes free throw 3 of 3,,43,57
205,2,0:37.0,,Shooting foul by D. Booker (drawn by R. Rubio),43,57
206,2,0:37.0,,R. Rubio makes free throw 1 of 2,43,58
207,2,0:37.0,,R. O'Neale enters the game for D. Mitchell,43,58
208,2,0:37.0,,R. Rubio makes free throw 2 of 2,43,59
209,2,0:33.0,D. Booker misses 3-pt jump shot from 31 ft,,43,59
210,2,0:29.0,,Defensive rebound by R. Gobert,43,59
211,2,0:11.0,,J. Ingles misses 2-pt jump shot from 24 ft,43,59
212,2,0:10.0,Loose ball foul by R. Holmes (drawn by R. Gobert),,43,59
213,2,0:10.0,,Offensive rebound by Team,43,59
214,2,0:10.0,Technical foul by R. Holmes,,43,59
215,2,0:10.0,Technical foul by R. Holmes,,43,59
216,2,0:10.0,R. Holmes ejected from game,,43,59
217,2,0:10.0,,R. Rubio makes technical free throw,43,60
218,2,0:10.0,,R. Rubio makes technical free throw,43,61
219,2,0:10.0,D. Ayton enters the game for R. Holmes,,43,61
220,2,0:10.0,,R. Gobert misses free throw 1 of 2,43,61
221,2,0:10.0,,Offensive rebound by Team,43,61
222,2,0:10.0,,R. Gobert makes free throw 2 of 2,43,62
223,2,0:00.0,D. Booker misses 2-pt jump shot from 9 ft (block by R. Gobert),,43,62
224,2,0:00.0,,Defensive rebound by R. Gobert,43,62
225,3,11:35.0,Turnover by Team (shot clock),,43,62
226,3,11:21.0,,D. Mitchell misses 3-pt jump shot from 25 ft,43,62
227,3,11:18.0,Defensive rebound by M. Bridges,,43,62
228,3,11:05.0,D. Booker makes 2-pt jump shot from 14 ft,,45,62
229,3,10:48.0,,R. Rubio makes 2-pt jump shot from 19 ft,45,64
230,3,10:25.0,M. Bridges misses 2-pt layup from 3 ft,,45,64
231,3,10:24.0,,Loose ball foul by D. Mitchell (drawn by D. Ayton),45,64
232,3,10:24.0,Offensive rebound by Team,,45,64
233,3,10:14.0,D. Melton misses 3-pt jump shot from 23 ft,,45,64
234,3,10:10.0,,Defensive rebound by D. Mitchell,45,64
235,3,10:05.0,,D. Mitchell misses 2-pt layup from 4 ft,45,64
236,3,10:02.0,,Offensive rebound by D. Favors,45,64
237,3,10:02.0,,D. Favors misses 2-pt layup at rim,45,64
238,3,10:00.0,Defensive rebound by D. Melton,,45,64
239,3,9:57.0,D. Booker makes 2-pt jump shot from 14 ft (assist by D. Melton),,47,64
240,3,9:36.0,,R. Gobert makes 2-pt jump shot from 5 ft,47,66
241,3,9:29.0,Offensive foul by D. Booker (drawn by R. Rubio),,47,66
242,3,9:29.0,Turnover by D. Booker (offensive foul),,47,66
243,3,9:16.0,,R. Rubio makes 2-pt layup from 7 ft,47,68
244,3,9:03.0,Shooting foul by R. Gobert (drawn by D. Booker),,47,68
245,3,9:03.0,D. Booker makes free throw 1 of 2,,48,68
246,3,9:03.0,D. Booker makes free throw 2 of 2,,49,68
247,3,8:48.0,,Turnover by R. Rubio (bad pass; steal by D. Melton),49,68
248,3,8:33.0,D. Ayton makes 2-pt dunk from 1 ft (assist by M. Bridges),,51,68
249,3,8:33.0,Shooting foul by R. Gobert (drawn by D. Ayton),,51,68
250,3,8:33.0,D. Ayton makes free throw 1 of 1,,52,68
251,3,8:17.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),52,70
252,3,8:03.0,Personal foul by R. Rubio (drawn by D. Booker),,52,70
253,3,7:57.0,Personal foul by D. Mitchell (drawn by M. Bridges),,52,70
254,3,7:57.0,M. Bridges misses free throw 1 of 2,,52,70
255,3,7:57.0,Offensive rebound by Team,,52,70
256,3,7:57.0,,R. O'Neale enters the game for D. Mitchell,52,70
257,3,7:57.0,M. Bridges makes free throw 2 of 2,,53,70
258,3,7:47.0,,J. Ingles misses 2-pt jump shot from 19 ft,53,70
259,3,7:42.0,,Offensive rebound by R. Gobert,53,70
260,3,7:42.0,,R. Gobert makes 2-pt dunk at rim,53,72
261,3,7:27.0,D. Booker makes 2-pt jump shot from 10 ft,,55,72
262,3,7:15.0,,R. Rubio makes 2-pt hook shot from 3 ft,55,74
263,3,6:50.0,Turnover by D. Melton (bad pass),,55,74
264,3,6:50.0,,Utah full timeout,55,74
265,3,6:50.0,T. Daniels enters the game for D. Bender,,55,74
266,3,6:50.0,,J. Crowder enters the game for D. Favors,55,74
267,3,6:35.0,,J. Crowder misses 2-pt layup from 3 ft,55,74
268,3,6:32.0,,Offensive rebound by R. Gobert,55,74
269,3,6:32.0,,R. Gobert makes 2-pt dunk at rim,55,76
270,3,6:15.0,D. Booker misses 2-pt jump shot from 19 ft,,55,76
271,3,6:13.0,,Defensive rebound by J. Crowder,55,76
272,3,6:00.0,,J. Crowder misses 2-pt jump shot from 23 ft,55,76
273,3,5:57.0,Defensive rebound by M. Bridges,,55,76
274,3,5:47.0,Turnover by D. Ayton (lost ball; steal by R. O'Neale),,55,76
275,3,5:41.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),55,78
276,3,5:40.0,Phoenix full timeout,,55,78
277,3,5:40.0,E. Okobo enters the game for D. Melton,,55,78
278,3,5:23.0,T. Daniels makes 2-pt jump shot from 21 ft,,57,78
279,3,5:10.0,,Shooting foul by E. Okobo (drawn by R. Gobert),57,78
280,3,5:10.0,,R. Gobert makes free throw 1 of 2,57,79
281,3,5:10.0,,R. Gobert makes free throw 2 of 2,57,80
282,3,4:55.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Okobo),,60,80
283,3,4:32.0,,R. Gobert makes 2-pt layup from 3 ft (assist by R. Rubio),60,82
284,3,4:05.0,D. Booker misses 2-pt jump shot from 23 ft,,60,82
285,3,4:04.0,,Defensive rebound by Team,60,82
286,3,4:04.0,,K. Korver enters the game for R. Rubio,60,82
287,3,3:53.0,,R. Gobert misses 2-pt dunk from 2 ft,60,82
288,3,3:51.0,Defensive rebound by M. Bridges,,60,82
289,3,3:46.0,T. Daniels misses 2-pt jump shot from 9 ft,,60,82
290,3,3:44.0,,Defensive rebound by R. Gobert,60,82
291,3,3:36.0,,Turnover by J. Ingles (bad pass; steal by E. Okobo),60,82
292,3,3:31.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Okobo),,63,82
293,3,3:28.0,,Utah full timeout,63,82
294,3,3:28.0,D. Bender enters the game for D. Ayton,,63,82
295,3,3:18.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),63,84
296,3,2:55.0,T. Daniels misses 3-pt jump shot from 29 ft,,63,84
297,3,2:53.0,Offensive rebound by M. Bridges,,63,84
298,3,2:50.0,M. Bridges misses 2-pt layup from 4 ft,,63,84
299,3,2:43.0,Offensive rebound by T. Daniels,,63,84
300,3,2:43.0,T. Daniels makes 2-pt layup from 1 ft,,65,84
301,3,2:31.0,,J. Ingles makes 2-pt jump shot from 11 ft,65,86
302,3,2:17.0,Shooting foul by R. O'Neale (drawn by D. Booker),,65,86
303,3,2:17.0,R. Spalding enters the game for M. Bridges,,65,86
304,3,2:17.0,,D. Favors enters the game for R. Gobert,65,86
305,3,2:17.0,,D. Mitchell enters the game for J. Ingles,65,86
306,3,2:17.0,,R. Neto enters the game for R. O'Neale,65,86
307,3,2:17.0,D. Booker makes free throw 1 of 2,,66,86
308,3,2:17.0,D. Booker makes free throw 2 of 2,,67,86
309,3,2:10.0,,K. Korver misses 3-pt jump shot from 25 ft,67,86
310,3,2:07.0,Defensive rebound by D. Booker,,67,86
311,3,2:01.0,D. Bender makes 3-pt jump shot from 26 ft (assist by D. Booker),,70,86
312,3,1:47.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Neto),70,88
313,3,1:33.0,D. Booker misses 2-pt jump shot from 14 ft,,70,88
314,3,1:29.0,Offensive rebound by R. Spalding,,70,88
315,3,1:29.0,R. Spalding misses 2-pt layup from 1 ft,,70,88
316,3,1:27.0,Offensive rebound by D. Booker,,70,88
317,3,1:27.0,D. Booker makes 2-pt layup from 1 ft,,72,88
318,3,1:27.0,,R. O'Neale enters the game for J. Crowder,72,88
319,3,1:27.0,,T. Sefolosha enters the game for K. Korver,72,88
320,3,1:18.0,,D. Mitchell misses 3-pt jump shot from 24 ft (block by E. Okobo),72,88
321,3,1:14.0,Defensive rebound by D. Booker,,72,88
322,3,1:10.0,Turnover by D. Booker (lost ball; steal by R. O'Neale),,72,88
323,3,1:09.0,,Personal foul by R. Spalding (drawn by D. Mitchell),72,88
324,3,1:04.0,,Turnover by R. O'Neale (step out of bounds),72,88
325,3,0:45.0,Turnover by R. Spalding (bad pass; steal by D. Mitchell),,72,88
326,3,0:32.0,,D. Mitchell misses 2-pt jump shot from 10 ft,72,88
327,3,0:28.0,,Offensive rebound by D. Favors,72,88
328,3,0:28.0,,D. Favors misses 2-pt layup at rim,72,88
329,3,0:27.0,Defensive rebound by D. Bender,,72,88
330,3,0:09.0,D. Booker misses 3-pt jump shot from 27 ft,,72,88
331,3,0:06.0,Offensive rebound by E. Okobo,,72,88
332,3,0:00.0,D. Booker makes 2-pt jump shot from 11 ft,,74,88
333,4,11:42.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),74,90
334,4,11:30.0,Personal foul by T. Sefolosha (drawn by D. Bender),,74,90
335,4,11:20.0,T. Daniels misses 3-pt jump shot from 26 ft,,74,90
336,4,11:17.0,,Defensive rebound by R. Neto,74,90
337,4,11:11.0,,Turnover by R. Neto (bad pass),74,90
338,4,11:05.0,Personal foul by D. Favors (drawn by D. Ayton),,74,90
339,4,11:01.0,Turnover by D. Ayton (lost ball; steal by J. Ingles),,74,90
340,4,10:59.0,,J. Ingles makes 2-pt dunk from 2 ft (assist by D. Favors),74,92
341,4,10:41.0,D. Booker misses 2-pt jump shot from 10 ft,,74,92
342,4,10:39.0,,Defensive rebound by T. Sefolosha,74,92
343,4,10:33.0,,D. Favors makes 2-pt dunk from 2 ft (assist by T. Sefolosha),74,94
344,4,10:32.0,Phoenix full timeout,,74,94
345,4,10:16.0,D. Booker misses 2-pt hook shot from 5 ft,,74,94
346,4,10:15.0,,Defensive rebound by T. Sefolosha,74,94
347,4,9:52.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),74,97
348,4,9:38.0,Shooting foul by T. Sefolosha (drawn by D. Booker),,74,97
349,4,9:38.0,D. Booker makes free throw 1 of 2,,75,97
350,4,9:38.0,,R. Rubio enters the game for R. Neto,75,97
351,4,9:38.0,D. Booker makes free throw 2 of 2,,76,97
352,4,9:25.0,,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),76,99
353,4,9:09.0,D. Booker makes 2-pt jump shot from 23 ft,,78,99
354,4,8:52.0,,R. Rubio misses 2-pt jump shot from 17 ft,78,99
355,4,8:49.0,,D. Favors misses 2-pt layup at rim,78,99
356,4,8:49.0,,Offensive rebound by D. Favors,78,99
357,4,8:49.0,Defensive rebound by Team,,78,99
358,4,8:49.0,,Loose ball foul by D. Favors (drawn by D. Ayton),78,99
359,4,8:34.0,Phoenix full timeout,,78,99
360,4,8:34.0,M. Bridges enters the game for T. Daniels,,78,99
361,4,8:34.0,,K. Korver enters the game for D. Mitchell,78,99
362,4,8:29.0,D. Booker makes 2-pt jump shot from 20 ft (assist by E. Okobo),,80,99
363,4,8:05.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by R. Rubio),80,101
364,4,7:44.0,M. Bridges misses 3-pt jump shot from 23 ft,,80,101
365,4,7:41.0,,Defensive rebound by D. Favors,80,101
366,4,7:25.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by J. Ingles),80,103
367,4,7:11.0,Turnover by D. Booker (bad pass; steal by T. Sefolosha),,80,103
368,4,6:56.0,,R. Rubio makes 2-pt layup from 5 ft,80,105
369,4,6:56.0,,Shooting foul by D. Ayton (drawn by R. Rubio),80,105
370,4,6:56.0,J. Fredette enters the game for E. Okobo,,80,105
371,4,6:56.0,,R. Gobert enters the game for D. Favors,80,105
372,4,6:56.0,,D. Mitchell enters the game for J. Ingles,80,105
373,4,6:56.0,,R. Rubio misses free throw 1 of 1,80,105
374,4,6:55.0,Defensive rebound by D. Bender,,80,105
375,4,6:41.0,J. Fredette misses 3-pt jump shot from 24 ft,,80,105
376,4,6:40.0,,Defensive rebound by R. Gobert,80,105
377,4,6:28.0,,D. Mitchell misses 2-pt layup from 2 ft,80,105
378,4,6:26.0,Defensive rebound by J. Fredette,,80,105
379,4,6:22.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Fredette),,82,105
380,4,6:22.0,Phoenix full timeout,,82,105
381,4,6:07.0,,D. Mitchell misses 2-pt jump shot from 12 ft,82,105
382,4,6:04.0,Defensive rebound by D. Ayton,,82,105
383,4,5:59.0,J. Fredette misses 3-pt jump shot from 23 ft,,82,105
384,4,5:55.0,,Defensive rebound by D. Mitchell,82,105
385,4,5:50.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,82,105
386,4,5:46.0,Defensive rebound by D. Bender,,82,105
387,4,5:24.0,Shooting foul by D. Mitchell (drawn by D. Booker),,82,105
