,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
45,1,5:56.0,,J. Lin enters the game for D. Dedmon,13,14
46,1,5:56.0,,O. Spellman enters the game for T. Young,13,14
47,1,5:41.0,,O. Spellman misses 3-pt jump shot from 24 ft,13,14
48,1,5:37.0,,Offensive rebound by J. Collins,13,14
49,1,5:34.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by O. Spellman),13,17
50,1,5:17.0,P. Siakam misses 3-pt jump shot from 23 ft,,13,17
51,1,5:13.0,Offensive rebound by D. Green,,13,17
52,1,5:02.0,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),,15,17
53,1,4:40.0,,J. Collins makes 2-pt jump shot from 10 ft (assist by T. Prince),15,19
54,1,4:31.0,Personal foul by K. Huerter (drawn by K. Lowry),,15,19
55,1,4:31.0,O. Anunoby enters the game for P. Siakam,,15,19
56,1,4:31.0,N. Powell enters the game for F. VanVleet,,15,19
57,1,4:31.0,,K. Bazemore enters the game for J. Collins,15,19
58,1,4:31.0,,D. Bembry enters the game for K. Huerter,15,19
59,1,4:31.0,,V. Carter enters the game for T. Prince,15,19
60,1,4:21.0,Turnover by O. Anunoby (bad pass; steal by O. Spellman),,15,19
61,1,4:09.0,,D. Bembry makes 3-pt jump shot from 23 ft (assist by J. Lin),15,22
62,1,3:49.0,D. Green makes 2-pt jump shot from 12 ft (assist by K. Lowry),,17,22
63,1,3:33.0,,Personal foul by O. Anunoby (drawn by D. Bembry),17,22
64,1,3:29.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by O. Spellman),17,25
65,1,3:18.0,Personal foul by K. Bazemore (drawn by D. Green),,17,25
66,1,3:11.0,K. Lowry misses 3-pt jump shot from 25 ft (block by O. Spellman),,17,25
67,1,3:07.0,,Defensive rebound by K. Bazemore,17,25
68,1,3:02.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by D. Bembry),17,28
69,1,3:00.0,Toronto full timeout,,17,28
70,1,3:00.0,P. Siakam enters the game for S. Ibaka,,17,28
71,1,2:46.0,Shooting foul by J. Lin (drawn by K. Lowry),,17,28
72,1,2:46.0,K. Lowry misses free throw 1 of 2,,17,28
73,1,2:46.0,Offensive rebound by Team,,17,28
74,1,2:46.0,P. McCaw enters the game for D. Green,,17,28
75,1,2:46.0,K. Lowry misses free throw 2 of 2,,17,28
76,1,2:42.0,,Defensive rebound by O. Spellman,17,28
77,1,2:33.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Bazemore),17,31
78,1,2:15.0,N. Powell makes 2-pt jump shot from 19 ft (assist by O. Anunoby),,19,31
79,1,2:00.0,,K. Bazemore misses 2-pt layup from 1 ft,19,31
80,1,1:56.0,Defensive rebound by O. Anunoby,,19,31
81,1,1:54.0,N. Powell misses 3-pt jump shot from 25 ft,,19,31
82,1,1:51.0,,Defensive rebound by Team,19,31
83,1,1:51.0,F. VanVleet enters the game for K. Lowry,,19,31
84,1,1:30.0,,K. Bazemore misses 2-pt jump shot from 20 ft,19,31
85,1,1:27.0,Defensive rebound by P. McCaw,,19,31
86,1,1:08.0,F. VanVleet misses 3-pt jump shot from 27 ft,,19,31
87,1,1:03.0,,Defensive rebound by D. Bembry,19,31
88,1,0:59.0,,D. Bembry makes 2-pt layup from 1 ft,19,33
89,1,0:42.0,Personal foul by K. Bazemore (drawn by P. Siakam),,19,33
90,1,0:42.0,P. Siakam makes free throw 1 of 2,,20,33
91,1,0:42.0,P. Siakam misses free throw 2 of 2,,20,33
92,1,0:40.0,,Defensive rebound by V. Carter,20,33
93,1,0:32.0,,J. Lin misses 2-pt layup from 7 ft,20,33
94,1,0:30.0,Defensive rebound by P. Siakam,,20,33
95,1,0:30.0,,T. Prince enters the game for K. Bazemore,20,33
96,1,0:16.0,Shooting foul by V. Carter (drawn by F. VanVleet),,20,33
97,1,0:16.0,F. VanVleet makes free throw 1 of 2,,21,33
98,1,0:16.0,F. VanVleet makes free throw 2 of 2,,22,33
99,1,0:01.0,,Shooting foul by F. VanVleet (drawn by V. Carter),22,33
100,1,0:01.0,,V. Carter misses free throw 1 of 2,22,33
101,1,0:01.0,,Offensive rebound by Team,22,33
102,1,0:01.0,,V. Carter misses free throw 2 of 2,22,33
103,1,0:01.0,,Offensive rebound by O. Spellman,22,33
104,1,0:01.0,,O. Spellman misses 2-pt jump shot from 15 ft,22,33
105,1,0:01.0,,Offensive rebound by Team,22,33
106,2,11:53.0,P. Siakam misses 2-pt layup from 4 ft,,22,33
107,2,11:49.0,,Defensive rebound by J. Lin,22,33
108,2,11:45.0,,J. Lin makes 2-pt layup from 4 ft,22,35
109,2,11:38.0,N. Powell makes 2-pt dunk from 1 ft (assist by K. Lowry),,24,35
110,2,11:29.0,,Personal foul by P. McCaw (drawn by J. Lin),24,35
111,2,11:13.0,,J. Lin misses 2-pt jump shot from 13 ft,24,35
112,2,11:10.0,Defensive rebound by K. Lowry,,24,35
113,2,11:06.0,N. Powell misses 2-pt layup from 1 ft (block by V. Carter),,24,35
114,2,11:03.0,Offensive rebound by N. Powell,,24,35
115,2,11:01.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by K. Lowry),,27,35
116,2,10:46.0,,Personal foul by K. Lowry (drawn by A. Len),27,35
117,2,10:44.0,,Personal foul by P. McCaw (drawn by V. Carter),27,35
118,2,10:34.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Bembry),27,38
119,2,10:17.0,P. Siakam makes 2-pt layup from 1 ft (assist by N. Powell),,29,38
120,2,9:55.0,,J. Lin misses 3-pt jump shot from 25 ft,29,38
121,2,9:49.0,,Offensive rebound by A. Len,29,38
122,2,9:48.0,,Turnover by A. Len (bad pass; steal by O. Anunoby),29,38
123,2,9:46.0,Offensive foul by O. Anunoby (drawn by T. Prince),,29,38
124,2,9:46.0,Turnover by O. Anunoby (offensive foul),,29,38
125,2,9:46.0,J. Loyd enters the game for P. McCaw,,29,38
126,2,9:46.0,,J. Collins enters the game for V. Carter,29,38
127,2,9:43.0,,Personal foul by J. Loyd (drawn by J. Lin),29,38
128,2,9:43.0,S. Ibaka enters the game for O. Anunoby,,29,38
129,2,9:30.0,,A. Len makes 3-pt jump shot from 24 ft (assist by T. Prince),29,41
130,2,9:13.0,K. Lowry misses 3-pt jump shot from 26 ft,,29,41
131,2,9:10.0,,Defensive rebound by A. Len,29,41
132,2,9:02.0,,J. Lin makes 2-pt jump shot from 8 ft,29,43
133,2,8:55.0,Personal foul by T. Prince (drawn by N. Powell),,29,43
134,2,8:55.0,,K. Huerter enters the game for D. Bembry,29,43
135,2,8:44.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,31,43
136,2,8:44.0,Shooting foul by J. Collins (drawn by P. Siakam),,31,43
137,2,8:44.0,P. Siakam makes free throw 1 of 1,,32,43
138,2,8:27.0,,J. Collins misses 2-pt layup from 6 ft (block by K. Lowry),32,43
139,2,8:27.0,,Offensive rebound by Team,32,43
140,2,8:20.0,,J. Lin misses 2-pt layup from 1 ft,32,43
141,2,8:18.0,Defensive rebound by P. Siakam,,32,43
142,2,8:15.0,K. Lowry misses 2-pt layup from 1 ft,,32,43
143,2,8:12.0,,Defensive rebound by J. Collins,32,43
144,2,8:07.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Huerter),32,46
145,2,7:55.0,Turnover by N. Powell (bad pass; steal by J. Lin),,32,46
146,2,7:53.0,,J. Collins misses 2-pt layup from 2 ft,32,46
147,2,7:50.0,Defensive rebound by Team,,32,46
148,2,7:50.0,Toronto full timeout,,32,46
149,2,7:50.0,D. Green enters the game for N. Powell,,32,46
150,2,7:34.0,P. Siakam misses 2-pt hook shot from 10 ft,,32,46
151,2,7:31.0,,Defensive rebound by A. Len,32,46
152,2,7:27.0,,T. Prince misses 3-pt jump shot from 24 ft,32,46
153,2,7:26.0,,Offensive rebound by A. Len,32,46
154,2,7:26.0,,Shooting foul by P. Siakam (drawn by A. Len),32,46
155,2,7:26.0,,A. Len makes free throw 1 of 2,32,47
156,2,7:26.0,,T. Young enters the game for J. Lin,32,47
157,2,7:26.0,,A. Len misses free throw 2 of 2,32,47
158,2,7:24.0,Defensive rebound by S. Ibaka,,32,47
159,2,7:10.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Lowry),,35,47
160,2,6:55.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by K. Huerter),35,50
161,2,6:41.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),,38,50
162,2,6:28.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),38,53
163,2,6:14.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,40,53
164,2,5:54.0,,J. Collins misses 2-pt jump shot from 9 ft,40,53
165,2,5:51.0,Defensive rebound by S. Ibaka,,40,53
166,2,5:43.0,Shooting foul by J. Collins (drawn by S. Ibaka),,40,53
167,2,5:43.0,S. Ibaka misses free throw 1 of 2,,40,53
168,2,5:43.0,Offensive rebound by Team,,40,53
169,2,5:43.0,F. VanVleet enters the game for J. Loyd,,40,53
170,2,5:43.0,,D. Dedmon enters the game for A. Len,40,53
171,2,5:43.0,S. Ibaka makes free throw 2 of 2,,41,53
172,2,5:24.0,,T. Prince misses 2-pt jump shot from 13 ft,41,53
173,2,5:20.0,Defensive rebound by S. Ibaka,,41,53
174,2,5:10.0,S. Ibaka misses 2-pt jump shot from 12 ft,,41,53
175,2,5:07.0,Offensive rebound by K. Lowry,,41,53
176,2,5:06.0,Turnover by K. Lowry (bad pass; steal by T. Prince),,41,53
177,2,5:01.0,,Shooting foul by P. Siakam (drawn by T. Young),41,53
178,2,5:01.0,Technical foul by P. Siakam,,41,53
179,2,5:01.0,,T. Young makes technical free throw,41,54
180,2,5:01.0,,T. Young makes free throw 1 of 2,41,55
181,2,5:01.0,,T. Young makes free throw 2 of 2,41,56
182,2,4:50.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,44,56
183,2,4:36.0,,T. Prince makes 2-pt layup from 1 ft (assist by T. Young),44,58
184,2,4:30.0,Shooting foul by K. Huerter (drawn by K. Lowry),,44,58
185,2,4:30.0,K. Lowry makes free throw 1 of 2,,45,58
186,2,4:30.0,,K. Bazemore enters the game for K. Huerter,45,58
187,2,4:30.0,K. Lowry makes free throw 2 of 2,,46,58
188,2,4:18.0,,T. Young makes 2-pt jump shot from 14 ft,46,60
189,2,4:06.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Lowry),,49,60
190,2,3:46.0,,D. Dedmon makes 2-pt layup from 4 ft (assist by J. Collins),49,62
191,2,3:32.0,S. Ibaka misses 2-pt jump shot from 22 ft,,49,62
192,2,3:30.0,,Defensive rebound by J. Collins,49,62
193,2,3:24.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by K. Bazemore),49,65
194,2,3:11.0,F. VanVleet misses 2-pt layup from 1 ft,,49,65
195,2,3:08.0,,Defensive rebound by J. Collins,49,65
196,2,3:02.0,Loose ball foul by K. Lowry (drawn by T. Young),,49,65
197,2,3:02.0,,T. Young misses free throw 1 of 2,49,65
198,2,3:02.0,,Offensive rebound by Team,49,65
199,2,3:02.0,O. Anunoby enters the game for S. Ibaka,,49,65
200,2,3:02.0,,T. Young makes free throw 2 of 2,49,66
201,2,2:43.0,Shooting foul by D. Dedmon (drawn by F. VanVleet),,49,66
202,2,2:43.0,,Atlanta full timeout,49,66
203,2,2:43.0,,O. Spellman enters the game for J. Collins,49,66
204,2,2:43.0,F. VanVleet makes free throw 1 of 2,,50,66
205,2,2:43.0,F. VanVleet makes free throw 2 of 2,,51,66
206,2,2:25.0,,K. Bazemore misses 3-pt jump shot from 26 ft,51,66
207,2,2:21.0,Defensive rebound by F. VanVleet,,51,66
208,2,2:10.0,Shooting foul by D. Dedmon (drawn by K. Lowry),,51,66
209,2,2:10.0,K. Lowry makes free throw 1 of 2,,52,66
210,2,2:10.0,K. Lowry makes free throw 2 of 2,,53,66
211,2,1:55.0,,O. Spellman misses 3-pt jump shot from 26 ft,53,66
212,2,1:52.0,Defensive rebound by K. Lowry,,53,66
213,2,1:39.0,Turnover by P. Siakam (bad pass; steal by T. Young),,53,66
214,2,1:29.0,,D. Dedmon misses 3-pt jump shot from 26 ft,53,66
215,2,1:26.0,Defensive rebound by O. Anunoby,,53,66
216,2,1:23.0,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),,55,66
217,2,1:08.0,,T. Young misses 2-pt jump shot from 23 ft,55,66
218,2,1:05.0,Defensive rebound by D. Green,,55,66
219,2,0:55.0,P. Siakam misses 3-pt jump shot from 25 ft,,55,66
220,2,0:53.0,,Defensive rebound by K. Bazemore,55,66
221,2,0:36.0,,D. Dedmon misses 2-pt layup from 2 ft,55,66
222,2,0:33.0,Defensive rebound by P. Siakam,,55,66
223,2,0:30.0,P. Siakam makes 2-pt layup from 1 ft,,57,66
224,2,0:29.0,,Turnover by D. Dedmon (bad pass; steal by D. Green),57,66
225,2,0:29.0,Personal foul by K. Bazemore (drawn by D. Green),,57,66
226,2,0:29.0,,Technical foul by K. Bazemore,57,66
227,2,0:29.0,D. Green makes technical free throw,,58,66
228,2,0:29.0,P. McCaw enters the game for P. Siakam,,58,66
229,2,0:29.0,N. Powell enters the game for F. VanVleet,,58,66
230,2,0:29.0,D. Green makes free throw 1 of 2,,59,66
231,2,0:29.0,D. Green makes free throw 2 of 2,,60,66
232,2,0:12.0,,T. Prince makes 2-pt jump shot from 8 ft (assist by K. Bazemore),60,68
233,2,0:01.0,K. Lowry misses 3-pt jump shot from 25 ft,,60,68
234,2,0:01.0,Offensive rebound by Team,,60,68
235,3,11:43.0,D. Green makes 2-pt jump shot from 21 ft (assist by F. VanVleet),,62,68
236,3,11:25.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by T. Prince),62,71
237,3,10:59.0,S. Ibaka makes 2-pt layup from 2 ft (assist by F. VanVleet),,64,71
238,3,10:46.0,,T. Young misses 2-pt layup from 2 ft,64,71
239,3,10:42.0,Defensive rebound by P. Siakam,,64,71
240,3,10:40.0,D. Green misses 3-pt jump shot from 25 ft,,64,71
241,3,10:35.0,Offensive rebound by K. Lowry,,64,71
242,3,10:32.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Lowry),,67,71
243,3,10:30.0,,Atlanta full timeout,67,71
244,3,10:10.0,,Turnover by T. Prince (lost ball; steal by P. Siakam),67,71
245,3,10:01.0,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),,70,71
246,3,9:44.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),70,73
247,3,9:24.0,F. VanVleet misses 3-pt jump shot from 26 ft,,70,73
248,3,9:21.0,,Defensive rebound by D. Dedmon,70,73
249,3,9:12.0,,J. Collins misses 3-pt jump shot from 26 ft,70,73
250,3,9:11.0,Defensive rebound by Team,,70,73
251,3,8:46.0,S. Ibaka makes 2-pt layup from 1 ft (assist by F. VanVleet),,72,73
252,3,8:24.0,,K. Huerter misses 3-pt jump shot from 23 ft,72,73
253,3,8:22.0,Defensive rebound by P. Siakam,,72,73
254,3,8:18.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Siakam),,75,73
255,3,7:52.0,,T. Young makes 2-pt jump shot from 10 ft (assist by D. Dedmon),75,75
256,3,7:52.0,,Shooting foul by S. Ibaka (drawn by T. Young),75,75
257,3,7:52.0,,T. Young misses free throw 1 of 1,75,75
258,3,7:50.0,,Offensive rebound by T. Young,75,75
259,3,7:48.0,,T. Young makes 2-pt jump shot from 2 ft,75,77
260,3,7:25.0,S. Ibaka misses 2-pt jump shot from 10 ft,,75,77
261,3,7:20.0,,Defensive rebound by J. Collins,75,77
262,3,7:15.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),75,79
263,3,6:56.0,Shooting foul by J. Collins (drawn by P. Siakam),,75,79
264,3,6:56.0,P. Siakam misses free throw 1 of 2,,75,79
265,3,6:56.0,Offensive rebound by Team,,75,79
266,3,6:56.0,P. Siakam makes free throw 2 of 2,,76,79
267,3,6:45.0,,J. Collins misses 3-pt jump shot from 25 ft,76,79
268,3,6:41.0,Defensive rebound by K. Lowry,,76,79
269,3,6:28.0,D. Green misses 3-pt jump shot from 23 ft,,76,79
270,3,6:24.0,,Defensive rebound by D. Dedmon,76,79
271,3,6:22.0,,Turnover by K. Huerter (bad pass),76,79
272,3,6:07.0,S. Ibaka misses 3-pt jump shot from 23 ft,,76,79
273,3,6:04.0,,Defensive rebound by T. Young,76,79
274,3,5:56.0,,T. Young makes 2-pt jump shot from 17 ft,76,81
275,3,5:38.0,Shooting foul by K. Huerter (drawn by S. Ibaka),,76,81
276,3,5:38.0,S. Ibaka misses free throw 1 of 2,,76,81
277,3,5:38.0,Offensive rebound by Team,,76,81
278,3,5:38.0,,D. Bembry enters the game for K. Huerter,76,81
279,3,5:38.0,S. Ibaka makes free throw 2 of 2,,77,81
280,3,5:25.0,,T. Young misses 2-pt jump shot from 13 ft,77,81
281,3,5:21.0,Defensive rebound by F. VanVleet,,77,81
282,3,5:18.0,S. Ibaka misses 2-pt jump shot from 11 ft,,77,81
283,3,5:14.0,,Defensive rebound by D. Dedmon,77,81
284,3,5:03.0,,J. Collins misses 2-pt jump shot from 9 ft,77,81
285,3,5:03.0,Defensive rebound by Team,,77,81
286,3,5:03.0,O. Anunoby enters the game for S. Ibaka,,77,81
287,3,4:50.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Siakam),,80,81
288,3,4:23.0,,Offensive foul by J. Collins (drawn by O. Anunoby),80,81
289,3,4:23.0,,Turnover by J. Collins (offensive foul),80,81
290,3,4:23.0,,V. Carter enters the game for J. Collins,80,81
291,3,4:23.0,,J. Lin enters the game for D. Dedmon,80,81
292,3,4:23.0,,O. Spellman enters the game for T. Young,80,81
293,3,4:03.0,F. VanVleet misses 3-pt jump shot from 23 ft,,80,81
294,3,3:59.0,,Defensive rebound by V. Carter,80,81
295,3,3:55.0,,V. Carter misses 3-pt jump shot from 25 ft,80,81
296,3,3:52.0,Defensive rebound by D. Green,,80,81
297,3,3:44.0,D. Green makes 2-pt layup from 1 ft (assist by K. Lowry),,82,81
298,3,3:25.0,,T. Prince misses 3-pt jump shot from 25 ft,82,81
299,3,3:25.0,Defensive rebound by F. VanVleet,,82,81
300,3,3:17.0,F. VanVleet makes 2-pt layup from 1 ft,,84,81
301,3,3:17.0,,Atlanta full timeout,84,81
302,3,3:17.0,N. Powell enters the game for F. VanVleet,,84,81
303,3,3:17.0,,K. Bazemore enters the game for T. Prince,84,81
304,3,3:01.0,,J. Lin misses 2-pt jump shot from 7 ft (block by P. Siakam),84,81
305,3,2:58.0,Defensive rebound by K. Lowry,,84,81
306,3,2:58.0,Turnover by K. Lowry (bad pass; steal by O. Spellman),,84,81
307,3,2:58.0,,Shooting foul by D. Green (drawn by O. Spellman),84,81
308,3,2:58.0,,O. Spellman makes free throw 1 of 2,84,82
309,3,2:58.0,,O. Spellman misses free throw 2 of 2,84,82
310,3,2:55.0,Defensive rebound by O. Anunoby,,84,82
311,3,2:38.0,D. Green misses 3-pt jump shot from 23 ft,,84,82
312,3,2:35.0,,Defensive rebound by D. Bembry,84,82
313,3,2:32.0,,Personal foul by D. Green (drawn by J. Lin),84,82
314,3,2:13.0,,K. Bazemore misses 2-pt layup from 2 ft,84,82
315,3,2:13.0,,Offensive rebound by O. Spellman,84,82
316,3,2:13.0,,Personal foul by O. Anunoby (drawn by O. Spellman),84,82
317,3,2:02.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by J. Lin),84,84
318,3,2:02.0,,Shooting foul by K. Lowry (drawn by K. Bazemore),84,84
319,3,2:02.0,,K. Bazemore misses free throw 1 of 1,84,84
320,3,1:59.0,Defensive rebound by O. Anunoby,,84,84
321,3,1:43.0,K. Lowry misses 3-pt jump shot from 25 ft,,84,84
322,3,1:40.0,,Defensive rebound by K. Bazemore,84,84
323,3,1:36.0,,Turnover by D. Bembry (traveling),84,84
324,3,1:36.0,Toronto full timeout,,84,84
325,3,1:36.0,P. McCaw enters the game for D. Green,,84,84
326,3,1:36.0,F. VanVleet enters the game for K. Lowry,,84,84
327,3,1:21.0,P. Siakam makes 2-pt layup from 8 ft (assist by F. VanVleet),,86,84
328,3,1:05.0,,Offensive foul by J. Lin (drawn by O. Anunoby),86,84
329,3,1:05.0,,Turnover by J. Lin (offensive foul),86,84
330,3,0:52.0,Shooting foul by J. Lin (drawn by P. Siakam),,86,84
331,3,0:52.0,P. Siakam makes free throw 1 of 2,,87,84
332,3,0:52.0,P. Siakam makes free throw 2 of 2,,88,84
333,3,0:31.0,,O. Spellman misses 2-pt layup from 1 ft,88,84
334,3,0:27.0,Defensive rebound by P. McCaw,,88,84
335,3,0:08.0,Offensive foul by P. Siakam (drawn by J. Lin),,88,84
336,3,0:08.0,Turnover by P. Siakam (offensive foul),,88,84
337,3,0:08.0,J. Loyd enters the game for P. Siakam,,88,84
338,3,0:02.0,,Shooting foul by J. Loyd (drawn by K. Bazemore),88,84
339,3,0:02.0,,K. Bazemore misses free throw 1 of 3,88,84
340,3,0:02.0,,Offensive rebound by Team,88,84
341,3,0:02.0,,K. Bazemore makes free throw 2 of 3,88,85
342,3,0:02.0,,K. Bazemore misses free throw 3 of 3,88,85
343,3,0:01.0,Defensive rebound by Team,,88,85
344,3,0:00.0,O. Anunoby misses 3-pt jump shot from 27 ft,,88,85
345,3,0:00.0,Offensive rebound by Team,,88,85
346,4,11:42.0,,Shooting foul by O. Anunoby (drawn by V. Carter),88,85
347,4,11:42.0,,V. Carter makes free throw 1 of 2,88,86
348,4,11:42.0,,V. Carter misses free throw 2 of 2,88,86
349,4,11:39.0,Defensive rebound by P. Siakam,,88,86
350,4,11:25.0,P. McCaw misses 2-pt layup from 7 ft,,88,86
351,4,11:18.0,Offensive rebound by P. Siakam,,88,86
352,4,11:18.0,P. Siakam makes 2-pt layup from 1 ft,,90,86
353,4,11:12.0,,Turnover by J. Collins (lost ball; steal by P. Siakam),90,86
354,4,11:08.0,P. Siakam makes 2-pt dunk from 1 ft (assist by N. Powell),,92,86
355,4,10:56.0,,V. Carter makes 2-pt dunk from 1 ft,92,88
356,4,10:42.0,,Violation by Team (kicked ball),92,88
357,4,10:33.0,F. VanVleet makes 2-pt layup from 1 ft,,94,88
358,4,10:33.0,Shooting foul by V. Carter (drawn by F. VanVleet),,94,88
359,4,10:33.0,F. VanVleet misses free throw 1 of 1,,94,88
360,4,10:30.0,,Defensive rebound by J. Collins,94,88
361,4,10:15.0,,K. Bazemore misses 3-pt jump shot from 25 ft,94,88
362,4,10:10.0,Defensive rebound by P. Siakam,,94,88
363,4,10:03.0,Shooting foul by V. Carter (drawn by N. Powell),,94,88
364,4,10:03.0,N. Powell makes free throw 1 of 2,,95,88
365,4,10:03.0,N. Powell makes free throw 2 of 2,,96,88
366,4,9:48.0,,Personal foul by N. Powell (drawn by J. Lin),96,88
367,4,9:48.0,,K. Huerter enters the game for K. Bazemore,96,88
368,4,9:48.0,,T. Young enters the game for J. Lin,96,88
369,4,9:36.0,,V. Carter misses 2-pt layup from 8 ft,96,88
370,4,9:34.0,Defensive rebound by F. VanVleet,,96,88
371,4,9:28.0,F. VanVleet misses 2-pt jump shot from 9 ft,,96,88
372,4,9:25.0,Offensive rebound by O. Anunoby,,96,88
373,4,9:24.0,O. Anunoby misses 2-pt jump shot from 1 ft (block by J. Collins),,96,88
374,4,9:22.0,,Defensive rebound by J. Collins,96,88
375,4,9:18.0,,Turnover by K. Huerter (traveling),96,88
376,4,8:55.0,P. Siakam makes 2-pt jump shot from 19 ft,,98,88
377,4,8:42.0,,T. Young misses 2-pt jump shot from 4 ft,98,88
378,4,8:40.0,Defensive rebound by F. VanVleet,,98,88
379,4,8:36.0,N. Powell makes 3-pt jump shot from 23 ft (assist by P. Siakam),,101,88
380,4,8:35.0,,Atlanta full timeout,101,88
381,4,8:18.0,,Shooting foul by P. McCaw (drawn by J. Collins),101,88
382,4,8:18.0,,J. Collins misses free throw 1 of 2,101,88
383,4,8:18.0,,Offensive rebound by Team,101,88
384,4,8:18.0,,J. Collins makes free throw 2 of 2,101,89
385,4,7:53.0,P. McCaw misses 3-pt jump shot from 28 ft,,101,89
386,4,7:49.0,,Defensive rebound by J. Collins,101,89
