,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
388,4,10:06.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Fultz),66,83
389,4,9:59.0,Personal foul by J. Redick (drawn by D. Bembry),,66,83
390,4,9:59.0,K. Bazemore enters the game for D. Bembry,,66,83
391,4,9:57.0,D. Dedmon misses 3-pt jump shot from 25 ft,,66,83
392,4,9:53.0,,Defensive rebound by R. Covington,66,83
393,4,9:39.0,,M. Fultz makes 2-pt layup from 1 ft (assist by J. Redick),66,85
394,4,9:25.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),,69,85
395,4,9:18.0,,R. Covington misses 3-pt jump shot from 27 ft,69,85
396,4,9:13.0,Defensive rebound by K. Bazemore,,69,85
397,4,9:07.0,K. Bazemore misses 2-pt layup from 7 ft (block by R. Covington),,69,85
398,4,9:04.0,,Defensive rebound by J. Redick,69,85
399,4,8:58.0,,M. Muscala makes 3-pt jump shot from 24 ft (assist by M. Fultz),69,88
400,4,8:54.0,Atlanta full timeout,,69,88
401,4,8:54.0,,D. Šarić enters the game for J. Embiid,69,88
402,4,8:54.0,,L. Shamet enters the game for M. Fultz,69,88
403,4,8:54.0,,B. Simmons enters the game for J. Redick,69,88
404,4,8:46.0,Personal foul by B. Simmons (drawn by T. Prince),,69,88
405,4,8:35.0,K. Bazemore misses 2-pt jump shot from 10 ft,,69,88
406,4,8:32.0,,Defensive rebound by R. Covington,69,88
407,4,8:20.0,,M. Muscala misses 3-pt jump shot from 24 ft,69,88
408,4,8:16.0,Defensive rebound by K. Bazemore,,69,88
409,4,8:09.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by T. Young),,72,88
410,4,7:50.0,,M. Muscala makes 3-pt jump shot from 24 ft (assist by L. Shamet),72,91
411,4,7:38.0,T. Prince misses 3-pt jump shot from 27 ft,,72,91
412,4,7:36.0,,Defensive rebound by B. Simmons,72,91
413,4,7:30.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by B. Simmons),72,94
414,4,7:18.0,T. Young makes 2-pt layup from 2 ft,,74,94
415,4,7:08.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by D. Šarić),74,97
416,4,6:48.0,K. Bazemore makes 2-pt layup from 2 ft,,76,97
417,4,6:48.0,Shooting foul by M. Muscala (drawn by K. Bazemore),,76,97
418,4,6:48.0,K. Huerter enters the game for D. Dedmon,,76,97
419,4,6:48.0,A. Len enters the game for T. Prince,,76,97
420,4,6:48.0,,J. Bolden enters the game for D. Šarić,76,97
421,4,6:48.0,K. Bazemore makes free throw 1 of 1,,77,97
422,4,6:28.0,,J. Bolden makes 2-pt layup from 1 ft (assist by B. Simmons),77,99
423,4,6:26.0,,Violation by Team (delay of game),77,99
424,4,6:16.0,T. Young makes 2-pt layup from 1 ft,,79,99
425,4,6:02.0,,Shooting foul by K. Huerter (drawn by L. Shamet),79,99
426,4,6:02.0,,T. McConnell enters the game for B. Simmons,79,99
427,4,6:02.0,,L. Shamet makes free throw 1 of 3,79,100
428,4,6:02.0,,L. Shamet makes free throw 2 of 3,79,101
429,4,6:02.0,,L. Shamet makes free throw 3 of 3,79,102
430,4,5:53.0,T. Young misses 3-pt jump shot from 26 ft,,79,102
431,4,5:51.0,Offensive rebound by O. Spellman,,79,102
432,4,5:42.0,Personal foul by R. Covington (drawn by K. Huerter),,79,102
433,4,5:42.0,T. Dorsey enters the game for K. Bazemore,,79,102
434,4,5:42.0,J. Lin enters the game for T. Young,,79,102
435,4,5:42.0,,M. Fultz enters the game for R. Covington,79,102
436,4,5:42.0,K. Huerter makes free throw 1 of 2,,80,102
437,4,5:42.0,K. Huerter makes free throw 2 of 2,,81,102
438,4,5:42.0,D. Bembry enters the game for K. Huerter,,81,102
439,4,5:34.0,,J. Bolden misses 3-pt jump shot from 27 ft,81,102
440,4,5:29.0,Defensive rebound by J. Lin,,81,102
441,4,5:14.0,T. Dorsey misses 3-pt jump shot from 25 ft,,81,102
442,4,5:10.0,,Defensive rebound by T. McConnell,81,102
443,4,5:06.0,,Shooting foul by A. Len (drawn by M. Fultz),81,102
444,4,5:06.0,,M. Fultz misses free throw 1 of 2,81,102
445,4,5:06.0,,Offensive rebound by Team,81,102
446,4,5:06.0,J. Adams enters the game for A. Len,,81,102
447,4,5:06.0,,A. Johnson enters the game for M. Muscala,81,102
448,4,5:06.0,,M. Fultz makes free throw 2 of 2,81,103
449,4,4:51.0,D. Bembry misses 2-pt layup from 5 ft (block by J. Bolden),,81,103
450,4,4:48.0,,Defensive rebound by A. Johnson,81,103
451,4,4:44.0,,T. McConnell misses 2-pt jump shot from 15 ft,81,103
452,4,4:42.0,Defensive rebound by D. Bembry,,81,103
453,4,4:35.0,Shooting foul by T. McConnell (drawn by J. Lin),,81,103
454,4,4:35.0,J. Lin makes free throw 1 of 2,,82,103
455,4,4:35.0,,F. Korkmaz enters the game for L. Shamet,82,103
456,4,4:35.0,J. Lin makes free throw 2 of 2,,83,103
457,4,4:25.0,,M. Fultz makes 2-pt jump shot from 8 ft (assist by A. Johnson),83,105
458,4,4:13.0,D. Bembry misses 3-pt jump shot from 26 ft,,83,105
459,4,4:10.0,,Defensive rebound by F. Korkmaz,83,105
460,4,4:03.0,,T. McConnell misses 2-pt layup from 1 ft,83,105
461,4,4:03.0,Defensive rebound by Team,,83,105
462,4,4:03.0,,Loose ball foul by A. Johnson (drawn by O. Spellman),83,105
463,4,4:03.0,O. Spellman makes free throw 1 of 2,,84,105
464,4,4:03.0,O. Spellman misses free throw 2 of 2,,84,105
465,4,4:01.0,,Defensive rebound by F. Korkmaz,84,105
466,4,3:52.0,,J. Bolden makes 2-pt dunk from 1 ft (assist by M. Fultz),84,107
467,4,3:39.0,J. Lin makes 2-pt jump shot from 9 ft,,86,107
468,4,3:20.0,,M. Fultz misses 3-pt jump shot from 24 ft,86,107
469,4,3:17.0,Defensive rebound by D. Bembry,,86,107
470,4,3:07.0,T. Dorsey misses 2-pt layup from 2 ft,,86,107
471,4,3:05.0,,Defensive rebound by T. McConnell,86,107
472,4,3:00.0,,Turnover by J. Bolden (offensive foul),86,107
473,4,3:00.0,,Offensive foul by J. Bolden (drawn by J. Lin),86,107
474,4,2:52.0,J. Adams misses 3-pt jump shot from 26 ft,,86,107
475,4,2:49.0,,Defensive rebound by A. Johnson,86,107
476,4,2:35.0,,J. Bolden misses 3-pt jump shot from 26 ft,86,107
477,4,2:33.0,Defensive rebound by J. Adams,,86,107
478,4,2:29.0,O. Spellman misses 3-pt jump shot from 27 ft,,86,107
479,4,2:25.0,,Defensive rebound by T. McConnell,86,107
480,4,2:20.0,,T. McConnell makes 2-pt jump shot from 17 ft (assist by M. Fultz),86,109
481,4,2:06.0,O. Spellman misses 3-pt jump shot from 28 ft,,86,109
482,4,2:04.0,,Defensive rebound by A. Johnson,86,109
483,4,1:57.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,86,109
484,4,1:55.0,,Offensive rebound by T. McConnell,86,109
485,4,1:43.0,,Turnover by T. McConnell (lost ball; steal by O. Spellman),86,109
486,4,1:39.0,T. Dorsey makes 2-pt layup from 2 ft (assist by D. Bembry),,88,109
487,4,1:24.0,,F. Korkmaz makes 2-pt layup from 2 ft (assist by T. McConnell),88,111
488,4,1:04.0,J. Adams makes 3-pt jump shot from 24 ft (assist by T. Dorsey),,91,111
489,4,0:52.0,,Turnover by T. McConnell (bad pass; steal by D. Bembry),91,111
490,4,0:52.0,Personal foul by A. Johnson (drawn by D. Bembry),,91,111
491,4,0:52.0,,Philadelphia full timeout,91,111
492,4,0:52.0,D. Bembry misses free throw 1 of 2,,91,111
493,4,0:52.0,Offensive rebound by Team,,91,111
494,4,0:52.0,D. Bembry makes free throw 2 of 2,,92,111
495,4,0:45.0,,A. Johnson makes 2-pt layup from 1 ft (assist by M. Fultz),92,113
496,4,0:34.0,O. Spellman misses 2-pt layup from 5 ft,,92,113
497,4,0:32.0,,Defensive rebound by J. Bolden,92,113
498,4,0:12.0,,J. Bolden misses 3-pt jump shot from 28 ft,92,113
499,4,0:09.0,Defensive rebound by J. Lin,,92,113
