,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
56,1,6:26.0,Turnover by J. Harden (bad pass; steal by D. Favors),,13,11
57,1,6:25.0,,Personal foul by D. House (drawn by J. Ingles),13,11
58,1,6:15.0,,R. Rubio misses 2-pt jump shot from 11 ft,13,11
59,1,6:12.0,Defensive rebound by J. Harden,,13,11
60,1,6:07.0,J. Ennis misses 3-pt jump shot from 22 ft,,13,11
61,1,6:03.0,Offensive rebound by C. Capela,,13,11
62,1,5:54.0,J. Harden misses 2-pt layup from 1 ft,,13,11
63,1,5:51.0,Offensive rebound by C. Capela,,13,11
64,1,5:51.0,C. Capela misses 2-pt layup at rim,,13,11
65,1,5:49.0,Offensive rebound by C. Capela,,13,11
66,1,5:49.0,C. Capela misses 2-pt layup at rim,,13,11
67,1,5:47.0,,Defensive rebound by J. Ingles,13,11
68,1,5:41.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),13,14
69,1,5:15.0,Turnover by C. Capela (lost ball; steal by J. Crowder),,13,14
70,1,5:10.0,,R. Rubio makes 2-pt layup from 2 ft,13,16
71,1,4:47.0,Shooting foul by R. Rubio (drawn by J. Harden),,13,16
72,1,4:47.0,J. Harden makes free throw 1 of 2,,14,16
73,1,4:47.0,G. Green enters the game for C. Capela,,14,16
74,1,4:47.0,N. Hilário enters the game for J. Ennis,,14,16
75,1,4:47.0,,R. O'Neale enters the game for D. Mitchell,14,16
76,1,4:47.0,J. Harden makes free throw 2 of 2,,15,16
77,1,4:27.0,,R. Rubio misses 2-pt jump shot from 13 ft,15,16
78,1,4:23.0,Defensive rebound by N. Hilário,,15,16
79,1,4:17.0,J. Harden misses 2-pt layup from 5 ft (block by J. Crowder),,15,16
80,1,4:14.0,Offensive rebound by N. Hilário,,15,16
81,1,4:14.0,Shooting foul by R. O'Neale (drawn by N. Hilário),,15,16
82,1,4:14.0,,K. Korver enters the game for J. Ingles,15,16
83,1,4:14.0,D. House makes free throw 1 of 2,,16,16
84,1,4:14.0,D. House misses free throw 2 of 2,,16,16
85,1,4:11.0,,Defensive rebound by J. Crowder,16,16
86,1,4:00.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),16,18
87,1,3:40.0,E. Gordon misses 3-pt jump shot from 25 ft,,16,18
88,1,3:36.0,,Defensive rebound by K. Korver,16,18
89,1,3:27.0,,R. Rubio misses 2-pt jump shot from 12 ft (block by D. House),16,18
90,1,3:27.0,,Offensive rebound by Team,16,18
91,1,3:27.0,,D. Exum enters the game for R. Rubio,16,18
92,1,3:25.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. O'Neale),16,20
93,1,2:57.0,J. Harden misses 2-pt layup from 7 ft,,16,20
94,1,2:53.0,,Defensive rebound by R. O'Neale,16,20
95,1,2:51.0,,Shooting foul by D. House (drawn by D. Exum),16,20
96,1,2:51.0,Houston full timeout,,16,20
97,1,2:51.0,C. Paul enters the game for J. Harden,,16,20
98,1,2:51.0,P. Tucker enters the game for D. House,,16,20
99,1,2:51.0,,D. Mitchell enters the game for J. Crowder,16,20
100,1,2:51.0,,T. Sefolosha enters the game for D. Favors,16,20
101,1,2:51.0,,E. Udoh enters the game for R. O'Neale,16,20
102,1,2:51.0,,D. Exum makes free throw 1 of 2,16,21
103,1,2:51.0,,D. Exum misses free throw 2 of 2,16,21
104,1,2:48.0,Defensive rebound by P. Tucker,,16,21
105,1,2:33.0,C. Paul misses 2-pt jump shot from 14 ft,,16,21
106,1,2:29.0,,Defensive rebound by K. Korver,16,21
107,1,2:13.0,,K. Korver misses 3-pt jump shot from 23 ft,16,21
108,1,2:10.0,Defensive rebound by P. Tucker,,16,21
109,1,2:01.0,E. Gordon misses 2-pt layup from 7 ft,,16,21
110,1,1:59.0,,Defensive rebound by K. Korver,16,21
111,1,1:51.0,,D. Mitchell makes 2-pt layup from 2 ft,16,23
112,1,1:41.0,Turnover by E. Gordon (lost ball; steal by T. Sefolosha),,16,23
113,1,1:36.0,,D. Exum makes 2-pt dunk from 1 ft (assist by T. Sefolosha),16,25
114,1,1:21.0,Turnover by C. Paul (bad pass; steal by D. Mitchell),,16,25
115,1,1:06.0,,D. Exum makes 2-pt layup from 5 ft (assist by D. Mitchell),16,27
116,1,0:47.0,N. Hilário misses 2-pt layup from 7 ft,,16,27
117,1,0:46.0,,Defensive rebound by D. Exum,16,27
118,1,0:40.0,,D. Exum misses 3-pt jump shot from 25 ft,16,27
119,1,0:37.0,Defensive rebound by P. Tucker,,16,27
120,1,0:22.0,E. Gordon makes 2-pt layup from 2 ft,,18,27
121,1,0:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft (block by E. Gordon),18,27
122,1,0:00.0,Defensive rebound by E. Gordon,,18,27
123,2,11:49.0,,Shooting foul by P. Tucker (drawn by T. Sefolosha),18,27
124,2,11:49.0,,T. Sefolosha misses free throw 1 of 2,18,27
125,2,11:49.0,,Offensive rebound by Team,18,27
126,2,11:49.0,J. Ennis enters the game for P. Tucker,,18,27
127,2,11:49.0,,T. Sefolosha misses free throw 2 of 2,18,27
128,2,11:44.0,Defensive rebound by J. Ennis,,18,27
129,2,11:36.0,J. Ennis misses 3-pt jump shot from 24 ft,,18,27
130,2,11:33.0,,Defensive rebound by E. Udoh,18,27
131,2,11:12.0,,Turnover by K. Korver (bad pass; steal by G. Green),18,27
132,2,11:03.0,G. Green misses 3-pt jump shot from 25 ft,,18,27
133,2,11:00.0,Offensive rebound by J. Ennis,,18,27
134,2,10:58.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Ennis),,21,27
135,2,10:44.0,,D. Mitchell makes 2-pt jump shot from 19 ft,21,29
136,2,10:27.0,G. Green misses 3-pt jump shot from 26 ft (block by K. Korver),,21,29
137,2,10:23.0,,Defensive rebound by D. Exum,21,29
138,2,10:19.0,,D. Mitchell makes 2-pt layup from 2 ft,21,31
139,2,9:56.0,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,24,31
140,2,9:41.0,,E. Udoh makes 2-pt jump shot from 6 ft (assist by D. Exum),24,33
141,2,9:15.0,C. Paul misses 2-pt jump shot from 16 ft (block by E. Udoh),,24,33
142,2,9:13.0,,Defensive rebound by T. Sefolosha,24,33
143,2,9:07.0,,D. Mitchell misses 2-pt layup from 4 ft (block by C. Capela),24,33
144,2,9:07.0,,Offensive rebound by Team,24,33
145,2,9:07.0,J. Harden enters the game for E. Gordon,,24,33
146,2,9:07.0,,J. Ingles enters the game for D. Exum,24,33
147,2,9:07.0,,R. O'Neale enters the game for K. Korver,24,33
148,2,8:52.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,24,33
149,2,8:48.0,,Offensive rebound by E. Udoh,24,33
150,2,8:44.0,Loose ball foul by J. Harden (drawn by E. Udoh),,24,33
151,2,8:44.0,,R. Rubio enters the game for D. Mitchell,24,33
152,2,8:31.0,,R. O'Neale misses 3-pt jump shot from 23 ft,24,33
153,2,8:28.0,Defensive rebound by G. Green,,24,33
154,2,8:14.0,Turnover by C. Paul (offensive foul),,24,33
155,2,8:14.0,Offensive foul by C. Paul (drawn by E. Udoh),,24,33
156,2,8:14.0,D. House enters the game for G. Green,,24,33
157,2,8:14.0,,D. Favors enters the game for E. Udoh,24,33
158,2,7:59.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by R. O'Neale),24,36
159,2,7:43.0,Turnover by D. House (out of bounds lost ball),,24,36
160,2,7:43.0,,J. Crowder enters the game for T. Sefolosha,24,36
161,2,7:37.0,,Personal foul by C. Capela (drawn by D. Favors),24,36
162,2,7:37.0,,Utah full timeout,24,36
163,2,7:26.0,,D. Favors misses 2-pt hook shot from 7 ft,24,36
164,2,7:23.0,Defensive rebound by C. Capela,,24,36
165,2,7:18.0,Turnover by C. Paul (bad pass; steal by R. O'Neale),,24,36
166,2,7:12.0,,R. O'Neale makes 2-pt layup from 1 ft,24,38
167,2,6:47.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,26,38
168,2,6:38.0,,J. Ingles misses 2-pt layup from 3 ft,26,38
169,2,6:34.0,Defensive rebound by J. Ennis,,26,38
170,2,6:32.0,J. Ennis makes 2-pt jump shot from 7 ft,,28,38
171,2,6:21.0,,R. Rubio makes 2-pt jump shot from 17 ft,28,40
172,2,6:07.0,J. Harden makes 2-pt layup from 3 ft,,30,40
173,2,5:57.0,,Personal foul by J. Harden (drawn by D. Favors),30,40
174,2,5:57.0,E. Gordon enters the game for C. Paul,,30,40
175,2,5:44.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),30,43
176,2,5:29.0,J. Harden misses 3-pt jump shot from 25 ft,,30,43
177,2,5:26.0,,Defensive rebound by R. Rubio,30,43
178,2,5:15.0,,R. Rubio misses 3-pt jump shot from 25 ft,30,43
179,2,5:14.0,Defensive rebound by D. House,,30,43
180,2,5:09.0,Shooting foul by D. Favors (drawn by C. Capela),,30,43
181,2,5:09.0,C. Capela makes free throw 1 of 2,,31,43
182,2,5:09.0,,D. Mitchell enters the game for R. O'Neale,31,43
183,2,5:09.0,C. Capela makes free throw 2 of 2,,32,43
184,2,4:46.0,,R. Rubio misses 2-pt jump shot from 11 ft,32,43
185,2,4:46.0,,Offensive rebound by Team,32,43
186,2,4:46.0,Loose ball foul by E. Gordon (drawn by D. Favors),,32,43
187,2,4:46.0,,D. Favors makes free throw 1 of 2,32,44
188,2,4:46.0,,D. Favors makes free throw 2 of 2,32,45
189,2,4:32.0,J. Harden misses 3-pt jump shot from 23 ft,,32,45
190,2,4:29.0,,Defensive rebound by J. Ingles,32,45
191,2,4:25.0,,J. Ingles misses 3-pt jump shot from 27 ft,32,45
192,2,4:23.0,Defensive rebound by J. Harden,,32,45
193,2,4:17.0,J. Harden misses 3-pt jump shot from 25 ft,,32,45
194,2,4:15.0,,Defensive rebound by J. Ingles,32,45
195,2,4:11.0,,Personal foul by J. Harden (drawn by J. Ingles),32,45
196,2,4:11.0,,J. Ingles makes free throw 1 of 2,32,46
197,2,4:11.0,,J. Ingles makes free throw 2 of 2,32,47
198,2,3:52.0,J. Harden makes 2-pt layup from 2 ft,,34,47
199,2,3:46.0,,Personal foul by E. Gordon (drawn by J. Crowder),34,47
200,2,3:46.0,,J. Crowder makes free throw 1 of 2,34,48
201,2,3:46.0,P. Tucker enters the game for C. Capela,,34,48
202,2,3:46.0,,J. Crowder makes free throw 2 of 2,34,49
203,2,3:32.0,J. Harden makes 3-pt jump shot from 26 ft,,37,49
204,2,3:13.0,,R. Rubio misses 2-pt jump shot from 14 ft,37,49
205,2,3:10.0,Defensive rebound by J. Harden,,37,49
206,2,3:05.0,Turnover by J. Harden (lost ball; steal by J. Crowder),,37,49
207,2,2:48.0,,J. Crowder misses 2-pt jump shot from 9 ft,37,49
208,2,2:43.0,Defensive rebound by D. House,,37,49
209,2,2:43.0,Personal foul by J. Ingles (drawn by J. Harden),,37,49
210,2,2:43.0,Houston full timeout,,37,49
211,2,2:43.0,G. Green enters the game for J. Ennis,,37,49
212,2,2:43.0,C. Paul enters the game for D. House,,37,49
213,2,2:31.0,J. Harden makes 3-pt jump shot from 25 ft,,40,49
214,2,2:06.0,,D. Mitchell misses 3-pt jump shot from 25 ft,40,49
215,2,2:02.0,Defensive rebound by G. Green,,40,49
216,2,1:57.0,J. Harden misses 3-pt jump shot from 26 ft,,40,49
217,2,1:55.0,Offensive rebound by Team,,40,49
218,2,1:55.0,,Loose ball foul by D. Mitchell (drawn by P. Tucker),40,49
219,2,1:48.0,P. Tucker misses 3-pt jump shot from 23 ft,,40,49
220,2,1:46.0,,Defensive rebound by R. Rubio,40,49
221,2,1:34.0,,D. Favors makes 2-pt dunk from 3 ft (assist by J. Ingles),40,51
222,2,1:18.0,,Violation by Team (kicked ball),40,51
223,2,1:18.0,C. Capela enters the game for P. Tucker,,40,51
224,2,1:08.0,C. Paul makes 2-pt jump shot from 11 ft,,42,51
225,2,0:46.0,,R. Rubio misses 3-pt jump shot from 26 ft,42,51
226,2,0:44.0,,Offensive rebound by D. Favors,42,51
227,2,0:44.0,,D. Favors misses 2-pt layup from 1 ft,42,51
228,2,0:43.0,,Offensive rebound by D. Favors,42,51
229,2,0:43.0,,D. Favors makes 2-pt layup from 1 ft,42,53
230,2,0:40.0,C. Paul misses 3-pt jump shot from 28 ft,,42,53
231,2,0:36.0,,Defensive rebound by J. Ingles,42,53
232,2,0:24.0,,D. Mitchell misses 2-pt jump shot from 8 ft,42,53
233,2,0:21.0,Defensive rebound by C. Paul,,42,53
234,2,0:02.0,G. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,45,53
235,2,0:01.0,,Turnover by D. Favors (inbound),45,53
236,2,0:00.0,Turnover by C. Paul (bad pass),,45,53
237,3,11:48.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),45,56
238,3,11:28.0,Turnover by C. Capela (traveling),,45,56
239,3,11:05.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Rubio),45,59
240,3,10:49.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,45,59
241,3,10:46.0,,J. Crowder makes 2-pt layup from 3 ft,45,61
242,3,10:46.0,,Shooting foul by C. Paul (drawn by J. Crowder),45,61
243,3,10:46.0,,J. Crowder makes free throw 1 of 1,45,62
244,3,10:30.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,47,62
245,3,10:14.0,,J. Ingles makes 2-pt layup from 2 ft,47,64
246,3,9:58.0,C. Paul misses 3-pt jump shot from 26 ft,,47,64
247,3,9:56.0,,Defensive rebound by J. Crowder,47,64
248,3,9:47.0,,Offensive foul by D. Mitchell (drawn by P. Tucker),47,64
249,3,9:47.0,,Turnover by D. Mitchell (offensive foul),47,64
250,3,9:26.0,J. Harden misses 3-pt jump shot from 26 ft,,47,64
251,3,9:25.0,Loose ball foul by C. Capela (drawn by J. Ingles),,47,64
252,3,9:25.0,,Defensive rebound by Team,47,64
253,3,9:09.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Rubio),47,66
254,3,8:44.0,C. Paul misses 2-pt jump shot from 5 ft,,47,66
255,3,8:43.0,,Defensive rebound by J. Crowder,47,66
256,3,8:30.0,,J. Crowder misses 3-pt jump shot from 25 ft,47,66
257,3,8:26.0,Defensive rebound by P. Tucker,,47,66
258,3,8:24.0,Personal foul by R. Rubio (drawn by J. Harden),,47,66
259,3,8:11.0,Turnover by J. Harden (bad pass; steal by D. Mitchell),,47,66
260,3,7:55.0,,R. Rubio misses 3-pt jump shot from 25 ft,47,66
261,3,7:52.0,Defensive rebound by J. Ennis,,47,66
262,3,7:37.0,Turnover by J. Harden (bad pass; steal by J. Ingles),,47,66
263,3,7:25.0,,J. Ingles misses 3-pt jump shot from 25 ft,47,66
264,3,7:22.0,,Offensive rebound by D. Favors,47,66
265,3,7:20.0,,D. Favors misses 2-pt layup from 2 ft,47,66
266,3,7:20.0,,Offensive rebound by D. Favors,47,66
267,3,7:20.0,,D. Favors makes 2-pt layup at rim,47,68
268,3,7:20.0,Houston full timeout,,47,68
269,3,7:20.0,E. Gordon enters the game for J. Ennis,,47,68
270,3,6:55.0,J. Harden makes 2-pt jump shot from 10 ft (assist by C. Paul),,49,68
271,3,6:36.0,,R. Rubio makes 2-pt layup from 3 ft (assist by J. Ingles),49,70
272,3,6:21.0,J. Harden misses 2-pt jump shot from 4 ft,,49,70
273,3,6:18.0,Offensive rebound by C. Capela,,49,70
274,3,6:18.0,C. Capela makes 2-pt layup from 1 ft,,51,70
275,3,6:01.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),51,72
276,3,5:51.0,E. Gordon makes 2-pt jump shot from 18 ft,,53,72
277,3,5:51.0,Shooting foul by D. Mitchell (drawn by E. Gordon),,53,72
278,3,5:51.0,G. Green enters the game for C. Capela,,53,72
279,3,5:51.0,D. House enters the game for C. Paul,,53,72
280,3,5:51.0,,R. O'Neale enters the game for D. Mitchell,53,72
281,3,5:51.0,E. Gordon makes free throw 1 of 1,,54,72
282,3,5:42.0,,J. Crowder misses 3-pt jump shot from 25 ft,54,72
283,3,5:39.0,Defensive rebound by J. Harden,,54,72
284,3,5:31.0,E. Gordon misses 3-pt jump shot from 27 ft,,54,72
285,3,5:29.0,,Defensive rebound by J. Ingles,54,72
286,3,5:17.0,,J. Crowder misses 2-pt jump shot from 10 ft,54,72
287,3,5:13.0,,Offensive rebound by J. Crowder,54,72
288,3,5:13.0,,J. Crowder misses 2-pt layup at rim,54,72
289,3,5:11.0,,Offensive rebound by D. Favors,54,72
290,3,5:11.0,,D. Favors makes 2-pt layup at rim,54,74
291,3,5:00.0,Turnover by P. Tucker (offensive foul),,54,74
292,3,5:00.0,Offensive foul by P. Tucker (drawn by J. Crowder),,54,74
293,3,5:00.0,,D. Exum enters the game for D. Favors,54,74
294,3,5:00.0,,E. Udoh enters the game for R. Rubio,54,74
295,3,4:47.0,,R. O'Neale misses 3-pt jump shot from 25 ft,54,74
296,3,4:43.0,Defensive rebound by J. Harden,,54,74
297,3,4:39.0,Turnover by E. Gordon (lost ball; steal by J. Ingles),,54,74
298,3,4:20.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by E. Udoh),54,77
299,3,3:56.0,Turnover by J. Harden (bad pass; steal by D. Exum),,54,77
300,3,3:53.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Exum),54,79
301,3,3:53.0,Houston full timeout,,54,79
302,3,3:29.0,D. House misses 2-pt layup from 3 ft,,54,79
303,3,3:27.0,,Defensive rebound by E. Udoh,54,79
304,3,3:23.0,,Shooting foul by D. House (drawn by J. Crowder),54,79
305,3,3:23.0,,J. Crowder makes free throw 1 of 2,54,80
306,3,3:23.0,C. Capela enters the game for D. House,,54,80
307,3,3:23.0,G. Clark enters the game for P. Tucker,,54,80
308,3,3:23.0,,K. Korver enters the game for J. Ingles,54,80
309,3,3:23.0,,D. Mitchell enters the game for R. O'Neale,54,80
310,3,3:23.0,,J. Crowder makes free throw 2 of 2,54,81
311,3,3:10.0,G. Clark misses 3-pt jump shot from 23 ft,,54,81
312,3,3:06.0,Offensive rebound by C. Capela,,54,81
313,3,3:04.0,Personal foul by D. Mitchell (drawn by E. Gordon),,54,81
314,3,3:04.0,,T. Sefolosha enters the game for J. Crowder,54,81
315,3,2:57.0,J. Harden misses 3-pt jump shot from 23 ft,,54,81
316,3,2:53.0,,Defensive rebound by D. Mitchell,54,81
317,3,2:46.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by D. Exum),54,84
318,3,2:28.0,C. Capela misses 2-pt layup from 3 ft,,54,84
319,3,2:25.0,Offensive rebound by J. Harden,,54,84
320,3,2:24.0,J. Harden misses 2-pt layup from 4 ft,,54,84
321,3,2:24.0,,Defensive rebound by E. Udoh,54,84
322,3,2:18.0,,Shooting foul by E. Gordon (drawn by D. Exum),54,84
323,3,2:18.0,,D. Exum makes free throw 1 of 2,54,85
324,3,2:18.0,C. Paul enters the game for J. Harden,,54,85
325,3,2:18.0,,D. Favors enters the game for D. Mitchell,54,85
326,3,2:18.0,,R. O'Neale enters the game for E. Udoh,54,85
327,3,2:18.0,,D. Exum misses free throw 2 of 2,54,85
328,3,2:14.0,Defensive rebound by G. Clark,,54,85
329,3,2:01.0,E. Gordon misses 2-pt layup from 3 ft (block by D. Favors),,54,85
330,3,1:59.0,,Defensive rebound by D. Favors,54,85
331,3,1:48.0,,Turnover by T. Sefolosha (bad pass; steal by E. Gordon),54,85
332,3,1:47.0,Personal take foul by R. O'Neale (drawn by E. Gordon),,54,85
333,3,1:32.0,C. Paul misses 2-pt jump shot from 12 ft,,54,85
334,3,1:28.0,,Defensive rebound by D. Favors,54,85
335,3,1:20.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Exum),54,87
336,3,1:07.0,Turnover by C. Paul (bad pass; steal by R. O'Neale),,54,87
337,3,1:01.0,,R. O'Neale makes 2-pt layup from 2 ft,54,89
338,3,0:51.0,E. Gordon misses 3-pt jump shot from 27 ft,,54,89
339,3,0:48.0,,Defensive rebound by D. Favors,54,89
340,3,0:34.0,,D. Favors makes 2-pt hook shot from 4 ft (assist by K. Korver),54,91
341,3,0:31.0,C. Paul makes 2-pt layup from 4 ft,,56,91
342,3,0:31.0,Shooting foul by D. Favors (drawn by C. Paul),,56,91
343,3,0:31.0,C. Paul misses free throw 1 of 1,,56,91
344,3,0:29.0,,Defensive rebound by D. Favors,56,91
345,3,0:12.0,,D. Exum misses 2-pt layup from 6 ft (block by C. Capela),56,91
346,3,0:09.0,Defensive rebound by G. Green,,56,91
347,3,0:03.0,G. Green misses 3-pt jump shot from 25 ft,,56,91
348,3,0:00.0,,Defensive rebound by R. O'Neale,56,91
349,3,0:00.0,,R. O'Neale misses 3-pt jump shot from 50 ft,56,91
350,3,0:00.0,,Offensive rebound by Team,56,91
351,4,11:42.0,G. Clark misses 3-pt jump shot from 27 ft,,56,91
352,4,11:38.0,Offensive rebound by N. Hilário,,56,91
353,4,11:26.0,G. Clark makes 3-pt jump shot from 23 ft (assist by N. Hilário),,59,91
354,4,11:09.0,,D. Exum makes 2-pt layup from 2 ft,59,93
355,4,10:55.0,Turnover by G. Clark (bad pass; steal by R. O'Neale),,59,93
356,4,10:49.0,,R. O'Neale misses 2-pt layup from 2 ft,59,93
357,4,10:41.0,,Offensive rebound by D. Favors,59,93
358,4,10:41.0,,D. Favors makes 2-pt dunk at rim,59,95
359,4,10:37.0,N. Hilário makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,61,95
360,4,10:37.0,Shooting foul by D. Exum (drawn by N. Hilário),,61,95
361,4,10:37.0,N. Hilário makes free throw 1 of 1,,62,95
362,4,10:25.0,,D. Exum makes 2-pt layup from 3 ft,62,97
363,4,10:09.0,N. Hilário misses 2-pt jump shot from 20 ft,,62,97
364,4,10:07.0,,Defensive rebound by Team,62,97
365,4,10:07.0,Loose ball foul by J. Ennis (drawn by R. O'Neale),,62,97
366,4,9:55.0,,Personal foul by J. Ennis (drawn by D. Exum),62,97
367,4,9:55.0,,E. Udoh enters the game for D. Favors,62,97
368,4,9:50.0,,Turnover by R. O'Neale (lost ball; steal by D. House),62,97
369,4,9:45.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,62,97
370,4,9:40.0,,Defensive rebound by R. O'Neale,62,97
371,4,9:37.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by R. O'Neale),62,99
372,4,9:23.0,M. Carter-Williams misses 2-pt layup from 3 ft,,62,99
373,4,9:21.0,,Defensive rebound by E. Udoh,62,99
374,4,9:16.0,,Turnover by D. Exum (traveling),62,99
375,4,9:16.0,,R. Neto enters the game for D. Exum,62,99
376,4,9:06.0,N. Hilário makes 2-pt layup from 5 ft,,64,99
377,4,9:06.0,Shooting foul by E. Udoh (drawn by N. Hilário),,64,99
378,4,9:06.0,N. Hilário makes free throw 1 of 1,,65,99
379,4,9:00.0,,Personal foul by N. Hilário (drawn by E. Udoh),65,99
380,4,8:49.0,,K. Korver misses 3-pt jump shot from 25 ft (block by J. Ennis),65,99
381,4,8:44.0,Defensive rebound by N. Hilário,,65,99
382,4,8:37.0,N. Hilário makes 2-pt jump shot from 7 ft,,67,99
383,4,8:37.0,Shooting foul by E. Udoh (drawn by N. Hilário),,67,99
384,4,8:37.0,N. Hilário makes free throw 1 of 1,,68,99
385,4,8:27.0,,R. Neto misses 3-pt jump shot from 25 ft,68,99
386,4,8:27.0,Defensive rebound by Team,,68,99
387,4,8:27.0,,Loose ball foul by E. Udoh (drawn by M. Carter-Williams),68,99
388,4,8:27.0,G. Green enters the game for J. Ennis,,68,99
389,4,8:27.0,,G. Allen enters the game for K. Korver,68,99
