,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
379,3,0:00.0,D. Schröder misses 3-pt jump shot from 71 ft,,85,84
380,3,0:00.0,Offensive rebound by Team,,85,84
381,4,11:45.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by M. Bagley),85,87
382,4,11:24.0,J. Grant misses 2-pt layup from 4 ft (block by M. Bagley),,85,87
383,4,11:20.0,,Defensive rebound by M. Bagley,85,87
384,4,11:14.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by H. Giles),85,89
385,4,11:12.0,Oklahoma City full timeout,,85,89
386,4,10:58.0,P. Patterson misses 3-pt jump shot from 25 ft,,85,89
387,4,10:54.0,,Defensive rebound by J. Jackson,85,89
388,4,10:35.0,,M. Bagley misses 2-pt jump shot from 10 ft,85,89
389,4,10:32.0,Defensive rebound by J. Grant,,85,89
390,4,10:26.0,D. Schröder misses 2-pt layup from 2 ft,,85,89
391,4,10:22.0,,Defensive rebound by M. Bagley,85,89
392,4,10:19.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,85,89
393,4,10:12.0,Defensive rebound by D. Burton,,85,89
394,4,10:00.0,D. Burton misses 2-pt jump shot from 9 ft (block by M. Bagley),,85,89
395,4,9:57.0,,Defensive rebound by M. Bagley,85,89
396,4,9:55.0,,M. Bagley makes 2-pt hook shot from 6 ft (assist by J. Jackson),85,91
397,4,9:38.0,Personal foul by F. Mason (drawn by J. Grant),,85,91
398,4,9:38.0,S. Adams enters the game for D. Burton,,85,91
399,4,9:38.0,R. Westbrook enters the game for J. Grant,,85,91
400,4,9:27.0,D. Schröder makes 2-pt jump shot from 15 ft,,87,91
401,4,9:11.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,87,91
402,4,9:09.0,Defensive rebound by T. Luwawu-Cabarrot,,87,91
403,4,8:56.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,87,91
404,4,8:52.0,,Defensive rebound by H. Giles,87,91
405,4,8:44.0,,H. Giles misses 2-pt jump shot from 10 ft,87,91
406,4,8:41.0,Defensive rebound by R. Westbrook,,87,91
407,4,8:38.0,P. Patterson misses 3-pt jump shot from 24 ft,,87,91
408,4,8:34.0,Offensive rebound by R. Westbrook,,87,91
409,4,8:24.0,D. Schröder misses 2-pt jump shot from 7 ft,,87,91
410,4,8:21.0,,Defensive rebound by F. Mason,87,91
411,4,8:01.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,87,91
412,4,7:57.0,Defensive rebound by S. Adams,,87,91
413,4,7:55.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by R. Westbrook),,89,91
414,4,7:55.0,Shooting foul by H. Giles (drawn by T. Luwawu-Cabarrot),,89,91
415,4,7:55.0,,Sacramento full timeout,89,91
416,4,7:55.0,,W. Cauley-Stein enters the game for H. Giles,89,91
417,4,7:55.0,,D. Fox enters the game for F. Mason,89,91
418,4,7:55.0,T. Luwawu-Cabarrot misses free throw 1 of 1,,89,91
419,4,7:55.0,,Defensive rebound by M. Bagley,89,91
420,4,7:36.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,89,91
421,4,7:31.0,Defensive rebound by R. Westbrook,,89,91
422,4,7:19.0,R. Westbrook makes 2-pt jump shot from 19 ft,,91,91
423,4,7:04.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),91,94
424,4,6:55.0,Personal foul by D. Fox (drawn by D. Schröder),,91,94
425,4,6:55.0,P. George enters the game for D. Schröder,,91,94
426,4,6:55.0,,B. Hield enters the game for B. Bogdanović,91,94
427,4,6:55.0,,I. Shumpert enters the game for J. Jackson,91,94
428,4,6:46.0,R. Westbrook misses 3-pt jump shot from 25 ft,,91,94
429,4,6:43.0,,Defensive rebound by I. Shumpert,91,94
430,4,6:26.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Hield),91,96
431,4,6:08.0,P. George makes 2-pt jump shot from 11 ft,,93,96
432,4,5:45.0,,Personal foul by P. George (drawn by I. Shumpert),93,96
433,4,5:45.0,J. Grant enters the game for P. Patterson,,93,96
434,4,5:36.0,,M. Bagley makes 2-pt hook shot from 8 ft,93,98
435,4,5:28.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,93,98
436,4,5:25.0,Offensive rebound by T. Luwawu-Cabarrot,,93,98
437,4,5:13.0,R. Westbrook makes 3-pt jump shot from 25 ft,,96,98
438,4,4:54.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),96,101
439,4,4:30.0,J. Grant makes 2-pt jump shot from 9 ft (assist by S. Adams),,98,101
440,4,4:11.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,98,101
441,4,4:08.0,,Offensive rebound by W. Cauley-Stein,98,101
442,4,4:06.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),98,104
443,4,4:06.0,Oklahoma City full timeout,,98,104
444,4,4:06.0,D. Schröder enters the game for T. Luwawu-Cabarrot,,98,104
445,4,3:58.0,P. George misses 3-pt jump shot from 25 ft,,98,104
446,4,3:52.0,,Defensive rebound by M. Bagley,98,104
447,4,3:36.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),98,107
448,4,3:23.0,D. Schröder misses 3-pt jump shot from 25 ft,,98,107
449,4,3:22.0,Offensive rebound by R. Westbrook,,98,107
450,4,3:15.0,R. Westbrook makes 3-pt jump shot from 23 ft,,101,107
451,4,3:00.0,,D. Fox makes 2-pt layup from 2 ft,101,109
452,4,2:50.0,S. Adams misses 2-pt layup from 2 ft (block by M. Bagley),,101,109
453,4,2:47.0,Offensive rebound by S. Adams,,101,109
454,4,2:35.0,Turnover by P. George (bad pass; steal by I. Shumpert),,101,109
455,4,2:31.0,,B. Hield misses 3-pt jump shot from 26 ft,101,109
456,4,2:28.0,,Offensive rebound by M. Bagley,101,109
457,4,2:23.0,,M. Bagley makes 2-pt layup from 3 ft (assist by D. Fox),101,111
458,4,2:17.0,Oklahoma City full timeout,,101,111
459,4,2:17.0,H. Diallo enters the game for J. Grant,,101,111
460,4,2:14.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),,104,111
461,4,1:55.0,,I. Shumpert misses 3-pt jump shot from 24 ft,104,111
462,4,1:51.0,Defensive rebound by H. Diallo,,104,111
463,4,1:45.0,Personal foul by M. Bagley (drawn by R. Westbrook),,104,111
464,4,1:39.0,R. Westbrook misses 3-pt jump shot from 25 ft,,104,111
465,4,1:36.0,,Defensive rebound by M. Bagley,104,111
466,4,1:22.0,,W. Cauley-Stein misses 2-pt dunk from 3 ft,104,111
467,4,1:19.0,Defensive rebound by D. Schröder,,104,111
468,4,1:09.0,D. Schröder misses 3-pt jump shot from 25 ft,,104,111
469,4,1:09.0,,Defensive rebound by Team,104,111
470,4,1:09.0,Loose ball foul by S. Adams (drawn by W. Cauley-Stein),,104,111
471,4,0:59.0,,Sacramento full timeout,104,111
472,4,0:59.0,,B. Bogdanović enters the game for I. Shumpert,104,111
473,4,0:59.0,,Violation by Team (delay of game),104,111
474,4,0:50.0,,M. Bagley misses 2-pt hook shot from 3 ft,104,111
475,4,0:50.0,,Offensive rebound by M. Bagley,104,111
476,4,0:50.0,,M. Bagley makes 2-pt layup from 3 ft,104,113
477,4,0:36.0,R. Westbrook makes 2-pt layup from 2 ft,,106,113
478,4,0:29.0,,D. Fox misses 2-pt layup from 2 ft,106,113
479,4,0:27.0,Defensive rebound by P. George,,106,113
480,4,0:22.0,P. George makes 3-pt jump shot from 27 ft,,109,113
481,4,0:19.0,,Personal foul by R. Westbrook (drawn by M. Bagley),109,113
482,4,0:19.0,,M. Bagley misses free throw 1 of 2,109,113
483,4,0:19.0,,Offensive rebound by Team,109,113
484,4,0:19.0,,M. Bagley misses free throw 2 of 2,109,113
485,4,0:18.0,Defensive rebound by Team,,109,113
486,4,0:18.0,,I. Shumpert enters the game for M. Bagley,109,113
487,4,0:12.0,D. Schröder misses 3-pt jump shot from 23 ft,,109,113
488,4,0:09.0,,Defensive rebound by B. Hield,109,113
489,4,0:09.0,,Personal foul by H. Diallo (drawn by B. Hield),109,113
490,4,0:09.0,,Technical foul by D. Fox,109,113
491,4,0:09.0,P. George makes technical free throw,,110,113
492,4,0:09.0,,B. Hield makes free throw 1 of 2,110,114
493,4,0:09.0,,B. Hield makes free throw 2 of 2,110,115
494,4,0:09.0,Oklahoma City full timeout,,110,115
495,4,0:09.0,P. Patterson enters the game for H. Diallo,,110,115
496,4,0:06.0,P. George makes 3-pt jump shot from 29 ft (assist by R. Westbrook),,113,115
497,4,0:04.0,,Personal foul by P. George (drawn by D. Fox),113,115
498,4,0:04.0,,D. Fox makes free throw 1 of 2,113,116
499,4,0:04.0,,D. Fox makes free throw 2 of 2,113,117
500,4,0:00.0,D. Schröder misses 2-pt jump shot from 23 ft,,113,117
501,4,0:00.0,Offensive rebound by Team,,113,117
