,QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
65,1,4:40.0,,Turnover by K. Irving (bad pass; steal by B. Bogdanović),13,22
66,1,4:38.0,Personal foul by M. Morris (drawn by B. Bogdanović),,13,22
67,1,4:30.0,Shooting foul by A. Baynes (drawn by D. Sabonis),,13,22
68,1,4:30.0,D. Sabonis makes free throw 1 of 2,,14,22
69,1,4:30.0,C. Joseph enters the game for D. Collison,,14,22
70,1,4:30.0,,J. Brown enters the game for M. Smart,14,22
71,1,4:30.0,D. Sabonis misses free throw 2 of 2,,14,22
72,1,4:30.0,,Defensive rebound by G. Hayward,14,22
73,1,4:11.0,,M. Morris misses 2-pt jump shot from 14 ft,14,22
74,1,4:10.0,,Offensive rebound by Team,14,22
75,1,4:10.0,Loose ball foul by M. Turner (drawn by A. Baynes),,14,22
76,1,4:03.0,,J. Brown misses 2-pt jump shot from 9 ft,14,22
77,1,4:01.0,Defensive rebound by D. Sabonis,,14,22
78,1,3:50.0,M. Turner misses 2-pt hook shot from 7 ft,,14,22
79,1,3:49.0,,Defensive rebound by Team,14,22
80,1,3:36.0,,M. Morris misses 3-pt jump shot from 24 ft,14,22
81,1,3:34.0,Defensive rebound by T. Evans,,14,22
82,1,3:25.0,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Evans),,17,22
83,1,3:11.0,,J. Brown misses 2-pt layup from 5 ft,17,22
84,1,3:10.0,Defensive rebound by Team,,17,22
85,1,3:10.0,D. McDermott enters the game for B. Bogdanović,,17,22
86,1,3:04.0,C. Joseph misses 2-pt jump shot from 13 ft,,17,22
87,1,3:02.0,Offensive rebound by M. Turner,,17,22
88,1,2:56.0,Turnover by T. Evans (traveling),,17,22
89,1,2:56.0,,Boston full timeout,17,22
90,1,2:56.0,,A. Horford enters the game for A. Baynes,17,22
91,1,2:34.0,,J. Brown makes 2-pt jump shot from 8 ft,17,24
92,1,2:20.0,D. Sabonis misses 2-pt layup from 3 ft (block by A. Horford),,17,24
93,1,2:18.0,,Defensive rebound by G. Hayward,17,24
94,1,2:10.0,,A. Horford makes 2-pt layup from 2 ft (assist by G. Hayward),17,26
95,1,1:56.0,Shooting foul by K. Irving (drawn by D. Sabonis),,17,26
96,1,1:56.0,D. Sabonis makes free throw 1 of 2,,18,26
97,1,1:56.0,T. Leaf enters the game for M. Turner,,18,26
98,1,1:56.0,,T. Rozier enters the game for K. Irving,18,26
99,1,1:56.0,D. Sabonis misses free throw 2 of 2,,18,26
100,1,1:56.0,,Defensive rebound by G. Hayward,18,26
101,1,1:45.0,,J. Brown makes 2-pt jump shot from 4 ft (assist by A. Horford),18,28
102,1,1:45.0,,Shooting foul by D. McDermott (drawn by J. Brown),18,28
103,1,1:45.0,,J. Brown makes free throw 1 of 1,18,29
104,1,1:29.0,C. Joseph misses 2-pt jump shot from 16 ft,,18,29
105,1,1:27.0,,Defensive rebound by G. Hayward,18,29
106,1,1:21.0,,J. Brown misses 2-pt layup from 1 ft,18,29
107,1,1:20.0,,Offensive rebound by A. Horford,18,29
108,1,1:20.0,,A. Horford makes 2-pt dunk from 1 ft,18,31
109,1,1:06.0,T. Evans makes 2-pt layup from 2 ft,,20,31
110,1,0:50.0,,Personal foul by C. Joseph (drawn by T. Rozier),20,31
111,1,0:50.0,,T. Rozier misses free throw 1 of 2,20,31
112,1,0:50.0,,Offensive rebound by Team,20,31
113,1,0:50.0,,T. Rozier makes free throw 2 of 2,20,32
114,1,0:33.0,D. Sabonis makes 3-pt jump shot from 26 ft (assist by C. Joseph),,23,32
115,1,0:20.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Rozier),23,35
116,1,0:04.0,T. Evans misses 2-pt layup from 3 ft,,23,35
117,1,0:02.0,Offensive rebound by T. Leaf,,23,35
118,1,0:01.0,T. Leaf makes 2-pt layup from 2 ft,,25,35
119,2,11:40.0,D. Sabonis misses 2-pt layup from 1 ft,,25,35
120,2,11:39.0,Offensive rebound by D. Sabonis,,25,35
121,2,11:38.0,D. Sabonis makes 2-pt layup from 2 ft,,27,35
122,2,11:21.0,,Turnover by G. Hayward (bad pass; steal by C. Joseph),27,35
123,2,11:16.0,T. Leaf misses 2-pt layup from 4 ft (block by A. Horford),,27,35
124,2,11:14.0,,Defensive rebound by T. Rozier,27,35
125,2,11:07.0,,G. Hayward misses 2-pt jump shot from 4 ft,27,35
126,2,11:05.0,Defensive rebound by D. Sabonis,,27,35
127,2,10:58.0,D. McDermott misses 3-pt jump shot from 25 ft,,27,35
128,2,10:56.0,,Defensive rebound by M. Morris,27,35
129,2,10:41.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),27,38
130,2,10:20.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,29,38
131,2,10:11.0,,Personal foul by C. Joseph (drawn by J. Brown),29,38
132,2,10:11.0,W. Matthews enters the game for T. Evans,,29,38
133,2,10:01.0,,T. Rozier misses 2-pt jump shot from 15 ft,29,38
134,2,9:59.0,Defensive rebound by D. Sabonis,,29,38
135,2,9:50.0,T. Leaf makes 2-pt layup from 4 ft (assist by D. Sabonis),,31,38
136,2,9:50.0,Shooting foul by T. Rozier (drawn by T. Leaf),,31,38
137,2,9:50.0,T. Leaf makes free throw 1 of 1,,32,38
138,2,9:28.0,,T. Rozier misses 2-pt jump shot from 22 ft,32,38
139,2,9:26.0,Defensive rebound by T. Leaf,,32,38
140,2,9:19.0,T. Leaf makes 3-pt jump shot from 27 ft (assist by C. Joseph),,35,38
141,2,9:18.0,,Boston full timeout,35,38
142,2,9:18.0,,J. Tatum enters the game for M. Morris,35,38
143,2,9:06.0,,Turnover by G. Hayward (bad pass; steal by C. Joseph),35,38
144,2,9:00.0,T. Leaf makes 2-pt layup from 2 ft (assist by C. Joseph),,37,38
145,2,8:49.0,,J. Brown makes 2-pt jump shot from 4 ft,37,40
146,2,8:32.0,D. McDermott makes 2-pt jump shot from 21 ft (assist by C. Joseph),,39,40
147,2,8:22.0,,Turnover by J. Brown (bad pass; steal by T. Leaf),39,40
148,2,8:14.0,T. Leaf misses 2-pt jump shot from 8 ft,,39,40
149,2,8:12.0,Offensive rebound by T. Leaf,,39,40
150,2,7:59.0,C. Joseph makes 2-pt layup from 1 ft,,41,40
151,2,7:54.0,,J. Brown makes 2-pt layup from 1 ft (assist by T. Rozier),41,42
152,2,7:54.0,,Shooting foul by D. Sabonis (drawn by J. Brown),41,42
153,2,7:54.0,,A. Baynes enters the game for G. Hayward,41,42
154,2,7:54.0,,K. Irving enters the game for A. Horford,41,42
155,2,7:54.0,,J. Brown misses free throw 1 of 1,41,42
156,2,7:53.0,,Offensive rebound by Team,41,42
157,2,7:42.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by J. Brown),41,45
158,2,7:26.0,D. McDermott misses 3-pt jump shot from 26 ft,,41,45
159,2,7:24.0,,Defensive rebound by T. Rozier,41,45
160,2,7:16.0,,Turnover by J. Tatum (lost ball; steal by W. Matthews),41,45
161,2,7:07.0,D. Sabonis misses 2-pt jump shot from 15 ft,,41,45
162,2,7:05.0,,Defensive rebound by J. Tatum,41,45
163,2,6:59.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by T. Rozier),41,48
164,2,6:58.0,Indiana full timeout,,41,48
165,2,6:58.0,B. Bogdanović enters the game for T. Leaf,,41,48
166,2,6:58.0,T. Young enters the game for D. McDermott,,41,48
167,2,6:44.0,W. Matthews makes 2-pt jump shot from 15 ft,,43,48
168,2,6:31.0,,K. Irving misses 3-pt jump shot from 25 ft,43,48
169,2,6:29.0,Defensive rebound by D. Sabonis,,43,48
170,2,6:17.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by W. Matthews),,46,48
171,2,5:58.0,,J. Tatum misses 2-pt jump shot from 12 ft,46,48
172,2,5:56.0,Defensive rebound by W. Matthews,,46,48
173,2,5:56.0,,M. Smart enters the game for T. Rozier,46,48
174,2,5:39.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,46,48
175,2,5:37.0,,Defensive rebound by J. Brown,46,48
176,2,5:23.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by M. Smart),46,51
177,2,5:03.0,W. Matthews misses 2-pt layup from 4 ft,,46,51
178,2,5:01.0,,Defensive rebound by A. Baynes,46,51
179,2,4:56.0,,J. Brown makes 2-pt layup from 1 ft,46,53
180,2,4:36.0,T. Young makes 2-pt hook shot from 3 ft,,48,53
181,2,4:36.0,Shooting foul by J. Brown (drawn by T. Young),,48,53
182,2,4:36.0,D. Collison enters the game for C. Joseph,,48,53
183,2,4:36.0,M. Turner enters the game for D. Sabonis,,48,53
184,2,4:36.0,,A. Horford enters the game for J. Brown,48,53
185,2,4:36.0,T. Young misses free throw 1 of 1,,48,53
186,2,4:36.0,,Defensive rebound by J. Tatum,48,53
187,2,4:28.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Tatum),48,56
188,2,4:13.0,M. Turner misses 3-pt jump shot from 27 ft,,48,56
189,2,4:11.0,Offensive rebound by W. Matthews,,48,56
190,2,4:03.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),,51,56
191,2,3:52.0,,Turnover by J. Tatum (bad pass),51,56
192,2,3:43.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by D. Collison),,53,56
193,2,3:28.0,,Turnover by J. Tatum (bad pass),53,56
194,2,3:13.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,53,56
195,2,3:11.0,,Defensive rebound by A. Baynes,53,56
196,2,2:51.0,,M. Smart misses 2-pt jump shot from 13 ft,53,56
197,2,2:49.0,Defensive rebound by M. Turner,,53,56
198,2,2:46.0,Personal foul by M. Smart (drawn by D. Collison),,53,56
199,2,2:46.0,,G. Hayward enters the game for J. Tatum,53,56
200,2,2:42.0,,Violation by Team (kicked ball),53,56
201,2,2:38.0,Personal foul by K. Irving (drawn by D. Collison),,53,56
202,2,2:33.0,T. Young misses 3-pt jump shot from 25 ft,,53,56
203,2,2:31.0,,Defensive rebound by A. Horford,53,56
204,2,2:24.0,,Boston full timeout,53,56
205,2,2:18.0,,K. Irving misses 2-pt jump shot from 21 ft,53,56
206,2,2:16.0,Defensive rebound by Team,,53,56
207,2,2:01.0,T. Young misses 2-pt hook shot from 5 ft (block by A. Baynes),,53,56
208,2,2:00.0,,Defensive rebound by G. Hayward,53,56
209,2,1:57.0,,G. Hayward makes 2-pt dunk from 1 ft,53,58
210,2,1:41.0,Shooting foul by A. Horford (drawn by B. Bogdanović),,53,58
211,2,1:41.0,B. Bogdanović makes free throw 1 of 2,,54,58
212,2,1:41.0,B. Bogdanović makes free throw 2 of 2,,55,58
213,2,1:27.0,,A. Horford makes 2-pt hook shot from 4 ft (assist by M. Smart),55,60
214,2,1:14.0,Turnover by D. Collison (lost ball; steal by K. Irving),,55,60
215,2,1:04.0,,G. Hayward misses 3-pt jump shot from 23 ft,55,60
216,2,1:02.0,Defensive rebound by M. Turner,,55,60
217,2,0:59.0,Turnover by M. Turner (bad pass; steal by M. Smart),,55,60
218,2,0:55.0,,K. Irving misses 3-pt jump shot from 26 ft,55,60
219,2,0:53.0,Defensive rebound by T. Young,,55,60
220,2,0:44.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,55,60
221,2,0:42.0,,Defensive rebound by A. Baynes,55,60
222,2,0:34.0,,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),55,62
223,2,0:34.0,,Shooting foul by T. Young (drawn by A. Horford),55,62
224,2,0:34.0,,J. Brown enters the game for K. Irving,55,62
225,2,0:34.0,,A. Horford makes free throw 1 of 1,55,63
226,2,0:28.0,T. Young makes 3-pt jump shot from 26 ft (assist by D. Collison),,58,63
227,2,0:11.0,,Offensive foul by G. Hayward (drawn by W. Matthews),58,63
228,2,0:11.0,,Turnover by G. Hayward (offensive foul),58,63
229,2,0:00.0,Shooting foul by A. Baynes (drawn by B. Bogdanović),,58,63
230,2,0:00.0,B. Bogdanović makes free throw 1 of 3,,59,63
231,2,0:00.0,B. Bogdanović makes free throw 2 of 3,,60,63
232,2,0:00.0,B. Bogdanović misses free throw 3 of 3,,60,63
233,2,0:00.0,,Defensive rebound by A. Horford,60,63
234,2,0:00.0,,A. Horford misses 3-pt jump shot from 76 ft,60,63
235,2,0:00.0,,Offensive rebound by Team,60,63
236,3,12:00.0,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),,62,63
237,3,11:35.0,,K. Irving makes 2-pt jump shot from 4 ft,62,65
238,3,11:14.0,T. Young misses 3-pt jump shot from 25 ft,,62,65
239,3,11:12.0,Offensive rebound by T. Young,,62,65
240,3,10:58.0,Turnover by W. Matthews (lost ball; steal by M. Smart),,62,65
241,3,10:52.0,,K. Irving makes 2-pt jump shot from 21 ft,62,67
242,3,10:37.0,D. Collison misses 3-pt jump shot from 25 ft,,62,67
243,3,10:35.0,,Defensive rebound by A. Baynes,62,67
244,3,10:32.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),62,70
245,3,10:13.0,T. Young makes 2-pt layup from 4 ft (assist by W. Matthews),,64,70
246,3,10:01.0,,Shooting foul by D. Collison (drawn by K. Irving),64,70
247,3,10:01.0,,K. Irving makes free throw 1 of 3,64,71
248,3,10:01.0,,K. Irving makes free throw 2 of 3,64,72
249,3,10:01.0,,K. Irving makes free throw 3 of 3,64,73
250,3,9:39.0,W. Matthews misses 3-pt jump shot from 25 ft,,64,73
251,3,9:38.0,,Defensive rebound by Team,64,73
252,3,9:19.0,,A. Horford misses 2-pt hook shot from 5 ft,64,73
253,3,9:18.0,Defensive rebound by Team,,64,73
254,3,9:18.0,,Violation by Team (delay of game),64,73
255,3,9:04.0,Turnover by B. Bogdanović (lost ball; steal by M. Smart),,64,73
256,3,8:57.0,,A. Baynes makes 2-pt dunk from 2 ft (assist by M. Smart),64,75
257,3,8:33.0,Shooting foul by K. Irving (drawn by B. Bogdanović),,64,75
258,3,8:33.0,B. Bogdanović makes free throw 1 of 2,,65,75
259,3,8:33.0,B. Bogdanović misses free throw 2 of 2,,65,75
260,3,8:33.0,,Defensive rebound by A. Baynes,65,75
261,3,8:17.0,,Shooting foul by B. Bogdanović (drawn by J. Tatum),65,75
262,3,8:17.0,,J. Tatum misses free throw 1 of 2,65,75
263,3,8:17.0,,Offensive rebound by Team,65,75
264,3,8:17.0,,J. Tatum makes free throw 2 of 2,65,76
265,3,8:08.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Young),,68,76
266,3,7:53.0,,Turnover by J. Tatum (bad pass),68,76
267,3,7:40.0,M. Turner makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,71,76
268,3,7:19.0,,M. Smart misses 2-pt jump shot from 7 ft,71,76
269,3,7:17.0,Defensive rebound by T. Young,,71,76
270,3,7:12.0,T. Young misses 2-pt layup from 2 ft,,71,76
271,3,7:10.0,,Defensive rebound by M. Smart,71,76
272,3,7:05.0,,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),71,78
273,3,6:51.0,W. Matthews misses 2-pt jump shot from 20 ft,,71,78
274,3,6:49.0,,Defensive rebound by A. Baynes,71,78
275,3,6:40.0,,K. Irving misses 3-pt jump shot from 23 ft,71,78
276,3,6:38.0,Defensive rebound by Team,,71,78
277,3,6:38.0,,Boston full timeout,71,78
278,3,6:38.0,,M. Morris enters the game for A. Horford,71,78
279,3,6:19.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,71,78
280,3,6:17.0,Offensive rebound by T. Young,,71,78
281,3,6:16.0,T. Young makes 2-pt layup from 1 ft,,73,78
282,3,5:59.0,,A. Baynes makes 2-pt dunk from 1 ft (assist by K. Irving),73,80
283,3,5:38.0,Shooting foul by J. Tatum (drawn by W. Matthews),,73,80
284,3,5:38.0,W. Matthews makes free throw 1 of 2,,74,80
285,3,5:38.0,W. Matthews makes free throw 2 of 2,,75,80
286,3,5:38.0,,G. Hayward enters the game for J. Tatum,75,80
287,3,5:10.0,,A. Baynes misses 2-pt jump shot from 17 ft,75,80
288,3,5:08.0,Defensive rebound by M. Turner,,75,80
289,3,5:02.0,M. Turner misses 3-pt jump shot from 25 ft,,75,80
290,3,5:00.0,Offensive rebound by Team,,75,80
291,3,4:49.0,T. Young makes 2-pt hook shot from 5 ft,,77,80
292,3,4:36.0,,K. Irving misses 3-pt jump shot from 28 ft,77,80
293,3,4:34.0,,Offensive rebound by A. Baynes,77,80
294,3,4:33.0,,Turnover by A. Baynes (bad pass; steal by D. Collison),77,80
295,3,4:27.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Collison),,80,80
296,3,4:08.0,,G. Hayward makes 2-pt jump shot from 17 ft,80,82
297,3,3:54.0,D. Collison makes 2-pt jump shot from 19 ft,,82,82
298,3,3:40.0,,A. Baynes misses 2-pt layup from 2 ft,82,82
299,3,3:38.0,Defensive rebound by M. Turner,,82,82
300,3,3:29.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),,85,82
301,3,3:03.0,,K. Irving makes 2-pt jump shot from 14 ft,85,84
302,3,3:03.0,Indiana full timeout,,85,84
303,3,3:03.0,D. Sabonis enters the game for T. Young,,85,84
304,3,3:03.0,,J. Brown enters the game for A. Baynes,85,84
305,3,3:03.0,,A. Horford enters the game for M. Smart,85,84
306,3,2:37.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,85,84
307,3,2:35.0,,Defensive rebound by G. Hayward,85,84
308,3,2:28.0,,A. Horford misses 3-pt jump shot from 25 ft,85,84
309,3,2:26.0,Defensive rebound by B. Bogdanović,,85,84
310,3,2:10.0,D. Collison makes 2-pt jump shot from 15 ft,,87,84
311,3,1:55.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),87,87
312,3,1:33.0,Personal foul by J. Brown (drawn by B. Bogdanović),,87,87
313,3,1:33.0,T. Evans enters the game for B. Bogdanović,,87,87
314,3,1:33.0,C. Joseph enters the game for D. Collison,,87,87
315,3,1:33.0,D. McDermott enters the game for W. Matthews,,87,87
316,3,1:33.0,,T. Rozier enters the game for K. Irving,87,87
317,3,1:21.0,Shooting foul by G. Hayward (drawn by M. Turner),,87,87
318,3,1:21.0,M. Turner makes free throw 1 of 2,,88,87
319,3,1:21.0,M. Turner makes free throw 2 of 2,,89,87
320,3,0:59.0,,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),89,89
321,3,0:39.0,M. Turner makes 2-pt layup from 1 ft (assist by D. McDermott),,91,89
322,3,0:27.0,,Turnover by J. Brown (lost ball; steal by T. Evans),91,89
323,3,0:02.0,T. Evans misses 2-pt layup from 1 ft,,91,89
324,3,0:01.0,Offensive rebound by M. Turner,,91,89
325,3,0:01.0,M. Turner misses 2-pt layup from 1 ft,,91,89
326,3,0:01.0,Offensive rebound by M. Turner,,91,89
327,3,0:00.0,M. Turner misses 2-pt layup from 1 ft (block by M. Morris),,91,89
328,3,0:00.0,,Defensive rebound by M. Morris,91,89
329,4,11:47.0,,A. Horford misses 2-pt layup from 5 ft (block by D. Sabonis),91,89
330,4,11:45.0,Defensive rebound by C. Joseph,,91,89
331,4,11:28.0,Turnover by D. Sabonis (lost ball; steal by T. Rozier),,91,89
332,4,11:25.0,,Turnover by T. Rozier (step out of bounds),91,89
333,4,11:13.0,D. Sabonis misses 2-pt layup at rim,,91,89
334,4,11:12.0,,Defensive rebound by M. Morris,91,89
335,4,11:09.0,,M. Morris misses 3-pt jump shot from 27 ft,91,89
336,4,11:07.0,Defensive rebound by D. Sabonis,,91,89
337,4,10:47.0,C. Joseph misses 3-pt jump shot from 25 ft,,91,89
338,4,10:45.0,,Defensive rebound by A. Horford,91,89
339,4,10:32.0,,M. Morris misses 3-pt jump shot from 26 ft,91,89
340,4,10:29.0,,Offensive rebound by J. Brown,91,89
341,4,10:27.0,,Personal foul by C. Joseph (drawn by J. Brown),91,89
342,4,10:17.0,,Shooting foul by D. Sabonis (drawn by G. Hayward),91,89
343,4,10:17.0,,G. Hayward makes free throw 1 of 2,91,90
344,4,10:17.0,,G. Hayward makes free throw 2 of 2,91,91
345,4,10:01.0,D. Sabonis makes 2-pt hook shot from 3 ft,,93,91
346,4,9:43.0,,A. Horford makes 2-pt hook shot from 7 ft,93,93
347,4,9:43.0,,Shooting foul by D. Sabonis (drawn by A. Horford),93,93
348,4,9:43.0,,A. Horford makes free throw 1 of 1,93,94
349,4,9:37.0,Personal foul by G. Hayward (drawn by D. McDermott),,93,94
350,4,9:28.0,T. Evans misses 2-pt jump shot from 11 ft,,93,94
351,4,9:27.0,,Defensive rebound by A. Horford,93,94
352,4,9:20.0,,M. Morris makes 2-pt jump shot from 10 ft,93,96
353,4,9:05.0,D. McDermott misses 2-pt jump shot from 7 ft,,93,96
354,4,9:03.0,Offensive rebound by Team,,93,96
355,4,8:56.0,D. McDermott misses 2-pt layup from 1 ft,,93,96
356,4,8:55.0,Offensive rebound by D. Sabonis,,93,96
357,4,8:54.0,D. Sabonis makes 2-pt layup from 1 ft,,95,96
358,4,8:33.0,,G. Hayward makes 2-pt layup from 2 ft (assist by T. Rozier),95,98
359,4,8:09.0,T. Evans makes 2-pt jump shot from 20 ft (assist by C. Joseph),,97,98
360,4,8:02.0,,M. Morris misses 3-pt jump shot from 26 ft,97,98
361,4,8:00.0,Defensive rebound by T. Evans,,97,98
362,4,7:53.0,T. Evans misses 3-pt jump shot from 26 ft,,97,98
363,4,7:50.0,Offensive rebound by T. Leaf,,97,98
364,4,7:49.0,T. Leaf makes 2-pt layup from 1 ft,,99,98
365,4,7:35.0,,A. Horford misses 2-pt jump shot from 17 ft,99,98
366,4,7:33.0,Defensive rebound by T. Evans,,99,98
367,4,7:18.0,T. Evans misses 2-pt layup from 1 ft (block by A. Horford),,99,98
368,4,7:16.0,Offensive rebound by D. Sabonis,,99,98
369,4,7:16.0,Offensive foul by D. Sabonis (drawn by A. Horford),,99,98
370,4,7:16.0,Turnover by D. Sabonis (offensive foul),,99,98
371,4,7:16.0,M. Turner enters the game for T. Leaf,,99,98
372,4,7:16.0,T. Young enters the game for D. Sabonis,,99,98
373,4,7:16.0,,A. Baynes enters the game for G. Hayward,99,98
374,4,7:16.0,,K. Irving enters the game for A. Horford,99,98
375,4,7:16.0,,J. Tatum enters the game for M. Morris,99,98
376,4,7:01.0,,K. Irving misses 2-pt jump shot from 14 ft,99,98
377,4,6:59.0,Defensive rebound by T. Young,,99,98
378,4,6:44.0,M. Turner misses 3-pt jump shot from 25 ft,,99,98
379,4,6:41.0,,Defensive rebound by J. Brown,99,98
380,4,6:33.0,,T. Rozier misses 2-pt layup from 1 ft,99,98
381,4,6:32.0,,Offensive rebound by A. Baynes,99,98
382,4,6:31.0,,A. Baynes makes 2-pt layup at rim,99,100
383,4,6:31.0,Indiana full timeout,,99,100
384,4,6:31.0,B. Bogdanović enters the game for D. McDermott,,99,100
385,4,6:31.0,,M. Smart enters the game for T. Rozier,99,100
