,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
34,1,6:21.0,,Turnover by K. Lowry (bad pass),15,16
35,1,6:08.0,K. Middleton misses 2-pt jump shot from 17 ft,,15,16
36,1,6:03.0,,Defensive rebound by D. Green,15,16
37,1,5:56.0,,K. Leonard misses 2-pt jump shot from 22 ft,15,16
38,1,5:53.0,Defensive rebound by K. Middleton,,15,16
39,1,5:46.0,M. Brogdon misses 2-pt layup from 3 ft (block by K. Lowry),,15,16
40,1,5:46.0,,Defensive rebound by Team,15,16
41,1,5:46.0,E. İlyasova enters the game for M. Brogdon,,15,16
42,1,5:46.0,,F. VanVleet enters the game for P. Siakam,15,16
43,1,5:26.0,,S. Ibaka misses 2-pt layup from 5 ft (block by E. İlyasova),15,16
44,1,5:25.0,,Offensive rebound by K. Leonard,15,16
45,1,5:24.0,,K. Leonard makes 2-pt jump shot from 4 ft,15,18
46,1,5:02.0,Turnover by E. Bledsoe (bad pass; steal by S. Ibaka),,15,18
47,1,4:51.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by S. Ibaka),15,20
48,1,4:28.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by K. Middleton),,18,20
49,1,4:05.0,,S. Ibaka makes 2-pt hook shot from 8 ft (assist by F. VanVleet),18,22
50,1,3:46.0,E. Bledsoe misses 2-pt layup from 5 ft (block by D. Green),,18,22
51,1,3:43.0,Offensive rebound by E. Bledsoe,,18,22
52,1,3:43.0,G. Antetokounmpo enters the game for B. Lopez,,18,22
53,1,3:41.0,P. Connaughton misses 3-pt jump shot from 33 ft,,18,22
54,1,3:41.0,,Defensive rebound by Team,18,22
55,1,3:29.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Leonard),18,25
56,1,3:04.0,P. Connaughton misses 3-pt jump shot from 23 ft,,18,25
57,1,3:03.0,Offensive rebound by Team,,18,25
58,1,3:03.0,Turnover by Team (shot clock),,18,25
59,1,3:03.0,T. Snell enters the game for K. Middleton,,18,25
60,1,2:48.0,,Toronto full timeout,18,25
61,1,2:48.0,M. Brogdon enters the game for E. Bledsoe,,18,25
62,1,2:48.0,,O. Anunoby enters the game for S. Ibaka,18,25
63,1,2:48.0,,P. Siakam enters the game for K. Leonard,18,25
64,1,2:46.0,,Turnover by S. Ibaka (lost ball; steal by E. İlyasova),18,25
65,1,2:29.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,18,25
66,1,2:26.0,,Defensive rebound by K. Lowry,18,25
67,1,2:23.0,,Turnover by K. Lowry (lost ball; steal by P. Connaughton),18,25
68,1,2:21.0,Personal foul by F. VanVleet (drawn by P. Connaughton),,18,25
69,1,2:15.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by T. Snell),,20,25
70,1,2:15.0,Shooting foul by F. VanVleet (drawn by G. Antetokounmpo),,20,25
71,1,2:15.0,G. Antetokounmpo misses free throw 1 of 1,,20,25
72,1,2:12.0,,Defensive rebound by D. Green,20,25
73,1,2:00.0,,P. Siakam makes 2-pt jump shot from 10 ft,20,27
74,1,1:47.0,E. İlyasova misses 2-pt layup from 7 ft (block by P. Siakam),,20,27
75,1,1:47.0,Offensive rebound by Team,,20,27
76,1,1:47.0,Shooting foul by D. Green (drawn by E. İlyasova),,20,27
77,1,1:47.0,S. Brown enters the game for P. Connaughton,,20,27
78,1,1:47.0,,C. Miles enters the game for D. Green,20,27
79,1,1:47.0,,D. Wright enters the game for K. Lowry,20,27
80,1,1:47.0,E. İlyasova makes free throw 1 of 2,,21,27
81,1,1:47.0,E. İlyasova makes free throw 2 of 2,,22,27
82,1,1:32.0,,P. Siakam misses 2-pt jump shot from 11 ft,22,27
83,1,1:29.0,Defensive rebound by G. Antetokounmpo,,22,27
84,1,1:10.0,S. Brown misses 3-pt jump shot from 23 ft,,22,27
85,1,1:08.0,,Defensive rebound by C. Miles,22,27
86,1,1:01.0,,F. VanVleet makes 2-pt layup from 2 ft,22,29
87,1,0:50.0,T. Snell misses 3-pt jump shot from 26 ft,,22,29
88,1,0:48.0,,Defensive rebound by D. Wright,22,29
89,1,0:43.0,,Shooting foul by M. Brogdon (drawn by P. Siakam),22,29
90,1,0:43.0,,P. Siakam misses free throw 1 of 2,22,29
91,1,0:43.0,,Offensive rebound by Team,22,29
92,1,0:43.0,T. Maker enters the game for E. İlyasova,,22,29
93,1,0:43.0,,P. Siakam makes free throw 2 of 2,22,30
94,1,0:33.0,M. Brogdon misses 3-pt jump shot from 25 ft,,22,30
95,1,0:29.0,,Defensive rebound by O. Anunoby,22,30
96,1,0:12.0,,P. Siakam misses 2-pt layup from 2 ft,22,30
97,1,0:10.0,Defensive rebound by M. Brogdon,,22,30
98,1,0:03.0,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,25,30
99,1,0:00.0,,P. Siakam misses 3-pt jump shot from 60 ft,25,30
100,1,0:00.0,,Offensive rebound by Team,25,30
101,2,11:37.0,,F. VanVleet misses 2-pt jump shot from 20 ft,25,30
102,2,11:33.0,Defensive rebound by M. Brogdon,,25,30
103,2,11:27.0,Shooting foul by J. Valančiūnas (drawn by T. Maker),,25,30
104,2,11:27.0,T. Maker makes free throw 1 of 2,,26,30
105,2,11:27.0,T. Maker makes free throw 2 of 2,,27,30
106,2,11:05.0,,F. VanVleet misses 2-pt layup from 4 ft,27,30
107,2,10:59.0,,Offensive rebound by J. Valančiūnas,27,30
108,2,10:59.0,,J. Valančiūnas misses 2-pt layup at rim,27,30
109,2,10:58.0,Defensive rebound by S. Brown,,27,30
110,2,10:53.0,M. Brogdon misses 2-pt jump shot from 10 ft,,27,30
111,2,10:50.0,,Defensive rebound by J. Valančiūnas,27,30
112,2,10:34.0,,Personal foul by S. Brown (drawn by J. Valančiūnas),27,30
113,2,10:28.0,,Personal foul by S. Brown (drawn by J. Valančiūnas),27,30
114,2,10:19.0,,D. Wright misses 3-pt jump shot from 22 ft,27,30
115,2,10:13.0,Defensive rebound by G. Antetokounmpo,,27,30
116,2,10:12.0,Offensive foul by G. Antetokounmpo (drawn by C. Miles),,27,30
117,2,10:12.0,Turnover by G. Antetokounmpo (offensive foul),,27,30
118,2,9:57.0,,O. Anunoby misses 3-pt jump shot from 24 ft,27,30
119,2,9:55.0,,Offensive rebound by D. Wright,27,30
120,2,9:47.0,,J. Valančiūnas misses 2-pt layup from 2 ft (block by T. Maker),27,30
121,2,9:44.0,Defensive rebound by G. Antetokounmpo,,27,30
122,2,9:42.0,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,30,30
123,2,9:28.0,,F. VanVleet misses 2-pt jump shot from 16 ft,30,30
124,2,9:25.0,Defensive rebound by G. Antetokounmpo,,30,30
125,2,9:20.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,32,30
126,2,9:20.0,,Toronto full timeout,32,30
127,2,9:03.0,,Shooting foul by T. Maker (drawn by J. Valančiūnas),32,30
128,2,9:03.0,,J. Valančiūnas makes free throw 1 of 2,32,31
129,2,9:03.0,,K. Leonard enters the game for F. VanVleet,32,31
130,2,9:03.0,,J. Valančiūnas makes free throw 2 of 2,32,32
131,2,8:41.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,35,32
132,2,8:19.0,,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by D. Wright),35,34
133,2,8:00.0,Turnover by T. Maker (bad pass),,35,34
134,2,7:44.0,,Offensive foul by J. Valančiūnas (drawn by T. Maker),35,34
135,2,7:44.0,,Turnover by J. Valančiūnas (offensive foul),35,34
136,2,7:44.0,B. Lopez enters the game for T. Maker,,35,34
137,2,7:36.0,Personal foul by C. Miles (drawn by G. Antetokounmpo),,35,34
138,2,7:23.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,35,34
139,2,7:19.0,,Defensive rebound by J. Valančiūnas,35,34
140,2,7:18.0,,Turnover by J. Valančiūnas (bad pass; steal by B. Lopez),35,34
141,2,7:15.0,B. Lopez misses 2-pt layup from 4 ft (block by K. Leonard),,35,34
142,2,7:12.0,,Defensive rebound by D. Wright,35,34
143,2,7:09.0,,D. Wright misses 3-pt jump shot from 25 ft,35,34
144,2,7:04.0,Defensive rebound by G. Antetokounmpo,,35,34
145,2,6:59.0,,Violation by Team (kicked ball),35,34
146,2,6:59.0,E. Bledsoe enters the game for G. Antetokounmpo,,35,34
147,2,6:59.0,E. İlyasova enters the game for M. Brogdon,,35,34
148,2,6:59.0,K. Middleton enters the game for T. Snell,,35,34
149,2,6:59.0,,S. Ibaka enters the game for O. Anunoby,35,34
150,2,6:59.0,,K. Lowry enters the game for J. Valančiūnas,35,34
151,2,6:59.0,,P. Siakam enters the game for D. Wright,35,34
152,2,6:52.0,Personal foul by S. Ibaka (drawn by K. Middleton),,35,34
153,2,6:45.0,E. Bledsoe misses 2-pt hook shot from 6 ft,,35,34
154,2,6:41.0,,Defensive rebound by S. Ibaka,35,34
155,2,6:32.0,,K. Leonard misses 2-pt layup from 2 ft (block by S. Brown),35,34
156,2,6:30.0,Defensive rebound by B. Lopez,,35,34
157,2,6:28.0,E. Bledsoe makes 2-pt layup from 2 ft,,37,34
158,2,6:28.0,Shooting foul by S. Ibaka (drawn by E. Bledsoe),,37,34
159,2,6:28.0,E. Bledsoe makes free throw 1 of 1,,38,34
160,2,6:07.0,,S. Ibaka misses 3-pt jump shot from 26 ft,38,34
161,2,6:04.0,,Offensive rebound by Team,38,34
162,2,6:04.0,,D. Green enters the game for C. Miles,38,34
163,2,5:51.0,,P. Siakam makes 2-pt hook shot from 7 ft (assist by K. Lowry),38,36
164,2,5:27.0,K. Middleton makes 3-pt jump shot from 26 ft,,41,36
165,2,5:13.0,,P. Siakam misses 3-pt jump shot from 25 ft,41,36
166,2,5:09.0,Defensive rebound by E. İlyasova,,41,36
167,2,4:58.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,44,36
168,2,4:37.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Lowry),44,38
169,2,4:22.0,K. Middleton misses 3-pt jump shot from 26 ft (block by K. Leonard),,44,38
170,2,4:21.0,,Defensive rebound by Team,44,38
171,2,4:21.0,T. Snell enters the game for S. Brown,,44,38
172,2,4:07.0,,S. Ibaka makes 2-pt jump shot from 19 ft,44,40
173,2,3:44.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,44,40
174,2,3:43.0,,Defensive rebound by D. Green,44,40
175,2,3:39.0,,Personal foul by K. Middleton (drawn by K. Lowry),44,40
176,2,3:39.0,,F. VanVleet enters the game for P. Siakam,44,40
177,2,3:29.0,,S. Ibaka misses 2-pt jump shot from 14 ft,44,40
178,2,3:27.0,Defensive rebound by T. Snell,,44,40
179,2,3:21.0,Turnover by K. Middleton (bad pass; steal by K. Leonard),,44,40
180,2,3:13.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Lowry),44,43
181,2,3:12.0,Milwaukee full timeout,,44,43
182,2,3:12.0,G. Antetokounmpo enters the game for E. İlyasova,,44,43
183,2,2:57.0,T. Snell misses 3-pt jump shot from 26 ft,,44,43
184,2,2:54.0,,Defensive rebound by K. Leonard,44,43
185,2,2:35.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),44,46
186,2,2:23.0,E. Bledsoe misses 2-pt layup from 4 ft,,44,46
187,2,2:21.0,Offensive rebound by G. Antetokounmpo,,44,46
188,2,2:12.0,B. Lopez makes 3-pt jump shot from 26 ft,,47,46
189,2,1:52.0,,K. Leonard misses 3-pt jump shot from 25 ft,47,46
190,2,1:49.0,Defensive rebound by K. Middleton,,47,46
191,2,1:35.0,E. Bledsoe misses 2-pt layup from 2 ft,,47,46
192,2,1:32.0,,Defensive rebound by S. Ibaka,47,46
193,2,1:22.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Lowry),47,49
194,2,1:12.0,B. Lopez makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),,50,49
195,2,0:54.0,,K. Leonard misses 3-pt jump shot from 25 ft,50,49
196,2,0:52.0,Defensive rebound by K. Middleton,,50,49
197,2,0:34.0,B. Lopez misses 2-pt jump shot from 10 ft,,50,49
198,2,0:32.0,Offensive rebound by Team,,50,49
199,2,0:32.0,,Loose ball foul by K. Lowry (drawn by T. Snell),50,49
200,2,0:32.0,T. Snell makes free throw 1 of 2,,51,49
201,2,0:32.0,M. Brogdon enters the game for G. Antetokounmpo,,51,49
202,2,0:32.0,E. İlyasova enters the game for E. Bledsoe,,51,49
203,2,0:32.0,,J. Valančiūnas enters the game for S. Ibaka,51,49
204,2,0:32.0,T. Snell misses free throw 2 of 2,,51,49
205,2,0:31.0,,Defensive rebound by K. Leonard,51,49
206,2,0:25.0,,K. Lowry misses 3-pt jump shot from 25 ft,51,49
207,2,0:22.0,Defensive rebound by K. Middleton,,51,49
208,2,0:02.0,Turnover by K. Middleton (lost ball; steal by F. VanVleet),,51,49
209,2,0:00.0,,F. VanVleet misses 3-pt jump shot from 30 ft,51,49
210,2,0:00.0,,Offensive rebound by Team,51,49
211,3,11:42.0,,Turnover by D. Green (bad pass; steal by B. Lopez),51,49
212,3,11:36.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,51,49
213,3,11:33.0,,Defensive rebound by K. Leonard,51,49
214,3,11:24.0,,D. Green misses 2-pt jump shot from 7 ft,51,49
215,3,11:21.0,Defensive rebound by G. Antetokounmpo,,51,49
216,3,11:16.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,53,49
217,3,10:59.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by D. Green),53,52
218,3,10:40.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,55,52
219,3,10:31.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Leonard),55,55
220,3,10:16.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,55,55
221,3,10:14.0,,Defensive rebound by S. Ibaka,55,55
222,3,9:59.0,,S. Ibaka misses 2-pt hook shot from 8 ft,55,55
223,3,9:53.0,,Offensive rebound by S. Ibaka,55,55
224,3,9:53.0,,S. Ibaka misses 2-pt layup from 1 ft,55,55
225,3,9:51.0,Defensive rebound by G. Antetokounmpo,,55,55
226,3,9:41.0,M. Brogdon misses 2-pt layup from 2 ft,,55,55
227,3,9:39.0,Offensive rebound by G. Antetokounmpo,,55,55
228,3,9:31.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,57,55
229,3,9:07.0,,P. Siakam misses 2-pt layup from 8 ft (block by G. Antetokounmpo),57,55
230,3,9:04.0,Defensive rebound by K. Middleton,,57,55
231,3,9:02.0,M. Brogdon makes 2-pt layup from 2 ft (assist by K. Middleton),,59,55
232,3,8:50.0,,S. Ibaka misses 3-pt jump shot from 26 ft,59,55
233,3,8:45.0,,Offensive rebound by K. Leonard,59,55
234,3,8:37.0,,K. Leonard misses 2-pt jump shot from 9 ft,59,55
235,3,8:36.0,Defensive rebound by G. Antetokounmpo,,59,55
236,3,8:31.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by P. Siakam),,59,55
237,3,8:31.0,Offensive rebound by Team,,59,55
238,3,8:21.0,M. Brogdon misses 3-pt jump shot from 23 ft,,59,55
239,3,8:13.0,Offensive rebound by E. Bledsoe,,59,55
240,3,8:13.0,E. Bledsoe makes 2-pt layup at rim,,61,55
241,3,8:03.0,,K. Leonard makes 2-pt jump shot from 10 ft,61,57
242,3,8:03.0,,Shooting foul by K. Middleton (drawn by K. Leonard),61,57
243,3,8:03.0,,K. Leonard makes free throw 1 of 1,61,58
244,3,7:51.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by M. Brogdon),,63,58
245,3,7:51.0,,Violation by Team (def goaltending),63,58
246,3,7:38.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. Green),63,61
247,3,7:26.0,Turnover by K. Middleton (traveling),,63,61
248,3,7:26.0,T. Snell enters the game for M. Brogdon,,63,61
249,3,7:11.0,,Offensive foul by D. Green (drawn by E. Bledsoe),63,61
250,3,7:11.0,,Turnover by D. Green (offensive foul),63,61
251,3,6:52.0,B. Lopez misses 2-pt jump shot from 8 ft (block by S. Ibaka),,63,61
252,3,6:50.0,Offensive rebound by G. Antetokounmpo,,63,61
253,3,6:48.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Green),,63,61
254,3,6:45.0,,P. Siakam makes 2-pt jump shot from 2 ft (assist by D. Green),63,63
255,3,6:45.0,Milwaukee full timeout,,63,63
256,3,6:45.0,S. Brown enters the game for T. Snell,,63,63
257,3,6:30.0,K. Middleton misses 2-pt jump shot from 19 ft,,63,63
258,3,6:27.0,,Defensive rebound by S. Ibaka,63,63
259,3,6:15.0,,S. Ibaka makes 2-pt dunk from 2 ft (assist by K. Lowry),63,65
260,3,5:58.0,Def 3 sec tech foul by Team,,63,65
261,3,5:58.0,K. Middleton misses technical free throw,,63,65
262,3,5:58.0,Offensive rebound by Team,,63,65
263,3,5:45.0,S. Brown misses 3-pt jump shot from 23 ft,,63,65
264,3,5:42.0,,Defensive rebound by K. Lowry,63,65
265,3,5:33.0,,K. Leonard misses 3-pt jump shot from 25 ft,63,65
266,3,5:31.0,Defensive rebound by G. Antetokounmpo,,63,65
267,3,5:19.0,E. Bledsoe makes 2-pt jump shot from 8 ft (assist by B. Lopez),,65,65
268,3,5:11.0,,K. Lowry misses 3-pt jump shot from 26 ft,65,65
269,3,5:08.0,Defensive rebound by G. Antetokounmpo,,65,65
270,3,5:02.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,65,65
271,3,5:01.0,,Defensive rebound by K. Leonard,65,65
272,3,4:42.0,,Personal foul by S. Brown (drawn by K. Leonard),65,65
273,3,4:28.0,,D. Green misses 2-pt jump shot from 23 ft,65,65
274,3,4:25.0,Defensive rebound by G. Antetokounmpo,,65,65
275,3,4:19.0,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,68,65
276,3,3:59.0,,S. Ibaka misses 3-pt jump shot from 25 ft,68,65
277,3,3:55.0,,Offensive rebound by P. Siakam,68,65
278,3,3:55.0,,P. Siakam makes 2-pt layup from 3 ft,68,67
279,3,3:41.0,S. Brown misses 2-pt layup from 2 ft,,68,67
280,3,3:38.0,,Defensive rebound by P. Siakam,68,67
281,3,3:33.0,,K. Lowry misses 3-pt jump shot from 26 ft,68,67
282,3,3:31.0,Defensive rebound by K. Middleton,,68,67
283,3,3:25.0,K. Middleton makes 2-pt hook shot from 2 ft,,70,67
284,3,3:22.0,,Toronto full timeout,70,67
285,3,3:22.0,M. Brogdon enters the game for G. Antetokounmpo,,70,67
286,3,3:22.0,E. İlyasova enters the game for E. Bledsoe,,70,67
287,3,3:22.0,T. Maker enters the game for B. Lopez,,70,67
288,3,3:22.0,T. Snell enters the game for K. Middleton,,70,67
289,3,3:22.0,,J. Valančiūnas enters the game for S. Ibaka,70,67
290,3,3:22.0,,F. VanVleet enters the game for K. Leonard,70,67
291,3,3:10.0,,Turnover by K. Lowry (offensive foul),70,67
292,3,3:10.0,,Offensive foul by K. Lowry (drawn by T. Snell),70,67
293,3,3:10.0,,O. Anunoby enters the game for P. Siakam,70,67
294,3,2:57.0,M. Brogdon misses 2-pt layup from 2 ft,,70,67
295,3,2:55.0,,Defensive rebound by O. Anunoby,70,67
296,3,2:44.0,,J. Valančiūnas misses 2-pt layup from 4 ft (block by T. Maker),70,67
297,3,2:41.0,Defensive rebound by T. Maker,,70,67
298,3,2:37.0,T. Snell makes 2-pt layup from 2 ft,,72,67
299,3,2:26.0,,O. Anunoby makes 2-pt hook shot from 3 ft,72,69
300,3,2:17.0,Personal foul by O. Anunoby (drawn by E. İlyasova),,72,69
301,3,2:17.0,,C. Miles enters the game for D. Green,72,69
302,3,2:17.0,,D. Wright enters the game for K. Lowry,72,69
303,3,2:01.0,M. Brogdon makes 2-pt layup from 2 ft (assist by S. Brown),,74,69
304,3,1:43.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by F. VanVleet),74,72
305,3,1:35.0,M. Brogdon makes 2-pt layup from 2 ft,,76,72
306,3,1:35.0,Shooting foul by F. VanVleet (drawn by M. Brogdon),,76,72
307,3,1:35.0,M. Brogdon makes free throw 1 of 1,,77,72
308,3,1:16.0,,F. VanVleet misses 3-pt jump shot from 26 ft,77,72
309,3,1:15.0,Defensive rebound by Team,,77,72
310,3,1:15.0,,Loose ball foul by J. Valančiūnas (drawn by E. İlyasova),77,72
311,3,1:15.0,E. İlyasova makes free throw 1 of 2,,78,72
312,3,1:15.0,E. İlyasova makes free throw 2 of 2,,79,72
313,3,1:01.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,79,72
314,3,0:58.0,Defensive rebound by T. Maker,,79,72
315,3,0:50.0,M. Brogdon misses 2-pt layup from 2 ft,,79,72
316,3,0:48.0,,Defensive rebound by F. VanVleet,79,72
317,3,0:32.0,,O. Anunoby misses 3-pt jump shot from 23 ft,79,72
318,3,0:29.0,,Offensive rebound by J. Valančiūnas,79,72
319,3,0:27.0,,J. Valančiūnas misses 2-pt layup from 3 ft (block by T. Maker),79,72
320,3,0:25.0,,Offensive rebound by J. Valančiūnas,79,72
321,3,0:25.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft,79,74
322,3,0:01.0,T. Maker misses 3-pt jump shot from 23 ft,,79,74
323,3,0:01.0,Offensive rebound by Team,,79,74
324,4,11:42.0,T. Snell makes 2-pt jump shot from 7 ft,,81,74
325,4,11:18.0,,O. Anunoby misses 2-pt hook shot from 3 ft,81,74
326,4,11:15.0,Defensive rebound by S. Brown,,81,74
327,4,11:07.0,S. Brown makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,83,74
328,4,10:49.0,,O. Anunoby misses 3-pt jump shot from 23 ft,83,74
329,4,10:44.0,Defensive rebound by S. Brown,,83,74
330,4,10:39.0,T. Snell misses 3-pt jump shot from 25 ft,,83,74
331,4,10:36.0,Offensive rebound by G. Antetokounmpo,,83,74
332,4,10:36.0,Shooting foul by C. Miles (drawn by T. Snell),,83,74
333,4,10:36.0,T. Snell makes free throw 1 of 2,,84,74
334,4,10:36.0,,K. Leonard enters the game for O. Anunoby,84,74
335,4,10:36.0,,P. Siakam enters the game for D. Wright,84,74
336,4,10:36.0,T. Snell makes free throw 2 of 2,,85,74
337,4,10:26.0,,Personal foul by E. İlyasova (drawn by K. Leonard),85,74
338,4,10:16.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by P. Siakam),85,77
339,4,10:05.0,Personal foul by P. Siakam (drawn by G. Antetokounmpo),,85,77
340,4,9:47.0,T. Snell misses 2-pt jump shot from 20 ft,,85,77
341,4,9:44.0,,Defensive rebound by F. VanVleet,85,77
342,4,9:35.0,,K. Leonard misses 2-pt jump shot from 18 ft,85,77
343,4,9:35.0,,Offensive rebound by Team,85,77
344,4,9:35.0,Loose ball foul by E. İlyasova (drawn by J. Valančiūnas),,85,77
345,4,9:26.0,,C. Miles misses 3-pt jump shot from 25 ft,85,77
346,4,9:23.0,Defensive rebound by S. Brown,,85,77
347,4,9:17.0,T. Snell misses 3-pt jump shot from 27 ft,,85,77
348,4,9:14.0,,Defensive rebound by C. Miles,85,77
349,4,9:09.0,,C. Miles makes 2-pt layup from 3 ft,85,79
350,4,8:59.0,Turnover by T. Snell (bad pass; steal by K. Leonard),,85,79
351,4,8:58.0,,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),85,79
352,4,8:58.0,Milwaukee full timeout,,85,79
353,4,8:58.0,E. Bledsoe enters the game for S. Brown,,85,79
354,4,8:58.0,K. Middleton enters the game for T. Snell,,85,79
355,4,8:58.0,,K. Leonard makes free throw 1 of 2,85,80
356,4,8:58.0,,K. Leonard makes free throw 2 of 2,85,81
357,4,8:38.0,E. İlyasova misses 3-pt jump shot from 24 ft,,85,81
358,4,8:35.0,,Defensive rebound by P. Siakam,85,81
359,4,8:29.0,,C. Miles misses 3-pt jump shot from 25 ft,85,81
360,4,8:26.0,Defensive rebound by K. Middleton,,85,81
361,4,8:12.0,Shooting foul by C. Miles (drawn by G. Antetokounmpo),,85,81
362,4,8:12.0,G. Antetokounmpo makes free throw 1 of 2,,86,81
363,4,8:12.0,S. Brown enters the game for M. Brogdon,,86,81
364,4,8:12.0,B. Lopez enters the game for E. İlyasova,,86,81
365,4,8:12.0,G. Antetokounmpo makes free throw 2 of 2,,87,81
366,4,7:55.0,,J. Valančiūnas misses 2-pt layup from 4 ft (block by B. Lopez),87,81
367,4,7:55.0,Defensive rebound by Team,,87,81
368,4,7:55.0,,D. Green enters the game for C. Miles,87,81
369,4,7:55.0,,S. Ibaka enters the game for J. Valančiūnas,87,81
370,4,7:40.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,90,81
371,4,7:23.0,,K. Leonard misses 2-pt jump shot from 11 ft,90,81
