,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
385,4,8:05.0,Defensive rebound by R. Lopez,,84,83
386,4,7:48.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,87,83
387,4,7:29.0,,T. Burke misses 2-pt layup from 2 ft,87,83
388,4,7:27.0,,Offensive rebound by E. Freedom,87,83
389,4,7:21.0,,T. Burke makes 2-pt jump shot from 13 ft,87,85
390,4,7:09.0,Z. LaVine makes 2-pt jump shot from 2 ft,,89,85
391,4,6:54.0,,E. Freedom misses 2-pt jump shot from 15 ft,89,85
392,4,6:52.0,Defensive rebound by C. Hutchison,,89,85
393,4,6:46.0,Turnover by Z. LaVine (traveling),,89,85
394,4,6:46.0,,New York full timeout,89,85
395,4,6:46.0,C. Payne enters the game for R. Arcidiacono,,89,85
396,4,6:46.0,,D. Dotson enters the game for E. Mudiay,89,85
397,4,6:34.0,,D. Dotson misses 3-pt jump shot from 26 ft,89,85
398,4,6:32.0,,Offensive rebound by M. Hezonja,89,85
399,4,6:31.0,,M. Hezonja misses 2-pt layup from 2 ft,89,85
400,4,6:30.0,Defensive rebound by C. Hutchison,,89,85
401,4,6:15.0,R. Lopez makes 2-pt hook shot from 2 ft (assist by Z. LaVine),,91,85
402,4,6:15.0,,Violation by Team (def goaltending),91,85
403,4,5:55.0,,E. Freedom makes 2-pt layup from 2 ft,91,87
404,4,5:38.0,Z. LaVine misses 3-pt jump shot from 25 ft,,91,87
405,4,5:36.0,Offensive rebound by R. Lopez,,91,87
406,4,5:24.0,J. Holiday misses 2-pt jump shot from 20 ft,,91,87
407,4,5:22.0,,Defensive rebound by D. Dotson,91,87
408,4,5:17.0,,A. Trier makes 2-pt layup from 1 ft (assist by T. Burke),91,89
409,4,5:17.0,Chicago full timeout,,91,89
410,4,5:17.0,J. Parker enters the game for C. Hutchison,,91,89
411,4,5:04.0,Z. LaVine makes 2-pt jump shot from 6 ft,,93,89
412,4,4:45.0,,A. Trier makes 2-pt jump shot from 16 ft,93,91
413,4,4:25.0,R. Lopez misses 2-pt hook shot from 7 ft,,93,91
414,4,4:23.0,,Defensive rebound by T. Burke,93,91
415,4,4:14.0,,T. Burke makes 2-pt jump shot from 22 ft,93,93
416,4,3:53.0,Turnover by Z. LaVine (bad pass; steal by M. Hezonja),,93,93
417,4,3:33.0,,M. Hezonja misses 3-pt jump shot from 29 ft,93,93
418,4,3:31.0,Defensive rebound by J. Holiday,,93,93
419,4,3:22.0,Z. LaVine makes 3-pt jump shot from 25 ft,,96,93
420,4,3:08.0,,M. Hezonja misses 2-pt layup from 1 ft (block by R. Lopez),96,93
421,4,3:06.0,Defensive rebound by R. Lopez,,96,93
422,4,2:56.0,Z. LaVine makes 3-pt jump shot from 26 ft,,99,93
423,4,2:55.0,,New York full timeout,99,93
424,4,2:55.0,,E. Mudiay enters the game for T. Burke,99,93
425,4,2:40.0,,Shooting foul by J. Holiday (drawn by A. Trier),99,93
426,4,2:40.0,W. Carter enters the game for R. Lopez,,99,93
427,4,2:40.0,,N. Vonleh enters the game for E. Freedom,99,93
428,4,2:40.0,,A. Trier makes free throw 1 of 2,99,94
429,4,2:40.0,,A. Trier makes free throw 2 of 2,99,95
430,4,2:29.0,J. Holiday misses 3-pt jump shot from 25 ft,,99,95
431,4,2:27.0,,Defensive rebound by E. Mudiay,99,95
432,4,2:23.0,,E. Mudiay misses 2-pt layup from 1 ft,99,95
433,4,2:22.0,,D. Dotson makes 2-pt layup from 1 ft,99,97
434,4,2:22.0,,Offensive rebound by D. Dotson,99,97
435,4,2:02.0,Z. LaVine makes 3-pt jump shot from 25 ft,,102,97
436,4,1:49.0,,D. Dotson misses 2-pt jump shot from 19 ft,102,97
437,4,1:47.0,Defensive rebound by W. Carter,,102,97
438,4,1:31.0,Turnover by Z. LaVine (bad pass; steal by N. Vonleh),,102,97
439,4,1:28.0,,Shooting foul by W. Carter (drawn by A. Trier),102,97
440,4,1:28.0,R. Lopez enters the game for W. Carter,,102,97
441,4,1:28.0,,A. Trier makes free throw 1 of 2,102,98
442,4,1:28.0,,A. Trier makes free throw 2 of 2,102,99
443,4,1:11.0,Z. LaVine misses 2-pt jump shot from 22 ft,,102,99
444,4,1:09.0,Offensive rebound by R. Lopez,,102,99
445,4,0:56.0,Z. LaVine misses 3-pt jump shot from 25 ft,,102,99
446,4,0:54.0,,Defensive rebound by A. Trier,102,99
447,4,0:49.0,,A. Trier makes 3-pt jump shot from 26 ft (assist by D. Dotson),102,102
448,4,0:48.0,Chicago full timeout,,102,102
449,4,0:30.0,C. Payne misses 2-pt layup from 6 ft (block by N. Vonleh),,102,102
450,4,0:29.0,Offensive rebound by Team,,102,102
451,4,0:27.0,Z. LaVine misses 2-pt jump shot from 17 ft,,102,102
452,4,0:25.0,,Defensive rebound by Team,102,102
453,4,0:25.0,C. Hutchison enters the game for J. Parker,,102,102
454,4,0:25.0,,T. Burke enters the game for E. Mudiay,102,102
455,4,0:25.0,,E. Freedom enters the game for N. Vonleh,102,102
456,4,0:25.0,,New York full timeout,102,102
457,4,0:03.0,,A. Trier misses 2-pt jump shot from 17 ft,102,102
458,4,0:01.0,,Offensive rebound by M. Hezonja,102,102
459,4,0:01.0,,M. Hezonja misses 2-pt layup from 1 ft,102,102
460,4,0:00.0,Defensive rebound by J. Holiday,,102,102
461,1OT,4:46.0,Turnover by J. Parker (lost ball; steal by E. Mudiay),,102,102
462,1OT,4:40.0,,Turnover by M. Hezonja (traveling),102,102
463,1OT,4:30.0,J. Parker misses 3-pt jump shot from 24 ft,,102,102
464,1OT,4:28.0,,Defensive rebound by E. Freedom,102,102
465,1OT,4:12.0,,E. Mudiay makes 2-pt layup from 6 ft (assist by E. Freedom),102,104
466,1OT,3:59.0,C. Payne makes 2-pt layup from 7 ft,,104,104
467,1OT,3:38.0,,D. Dotson misses 3-pt jump shot from 25 ft,104,104
468,1OT,3:36.0,Defensive rebound by C. Payne,,104,104
469,1OT,3:31.0,J. Parker makes 2-pt layup from 1 ft (assist by C. Payne),,106,104
470,1OT,3:18.0,,M. Hezonja misses 3-pt jump shot from 25 ft,106,104
471,1OT,3:17.0,Defensive rebound by Team,,106,104
472,1OT,3:02.0,Z. LaVine misses 3-pt jump shot from 25 ft,,106,104
473,1OT,3:01.0,,Defensive rebound by Team,106,104
474,1OT,3:01.0,,N. Vonleh enters the game for M. Hezonja,106,104
475,1OT,2:53.0,,E. Freedom makes 2-pt jump shot from 9 ft (assist by A. Trier),106,106
476,1OT,2:38.0,Personal foul by E. Freedom (drawn by Z. LaVine),,106,106
477,1OT,2:33.0,Turnover by J. Parker (step out of bounds),,106,106
478,1OT,2:14.0,,Turnover by N. Vonleh (bad pass; steal by J. Holiday),106,106
479,1OT,2:10.0,Turnover by Z. LaVine (step out of bounds),,106,106
480,1OT,1:57.0,,D. Dotson makes 2-pt jump shot from 5 ft (assist by E. Freedom),106,108
481,1OT,1:47.0,Turnover by R. Lopez (bad pass),,106,108
482,1OT,1:35.0,,D. Dotson misses 3-pt jump shot from 26 ft,106,108
483,1OT,1:33.0,Defensive rebound by Team,,106,108
484,1OT,1:13.0,Z. LaVine makes 2-pt jump shot from 8 ft,,108,108
485,1OT,0:52.0,,Turnover by N. Vonleh (bad pass),108,108
486,1OT,0:34.0,Z. LaVine misses 3-pt jump shot from 27 ft,,108,108
487,1OT,0:32.0,Offensive rebound by C. Payne,,108,108
488,1OT,0:28.0,C. Payne misses 3-pt jump shot from 27 ft,,108,108
489,1OT,0:26.0,,Defensive rebound by N. Vonleh,108,108
490,1OT,0:19.0,,New York full timeout,108,108
491,1OT,0:19.0,C. Hutchison enters the game for J. Parker,,108,108
492,1OT,0:19.0,,M. Hezonja enters the game for N. Vonleh,108,108
493,1OT,0:05.0,,A. Trier misses 2-pt layup from 3 ft (block by R. Lopez),108,108
494,1OT,0:04.0,,Offensive rebound by Team,108,108
495,1OT,0:04.0,,New York full timeout,108,108
496,1OT,0:03.0,,Turnover by E. Mudiay (bad pass; steal by J. Holiday),108,108
497,1OT,0:02.0,Chicago full timeout,,108,108
498,1OT,0:02.0,J. Parker enters the game for C. Hutchison,,108,108
499,1OT,0:02.0,,M. Robinson enters the game for E. Freedom,108,108
500,1OT,0:02.0,,N. Vonleh enters the game for A. Trier,108,108
501,1OT,0:02.0,Turnover by Z. LaVine (step out of bounds),,108,108
502,1OT,0:02.0,C. Felício enters the game for J. Parker,,108,108
503,1OT,0:02.0,,E. Freedom enters the game for M. Robinson,108,108
504,1OT,0:02.0,,A. Trier enters the game for N. Vonleh,108,108
505,1OT,0:00.0,,E. Freedom misses 3-pt jump shot from 29 ft,108,108
506,1OT,0:00.0,,Offensive rebound by Team,108,108
507,2OT,4:42.0,J. Parker misses 2-pt jump shot from 21 ft,,108,108
508,2OT,4:40.0,,Defensive rebound by E. Freedom,108,108
509,2OT,4:24.0,,Turnover by E. Freedom (step out of bounds),108,108
510,2OT,4:06.0,C. Payne misses 2-pt jump shot from 12 ft,,108,108
511,2OT,4:04.0,,Defensive rebound by E. Freedom,108,108
512,2OT,3:44.0,,A. Trier makes 3-pt jump shot from 25 ft,108,111
513,2OT,3:24.0,C. Payne misses 3-pt jump shot from 26 ft,,108,111
514,2OT,3:22.0,,Defensive rebound by E. Freedom,108,111
515,2OT,3:09.0,,A. Trier misses 2-pt jump shot from 17 ft,108,111
516,2OT,3:07.0,Defensive rebound by J. Parker,,108,111
517,2OT,2:59.0,Personal foul by D. Dotson (drawn by Z. LaVine),,108,111
518,2OT,2:47.0,Z. LaVine makes 2-pt layup at rim,,110,111
519,2OT,2:28.0,,Turnover by E. Mudiay (step out of bounds),110,111
520,2OT,2:19.0,Z. LaVine makes 2-pt layup from 1 ft,,112,111
521,2OT,2:01.0,,A. Trier makes 2-pt layup from 2 ft,112,113
522,2OT,1:44.0,Turnover by Z. LaVine (out of bounds lost ball),,112,113
523,2OT,1:23.0,,D. Dotson misses 2-pt jump shot from 22 ft,112,113
524,2OT,1:21.0,Defensive rebound by J. Parker,,112,113
525,2OT,1:07.0,Shooting foul by D. Dotson (drawn by Z. LaVine),,112,113
526,2OT,1:07.0,Z. LaVine misses free throw 1 of 2,,112,113
527,2OT,1:07.0,Offensive rebound by Team,,112,113
528,2OT,1:07.0,Z. LaVine makes free throw 2 of 2,,113,113
529,2OT,0:52.0,,E. Freedom misses 2-pt jump shot from 18 ft,113,113
530,2OT,0:50.0,Defensive rebound by Z. LaVine,,113,113
531,2OT,0:43.0,Z. LaVine makes 2-pt layup from 1 ft,,115,113
532,2OT,0:33.0,,A. Trier misses 2-pt jump shot from 11 ft,115,113
533,2OT,0:31.0,,Offensive rebound by E. Freedom,115,113
534,2OT,0:28.0,,Turnover by E. Freedom (lost ball; steal by Z. LaVine),115,113
535,2OT,0:23.0,Chicago full timeout,,115,113
536,2OT,0:23.0,,M. Hezonja enters the game for E. Freedom,115,113
537,2OT,0:10.0,Z. LaVine misses 2-pt jump shot from 14 ft,,115,113
538,2OT,0:09.0,Offensive rebound by R. Lopez,,115,113
539,2OT,0:09.0,R. Lopez misses 2-pt layup at rim,,115,113
540,2OT,0:07.0,,Defensive rebound by D. Dotson,115,113
541,2OT,0:02.0,,E. Mudiay makes 2-pt layup from 2 ft,115,115
542,2OT,0:02.0,Chicago full timeout,,115,115
543,2OT,0:02.0,,M. Robinson enters the game for M. Hezonja,115,115
544,2OT,0:00.0,Shooting foul by E. Mudiay (drawn by Z. LaVine),,115,115
545,2OT,0:00.0,,E. Freedom enters the game for M. Robinson,115,115
546,2OT,0:00.0,Z. LaVine makes free throw 1 of 2,,116,115
547,2OT,0:00.0,Z. LaVine misses free throw 2 of 2,,116,115
548,2OT,0:00.0,,Defensive rebound by A. Trier,116,115
