,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
136,2,9:35.0,Defensive rebound by Team,,40,36
137,2,9:24.0,D. Graham makes 3-pt jump shot from 26 ft (assist by N. Batum),,43,36
138,2,9:12.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,43,36
139,2,9:08.0,Defensive rebound by N. Batum,,43,36
140,2,8:56.0,D. Bacon makes 2-pt jump shot from 6 ft,,45,36
141,2,8:44.0,,D. Schröder makes 2-pt layup from 1 ft,45,38
142,2,8:44.0,,Shooting foul by D. Graham (drawn by D. Schröder),45,38
143,2,8:44.0,,R. Westbrook enters the game for T. Luwawu-Cabarrot,45,38
144,2,8:44.0,Charlotte full timeout,,45,38
145,2,8:44.0,,D. Schröder makes free throw 1 of 1,45,39
146,2,8:36.0,Turnover by N. Batum (back court),,45,39
147,2,8:20.0,,D. Burton makes 3-pt jump shot from 24 ft (assist by R. Westbrook),45,42
148,2,8:06.0,Personal foul by N. Noel (drawn by N. Batum),,45,42
149,2,7:50.0,Turnover by Team (shot clock),,45,42
150,2,7:31.0,,Turnover by R. Westbrook (out of bounds lost ball),45,42
151,2,7:31.0,,J. Grant enters the game for P. Patterson,45,42
152,2,7:22.0,D. Graham misses 3-pt jump shot from 24 ft,,45,42
153,2,7:20.0,,Defensive rebound by R. Westbrook,45,42
154,2,7:16.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by R. Westbrook),45,45
155,2,6:58.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,45,45
156,2,6:56.0,Offensive rebound by M. Bridges,,45,45
157,2,6:54.0,M. Bridges makes 2-pt dunk from 1 ft,,47,45
158,2,6:40.0,,Personal foul by D. Bacon (drawn by J. Grant),47,45
159,2,6:40.0,K. Walker enters the game for D. Graham,,47,45
160,2,6:40.0,C. Zeller enters the game for F. Kaminsky,,47,45
161,2,6:40.0,,S. Adams enters the game for D. Burton,47,45
162,2,6:40.0,,P. George enters the game for N. Noel,47,45
163,2,6:33.0,,Shooting foul by D. Bacon (drawn by R. Westbrook),47,45
164,2,6:33.0,,R. Westbrook makes free throw 1 of 2,47,46
165,2,6:33.0,J. Lamb enters the game for D. Bacon,,47,46
166,2,6:33.0,,R. Westbrook misses free throw 2 of 2,47,46
167,2,6:30.0,Defensive rebound by M. Bridges,,47,46
168,2,6:19.0,C. Zeller makes 2-pt dunk from 1 ft,,49,46
169,2,6:06.0,,D. Schröder misses 2-pt jump shot from 9 ft,49,46
170,2,6:05.0,Defensive rebound by Team,,49,46
171,2,6:05.0,,D. Burton enters the game for D. Schröder,49,46
172,2,5:58.0,Turnover by K. Walker (bad pass),,49,46
173,2,5:50.0,,P. George misses 3-pt jump shot from 26 ft,49,46
174,2,5:46.0,Defensive rebound by J. Lamb,,49,46
175,2,5:39.0,Turnover by N. Batum (bad pass; steal by R. Westbrook),,49,46
176,2,5:35.0,,D. Burton makes 2-pt dunk at rim (assist by R. Westbrook),49,48
177,2,5:30.0,Charlotte full timeout,,49,48
178,2,5:30.0,M. Williams enters the game for M. Bridges,,49,48
179,2,5:18.0,Personal foul by D. Burton (drawn by C. Zeller),,49,48
180,2,5:18.0,Offensive foul by C. Zeller (drawn by D. Burton),,49,48
181,2,5:18.0,Turnover by C. Zeller (offensive foul),,49,48
182,2,5:18.0,F. Kaminsky enters the game for C. Zeller,,49,48
183,2,5:10.0,,R. Westbrook makes 2-pt layup from 1 ft,49,50
184,2,4:57.0,F. Kaminsky makes 2-pt jump shot from 5 ft (assist by K. Walker),,51,50
185,2,4:49.0,,D. Burton makes 2-pt layup from 1 ft (assist by P. George),51,52
186,2,4:49.0,,Shooting foul by F. Kaminsky (drawn by D. Burton),51,52
187,2,4:49.0,,D. Burton makes free throw 1 of 1,51,53
188,2,4:41.0,K. Walker misses 3-pt jump shot from 25 ft,,51,53
189,2,4:37.0,,Defensive rebound by D. Burton,51,53
190,2,4:26.0,,Personal foul by F. Kaminsky (drawn by S. Adams),51,53
191,2,4:26.0,,S. Adams misses free throw 1 of 2,51,53
192,2,4:26.0,,Offensive rebound by Team,51,53
193,2,4:26.0,,S. Adams misses free throw 2 of 2,51,53
194,2,4:24.0,Defensive rebound by N. Batum,,51,53
195,2,4:08.0,J. Lamb misses 3-pt jump shot from 27 ft,,51,53
196,2,4:03.0,,Defensive rebound by R. Westbrook,51,53
197,2,3:57.0,,J. Grant misses 2-pt layup from 1 ft (block by F. Kaminsky),51,53
198,2,3:55.0,Defensive rebound by N. Batum,,51,53
199,2,3:52.0,J. Lamb misses 3-pt jump shot from 25 ft,,51,53
200,2,3:47.0,,Defensive rebound by S. Adams,51,53
201,2,3:42.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Grant),51,56
202,2,3:14.0,N. Batum makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),,53,56
203,2,2:53.0,,D. Burton misses 3-pt jump shot from 23 ft,53,56
204,2,2:50.0,Defensive rebound by J. Lamb,,53,56
205,2,2:45.0,N. Batum misses 3-pt jump shot from 23 ft,,53,56
206,2,2:40.0,,Defensive rebound by R. Westbrook,53,56
207,2,2:34.0,,D. Burton misses 2-pt layup from 2 ft,53,56
208,2,2:32.0,Defensive rebound by F. Kaminsky,,53,56
209,2,2:29.0,K. Walker misses 2-pt layup from 1 ft (block by P. George),,53,56
210,2,2:26.0,Offensive rebound by K. Walker,,53,56
211,2,2:22.0,Turnover by K. Walker (lost ball; steal by R. Westbrook),,53,56
212,2,2:14.0,,D. Burton makes 2-pt dunk at rim (assist by R. Westbrook),53,58
213,2,1:54.0,K. Walker makes 2-pt jump shot from 22 ft (assist by N. Batum),,55,58
214,2,1:43.0,,P. George misses 2-pt jump shot from 19 ft (block by J. Lamb),55,58
215,2,1:43.0,,Offensive rebound by P. George,55,58
216,2,1:37.0,,D. Burton misses 3-pt jump shot from 22 ft,55,58
217,2,1:32.0,Defensive rebound by N. Batum,,55,58
218,2,1:28.0,K. Walker misses 2-pt layup from 2 ft,,55,58
219,2,1:27.0,,Defensive rebound by D. Burton,55,58
220,2,1:20.0,,P. George misses 2-pt layup from 1 ft,55,58
221,2,1:20.0,Defensive rebound by N. Batum,,55,58
222,2,1:04.0,F. Kaminsky makes 2-pt jump shot from 14 ft,,57,58
223,2,0:50.0,,Shooting foul by F. Kaminsky (drawn by D. Burton),57,58
224,2,0:50.0,,D. Burton misses free throw 1 of 2,57,58
225,2,0:50.0,,Offensive rebound by Team,57,58
226,2,0:50.0,D. Bacon enters the game for F. Kaminsky,,57,58
227,2,0:50.0,,D. Burton makes free throw 2 of 2,57,59
228,2,0:37.0,Turnover by K. Walker (bad pass; steal by S. Adams),,57,59
229,2,0:33.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),57,62
230,2,0:24.0,K. Walker misses 2-pt layup from 2 ft (block by S. Adams),,57,62
231,2,0:21.0,,Defensive rebound by R. Westbrook,57,62
232,2,0:02.0,,R. Westbrook misses 3-pt jump shot from 25 ft,57,62
233,2,0:02.0,,Offensive rebound by Team,57,62
234,3,11:46.0,M. Williams misses 3-pt jump shot from 23 ft,,57,62
235,3,11:43.0,,Defensive rebound by P. George,57,62
236,3,11:33.0,,P. George makes 2-pt jump shot from 10 ft (assist by S. Adams),57,64
237,3,11:15.0,N. Batum makes 2-pt jump shot from 20 ft (assist by C. Zeller),,59,64
238,3,10:58.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),59,67
239,3,10:29.0,C. Zeller makes 2-pt jump shot from 9 ft,,61,67
240,3,10:29.0,Loose ball foul by J. Lamb (drawn by D. Schröder),,61,67
241,3,10:17.0,,P. George misses 2-pt jump shot from 13 ft,61,67
242,3,10:17.0,Defensive rebound by J. Lamb,,61,67
243,3,9:58.0,C. Zeller misses 2-pt jump shot from 5 ft,,61,67
244,3,9:57.0,,Defensive rebound by R. Westbrook,61,67
245,3,9:53.0,,Shooting foul by M. Williams (drawn by S. Adams),61,67
246,3,9:53.0,,S. Adams misses free throw 1 of 2,61,67
247,3,9:53.0,,Offensive rebound by Team,61,67
248,3,9:53.0,,S. Adams makes free throw 2 of 2,61,68
249,3,9:41.0,J. Lamb misses 2-pt jump shot from 10 ft,,61,68
250,3,9:39.0,,Defensive rebound by J. Grant,61,68
251,3,9:33.0,,Turnover by R. Westbrook (bad pass; steal by J. Lamb),61,68
252,3,9:13.0,K. Walker makes 2-pt jump shot from 1 ft,,63,68
253,3,8:59.0,,S. Adams makes 2-pt layup from 2 ft,63,70
254,3,8:37.0,J. Lamb misses 3-pt jump shot from 25 ft,,63,70
255,3,8:34.0,Offensive rebound by N. Batum,,63,70
256,3,8:34.0,Personal foul by R. Westbrook (drawn by N. Batum),,63,70
257,3,8:27.0,K. Walker misses 3-pt jump shot from 24 ft,,63,70
258,3,8:24.0,,Defensive rebound by S. Adams,63,70
259,3,8:18.0,,R. Westbrook makes 2-pt jump shot from 13 ft,63,72
260,3,8:04.0,K. Walker misses 3-pt jump shot from 25 ft,,63,72
261,3,8:03.0,,Defensive rebound by R. Westbrook,63,72
262,3,7:53.0,,S. Adams misses 2-pt layup from 3 ft (block by C. Zeller),63,72
263,3,7:51.0,Defensive rebound by K. Walker,,63,72
264,3,7:39.0,J. Lamb misses 2-pt jump shot from 5 ft,,63,72
265,3,7:35.0,,Defensive rebound by J. Grant,63,72
266,3,7:30.0,,Turnover by D. Schröder (bad pass; steal by J. Lamb),63,72
267,3,7:26.0,J. Lamb misses 2-pt layup at rim,,63,72
268,3,7:25.0,,Defensive rebound by D. Schröder,63,72
269,3,7:15.0,,P. George misses 2-pt layup from 2 ft,63,72
270,3,7:14.0,,Offensive rebound by P. George,63,72
271,3,7:13.0,,P. George misses 2-pt layup from 2 ft,63,72
272,3,7:13.0,,Offensive rebound by S. Adams,63,72
273,3,7:08.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by S. Adams),63,75
274,3,7:08.0,,Loose ball foul by S. Adams (drawn by C. Zeller),63,75
275,3,7:03.0,N. Batum makes 3-pt jump shot from 24 ft (assist by C. Zeller),,66,75
276,3,6:47.0,,D. Schröder misses 3-pt jump shot from 23 ft,66,75
277,3,6:47.0,Defensive rebound by N. Batum,,66,75
278,3,6:43.0,,Oklahoma City full timeout,66,75
279,3,6:43.0,D. Bacon enters the game for J. Lamb,,66,75
280,3,6:43.0,,Á. Abrines enters the game for D. Schröder,66,75
281,3,6:27.0,D. Bacon misses 2-pt jump shot from 17 ft,,66,75
282,3,6:25.0,Offensive rebound by Team,,66,75
283,3,6:25.0,,Loose ball foul by Á. Abrines (drawn by M. Williams),66,75
284,3,6:14.0,M. Williams makes 2-pt jump shot from 2 ft (assist by K. Walker),,68,75
285,3,5:56.0,,S. Adams misses 2-pt dunk from 1 ft,68,75
286,3,5:55.0,Defensive rebound by M. Williams,,68,75
287,3,5:33.0,Shooting foul by Á. Abrines (drawn by K. Walker),,68,75
288,3,5:33.0,K. Walker makes free throw 1 of 2,,69,75
289,3,5:33.0,K. Walker makes free throw 2 of 2,,70,75
290,3,5:18.0,,P. George makes 2-pt layup from 3 ft,70,77
291,3,5:03.0,D. Bacon misses 2-pt jump shot from 5 ft,,70,77
292,3,5:01.0,,Defensive rebound by R. Westbrook,70,77
293,3,4:55.0,,R. Westbrook makes 2-pt jump shot from 14 ft,70,79
294,3,4:32.0,K. Walker makes 2-pt jump shot from 8 ft,,72,79
295,3,4:22.0,,Á. Abrines misses 3-pt jump shot from 25 ft,72,79
296,3,4:19.0,,Offensive rebound by S. Adams,72,79
297,3,4:19.0,,S. Adams misses 2-pt layup from 1 ft,72,79
298,3,4:19.0,,Offensive rebound by Team,72,79
299,3,4:16.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by S. Adams),72,81
300,3,4:01.0,K. Walker makes 2-pt jump shot from 16 ft,,74,81
301,3,3:38.0,,J. Grant makes 2-pt layup from 2 ft,74,83
302,3,3:24.0,D. Bacon makes 2-pt layup from 1 ft (assist by K. Walker),,76,83
303,3,3:13.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),76,85
304,3,3:13.0,,Shooting foul by N. Batum (drawn by S. Adams),76,85
305,3,3:13.0,M. Bridges enters the game for M. Williams,,76,85
306,3,3:13.0,F. Kaminsky enters the game for C. Zeller,,76,85
307,3,3:13.0,,D. Burton enters the game for Á. Abrines,76,85
308,3,3:13.0,Charlotte full timeout,,76,85
309,3,3:13.0,,S. Adams misses free throw 1 of 1,76,85
310,3,3:13.0,Defensive rebound by N. Batum,,76,85
311,3,2:53.0,Turnover by K. Walker (lost ball; steal by J. Grant),,76,85
312,3,2:50.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Burton),76,87
313,3,2:50.0,Violation by Team (def goaltending),,76,87
314,3,2:41.0,N. Batum misses 3-pt jump shot from 26 ft,,76,87
315,3,2:39.0,,Defensive rebound by Team,76,87
316,3,2:25.0,,R. Westbrook makes 2-pt layup from 1 ft,76,89
317,3,2:03.0,D. Bacon makes 2-pt layup at rim (assist by N. Batum),,78,89
318,3,2:03.0,D. Graham enters the game for K. Walker,,78,89
319,3,2:03.0,,D. Schröder enters the game for R. Westbrook,78,89
320,3,1:39.0,,P. George misses 2-pt jump shot from 14 ft,78,89
321,3,1:36.0,Defensive rebound by M. Bridges,,78,89
322,3,1:30.0,D. Bacon misses 2-pt jump shot from 10 ft,,78,89
323,3,1:26.0,Offensive rebound by D. Bacon,,78,89
324,3,1:26.0,D. Bacon makes 2-pt layup at rim,,80,89
325,3,1:15.0,,Offensive foul by S. Adams (drawn by F. Kaminsky),80,89
326,3,1:15.0,,Turnover by S. Adams (offensive foul),80,89
327,3,1:02.0,F. Kaminsky misses 2-pt jump shot from 20 ft,,80,89
328,3,0:59.0,,Defensive rebound by D. Schröder,80,89
329,3,0:48.0,,P. George misses 3-pt jump shot from 25 ft,80,89
330,3,0:45.0,Defensive rebound by D. Bacon,,80,89
331,3,0:26.0,Turnover by F. Kaminsky (3 sec),,80,89
332,3,0:26.0,,P. Patterson enters the game for J. Grant,80,89
333,3,0:09.0,,D. Schröder misses 2-pt layup from 1 ft,80,89
334,3,0:07.0,,Offensive rebound by D. Schröder,80,89
335,3,0:03.0,,P. George misses 3-pt jump shot from 26 ft,80,89
336,3,0:00.0,Defensive rebound by D. Graham,,80,89
337,3,0:00.0,D. Graham misses 3-pt jump shot from 56 ft,,80,89
338,3,0:00.0,Offensive rebound by Team,,80,89
339,4,11:47.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Schröder),80,91
340,4,11:25.0,Personal foul by D. Burton (drawn by D. Graham),,80,91
341,4,11:15.0,D. Bacon misses 2-pt jump shot from 12 ft,,80,91
342,4,11:11.0,,Defensive rebound by N. Noel,80,91
343,4,11:04.0,,P. Patterson misses 3-pt jump shot from 23 ft,80,91
344,4,11:02.0,,Offensive rebound by Team,80,91
345,4,11:02.0,Loose ball foul by M. Bridges (drawn by N. Noel),,80,91
346,4,10:50.0,,D. Schröder misses 2-pt jump shot from 7 ft,80,91
347,4,10:46.0,Defensive rebound by Team,,80,91
348,4,10:33.0,J. Lamb misses 2-pt jump shot from 4 ft,,80,91
349,4,10:30.0,,Defensive rebound by N. Noel,80,91
350,4,10:23.0,,D. Schröder misses 2-pt jump shot from 15 ft,80,91
351,4,10:20.0,Defensive rebound by F. Kaminsky,,80,91
352,4,10:09.0,D. Bacon misses 2-pt jump shot from 8 ft,,80,91
353,4,10:07.0,,Defensive rebound by N. Noel,80,91
354,4,9:53.0,,P. Patterson misses 3-pt jump shot from 25 ft,80,91
355,4,9:49.0,Defensive rebound by F. Kaminsky,,80,91
356,4,9:40.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by D. Bacon),,82,91
357,4,9:25.0,,R. Felton misses 2-pt jump shot from 17 ft,82,91
358,4,9:23.0,Defensive rebound by F. Kaminsky,,82,91
359,4,9:08.0,Turnover by D. Graham (bad pass),,82,91
360,4,9:08.0,,Oklahoma City full timeout,82,91
361,4,9:08.0,K. Walker enters the game for D. Bacon,,82,91
362,4,9:08.0,M. Williams enters the game for F. Kaminsky,,82,91
363,4,8:51.0,,R. Felton misses 2-pt jump shot from 19 ft,82,91
364,4,8:48.0,Defensive rebound by M. Williams,,82,91
365,4,8:45.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Graham),,84,91
366,4,8:28.0,,N. Noel misses 2-pt jump shot from 11 ft,84,91
367,4,8:25.0,,Offensive rebound by R. Felton,84,91
368,4,8:22.0,,D. Schröder makes 2-pt layup from 1 ft (assist by R. Felton),84,93
369,4,8:02.0,J. Lamb makes 2-pt layup at rim (assist by D. Graham),,86,93
370,4,7:45.0,,P. Patterson misses 2-pt jump shot from 7 ft,86,93
371,4,7:43.0,Defensive rebound by M. Bridges,,86,93
372,4,7:30.0,D. Graham misses 3-pt jump shot from 23 ft,,86,93
373,4,7:26.0,,Defensive rebound by R. Felton,86,93
374,4,7:18.0,,Turnover by R. Felton (bad pass; steal by D. Graham),86,93
375,4,7:12.0,J. Lamb misses 3-pt jump shot from 23 ft,,86,93
376,4,7:08.0,,Defensive rebound by P. Patterson,86,93
377,4,6:51.0,,D. Schröder misses 3-pt jump shot from 26 ft,86,93
378,4,6:48.0,Defensive rebound by J. Lamb,,86,93
379,4,6:42.0,K. Walker makes 2-pt jump shot from 2 ft,,88,93
380,4,6:41.0,,Oklahoma City full timeout,88,93
381,4,6:41.0,C. Zeller enters the game for M. Bridges,,88,93
382,4,6:41.0,,S. Adams enters the game for R. Felton,88,93
383,4,6:41.0,,P. George enters the game for N. Noel,88,93
384,4,6:41.0,,J. Grant enters the game for P. Patterson,88,93
385,4,6:41.0,,R. Westbrook enters the game for D. Schröder,88,93
