,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
386,4,8:32.0,Defensive rebound by M. Bridges,,87,88
387,4,8:21.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by D. Booker),,89,88
388,4,8:21.0,,Golden State full timeout,89,88
389,4,8:21.0,,S. Curry enters the game for A. Iguodala,89,88
390,4,8:07.0,,D. Cousins misses 3-pt jump shot from 24 ft,89,88
391,4,8:00.0,,Offensive rebound by S. Livingston,89,88
392,4,8:00.0,,S. Livingston misses 2-pt dunk from 2 ft,89,88
393,4,7:59.0,Defensive rebound by M. Bridges,,89,88
394,4,7:54.0,D. Ayton misses 2-pt jump shot from 8 ft,,89,88
395,4,7:53.0,,Defensive rebound by D. Cousins,89,88
396,4,7:43.0,,D. Green misses 2-pt layup from 3 ft,89,88
397,4,7:42.0,Defensive rebound by T. Johnson,,89,88
398,4,7:29.0,K. Oubre makes 2-pt layup from 3 ft,,91,88
399,4,7:16.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),91,91
400,4,6:52.0,D. Ayton misses 2-pt hook shot from 6 ft,,91,91
401,4,6:51.0,Offensive rebound by D. Ayton,,91,91
402,4,6:49.0,D. Ayton misses 2-pt hook shot from 11 ft,,91,91
403,4,6:47.0,,Defensive rebound by D. Green,91,91
404,4,6:47.0,,Personal take foul by D. Booker (drawn by S. Curry),91,91
405,4,6:47.0,,K. Durant enters the game for K. Thompson,91,91
406,4,6:36.0,,Turnover by K. Durant (bad pass; steal by D. Ayton),91,91
407,4,6:34.0,Personal take foul by S. Livingston (drawn by D. Booker),,91,91
408,4,6:34.0,,A. McKinnie enters the game for K. Durant,91,91
409,4,6:26.0,T. Johnson makes 2-pt layup from 2 ft (assist by D. Booker),,93,91
410,4,6:13.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),93,94
411,4,5:58.0,D. Booker makes 2-pt jump shot from 18 ft,,95,94
412,4,5:49.0,,Shooting foul by T. Johnson (drawn by S. Curry),95,94
413,4,5:49.0,,S. Curry makes free throw 1 of 2,95,95
414,4,5:49.0,,K. Looney enters the game for D. Green,95,95
415,4,5:49.0,,S. Curry makes free throw 2 of 2,95,96
416,4,5:32.0,Shooting foul by D. Cousins (drawn by D. Booker),,95,96
417,4,5:32.0,D. Booker makes free throw 1 of 2,,96,96
418,4,5:32.0,,A. Iguodala enters the game for D. Cousins,96,96
419,4,5:32.0,D. Booker makes free throw 2 of 2,,97,96
420,4,5:18.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Livingston),97,98
421,4,5:01.0,D. Booker makes 2-pt jump shot from 9 ft,,99,98
422,4,4:50.0,,Turnover by S. Livingston (bad pass; steal by M. Bridges),99,98
423,4,4:45.0,D. Booker makes 3-pt jump shot from 28 ft (assist by K. Oubre),,102,98
424,4,4:26.0,,Golden State full timeout,102,98
425,4,4:26.0,,K. Thompson enters the game for S. Livingston,102,98
426,4,4:22.0,,K. Looney misses 2-pt jump shot from 16 ft,102,98
427,4,4:20.0,Defensive rebound by D. Booker,,102,98
428,4,4:04.0,D. Booker makes 2-pt jump shot from 14 ft,,104,98
429,4,3:50.0,,Turnover by S. Curry (bad pass; steal by K. Oubre),104,98
430,4,3:46.0,D. Booker makes 2-pt dunk from 2 ft (assist by D. Ayton),,106,98
431,4,3:26.0,,S. Curry misses 3-pt jump shot from 26 ft,106,98
432,4,3:24.0,Defensive rebound by K. Oubre,,106,98
433,4,3:19.0,K. Oubre makes 3-pt jump shot from 28 ft,,109,98
434,4,3:04.0,,A. McKinnie makes 3-pt jump shot from 24 ft (assist by K. Thompson),109,101
435,4,2:47.0,Shooting foul by K. Thompson (drawn by D. Booker),,109,101
436,4,2:47.0,R. Holmes enters the game for D. Ayton,,109,101
437,4,2:47.0,,D. Green enters the game for K. Looney,109,101
438,4,2:47.0,D. Booker makes free throw 1 of 2,,110,101
439,4,2:47.0,D. Booker makes free throw 2 of 2,,111,101
440,4,2:35.0,,D. Green makes 2-pt layup from 3 ft (assist by A. Iguodala),111,103
441,4,2:10.0,D. Booker misses 3-pt jump shot from 33 ft,,111,103
442,4,2:08.0,,Defensive rebound by S. Curry,111,103
443,4,2:03.0,,K. Thompson makes 2-pt layup from 3 ft (assist by S. Curry),111,105
444,4,1:40.0,K. Oubre misses 2-pt layup from 2 ft,,111,105
445,4,1:39.0,,Defensive rebound by A. McKinnie,111,105
446,4,1:35.0,,Shooting foul by R. Holmes (drawn by A. McKinnie),111,105
447,4,1:35.0,,A. McKinnie misses free throw 1 of 2,111,105
448,4,1:35.0,,Offensive rebound by Team,111,105
449,4,1:35.0,D. Ayton enters the game for D. Booker,,111,105
450,4,1:35.0,,A. McKinnie makes free throw 2 of 2,111,106
451,4,1:35.0,Phoenix full timeout,,111,106
452,4,1:35.0,D. Booker enters the game for R. Holmes,,111,106
453,4,1:34.0,Turnover by D. Booker (bad pass; steal by S. Curry),,111,106
454,4,1:21.0,,Turnover by K. Thompson (bad pass),111,106
455,4,1:21.0,Turnover by D. Booker (lost ball),,111,106
456,4,1:04.0,Loose ball foul by D. Booker (drawn by K. Thompson),,111,106
457,4,1:04.0,,K. Thompson makes free throw 1 of 2,111,107
458,4,1:04.0,,K. Thompson makes free throw 2 of 2,111,108
459,4,0:46.0,T. Johnson misses 2-pt jump shot from 19 ft,,111,108
460,4,0:44.0,Offensive rebound by D. Ayton,,111,108
461,4,0:34.0,M. Bridges misses 3-pt jump shot from 25 ft,,111,108
462,4,0:32.0,,Defensive rebound by A. Iguodala,111,108
463,4,0:23.0,,S. Curry misses 3-pt jump shot from 28 ft,111,108
464,4,0:20.0,Defensive rebound by D. Booker,,111,108
465,4,0:17.0,Personal foul by A. McKinnie (drawn by D. Booker),,111,108
466,4,0:17.0,D. Booker makes free throw 1 of 2,,112,108
467,4,0:17.0,D. Booker makes free throw 2 of 2,,113,108
468,4,0:17.0,,Golden State full timeout,113,108
469,4,0:17.0,,Q. Cook enters the game for A. McKinnie,113,108
470,4,0:14.0,,Turnover by S. Curry (lost ball; steal by M. Bridges),113,108
471,4,0:13.0,Personal foul by S. Curry (drawn by M. Bridges),,113,108
472,4,0:13.0,M. Bridges makes free throw 1 of 2,,114,108
473,4,0:13.0,M. Bridges makes free throw 2 of 2,,115,108
474,4,0:05.0,,S. Curry misses 3-pt jump shot from 30 ft,115,108
475,4,0:03.0,,Offensive rebound by D. Green,115,108
476,4,0:01.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Green),115,111
