,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
27,1,7:50.0,,T. Young makes 2-pt layup from 3 ft (assist by C. Joseph),10,9
28,1,7:35.0,A. Horford makes 2-pt jump shot from 20 ft (assist by M. Smart),,12,9
29,1,7:24.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by C. Joseph),12,12
30,1,7:01.0,J. Tatum misses 2-pt jump shot from 8 ft,,12,12
31,1,6:57.0,,Defensive rebound by W. Matthews,12,12
32,1,6:55.0,,W. Matthews misses 3-pt jump shot from 27 ft,12,12
33,1,6:53.0,Defensive rebound by Team,,12,12
34,1,6:53.0,,Indiana full timeout,12,12
35,1,6:53.0,G. Hayward enters the game for A. Baynes,,12,12
36,1,6:53.0,M. Morris enters the game for M. Smart,,12,12
37,1,6:37.0,M. Morris misses 2-pt layup from 2 ft,,12,12
38,1,6:36.0,Offensive rebound by M. Morris,,12,12
39,1,6:35.0,M. Morris makes 2-pt layup from 2 ft,,14,12
40,1,6:22.0,,Shooting foul by K. Irving (drawn by T. Young),14,12
41,1,6:22.0,,T. Young misses free throw 1 of 2,14,12
42,1,6:22.0,,Offensive rebound by Team,14,12
43,1,6:22.0,,T. Young misses free throw 2 of 2,14,12
44,1,6:21.0,Defensive rebound by J. Tatum,,14,12
45,1,6:07.0,M. Morris misses 3-pt jump shot from 27 ft,,14,12
46,1,6:04.0,,Defensive rebound by B. Bogdanović,14,12
47,1,5:48.0,,C. Joseph misses 3-pt jump shot from 26 ft,14,12
48,1,5:45.0,Defensive rebound by J. Tatum,,14,12
49,1,5:40.0,A. Horford makes 2-pt jump shot from 21 ft (assist by J. Tatum),,16,12
50,1,5:26.0,,W. Matthews makes 2-pt layup from 2 ft (assist by C. Joseph),16,14
51,1,5:16.0,K. Irving makes 2-pt jump shot from 2 ft,,18,14
52,1,4:59.0,,T. Young misses 2-pt jump shot from 5 ft,18,14
53,1,4:56.0,,M. Turner makes 2-pt layup from 2 ft,18,16
54,1,4:56.0,,Offensive rebound by M. Turner,18,16
55,1,4:44.0,K. Irving makes 2-pt jump shot from 9 ft,,20,16
56,1,4:27.0,,W. Matthews misses 3-pt jump shot from 28 ft,20,16
57,1,4:25.0,Defensive rebound by A. Horford,,20,16
58,1,4:20.0,Offensive foul by M. Morris (drawn by W. Matthews),,20,16
59,1,4:20.0,Turnover by M. Morris (offensive foul),,20,16
60,1,4:20.0,,T. Evans enters the game for W. Matthews,20,16
61,1,4:20.0,,D. Sabonis enters the game for T. Young,20,16
62,1,4:10.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,20,16
63,1,4:07.0,Defensive rebound by A. Horford,,20,16
64,1,4:01.0,M. Morris misses 3-pt jump shot from 28 ft,,20,16
65,1,3:58.0,,Defensive rebound by T. Evans,20,16
66,1,3:35.0,,D. Sabonis misses 2-pt jump shot from 15 ft (block by J. Tatum),20,16
67,1,3:32.0,Defensive rebound by K. Irving,,20,16
68,1,3:24.0,Turnover by A. Horford (lost ball; steal by C. Joseph),,20,16
69,1,3:18.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),20,18
70,1,3:18.0,Boston full timeout,,20,18
71,1,3:18.0,A. Baynes enters the game for A. Horford,,20,18
72,1,3:18.0,M. Smart enters the game for J. Tatum,,20,18
73,1,3:18.0,,D. McDermott enters the game for B. Bogdanović,20,18
74,1,3:05.0,Turnover by G. Hayward (bad pass; steal by D. Sabonis),,20,18
75,1,2:50.0,,D. Sabonis makes 2-pt jump shot from 8 ft,20,20
76,1,2:34.0,K. Irving misses 2-pt layup from 1 ft,,20,20
77,1,2:32.0,,Defensive rebound by C. Joseph,20,20
78,1,2:27.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by C. Joseph),20,23
79,1,2:16.0,K. Irving makes 2-pt jump shot from 16 ft,,22,23
80,1,1:59.0,,C. Joseph misses 2-pt jump shot from 14 ft,22,23
81,1,1:54.0,,Offensive rebound by D. Sabonis,22,23
82,1,1:54.0,,D. Sabonis makes 2-pt layup at rim,22,25
83,1,1:44.0,A. Baynes makes 2-pt dunk at rim (assist by M. Smart),,24,25
84,1,1:34.0,,C. Joseph misses 2-pt jump shot from 10 ft,24,25
85,1,1:31.0,Defensive rebound by A. Baynes,,24,25
86,1,1:25.0,K. Irving misses 3-pt jump shot from 26 ft,,24,25
87,1,1:21.0,,Defensive rebound by M. Turner,24,25
88,1,1:02.0,,D. Sabonis makes 2-pt jump shot from 2 ft (assist by C. Joseph),24,27
89,1,0:43.0,M. Smart misses 3-pt jump shot from 26 ft,,24,27
90,1,0:40.0,,Defensive rebound by C. Joseph,24,27
91,1,0:32.0,,M. Turner misses 2-pt layup from 1 ft (block by A. Baynes),24,27
92,1,0:31.0,Defensive rebound by Team,,24,27
93,1,0:31.0,T. Rozier enters the game for K. Irving,,24,27
94,1,0:31.0,,A. Holiday enters the game for C. Joseph,24,27
95,1,0:31.0,,T. Leaf enters the game for M. Turner,24,27
96,1,0:13.0,Turnover by M. Smart (out of bounds lost ball),,24,27
97,1,0:02.0,,T. Leaf misses 2-pt jump shot from 15 ft,24,27
98,1,0:01.0,,Offensive rebound by T. Leaf,24,27
99,1,0:01.0,,T. Leaf misses 2-pt layup from 2 ft,24,27
100,1,0:00.0,Defensive rebound by A. Baynes,,24,27
101,2,11:43.0,,T. Evans misses 2-pt jump shot from 5 ft,24,27
102,2,11:40.0,,Offensive rebound by D. Sabonis,24,27
103,2,11:28.0,,Turnover by D. Sabonis (bad pass; steal by A. Baynes),24,27
104,2,11:17.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by M. Morris),,26,27
105,2,11:01.0,,Turnover by D. Sabonis (bad pass; steal by J. Tatum),26,27
106,2,10:58.0,J. Tatum makes 2-pt dunk from 1 ft,,28,27
107,2,10:45.0,,D. McDermott misses 3-pt jump shot from 27 ft,28,27
108,2,10:42.0,Defensive rebound by M. Morris,,28,27
109,2,10:32.0,Personal foul by D. McDermott (drawn by J. Tatum),,28,27
110,2,10:25.0,J. Tatum misses 2-pt layup at rim (block by T. Leaf),,28,27
111,2,10:25.0,Offensive rebound by Team,,28,27
112,2,10:23.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Morris),,31,27
113,2,10:09.0,,A. Holiday makes 2-pt jump shot from 18 ft,31,29
114,2,9:54.0,J. Tatum misses 3-pt jump shot from 24 ft,,31,29
115,2,9:52.0,Offensive rebound by Team,,31,29
116,2,9:52.0,,Loose ball foul by D. Sabonis (drawn by A. Baynes),31,29
117,2,9:44.0,G. Hayward makes 2-pt layup from 1 ft,,33,29
118,2,9:34.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Sabonis),33,32
119,2,9:16.0,Shooting foul by T. Evans (drawn by G. Hayward),,33,32
120,2,9:16.0,G. Hayward makes free throw 1 of 2,,34,32
121,2,9:16.0,G. Hayward makes free throw 2 of 2,,35,32
122,2,9:00.0,,Shooting foul by J. Tatum (drawn by D. McDermott),35,32
123,2,9:00.0,,D. McDermott makes free throw 1 of 2,35,33
124,2,9:00.0,,D. McDermott misses free throw 2 of 2,35,33
125,2,8:59.0,Defensive rebound by M. Morris,,35,33
126,2,8:37.0,M. Morris misses 2-pt jump shot from 16 ft (block by T. Leaf),,35,33
127,2,8:34.0,,Defensive rebound by T. Leaf,35,33
128,2,8:32.0,,T. Leaf misses 2-pt layup from 1 ft,35,33
129,2,8:29.0,,Offensive rebound by T. Leaf,35,33
130,2,8:29.0,,T. Leaf misses 2-pt layup at rim,35,33
131,2,8:28.0,,Offensive rebound by T. Leaf,35,33
132,2,8:28.0,,T. Leaf misses 2-pt layup at rim (block by A. Baynes),35,33
133,2,8:28.0,,Offensive rebound by A. Holiday,35,33
134,2,8:25.0,,A. Holiday makes 3-pt jump shot from 27 ft,35,36
135,2,8:10.0,Personal foul by T. Evans (drawn by G. Hayward),,35,36
136,2,8:10.0,A. Horford enters the game for A. Baynes,,35,36
137,2,8:10.0,D. Theis enters the game for M. Morris,,35,36
138,2,8:10.0,,T. Young enters the game for T. Leaf,35,36
139,2,7:59.0,G. Hayward makes 2-pt jump shot from 19 ft,,37,36
140,2,7:39.0,,T. Evans misses 2-pt jump shot from 19 ft,37,36
141,2,7:37.0,Defensive rebound by A. Horford,,37,36
142,2,7:25.0,J. Tatum makes 2-pt layup from 1 ft (assist by T. Rozier),,39,36
143,2,7:25.0,Shooting foul by T. Young (drawn by J. Tatum),,39,36
144,2,7:25.0,,B. Bogdanović enters the game for D. McDermott,39,36
145,2,7:25.0,J. Tatum makes free throw 1 of 1,,40,36
146,2,7:11.0,,T. Young misses 3-pt jump shot from 24 ft,40,36
147,2,7:09.0,Defensive rebound by Team,,40,36
148,2,7:09.0,M. Smart enters the game for G. Hayward,,40,36
149,2,6:59.0,T. Rozier misses 3-pt jump shot from 25 ft,,40,36
150,2,6:56.0,Offensive rebound by D. Theis,,40,36
151,2,6:46.0,J. Tatum makes 2-pt jump shot from 7 ft,,42,36
152,2,6:26.0,,D. Sabonis makes 2-pt hook shot from 3 ft,42,38
153,2,6:12.0,M. Smart misses 3-pt jump shot from 23 ft,,42,38
154,2,6:09.0,,Defensive rebound by D. Sabonis,42,38
155,2,5:55.0,,Turnover by A. Holiday (lost ball; steal by D. Theis),42,38
156,2,5:45.0,J. Tatum misses 2-pt jump shot from 10 ft,,42,38
157,2,5:43.0,,Defensive rebound by A. Holiday,42,38
158,2,5:38.0,,Personal foul by M. Smart (drawn by A. Holiday),42,38
159,2,5:38.0,,Indiana full timeout,42,38
160,2,5:38.0,K. Irving enters the game for T. Rozier,,42,38
161,2,5:38.0,,W. Matthews enters the game for T. Evans,42,38
162,2,5:28.0,,Turnover by B. Bogdanović (bad pass),42,38
163,2,5:08.0,K. Irving misses 2-pt jump shot from 15 ft,,42,38
164,2,5:06.0,,Defensive rebound by B. Bogdanović,42,38
165,2,5:00.0,,A. Holiday misses 3-pt jump shot from 27 ft,42,38
166,2,4:57.0,Defensive rebound by J. Tatum,,42,38
167,2,4:53.0,J. Tatum makes 2-pt jump shot from 12 ft,,44,38
168,2,4:53.0,Shooting foul by A. Holiday (drawn by J. Tatum),,44,38
169,2,4:53.0,J. Tatum misses free throw 1 of 1,,44,38
170,2,4:52.0,,Defensive rebound by D. Sabonis,44,38
171,2,4:42.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),44,40
172,2,4:26.0,Personal foul by B. Bogdanović (drawn by J. Tatum),,44,40
173,2,4:26.0,J. Tatum makes free throw 1 of 2,,45,40
174,2,4:26.0,,C. Joseph enters the game for A. Holiday,45,40
175,2,4:26.0,,M. Turner enters the game for D. Sabonis,45,40
176,2,4:26.0,J. Tatum makes free throw 2 of 2,,46,40
177,2,4:15.0,,Personal foul by M. Smart (drawn by B. Bogdanović),46,40
178,2,4:15.0,G. Hayward enters the game for J. Tatum,,46,40
179,2,4:09.0,,B. Bogdanović misses 2-pt jump shot from 3 ft,46,40
180,2,4:07.0,Defensive rebound by A. Horford,,46,40
181,2,3:59.0,Personal foul by C. Joseph (drawn by K. Irving),,46,40
182,2,3:59.0,K. Irving makes free throw 1 of 2,,47,40
183,2,3:59.0,K. Irving makes free throw 2 of 2,,48,40
184,2,3:47.0,,W. Matthews misses 2-pt jump shot from 5 ft,48,40
185,2,3:46.0,,Offensive rebound by Team,48,40
186,2,3:46.0,,Turnover by W. Matthews (traveling),48,40
187,2,3:21.0,K. Irving makes 2-pt jump shot from 11 ft,,50,40
188,2,3:07.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,50,40
189,2,3:04.0,Defensive rebound by M. Smart,,50,40
190,2,2:54.0,A. Horford makes 2-pt jump shot from 11 ft,,52,40
191,2,2:35.0,,M. Turner makes 2-pt jump shot from 7 ft (assist by W. Matthews),52,42
192,2,2:35.0,,Shooting foul by D. Theis (drawn by M. Turner),52,42
193,2,2:35.0,Boston full timeout,,52,42
194,2,2:35.0,,M. Turner makes free throw 1 of 1,52,43
195,2,2:26.0,M. Smart misses 3-pt jump shot from 26 ft,,52,43
196,2,2:23.0,,Defensive rebound by C. Joseph,52,43
197,2,2:12.0,,C. Joseph makes 2-pt layup from 2 ft (assist by W. Matthews),52,45
198,2,2:12.0,Violation by Team (def goaltending),,52,45
199,2,1:59.0,M. Smart misses 3-pt jump shot from 24 ft,,52,45
200,2,1:55.0,,Defensive rebound by M. Turner,52,45
201,2,1:41.0,,M. Turner misses 2-pt jump shot from 20 ft,52,45
202,2,1:37.0,Defensive rebound by M. Smart,,52,45
203,2,1:27.0,Turnover by M. Smart (bad pass),,52,45
204,2,1:27.0,M. Morris enters the game for D. Theis,,52,45
205,2,1:11.0,,C. Joseph misses 2-pt jump shot from 19 ft,52,45
206,2,1:08.0,Defensive rebound by G. Hayward,,52,45
207,2,0:57.0,Shooting foul by M. Turner (drawn by M. Morris),,52,45
208,2,0:57.0,M. Morris makes free throw 1 of 2,,53,45
209,2,0:57.0,M. Morris makes free throw 2 of 2,,54,45
210,2,0:37.0,,T. Young makes 2-pt layup from 1 ft,54,47
211,2,0:27.0,A. Horford makes 2-pt jump shot from 14 ft (assist by M. Smart),,56,47
212,2,0:06.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,56,47
213,2,0:04.0,Defensive rebound by A. Horford,,56,47
214,2,0:01.0,G. Hayward makes 2-pt layup at rim (assist by K. Irving),,58,47
215,3,11:48.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by C. Joseph),58,50
216,3,11:33.0,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Tatum),,61,50
217,3,11:16.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,61,50
218,3,11:14.0,Defensive rebound by A. Horford,,61,50
219,3,10:58.0,Turnover by A. Horford (discontinued dribble),,61,50
220,3,10:38.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by T. Young),61,53
221,3,10:22.0,J. Tatum makes 2-pt jump shot from 18 ft,,63,53
222,3,9:59.0,,Turnover by W. Matthews (lost ball; steal by J. Tatum),63,53
223,3,9:48.0,A. Horford misses 3-pt jump shot from 28 ft,,63,53
224,3,9:45.0,,Defensive rebound by B. Bogdanović,63,53
225,3,9:41.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by A. Horford),63,53
226,3,9:38.0,Defensive rebound by J. Tatum,,63,53
227,3,9:33.0,Turnover by J. Tatum (bad pass),,63,53
228,3,9:19.0,,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),63,55
229,3,9:00.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,66,55
230,3,8:52.0,,Indiana full timeout,66,55
231,3,8:35.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),66,58
232,3,8:08.0,Shooting foul by M. Turner (drawn by M. Smart),,66,58
233,3,8:08.0,M. Smart makes free throw 1 of 3,,67,58
234,3,8:08.0,M. Smart makes free throw 2 of 3,,68,58
235,3,8:08.0,M. Smart makes free throw 3 of 3,,69,58
236,3,8:00.0,,W. Matthews misses 3-pt jump shot from 27 ft,69,58
237,3,7:57.0,Defensive rebound by K. Irving,,69,58
238,3,7:46.0,K. Irving makes 2-pt layup from 1 ft,,71,58
239,3,7:34.0,,Personal foul by M. Smart (drawn by M. Turner),71,58
240,3,7:21.0,,T. Young makes 2-pt layup from 2 ft (assist by C. Joseph),71,60
241,3,7:00.0,J. Tatum makes 3-pt jump shot from 29 ft (assist by A. Baynes),,74,60
242,3,6:45.0,,T. Young misses 2-pt jump shot from 19 ft,74,60
243,3,6:43.0,Defensive rebound by J. Tatum,,74,60
244,3,6:34.0,J. Tatum misses 2-pt jump shot from 17 ft,,74,60
245,3,6:31.0,,Defensive rebound by C. Joseph,74,60
246,3,6:24.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,74,60
247,3,6:20.0,Defensive rebound by A. Horford,,74,60
248,3,6:15.0,M. Smart misses 3-pt jump shot from 27 ft,,74,60
249,3,6:11.0,,Defensive rebound by M. Turner,74,60
250,3,5:52.0,,W. Matthews makes 2-pt layup from 4 ft (assist by T. Young),74,62
251,3,5:37.0,A. Horford misses 2-pt jump shot from 11 ft,,74,62
252,3,5:34.0,,Defensive rebound by M. Turner,74,62
253,3,5:16.0,,C. Joseph makes 2-pt layup from 1 ft,74,64
254,3,5:06.0,K. Irving misses 2-pt layup from 5 ft (block by M. Turner),,74,64
255,3,5:06.0,Offensive rebound by Team,,74,64
256,3,5:06.0,G. Hayward enters the game for A. Baynes,,74,64
257,3,5:06.0,M. Morris enters the game for M. Smart,,74,64
258,3,5:06.0,B. Wanamaker enters the game for J. Tatum,,74,64
259,3,5:06.0,,T. Evans enters the game for B. Bogdanović,74,64
260,3,5:06.0,,D. Sabonis enters the game for T. Young,74,64
261,3,5:01.0,K. Irving misses 3-pt jump shot from 26 ft,,74,64
262,3,4:58.0,,Defensive rebound by M. Turner,74,64
263,3,4:50.0,,Shooting foul by B. Wanamaker (drawn by T. Evans),74,64
264,3,4:50.0,,T. Evans misses free throw 1 of 2,74,64
265,3,4:50.0,,Offensive rebound by Team,74,64
266,3,4:50.0,,T. Evans makes free throw 2 of 2,74,65
267,3,4:39.0,Personal foul by W. Matthews (drawn by G. Hayward),,74,65
268,3,4:30.0,M. Morris makes 2-pt jump shot from 10 ft (assist by A. Horford),,76,65
269,3,4:12.0,,Turnover by C. Joseph (bad pass; steal by A. Horford),76,65
270,3,4:07.0,M. Morris makes 2-pt layup at rim (assist by K. Irving),,78,65
271,3,3:44.0,,W. Matthews misses 3-pt jump shot from 27 ft,78,65
272,3,3:41.0,Defensive rebound by G. Hayward,,78,65
273,3,3:34.0,G. Hayward makes 2-pt layup from 6 ft (assist by B. Wanamaker),,80,65
274,3,3:32.0,,Indiana full timeout,80,65
275,3,3:32.0,,A. Holiday enters the game for C. Joseph,80,65
276,3,3:32.0,,D. McDermott enters the game for W. Matthews,80,65
277,3,3:20.0,,M. Turner makes 2-pt jump shot from 9 ft (assist by D. McDermott),80,67
278,3,3:20.0,,Shooting foul by K. Irving (drawn by M. Turner),80,67
279,3,3:20.0,,M. Turner makes free throw 1 of 1,80,68
280,3,3:10.0,G. Hayward makes 2-pt jump shot from 21 ft (assist by K. Irving),,82,68
281,3,2:56.0,,A. Holiday misses 2-pt layup at rim,82,68
282,3,2:55.0,Defensive rebound by G. Hayward,,82,68
283,3,2:43.0,G. Hayward makes 2-pt jump shot from 8 ft (assist by B. Wanamaker),,84,68
284,3,2:30.0,,D. McDermott misses 2-pt jump shot from 20 ft,84,68
285,3,2:27.0,Defensive rebound by K. Irving,,84,68
286,3,2:22.0,B. Wanamaker makes 2-pt layup from 2 ft (assist by K. Irving),,86,68
287,3,2:07.0,,Shooting foul by M. Morris (drawn by M. Turner),86,68
288,3,2:07.0,,M. Turner makes free throw 1 of 2,86,69
289,3,2:07.0,A. Baynes enters the game for A. Horford,,86,69
290,3,2:07.0,J. Tatum enters the game for K. Irving,,86,69
291,3,2:07.0,,M. Turner misses free throw 2 of 2,86,69
292,3,2:06.0,Defensive rebound by G. Hayward,,86,69
293,3,1:52.0,M. Morris misses 3-pt jump shot from 28 ft,,86,69
294,3,1:49.0,,Defensive rebound by T. Evans,86,69
295,3,1:43.0,,Shooting foul by A. Baynes (drawn by T. Evans),86,69
296,3,1:43.0,,T. Evans misses free throw 1 of 2,86,69
297,3,1:43.0,,Offensive rebound by Team,86,69
298,3,1:43.0,,T. Young enters the game for M. Turner,86,69
299,3,1:43.0,,T. Evans makes free throw 2 of 2,86,70
300,3,1:25.0,Turnover by B. Wanamaker (bad pass; steal by D. Sabonis),,86,70
301,3,1:20.0,,T. Evans makes 2-pt layup at rim,86,72
302,3,1:06.0,M. Morris makes 3-pt jump shot from 27 ft (assist by A. Baynes),,89,72
303,3,0:52.0,,T. Evans makes 2-pt jump shot from 5 ft,89,74
304,3,0:36.0,G. Hayward makes 2-pt jump shot from 7 ft,,91,74
305,3,0:26.0,,D. McDermott misses 2-pt layup from 1 ft (block by M. Morris),91,74
306,3,0:22.0,Defensive rebound by M. Morris,,91,74
307,3,0:05.0,M. Morris misses 2-pt jump shot from 12 ft,,91,74
308,3,0:02.0,,Defensive rebound by T. Young,91,74
309,3,0:01.0,,Turnover by T. Evans (traveling),91,74
310,3,0:01.0,Boston full timeout,,91,74
311,3,0:01.0,A. Horford enters the game for A. Baynes,,91,74
312,3,0:01.0,K. Irving enters the game for M. Morris,,91,74
313,3,0:01.0,M. Smart enters the game for B. Wanamaker,,91,74
314,3,0:01.0,,C. Joseph enters the game for A. Holiday,91,74
315,3,0:01.0,,M. Turner enters the game for T. Young,91,74
316,3,0:00.0,A. Horford misses 2-pt jump shot from 15 ft,,91,74
317,3,0:00.0,Offensive rebound by Team,,91,74
318,4,11:42.0,J. Tatum misses 2-pt jump shot from 16 ft,,91,74
319,4,11:39.0,Offensive rebound by J. Tatum,,91,74
320,4,11:39.0,J. Tatum misses 2-pt layup from 1 ft,,91,74
321,4,11:36.0,Offensive rebound by A. Baynes,,91,74
322,4,11:36.0,A. Baynes misses 2-pt layup at rim,,91,74
323,4,11:35.0,Offensive rebound by A. Baynes,,91,74
324,4,11:35.0,A. Baynes misses 2-pt layup at rim,,91,74
325,4,11:33.0,Offensive rebound by A. Baynes,,91,74
326,4,11:33.0,A. Baynes makes 2-pt layup at rim,,93,74
327,4,11:09.0,,D. Sabonis makes 2-pt hook shot from 5 ft,93,76
328,4,10:54.0,B. Wanamaker misses 3-pt jump shot from 27 ft,,93,76
329,4,10:51.0,,Defensive rebound by D. Sabonis,93,76
330,4,10:42.0,,T. Evans misses 2-pt layup at rim,93,76
331,4,10:39.0,Defensive rebound by A. Baynes,,93,76
332,4,10:37.0,G. Hayward makes 2-pt layup from 1 ft (assist by M. Morris),,95,76
333,4,10:37.0,Shooting foul by D. McDermott (drawn by G. Hayward),,95,76
334,4,10:37.0,G. Hayward makes free throw 1 of 1,,96,76
335,4,10:16.0,,T. Evans misses 2-pt layup from 4 ft,96,76
336,4,10:14.0,,Offensive rebound by Team,96,76
337,4,10:08.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),96,78
338,4,9:53.0,A. Baynes makes 2-pt layup from 1 ft (assist by G. Hayward),,98,78
339,4,9:40.0,,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),98,80
340,4,9:23.0,M. Morris misses 3-pt jump shot from 26 ft,,98,80
341,4,9:21.0,,Defensive rebound by T. Young,98,80
342,4,9:16.0,,Turnover by T. Young (bad pass; steal by J. Tatum),98,80
343,4,9:13.0,J. Tatum makes 2-pt dunk at rim,,100,80
344,4,8:59.0,,Turnover by A. Holiday (bad pass; steal by G. Hayward),100,80
345,4,8:54.0,J. Tatum makes 2-pt dunk from 1 ft (assist by G. Hayward),,102,80
346,4,8:54.0,,Indiana full timeout,102,80
347,4,8:42.0,,D. Sabonis misses 2-pt jump shot from 7 ft,102,80
348,4,8:39.0,Defensive rebound by B. Wanamaker,,102,80
349,4,8:20.0,M. Morris misses 2-pt jump shot from 19 ft,,102,80
350,4,8:18.0,,Defensive rebound by D. Sabonis,102,80
351,4,8:12.0,,A. Holiday misses 2-pt jump shot from 16 ft,102,80
352,4,8:08.0,Defensive rebound by M. Morris,,102,80
353,4,7:48.0,B. Wanamaker makes 2-pt jump shot from 12 ft,,104,80
354,4,7:48.0,Shooting foul by A. Holiday (drawn by B. Wanamaker),,104,80
355,4,7:48.0,,B. Bogdanović enters the game for D. McDermott,104,80
356,4,7:48.0,,M. Turner enters the game for T. Young,104,80
357,4,7:48.0,B. Wanamaker makes free throw 1 of 1,,105,80
358,4,7:32.0,,Shooting foul by A. Baynes (drawn by T. Evans),105,80
359,4,7:32.0,,T. Evans misses free throw 1 of 2,105,80
360,4,7:32.0,,Offensive rebound by Team,105,80
361,4,7:32.0,M. Smart enters the game for G. Hayward,,105,80
362,4,7:32.0,,T. Evans makes free throw 2 of 2,105,81
363,4,7:16.0,M. Morris misses 2-pt jump shot from 16 ft,,105,81
364,4,7:13.0,,Defensive rebound by T. Evans,105,81
365,4,7:06.0,,D. Sabonis misses 2-pt jump shot from 18 ft,105,81
366,4,7:00.0,Defensive rebound by A. Baynes,,105,81
367,4,6:49.0,J. Tatum misses 3-pt jump shot from 24 ft,,105,81
368,4,6:46.0,,Defensive rebound by T. Evans,105,81
369,4,6:32.0,,D. Sabonis misses 2-pt jump shot from 8 ft,105,81
370,4,6:30.0,Defensive rebound by A. Baynes,,105,81
371,4,6:25.0,Boston full timeout,,105,81
372,4,6:25.0,D. Theis enters the game for A. Baynes,,105,81
373,4,6:25.0,,T. Leaf enters the game for B. Bogdanović,105,81
374,4,6:25.0,,D. McDermott enters the game for D. Sabonis,105,81
375,4,6:25.0,,K. O'Quinn enters the game for M. Turner,105,81
376,4,6:11.0,D. Theis misses 2-pt jump shot from 20 ft,,105,81
377,4,6:08.0,,Defensive rebound by T. Evans,105,81
378,4,5:55.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,105,81
379,4,5:52.0,Defensive rebound by M. Morris,,105,81
380,4,5:46.0,M. Smart misses 2-pt jump shot from 9 ft,,105,81
381,4,5:43.0,,Defensive rebound by K. O'Quinn,105,81
382,4,5:38.0,,T. Evans makes 2-pt layup from 2 ft,105,83
383,4,5:22.0,B. Wanamaker makes 2-pt jump shot from 17 ft (assist by M. Smart),,107,83
384,4,5:10.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by K. O'Quinn),107,86
385,4,5:10.0,G. Yabusele enters the game for M. Morris,,107,86
386,4,4:45.0,J. Tatum makes 2-pt jump shot from 15 ft,,109,86
387,4,4:32.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,109,86
