,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
109,2,10:01.0,,J. Brown makes free throw 2 of 2,34,31
110,2,9:50.0,C. Frye misses 3-pt jump shot from 25 ft,,34,31
111,2,9:48.0,,Defensive rebound by G. Hayward,34,31
112,2,9:44.0,,Personal foul by C. Frye (drawn by D. Theis),34,31
113,2,9:44.0,A. Žižić enters the game for C. Frye,,34,31
114,2,9:40.0,,Shooting foul by A. Žižić (drawn by G. Hayward),34,31
115,2,9:40.0,,G. Hayward makes free throw 1 of 2,34,32
116,2,9:40.0,,G. Hayward makes free throw 2 of 2,34,33
117,2,9:29.0,Personal foul by B. Wanamaker (drawn by A. Žižić),,34,33
118,2,9:20.0,Turnover by M. Dellavedova (bad pass; steal by G. Hayward),,34,33
119,2,9:10.0,,Offensive foul by M. Morris (drawn by M. Dellavedova),34,33
120,2,9:10.0,,Turnover by M. Morris (offensive foul),34,33
121,2,9:10.0,,M. Smart enters the game for G. Hayward,34,33
122,2,9:10.0,,Violation by Team (delay of game),34,33
123,2,8:52.0,A. Žižić makes 2-pt layup from 2 ft,,36,33
124,2,8:52.0,Shooting foul by D. Theis (drawn by A. Žižić),,36,33
125,2,8:52.0,C. Sexton enters the game for M. Dellavedova,,36,33
126,2,8:52.0,A. Žižić misses free throw 1 of 1,,36,33
127,2,8:52.0,,Defensive rebound by D. Theis,36,33
128,2,8:41.0,,J. Brown makes 2-pt layup from 2 ft (assist by D. Theis),36,35
129,2,8:22.0,Turnover by A. Žižić (lost ball; steal by D. Theis),,36,35
130,2,8:17.0,,B. Wanamaker makes 3-pt jump shot from 25 ft (assist by D. Theis),36,38
131,2,8:16.0,Cleveland full timeout,,36,38
132,2,8:16.0,A. Burks enters the game for J. Clarkson,,36,38
133,2,8:16.0,R. Hood enters the game for C. Payne,,36,38
134,2,8:16.0,,A. Baynes enters the game for D. Theis,36,38
135,2,7:52.0,R. Hood makes 3-pt jump shot from 24 ft,,39,38
136,2,7:36.0,,B. Wanamaker misses 2-pt jump shot from 19 ft,39,38
137,2,7:34.0,Defensive rebound by A. Burks,,39,38
138,2,7:18.0,A. Žižić misses 2-pt layup from 3 ft (block by B. Wanamaker),,39,38
139,2,7:16.0,,Defensive rebound by A. Baynes,39,38
140,2,7:14.0,,M. Morris misses 2-pt layup from 3 ft (block by J. Blossomgame),39,38
141,2,7:12.0,,Offensive rebound by M. Morris,39,38
142,2,7:08.0,,M. Smart misses 3-pt jump shot from 27 ft,39,38
143,2,7:08.0,Defensive rebound by Team,,39,38
144,2,6:48.0,C. Sexton misses 2-pt jump shot from 6 ft,,39,38
145,2,6:45.0,,Defensive rebound by J. Brown,39,38
146,2,6:39.0,,J. Brown misses 3-pt jump shot from 26 ft,39,38
147,2,6:39.0,,Offensive rebound by A. Baynes,39,38
148,2,6:35.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by M. Morris),39,41
149,2,6:05.0,C. Sexton misses 2-pt jump shot from 10 ft,,39,41
150,2,6:04.0,,Defensive rebound by M. Morris,39,41
151,2,5:55.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by A. Baynes),39,43
152,2,5:54.0,Cleveland full timeout,,39,43
153,2,5:41.0,Turnover by A. Burks (bad pass; steal by M. Smart),,39,43
154,2,5:39.0,,Shooting foul by R. Hood (drawn by B. Wanamaker),39,43
155,2,5:39.0,,B. Wanamaker makes free throw 1 of 2,39,44
156,2,5:39.0,,B. Wanamaker makes free throw 2 of 2,39,45
157,2,5:20.0,R. Hood misses 2-pt jump shot from 21 ft,,39,45
158,2,5:18.0,,Defensive rebound by B. Wanamaker,39,45
159,2,5:12.0,,B. Wanamaker makes 3-pt jump shot from 26 ft,39,48
160,2,4:55.0,Turnover by A. Žižić (3 sec),,39,48
161,2,4:55.0,,J. Tatum enters the game for J. Brown,39,48
162,2,4:41.0,,Turnover by M. Smart (bad pass; steal by A. Burks),39,48
163,2,4:31.0,A. Žižić makes 2-pt dunk from 2 ft (assist by A. Burks),,41,48
164,2,4:11.0,,A. Baynes makes 2-pt dunk from 1 ft (assist by M. Smart),41,50
165,2,3:58.0,Turnover by A. Žižić (lost ball; steal by M. Morris),,41,50
166,2,3:52.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by B. Wanamaker),41,52
167,2,3:42.0,Personal foul by M. Smart (drawn by C. Sexton),,41,52
168,2,3:42.0,,T. Rozier enters the game for B. Wanamaker,41,52
169,2,3:26.0,R. Hood misses 2-pt jump shot from 8 ft (block by M. Morris),,41,52
170,2,3:26.0,Offensive rebound by Team,,41,52
171,2,3:26.0,Turnover by Team (shot clock),,41,52
172,2,3:26.0,J. Clarkson enters the game for J. Blossomgame,,41,52
173,2,3:26.0,C. Osman enters the game for A. Burks,,41,52
174,2,3:26.0,Violation by Team (delay of game),,41,52
175,2,3:14.0,,J. Tatum makes 2-pt layup from 1 ft (assist by T. Rozier),41,54
176,2,2:57.0,C. Osman misses 3-pt jump shot from 27 ft,,41,54
177,2,2:52.0,,Defensive rebound by A. Baynes,41,54
178,2,2:50.0,,J. Tatum misses 2-pt jump shot from 17 ft,41,54
179,2,2:50.0,Defensive rebound by C. Osman,,41,54
180,2,2:35.0,Personal foul by A. Baynes (drawn by C. Sexton),,41,54
181,2,2:35.0,J. Blossomgame enters the game for R. Hood,,41,54
182,2,2:35.0,,G. Hayward enters the game for M. Morris,41,54
183,2,2:23.0,C. Osman misses 2-pt jump shot from 8 ft,,41,54
184,2,2:23.0,Offensive rebound by A. Žižić,,41,54
185,2,2:23.0,A. Žižić makes 2-pt layup from 2 ft,,43,54
186,2,2:14.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by T. Rozier),43,57
187,2,1:59.0,C. Osman makes 3-pt jump shot from 25 ft (assist by C. Sexton),,46,57
188,2,1:42.0,,M. Smart misses 3-pt jump shot from 27 ft,46,57
189,2,1:40.0,,Offensive rebound by A. Baynes,46,57
190,2,1:38.0,,M. Smart misses 3-pt jump shot from 24 ft,46,57
191,2,1:36.0,Defensive rebound by J. Blossomgame,,46,57
192,2,1:34.0,Turnover by C. Sexton (out of bounds lost ball),,46,57
193,2,1:12.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Smart),46,60
194,2,0:58.0,Turnover by J. Blossomgame (bad pass; steal by J. Tatum),,46,60
195,2,0:56.0,,J. Tatum makes 2-pt dunk from 1 ft,46,62
196,2,0:37.0,J. Blossomgame misses 3-pt jump shot from 23 ft,,46,62
197,2,0:35.0,Offensive rebound by A. Žižić,,46,62
198,2,0:33.0,A. Žižić makes 2-pt hook shot from 5 ft,,48,62
199,2,0:22.0,,J. Tatum misses 2-pt hook shot from 4 ft,48,62
200,2,0:21.0,,Offensive rebound by Team,48,62
201,2,0:21.0,,Turnover by J. Tatum (traveling),48,62
202,2,0:07.0,Personal foul by J. Tatum (drawn by C. Osman),,48,62
203,2,0:07.0,C. Osman makes free throw 1 of 2,,49,62
204,2,0:07.0,C. Osman makes free throw 2 of 2,,50,62
205,2,0:00.0,,T. Rozier makes 3-pt jump shot from 31 ft,50,65
206,3,11:38.0,R. Hood misses 2-pt jump shot from 9 ft,,50,65
207,3,11:36.0,,Defensive rebound by T. Rozier,50,65
208,3,11:23.0,,M. Smart misses 3-pt jump shot from 25 ft,50,65
209,3,11:21.0,Defensive rebound by R. Hood,,50,65
210,3,11:11.0,R. Hood misses 3-pt jump shot from 23 ft,,50,65
211,3,11:09.0,,Defensive rebound by M. Smart,50,65
212,3,11:01.0,,J. Tatum misses 2-pt jump shot from 10 ft,50,65
213,3,10:58.0,Defensive rebound by A. Burks,,50,65
214,3,10:50.0,A. Burks makes 2-pt layup from 1 ft,,52,65
215,3,10:34.0,,A. Baynes misses 2-pt layup from 2 ft,52,65
216,3,10:32.0,Defensive rebound by C. Osman,,52,65
217,3,10:26.0,Turnover by C. Osman (traveling),,52,65
218,3,10:11.0,,T. Rozier misses 2-pt layup from 3 ft,52,65
219,3,10:09.0,Defensive rebound by A. Burks,,52,65
220,3,9:58.0,C. Sexton misses 2-pt layup from 6 ft,,52,65
221,3,9:57.0,,Defensive rebound by A. Baynes,52,65
222,3,9:52.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),52,68
223,3,9:38.0,C. Sexton misses 2-pt jump shot from 19 ft,,52,68
224,3,9:37.0,Offensive rebound by Team,,52,68
225,3,9:37.0,,Loose ball foul by A. Baynes (drawn by A. Žižić),52,68
226,3,9:25.0,R. Hood misses 2-pt jump shot from 19 ft,,52,68
227,3,9:23.0,,Defensive rebound by A. Baynes,52,68
228,3,9:11.0,,M. Morris makes 2-pt hook shot from 2 ft,52,70
229,3,8:43.0,C. Sexton misses 2-pt layup from 5 ft,,52,70
230,3,8:42.0,Offensive rebound by A. Žižić,,52,70
231,3,8:41.0,Shooting foul by A. Baynes (drawn by A. Žižić),,52,70
232,3,8:41.0,A. Žižić makes free throw 1 of 2,,53,70
233,3,8:41.0,A. Žižić misses free throw 2 of 2,,53,70
234,3,8:39.0,,Defensive rebound by A. Baynes,53,70
235,3,8:28.0,,T. Rozier misses 3-pt jump shot from 25 ft,53,70
236,3,8:25.0,Defensive rebound by C. Osman,,53,70
237,3,8:15.0,A. Burks makes 2-pt jump shot from 7 ft,,55,70
238,3,7:56.0,,J. Tatum makes 2-pt jump shot from 1 ft,55,72
239,3,7:40.0,Turnover by A. Žižić (bad pass; steal by J. Tatum),,55,72
240,3,7:37.0,,J. Tatum makes 2-pt dunk from 2 ft,55,74
241,3,7:23.0,C. Osman makes 3-pt jump shot from 25 ft (assist by A. Burks),,58,74
242,3,7:07.0,,M. Morris misses 3-pt jump shot from 23 ft,58,74
243,3,7:05.0,Defensive rebound by R. Hood,,58,74
244,3,6:55.0,,Boston full timeout,58,74
245,3,6:55.0,,R. Williams enters the game for A. Baynes,58,74
246,3,6:47.0,A. Burks misses 2-pt jump shot from 19 ft,,58,74
247,3,6:44.0,Offensive rebound by A. Žižić,,58,74
248,3,6:44.0,A. Žižić misses 2-pt layup from 3 ft,,58,74
249,3,6:44.0,Offensive rebound by A. Burks,,58,74
250,3,6:44.0,Shooting foul by R. Williams (drawn by A. Burks),,58,74
251,3,6:44.0,A. Burks misses free throw 1 of 2,,58,74
252,3,6:44.0,Offensive rebound by Team,,58,74
253,3,6:44.0,A. Burks makes free throw 2 of 2,,59,74
254,3,6:33.0,,M. Smart misses 2-pt jump shot from 5 ft,59,74
255,3,6:31.0,Defensive rebound by A. Žižić,,59,74
256,3,6:20.0,Offensive foul by A. Žižić (drawn by T. Rozier),,59,74
257,3,6:20.0,Turnover by A. Žižić (offensive foul),,59,74
258,3,6:05.0,,J. Tatum misses 2-pt jump shot from 8 ft,59,74
259,3,6:03.0,,Offensive rebound by T. Rozier,59,74
260,3,6:00.0,,Shooting foul by C. Osman (drawn by M. Smart),59,74
261,3,6:00.0,,M. Smart makes free throw 1 of 3,59,75
262,3,6:00.0,,M. Smart makes free throw 2 of 3,59,76
263,3,6:00.0,,M. Smart makes free throw 3 of 3,59,77
264,3,5:40.0,A. Burks misses 2-pt layup from 4 ft,,59,77
265,3,5:36.0,Offensive rebound by A. Žižić,,59,77
266,3,5:36.0,A. Žižić makes 2-pt layup at rim,,61,77
267,3,5:26.0,,M. Morris makes 2-pt dunk from 2 ft (assist by M. Smart),61,79
268,3,5:12.0,C. Sexton makes 3-pt jump shot from 23 ft (assist by A. Burks),,64,79
269,3,5:04.0,,Personal foul by C. Sexton (drawn by T. Rozier),64,79
270,3,5:04.0,J. Clarkson enters the game for R. Hood,,64,79
271,3,5:04.0,,J. Brown enters the game for T. Rozier,64,79
272,3,5:04.0,,G. Hayward enters the game for J. Tatum,64,79
273,3,4:53.0,,M. Morris makes 2-pt layup from 1 ft,64,81
274,3,4:44.0,Shooting foul by M. Morris (drawn by A. Burks),,64,81
275,3,4:44.0,A. Burks makes free throw 1 of 2,,65,81
276,3,4:44.0,C. Frye enters the game for A. Žižić,,65,81
277,3,4:44.0,A. Burks makes free throw 2 of 2,,66,81
278,3,4:30.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Morris),66,84
279,3,4:06.0,C. Sexton misses 3-pt jump shot from 26 ft,,66,84
280,3,4:04.0,,Defensive rebound by J. Brown,66,84
281,3,3:59.0,,M. Morris misses 3-pt jump shot from 26 ft,66,84
282,3,3:57.0,Defensive rebound by C. Osman,,66,84
283,3,3:52.0,Personal foul by R. Williams (drawn by C. Osman),,66,84
284,3,3:52.0,C. Osman misses free throw 1 of 2,,66,84
285,3,3:52.0,Offensive rebound by Team,,66,84
286,3,3:52.0,M. Dellavedova enters the game for C. Sexton,,66,84
287,3,3:52.0,C. Osman makes free throw 2 of 2,,67,84
288,3,3:40.0,,R. Williams makes 2-pt dunk from 2 ft (assist by M. Smart),67,86
289,3,3:28.0,C. Osman makes 3-pt jump shot from 27 ft (assist by C. Frye),,70,86
290,3,3:17.0,,G. Hayward misses 3-pt jump shot from 25 ft,70,86
291,3,3:15.0,Defensive rebound by C. Frye,,70,86
292,3,3:08.0,J. Clarkson misses 3-pt jump shot from 26 ft,,70,86
293,3,3:07.0,,Defensive rebound by G. Hayward,70,86
294,3,3:02.0,,J. Brown misses 2-pt jump shot from 5 ft,70,86
295,3,2:59.0,Defensive rebound by A. Burks,,70,86
296,3,2:54.0,A. Burks misses 2-pt layup from 2 ft (block by R. Williams),,70,86
297,3,2:54.0,Offensive rebound by C. Osman,,70,86
298,3,2:49.0,A. Burks makes 3-pt jump shot from 23 ft (assist by C. Osman),,73,86
299,3,2:28.0,,Turnover by M. Smart (bad pass),73,86
300,3,2:28.0,Cleveland full timeout,,73,86
301,3,2:28.0,J. Blossomgame enters the game for A. Burks,,73,86
302,3,2:28.0,,T. Rozier enters the game for M. Morris,73,86
303,3,2:28.0,,J. Tatum enters the game for M. Smart,73,86
304,3,2:08.0,J. Clarkson misses 3-pt jump shot from 24 ft,,73,86
305,3,2:04.0,,Defensive rebound by T. Rozier,73,86
306,3,1:53.0,,G. Hayward makes 2-pt layup from 1 ft (assist by R. Williams),73,88
307,3,1:32.0,J. Clarkson makes 2-pt hook shot from 5 ft (assist by C. Frye),,75,88
308,3,1:11.0,,T. Rozier makes 2-pt jump shot from 5 ft (assist by J. Tatum),75,90
309,3,1:03.0,Shooting foul by R. Williams (drawn by M. Dellavedova),,75,90
310,3,1:03.0,M. Dellavedova makes free throw 1 of 3,,76,90
311,3,1:03.0,M. Dellavedova makes free throw 2 of 3,,77,90
312,3,1:03.0,C. Payne enters the game for C. Osman,,77,90
313,3,1:03.0,M. Dellavedova makes free throw 3 of 3,,78,90
314,3,0:47.0,,J. Brown makes 2-pt jump shot from 7 ft,78,92
315,3,0:30.0,J. Clarkson misses 3-pt jump shot from 26 ft (block by R. Williams),,78,92
316,3,0:28.0,,Defensive rebound by J. Brown,78,92
317,3,0:21.0,,T. Rozier misses 2-pt jump shot from 13 ft,78,92
318,3,0:19.0,Defensive rebound by J. Blossomgame,,78,92
319,3,0:00.0,J. Clarkson makes 2-pt layup from 1 ft,,80,92
320,4,11:43.0,,G. Hayward makes 2-pt layup from 1 ft,80,94
321,4,11:24.0,C. Frye misses 2-pt jump shot from 16 ft,,80,94
322,4,11:22.0,,Defensive rebound by J. Brown,80,94
323,4,11:11.0,,Personal foul by J. Blossomgame (drawn by G. Hayward),80,94
324,4,10:59.0,,J. Tatum misses 2-pt jump shot from 17 ft,80,94
325,4,10:55.0,,Offensive rebound by D. Theis,80,94
326,4,10:51.0,,J. Brown makes 2-pt jump shot from 9 ft (assist by B. Wanamaker),80,96
327,4,10:34.0,J. Clarkson misses 3-pt jump shot from 26 ft,,80,96
328,4,10:33.0,,Defensive rebound by B. Wanamaker,80,96
329,4,10:20.0,,Turnover by J. Brown (lost ball; steal by C. Payne),80,96
330,4,10:17.0,Turnover by J. Blossomgame (step out of bounds),,80,96
331,4,10:04.0,,J. Tatum makes 2-pt layup from 2 ft,80,98
332,4,10:04.0,,Shooting foul by C. Frye (drawn by J. Tatum),80,98
333,4,10:04.0,,J. Tatum makes free throw 1 of 1,80,99
334,4,10:04.0,Cleveland full timeout,,80,99
335,4,10:04.0,C. Osman enters the game for J. Blossomgame,,80,99
336,4,9:49.0,C. Frye misses 2-pt hook shot from 3 ft,,80,99
337,4,9:47.0,,Defensive rebound by D. Theis,80,99
338,4,9:43.0,,Turnover by G. Hayward (bad pass; steal by C. Payne),80,99
339,4,9:34.0,Turnover by C. Payne (bad pass; steal by J. Tatum),,80,99
340,4,9:32.0,,Turnover by J. Tatum (back court),80,99
341,4,9:12.0,J. Clarkson makes 2-pt layup from 2 ft,,82,99
342,4,8:56.0,,G. Hayward misses 2-pt jump shot from 4 ft,82,99
343,4,8:55.0,,Offensive rebound by G. Hayward,82,99
344,4,8:55.0,,G. Hayward misses 2-pt layup from 2 ft,82,99
345,4,8:55.0,,Offensive rebound by G. Hayward,82,99
346,4,8:55.0,,G. Hayward makes 2-pt layup from 3 ft,82,101
347,4,8:55.0,,Shooting foul by C. Osman (drawn by G. Hayward),82,101
348,4,8:55.0,,G. Hayward misses free throw 1 of 1,82,101
349,4,8:55.0,Defensive rebound by C. Frye,,82,101
350,4,8:45.0,C. Osman makes 2-pt layup from 2 ft (assist by M. Dellavedova),,84,101
351,4,8:45.0,,Violation by Team (def goaltending),84,101
352,4,8:35.0,,J. Brown makes 2-pt jump shot from 7 ft,84,103
353,4,8:21.0,J. Clarkson misses 3-pt jump shot from 29 ft,,84,103
354,4,8:21.0,,Defensive rebound by J. Tatum,84,103
355,4,8:07.0,,J. Tatum misses 2-pt jump shot from 14 ft,84,103
356,4,8:07.0,,Offensive rebound by D. Theis,84,103
357,4,8:01.0,,D. Theis misses 2-pt layup from 2 ft,84,103
358,4,8:01.0,Defensive rebound by C. Frye,,84,103
359,4,7:52.0,C. Osman makes 3-pt jump shot from 27 ft (assist by C. Frye),,87,103
360,4,7:33.0,,G. Hayward misses 3-pt jump shot from 25 ft,87,103
361,4,7:31.0,Defensive rebound by C. Frye,,87,103
362,4,7:24.0,Personal foul by B. Wanamaker (drawn by C. Frye),,87,103
363,4,7:24.0,R. Hood enters the game for J. Clarkson,,87,103
364,4,7:24.0,A. Žižić enters the game for C. Frye,,87,103
365,4,7:24.0,,A. Baynes enters the game for J. Tatum,87,103
366,4,7:24.0,,T. Rozier enters the game for D. Theis,87,103
367,4,7:20.0,M. Dellavedova makes 2-pt jump shot from 18 ft (assist by R. Hood),,89,103
368,4,7:05.0,,A. Baynes misses 2-pt jump shot from 19 ft,89,103
369,4,7:03.0,Defensive rebound by C. Osman,,89,103
370,4,6:50.0,C. Payne misses 2-pt jump shot from 7 ft,,89,103
371,4,6:48.0,,Defensive rebound by T. Rozier,89,103
372,4,6:42.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),89,106
373,4,6:28.0,Shooting foul by A. Baynes (drawn by C. Payne),,89,106
374,4,6:28.0,C. Payne makes free throw 1 of 2,,90,106
375,4,6:28.0,C. Sexton enters the game for M. Dellavedova,,90,106
376,4,6:28.0,C. Payne makes free throw 2 of 2,,91,106
377,4,6:07.0,,Turnover by B. Wanamaker (bad pass),91,106
378,4,6:07.0,A. Burks enters the game for C. Payne,,91,106
379,4,5:53.0,C. Osman misses 2-pt jump shot from 3 ft,,91,106
380,4,5:51.0,,Defensive rebound by T. Rozier,91,106
381,4,5:48.0,,Shooting foul by C. Sexton (drawn by T. Rozier),91,106
382,4,5:48.0,,T. Rozier makes free throw 1 of 2,91,107
383,4,5:48.0,,T. Rozier makes free throw 2 of 2,91,108
384,4,5:26.0,Turnover by C. Osman (lost ball; steal by J. Brown),,91,108
