,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
105,1,0:53.0,Defensive rebound by J. Bolden,,34,22
106,1,0:49.0,T. McConnell makes 2-pt jump shot from 18 ft,,36,22
107,1,0:39.0,,Turnover by K. Knox (step out of bounds),36,22
108,1,0:33.0,Turnover by T. McConnell (lost ball; steal by F. Ntilikina),,36,22
109,1,0:30.0,,L. Kornet makes 2-pt dunk from 1 ft (assist by F. Ntilikina),36,24
110,1,0:13.0,W. Chandler misses 3-pt jump shot from 28 ft,,36,24
111,1,0:11.0,,Defensive rebound by A. Trier,36,24
112,1,0:00.0,,A. Trier misses 2-pt layup from 1 ft (block by J. Embiid),36,24
113,1,0:00.0,,Offensive rebound by Team,36,24
114,2,11:47.0,,Shooting foul by T. McConnell (drawn by K. Knox),36,24
115,2,11:47.0,,K. Knox misses free throw 1 of 2,36,24
116,2,11:47.0,,Offensive rebound by Team,36,24
117,2,11:47.0,,K. Knox makes free throw 2 of 2,36,25
118,2,11:31.0,J. Bolden misses 2-pt layup from 2 ft,,36,25
119,2,11:29.0,Offensive rebound by Team,,36,25
120,2,11:14.0,J. Redick makes 2-pt jump shot from 19 ft,,38,25
121,2,10:56.0,,M. Hezonja misses 2-pt layup at rim,38,25
122,2,10:54.0,Defensive rebound by J. Redick,,38,25
123,2,10:49.0,J. Redick misses 2-pt jump shot from 13 ft,,38,25
124,2,10:47.0,,Defensive rebound by M. Hezonja,38,25
125,2,10:43.0,,F. Ntilikina makes 2-pt layup from 1 ft,38,27
126,2,10:20.0,J. Embiid misses 2-pt layup from 3 ft,,38,27
127,2,10:18.0,Offensive rebound by J. Embiid,,38,27
128,2,10:16.0,J. Embiid makes 2-pt layup at rim,,40,27
129,2,10:04.0,,M. Hezonja makes 2-pt jump shot from 23 ft (assist by F. Ntilikina),40,29
130,2,9:46.0,Turnover by J. Bolden (bad pass; steal by M. Hezonja),,40,29
131,2,9:42.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by M. Hezonja),40,32
132,2,9:25.0,J. Embiid misses 3-pt jump shot from 25 ft,,40,32
133,2,9:23.0,,Defensive rebound by F. Ntilikina,40,32
134,2,9:08.0,,A. Trier misses 3-pt jump shot from 26 ft,40,32
135,2,9:06.0,Defensive rebound by J. Redick,,40,32
136,2,9:03.0,Philadelphia full timeout,,40,32
137,2,9:03.0,J. Butler enters the game for W. Chandler,,40,32
138,2,9:03.0,L. Shamet enters the game for J. Redick,,40,32
139,2,9:03.0,,D. Dotson enters the game for K. Knox,40,32
140,2,9:03.0,,N. Vonleh enters the game for L. Kornet,40,32
141,2,8:42.0,L. Shamet misses 3-pt jump shot from 24 ft,,40,32
142,2,8:40.0,Offensive rebound by Team,,40,32
143,2,8:33.0,T. McConnell makes 2-pt jump shot from 11 ft (assist by L. Shamet),,42,32
144,2,8:17.0,,F. Ntilikina misses 3-pt jump shot from 27 ft,42,32
145,2,8:15.0,Defensive rebound by J. Bolden,,42,32
146,2,7:56.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,44,32
147,2,7:49.0,,A. Trier misses 2-pt layup at rim (block by J. Embiid),44,32
148,2,7:47.0,Defensive rebound by T. McConnell,,44,32
149,2,7:42.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),,46,32
150,2,7:34.0,,New York full timeout,46,32
151,2,7:34.0,M. Muscala enters the game for J. Embiid,,46,32
152,2,7:34.0,B. Simmons enters the game for T. McConnell,,46,32
153,2,7:34.0,,E. Mudiay enters the game for M. Hezonja,46,32
154,2,7:34.0,,L. Thomas enters the game for F. Ntilikina,46,32
155,2,7:19.0,,Turnover by D. Dotson (bad pass; steal by M. Muscala),46,32
156,2,7:16.0,M. Muscala makes 2-pt dunk from 1 ft (assist by B. Simmons),,48,32
157,2,7:00.0,,L. Thomas misses 2-pt jump shot from 21 ft,48,32
158,2,6:58.0,Defensive rebound by J. Bolden,,48,32
159,2,6:42.0,B. Simmons makes 2-pt jump shot from 11 ft,,50,32
160,2,6:28.0,,E. Mudiay misses 2-pt jump shot from 9 ft,50,32
161,2,6:26.0,Defensive rebound by B. Simmons,,50,32
162,2,6:21.0,Turnover by J. Bolden (step out of bounds),,50,32
163,2,6:21.0,,K. Knox enters the game for A. Trier,50,32
164,2,6:05.0,,Shooting foul by B. Simmons (drawn by E. Mudiay),50,32
165,2,6:05.0,W. Chandler enters the game for J. Bolden,,50,32
166,2,6:05.0,J. Redick enters the game for L. Shamet,,50,32
167,2,6:05.0,,E. Mudiay makes free throw 1 of 2,50,33
168,2,6:05.0,,E. Mudiay makes free throw 2 of 2,50,34
169,2,5:56.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),,52,34
170,2,5:42.0,,Shooting foul by M. Muscala (drawn by N. Vonleh),52,34
171,2,5:42.0,F. Korkmaz enters the game for J. Butler,,52,34
172,2,5:42.0,,N. Vonleh makes free throw 1 of 2,52,35
173,2,5:42.0,,N. Vonleh makes free throw 2 of 2,52,36
174,2,5:34.0,B. Simmons misses 2-pt layup from 1 ft,,52,36
175,2,5:33.0,Offensive rebound by B. Simmons,,52,36
176,2,5:32.0,Shooting foul by E. Mudiay (drawn by B. Simmons),,52,36
177,2,5:32.0,B. Simmons misses free throw 1 of 2,,52,36
178,2,5:32.0,Offensive rebound by Team,,52,36
179,2,5:32.0,B. Simmons misses free throw 2 of 2,,52,36
180,2,5:30.0,,Defensive rebound by E. Mudiay,52,36
181,2,5:20.0,,K. Knox makes 2-pt layup from 1 ft,52,38
182,2,5:20.0,,Shooting foul by J. Redick (drawn by K. Knox),52,38
183,2,5:20.0,,K. Knox makes free throw 1 of 1,52,39
184,2,4:57.0,B. Simmons misses 2-pt jump shot from 13 ft (block by L. Thomas),,52,39
185,2,4:56.0,Offensive rebound by Team,,52,39
186,2,4:56.0,Turnover by Team (shot clock),,52,39
187,2,4:50.0,,Turnover by K. Knox (traveling),52,39
188,2,4:38.0,J. Redick makes 3-pt jump shot from 25 ft (assist by M. Muscala),,55,39
189,2,4:38.0,Shooting foul by N. Vonleh (drawn by J. Redick),,55,39
190,2,4:38.0,J. Redick makes free throw 1 of 1,,56,39
191,2,4:27.0,,Shooting foul by B. Simmons (drawn by N. Vonleh),56,39
192,2,4:27.0,,F. Ntilikina enters the game for D. Dotson,56,39
193,2,4:27.0,,N. Vonleh makes free throw 1 of 2,56,40
194,2,4:27.0,,N. Vonleh misses free throw 2 of 2,56,40
195,2,4:25.0,Defensive rebound by M. Muscala,,56,40
196,2,4:16.0,Personal foul by N. Vonleh (drawn by J. Redick),,56,40
197,2,4:16.0,J. Embiid enters the game for M. Muscala,,56,40
198,2,4:16.0,,L. Kornet enters the game for N. Vonleh,56,40
199,2,4:08.0,B. Simmons makes 2-pt dunk from 1 ft,,58,40
200,2,3:44.0,,L. Thomas misses 3-pt jump shot from 24 ft,58,40
201,2,3:42.0,Defensive rebound by J. Embiid,,58,40
202,2,3:34.0,W. Chandler misses 2-pt jump shot from 13 ft,,58,40
203,2,3:32.0,,Defensive rebound by L. Thomas,58,40
204,2,3:26.0,,E. Mudiay misses 2-pt layup from 2 ft,58,40
205,2,3:24.0,,Offensive rebound by E. Mudiay,58,40
206,2,3:16.0,,Offensive foul by L. Thomas (drawn by J. Embiid),58,40
207,2,3:16.0,,Turnover by L. Thomas (offensive foul),58,40
208,2,2:57.0,Turnover by J. Redick (bad pass; steal by L. Kornet),,58,40
209,2,2:53.0,,Shooting foul by W. Chandler (drawn by F. Ntilikina),58,40
210,2,2:53.0,,M. Hezonja enters the game for L. Thomas,58,40
211,2,2:53.0,,F. Ntilikina misses free throw 1 of 2,58,40
212,2,2:53.0,,Offensive rebound by Team,58,40
213,2,2:53.0,,F. Ntilikina misses free throw 2 of 2,58,40
214,2,2:51.0,Defensive rebound by B. Simmons,,58,40
215,2,2:37.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),,60,40
216,2,2:21.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by L. Kornet),60,42
217,2,2:09.0,Shooting foul by F. Ntilikina (drawn by J. Embiid),,60,42
218,2,2:09.0,J. Embiid makes free throw 1 of 2,,61,42
219,2,2:09.0,J. Embiid makes free throw 2 of 2,,62,42
220,2,2:00.0,,K. Knox misses 3-pt jump shot from 26 ft,62,42
221,2,1:58.0,Defensive rebound by B. Simmons,,62,42
222,2,1:50.0,Shooting foul by L. Kornet (drawn by J. Embiid),,62,42
223,2,1:50.0,J. Bolden enters the game for W. Chandler,,62,42
224,2,1:50.0,,D. Dotson enters the game for E. Mudiay,62,42
225,2,1:50.0,J. Embiid makes free throw 1 of 2,,63,42
226,2,1:50.0,J. Embiid makes free throw 2 of 2,,64,42
227,2,1:32.0,,L. Kornet misses 3-pt jump shot from 27 ft,64,42
228,2,1:30.0,Defensive rebound by B. Simmons,,64,42
229,2,1:25.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,66,42
230,2,1:09.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by L. Kornet),66,44
231,2,0:59.0,Turnover by J. Embiid (lost ball; steal by F. Ntilikina),,66,44
232,2,0:55.0,,K. Knox makes 2-pt layup from 1 ft,66,46
233,2,0:35.0,J. Bolden misses 3-pt jump shot from 23 ft,,66,46
234,2,0:33.0,,Defensive rebound by D. Dotson,66,46
235,2,0:30.0,,Shooting foul by J. Redick (drawn by M. Hezonja),66,46
236,2,0:30.0,,M. Hezonja makes free throw 1 of 2,66,47
237,2,0:30.0,,M. Hezonja makes free throw 2 of 2,66,48
238,2,0:17.0,J. Redick misses 3-pt jump shot from 25 ft,,66,48
239,2,0:15.0,,Defensive rebound by D. Dotson,66,48
240,2,0:02.0,,L. Kornet makes 2-pt jump shot from 13 ft (assist by D. Dotson),66,50
241,2,0:00.0,J. Redick misses 3-pt jump shot from 29 ft,,66,50
242,2,0:00.0,Offensive rebound by Team,,66,50
243,3,12:00.0,Violation by Team (delay of game),,66,50
244,3,11:38.0,,E. Mudiay misses 2-pt layup from 3 ft,66,50
245,3,11:36.0,Defensive rebound by J. Embiid,,66,50
246,3,11:34.0,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),,68,50
247,3,11:34.0,Shooting foul by L. Kornet (drawn by J. Embiid),,68,50
248,3,11:34.0,J. Butler enters the game for L. Shamet,,68,50
249,3,11:34.0,J. Embiid makes free throw 1 of 1,,69,50
250,3,11:18.0,,K. Knox makes 2-pt jump shot from 17 ft (assist by E. Mudiay),69,52
251,3,10:56.0,Turnover by W. Chandler (traveling),,69,52
252,3,10:39.0,,E. Mudiay makes 2-pt dunk from 1 ft (assist by L. Thomas),69,54
253,3,10:23.0,Turnover by J. Embiid (out of bounds lost ball),,69,54
254,3,10:13.0,,Shooting foul by J. Embiid (drawn by L. Kornet),69,54
255,3,10:13.0,,L. Kornet misses free throw 1 of 2,69,54
256,3,10:13.0,,Offensive rebound by Team,69,54
257,3,10:13.0,,L. Kornet misses free throw 2 of 2,69,54
258,3,10:11.0,Defensive rebound by J. Embiid,,69,54
259,3,9:53.0,J. Butler misses 2-pt jump shot from 8 ft,,69,54
260,3,9:51.0,,Defensive rebound by L. Thomas,69,54
261,3,9:48.0,Violation by Team (kicked ball),,69,54
262,3,9:37.0,,E. Mudiay misses 3-pt jump shot from 24 ft,69,54
263,3,9:35.0,Defensive rebound by B. Simmons,,69,54
264,3,9:17.0,J. Embiid misses 2-pt jump shot from 21 ft,,69,54
265,3,9:16.0,,Defensive rebound by K. Knox,69,54
266,3,9:16.0,,Personal foul by B. Simmons (drawn by K. Knox),69,54
267,3,9:02.0,,K. Knox misses 2-pt layup from 5 ft (block by J. Embiid),69,54
268,3,9:00.0,Defensive rebound by B. Simmons,,69,54
269,3,8:55.0,J. Redick misses 3-pt jump shot from 28 ft,,69,54
270,3,8:53.0,,Defensive rebound by L. Thomas,69,54
271,3,8:46.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by D. Dotson),69,57
272,3,8:23.0,Shooting foul by L. Thomas (drawn by J. Embiid),,69,57
273,3,8:23.0,J. Embiid misses free throw 1 of 2,,69,57
274,3,8:23.0,Offensive rebound by Team,,69,57
275,3,8:23.0,J. Embiid makes free throw 2 of 2,,70,57
276,3,8:12.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by L. Kornet),70,60
277,3,7:48.0,J. Butler makes 2-pt jump shot from 17 ft,,72,60
278,3,7:31.0,,E. Mudiay misses 2-pt layup from 1 ft (block by J. Embiid),72,60
279,3,7:29.0,Defensive rebound by J. Butler,,72,60
280,3,7:27.0,Personal foul by D. Dotson (drawn by J. Butler),,72,60
281,3,7:27.0,L. Shamet enters the game for J. Redick,,72,60
282,3,7:11.0,L. Shamet misses 2-pt jump shot from 15 ft,,72,60
283,3,7:09.0,,Defensive rebound by Team,72,60
284,3,6:58.0,,K. Knox makes 2-pt layup from 3 ft (assist by E. Mudiay),72,62
285,3,6:39.0,L. Shamet misses 3-pt jump shot from 27 ft,,72,62
286,3,6:37.0,,Defensive rebound by E. Mudiay,72,62
287,3,6:32.0,,E. Mudiay makes 2-pt layup from 1 ft,72,64
288,3,6:31.0,Philadelphia full timeout,,72,64
289,3,6:31.0,T. McConnell enters the game for W. Chandler,,72,64
290,3,6:31.0,M. Muscala enters the game for J. Embiid,,72,64
291,3,6:15.0,J. Butler makes 2-pt jump shot from 19 ft (assist by B. Simmons),,74,64
292,3,5:50.0,,E. Mudiay misses 2-pt jump shot from 20 ft,74,64
293,3,5:49.0,Defensive rebound by Team,,74,64
294,3,5:39.0,M. Muscala misses 2-pt jump shot from 14 ft,,74,64
295,3,5:37.0,,Defensive rebound by K. Knox,74,64
296,3,5:24.0,,D. Dotson misses 2-pt jump shot from 17 ft,74,64
297,3,5:22.0,Defensive rebound by J. Butler,,74,64
298,3,5:13.0,J. Butler misses 2-pt jump shot from 9 ft,,74,64
299,3,5:11.0,,Defensive rebound by L. Kornet,74,64
300,3,5:03.0,,L. Thomas makes 2-pt layup from 2 ft (assist by E. Mudiay),74,66
301,3,4:54.0,Shooting foul by K. Knox (drawn by J. Butler),,74,66
302,3,4:54.0,J. Butler makes free throw 1 of 2,,75,66
303,3,4:54.0,J. Butler makes free throw 2 of 2,,76,66
304,3,4:35.0,,Shooting foul by M. Muscala (drawn by L. Kornet),76,66
305,3,4:35.0,,L. Kornet makes free throw 1 of 2,76,67
306,3,4:35.0,,L. Kornet makes free throw 2 of 2,76,68
307,3,4:20.0,L. Shamet misses 3-pt jump shot from 26 ft,,76,68
308,3,4:18.0,,Defensive rebound by D. Dotson,76,68
309,3,4:11.0,,K. Knox misses 2-pt layup from 1 ft,76,68
310,3,4:10.0,Defensive rebound by J. Butler,,76,68
311,3,4:05.0,J. Butler makes 2-pt layup from 1 ft,,78,68
312,3,3:53.0,,Turnover by E. Mudiay (out of bounds lost ball),78,68
313,3,3:53.0,F. Korkmaz enters the game for J. Butler,,78,68
314,3,3:53.0,J. Redick enters the game for L. Shamet,,78,68
315,3,3:53.0,,F. Ntilikina enters the game for E. Mudiay,78,68
316,3,3:32.0,B. Simmons makes 2-pt jump shot from 6 ft,,80,68
317,3,3:19.0,,F. Ntilikina makes 2-pt layup at rim (assist by L. Kornet),80,70
318,3,3:06.0,F. Korkmaz misses 2-pt jump shot from 12 ft,,80,70
319,3,3:05.0,Offensive rebound by M. Muscala,,80,70
320,3,3:04.0,Personal foul by D. Dotson (drawn by M. Muscala),,80,70
321,3,3:04.0,,M. Hezonja enters the game for L. Thomas,80,70
322,3,3:04.0,M. Muscala misses free throw 1 of 2,,80,70
323,3,3:04.0,Offensive rebound by Team,,80,70
324,3,3:04.0,M. Muscala makes free throw 2 of 2,,81,70
325,3,2:55.0,,F. Ntilikina misses 2-pt dunk from 1 ft (block by M. Muscala),81,70
326,3,2:54.0,Defensive rebound by Team,,81,70
327,3,2:54.0,,New York full timeout,81,70
328,3,2:37.0,J. Redick misses 2-pt jump shot from 21 ft,,81,70
329,3,2:34.0,,Defensive rebound by M. Hezonja,81,70
330,3,2:17.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),81,73
331,3,1:54.0,B. Simmons makes 2-pt hook shot from 9 ft (assist by J. Redick),,83,73
332,3,1:40.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by D. Dotson),83,76
333,3,1:22.0,Turnover by J. Redick (bad pass),,83,76
334,3,1:22.0,J. Bolden enters the game for M. Muscala,,83,76
335,3,1:22.0,J. Embiid enters the game for B. Simmons,,83,76
336,3,1:10.0,,F. Ntilikina misses 2-pt layup from 6 ft,83,76
337,3,1:08.0,Defensive rebound by J. Embiid,,83,76
338,3,0:57.0,J. Embiid misses 2-pt layup from 2 ft,,83,76
339,3,0:54.0,,Defensive rebound by K. Knox,83,76
340,3,0:49.0,,K. Knox makes 2-pt layup at rim,83,78
341,3,0:33.0,J. Embiid misses 2-pt jump shot from 14 ft,,83,78
342,3,0:31.0,,Defensive rebound by K. Knox,83,78
343,3,0:25.0,,Flagrant foul type 1 by J. Embiid (drawn by L. Kornet),83,78
344,3,0:25.0,W. Chandler enters the game for F. Korkmaz,,83,78
345,3,0:25.0,,L. Kornet makes flagrant free throw 1 of 2,83,79
346,3,0:25.0,,L. Kornet makes flagrant free throw 2 of 2,83,80
347,3,0:16.0,,F. Ntilikina misses 2-pt layup from 3 ft,83,80
348,3,0:14.0,,Offensive rebound by L. Kornet,83,80
349,3,0:11.0,,L. Kornet makes 2-pt layup from 2 ft,83,82
350,3,0:00.0,J. Embiid misses 2-pt layup from 1 ft,,83,82
351,3,0:00.0,Offensive rebound by Team,,83,82
352,4,11:47.0,Personal foul by N. Vonleh (drawn by J. Embiid),,83,82
353,4,11:35.0,J. Embiid misses 2-pt layup from 4 ft (block by N. Vonleh),,83,82
354,4,11:34.0,Offensive rebound by W. Chandler,,83,82
355,4,11:34.0,W. Chandler misses 2-pt layup from 1 ft,,83,82
356,4,11:32.0,Offensive rebound by Team,,83,82
357,4,11:21.0,Shooting foul by N. Vonleh (drawn by J. Embiid),,83,82
358,4,11:21.0,J. Embiid misses free throw 1 of 2,,83,82
359,4,11:21.0,Offensive rebound by Team,,83,82
360,4,11:21.0,J. Embiid misses free throw 2 of 2,,83,82
361,4,11:20.0,,Defensive rebound by M. Hezonja,83,82
362,4,11:02.0,,K. Knox misses 3-pt jump shot from 27 ft,83,82
363,4,11:00.0,Defensive rebound by T. McConnell,,83,82
364,4,10:39.0,Shooting foul by A. Trier (drawn by J. Redick),,83,82
365,4,10:39.0,J. Redick makes free throw 1 of 3,,84,82
366,4,10:39.0,J. Redick makes free throw 2 of 3,,85,82
367,4,10:39.0,J. Redick makes free throw 3 of 3,,86,82
368,4,10:30.0,,Personal foul by J. Bolden (drawn by M. Hezonja),86,82
369,4,10:19.0,,F. Ntilikina misses 2-pt jump shot from 8 ft,86,82
370,4,10:17.0,,Offensive rebound by N. Vonleh,86,82
371,4,10:14.0,,N. Vonleh misses 2-pt hook shot from 4 ft,86,82
372,4,10:12.0,Defensive rebound by J. Bolden,,86,82
373,4,10:06.0,Turnover by T. McConnell (lost ball; steal by K. Knox),,86,82
374,4,10:01.0,,K. Knox misses 2-pt layup from 3 ft (block by W. Chandler),86,82
375,4,9:58.0,Defensive rebound by W. Chandler,,86,82
376,4,9:52.0,J. Embiid misses 3-pt jump shot from 24 ft,,86,82
377,4,9:50.0,,Defensive rebound by A. Trier,86,82
378,4,9:45.0,,A. Trier misses 3-pt jump shot from 26 ft,86,82
379,4,9:43.0,Defensive rebound by J. Bolden,,86,82
380,4,9:29.0,Turnover by J. Redick (bad pass; steal by M. Hezonja),,86,82
381,4,9:27.0,,Personal foul by J. Bolden (drawn by N. Vonleh),86,82
382,4,9:27.0,J. Butler enters the game for W. Chandler,,86,82
383,4,9:27.0,,D. Dotson enters the game for K. Knox,86,82
384,4,9:08.0,,F. Ntilikina misses 2-pt jump shot from 12 ft (block by J. Embiid),86,82
