,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
395,4,3:02.0,,Offensive foul by B. Griffin (drawn by S. Brown),100,99
396,4,3:02.0,,Turnover by B. Griffin (offensive foul),100,99
397,4,3:02.0,Milwaukee full timeout,,100,99
398,4,3:02.0,K. Middleton enters the game for T. Snell,,100,99
399,4,2:51.0,S. Brown misses 2-pt layup from 5 ft,,100,99
400,4,2:49.0,Offensive rebound by S. Brown,,100,99
401,4,2:48.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by S. Brown),,102,99
402,4,2:24.0,,Turnover by B. Griffin (bad pass; steal by E. Bledsoe),102,99
403,4,2:19.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,104,99
404,4,2:19.0,Shooting foul by J. Calderón (drawn by G. Antetokounmpo),,104,99
405,4,2:19.0,G. Antetokounmpo makes free throw 1 of 1,,105,99
406,4,2:00.0,,Shooting foul by S. Brown (drawn by B. Griffin),105,99
407,4,2:00.0,,B. Griffin misses free throw 1 of 2,105,99
408,4,2:00.0,,Offensive rebound by Team,105,99
409,4,2:00.0,,B. Griffin makes free throw 2 of 2,105,100
410,4,1:48.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,107,100
411,4,1:33.0,,R. Bullock misses 3-pt jump shot from 25 ft,107,100
412,4,1:30.0,Defensive rebound by B. Lopez,,107,100
413,4,1:14.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,107,100
414,4,1:11.0,,Defensive rebound by A. Drummond,107,100
415,4,1:01.0,,S. Johnson makes 2-pt jump shot from 8 ft,107,102
416,4,0:43.0,Offensive foul by G. Antetokounmpo (drawn by B. Griffin),,107,102
417,4,0:43.0,Turnover by G. Antetokounmpo (offensive foul),,107,102
418,4,0:43.0,,Detroit full timeout,107,102
419,4,0:38.0,,R. Bullock makes 2-pt jump shot from 16 ft,107,104
420,4,0:17.0,K. Middleton misses 3-pt jump shot from 25 ft,,107,104
421,4,0:14.0,,Defensive rebound by Team,107,104
422,4,0:14.0,,Detroit full timeout,107,104
423,4,0:14.0,D. Wilson enters the game for B. Lopez,,107,104
424,4,0:11.0,,B. Griffin misses 3-pt jump shot from 26 ft,107,104
425,4,0:08.0,,Offensive rebound by J. Calderón,107,104
426,4,0:01.0,,B. Griffin misses 3-pt jump shot from 27 ft,107,104
427,4,0:01.0,,Offensive rebound by Team,107,104
