,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
90,1,3:01.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,22,20
91,1,2:52.0,,Golden State full timeout,22,20
92,1,2:52.0,J. Jackson enters the game for N. Bjelica,,22,20
93,1,2:52.0,T. Williams enters the game for B. Hield,,22,20
94,1,2:52.0,,D. Lee enters the game for K. Durant,22,20
95,1,2:35.0,,K. Looney makes 2-pt layup from 2 ft (assist by S. Livingston),22,22
96,1,2:21.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,22,22
97,1,2:19.0,,Defensive rebound by K. Looney,22,22
98,1,2:09.0,,S. Livingston misses 2-pt jump shot from 13 ft,22,22
99,1,2:08.0,Defensive rebound by M. Bagley,,22,22
100,1,1:57.0,T. Williams makes 2-pt jump shot from 5 ft (assist by B. Bogdanović),,24,22
101,1,1:48.0,,S. Livingston misses 2-pt jump shot from 13 ft,24,22
102,1,1:47.0,Defensive rebound by Team,,24,22
103,1,1:47.0,,Loose ball foul by K. Looney (drawn by M. Bagley),24,22
104,1,1:47.0,M. Bagley makes free throw 1 of 2,,25,22
105,1,1:47.0,M. Bagley makes free throw 2 of 2,,26,22
106,1,1:39.0,,Personal foul by B. Bogdanović (drawn by K. Thompson),26,22
107,1,1:39.0,,K. Thompson makes free throw 1 of 2,26,23
108,1,1:39.0,F. Mason enters the game for D. Fox,,26,23
109,1,1:39.0,,K. Thompson makes free throw 2 of 2,26,24
110,1,1:29.0,M. Bagley misses 2-pt layup from 3 ft,,26,24
111,1,1:28.0,,Defensive rebound by D. Lee,26,24
112,1,1:22.0,,K. Thompson misses 3-pt jump shot from 29 ft,26,24
113,1,1:20.0,,Offensive rebound by K. Looney,26,24
114,1,1:15.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Looney),26,26
115,1,0:55.0,M. Bagley misses 2-pt jump shot from 12 ft,,26,26
116,1,0:54.0,,Defensive rebound by J. Jerebko,26,26
117,1,0:44.0,,Shooting foul by T. Williams (drawn by D. Lee),26,26
118,1,0:44.0,,D. Lee makes free throw 1 of 2,26,27
119,1,0:44.0,,D. Lee makes free throw 2 of 2,26,28
120,1,0:31.0,M. Bagley misses 2-pt dunk from 2 ft,,26,28
121,1,0:30.0,Offensive rebound by M. Bagley,,26,28
122,1,0:27.0,M. Bagley misses 2-pt hook shot from 9 ft,,26,28
123,1,0:27.0,,Defensive rebound by Team,26,28
124,1,0:09.0,,Offensive foul by K. Looney (drawn by J. Jackson),26,28
125,1,0:09.0,,Turnover by K. Looney (offensive foul),26,28
126,1,0:09.0,,J. Bell enters the game for K. Looney,26,28
127,1,0:09.0,,J. Evans enters the game for K. Thompson,26,28
128,1,0:02.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by F. Mason),,29,28
129,2,11:53.0,Turnover by F. Mason (bad pass; steal by J. Bell),,29,28
130,2,11:47.0,,J. Bell makes 2-pt layup from 2 ft,29,30
131,2,11:24.0,F. Mason misses 2-pt layup from 2 ft (block by J. Bell),,29,30
132,2,11:23.0,Offensive rebound by J. Jackson,,29,30
133,2,11:23.0,Shooting foul by K. Durant (drawn by J. Jackson),,29,30
134,2,11:23.0,J. Jackson makes free throw 1 of 2,,30,30
135,2,11:23.0,J. Jackson makes free throw 2 of 2,,31,30
136,2,11:11.0,,J. Jerebko makes 2-pt jump shot from 17 ft (assist by J. Bell),31,32
137,2,10:56.0,J. Jackson misses 3-pt jump shot from 25 ft,,31,32
138,2,10:54.0,,Defensive rebound by J. Jerebko,31,32
139,2,10:46.0,,Shooting foul by J. Jackson (drawn by K. Durant),31,32
140,2,10:46.0,,K. Durant makes free throw 1 of 2,31,33
141,2,10:46.0,,K. Durant makes free throw 2 of 2,31,34
142,2,10:31.0,M. Bagley misses 2-pt hook shot from 5 ft,,31,34
143,2,10:30.0,,Defensive rebound by J. Jerebko,31,34
144,2,10:22.0,,J. Jerebko misses 3-pt jump shot from 26 ft,31,34
145,2,10:20.0,Defensive rebound by M. Bagley,,31,34
146,2,10:07.0,J. Jackson misses 2-pt jump shot from 9 ft,,31,34
147,2,10:06.0,,Defensive rebound by D. Lee,31,34
148,2,9:55.0,,J. Jerebko makes 2-pt jump shot from 20 ft (assist by K. Durant),31,36
149,2,9:49.0,T. Williams misses 3-pt jump shot from 23 ft,,31,36
150,2,9:47.0,Offensive rebound by M. Bagley,,31,36
151,2,9:44.0,M. Bagley makes 2-pt layup from 2 ft,,33,36
152,2,9:35.0,,J. Jerebko misses 3-pt jump shot from 27 ft,33,36
153,2,9:33.0,Defensive rebound by T. Williams,,33,36
154,2,9:29.0,Shooting foul by D. Lee (drawn by F. Mason),,33,36
155,2,9:29.0,F. Mason makes free throw 1 of 2,,34,36
156,2,9:29.0,W. Cauley-Stein enters the game for M. Bagley,,34,36
157,2,9:29.0,,Q. Cook enters the game for D. Lee,34,36
158,2,9:29.0,F. Mason makes free throw 2 of 2,,35,36
159,2,9:12.0,,K. Durant makes 2-pt jump shot from 14 ft,35,38
160,2,9:03.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by F. Mason),,38,38
161,2,8:50.0,,Turnover by J. Jerebko (lost ball; steal by F. Mason),38,38
162,2,8:45.0,F. Mason misses 2-pt jump shot from 9 ft,,38,38
163,2,8:44.0,,Defensive rebound by J. Jerebko,38,38
164,2,8:39.0,,Personal foul by W. Cauley-Stein (drawn by J. Bell),38,38
165,2,8:39.0,H. Giles enters the game for W. Cauley-Stein,,38,38
166,2,8:32.0,,Q. Cook misses 3-pt jump shot from 26 ft,38,38
167,2,8:30.0,Defensive rebound by J. Jackson,,38,38
168,2,8:22.0,Shooting foul by J. Jerebko (drawn by H. Giles),,38,38
169,2,8:22.0,H. Giles makes free throw 1 of 2,,39,38
170,2,8:22.0,H. Giles makes free throw 2 of 2,,40,38
171,2,8:11.0,,S. Livingston makes 2-pt jump shot from 14 ft,40,40
172,2,7:47.0,H. Giles makes 2-pt jump shot from 12 ft,,42,40
173,2,7:31.0,,Shooting foul by H. Giles (drawn by K. Durant),42,40
174,2,7:31.0,,K. Durant makes free throw 1 of 2,42,41
175,2,7:31.0,,A. Iguodala enters the game for J. Jerebko,42,41
176,2,7:31.0,,D. Lee enters the game for S. Livingston,42,41
177,2,7:31.0,,K. Durant makes free throw 2 of 2,42,42
178,2,7:15.0,T. Williams misses 3-pt jump shot from 27 ft,,42,42
179,2,7:13.0,Offensive rebound by Team,,42,42
180,2,7:13.0,Sacramento full timeout,,42,42
181,2,7:13.0,B. Bogdanović enters the game for J. Jackson,,42,42
182,2,7:13.0,B. Hield enters the game for T. Williams,,42,42
183,2,7:06.0,F. Mason makes 2-pt jump shot from 20 ft (assist by B. Hield),,44,42
184,2,6:52.0,,Turnover by D. Lee (bad pass),44,42
185,2,6:52.0,D. Fox enters the game for F. Mason,,44,42
186,2,6:29.0,I. Shumpert makes 3-pt jump shot from 22 ft (assist by H. Giles),,47,42
187,2,6:09.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Lee),47,44
188,2,5:48.0,B. Hield makes 2-pt jump shot from 16 ft (assist by H. Giles),,49,44
189,2,5:34.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by J. Bell),49,46
190,2,5:27.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by D. Fox),,52,46
191,2,5:06.0,,K. Durant misses 2-pt layup from 2 ft,52,46
192,2,5:05.0,,Offensive rebound by K. Durant,52,46
193,2,5:05.0,,Shooting foul by H. Giles (drawn by K. Durant),52,46
194,2,5:05.0,,K. Durant makes free throw 1 of 2,52,47
195,2,5:05.0,M. Bagley enters the game for H. Giles,,52,47
196,2,5:05.0,,K. Thompson enters the game for D. Lee,52,47
197,2,5:05.0,,K. Durant makes free throw 2 of 2,52,48
198,2,4:54.0,B. Hield makes 3-pt jump shot from 28 ft,,55,48
199,2,4:43.0,,K. Durant misses 3-pt jump shot from 28 ft,55,48
200,2,4:41.0,Defensive rebound by B. Hield,,55,48
201,2,4:38.0,Turnover by B. Hield (bad pass; steal by J. Bell),,55,48
202,2,4:38.0,,Personal foul by B. Hield (drawn by A. Iguodala),55,48
203,2,4:38.0,,A. Iguodala makes free throw 1 of 2,55,49
204,2,4:38.0,,D. Lee enters the game for K. Durant,55,49
205,2,4:38.0,,A. Iguodala misses free throw 2 of 2,55,49
206,2,4:37.0,,Offensive rebound by J. Bell,55,49
207,2,4:31.0,,D. Lee makes 3-pt jump shot from 23 ft (assist by Q. Cook),55,52
208,2,4:16.0,Shooting foul by J. Bell (drawn by I. Shumpert),,55,52
209,2,4:16.0,I. Shumpert makes free throw 1 of 2,,56,52
210,2,4:16.0,,K. Looney enters the game for J. Bell,56,52
211,2,4:16.0,I. Shumpert makes free throw 2 of 2,,57,52
212,2,3:59.0,,A. Iguodala misses 3-pt jump shot from 23 ft,57,52
213,2,3:57.0,Defensive rebound by I. Shumpert,,57,52
214,2,3:44.0,I. Shumpert misses 2-pt jump shot from 18 ft,,57,52
215,2,3:43.0,,Defensive rebound by D. Lee,57,52
216,2,3:27.0,,Turnover by Q. Cook (bad pass; steal by I. Shumpert),57,52
217,2,3:23.0,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox),,59,52
218,2,3:04.0,,D. Lee misses 3-pt jump shot from 27 ft,59,52
219,2,3:02.0,Defensive rebound by M. Bagley,,59,52
220,2,2:50.0,D. Fox misses 3-pt jump shot from 22 ft,,59,52
221,2,2:48.0,,Defensive rebound by Q. Cook,59,52
222,2,2:38.0,,Q. Cook misses 2-pt jump shot from 13 ft,59,52
223,2,2:37.0,Defensive rebound by B. Bogdanović,,59,52
224,2,2:28.0,Shooting foul by A. Iguodala (drawn by D. Fox),,59,52
225,2,2:28.0,,Golden State full timeout,59,52
226,2,2:28.0,N. Bjelica enters the game for I. Shumpert,,59,52
227,2,2:28.0,,K. Durant enters the game for Q. Cook,59,52
228,2,2:28.0,,J. Jerebko enters the game for D. Lee,59,52
229,2,2:28.0,D. Fox makes free throw 1 of 2,,60,52
230,2,2:28.0,D. Fox misses free throw 2 of 2,,60,52
231,2,2:27.0,,Defensive rebound by K. Looney,60,52
232,2,2:07.0,,K. Thompson misses 2-pt jump shot from 17 ft,60,52
233,2,2:06.0,Defensive rebound by B. Bogdanović,,60,52
234,2,2:01.0,Personal foul by J. Jerebko (drawn by B. Bogdanović),,60,52
235,2,2:01.0,B. Bogdanović makes free throw 1 of 2,,61,52
236,2,2:01.0,B. Bogdanović makes free throw 2 of 2,,62,52
237,2,1:51.0,,K. Durant misses 3-pt jump shot from 26 ft,62,52
238,2,1:49.0,Defensive rebound by N. Bjelica,,62,52
239,2,1:45.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,62,52
240,2,1:43.0,,Defensive rebound by K. Durant,62,52
241,2,1:36.0,,K. Durant makes 2-pt layup from 2 ft,62,54
242,2,1:18.0,Turnover by N. Bjelica (bad pass; steal by K. Looney),,62,54
243,2,1:10.0,,K. Thompson makes 2-pt dunk from 2 ft (assist by K. Durant),62,56
244,2,0:57.0,D. Fox makes 2-pt layup from 2 ft,,64,56
245,2,0:38.0,,K. Looney makes 2-pt dunk from 3 ft (assist by K. Durant),64,58
246,2,0:32.0,D. Fox misses 3-pt jump shot from 26 ft,,64,58
247,2,0:30.0,,Defensive rebound by J. Jerebko,64,58
248,2,0:23.0,,Shooting foul by B. Bogdanović (drawn by K. Durant),64,58
249,2,0:23.0,,K. Durant makes free throw 1 of 2,64,59
250,2,0:23.0,,J. Bell enters the game for J. Jerebko,64,59
251,2,0:23.0,,J. Evans enters the game for K. Looney,64,59
252,2,0:23.0,,D. Lee enters the game for K. Thompson,64,59
253,2,0:23.0,,K. Durant makes free throw 2 of 2,64,60
254,2,0:01.0,D. Fox misses 2-pt jump shot from 13 ft,,64,60
255,2,0:01.0,Offensive rebound by Team,,64,60
256,3,11:46.0,I. Shumpert makes 3-pt jump shot from 27 ft (assist by D. Fox),,67,60
257,3,11:19.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by Q. Cook),67,62
258,3,11:03.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,67,62
259,3,11:02.0,,Defensive rebound by A. Iguodala,67,62
260,3,10:50.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Jones),67,64
261,3,10:35.0,B. Hield misses 2-pt jump shot from 19 ft,,67,64
262,3,10:34.0,,Defensive rebound by A. Iguodala,67,64
263,3,10:29.0,,Shooting foul by N. Bjelica (drawn by K. Durant),67,64
264,3,10:29.0,,K. Durant misses free throw 1 of 2,67,64
265,3,10:29.0,,Offensive rebound by Team,67,64
266,3,10:29.0,,K. Durant makes free throw 2 of 2,67,65
267,3,10:20.0,W. Cauley-Stein makes 2-pt layup from 4 ft (assist by D. Fox),,69,65
268,3,10:03.0,,Q. Cook makes 3-pt jump shot from 27 ft (assist by A. Iguodala),69,68
269,3,9:50.0,D. Fox misses 2-pt layup from 5 ft,,69,68
270,3,9:49.0,Offensive rebound by W. Cauley-Stein,,69,68
271,3,9:49.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,69,68
272,3,9:48.0,Offensive rebound by W. Cauley-Stein,,69,68
273,3,9:46.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,69,68
274,3,9:45.0,,Defensive rebound by K. Durant,69,68
275,3,9:40.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),69,71
276,3,9:38.0,Sacramento full timeout,,69,71
277,3,9:21.0,W. Cauley-Stein misses 2-pt jump shot from 8 ft,,69,71
278,3,9:20.0,,Defensive rebound by Q. Cook,69,71
279,3,9:01.0,,Q. Cook misses 3-pt jump shot from 23 ft,69,71
280,3,8:59.0,Defensive rebound by N. Bjelica,,69,71
281,3,8:47.0,Offensive foul by D. Fox (drawn by D. Jones),,69,71
282,3,8:47.0,Turnover by D. Fox (offensive foul),,69,71
283,3,8:29.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by K. Durant),69,73
284,3,8:14.0,B. Hield makes 2-pt jump shot from 14 ft,,71,73
285,3,8:02.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),71,76
286,3,8:02.0,Sacramento full timeout,,71,76
287,3,8:02.0,M. Bagley enters the game for N. Bjelica,,71,76
288,3,8:02.0,B. Bogdanović enters the game for B. Hield,,71,76
289,3,7:51.0,Personal foul by A. Iguodala (drawn by M. Bagley),,71,76
290,3,7:45.0,D. Fox misses 2-pt jump shot from 14 ft,,71,76
291,3,7:44.0,,Defensive rebound by D. Jones,71,76
292,3,7:29.0,,Turnover by A. Iguodala (bad pass; steal by W. Cauley-Stein),71,76
293,3,7:24.0,Turnover by I. Shumpert (bad pass; steal by A. Iguodala),,71,76
294,3,7:06.0,,K. Thompson misses 3-pt jump shot from 25 ft,71,76
295,3,7:03.0,Defensive rebound by Team,,71,76
296,3,6:55.0,M. Bagley makes 2-pt jump shot from 18 ft (assist by D. Fox),,73,76
297,3,6:38.0,,Shooting foul by W. Cauley-Stein (drawn by K. Durant),73,76
298,3,6:38.0,,K. Durant makes free throw 1 of 2,73,77
299,3,6:38.0,,K. Durant makes free throw 2 of 2,73,78
300,3,6:29.0,D. Fox misses 2-pt jump shot from 8 ft,,73,78
301,3,6:28.0,,Defensive rebound by K. Durant,73,78
302,3,6:22.0,,Q. Cook misses 3-pt jump shot from 26 ft,73,78
303,3,6:20.0,Defensive rebound by D. Fox,,73,78
304,3,6:06.0,M. Bagley makes 2-pt hook shot from 5 ft (assist by D. Fox),,75,78
305,3,5:51.0,,Personal foul by I. Shumpert (drawn by K. Durant),75,78
306,3,5:51.0,J. Jackson enters the game for I. Shumpert,,75,78
307,3,5:40.0,,K. Durant misses 3-pt jump shot from 25 ft,75,78
308,3,5:38.0,,Offensive rebound by Q. Cook,75,78
309,3,5:38.0,,Q. Cook misses 2-pt layup at rim,75,78
310,3,5:37.0,,Offensive rebound by D. Jones,75,78
311,3,5:31.0,,D. Jones makes 2-pt dunk at rim,75,80
312,3,5:27.0,Shooting foul by D. Jones (drawn by W. Cauley-Stein),,75,80
313,3,5:27.0,W. Cauley-Stein misses free throw 1 of 2,,75,80
314,3,5:27.0,Offensive rebound by Team,,75,80
315,3,5:27.0,,J. Jerebko enters the game for Q. Cook,75,80
316,3,5:27.0,W. Cauley-Stein misses free throw 2 of 2,,75,80
317,3,5:26.0,Offensive rebound by M. Bagley,,75,80
318,3,5:16.0,J. Jackson makes 2-pt jump shot from 18 ft (assist by M. Bagley),,77,80
319,3,4:59.0,,K. Thompson misses 2-pt jump shot from 23 ft,77,80
320,3,4:57.0,,Offensive rebound by D. Jones,77,80
321,3,4:57.0,,D. Jones makes 2-pt dunk at rim,77,82
322,3,4:46.0,W. Cauley-Stein misses 2-pt hook shot from 13 ft,,77,82
323,3,4:45.0,,Defensive rebound by A. Iguodala,77,82
324,3,4:37.0,,K. Durant misses 3-pt jump shot from 25 ft,77,82
325,3,4:36.0,Defensive rebound by Team,,77,82
326,3,4:36.0,,Loose ball foul by J. Jerebko (drawn by D. Fox),77,82
327,3,4:36.0,N. Bjelica enters the game for W. Cauley-Stein,,77,82
328,3,4:22.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,80,82
329,3,4:09.0,,K. Durant makes 3-pt jump shot from 28 ft,80,85
330,3,4:01.0,J. Jackson misses 3-pt jump shot from 27 ft,,80,85
331,3,3:59.0,,Defensive rebound by A. Iguodala,80,85
332,3,3:54.0,,K. Durant misses 2-pt jump shot from 19 ft,80,85
333,3,3:53.0,Defensive rebound by M. Bagley,,80,85
334,3,3:44.0,D. Fox makes 2-pt jump shot from 5 ft,,82,85
335,3,3:24.0,,J. Jerebko misses 3-pt jump shot from 23 ft,82,85
336,3,3:22.0,Defensive rebound by J. Jackson,,82,85
337,3,3:16.0,N. Bjelica misses 3-pt jump shot from 29 ft,,82,85
338,3,3:14.0,,Defensive rebound by J. Jerebko,82,85
339,3,2:53.0,,Offensive foul by D. Jones (drawn by J. Jackson),82,85
340,3,2:53.0,,Turnover by D. Jones (offensive foul),82,85
341,3,2:53.0,,D. Lee enters the game for K. Durant,82,85
342,3,2:53.0,,S. Livingston enters the game for A. Iguodala,82,85
343,3,2:53.0,,K. Looney enters the game for D. Jones,82,85
344,3,2:42.0,Turnover by D. Fox (traveling),,82,85
345,3,2:34.0,,Personal foul by B. Bogdanović (drawn by K. Thompson),82,85
346,3,2:30.0,,Turnover by K. Thompson (back court),82,85
347,3,2:22.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,82,85
348,3,2:21.0,Offensive rebound by M. Bagley,,82,85
349,3,2:19.0,Shooting foul by K. Looney (drawn by M. Bagley),,82,85
350,3,2:19.0,M. Bagley misses free throw 1 of 2,,82,85
351,3,2:19.0,Offensive rebound by Team,,82,85
352,3,2:19.0,M. Bagley makes free throw 2 of 2,,83,85
353,3,2:07.0,,K. Thompson misses 3-pt jump shot from 26 ft,83,85
354,3,2:05.0,,Offensive rebound by K. Looney,83,85
355,3,2:03.0,,Shooting foul by M. Bagley (drawn by K. Looney),83,85
356,3,2:03.0,,K. Looney misses free throw 1 of 2,83,85
357,3,2:03.0,,Offensive rebound by Team,83,85
358,3,2:03.0,,K. Looney makes free throw 2 of 2,83,86
359,3,1:53.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by M. Bagley),,85,86
360,3,1:41.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by J. Jerebko),85,89
361,3,1:27.0,D. Fox misses 2-pt jump shot from 8 ft (block by S. Livingston),,85,89
362,3,1:26.0,,Defensive rebound by J. Jerebko,85,89
363,3,1:18.0,,K. Thompson misses 3-pt jump shot from 26 ft,85,89
364,3,1:16.0,Defensive rebound by N. Bjelica,,85,89
365,3,1:12.0,J. Jackson makes 2-pt layup from 2 ft (assist by B. Bogdanović),,87,89
366,3,1:12.0,Shooting foul by K. Looney (drawn by J. Jackson),,87,89
367,3,1:12.0,H. Giles enters the game for N. Bjelica,,87,89
368,3,1:12.0,B. Hield enters the game for D. Fox,,87,89
369,3,1:12.0,J. Jackson makes free throw 1 of 1,,88,89
370,3,0:56.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Looney),88,91
371,3,0:43.0,H. Giles makes 2-pt hook shot from 8 ft (assist by B. Hield),,90,91
372,3,0:34.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Livingston),90,93
373,3,0:25.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,93,93
374,3,0:10.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Livingston),93,95
375,4,11:46.0,,S. Livingston misses 2-pt jump shot from 3 ft,93,95
376,4,11:45.0,,Offensive rebound by J. Jerebko,93,95
377,4,11:40.0,,K. Durant makes 2-pt jump shot from 21 ft (assist by J. Jerebko),93,97
378,4,11:25.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,93,97
379,4,11:24.0,,Defensive rebound by J. Jerebko,93,97
380,4,11:18.0,,K. Durant misses 3-pt jump shot from 27 ft,93,97
