,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
408,4,7:44.0,,Defensive rebound by B. Simmons,84,102
409,4,7:38.0,,Personal foul by D. Green (drawn by B. Simmons),84,102
410,4,7:29.0,,Def 3 sec tech foul by Team,84,102
411,4,7:29.0,,L. Shamet makes technical free throw,84,103
412,4,7:14.0,,Turnover by Team (shot clock),84,103
413,4,7:05.0,C. Miles misses 3-pt jump shot from 25 ft (block by J. Bolden),,84,103
414,4,7:01.0,,Defensive rebound by M. Muscala,84,103
415,4,6:57.0,,B. Simmons makes 2-pt layup from 1 ft,84,105
416,4,6:47.0,D. Green makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,87,105
417,4,6:35.0,,Personal foul by P. Siakam (drawn by B. Simmons),87,105
418,4,6:25.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),87,107
419,4,6:15.0,D. Green misses 3-pt jump shot from 26 ft,,87,107
420,4,6:13.0,,Defensive rebound by J. Butler,87,107
421,4,6:09.0,,Offensive foul by J. Bolden (drawn by F. VanVleet),87,107
422,4,6:09.0,,Turnover by J. Bolden (offensive foul),87,107
423,4,6:09.0,Toronto full timeout,,87,107
424,4,6:09.0,L. Brown enters the game for D. Green,,87,107
425,4,6:09.0,N. Powell enters the game for K. Lowry,,87,107
426,4,5:58.0,N. Powell makes 2-pt jump shot from 5 ft (assist by L. Brown),,89,107
427,4,5:46.0,,B. Simmons makes 2-pt layup from 1 ft (assist by M. Muscala),89,109
428,4,5:31.0,F. VanVleet misses 2-pt layup from 2 ft,,89,109
429,4,5:29.0,,Defensive rebound by M. Muscala,89,109
430,4,5:17.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Butler),89,112
431,4,5:04.0,P. Siakam makes 2-pt layup from 3 ft,,91,112
432,4,4:48.0,,Personal foul by N. Powell (drawn by B. Simmons),91,112
433,4,4:35.0,,B. Simmons makes 2-pt jump shot from 9 ft,91,114
434,4,4:15.0,N. Powell misses 3-pt jump shot from 26 ft,,91,114
435,4,4:14.0,,Defensive rebound by J. Bolden,91,114
436,4,4:14.0,,Philadelphia full timeout,91,114
437,4,4:14.0,C. Boucher enters the game for P. Siakam,,91,114
438,4,4:14.0,M. Richardson enters the game for F. VanVleet,,91,114
439,4,4:14.0,,D. Jackson enters the game for J. Butler,91,114
440,4,4:14.0,,A. Johnson enters the game for M. Muscala,91,114
441,4,4:14.0,,F. Korkmaz enters the game for L. Shamet,91,114
442,4,4:14.0,,S. Milton enters the game for B. Simmons,91,114
443,4,3:57.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,91,114
444,4,3:54.0,Defensive rebound by L. Brown,,91,114
445,4,3:50.0,Personal foul by J. Bolden (drawn by C. Boucher),,91,114
446,4,3:41.0,M. Richardson makes 3-pt jump shot from 25 ft,,94,114
447,4,3:17.0,,S. Milton makes 3-pt jump shot from 24 ft (assist by D. Jackson),94,117
448,4,3:08.0,Turnover by L. Brown (bad pass; steal by S. Milton),,94,117
449,4,3:01.0,,Turnover by J. Bolden (lost ball; steal by N. Powell),94,117
450,4,2:55.0,C. Boucher misses 3-pt jump shot from 25 ft,,94,117
451,4,2:48.0,,Defensive rebound by J. Bolden,94,117
452,4,2:42.0,,F. Korkmaz makes 2-pt layup at rim,94,119
453,4,2:42.0,,Shooting foul by C. Boucher (drawn by F. Korkmaz),94,119
454,4,2:42.0,,F. Korkmaz misses free throw 1 of 1,94,119
455,4,2:38.0,Defensive rebound by C. Miles,,94,119
456,4,2:27.0,C. Miles misses 3-pt jump shot from 27 ft,,94,119
457,4,2:24.0,Offensive rebound by L. Brown,,94,119
458,4,2:18.0,Shooting foul by S. Milton (drawn by N. Powell),,94,119
459,4,2:18.0,N. Powell makes free throw 1 of 2,,95,119
460,4,2:18.0,N. Powell makes free throw 2 of 2,,96,119
461,4,2:03.0,,A. Johnson misses 3-pt jump shot from 25 ft,96,119
462,4,1:59.0,Defensive rebound by N. Powell,,96,119
463,4,1:51.0,N. Powell makes 2-pt layup from 2 ft,,98,119
464,4,1:41.0,,Shooting foul by C. Boucher (drawn by J. Bolden),98,119
465,4,1:41.0,,J. Bolden makes free throw 1 of 2,98,120
466,4,1:41.0,,J. Bolden makes free throw 2 of 2,98,121
467,4,1:24.0,L. Brown misses 3-pt jump shot from 25 ft,,98,121
468,4,1:22.0,,Defensive rebound by J. Bolden,98,121
469,4,1:15.0,,D. Jackson misses 2-pt layup from 3 ft (block by C. Boucher),98,121
470,4,1:12.0,Defensive rebound by C. Boucher,,98,121
471,4,1:11.0,Turnover by C. Boucher (lost ball; steal by A. Johnson),,98,121
472,4,1:06.0,,Shooting foul by C. Boucher (drawn by A. Johnson),98,121
473,4,1:06.0,,A. Johnson makes free throw 1 of 2,98,122
474,4,1:06.0,,A. Johnson misses free throw 2 of 2,98,122
475,4,1:04.0,Defensive rebound by C. Boucher,,98,122
476,4,0:51.0,C. Miles makes 3-pt jump shot from 27 ft (assist by N. Powell),,101,122
477,4,0:41.0,,F. Korkmaz makes 2-pt jump shot from 4 ft (assist by D. Jackson),101,124
478,4,0:34.0,Turnover by N. Powell (bad pass; steal by S. Milton),,101,124
479,4,0:31.0,,S. Milton makes 2-pt layup from 2 ft,101,126
480,4,0:18.0,Personal foul by D. Jackson (drawn by C. Boucher),,101,126
481,4,0:07.0,L. Brown misses 2-pt layup from 3 ft,,101,126
482,4,0:05.0,,Defensive rebound by F. Korkmaz,101,126
