,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
389,4,9:38.0,,L. James makes 2-pt layup from 2 ft,82,88
390,4,9:29.0,J. Barea makes 2-pt jump shot from 15 ft,,84,88
391,4,9:08.0,,Shooting foul by W. Matthews (drawn by L. James),84,88
392,4,9:08.0,,L. James makes free throw 1 of 2,84,89
393,4,9:08.0,H. Barnes enters the game for D. Finney-Smith,,84,89
394,4,9:08.0,,L. James makes free throw 2 of 2,84,90
395,4,8:57.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Barea),,86,90
396,4,8:56.0,,LA Lakers full timeout,86,90
397,4,8:32.0,,L. James misses 2-pt jump shot from 17 ft,86,90
398,4,8:32.0,,Offensive rebound by Team,86,90
399,4,8:32.0,,Turnover by Team (shot clock),86,90
400,4,8:19.0,J. Barea misses 2-pt jump shot from 5 ft,,86,90
401,4,8:17.0,,Defensive rebound by T. Chandler,86,90
402,4,8:13.0,,J. Hart misses 3-pt jump shot from 28 ft,86,90
403,4,8:13.0,,Offensive rebound by L. James,86,90
404,4,8:13.0,,Personal foul by D. Harris (drawn by L. James),86,90
405,4,8:13.0,L. Dončić enters the game for J. Barea,,86,90
406,4,8:13.0,D. Jordan enters the game for W. Matthews,,86,90
407,4,8:13.0,D. Smith enters the game for D. Powell,,86,90
408,4,8:13.0,,K. Kuzma enters the game for L. James,86,90
409,4,8:01.0,,B. Ingram makes 2-pt jump shot from 18 ft,86,92
410,4,7:53.0,Turnover by D. Smith (out of bounds lost ball),,86,92
411,4,7:40.0,,B. Ingram misses 2-pt jump shot from 13 ft,86,92
412,4,7:36.0,,Offensive rebound by T. Chandler,86,92
413,4,7:34.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by K. Kuzma),86,95
414,4,7:33.0,Dallas full timeout,,86,95
415,4,7:24.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by L. Dončić),,89,95
416,4,7:09.0,,B. Ingram misses 2-pt jump shot from 16 ft,89,95
417,4,7:05.0,Defensive rebound by D. Jordan,,89,95
418,4,6:58.0,Offensive foul by D. Smith (drawn by B. Ingram),,89,95
419,4,6:58.0,Turnover by D. Smith (offensive foul),,89,95
420,4,6:49.0,,K. Kuzma misses 2-pt jump shot from 4 ft,89,95
421,4,6:47.0,,Offensive rebound by T. Chandler,89,95
422,4,6:45.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,89,95
423,4,6:42.0,Defensive rebound by D. Jordan,,89,95
424,4,6:26.0,H. Barnes misses 2-pt jump shot from 11 ft,,89,95
425,4,6:23.0,,Defensive rebound by K. Kuzma,89,95
426,4,6:16.0,,J. Hart makes 3-pt jump shot from 26 ft,89,98
427,4,5:48.0,L. Dončić misses 2-pt jump shot from 12 ft,,89,98
428,4,5:45.0,,Defensive rebound by K. Caldwell-Pope,89,98
429,4,5:37.0,,J. Hart misses 3-pt jump shot from 26 ft,89,98
430,4,5:33.0,Defensive rebound by D. Smith,,89,98
431,4,5:18.0,D. Harris misses 3-pt jump shot from 26 ft,,89,98
432,4,5:15.0,Offensive rebound by D. Jordan,,89,98
433,4,5:14.0,Turnover by D. Jordan (bad pass; steal by B. Ingram),,89,98
434,4,5:12.0,,Shooting foul by L. Dončić (drawn by K. Caldwell-Pope),89,98
435,4,5:12.0,,K. Caldwell-Pope makes free throw 1 of 2,89,99
436,4,5:12.0,W. Matthews enters the game for D. Harris,,89,99
437,4,5:12.0,,L. James enters the game for T. Chandler,89,99
438,4,5:12.0,,K. Caldwell-Pope makes free throw 2 of 2,89,100
439,4,4:59.0,Personal foul by B. Ingram (drawn by D. Jordan),,89,100
440,4,4:51.0,D. Smith misses 2-pt layup from 2 ft (block by L. James),,89,100
441,4,4:51.0,,Defensive rebound by Team,89,100
442,4,4:51.0,Loose ball foul by D. Jordan (drawn by B. Ingram),,89,100
443,4,4:51.0,,B. Ingram makes free throw 1 of 2,89,101
444,4,4:51.0,,B. Ingram misses free throw 2 of 2,89,101
445,4,4:48.0,Defensive rebound by D. Jordan,,89,101
446,4,4:35.0,L. Dončić misses 2-pt jump shot from 3 ft,,89,101
447,4,4:34.0,,Defensive rebound by Team,89,101
448,4,4:20.0,,Personal foul by W. Matthews (drawn by K. Caldwell-Pope),89,101
449,4,4:20.0,Dallas full timeout,,89,101
450,4,4:20.0,,K. Caldwell-Pope misses free throw 1 of 2,89,101
451,4,4:20.0,,Offensive rebound by Team,89,101
452,4,4:20.0,,K. Caldwell-Pope makes free throw 2 of 2,89,102
453,4,4:10.0,H. Barnes misses 2-pt layup from 5 ft (block by J. Hart),,89,102
454,4,4:08.0,,Defensive rebound by K. Kuzma,89,102
455,4,4:08.0,,Shooting foul by D. Smith (drawn by K. Caldwell-Pope),89,102
456,4,4:08.0,Technical foul by D. Smith,,89,102
457,4,4:08.0,,Offensive rebound by Team,89,102
458,4,4:08.0,,K. Caldwell-Pope misses technical free throw,89,102
459,4,4:08.0,,K. Caldwell-Pope makes free throw 1 of 2,89,103
460,4,4:08.0,,K. Caldwell-Pope makes free throw 2 of 2,89,104
461,4,4:08.0,Technical foul by J. Barea,,89,104
462,4,4:08.0,J. Barea ejected from game,,89,104
463,4,4:08.0,,K. Caldwell-Pope makes technical free throw,89,105
464,4,3:57.0,Shooting foul by B. Ingram (drawn by D. Jordan),,89,105
465,4,3:57.0,D. Jordan makes free throw 1 of 2,,90,105
466,4,3:57.0,D. Jordan makes free throw 2 of 2,,91,105
467,4,3:38.0,,L. James makes 2-pt layup from 1 ft,91,107
468,4,3:25.0,L. Dončić makes 2-pt layup from 1 ft (assist by W. Matthews),,93,107
469,4,3:25.0,,LA Lakers full timeout,93,107
470,4,3:25.0,R. Broekhoff enters the game for D. Jordan,,93,107
471,4,3:25.0,Violation by Team (delay of game),,93,107
472,4,3:06.0,,Personal foul by L. Dončić (drawn by K. Kuzma),93,107
473,4,3:06.0,,K. Kuzma misses free throw 1 of 2,93,107
474,4,3:06.0,,Offensive rebound by Team,93,107
475,4,3:06.0,,K. Kuzma makes free throw 2 of 2,93,108
476,4,2:56.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,93,108
477,4,2:52.0,,Defensive rebound by K. Kuzma,93,108
478,4,2:36.0,,L. James makes 3-pt jump shot from 26 ft,93,111
479,4,2:36.0,Dallas full timeout,,93,111
480,4,2:36.0,J. Brunson enters the game for H. Barnes,,93,111
481,4,2:36.0,D. Finney-Smith enters the game for L. Dončić,,93,111
482,4,2:36.0,S. Mejri enters the game for W. Matthews,,93,111
483,4,2:36.0,D. Powell enters the game for D. Smith,,93,111
484,4,2:36.0,,L. Ball enters the game for L. James,93,111
485,4,2:25.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Brunson),,95,111
486,4,2:10.0,,K. Kuzma misses 3-pt jump shot from 27 ft,95,111
487,4,2:06.0,Defensive rebound by D. Powell,,95,111
488,4,1:59.0,J. Brunson misses 2-pt jump shot from 14 ft,,95,111
489,4,1:59.0,Offensive rebound by Team,,95,111
490,4,1:59.0,,Loose ball foul by L. Ball (drawn by D. Powell),95,111
491,4,1:59.0,,S. Mykhailiuk enters the game for L. Ball,95,111
492,4,1:59.0,D. Powell makes free throw 1 of 2,,96,111
493,4,1:59.0,D. Powell makes free throw 2 of 2,,97,111
494,4,1:38.0,,B. Ingram misses 2-pt jump shot from 9 ft,97,111
495,4,1:36.0,Defensive rebound by S. Mejri,,97,111
496,4,1:30.0,S. Mejri misses 3-pt jump shot from 27 ft,,97,111
497,4,1:27.0,Offensive rebound by J. Brunson,,97,111
498,4,1:24.0,Shooting foul by K. Caldwell-Pope (drawn by D. Powell),,97,111
499,4,1:24.0,D. Powell misses free throw 1 of 2,,97,111
500,4,1:24.0,Offensive rebound by Team,,97,111
501,4,1:24.0,D. Powell makes free throw 2 of 2,,98,111
502,4,1:13.0,,J. Hart misses 3-pt jump shot from 26 ft,98,111
503,4,1:10.0,Defensive rebound by R. Broekhoff,,98,111
504,4,1:03.0,Shooting foul by S. Mykhailiuk (drawn by J. Brunson),,98,111
505,4,1:03.0,J. Brunson misses free throw 1 of 2,,98,111
506,4,1:03.0,Offensive rebound by Team,,98,111
507,4,1:03.0,,M. Wagner enters the game for J. Hart,98,111
508,4,1:03.0,J. Brunson misses free throw 2 of 2,,98,111
509,4,1:00.0,,Defensive rebound by K. Kuzma,98,111
510,4,0:50.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by M. Wagner),98,114
511,4,0:45.0,Personal foul by K. Caldwell-Pope (drawn by J. Brunson),,98,114
512,4,0:45.0,J. Brunson makes free throw 1 of 2,,99,114
513,4,0:45.0,J. Brunson makes free throw 2 of 2,,100,114
514,4,0:27.0,,M. Wagner misses 3-pt jump shot from 25 ft,100,114
515,4,0:22.0,Defensive rebound by D. Powell,,100,114
516,4,0:13.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Powell),,103,114
