,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
382,4,7:37.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,74,99
383,4,7:34.0,Defensive rebound by K. Knox,,74,99
384,4,7:24.0,K. Knox makes 2-pt hook shot from 6 ft,,76,99
385,4,7:11.0,,L. Shamet misses 3-pt jump shot from 27 ft,76,99
386,4,7:07.0,Defensive rebound by M. Robinson,,76,99
387,4,6:55.0,A. Trier misses 2-pt jump shot from 4 ft (block by A. Johnson),,76,99
388,4,6:54.0,Offensive rebound by M. Robinson,,76,99
389,4,6:45.0,Turnover by M. Robinson (lost ball; steal by A. Johnson),,76,99
390,4,6:43.0,,T. McConnell makes 2-pt jump shot from 4 ft,76,101
391,4,6:33.0,K. Knox misses 3-pt jump shot from 25 ft,,76,101
392,4,6:29.0,,Defensive rebound by L. Shamet,76,101
393,4,6:25.0,,Turnover by L. Shamet (bad pass; steal by D. Dotson),76,101
394,4,6:15.0,D. Dotson misses 3-pt jump shot from 25 ft,,76,101
395,4,6:12.0,,Defensive rebound by L. Shamet,76,101
396,4,6:02.0,,A. Johnson makes 2-pt layup from 2 ft (assist by L. Shamet),76,103
397,4,5:49.0,A. Trier misses 2-pt jump shot from 17 ft,,76,103
398,4,5:46.0,,Defensive rebound by M. Muscala,76,103
399,4,5:37.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by T. McConnell),76,106
400,4,5:34.0,New York full timeout,,76,106
401,4,5:34.0,R. Baker enters the game for A. Trier,,76,106
402,4,5:34.0,,D. Jackson enters the game for T. McConnell,76,106
403,4,5:22.0,K. Knox misses 2-pt layup from 2 ft,,76,106
404,4,5:21.0,Offensive rebound by Team,,76,106
405,4,5:21.0,,Loose ball foul by M. Muscala (drawn by M. Robinson),76,106
406,4,5:14.0,M. Robinson makes 2-pt layup from 2 ft (assist by F. Ntilikina),,78,106
407,4,5:14.0,Shooting foul by A. Johnson (drawn by M. Robinson),,78,106
408,4,5:14.0,M. Robinson makes free throw 1 of 1,,79,106
409,4,5:01.0,,F. Korkmaz misses 2-pt layup from 2 ft (block by M. Robinson),79,106
410,4,4:55.0,Defensive rebound by K. Knox,,79,106
411,4,4:55.0,Turnover by K. Knox (bad pass; steal by D. Jackson),,79,106
412,4,4:46.0,,A. Johnson makes 2-pt layup from 2 ft (assist by F. Korkmaz),79,108
413,4,4:26.0,K. Knox misses 2-pt jump shot from 21 ft,,79,108
414,4,4:21.0,Offensive rebound by D. Dotson,,79,108
415,4,4:14.0,F. Ntilikina misses 2-pt layup from 3 ft,,79,108
416,4,4:11.0,,Defensive rebound by M. Muscala,79,108
417,4,4:02.0,,Offensive foul by M. Muscala (drawn by D. Dotson),79,108
418,4,4:02.0,,Turnover by M. Muscala (offensive foul),79,108
419,4,3:45.0,Turnover by K. Knox (traveling),,79,108
420,4,3:31.0,,F. Korkmaz makes 2-pt jump shot from 17 ft (assist by A. Johnson),79,110
421,4,3:17.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by R. Baker),,82,110
422,4,3:07.0,,Turnover by D. Jackson (traveling),82,110
423,4,2:54.0,D. Dotson makes 2-pt jump shot from 12 ft,,84,110
424,4,2:25.0,,A. Johnson misses 2-pt jump shot from 6 ft,84,110
425,4,2:23.0,Defensive rebound by K. Knox,,84,110
426,4,2:17.0,D. Dotson misses 2-pt jump shot from 17 ft,,84,110
427,4,2:14.0,,Defensive rebound by A. Johnson,84,110
428,4,2:02.0,,D. Jackson makes 2-pt layup from 2 ft (assist by M. Muscala),84,112
429,4,1:44.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,84,112
430,4,1:41.0,,Defensive rebound by A. Johnson,84,112
431,4,1:32.0,,F. Korkmaz makes 2-pt jump shot from 12 ft (assist by A. Johnson),84,114
432,4,1:25.0,R. Baker misses 2-pt layup from 2 ft,,84,114
433,4,1:23.0,,Defensive rebound by M. Muscala,84,114
434,4,1:11.0,,F. Korkmaz misses 2-pt jump shot from 12 ft (block by M. Robinson),84,114
435,4,1:07.0,Defensive rebound by K. Knox,,84,114
436,4,1:07.0,Shooting foul by L. Shamet (drawn by K. Knox),,84,114
437,4,1:07.0,K. Knox makes free throw 1 of 2,,85,114
438,4,1:07.0,M. Hezonja enters the game for M. Robinson,,85,114
439,4,1:07.0,K. Knox makes free throw 2 of 2,,86,114
440,4,0:47.0,,L. Shamet makes 3-pt jump shot from 28 ft,86,117
441,4,0:40.0,M. Hezonja makes 2-pt dunk at rim (assist by F. Ntilikina),,88,117
442,4,0:22.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,88,117
443,4,0:19.0,Defensive rebound by D. Dotson,,88,117
444,4,0:05.0,D. Dotson makes 3-pt jump shot from 25 ft,,91,117
