,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
35,1,6:49.0,,Utah full timeout,10,14
36,1,6:49.0,,J. Crowder enters the game for D. Favors,10,14
37,1,6:42.0,,Shooting foul by G. Harris (drawn by D. Mitchell),10,14
38,1,6:42.0,,D. Mitchell makes free throw 1 of 2,10,15
39,1,6:42.0,,D. Mitchell makes free throw 2 of 2,10,16
40,1,6:22.0,N. Jokić misses 2-pt jump shot from 13 ft (block by R. Gobert),,10,16
41,1,6:17.0,,Defensive rebound by J. Crowder,10,16
42,1,6:11.0,,R. O'Neale misses 3-pt jump shot from 23 ft,10,16
43,1,6:08.0,Defensive rebound by W. Barton,,10,16
44,1,6:03.0,P. Millsap misses 3-pt jump shot from 26 ft,,10,16
45,1,6:00.0,,Defensive rebound by J. Crowder,10,16
46,1,5:50.0,,R. O'Neale makes 2-pt layup from 3 ft (assist by D. Mitchell),10,18
47,1,5:50.0,,Shooting foul by N. Jokić (drawn by R. O'Neale),10,18
48,1,5:50.0,M. Morris enters the game for P. Millsap,,10,18
49,1,5:50.0,M. Plumlee enters the game for J. Murray,,10,18
50,1,5:50.0,,R. O'Neale makes free throw 1 of 1,10,19
51,1,5:35.0,Personal foul by J. Crowder (drawn by N. Jokić),,10,19
52,1,5:35.0,,G. Allen enters the game for J. Ingles,10,19
53,1,5:23.0,M. Morris makes 2-pt jump shot from 14 ft (assist by M. Plumlee),,12,19
54,1,5:05.0,,Turnover by J. Crowder (lost ball; steal by M. Morris),12,19
55,1,4:48.0,G. Harris misses 3-pt jump shot from 23 ft,,12,19
56,1,4:45.0,,Defensive rebound by J. Crowder,12,19
57,1,4:38.0,,Personal foul by G. Harris (drawn by J. Crowder),12,19
58,1,4:38.0,M. Beasley enters the game for G. Harris,,12,19
59,1,4:29.0,,D. Mitchell misses 2-pt jump shot from 20 ft,12,19
60,1,4:26.0,Defensive rebound by M. Plumlee,,12,19
61,1,4:15.0,Turnover by N. Jokić (bad pass; steal by D. Mitchell),,12,19
62,1,4:11.0,,D. Mitchell makes 2-pt layup from 2 ft,12,21
63,1,3:56.0,W. Barton misses 2-pt jump shot from 9 ft,,12,21
64,1,3:53.0,,Defensive rebound by R. Gobert,12,21
65,1,3:31.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by R. O'Neale),12,24
66,1,3:29.0,Denver full timeout,,12,24
67,1,3:29.0,T. Craig enters the game for W. Barton,,12,24
68,1,3:12.0,N. Jokić misses 2-pt layup from 5 ft (block by J. Crowder),,12,24
69,1,3:09.0,,Defensive rebound by R. Gobert,12,24
70,1,3:08.0,,Personal foul by M. Plumlee (drawn by R. Gobert),12,24
71,1,3:08.0,J. Murray enters the game for N. Jokić,,12,24
72,1,2:55.0,,R. Gobert misses 2-pt dunk from 2 ft,12,24
73,1,2:50.0,Defensive rebound by T. Craig,,12,24
74,1,2:44.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,15,24
75,1,2:30.0,,G. Allen misses 3-pt jump shot from 24 ft,15,24
76,1,2:27.0,Defensive rebound by J. Murray,,15,24
77,1,2:21.0,J. Murray misses 2-pt jump shot from 13 ft,,15,24
78,1,2:18.0,,Defensive rebound by R. Gobert,15,24
79,1,2:09.0,,D. Mitchell makes 2-pt jump shot from 10 ft,15,26
80,1,1:55.0,M. Beasley makes 2-pt jump shot from 11 ft,,17,26
81,1,1:37.0,,Shooting foul by T. Craig (drawn by D. Mitchell),17,26
82,1,1:37.0,,Offensive rebound by Team,17,26
83,1,1:37.0,,D. Mitchell misses free throw 1 of 2,17,26
84,1,1:37.0,,D. Favors enters the game for R. Gobert,17,26
85,1,1:37.0,,J. Ingles enters the game for R. O'Neale,17,26
86,1,1:37.0,,D. Mitchell makes free throw 2 of 2,17,27
87,1,1:19.0,M. Morris makes 2-pt jump shot from 11 ft,,19,27
88,1,0:56.0,,D. Favors misses 2-pt jump shot from 7 ft,19,27
89,1,0:51.0,Defensive rebound by M. Plumlee,,19,27
90,1,0:50.0,Personal foul by G. Allen (drawn by M. Morris),,19,27
91,1,0:50.0,,G. Niang enters the game for D. Mitchell,19,27
92,1,0:36.0,M. Plumlee makes 2-pt dunk from 11 ft (assist by M. Morris),,21,27
93,1,0:19.0,,D. Favors misses 2-pt jump shot from 13 ft,21,27
94,1,0:16.0,Defensive rebound by M. Plumlee,,21,27
95,1,0:00.0,J. Murray misses 3-pt jump shot from 25 ft,,21,27
96,1,0:00.0,Offensive rebound by Team,,21,27
97,2,11:42.0,M. Plumlee misses 2-pt hook shot from 17 ft,,21,27
98,2,11:39.0,,Defensive rebound by J. Crowder,21,27
99,2,11:34.0,,Turnover by J. Ingles (out of bounds lost ball),21,27
100,2,11:20.0,J. Murray misses 2-pt jump shot from 16 ft,,21,27
101,2,11:18.0,,Defensive rebound by J. Ingles,21,27
102,2,11:02.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by J. Crowder),21,30
103,2,10:50.0,Shooting foul by G. Allen (drawn by M. Morris),,21,30
104,2,10:50.0,M. Morris makes free throw 1 of 2,,22,30
105,2,10:50.0,M. Morris makes free throw 2 of 2,,23,30
106,2,10:39.0,,J. Crowder makes 2-pt jump shot from 9 ft (assist by J. Ingles),23,32
107,2,10:39.0,,Shooting foul by M. Beasley (drawn by J. Crowder),23,32
108,2,10:39.0,,J. Crowder makes free throw 1 of 1,23,33
109,2,10:28.0,M. Morris misses 2-pt layup from 2 ft,,23,33
110,2,10:26.0,,Defensive rebound by G. Allen,23,33
111,2,10:23.0,,Turnover by G. Allen (lost ball; steal by M. Plumlee),23,33
112,2,10:23.0,Personal foul by G. Allen (drawn by T. Craig),,23,33
113,2,10:10.0,J. Murray misses 2-pt jump shot from 9 ft,,23,33
114,2,10:08.0,,Defensive rebound by D. Favors,23,33
115,2,10:05.0,,Personal foul by T. Craig (drawn by J. Crowder),23,33
116,2,9:58.0,,J. Ingles makes 2-pt jump shot from 7 ft,23,35
117,2,9:56.0,Denver full timeout,,23,35
118,2,9:41.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,26,35
119,2,9:26.0,,G. Niang makes 2-pt layup from 6 ft (assist by J. Ingles),26,37
120,2,9:17.0,M. Plumlee makes 2-pt dunk from 5 ft (assist by J. Murray),,28,37
121,2,9:04.0,,J. Ingles misses 3-pt jump shot from 25 ft,28,37
122,2,8:59.0,Defensive rebound by T. Craig,,28,37
123,2,8:56.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by T. Craig),,31,37
124,2,8:51.0,,Utah full timeout,31,37
125,2,8:51.0,G. Harris enters the game for J. Murray,,31,37
126,2,8:51.0,,R. O'Neale enters the game for G. Allen,31,37
127,2,8:51.0,,T. Sefolosha enters the game for J. Crowder,31,37
128,2,8:38.0,,D. Favors makes 2-pt dunk from 2 ft (assist by G. Niang),31,39
129,2,8:26.0,Personal foul by J. Ingles (drawn by M. Morris),,31,39
130,2,8:16.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by M. Plumlee),,33,39
131,2,8:07.0,,Turnover by G. Niang (bad pass; steal by M. Beasley),33,39
132,2,8:02.0,G. Harris makes 2-pt dunk from 4 ft,,35,39
133,2,7:49.0,,J. Ingles misses 3-pt jump shot from 26 ft,35,39
134,2,7:44.0,,Offensive rebound by D. Favors,35,39
135,2,7:43.0,,D. Favors makes 2-pt dunk from 2 ft,35,41
136,2,7:30.0,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,38,41
137,2,7:16.0,,G. Niang misses 2-pt layup from 3 ft,38,41
138,2,7:14.0,Defensive rebound by M. Plumlee,,38,41
139,2,7:10.0,Turnover by T. Craig (bad pass),,38,41
140,2,7:10.0,,R. Gobert enters the game for D. Favors,38,41
141,2,7:10.0,,D. Mitchell enters the game for J. Ingles,38,41
142,2,6:59.0,,D. Mitchell makes 2-pt jump shot from 8 ft,38,43
143,2,6:41.0,G. Harris makes 2-pt hook shot from 6 ft,,40,43
144,2,6:26.0,,D. Mitchell makes 3-pt jump shot from 26 ft,40,46
145,2,6:10.0,Personal foul by D. Mitchell (drawn by M. Plumlee),,40,46
146,2,6:03.0,M. Beasley misses 2-pt jump shot from 5 ft (block by G. Niang),,40,46
147,2,6:03.0,Offensive rebound by Team,,40,46
148,2,5:57.0,M. Plumlee makes 2-pt hook shot from 9 ft (assist by M. Morris),,42,46
149,2,5:46.0,,D. Mitchell makes 2-pt layup from 4 ft,42,48
150,2,5:37.0,M. Morris makes 3-pt jump shot from 26 ft (assist by G. Harris),,45,48
151,2,5:25.0,,Turnover by D. Mitchell (bad pass; steal by M. Plumlee),45,48
152,2,5:21.0,Personal foul by G. Niang (drawn by M. Plumlee),,45,48
153,2,5:21.0,M. Plumlee makes free throw 1 of 2,,46,48
154,2,5:21.0,W. Barton enters the game for T. Craig,,46,48
155,2,5:21.0,,G. Allen enters the game for G. Niang,46,48
156,2,5:21.0,M. Plumlee misses free throw 2 of 2,,46,48
157,2,5:17.0,,Defensive rebound by T. Sefolosha,46,48
158,2,5:08.0,,Def 3 sec tech foul by Team,46,48
159,2,5:08.0,,D. Mitchell makes technical free throw,46,49
160,2,5:08.0,N. Jokić enters the game for M. Beasley,,46,49
161,2,5:08.0,P. Millsap enters the game for M. Plumlee,,46,49
162,2,5:08.0,,J. Ingles enters the game for G. Allen,46,49
163,2,4:59.0,,Turnover by R. O'Neale (bad pass; steal by N. Jokić),46,49
164,2,4:56.0,Shooting foul by T. Sefolosha (drawn by P. Millsap),,46,49
165,2,4:56.0,P. Millsap makes free throw 1 of 2,,47,49
166,2,4:56.0,P. Millsap makes free throw 2 of 2,,48,49
167,2,4:43.0,,Turnover by D. Mitchell (bad pass),48,49
168,2,4:26.0,G. Harris misses 2-pt layup from 6 ft,,48,49
169,2,4:23.0,Offensive rebound by N. Jokić,,48,49
170,2,4:23.0,Shooting foul by R. Gobert (drawn by N. Jokić),,48,49
171,2,4:23.0,N. Jokić misses free throw 1 of 2,,48,49
172,2,4:23.0,Offensive rebound by Team,,48,49
173,2,4:23.0,J. Murray enters the game for M. Morris,,48,49
174,2,4:23.0,N. Jokić misses free throw 2 of 2,,48,49
175,2,4:21.0,,Defensive rebound by T. Sefolosha,48,49
176,2,4:04.0,,J. Ingles makes 3-pt jump shot from 29 ft (assist by D. Mitchell),48,52
177,2,3:44.0,P. Millsap misses 2-pt hook shot from 4 ft,,48,52
178,2,3:44.0,,Defensive rebound by Team,48,52
179,2,3:44.0,Loose ball foul by N. Jokić (drawn by R. Gobert),,48,52
180,2,3:27.0,,Turnover by J. Ingles (bad pass; steal by G. Harris),48,52
181,2,3:24.0,G. Harris makes 2-pt dunk from 2 ft,,50,52
182,2,3:06.0,,D. Mitchell makes 2-pt jump shot from 8 ft,50,54
183,2,2:49.0,G. Harris misses 2-pt layup from 1 ft,,50,54
184,2,2:47.0,,Defensive rebound by R. O'Neale,50,54
185,2,2:38.0,,Turnover by D. Mitchell (bad pass),50,54
186,2,2:38.0,,J. Crowder enters the game for T. Sefolosha,50,54
187,2,2:26.0,N. Jokić misses 2-pt hook shot from 7 ft,,50,54
188,2,2:24.0,,Defensive rebound by J. Ingles,50,54
189,2,2:17.0,,Personal foul by G. Harris (drawn by R. Gobert),50,54
190,2,2:17.0,M. Beasley enters the game for G. Harris,,50,54
191,2,2:12.0,,J. Ingles makes 2-pt jump shot from 11 ft (assist by R. Gobert),50,56
192,2,1:55.0,Shooting foul by D. Mitchell (drawn by J. Murray),,50,56
193,2,1:55.0,J. Murray makes free throw 1 of 2,,51,56
194,2,1:55.0,M. Plumlee enters the game for N. Jokić,,51,56
195,2,1:55.0,J. Murray misses free throw 2 of 2,,51,56
196,2,1:53.0,,Defensive rebound by J. Crowder,51,56
197,2,1:46.0,,Shooting foul by P. Millsap (drawn by R. Gobert),51,56
198,2,1:46.0,,R. Gobert makes free throw 1 of 2,51,57
199,2,1:46.0,,R. Gobert makes free throw 2 of 2,51,58
200,2,1:27.0,J. Murray makes 3-pt jump shot from 25 ft,,54,58
201,2,1:12.0,,D. Mitchell misses 2-pt jump shot from 12 ft,54,58
202,2,1:09.0,Defensive rebound by M. Plumlee,,54,58
203,2,1:02.0,P. Millsap misses 2-pt layup from 3 ft,,54,58
204,2,0:59.0,,Defensive rebound by J. Crowder,54,58
205,2,0:48.0,,R. Gobert makes 2-pt dunk from 4 ft (assist by J. Ingles),54,60
206,2,0:33.0,J. Murray makes 2-pt jump shot from 13 ft,,56,60
207,2,0:15.0,,D. Mitchell misses 2-pt jump shot from 19 ft,56,60
208,2,0:12.0,,Offensive rebound by D. Mitchell,56,60
209,2,0:11.0,,D. Mitchell misses 2-pt layup from 5 ft (block by P. Millsap),56,60
210,2,0:11.0,Defensive rebound by J. Murray,,56,60
211,2,0:01.0,J. Murray makes 3-pt jump shot from 26 ft,,59,60
212,3,11:50.0,N. Jokić misses 2-pt jump shot from 17 ft,,59,60
213,3,11:49.0,Offensive rebound by Team,,59,60
214,3,11:49.0,,Loose ball foul by D. Mitchell (drawn by J. Murray),59,60
215,3,11:42.0,G. Harris makes 2-pt jump shot from 21 ft,,61,60
216,3,11:14.0,,Shooting foul by N. Jokić (drawn by R. Gobert),61,60
217,3,11:14.0,,R. Gobert misses free throw 1 of 2,61,60
218,3,11:14.0,,Offensive rebound by Team,61,60
219,3,11:14.0,,R. Gobert makes free throw 2 of 2,61,61
220,3,10:57.0,J. Murray makes 2-pt jump shot from 15 ft,,63,61
221,3,10:42.0,,Shooting foul by N. Jokić (drawn by D. Mitchell),63,61
222,3,10:42.0,,D. Mitchell makes free throw 1 of 2,63,62
223,3,10:42.0,,D. Mitchell makes free throw 2 of 2,63,63
224,3,10:25.0,W. Barton misses 3-pt jump shot from 26 ft,,63,63
225,3,10:22.0,,Defensive rebound by J. Ingles,63,63
226,3,10:16.0,,Offensive foul by D. Favors (drawn by P. Millsap),63,63
227,3,10:16.0,,Turnover by D. Favors (offensive foul),63,63
228,3,10:16.0,M. Plumlee enters the game for N. Jokić,,63,63
229,3,10:00.0,J. Murray makes 2-pt layup from 2 ft (assist by M. Plumlee),,65,63
230,3,9:46.0,,D. Mitchell misses 3-pt jump shot from 26 ft,65,63
231,3,9:43.0,Defensive rebound by M. Plumlee,,65,63
232,3,9:36.0,J. Murray misses 3-pt jump shot from 26 ft,,65,63
233,3,9:32.0,,Defensive rebound by D. Favors,65,63
234,3,9:23.0,,D. Favors makes 2-pt jump shot from 6 ft (assist by J. Ingles),65,65
235,3,8:58.0,Personal foul by D. Favors (drawn by P. Millsap),,65,65
236,3,8:50.0,J. Murray misses 2-pt jump shot from 15 ft,,65,65
237,3,8:48.0,,Defensive rebound by D. Mitchell,65,65
238,3,8:35.0,,Personal foul by G. Harris (drawn by J. Ingles),65,65
239,3,8:35.0,M. Beasley enters the game for G. Harris,,65,65
240,3,8:24.0,,D. Favors misses 2-pt jump shot from 8 ft,65,65
241,3,8:19.0,,R. Gobert misses 2-pt dunk at rim,65,65
242,3,8:19.0,,Offensive rebound by R. Gobert,65,65
243,3,8:19.0,Defensive rebound by P. Millsap,,65,65
244,3,8:12.0,W. Barton misses 2-pt jump shot from 20 ft,,65,65
245,3,8:08.0,,Defensive rebound by D. Favors,65,65
246,3,8:03.0,,D. Mitchell makes 3-pt jump shot from 25 ft,65,68
247,3,7:47.0,J. Murray makes 2-pt jump shot from 13 ft,,67,68
248,3,7:35.0,,J. Ingles misses 3-pt jump shot from 26 ft,67,68
249,3,7:31.0,Defensive rebound by J. Murray,,67,68
250,3,7:23.0,Turnover by J. Murray (bad pass; steal by D. Mitchell),,67,68
251,3,7:17.0,,R. O'Neale misses 3-pt jump shot from 23 ft,67,68
252,3,7:14.0,,Offensive rebound by D. Favors,67,68
253,3,7:12.0,,D. Favors makes 2-pt dunk from 2 ft,67,70
254,3,6:56.0,P. Millsap misses 2-pt jump shot from 16 ft,,67,70
255,3,6:56.0,,Defensive rebound by R. Gobert,67,70
256,3,6:42.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),67,72
257,3,6:42.0,Denver full timeout,,67,72
258,3,6:42.0,,J. Crowder enters the game for D. Favors,67,72
259,3,6:42.0,,G. Niang enters the game for J. Ingles,67,72
260,3,6:20.0,J. Murray misses 2-pt jump shot from 5 ft,,67,72
261,3,6:17.0,Offensive rebound by P. Millsap,,67,72
262,3,6:11.0,P. Millsap makes 2-pt layup from 2 ft,,69,72
263,3,5:48.0,,D. Mitchell misses 3-pt jump shot from 25 ft,69,72
264,3,5:45.0,,Offensive rebound by G. Niang,69,72
265,3,5:44.0,,G. Niang makes 2-pt jump shot from 6 ft,69,74
266,3,5:26.0,J. Murray misses 2-pt jump shot from 16 ft,,69,74
267,3,5:24.0,,Defensive rebound by D. Mitchell,69,74
268,3,5:08.0,,Personal foul by P. Millsap (drawn by R. Gobert),69,74
269,3,5:08.0,T. Craig enters the game for W. Barton,,69,74
270,3,5:08.0,M. Morris enters the game for P. Millsap,,69,74
271,3,4:58.0,,Turnover by D. Mitchell (bad pass; steal by M. Beasley),69,74
272,3,4:50.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Morris),,72,74
273,3,4:30.0,,D. Mitchell misses 2-pt jump shot from 6 ft,72,74
274,3,4:28.0,Defensive rebound by M. Morris,,72,74
275,3,4:26.0,Shooting foul by R. O'Neale (drawn by M. Morris),,72,74
276,3,4:26.0,M. Morris makes free throw 1 of 2,,73,74
277,3,4:26.0,M. Morris makes free throw 2 of 2,,74,74
278,3,4:11.0,,D. Mitchell makes 2-pt layup from 3 ft,74,76
279,3,3:58.0,M. Morris makes 2-pt layup from 3 ft (assist by M. Plumlee),,76,76
280,3,3:43.0,,D. Mitchell makes 2-pt jump shot from 2 ft,76,78
281,3,3:43.0,,Shooting foul by T. Craig (drawn by D. Mitchell),76,78
282,3,3:43.0,,J. Ingles enters the game for R. O'Neale,76,78
283,3,3:43.0,,D. Mitchell makes free throw 1 of 1,76,79
284,3,3:30.0,T. Craig misses 3-pt jump shot from 26 ft,,76,79
285,3,3:28.0,,Defensive rebound by R. Gobert,76,79
286,3,3:18.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),76,81
287,3,2:56.0,M. Morris misses 3-pt jump shot from 23 ft,,76,81
288,3,2:53.0,,Defensive rebound by G. Niang,76,81
289,3,2:44.0,,Personal foul by M. Plumlee (drawn by D. Mitchell),76,81
290,3,2:44.0,,Utah full timeout,76,81
291,3,2:44.0,,D. Mitchell makes free throw 1 of 2,76,82
292,3,2:44.0,,D. Mitchell makes free throw 2 of 2,76,83
293,3,2:27.0,J. Murray misses 2-pt jump shot from 10 ft,,76,83
294,3,2:24.0,,Defensive rebound by R. Gobert,76,83
295,3,2:12.0,,Shooting foul by M. Plumlee (drawn by D. Mitchell),76,83
296,3,2:12.0,,D. Mitchell misses free throw 1 of 2,76,83
297,3,2:12.0,,Offensive rebound by Team,76,83
298,3,2:12.0,J. Hernangómez enters the game for J. Murray,,76,83
299,3,2:12.0,,D. Favors enters the game for R. Gobert,76,83
300,3,2:12.0,,D. Mitchell makes free throw 2 of 2,76,84
301,3,1:57.0,M. Morris makes 2-pt jump shot from 10 ft,,78,84
302,3,1:43.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Niang),78,87
303,3,1:21.0,Shooting foul by D. Favors (drawn by M. Beasley),,78,87
304,3,1:21.0,,G. Allen enters the game for D. Mitchell,78,87
305,3,1:21.0,M. Beasley makes free throw 1 of 2,,79,87
306,3,1:21.0,M. Beasley misses free throw 2 of 2,,79,87
307,3,1:19.0,,Defensive rebound by Team,79,87
308,3,1:05.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),79,89
309,3,0:47.0,M. Beasley makes 2-pt jump shot from 17 ft,,81,89
310,3,0:37.0,,J. Crowder misses 3-pt jump shot from 25 ft,81,89
311,3,0:37.0,,Offensive rebound by Team,81,89
312,3,0:37.0,Loose ball foul by T. Craig (drawn by D. Favors),,81,89
313,3,0:37.0,,D. Favors makes free throw 1 of 2,81,90
314,3,0:37.0,,D. Favors makes free throw 2 of 2,81,91
315,3,0:30.0,M. Beasley makes 3-pt jump shot from 28 ft (assist by J. Hernangómez),,84,91
316,3,0:07.0,,D. Favors misses 2-pt hook shot from 3 ft,84,91
317,3,0:05.0,Defensive rebound by M. Plumlee,,84,91
318,3,0:01.0,Shooting foul by J. Ingles (drawn by M. Plumlee),,84,91
319,3,0:01.0,Technical foul by Q. Snyder,,84,91
320,3,0:01.0,M. Beasley makes technical free throw,,85,91
321,3,0:01.0,Offensive rebound by Team,,85,91
322,3,0:01.0,M. Plumlee misses free throw 1 of 3,,85,91
323,3,0:01.0,Offensive rebound by Team,,85,91
324,3,0:01.0,M. Plumlee misses free throw 2 of 3,,85,91
325,3,0:01.0,J. Vanderbilt enters the game for T. Craig,,85,91
326,3,0:01.0,M. Plumlee makes free throw 3 of 3,,86,91
327,4,11:46.0,,Turnover by D. Favors (out of bounds lost ball),86,91
328,4,11:34.0,Turnover by M. Beasley (bad pass; steal by D. Favors),,86,91
329,4,11:29.0,,J. Crowder misses 2-pt layup from 4 ft (block by M. Beasley),86,91
330,4,11:26.0,Defensive rebound by M. Morris,,86,91
331,4,11:14.0,M. Beasley misses 2-pt jump shot from 4 ft,,86,91
332,4,11:12.0,,Defensive rebound by D. Favors,86,91
333,4,11:01.0,,G. Allen misses 3-pt jump shot from 28 ft,86,91
334,4,10:58.0,Defensive rebound by J. Hernangómez,,86,91
335,4,10:45.0,M. Beasley makes 2-pt jump shot from 17 ft (assist by M. Plumlee),,88,91
336,4,10:30.0,,Personal foul by T. Craig (drawn by D. Favors),88,91
337,4,10:30.0,,R. O'Neale enters the game for G. Allen,88,91
338,4,10:26.0,,Shooting foul by J. Hernangómez (drawn by J. Crowder),88,91
339,4,10:26.0,,J. Crowder misses free throw 1 of 2,88,91
340,4,10:26.0,,Offensive rebound by Team,88,91
341,4,10:26.0,N. Jokić enters the game for T. Craig,,88,91
342,4,10:26.0,,J. Crowder makes free throw 2 of 2,88,92
343,4,10:11.0,M. Morris makes 2-pt jump shot from 6 ft,,90,92
344,4,10:00.0,,Personal foul by J. Hernangómez (drawn by D. Favors),90,92
345,4,9:54.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by J. Ingles),90,95
346,4,9:47.0,M. Plumlee makes 2-pt jump shot from 7 ft,,92,95
347,4,9:33.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),92,97
348,4,9:33.0,,Shooting foul by N. Jokić (drawn by D. Favors),92,97
349,4,9:33.0,,D. Favors misses free throw 1 of 1,92,97
350,4,9:31.0,Defensive rebound by N. Jokić,,92,97
351,4,9:13.0,M. Morris misses 3-pt jump shot from 26 ft,,92,97
352,4,9:09.0,,Defensive rebound by J. Crowder,92,97
353,4,9:03.0,,J. Ingles misses 3-pt jump shot from 27 ft,92,97
354,4,9:01.0,Defensive rebound by M. Plumlee,,92,97
355,4,8:44.0,N. Jokić misses 2-pt layup from 4 ft,,92,97
356,4,8:44.0,Offensive rebound by N. Jokić,,92,97
357,4,8:44.0,Personal foul by G. Niang (drawn by N. Jokić),,92,97
358,4,8:44.0,,D. Mitchell enters the game for G. Niang,92,97
359,4,8:42.0,M. Beasley misses 3-pt jump shot from 27 ft,,92,97
360,4,8:41.0,Offensive rebound by Team,,92,97
361,4,8:41.0,Personal foul by J. Crowder (drawn by N. Jokić),,92,97
362,4,8:41.0,,R. Gobert enters the game for J. Crowder,92,97
363,4,8:41.0,,T. Sefolosha enters the game for D. Favors,92,97
364,4,8:29.0,M. Plumlee misses 2-pt jump shot from 17 ft,,92,97
365,4,8:25.0,,Defensive rebound by D. Mitchell,92,97
366,4,8:19.0,,D. Mitchell misses 2-pt jump shot from 9 ft,92,97
367,4,8:17.0,,Offensive rebound by D. Mitchell,92,97
368,4,8:12.0,,Shooting foul by N. Jokić (drawn by R. Gobert),92,97
369,4,8:12.0,,R. Gobert misses free throw 1 of 2,92,97
370,4,8:12.0,,Offensive rebound by Team,92,97
371,4,8:12.0,P. Millsap enters the game for N. Jokić,,92,97
372,4,8:12.0,,G. Niang enters the game for J. Ingles,92,97
373,4,8:12.0,,R. Gobert makes free throw 2 of 2,92,98
374,4,7:55.0,P. Millsap misses 2-pt layup from 5 ft,,92,98
375,4,7:52.0,,Defensive rebound by R. O'Neale,92,98
376,4,7:44.0,,Shooting foul by M. Plumlee (drawn by D. Mitchell),92,98
377,4,7:44.0,,D. Mitchell makes free throw 1 of 2,92,99
378,4,7:44.0,G. Harris enters the game for M. Beasley,,92,99
379,4,7:44.0,J. Murray enters the game for J. Hernangómez,,92,99
380,4,7:44.0,,D. Mitchell makes free throw 2 of 2,92,100
381,4,7:25.0,G. Harris misses 2-pt jump shot from 13 ft,,92,100
382,4,7:21.0,,Defensive rebound by R. Gobert,92,100
