,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
388,4,5:53.0,Oklahoma City full timeout,,86,103
389,4,5:53.0,P. George enters the game for R. Felton,,86,103
390,4,5:53.0,J. Grant enters the game for P. Patterson,,86,103
391,4,5:30.0,Turnover by J. Grant (bad pass; steal by W. Matthews),,86,103
392,4,5:29.0,,Shooting foul by P. George (drawn by W. Matthews),86,103
393,4,5:29.0,,W. Matthews misses free throw 1 of 2,86,103
394,4,5:29.0,,Offensive rebound by Team,86,103
395,4,5:29.0,,D. Smith enters the game for J. Barea,86,103
396,4,5:29.0,,W. Matthews misses free throw 2 of 2,86,103
397,4,5:27.0,Defensive rebound by P. George,,86,103
398,4,5:16.0,P. George misses 3-pt jump shot from 25 ft,,86,103
399,4,5:12.0,Offensive rebound by D. Schröder,,86,103
400,4,5:07.0,S. Adams makes 2-pt hook shot from 6 ft,,88,103
401,4,4:54.0,,Turnover by L. Dončić (bad pass; steal by D. Schröder),88,103
402,4,4:54.0,Personal foul by D. Powell (drawn by D. Schröder),,88,103
403,4,4:54.0,Technical foul by D. Schröder,,88,103
404,4,4:54.0,,L. Dončić misses technical free throw,88,103
405,4,4:54.0,Defensive rebound by Team,,88,103
406,4,4:54.0,,D. Jordan enters the game for D. Powell,88,103
407,4,4:42.0,Turnover by P. George (lost ball; steal by D. Smith),,88,103
408,4,4:25.0,,L. Dončić makes 2-pt layup from 1 ft (assist by D. Smith),88,105
409,4,4:14.0,P. George misses 3-pt jump shot from 25 ft,,88,105
410,4,4:10.0,,Defensive rebound by D. Jordan,88,105
411,4,3:51.0,,D. Smith makes 2-pt jump shot from 13 ft,88,107
412,4,3:35.0,J. Grant makes 2-pt dunk from 1 ft (assist by D. Schröder),,90,107
413,4,3:16.0,,D. Jordan misses 2-pt dunk from 2 ft,90,107
414,4,3:12.0,Defensive rebound by D. Schröder,,90,107
415,4,3:11.0,Shooting foul by L. Dončić (drawn by J. Grant),,90,107
416,4,3:11.0,J. Grant misses free throw 1 of 2,,90,107
417,4,3:11.0,Offensive rebound by Team,,90,107
418,4,3:11.0,J. Grant makes free throw 2 of 2,,91,107
419,4,2:51.0,,Turnover by D. Smith (bad pass; steal by J. Grant),91,107
420,4,2:39.0,T. Ferguson misses 3-pt jump shot from 23 ft,,91,107
421,4,2:37.0,Offensive rebound by S. Adams,,91,107
422,4,2:33.0,Shooting foul by M. Kleber (drawn by S. Adams),,91,107
423,4,2:33.0,S. Adams makes free throw 1 of 2,,92,107
424,4,2:33.0,S. Adams misses free throw 2 of 2,,92,107
425,4,2:30.0,,Defensive rebound by D. Jordan,92,107
426,4,2:14.0,,Personal foul by P. George (drawn by M. Kleber),92,107
427,4,2:04.0,,W. Matthews misses 3-pt jump shot from 26 ft,92,107
428,4,2:02.0,Defensive rebound by D. Schröder,,92,107
429,4,1:52.0,D. Schröder makes 2-pt jump shot from 13 ft (assist by P. George),,94,107
430,4,1:38.0,,Turnover by D. Smith (bad pass; steal by J. Grant),94,107
431,4,1:38.0,Oklahoma City full timeout,,94,107
432,4,1:38.0,Á. Abrines enters the game for S. Adams,,94,107
433,4,1:38.0,H. Diallo enters the game for T. Ferguson,,94,107
434,4,1:38.0,T. Luwawu-Cabarrot enters the game for P. George,,94,107
435,4,1:38.0,A. Nader enters the game for J. Grant,,94,107
436,4,1:38.0,N. Noel enters the game for D. Schröder,,94,107
437,4,1:38.0,,J. Brunson enters the game for D. Jordan,94,107
438,4,1:38.0,,D. Powell enters the game for W. Matthews,94,107
439,4,1:30.0,A. Nader makes 2-pt layup from 1 ft (assist by H. Diallo),,96,107
440,4,1:14.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Brunson),96,109
441,4,1:01.0,H. Diallo misses 2-pt jump shot from 9 ft,,96,109
442,4,0:58.0,,Defensive rebound by D. Smith,96,109
443,4,0:56.0,,L. Dončić makes 2-pt layup at rim (assist by D. Smith),96,111
444,4,0:37.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 17 ft,,96,111
445,4,0:37.0,,Defensive rebound by Team,96,111
446,4,0:17.0,,Turnover by J. Brunson (bad pass; steal by A. Nader),96,111
447,4,0:14.0,Turnover by A. Nader (lost ball; steal by J. Brunson),,96,111
