,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
126,2,10:01.0,,Defensive rebound by M. Plumlee,25,23
127,2,9:43.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by T. Craig),25,26
128,2,9:30.0,J. Terrell misses 3-pt jump shot from 25 ft,,25,26
129,2,9:27.0,,Defensive rebound by M. Plumlee,25,26
130,2,9:23.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Plumlee),25,28
131,2,9:23.0,Minnesota full timeout,,25,28
132,2,9:23.0,C. Williams enters the game for K. Bates-Diop,,25,28
133,2,8:58.0,G. Dieng makes 3-pt jump shot from 22 ft (assist by A. Tolliver),,28,28
134,2,8:41.0,,M. Morris makes 2-pt jump shot from 12 ft,28,30
135,2,8:34.0,C. Reynolds makes 2-pt hook shot from 12 ft,,30,30
136,2,8:19.0,,Personal foul by J. Terrell (drawn by M. Morris),30,30
137,2,8:19.0,T. Jones enters the game for J. Terrell,,30,30
138,2,8:19.0,,G. Harris enters the game for J. Murray,30,30
139,2,8:15.0,,M. Morris misses 2-pt jump shot from 15 ft,30,30
140,2,8:09.0,Defensive rebound by T. Jones,,30,30
141,2,7:50.0,G. Dieng misses 2-pt jump shot from 21 ft,,30,30
142,2,7:47.0,,Defensive rebound by M. Morris,30,30
143,2,7:39.0,,G. Harris misses 2-pt layup from 2 ft,30,30
144,2,7:38.0,,Offensive rebound by G. Harris,30,30
145,2,7:32.0,,M. Beasley misses 3-pt jump shot from 24 ft,30,30
146,2,7:29.0,Defensive rebound by G. Dieng,,30,30
147,2,7:23.0,C. Reynolds makes 2-pt dunk from 1 ft (assist by T. Jones),,32,30
148,2,7:23.0,,Denver full timeout,32,30
149,2,7:23.0,,N. Jokić enters the game for M. Plumlee,32,30
150,2,7:01.0,,N. Jokić makes 2-pt jump shot from 12 ft,32,32
151,2,6:49.0,C. Reynolds makes 3-pt jump shot from 25 ft (assist by T. Jones),,35,32
152,2,6:34.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),35,35
153,2,6:16.0,T. Jones misses 3-pt jump shot from 26 ft,,35,35
154,2,6:14.0,,Defensive rebound by N. Jokić,35,35
155,2,6:10.0,,Turnover by N. Jokić (bad pass),35,35
156,2,6:10.0,,P. Millsap enters the game for T. Craig,35,35
157,2,6:00.0,Turnover by A. Tolliver (bad pass; steal by N. Jokić),,35,35
158,2,5:55.0,,M. Morris misses 2-pt layup from 2 ft,35,35
159,2,5:52.0,Defensive rebound by C. Williams,,35,35
160,2,5:48.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Jones),,38,35
161,2,5:21.0,,P. Millsap makes 2-pt layup from 2 ft,38,37
162,2,5:06.0,C. Reynolds misses 3-pt jump shot from 24 ft,,38,37
163,2,5:05.0,,Defensive rebound by P. Millsap,38,37
164,2,5:00.0,,M. Beasley makes 2-pt dunk from 2 ft (assist by P. Millsap),38,39
165,2,4:48.0,A. Tolliver misses 3-pt jump shot from 27 ft,,38,39
166,2,4:48.0,,Defensive rebound by Team,38,39
167,2,4:48.0,A. Wiggins enters the game for C. Reynolds,,38,39
168,2,4:48.0,,W. Barton enters the game for M. Beasley,38,39
169,2,4:48.0,,J. Murray enters the game for M. Morris,38,39
170,2,4:38.0,,Turnover by P. Millsap (bad pass; steal by A. Tolliver),38,39
171,2,4:34.0,A. Wiggins misses 2-pt dunk from 2 ft,,38,39
172,2,4:31.0,,Defensive rebound by P. Millsap,38,39
173,2,4:20.0,,G. Harris misses 2-pt layup from 3 ft,38,39
174,2,4:18.0,Defensive rebound by G. Dieng,,38,39
175,2,4:11.0,T. Jones makes 2-pt layup from 2 ft,,40,39
176,2,3:57.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by J. Murray),40,41
177,2,3:41.0,A. Wiggins misses 2-pt jump shot from 22 ft,,40,41
178,2,3:38.0,,Defensive rebound by J. Murray,40,41
179,2,3:29.0,,G. Harris makes 2-pt layup from 2 ft,40,43
180,2,3:29.0,,Shooting foul by C. Williams (drawn by G. Harris),40,43
181,2,3:29.0,K. Bates-Diop enters the game for A. Tolliver,,40,43
182,2,3:29.0,J. Okogie enters the game for C. Williams,,40,43
183,2,3:29.0,,G. Harris makes free throw 1 of 1,40,44
184,2,3:15.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by T. Jones),,42,44
185,2,2:59.0,,W. Barton misses 3-pt jump shot from 26 ft,42,44
186,2,2:56.0,Defensive rebound by K. Bates-Diop,,42,44
187,2,2:49.0,G. Dieng misses 2-pt jump shot from 20 ft,,42,44
188,2,2:45.0,,Defensive rebound by W. Barton,42,44
189,2,2:35.0,,N. Jokić makes 2-pt layup from 3 ft,42,46
190,2,2:11.0,Turnover by G. Dieng (lost ball; steal by G. Harris),,42,46
191,2,2:08.0,,Personal foul by J. Okogie (drawn by J. Murray),42,46
192,2,2:08.0,,J. Murray misses free throw 1 of 2,42,46
193,2,2:08.0,,Offensive rebound by Team,42,46
194,2,2:08.0,,J. Murray makes free throw 2 of 2,42,47
195,2,1:56.0,A. Wiggins makes 2-pt jump shot from 15 ft,,44,47
196,2,1:40.0,,J. Murray misses 2-pt jump shot from 9 ft,44,47
197,2,1:38.0,,Offensive rebound by J. Murray,44,47
198,2,1:38.0,,J. Murray makes 2-pt layup from 1 ft,44,49
199,2,1:23.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by T. Jones),,47,49
200,2,1:08.0,,G. Harris misses 2-pt layup from 1 ft,47,49
201,2,1:05.0,Defensive rebound by K. Bates-Diop,,47,49
202,2,0:55.0,G. Dieng makes 3-pt jump shot from 22 ft (assist by T. Jones),,50,49
203,2,0:40.0,,J. Murray misses 3-pt jump shot from 26 ft,50,49
204,2,0:38.0,Defensive rebound by Team,,50,49
205,2,0:38.0,,Loose ball foul by N. Jokić (drawn by J. Okogie),50,49
206,2,0:30.0,T. Jones misses 2-pt layup from 3 ft,,50,49
207,2,0:28.0,,Defensive rebound by N. Jokić,50,49
208,2,0:13.0,Violation by Team (kicked ball),,50,49
209,2,0:00.0,,J. Murray makes 2-pt jump shot from 22 ft,50,51
210,3,11:46.0,D. Šarić makes 2-pt jump shot from 5 ft,,52,51
211,3,11:30.0,,N. Jokić misses 2-pt jump shot from 14 ft,52,51
212,3,11:27.0,Defensive rebound by J. Okogie,,52,51
213,3,11:18.0,G. Dieng misses 3-pt jump shot from 23 ft,,52,51
214,3,11:15.0,,Defensive rebound by J. Murray,52,51
215,3,11:06.0,,N. Jokić misses 2-pt jump shot from 6 ft,52,51
216,3,11:06.0,Defensive rebound by Team,,52,51
217,3,10:56.0,Personal foul by P. Millsap (drawn by G. Dieng),,52,51
218,3,10:46.0,Turnover by G. Dieng (bad pass),,52,51
219,3,10:37.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Murray),52,53
220,3,10:27.0,T. Jones misses 2-pt jump shot from 6 ft,,52,53
221,3,10:25.0,Offensive rebound by G. Dieng,,52,53
222,3,10:23.0,A. Wiggins misses 2-pt jump shot from 7 ft,,52,53
223,3,10:21.0,,Defensive rebound by N. Jokić,52,53
224,3,10:14.0,,N. Jokić misses 3-pt jump shot from 25 ft,52,53
225,3,10:10.0,Defensive rebound by G. Dieng,,52,53
226,3,9:57.0,Turnover by G. Dieng (bad pass; steal by N. Jokić),,52,53
227,3,9:42.0,,P. Millsap misses 2-pt jump shot from 5 ft,52,53
228,3,9:39.0,Defensive rebound by D. Šarić,,52,53
229,3,9:28.0,J. Okogie misses 2-pt layup from 2 ft (block by G. Harris),,52,53
230,3,9:26.0,Offensive rebound by G. Dieng,,52,53
231,3,9:23.0,G. Dieng makes 2-pt layup from 2 ft,,54,53
232,3,9:05.0,,Turnover by J. Murray (lost ball; steal by G. Dieng),54,53
233,3,8:50.0,J. Okogie misses 2-pt jump shot from 14 ft,,54,53
234,3,8:46.0,,Defensive rebound by P. Millsap,54,53
235,3,8:34.0,,G. Harris misses 3-pt jump shot from 25 ft,54,53
236,3,8:31.0,Defensive rebound by G. Dieng,,54,53
237,3,8:10.0,A. Wiggins makes 2-pt jump shot from 15 ft,,56,53
238,3,7:54.0,,Shooting foul by G. Dieng (drawn by J. Murray),56,53
239,3,7:54.0,,J. Murray misses free throw 1 of 2,56,53
240,3,7:54.0,,Offensive rebound by Team,56,53
241,3,7:54.0,,J. Murray makes free throw 2 of 2,56,54
242,3,7:43.0,G. Dieng misses 2-pt jump shot from 22 ft,,56,54
243,3,7:39.0,,Defensive rebound by W. Barton,56,54
244,3,7:31.0,,N. Jokić misses 2-pt layup from 1 ft,56,54
245,3,7:28.0,,Offensive rebound by N. Jokić,56,54
246,3,7:28.0,,N. Jokić makes 2-pt layup at rim,56,56
247,3,7:14.0,G. Dieng misses 2-pt jump shot from 16 ft,,56,56
248,3,7:12.0,,Defensive rebound by W. Barton,56,56
249,3,7:07.0,,P. Millsap misses 3-pt jump shot from 25 ft,56,56
250,3,7:03.0,Defensive rebound by A. Wiggins,,56,56
251,3,6:54.0,D. Šarić makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,58,56
252,3,6:30.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),58,59
253,3,6:22.0,Minnesota full timeout,,58,59
254,3,6:22.0,A. Tolliver enters the game for D. Šarić,,58,59
255,3,6:07.0,A. Tolliver misses 3-pt jump shot from 24 ft,,58,59
256,3,6:05.0,Offensive rebound by G. Dieng,,58,59
257,3,6:03.0,G. Dieng misses 2-pt layup from 2 ft,,58,59
258,3,6:02.0,,Defensive rebound by N. Jokić,58,59
259,3,5:55.0,,N. Jokić makes 2-pt layup from 3 ft (assist by G. Harris),58,61
260,3,5:45.0,T. Jones misses 2-pt jump shot from 12 ft,,58,61
261,3,5:42.0,,Defensive rebound by P. Millsap,58,61
262,3,5:35.0,,W. Barton makes 2-pt jump shot from 7 ft,58,63
263,3,5:13.0,T. Jones misses 2-pt jump shot from 7 ft,,58,63
264,3,5:10.0,,Defensive rebound by W. Barton,58,63
265,3,5:06.0,,Personal foul by A. Tolliver (drawn by P. Millsap),58,63
266,3,5:06.0,C. Reynolds enters the game for J. Okogie,,58,63
267,3,4:59.0,,W. Barton makes 2-pt jump shot from 5 ft,58,65
268,3,4:44.0,G. Dieng makes 2-pt dunk from 2 ft (assist by A. Tolliver),,60,65
269,3,4:22.0,,Turnover by N. Jokić (lost ball; steal by G. Dieng),60,65
270,3,4:15.0,C. Reynolds makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,63,65
271,3,3:58.0,,Personal foul by G. Dieng (drawn by N. Jokić),63,65
272,3,3:58.0,D. Šarić enters the game for G. Dieng,,63,65
273,3,3:58.0,C. Williams enters the game for T. Jones,,63,65
274,3,3:58.0,,M. Morris enters the game for J. Murray,63,65
275,3,3:49.0,,W. Barton misses 2-pt jump shot from 5 ft,63,65
276,3,3:48.0,Defensive rebound by D. Šarić,,63,65
277,3,3:40.0,A. Wiggins makes 2-pt layup from 4 ft,,65,65
278,3,3:40.0,Shooting foul by W. Barton (drawn by A. Wiggins),,65,65
279,3,3:40.0,,M. Plumlee enters the game for P. Millsap,65,65
280,3,3:40.0,A. Wiggins misses free throw 1 of 1,,65,65
281,3,3:38.0,,Defensive rebound by N. Jokić,65,65
282,3,3:25.0,,N. Jokić misses 3-pt jump shot from 25 ft,65,65
283,3,3:22.0,Defensive rebound by A. Tolliver,,65,65
284,3,3:16.0,C. Reynolds makes 3-pt jump shot from 23 ft (assist by A. Tolliver),,68,65
285,3,3:15.0,,Denver full timeout,68,65
286,3,3:15.0,,M. Beasley enters the game for G. Harris,68,65
287,3,3:06.0,,M. Morris makes 3-pt jump shot from 24 ft,68,68
288,3,2:51.0,Personal foul by N. Jokić (drawn by A. Tolliver),,68,68
289,3,2:39.0,D. Šarić misses 2-pt jump shot from 11 ft,,68,68
290,3,2:37.0,Offensive rebound by D. Šarić,,68,68
291,3,2:35.0,C. Williams makes 3-pt jump shot from 27 ft (assist by D. Šarić),,71,68
292,3,2:15.0,,Turnover by N. Jokić (3 sec),71,68
293,3,2:01.0,C. Reynolds makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,74,68
294,3,1:43.0,,M. Beasley misses 3-pt jump shot from 24 ft,74,68
295,3,1:40.0,,Offensive rebound by M. Plumlee,74,68
296,3,1:39.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Plumlee),74,71
297,3,1:27.0,Personal foul by N. Jokić (drawn by D. Šarić),,74,71
298,3,1:27.0,,T. Craig enters the game for W. Barton,74,71
299,3,1:27.0,,G. Harris enters the game for N. Jokić,74,71
300,3,1:18.0,A. Wiggins makes 2-pt layup from 2 ft,,76,71
301,3,1:05.0,,M. Beasley misses 3-pt jump shot from 24 ft,76,71
302,3,1:01.0,Defensive rebound by D. Šarić,,76,71
303,3,0:52.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by D. Šarić),,79,71
304,3,0:32.0,,G. Harris misses 3-pt jump shot from 23 ft,79,71
305,3,0:29.0,Defensive rebound by C. Reynolds,,79,71
306,3,0:10.0,A. Wiggins misses 3-pt jump shot from 26 ft,,79,71
307,3,0:06.0,,Defensive rebound by M. Beasley,79,71
308,3,0:02.0,,Personal take foul by C. Reynolds (drawn by M. Morris),79,71
309,3,0:02.0,G. Dieng enters the game for D. Šarić,,79,71
310,3,0:00.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),79,73
311,4,11:45.0,,Personal foul by A. Wiggins (drawn by M. Plumlee),79,73
312,4,11:33.0,,M. Morris misses 2-pt layup from 3 ft,79,73
313,4,11:31.0,Defensive rebound by D. Šarić,,79,73
314,4,11:19.0,Turnover by K. Bates-Diop (3 sec),,79,73
315,4,11:13.0,,G. Harris misses 3-pt jump shot from 26 ft,79,73
316,4,11:10.0,Defensive rebound by D. Šarić,,79,73
317,4,10:48.0,D. Šarić misses 3-pt jump shot from 28 ft,,79,73
318,4,10:45.0,,Defensive rebound by M. Plumlee,79,73
319,4,10:33.0,,M. Morris misses 2-pt jump shot from 19 ft,79,73
320,4,10:31.0,Defensive rebound by A. Wiggins,,79,73
321,4,10:18.0,C. Williams makes 3-pt jump shot from 27 ft (assist by D. Šarić),,82,73
322,4,9:53.0,,M. Beasley misses 3-pt jump shot from 24 ft,82,73
323,4,9:50.0,Defensive rebound by D. Šarić,,82,73
324,4,9:33.0,A. Wiggins makes 2-pt layup from 3 ft,,84,73
325,4,9:33.0,,Denver full timeout,84,73
326,4,9:33.0,T. Jones enters the game for C. Reynolds,,84,73
327,4,9:33.0,,N. Jokić enters the game for M. Beasley,84,73
328,4,9:33.0,,P. Millsap enters the game for T. Craig,84,73
329,4,9:33.0,,J. Murray enters the game for M. Plumlee,84,73
330,4,9:13.0,,G. Harris makes 2-pt dunk from 1 ft (assist by P. Millsap),84,75
331,4,8:50.0,Turnover by A. Wiggins (bad pass; steal by M. Morris),,84,75
332,4,8:28.0,,N. Jokić misses 2-pt hook shot from 3 ft,84,75
333,4,8:26.0,,Offensive rebound by N. Jokić,84,75
334,4,8:26.0,,N. Jokić misses 2-pt layup at rim,84,75
335,4,8:25.0,,Offensive rebound by N. Jokić,84,75
336,4,8:25.0,,N. Jokić misses 2-pt layup at rim,84,75
337,4,8:24.0,Defensive rebound by K. Bates-Diop,,84,75
338,4,8:14.0,D. Šarić misses 3-pt jump shot from 25 ft,,84,75
339,4,8:12.0,,Defensive rebound by Team,84,75
340,4,7:58.0,,J. Murray misses 3-pt jump shot from 24 ft,84,75
341,4,7:54.0,,Offensive rebound by G. Harris,84,75
342,4,7:43.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Morris),84,77
343,4,7:34.0,Minnesota full timeout,,84,77
344,4,7:34.0,G. Dieng enters the game for D. Šarić,,84,77
345,4,7:34.0,C. Reynolds enters the game for A. Wiggins,,84,77
346,4,7:34.0,,W. Barton enters the game for M. Morris,84,77
347,4,7:23.0,K. Bates-Diop makes 2-pt dunk from 1 ft (assist by G. Dieng),,86,77
348,4,7:11.0,,Personal foul by T. Jones (drawn by J. Murray),86,77
349,4,6:56.0,,P. Millsap misses 2-pt jump shot from 17 ft,86,77
350,4,6:56.0,,Offensive rebound by Team,86,77
351,4,6:56.0,,Turnover by Team (shot clock),86,77
352,4,6:43.0,T. Jones makes 2-pt layup from 1 ft,,88,77
353,4,6:43.0,,Denver full timeout,88,77
354,4,6:34.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by J. Murray),88,79
355,4,6:18.0,C. Reynolds misses 3-pt jump shot from 25 ft,,88,79
356,4,6:16.0,,Defensive rebound by N. Jokić,88,79
357,4,6:01.0,,W. Barton misses 3-pt jump shot from 25 ft,88,79
358,4,5:58.0,,Offensive rebound by P. Millsap,88,79
359,4,5:55.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by P. Millsap),88,81
360,4,5:55.0,Violation by Team (def goaltending),,88,81
361,4,5:41.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by C. Williams),,90,81
362,4,5:26.0,,N. Jokić misses 3-pt jump shot from 25 ft,90,81
363,4,5:23.0,Defensive rebound by C. Reynolds,,90,81
364,4,5:00.0,G. Dieng makes 2-pt hook shot from 7 ft,,92,81
365,4,4:47.0,,Shooting foul by T. Jones (drawn by G. Harris),92,81
366,4,4:47.0,,G. Harris makes free throw 1 of 2,92,82
367,4,4:47.0,A. Wiggins enters the game for K. Bates-Diop,,92,82
368,4,4:47.0,,G. Harris misses free throw 2 of 2,92,82
369,4,4:45.0,Defensive rebound by C. Reynolds,,92,82
370,4,4:25.0,A. Wiggins misses 2-pt jump shot from 22 ft,,92,82
371,4,4:22.0,,Defensive rebound by N. Jokić,92,82
372,4,4:16.0,,Personal foul by C. Williams (drawn by P. Millsap),92,82
373,4,4:16.0,D. Šarić enters the game for C. Williams,,92,82
374,4,4:11.0,,Shooting foul by C. Reynolds (drawn by G. Harris),92,82
375,4,4:11.0,,G. Harris makes free throw 1 of 2,92,83
376,4,4:11.0,Minnesota full timeout,,92,83
377,4,4:11.0,,G. Harris makes free throw 2 of 2,92,84
378,4,4:01.0,C. Reynolds makes 3-pt jump shot from 24 ft (assist by T. Jones),,95,84
379,4,3:48.0,,Turnover by G. Harris (offensive foul),95,84
380,4,3:48.0,,Offensive foul by G. Harris (drawn by G. Dieng),95,84
381,4,3:38.0,Personal foul by G. Harris (drawn by C. Reynolds),,95,84
382,4,3:27.0,G. Dieng misses 2-pt layup from 6 ft (block by W. Barton),,95,84
383,4,3:27.0,Offensive rebound by Team,,95,84
