,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
389,4,9:10.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Dedmon),66,88
390,4,8:46.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,68,88
391,4,8:19.0,,D. Dedmon misses 2-pt layup from 1 ft (block by T. Johnson),68,88
392,4,8:19.0,,Offensive rebound by Team,68,88
393,4,8:17.0,,Turnover by D. Hamilton (bad pass; steal by D. Wade),68,88
394,4,8:15.0,Personal foul by T. Young (drawn by T. Johnson),,68,88
395,4,8:15.0,,K. Huerter enters the game for D. Hamilton,68,88
396,4,8:06.0,B. Adebayo misses 2-pt jump shot from 10 ft,,68,88
397,4,8:02.0,,Defensive rebound by T. Young,68,88
398,4,7:45.0,,Turnover by K. Huerter (lost ball; steal by T. Johnson),68,88
399,4,7:34.0,Personal foul by D. Bembry (drawn by B. Adebayo),,68,88
400,4,7:27.0,T. Johnson misses 3-pt jump shot from 25 ft,,68,88
401,4,7:24.0,,Defensive rebound by D. Dedmon,68,88
402,4,7:16.0,,D. Bembry makes 2-pt jump shot from 10 ft,68,90
403,4,7:16.0,,Shooting foul by K. Olynyk (drawn by D. Bembry),68,90
404,4,7:16.0,J. Richardson enters the game for T. Johnson,,68,90
405,4,7:16.0,J. Winslow enters the game for D. Wade,,68,90
406,4,7:16.0,,D. Bembry makes free throw 1 of 1,68,91
407,4,7:08.0,Personal foul by V. Carter (drawn by K. Olynyk),,68,91
408,4,7:08.0,K. Olynyk misses free throw 1 of 2,,68,91
409,4,7:08.0,Offensive rebound by Team,,68,91
410,4,7:08.0,K. Olynyk makes free throw 2 of 2,,69,91
411,4,6:50.0,,D. Bembry makes 2-pt layup from 2 ft (assist by K. Huerter),69,93
412,4,6:25.0,J. Winslow misses 3-pt jump shot from 23 ft,,69,93
413,4,6:24.0,,Defensive rebound by Team,69,93
414,4,6:12.0,,K. Huerter misses 2-pt layup from 2 ft (block by B. Adebayo),69,93
415,4,6:07.0,Defensive rebound by J. Richardson,,69,93
416,4,6:00.0,J. Richardson misses 3-pt jump shot from 25 ft,,69,93
417,4,5:57.0,,Defensive rebound by V. Carter,69,93
418,4,5:43.0,,D. Bembry makes 2-pt jump shot from 12 ft,69,95
419,4,5:26.0,J. Winslow makes 2-pt layup from 1 ft,,71,95
420,4,5:09.0,,T. Young misses 2-pt jump shot from 16 ft,71,95
421,4,5:04.0,Defensive rebound by J. Winslow,,71,95
422,4,5:00.0,K. Olynyk misses 3-pt jump shot from 26 ft,,71,95
423,4,4:57.0,,Defensive rebound by D. Dedmon,71,95
424,4,4:53.0,,Atlanta full timeout,71,95
425,4,4:53.0,,J. Collins enters the game for V. Carter,71,95
426,4,4:36.0,,D. Bembry makes 2-pt layup from 2 ft,71,97
427,4,4:19.0,Shooting foul by D. Dedmon (drawn by D. Jones),,71,97
428,4,4:19.0,D. Jones misses free throw 1 of 2,,71,97
429,4,4:19.0,Offensive rebound by Team,,71,97
430,4,4:19.0,R. McGruder enters the game for J. Richardson,,71,97
431,4,4:19.0,D. Jones makes free throw 2 of 2,,72,97
432,4,4:10.0,,K. Huerter misses 2-pt jump shot from 7 ft,72,97
433,4,4:07.0,,Offensive rebound by K. Huerter,72,97
434,4,4:06.0,,K. Huerter makes 2-pt layup from 2 ft,72,99
435,4,3:43.0,R. McGruder misses 2-pt layup from 2 ft,,72,99
436,4,3:40.0,,Defensive rebound by D. Dedmon,72,99
437,4,3:37.0,,Shooting foul by D. Jones (drawn by T. Young),72,99
438,4,3:37.0,,T. Young makes free throw 1 of 2,72,100
439,4,3:37.0,,T. Young misses free throw 2 of 2,72,100
440,4,3:33.0,Defensive rebound by B. Adebayo,,72,100
441,4,3:18.0,D. Jones misses 3-pt jump shot from 23 ft,,72,100
442,4,3:16.0,,Defensive rebound by D. Dedmon,72,100
443,4,3:09.0,,T. Young makes 2-pt layup from 1 ft,72,102
444,4,2:48.0,K. Olynyk misses 3-pt jump shot from 23 ft,,72,102
445,4,2:45.0,Offensive rebound by R. McGruder,,72,102
446,4,2:40.0,J. Winslow makes 2-pt dunk from 1 ft (assist by B. Adebayo),,74,102
447,4,2:39.0,Miami full timeout,,74,102
448,4,2:39.0,,J. Anderson enters the game for D. Bembry,74,102
449,4,2:39.0,,T. Dorsey enters the game for J. Collins,74,102
450,4,2:39.0,,D. Hamilton enters the game for D. Dedmon,74,102
451,4,2:39.0,,A. Len enters the game for K. Huerter,74,102
452,4,2:39.0,,O. Spellman enters the game for T. Young,74,102
453,4,2:26.0,,T. Dorsey misses 2-pt jump shot from 20 ft,74,102
454,4,2:23.0,Defensive rebound by K. Olynyk,,74,102
455,4,2:14.0,D. Jones makes 2-pt dunk at rim (assist by J. Winslow),,76,102
456,4,1:59.0,,O. Spellman misses 2-pt layup from 4 ft,76,102
457,4,1:56.0,Defensive rebound by J. Winslow,,76,102
458,4,1:37.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by R. McGruder),,79,102
459,4,1:17.0,,D. Hamilton makes 2-pt layup from 2 ft,79,104
460,4,0:59.0,R. McGruder misses 2-pt jump shot from 12 ft,,79,104
461,4,0:55.0,Offensive rebound by B. Adebayo,,79,104
462,4,0:55.0,B. Adebayo misses 2-pt jump shot from 4 ft,,79,104
463,4,0:53.0,,Defensive rebound by D. Hamilton,79,104
464,4,0:42.0,,J. Anderson makes 2-pt dunk from 1 ft (assist by D. Hamilton),79,106
465,4,0:27.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by R. McGruder),,82,106
466,4,0:17.0,,J. Anderson misses 3-pt jump shot from 29 ft,82,106
467,4,0:14.0,Defensive rebound by B. Adebayo,,82,106
